actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
84,PT04M50.00S,2023-02-14T00:24:07.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,5.469776609724048,51.71568627450981,1610612755,17,15,2023-02-14T00:24:14Z,830000,False,-9.0,-1.0,1,left,J. Harden driving Layup (5 PTS),[201935],1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,0.87,Made,5.0,,,,,,,,,,,,,,,,,
85,PT04M36.00S,2023-02-14T00:24:22.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,92.46057818659659,45.83333333333333,1610612745,17,15,2023-02-14T00:24:26Z,840000,False,-21.0,18.0,1,right,MISS J. Green driving finger roll Layup,[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.78,Missed,,,,,,,,,,,,,,,,,,
86,PT04M34.00S,2023-02-14T00:24:24.3Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,17,15,2023-02-14T00:24:26Z,850000,False,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,85.0,2.0,2.0,0.0,,,,,,,,,,,,,
87,PT04M19.00S,2023-02-14T00:24:38.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,11.383048620236531,52.20588235294118,1610612755,17,15,2023-02-14T00:26:59Z,860000,False,-11.0,55.0,1,left,MISS J. Embiid cutting Layup - blocked,"[203954, 1630256]",1610612755.0,PHI,cutting,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,5.56,Missed,,,,,,,,,,,,,,,,,Tate,1630256.0
88,PT04M19.00S,2023-02-14T00:24:38.4Z,1,REGULAR,block,,[],1630256,,,1610612755,17,15,2023-02-14T00:26:59Z,870000,False,,,0,,J. Tate BLOCK (1 BLK),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
89,PT04M16.00S,2023-02-14T00:24:41.4Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,17,15,2023-02-14T00:24:45Z,880000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,87.0,1.0,1.0,0.0,,,,,,,,,,,,,
90,PT04M14.00S,2023-02-14T00:24:43.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630231,93.51182654402102,50.98039215686274,1610612745,17,17,2023-02-14T00:24:57Z,890000,False,5.0,8.0,1,right,K. Martin Jr. running DUNK (6 PTS) (J. Green 2 AST),"[1630231, 1630224]",1610612745.0,HOU,running,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,0.98,Made,6.0,,,,,,,,,,J. Green,1630224.0,2.0,,,,,
92,PT04M01.00S,2023-02-14T00:24:56.4Z,1,REGULAR,3pt,Jump Shot,[],201935,32.53942181340342,34.80392156862745,1610612755,17,17,2023-02-14T00:25:02Z,910000,False,76.0,253.0,1,left,MISS J. Harden 26' pullup 3PT,[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,26.46,Missed,,,,,,,,,,,,,,,,,,
93,PT03M58.00S,2023-02-14T00:24:59.4Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,17,17,2023-02-14T00:25:02Z,920000,False,,,0,,A. Sengun REBOUND (Off:0 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,,,,92.0,3.0,3.0,0.0,,,,,,,,,,,,,
94,PT03M54.00S,2023-02-14T00:25:04.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631095,92.85479632063075,50.245098039215684,1610612745,17,19,2023-02-14T00:25:10Z,930000,False,1.0,15.0,1,right,J. Smith Jr. running Layup (4 PTS),[1631095],1610612745.0,HOU,running,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,1.47,Made,4.0,,,,,,,,,,,,,,,,,
96,PT03M44.00S,2023-02-14T00:25:28.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,17,19,2023-02-14T00:25:28Z,950000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M44.00S,2023-02-14T00:27:35.7Z,1,REGULAR,substitution,out,[],201935,,,1610612755,17,19,2023-02-14T00:27:57Z,960000,False,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M44.00S,2023-02-14T00:27:35.7Z,1,REGULAR,substitution,out,[],202699,,,1610612755,17,19,2023-02-14T00:27:57Z,970000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M44.00S,2023-02-14T00:27:35.7Z,1,REGULAR,substitution,out,[],1631095,,,1610612755,17,19,2023-02-14T00:27:57Z,980000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M44.00S,2023-02-14T00:27:35.7Z,1,REGULAR,substitution,out,[],1630256,,,1610612755,17,19,2023-02-14T00:27:57Z,990000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M44.00S,2023-02-14T00:27:35.7Z,1,REGULAR,substitution,in,[],1627777,,,1610612755,17,19,2023-02-14T00:27:57Z,1000000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M44.00S,2023-02-14T00:27:35.7Z,1,REGULAR,substitution,in,[],1629003,,,1610612755,17,19,2023-02-14T00:27:57Z,1010000,False,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M44.00S,2023-02-14T00:27:35.7Z,1,REGULAR,substitution,in,[],1631102,,,1610612755,17,19,2023-02-14T00:27:57Z,1020000,False,,,0,,SUB in: T. Washington Jr.,[1631102],1610612745.0,HOU,,,,Washington Jr.,T. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M44.00S,2023-02-14T00:27:35.7Z,1,REGULAR,substitution,in,[],1631106,,,1610612755,17,19,2023-02-14T00:27:57Z,1030000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M40.00S,2023-02-14T00:28:15.6Z,1,REGULAR,3pt,Jump Shot,[],1630178,33.722076215505915,50.245098039215684,1610612755,20,19,2023-02-14T00:28:19Z,1040000,False,-1.0,264.0,1,left,T. Maxey 26' 3PT pullup (3 PTS) (J. McDaniels 1 AST),"[1630178, 1629667]",1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,26.45,Made,3.0,,,,,,,,,,J. McDaniels,1629667.0,1.0,,,,,
107,PT03M19.00S,2023-02-14T00:28:37.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,96.27135348226018,38.48039215686275,1610612745,20,19,2023-02-14T00:28:41Z,1060000,False,-58.0,-17.0,1,right,MISS A. Sengun 6' turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,6.02,Missed,,,,,,,,,,,,,,,,,,
108,PT03M16.00S,2023-02-14T00:28:39.2Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,20,19,2023-02-14T00:28:39Z,1070000,False,,,0,,A. Sengun REBOUND (Off:1 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,107.0,4.0,3.0,1.0,,,,,,,,,,,,,
109,PT03M16.00S,2023-02-14T00:28:42.2Z,1,REGULAR,foul,personal,['2freethrow'],1629667,,,1610612745,20,19,2023-02-14T00:28:48Z,1080000,False,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Martin Jr. 2 FT),"[1629667, 1630231]",1610612755.0,PHI,shooting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,1627529.0,1.0,0.0,Martin Jr.,1630231.0,,,,,,,,
111,PT03M16.00S,2023-02-14T00:29:14.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630231,,,1610612745,20,20,2023-02-14T00:29:14Z,1100000,False,,,0,,K. Martin Jr. Free Throw 1 of 2 (7 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
112,PT03M16.00S,2023-02-14T00:29:32.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630231,,,1610612745,20,21,2023-02-14T00:29:32Z,1110000,False,,,0,,K. Martin Jr. Free Throw 2 of 2 (8 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
113,PT03M06.00S,2023-02-14T00:29:42.2Z,1,REGULAR,3pt,Jump Shot,[],1627777,32.933639947437584,29.166666666666668,1610612755,23,21,2023-02-14T00:29:45Z,1120000,False,104.0,257.0,1,left,G. Niang 27' 3PT  (3 PTS) (T. Maxey 2 AST),"[1627777, 1630178]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,27.74,Made,3.0,,,,,,,,,,T. Maxey,1630178.0,2.0,,,,,
115,PT02M52.00S,2023-02-14T00:29:58.1Z,1,REGULAR,foul,offensive,[],1630224,,,1610612745,23,21,2023-02-14T00:30:08Z,1140000,False,,,0,,J. Green offensive FOUL (1 PF),"[1630224, 1630178]",1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,8-16 Right,,,,,,,,2005.0,1.0,0.0,Maxey,1630178.0,,,,,,,,
117,PT02M52.00S,2023-02-14T00:29:58.1Z,1,REGULAR,turnover,offensive foul,[],1630224,,,1610612745,23,21,2023-02-14T00:29:58Z,1160000,False,,,0,,J. Green offensive foul TURNOVER (2 TO),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,8-16 Right,,,,,,,,2005.0,,,,,,,,2.0,,,,
118,PT02M52.00S,2023-02-14T00:30:08.3Z,1,REGULAR,substitution,out,[],1630578,,,1610612755,23,21,2023-02-14T00:30:13Z,1170000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M52.00S,2023-02-14T00:30:08.3Z,1,REGULAR,substitution,in,[],1630586,,,1610612755,23,21,2023-02-14T00:30:13Z,1180000,False,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M33.00S,2023-02-14T00:30:47.2Z,1,REGULAR,foul,personal,['2freethrow'],1630586,,,1610612755,23,21,2023-02-14T00:30:54Z,1190000,False,,,0,,U. Garuba shooting personal FOUL (1 PF) (Embiid 2 FT),"[1630586, 203954]",1610612745.0,HOU,shooting,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,,,,,,,,1627529.0,1.0,0.0,Embiid,203954.0,,,,,,,,
122,PT02M33.00S,2023-02-14T00:31:13.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203954,,,1610612755,24,21,2023-02-14T00:31:13Z,1210000,False,,,0,,J. Embiid Free Throw 1 of 2 (7 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
123,PT02M33.00S,2023-02-14T00:31:35.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203954,,,1610612755,25,21,2023-02-14T00:31:35Z,1220000,False,,,0,,J. Embiid Free Throw 2 of 2 (8 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
124,PT02M13.00S,2023-02-14T00:31:57.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631102,91.67214191852825,47.549019607843135,1610612745,25,21,2023-02-14T00:32:03Z,1230000,False,-12.0,26.0,1,right,MISS T. Washington Jr. driving finger roll Layup,[1631102],1610612745.0,HOU,driving finger roll,,,Washington Jr.,T. Washington Jr.,,,,,Restricted Area,0-8 Center,2.86,Missed,,,,,,,,,,,,,,,,,,
125,PT02M11.00S,2023-02-14T00:31:59.1Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612755,25,21,2023-02-14T00:32:03Z,1240000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,124.0,1.0,1.0,0.0,,,,,,,,,,,,,
126,PT02M10.00S,2023-02-14T00:32:03.7Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629667,9.280551905387648,55.392156862745104,1610612755,27,21,2023-02-14T00:37:12Z,1250000,False,-27.0,35.0,1,left,J. McDaniels driving floating Jump Shot (2 PTS),[1629667],1610612755.0,PHI,driving floating,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,4.4,Made,2.0,,,,,,,,,,,,,,,,,
127,PT02M10.00S,2023-02-14T00:32:15.2Z,1,REGULAR,foul,personal,['1freethrow'],1631106,,,1610612755,27,21,2023-02-14T00:32:22Z,1260000,False,,,0,,T. Eason shooting personal FOUL (1 PF) (McDaniels 1 FT),"[1631106, 1629667]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,,,2005.0,1.0,0.0,McDaniels,1629667.0,,,,,,,,
129,PT02M10.00S,2023-02-14T00:32:30.7Z,1,REGULAR,freethrow,1 of 1,[],1629667,,,1610612755,28,21,2023-02-14T00:32:30Z,1280000,False,,,0,,J. McDaniels Free Throw 1 of 1 (3 PTS),[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
130,PT01M46.00S,2023-02-14T00:32:56.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631102,89.30683311432325,55.63725490196079,1610612745,28,23,2023-02-14T00:33:06Z,1290000,False,28.0,48.0,1,right,T. Washington Jr. driving floating Jump Shot (2 PTS),[1631102],1610612745.0,HOU,driving floating,,,Washington Jr.,T. Washington Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.57,Made,2.0,,,,,,,,,,,,,,,,,
131,PT01M26.00S,2023-02-14T00:33:15.5Z,1,REGULAR,turnover,lost ball,[],203954,,,1610612755,28,23,2023-02-14T00:33:21Z,1300000,False,,,0,,J. Embiid lost ball TURNOVER (1 TO),"[203954, 1630586]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,1.0,Garuba,1630586.0,,
132,PT01M26.00S,2023-02-14T00:33:15.5Z,1,REGULAR,steal,,[],1630586,,,1610612745,28,23,2023-02-14T00:33:17Z,1310000,False,,,0,,U. Garuba STEAL (1 STL),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
133,PT01M22.00S,2023-02-14T00:33:20.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630231,93.11760840998686,51.9607843137255,1610612745,28,25,2023-02-14T00:33:26Z,1320000,False,10.0,12.0,1,right,K. Martin Jr. running DUNK (10 PTS) (T. Washington Jr. 1 AST),"[1630231, 1631102]",1610612745.0,HOU,running,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,1.56,Made,10.0,,,,,,,,,,T. Washington Jr.,1631102.0,1.0,,,,,
135,PT01M10.00S,2023-02-14T00:33:31.4Z,1,REGULAR,3pt,Jump Shot,[],1630178,32.40801576872536,68.62745098039215,1610612755,28,25,2023-02-14T00:33:34Z,1340000,False,-93.0,252.0,1,left,MISS T. Maxey 26' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,26.87,Missed,,,,,,,,,,,,,,,,,,
136,PT01M08.00S,2023-02-14T00:33:33.4Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,28,25,2023-02-14T00:33:34Z,1350000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,135.0,2.0,2.0,0.0,,,,,,,,,,,,,
137,PT01M02.00S,2023-02-14T00:33:40.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630586,93.77463863337714,49.26470588235294,1610612745,28,27,2023-02-14T00:33:52Z,1360000,False,-4.0,6.0,1,right,U. Garuba running reverse Layup (2 PTS) (J. Green 3 AST),"[1630586, 1630224]",1610612745.0,HOU,running reverse,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,0.7,Made,2.0,,,,,,,,,,J. Green,1630224.0,3.0,,,,,
139,PT00M48.20S,2023-02-14T00:33:56.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,5.469776609724048,46.568627450980394,1610612755,30,27,2023-02-14T00:34:00Z,1380000,False,17.0,-1.0,1,left,T. Maxey driving finger roll Layup (5 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.72,Made,5.0,,,,,,,,,,,,,,,,,
140,PT00M32.70S,2023-02-14T00:34:15.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627777,,,1610612745,30,27,2023-02-14T00:34:20Z,1390000,False,,,0,,G. Niang shooting personal FOUL (1 PF) (Green 2 FT),"[1627777, 1630224]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2005.0,1.0,0.0,Green,1630224.0,,,,,,,,
142,PT00M32.70S,2023-02-14T00:34:42.9Z,1,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,30,28,2023-02-14T00:34:42Z,1410000,False,,,0,,J. Green Free Throw 1 of 2 (6 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
143,PT00M32.70S,2023-02-14T00:35:03.6Z,1,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,30,29,2023-02-14T00:35:03Z,1420000,False,,,0,,J. Green Free Throw 2 of 2 (7 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
144,PT00M14.60S,2023-02-14T00:35:22.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,5.469776609724048,49.50980392156863,1610612755,32,29,2023-02-14T00:35:54Z,1430000,False,2.0,-1.0,1,left,T. Maxey driving finger roll Layup (7 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,0.27,Made,7.0,,,,,,,,,,,,,,,,,
146,PT00M00.20S,2023-02-14T00:35:50.7Z,1,REGULAR,3pt,Jump Shot,[],1630224,76.16622864651774,11.27450980392157,1610612745,32,29,2023-02-14T00:36:13Z,1450000,False,-194.0,172.0,1,right,MISS J. Green 25' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,25.86,Missed,,,,,,,,,,,,,,,,,,
147,PT00M00.10S,2023-02-14T00:35:50.8Z,1,REGULAR,rebound,defensive,[],1629003,,,1610612755,32,29,2023-02-14T00:36:13Z,1460000,False,,,0,,S. Milton REBOUND (Off:0 Def:1),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Left Center,,,,146.0,1.0,1.0,0.0,,,,,,,,,,,,,
148,PT00M00.00S,2023-02-14T00:36:01.5Z,1,REGULAR,period,end,[],0,,,1610612755,32,29,2023-02-14T00:36:01Z,1470000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2023-02-14T00:37:50.0Z,2,REGULAR,substitution,out,['startperiod'],203954,,,1610612755,32,29,2023-02-14T00:38:32Z,1480000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2023-02-14T00:37:50.0Z,2,REGULAR,substitution,out,['startperiod'],1630224,,,1610612755,32,29,2023-02-14T00:38:32Z,1490000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2023-02-14T00:37:50.0Z,2,REGULAR,substitution,out,['startperiod'],1630231,,,1610612755,32,29,2023-02-14T00:38:32Z,1500000,False,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2023-02-14T00:37:50.0Z,2,REGULAR,substitution,out,['startperiod'],1630586,,,1610612755,32,29,2023-02-14T00:38:32Z,1510000,False,,,0,,SUB out: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2023-02-14T00:37:50.0Z,2,REGULAR,substitution,in,['startperiod'],1630194,,,1610612755,32,29,2023-02-14T00:38:32Z,1520000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2023-02-14T00:37:50.0Z,2,REGULAR,substitution,in,['startperiod'],1631095,,,1610612755,32,29,2023-02-14T00:38:32Z,1530000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-02-14T00:37:50.0Z,2,REGULAR,substitution,in,['startperiod'],1630578,,,1610612755,32,29,2023-02-14T00:38:32Z,1540000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-02-14T00:37:50.0Z,2,REGULAR,substitution,in,['startperiod'],1630528,,,1610612755,32,29,2023-02-14T00:38:32Z,1550000,False,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-02-14T00:38:53.4Z,2,REGULAR,period,start,[],0,,,1610612745,32,29,2023-02-14T00:38:53Z,1560000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-02-14T00:38:54.9Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612745,32,29,2023-02-14T00:40:21Z,1570000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,1627529.0,,,,,,,,,,,,
159,PT11M43.00S,2023-02-14T00:39:09.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,93.11760840998686,42.15686274509804,1610612745,32,29,2023-02-14T00:39:15Z,1580000,False,-39.0,12.0,1,right,MISS J. Smith Jr. driving Layup,[1631095],1610612745.0,HOU,driving,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,4.11,Missed,,,,,,,,,,,,,,,,,,
160,PT11M41.00S,2023-02-14T00:39:11.8Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612755,32,29,2023-02-14T00:39:15Z,1590000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,159.0,1.0,1.0,0.0,,,,,,,,,,,,,
161,PT11M36.00S,2023-02-14T00:39:22.3Z,2,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612755,32,29,2023-02-14T00:39:34Z,1600000,False,,,0,,J. Smith Jr. shooting personal FOUL (1 PF) (Maxey 2 FT),"[1631095, 1630178]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,202027.0,1.0,0.0,Maxey,1630178.0,,,,,,,,
163,PT11M36.00S,2023-02-14T00:39:43.7Z,2,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,33,29,2023-02-14T00:39:43Z,1620000,False,,,0,,T. Maxey Free Throw 1 of 2 (8 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
164,PT11M36.00S,2023-02-14T00:39:55.5Z,2,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,34,29,2023-02-14T00:39:55Z,1630000,False,,,0,,T. Maxey Free Throw 2 of 2 (9 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
165,PT11M24.00S,2023-02-14T00:40:13.8Z,2,REGULAR,foul,technical,['1freethrow'],1629003,,,1610612745,34,29,2023-02-14T00:40:37Z,1640000,False,,,0,,S. Milton defensive-3-second technical FOUL (1 Tech),[1629003],1610612755.0,PHI,defensive-3-second,,,Milton,S. Milton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627529.0,0.0,1.0,,,,,,,,,,
166,PT11M24.00S,2023-02-14T00:40:36.3Z,2,REGULAR,freethrow,1 of 1,[],1631095,,,1610612745,34,30,2023-02-14T00:40:36Z,1650000,False,,,0,,J. Smith Jr. technical Free Throw 1 of 1 (5 PTS),[1631095],1610612745.0,HOU,technical,,,Smith Jr.,J. Smith Jr.,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
167,PT11M16.00S,2023-02-14T00:40:55.8Z,2,REGULAR,turnover,bad pass,[],1630528,,,1610612745,34,30,2023-02-14T00:41:00Z,1660000,False,,,0,,J. Christopher bad pass TURNOVER (1 TO),"[1630528, 1630178]",1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1.0,Maxey,1630178.0,,
