actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-01-13T00:10:49.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-13T00:10:49Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2023-01-13T00:10:54.2Z,1,REGULAR,jumpball,recovered,[],1628983,,,1610612760,0,0,2023-01-13T00:10:54Z,40000,False,,,0,,Jump Ball J. Williams vs. J. Embiid: Tip to S. Gilgeous-Alexander,"[1628983, 1631119, 203954]",1610612760.0,OKC,startperiod,S. Gilgeous-Alexander,1628983.0,Gilgeous-Alexander,S. Gilgeous-Alexander,Williams,1631119.0,Embiid,203954.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-01-13T00:11:05.2Z,1,REGULAR,2pt,Jump Shot,[],1631114,92.42772667542707,27.941176470588232,1610612760,0,0,2023-01-13T00:11:09Z,70000,False,-110.0,19.0,1,right,MISS J. Williams 11' driving floating Shot,[1631114],1610612760.0,OKC,driving floating,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,11.19,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2023-01-13T00:11:07.2Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,0,0,2023-01-13T00:11:09Z,80000,False,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M32.00S,2023-01-13T00:11:17.3Z,1,REGULAR,3pt,Jump Shot,[],201935,32.50657030223391,63.23529411764706,1610612755,3,0,2023-01-13T00:11:22Z,90000,False,-66.0,253.0,1,left,J. Harden 26' 3PT pullup (3 PTS) (T. Harris 1 AST),"[201935, 202699]",1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,26.16,Made,,,,,3.0,T. Harris,202699.0,1.0,,,,,,,,,,
11,PT11M20.00S,2023-01-13T00:11:28.5Z,1,REGULAR,3pt,Jump Shot,[],1631119,68.9060446780552,67.15686274509804,1610612760,3,3,2023-01-13T00:11:32Z,110000,False,86.0,240.0,1,right,J. Williams 25' 3PT  (3 PTS) (J. Giddey 1 AST),"[1631119, 1630581]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,25.47,Made,,,,,3.0,J. Giddey,1630581.0,1.0,,,,,,,,,,
13,PT11M09.00S,2023-01-13T00:11:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,4.911300919842304,41.17647058823529,1610612755,3,3,2023-01-13T00:11:43Z,130000,False,44.0,-6.0,1,left,MISS J. Embiid Layup - blocked,"[203954, 1628983]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,4.45,Missed,,,,,,,,,Gilgeous-Alexander,1628983.0,,,,,,,,
14,PT11M09.00S,2023-01-13T00:11:39.6Z,1,REGULAR,block,,[],1628983,,,1610612755,3,3,2023-01-13T00:11:42Z,140000,False,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT11M06.00S,2023-01-13T00:11:42.6Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,3,3,2023-01-13T00:11:43Z,150000,False,,,0,,J. Embiid REBOUND (Off:1 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,13.0,2.0,1.0,1.0,,,,,,,,,,,,,,
16,PT11M06.00S,2023-01-13T00:11:46.6Z,1,REGULAR,foul,personal,['2freethrow'],1631119,,,1610612755,3,3,2023-01-13T00:11:54Z,160000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Embiid 2 FT),"[1631119, 203954]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2715.0,1.0,0.0,Embiid,203954.0,,,
