actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
18,PT10M25.00S,2022-11-02T22:13:14.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630178,5.863994743758213,49.50980392156863,1610612755,5,2,2022-11-02T22:13:21Z,180000,2.0,3.0,1,left,T. Maxey running finger roll Layup (2 PTS) (M. Thybulle 1 AST),"[1630178, 1629680]",1610612755.0,PHI,running finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,0.36,Made,2.0,M. Thybulle,1629680.0,1.0,,,,,,,,,,,,,,
20,PT10M17.00S,2022-11-02T22:13:21.8Z,1,REGULAR,3pt,Jump Shot,[],1628398,77.7431011826544,93.62745098039215,1610612764,5,5,2022-11-02T22:13:26Z,200000,218.0,157.0,1,right,K. Kuzma 26' 3PT  (3 PTS) (M. Morris 2 AST),"[1628398, 1628420]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,26.86,Made,3.0,M. Morris,1628420.0,2.0,,,,,,,,,,,,,,
22,PT10M06.00S,2022-11-02T22:13:37.5Z,1,REGULAR,violation,kicked ball,[],203078,,,1610612755,5,5,2022-11-02T22:13:43Z,220000,,,0,,B. Beal kicked ball VIOLATION,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,200832.0,,,,,,
23,PT09M56.00S,2022-11-02T22:14:03.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629680,4.812746386333772,49.754901960784316,1610612755,7,5,2022-11-02T22:14:17Z,230000,1.0,-7.0,1,left,M. Thybulle Layup (2 PTS) (T. Harris 1 AST),"[1629680, 202699]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,0.74,Made,2.0,T. Harris,202699.0,1.0,,,,,,,,,,,,,,
25,PT09M56.00S,2022-11-02T22:14:07.2Z,1,REGULAR,foul,personal,['1freethrow'],204001,,,1610612755,7,5,2022-11-02T22:14:15Z,250000,,,0,,K. Porzingis shooting personal FOUL (1 PF) (Thybulle 1 FT),"[204001, 1629680]",1610612764.0,WAS,shooting,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202058.0,1.0,0.0,Thybulle,1629680.0,,
27,PT09M56.00S,2022-11-02T22:14:27.3Z,1,REGULAR,freethrow,1 of 1,[],1629680,,,1610612755,7,5,2022-11-02T22:14:29Z,270000,,,0,,MISS M. Thybulle Free Throw 1 of 1,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
28,PT09M54.00S,2022-11-02T22:14:29.3Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,7,5,2022-11-02T22:14:29Z,280000,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,
29,PT09M38.00S,2022-11-02T22:14:45.9Z,1,REGULAR,2pt,Jump Shot,[],204001,89.43823915900131,32.1078431372549,1610612764,7,7,2022-11-02T22:14:50Z,290000,-89.0,47.0,1,right,K. Porzingis 10' turnaround Jump Shot (2 PTS) (B. Beal 1 AST),"[204001, 203078]",1610612764.0,WAS,turnaround,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Left,10.1,Made,2.0,B. Beal,203078.0,1.0,,,,,,,,,,,,,,
31,PT09M38.00S,2022-11-02T22:14:48.9Z,1,REGULAR,foul,personal,['1freethrow'],200782,,,1610612764,7,7,2022-11-02T22:14:54Z,310000,,,0,,P. Tucker shooting personal FOUL (1 PF) (Porzingis 1 FT),"[200782, 204001]",1610612755.0,PHI,shooting,,,Tucker,P. Tucker,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,202058.0,1.0,0.0,Porzingis,204001.0,,
33,PT09M38.00S,2022-11-02T22:15:08.0Z,1,REGULAR,freethrow,1 of 1,[],204001,,,1610612764,7,8,2022-11-02T22:15:08Z,330000,,,0,,K. Porzingis Free Throw 1 of 1 (3 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
34,PT09M26.00S,2022-11-02T22:15:20.4Z,1,REGULAR,2pt,Jump Shot,[],201935,16.63929040735874,32.84313725490196,1610612755,9,8,2022-11-02T22:15:24Z,340000,86.0,104.0,1,left,J. Harden 13' step back Jump Shot (2 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,13.47,Made,2.0,,,,,,,,,,,,,,,,,
35,PT09M11.00S,2022-11-02T22:15:34.7Z,1,REGULAR,2pt,Jump Shot,[],203078,91.93495400788436,24.754901960784316,1610612764,9,8,2022-11-02T22:15:39Z,350000,-126.0,23.0,1,right,MISS B. Beal 12' Jump Shot,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Mid-Range,8-16 Left,12.83,Missed,,,,,,,,,,,,,,,,,,
36,PT09M07.00S,2022-11-02T22:15:38.7Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,9,8,2022-11-02T22:15:39Z,360000,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Left,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,,
37,PT08M59.00S,2022-11-02T22:15:46.9Z,1,REGULAR,3pt,Jump Shot,[],1630178,21.895532194480946,9.068627450980392,1610612755,12,8,2022-11-02T22:15:50Z,370000,205.0,153.0,1,left,T. Maxey 25' 3PT  (5 PTS) (T. Harris 2 AST),"[1630178, 202699]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,25.57,Made,5.0,T. Harris,202699.0,2.0,,,,,,,,,,,,,,
39,PT08M51.00S,2022-11-02T22:15:56.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,93.9060446780552,52.94117647058824,1610612764,12,10,2022-11-02T22:16:01Z,390000,15.0,5.0,1,right,K. Kuzma driving Layup (5 PTS) (M. Morris 3 AST),"[1628398, 1628420]",1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,1.55,Made,5.0,M. Morris,1628420.0,3.0,,,,,,,,,,,,,,
41,PT08M32.00S,2022-11-02T22:16:19.7Z,1,REGULAR,turnover,out-of-bounds,[],201935,,,1610612755,12,10,2022-11-02T22:16:42Z,410000,,,0,,J. Harden step out-of-bounds TURNOVER (2 TO),[201935],1610612755.0,PHI,step,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,,,,,,,,,,,2.0,,,202058.0,,,,,,
42,PT08M32.00S,2022-11-02T22:16:35.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,12,10,2022-11-02T22:16:35Z,420000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M17.00S,2022-11-02T22:19:46.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",204001,94.56307490144546,50.245098039215684,1610612764,12,12,2022-11-02T22:19:51Z,430000,1.0,-1.0,1,right,K. Porzingis driving DUNK (5 PTS) (M. Morris 4 AST),"[204001, 1628420]",1610612764.0,WAS,driving,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,0.18,Made,5.0,M. Morris,1628420.0,4.0,,,,,,,,,,,,,,
45,PT07M54.00S,2022-11-02T22:20:09.5Z,1,REGULAR,3pt,Jump Shot,[],201935,15.850854139290407,4.166666666666666,1610612755,12,12,2022-11-02T22:20:13Z,450000,229.0,96.0,1,left,MISS J. Harden 24' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,24.87,Missed,,,,,,,,,,,,,,,,,,
46,PT07M51.00S,2022-11-02T22:20:12.5Z,1,REGULAR,rebound,defensive,[],1630264,,,1610612764,12,12,2022-11-02T22:20:13Z,460000,,,0,,A. Gill REBOUND (Off:0 Def:1),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Above the Break 3,24+ Right Center,,,,,,,45.0,1.0,1.0,0.0,,,,,,,,,,
47,PT07M37.00S,2022-11-02T22:20:25.5Z,1,REGULAR,3pt,Jump Shot,[],204001,68.80749014454665,70.83333333333334,1610612764,12,12,2022-11-02T22:20:29Z,470000,104.0,241.0,1,right,MISS K. Porzingis 26' 3PT,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,26.23,Missed,,,,,,,,,,,,,,,,,,
48,PT07M35.00S,2022-11-02T22:20:27.5Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,12,12,2022-11-02T22:20:29Z,480000,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,,47.0,2.0,2.0,0.0,,,,,,,,,,
49,PT07M32.00S,2022-11-02T22:20:34.7Z,1,REGULAR,foul,personal,[],1630264,,,1610612755,12,12,2022-11-02T22:20:42Z,490000,,,0,,A. Gill personal FOUL (1 PF),"[1630264, 202699]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1204.0,1.0,0.0,Harris,202699.0,,
51,PT07M32.00S,2022-11-02T22:20:44.8Z,1,REGULAR,substitution,out,[],1628398,,,1610612755,12,12,2022-11-02T22:20:52Z,510000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M32.00S,2022-11-02T22:20:44.8Z,1,REGULAR,substitution,in,[],1630166,,,1610612755,12,12,2022-11-02T22:20:52Z,520000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M20.00S,2022-11-02T22:21:12.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629680,7.966491458607096,50.49019607843137,1610612755,12,12,2022-11-02T22:21:17Z,530000,-2.0,22.0,1,left,MISS M. Thybulle DUNK - blocked,"[1629680, 204001]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,,Porzingis,204001.0
54,PT07M20.00S,2022-11-02T22:21:12.8Z,1,REGULAR,block,,[],204001,,,1610612755,12,12,2022-11-02T22:23:16Z,540000,,,0,,K. Porzingis BLOCK (1 BLK),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
55,PT07M17.00S,2022-11-02T22:21:15.8Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,12,12,2022-11-02T22:21:17Z,550000,,,0,,K. Porzingis REBOUND (Off:0 Def:2),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,53.0,2.0,2.0,0.0,,,,,,,,,,
56,PT07M11.00S,2022-11-02T22:21:22.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203078,90.22667542706965,51.71568627450981,1610612764,12,12,2022-11-02T22:21:30Z,560000,9.0,39.0,1,right,MISS B. Beal turnaround Hook,[203078],1610612764.0,WAS,turnaround,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,4.03,Missed,,,,,,,,,,,,,,,,,,
57,PT07M08.00S,2022-11-02T22:21:25.1Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,12,12,2022-11-02T22:21:30Z,570000,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,56.0,3.0,3.0,0.0,,,,,,,,,,
58,PT06M57.00S,2022-11-02T22:21:39.3Z,1,REGULAR,foul,personal,['2freethrow'],1630166,,,1610612755,12,12,2022-11-02T22:21:50Z,580000,,,0,,D. Avdija shooting personal FOUL (1 PF) (Harden 2 FT),"[1630166, 201935]",1610612764.0,WAS,shooting,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202058.0,1.0,0.0,Harden,201935.0,,
60,PT06M57.00S,2022-11-02T22:22:03.9Z,1,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,13,12,2022-11-02T22:22:29Z,600000,,,0,,J. Harden Free Throw 1 of 2 (3 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
61,PT06M57.00S,2022-11-02T22:22:05.1Z,1,REGULAR,substitution,out,[],1628420,,,1610612755,13,12,2022-11-02T22:22:11Z,610000,,,0,,SUB out: M. Morris,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M57.00S,2022-11-02T22:22:05.1Z,1,REGULAR,substitution,in,[],203115,,,1610612755,13,12,2022-11-02T22:22:11Z,620000,,,0,,SUB in: W. Barton,[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M57.00S,2022-11-02T22:22:03.9Z,1,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,13,12,2022-11-02T22:22:29Z,630000,,,0,,MISS J. Harden Free Throw 2 of 2,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
64,PT06M55.00S,2022-11-02T22:22:05.9Z,1,REGULAR,rebound,defensive,[],1630264,,,1610612764,13,12,2022-11-02T22:22:29Z,640000,,,0,,A. Gill REBOUND (Off:0 Def:2),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,63.0,2.0,2.0,0.0,,,,,,,,,,
65,PT06M36.00S,2022-11-02T22:22:47.8Z,1,REGULAR,2pt,Jump Shot,[],203078,89.43823915900131,28.186274509803923,1610612764,13,12,2022-11-02T22:22:55Z,650000,-109.0,47.0,1,right,MISS B. Beal 11' driving floating bank Shot,[203078],1610612764.0,WAS,driving floating bank,,,Beal,B. Beal,,,,,Mid-Range,8-16 Left,11.87,Missed,,,,,,,,,,,,,,,,,,
66,PT06M32.00S,2022-11-02T22:22:51.8Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,13,12,2022-11-02T22:22:55Z,660000,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,,,,,,,65.0,1.0,1.0,0.0,,,,,,,,,,
67,PT06M27.00S,2022-11-02T22:22:56.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201935,5.469776609724048,54.65686274509803,1610612755,13,12,2022-11-02T22:26:01Z,670000,-23.0,-1.0,1,left,MISS J. Harden running Layup,[201935],1610612755.0,PHI,running,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,2.33,Missed,,,,,,,,,,,,,,,,,,
68,PT06M25.00S,2022-11-02T22:22:58.5Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,13,12,2022-11-02T22:23:02Z,680000,,,0,,K. Porzingis REBOUND (Off:0 Def:3),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,67.0,3.0,3.0,0.0,,,,,,,,,,
69,PT06M24.00S,2022-11-02T22:23:01.7Z,1,REGULAR,turnover,out-of-bounds,[],204001,,,1610612764,13,12,2022-11-02T22:27:16Z,690000,,,0,,K. Porzingis bad pass out-of-bounds TURNOVER (1 TO),[204001],1610612764.0,WAS,bad pass,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,,,200832.0,,,,,,
70,PT06M16.00S,2022-11-02T22:23:21.4Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612755,13,12,2022-11-02T22:23:25Z,700000,,,0,,J. Harden bad pass TURNOVER (3 TO),"[201935, 204001]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,3.0,Porzingis,204001.0,,,,,,,
71,PT06M16.00S,2022-11-02T22:23:21.4Z,1,REGULAR,steal,,[],204001,,,1610612764,13,12,2022-11-02T22:23:23Z,710000,,,0,,K. Porzingis STEAL (1 STL),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
72,PT06M05.00S,2022-11-02T22:23:32.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",204001,88.38699080157687,55.14705882352941,1610612764,13,14,2022-11-02T22:23:36Z,720000,26.0,57.0,1,right,K. Porzingis 6' Jump Shot (7 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,6.23,Made,7.0,,,,,,,,,,,,,,,,,
73,PT05M37.00S,2022-11-02T22:24:00.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,6.521024967148489,45.83333333333333,1610612755,15,14,2022-11-02T22:24:03Z,730000,21.0,9.0,1,left,J. Harden driving floating bank Jump Shot (5 PTS),[201935],1610612755.0,PHI,driving floating bank,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,2.26,Made,5.0,,,,,,,,,,,,,,,,,
74,PT05M26.00S,2022-11-02T22:24:14.8Z,1,REGULAR,foul,personal,['2freethrow'],1629680,,,1610612764,15,14,2022-11-02T22:24:29Z,740000,,,0,,M. Thybulle shooting personal FOUL (1 PF) (Porzingis 2 FT),"[1629680, 204001]",1610612755.0,PHI,shooting,,,Thybulle,M. Thybulle,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,202058.0,1.0,0.0,Porzingis,204001.0,,
76,PT05M26.00S,2022-11-02T22:24:47.5Z,1,REGULAR,freethrow,1 of 2,[],204001,,,1610612764,15,15,2022-11-02T22:24:47Z,760000,,,0,,K. Porzingis Free Throw 1 of 2 (8 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
77,PT05M26.00S,2022-11-02T22:24:48.7Z,1,REGULAR,substitution,out,[],1629680,,,1610612764,15,15,2022-11-02T22:24:54Z,770000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M26.00S,2022-11-02T22:24:48.7Z,1,REGULAR,substitution,out,[],1630264,,,1610612764,15,15,2022-11-02T22:24:54Z,780000,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M26.00S,2022-11-02T22:24:48.7Z,1,REGULAR,substitution,in,[],1627863,,,1610612764,15,15,2022-11-02T22:24:54Z,790000,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M26.00S,2022-11-02T22:24:48.7Z,1,REGULAR,substitution,in,[],1629060,,,1610612764,15,15,2022-11-02T22:24:54Z,800000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M26.00S,2022-11-02T22:25:09.6Z,1,REGULAR,freethrow,2 of 2,[],204001,,,1610612764,15,16,2022-11-02T22:25:09Z,810000,,,0,,K. Porzingis Free Throw 2 of 2 (9 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
82,PT05M13.00S,2022-11-02T22:25:24.7Z,1,REGULAR,foul,personal,[],1629060,,,1610612755,15,16,2022-11-02T22:25:43Z,820000,,,0,,R. Hachimura personal FOUL (1 PF),"[1629060, 1630178]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1204.0,1.0,0.0,Maxey,1630178.0,,
84,PT05M05.00S,2022-11-02T22:25:46.7Z,1,REGULAR,3pt,Jump Shot,[],1630178,31.09395532194481,19.607843137254903,1610612755,18,16,2022-11-02T22:25:50Z,840000,152.0,240.0,1,left,T. Maxey 28' 3PT  (8 PTS) (D. House Jr. 1 AST),"[1630178, 1627863]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,28.39,Made,8.0,D. House Jr.,1627863.0,1.0,,,,,,,,,,,,,,
86,PT04M48.00S,2022-11-02T22:26:04.0Z,1,REGULAR,3pt,Jump Shot,[],203115,66.96780551905388,65.68627450980392,1610612764,18,16,2022-11-02T22:26:08Z,860000,78.0,258.0,1,right,MISS W. Barton 26' 3PT,[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,Above the Break 3,24+ Center,26.96,Missed,,,,,,,,,,,,,,,,,,
87,PT04M44.00S,2022-11-02T22:26:08.0Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,18,16,2022-11-02T22:26:08Z,870000,,,0,,T. Harris REBOUND (Off:0 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,,,,,,,86.0,4.0,4.0,0.0,,,,,,,,,,
88,PT04M38.00S,2022-11-02T22:26:13.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202699,6.389618922470433,47.549019607843135,1610612755,18,16,2022-11-02T22:29:50Z,880000,12.0,8.0,1,left,MISS T. Harris running Layup - blocked,"[202699, 1629060]",1610612755.0,PHI,running,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,1.45,Missed,,,,,,,,,,,,,,,,,Hachimura,1629060.0
89,PT04M38.00S,2022-11-02T22:26:13.4Z,1,REGULAR,block,,[],1629060,,,1610612755,18,16,2022-11-02T22:26:16Z,890000,,,0,,R. Hachimura BLOCK (1 BLK),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
