actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
17,PT10M25.00S,2023-01-11T00:12:28.2Z,1,REGULAR,2pt,Jump Shot,[],203457,78.49868593955321,53.92156862745098,1610612765,4,3,2023-01-11T00:12:32Z,170000,False,20.0,150.0,1,right,MISS N. Noel 15' Jump Shot,[203457],1610612765.0,DET,,,,Noel,N. Noel,,,,,Mid-Range,8-16 Center,15.09,Missed,,,,,,,,,,,,,,,,,,
18,PT10M22.00S,2023-01-11T00:12:31.2Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,4,3,2023-01-11T00:12:32Z,180000,False,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Center,,,,17.0,2.0,2.0,0.0,,,,,,,,,,,,,
19,PT10M18.00S,2023-01-11T00:12:35.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202699,29.48423127463863,20.833333333333343,1610612755,7,3,2023-01-11T00:12:41Z,190000,False,146.0,225.0,1,left,T. Harris 26' 3PT running pullup (7 PTS) (J. Harden 1 AST),"[202699, 201935]",1610612755.0,PHI,running pullup,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,26.79,Made,7.0,,,,,,,J. Harden,201935.0,1.0,,,,,,,,
21,PT10M00.00S,2023-01-11T00:12:53.9Z,1,REGULAR,3pt,Jump Shot,[],1631093,67.9862023653088,76.47058823529412,1610612765,7,3,2023-01-11T00:12:57Z,210000,False,132.0,248.0,1,right,MISS J. Ivey 28' 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,28.15,Missed,,,,,,,,,,,,,,,,,,
22,PT09M57.00S,2023-01-11T00:12:56.9Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,7,3,2023-01-11T00:12:57Z,220000,False,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,21.0,3.0,3.0,0.0,,,,,,,,,,,,,
23,PT09M50.00S,2023-01-11T00:13:06.6Z,1,REGULAR,foul,offensive,[],203954,,,1610612755,7,3,2023-01-11T00:13:13Z,230000,False,,,0,,J. Embiid charge offensive FOUL (1 PF),"[203954, 203457]",1610612755.0,PHI,charge,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628953.0,1.0,0.0,Noel,203457.0,,,
25,PT09M50.00S,2023-01-11T00:13:06.6Z,1,REGULAR,turnover,offensive foul,[],203954,,,1610612755,7,3,2023-01-11T00:13:06Z,250000,False,,,0,,J. Embiid offensive foul TURNOVER (1 TO),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628953.0,,,,,1.0,,
26,PT09M36.00S,2023-01-11T00:13:34.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630180,66.67214191852825,62.254901960784316,1610612765,7,3,2023-01-11T00:13:39Z,260000,False,61.0,261.0,1,right,MISS S. Bey 26' step back 3PT,[1630180],1610612765.0,DET,step back,,,Bey,S. Bey,,,,,Above the Break 3,24+ Center,26.79,Missed,,,,,,,,,,,,,,,,,,
27,PT09M33.00S,2023-01-11T00:13:37.6Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,7,3,2023-01-11T00:13:39Z,270000,False,,,0,,J. Harden REBOUND (Off:0 Def:4),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,26.0,4.0,4.0,0.0,,,,,,,,,,,,,
28,PT09M30.00S,2023-01-11T00:13:40.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203954,5.699737187910642,49.01960784313726,1610612755,9,3,2023-01-11T00:13:47Z,280000,False,5.0,1.0,1,left,J. Embiid running DUNK (2 PTS) (J. Harden 2 AST),"[203954, 201935]",1610612755.0,PHI,running,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,0.5,Made,2.0,,,,,,,J. Harden,201935.0,2.0,,,,,,,,
30,PT09M11.00S,2023-01-11T00:14:00.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203457,94.79303547963207,51.22549019607843,1610612765,9,5,2023-01-11T00:14:06Z,300000,False,6.0,-4.0,1,right,N. Noel reverse Layup (2 PTS) (S. Bey 2 AST),"[203457, 1630180]",1610612765.0,DET,reverse,,,Noel,N. Noel,,,,,Restricted Area,0-8 Center,0.71,Made,2.0,,,,,,,S. Bey,1630180.0,2.0,,,,,,,,
32,PT08M55.00S,2023-01-11T00:14:16.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,7.802233902759525,49.26470588235294,1610612755,11,5,2023-01-11T00:14:20Z,320000,False,4.0,21.0,1,left,J. Harden driving floating Jump Shot (2 PTS) (T. Maxey 1 AST),"[201935, 1630178]",1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,2.11,Made,2.0,,,,,,,T. Maxey,1630178.0,1.0,,,,,,,,
34,PT08M48.00S,2023-01-11T00:14:23.6Z,1,REGULAR,turnover,lost ball,[],1631093,,,1610612765,11,5,2023-01-11T00:14:27Z,340000,False,,,0,,J. Ivey lost ball TURNOVER (1 TO),"[1631093, 1630178]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,1.0,Maxey,1630178.0
35,PT08M48.00S,2023-01-11T00:14:23.6Z,1,REGULAR,steal,,[],1630178,,,1610612755,11,5,2023-01-11T00:14:25Z,350000,False,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
36,PT08M43.00S,2023-01-11T00:14:28.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201935,25.673455978975028,15.686274509803923,1610612755,14,5,2023-01-11T00:14:36Z,360000,False,172.0,189.0,1,left,J. Harden 25' 3PT running (5 PTS) (T. Harris 1 AST),"[201935, 202699]",1610612755.0,PHI,running,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,25.51,Made,5.0,,,,,,,T. Harris,202699.0,1.0,,,,,,,,
38,PT08M42.00S,2023-01-11T00:14:36.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,14,5,2023-01-11T00:14:36Z,380000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M23.00S,2023-01-11T00:17:41.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628995,81.38961892247043,48.774509803921575,1610612765,14,5,2023-01-11T00:17:45Z,390000,False,-6.0,122.0,1,right,MISS K. Knox II 12' pullup Shot,[1628995],1610612765.0,DET,pullup,,,Knox II,K. Knox II,,,,,In The Paint (Non-RA),8-16 Center,12.26,Missed,,,,,,,,,,,,,,,,,,
40,PT08M20.00S,2023-01-11T00:17:44.0Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,14,5,2023-01-11T00:17:45Z,400000,False,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,
41,PT08M05.00S,2023-01-11T00:18:02.8Z,1,REGULAR,foul,offensive,[],1630178,,,1610612755,14,5,2023-01-11T00:18:11Z,410000,False,,,0,,T. Maxey offensive FOUL (1 PF),"[1630178, 1631093]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,203593.0,1.0,0.0,Ivey,1631093.0,,,
43,PT08M05.00S,2023-01-11T00:18:02.8Z,1,REGULAR,turnover,offensive foul,[],1630178,,,1610612755,14,5,2023-01-11T00:18:02Z,430000,False,,,0,,T. Maxey offensive foul TURNOVER (1 TO),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,203593.0,,,,,1.0,,
44,PT07M53.00S,2023-01-11T00:18:25.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630165,93.87319316688567,39.950980392156865,1610612765,14,5,2023-01-11T00:18:29Z,440000,False,-50.0,5.0,1,right,MISS K. Hayes driving floating bank Shot,[1630165],1610612765.0,DET,driving floating bank,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,5.05,Missed,,,,,,,,,,,,,,,,,,
45,PT07M49.00S,2023-01-11T00:18:29.4Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,14,5,2023-01-11T00:18:29Z,450000,False,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,44.0,2.0,2.0,0.0,,,,,,,,,,,,,
46,PT07M39.00S,2023-01-11T00:18:38.3Z,1,REGULAR,3pt,Jump Shot,[],203954,29.61563731931669,23.529411764705884,1610612755,14,5,2023-01-11T00:18:43Z,460000,False,132.0,226.0,1,left,MISS J. Embiid 26' step back 3PT,[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,26.18,Missed,,,,,,,,,,,,,,,,,,
47,PT07M36.00S,2023-01-11T00:18:41.3Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,14,5,2023-01-11T00:18:43Z,470000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,
48,PT07M31.00S,2023-01-11T00:18:46.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630165,74.29369250985545,87.25490196078431,1610612765,14,8,2023-01-11T00:18:54Z,480000,False,186.0,189.0,1,right,K. Hayes 26' 3PT running (3 PTS) (J. Ivey 1 AST),"[1630165, 1631093]",1610612765.0,DET,running,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,26.55,Made,3.0,,,,,,,J. Ivey,1631093.0,1.0,,,,,,,,
50,PT07M18.00S,2023-01-11T00:18:59.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,15.029566360052556,46.568627450980394,1610612755,16,8,2023-01-11T00:19:03Z,500000,False,17.0,89.0,1,left,J. Embiid 9' Jump Shot (4 PTS) (J. Harden 3 AST),"[203954, 201935]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,9.05,Made,4.0,,,,,,,J. Harden,201935.0,3.0,,,,,,,,
52,PT07M04.00S,2023-01-11T00:19:13.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,85.98883048620237,37.254901960784316,1610612765,16,8,2023-01-11T00:19:17Z,520000,False,-64.0,79.0,1,right,MISS K. Hayes 10' step back Shot,[1630165],1610612765.0,DET,step back,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Left,10.16,Missed,,,,,,,,,,,,,,,,,,
53,PT07M01.00S,2023-01-11T00:19:16.5Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,16,8,2023-01-11T00:19:17Z,530000,False,,,0,,J. Harden REBOUND (Off:0 Def:5),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Left,,,,52.0,5.0,5.0,0.0,,,,,,,,,,,,,
54,PT06M56.00S,2023-01-11T00:19:21.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203954,32.90078843626807,44.36274509803921,1610612755,19,8,2023-01-11T00:19:32Z,540000,False,28.0,257.0,1,left,J. Embiid 25' 3PT running pullup (7 PTS) (J. Harden 4 AST),"[203954, 201935]",1610612755.0,PHI,running pullup,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,25.83,Made,7.0,,,,,,,J. Harden,201935.0,4.0,,,,,,,,
56,PT06M39.00S,2023-01-11T00:19:39.4Z,1,REGULAR,3pt,Jump Shot,[],1628995,85.3318002628121,95.34313725490196,1610612765,19,11,2023-01-11T00:19:44Z,560000,False,227.0,85.0,1,right,K. Knox II 24' 3PT  (3 PTS) (K. Hayes 1 AST),"[1628995, 1630165]",1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Right Corner 3,24+ Right,24.23,Made,3.0,,,,,,,K. Hayes,1630165.0,1.0,,,,,,,,
58,PT06M32.00S,2023-01-11T00:19:50.2Z,1,REGULAR,foul,personal,[],1630180,,,1610612755,19,11,2023-01-11T00:19:55Z,580000,False,,,0,,S. Bey personal FOUL (1 PF),"[1630180, 202699]",1610612765.0,DET,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1148.0,1.0,0.0,Harris,202699.0,,,
60,PT06M32.00S,2023-01-11T00:19:56.7Z,1,REGULAR,substitution,out,[],1630178,,,1610612755,19,11,2023-01-11T00:20:00Z,600000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M32.00S,2023-01-11T00:19:56.7Z,1,REGULAR,substitution,in,[],1629001,,,1610612755,19,11,2023-01-11T00:20:00Z,610000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M25.00S,2023-01-11T00:20:10.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,17.000657030223394,41.91176470588235,1610612755,19,11,2023-01-11T00:20:14Z,620000,False,40.0,107.0,1,left,MISS J. Embiid 11' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,11.47,Missed,,,,,,,,,,,,,,,,,,
63,PT06M23.00S,2023-01-11T00:20:12.7Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,19,11,2023-01-11T00:20:14Z,630000,False,,,0,,J. Ivey REBOUND (Off:0 Def:2),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,,,,62.0,2.0,2.0,0.0,,,,,,,,,,,,,
64,PT06M10.00S,2023-01-11T00:20:29.5Z,1,REGULAR,foul,personal,['2freethrow'],200782,,,1610612765,19,11,2023-01-11T00:20:39Z,640000,False,,,0,,P. Tucker shooting personal FOUL (1 PF) (Bey 2 FT),"[200782, 1630180]",1610612755.0,PHI,shooting,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1148.0,1.0,0.0,Bey,1630180.0,,,
66,PT06M10.00S,2023-01-11T00:20:50.5Z,1,REGULAR,freethrow,1 of 2,[],1630180,,,1610612765,19,12,2023-01-11T00:20:50Z,660000,False,,,0,,S. Bey Free Throw 1 of 2 (1 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
67,PT06M10.00S,2023-01-11T00:21:04.0Z,1,REGULAR,freethrow,2 of 2,[],1630180,,,1610612765,19,13,2023-01-11T00:21:04Z,670000,False,,,0,,S. Bey Free Throw 2 of 2 (2 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
68,PT05M55.00S,2023-01-11T00:21:24.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,15.423784494086718,39.21568627450981,1610612755,21,13,2023-01-11T00:21:28Z,680000,False,54.0,92.0,1,left,J. Embiid 10' Jump Shot (9 PTS) (J. Harden 5 AST),"[203954, 201935]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,10.71,Made,9.0,,,,,,,J. Harden,201935.0,5.0,,,,,,,,
70,PT05M37.00S,2023-01-11T00:21:41.5Z,1,REGULAR,3pt,Jump Shot,[],1628995,71.7969776609724,83.08823529411765,1610612765,21,13,2023-01-11T00:21:48Z,700000,False,165.0,213.0,1,right,MISS K. Knox II 26' 3PT,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Above the Break 3,24+ Right Center,26.94,Missed,,,,,,,,,,,,,,,,,,
71,PT05M31.00S,2023-01-11T00:21:47.5Z,1,REGULAR,rebound,defensive,[],200782,,,1610612755,21,13,2023-01-11T00:21:48Z,710000,False,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Right Center,,,,70.0,1.0,1.0,0.0,,,,,,,,,,,,,
72,PT05M26.00S,2023-01-11T00:21:56.0Z,1,REGULAR,foul,personal,[],203457,,,1610612755,21,13,2023-01-11T00:22:02Z,720000,False,,,0,,N. Noel personal FOUL (1 PF),"[203457, 203954]",1610612765.0,DET,,,,Noel,N. Noel,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1148.0,1.0,0.0,Embiid,203954.0,,,
75,PT05M10.00S,2023-01-11T00:22:36.7Z,1,REGULAR,3pt,Jump Shot,[],203954,32.769382391590014,43.872549019607845,1610612755,21,13,2023-01-11T00:22:41Z,750000,False,31.0,256.0,1,left,MISS J. Embiid 25' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,25.73,Missed,,,,,,,,,,,,,,,,,,
76,PT05M07.00S,2023-01-11T00:22:39.7Z,1,REGULAR,rebound,defensive,[],203457,,,1610612765,21,13,2023-01-11T00:22:41Z,760000,False,,,0,,N. Noel REBOUND (Off:0 Def:1),[203457],1610612765.0,DET,,,,Noel,N. Noel,,,,,Above the Break 3,24+ Center,,,,75.0,1.0,1.0,0.0,,,,,,,,,,,,,
77,PT04M51.00S,2023-01-11T00:22:57.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,85.98883048620237,57.84313725490196,1610612765,21,13,2023-01-11T00:23:01Z,770000,False,39.0,79.0,1,right,MISS K. Hayes 8' driving floating Shot,[1630165],1610612765.0,DET,driving floating,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,8.84,Missed,,,,,,,,,,,,,,,,,,
78,PT04M47.00S,2023-01-11T00:23:01.0Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,21,13,2023-01-11T00:23:01Z,780000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,77.0,1.0,1.0,0.0,,,,,,,,,,,,,
79,PT04M36.00S,2023-01-11T00:23:27.3Z,1,REGULAR,substitution,out,[],200782,,,1610612755,21,13,2023-01-11T00:23:37Z,790000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M36.00S,2023-01-11T00:23:27.3Z,1,REGULAR,substitution,out,[],1631093,,,1610612755,21,13,2023-01-11T00:23:37Z,800000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M36.00S,2023-01-11T00:23:27.3Z,1,REGULAR,substitution,out,[],1630180,,,1610612755,21,13,2023-01-11T00:23:37Z,810000,False,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M36.00S,2023-01-11T00:23:27.3Z,1,REGULAR,substitution,in,[],1627777,,,1610612755,21,13,2023-01-11T00:23:37Z,820000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M36.00S,2023-01-11T00:23:27.3Z,1,REGULAR,substitution,in,[],1628977,,,1610612755,21,13,2023-01-11T00:23:37Z,830000,False,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M36.00S,2023-01-11T00:23:27.3Z,1,REGULAR,substitution,in,[],202692,,,1610612755,21,13,2023-01-11T00:23:37Z,840000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M36.00S,2023-01-11T00:23:54.4Z,1,REGULAR,jumpball,recovered,[],1628995,,,1610612755,21,13,2023-01-11T00:25:17Z,850000,False,,,0,,Jump Ball N. Noel vs. J. Harden: Tip to K. Knox II,"[1628995, 203457, 201935]",1610612765.0,DET,heldball,K. Knox II,1628995.0,Knox II,K. Knox II,Noel,203457.0,Harden,201935.0,,,,,,,,,,,,,,,,,,,,,,
88,PT04M36.00S,2023-01-11T00:23:54.4Z,1,REGULAR,turnover,lost ball,[],201935,,,1610612755,21,13,2023-01-11T00:25:45Z,880000,False,,,0,,J. Harden lost ball TURNOVER (1 TO),"[201935, 203457]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,1.0,Noel,203457.0
89,PT04M36.00S,2023-01-11T00:23:54.4Z,1,REGULAR,steal,,[],203457,,,1610612765,21,13,2023-01-11T00:23:54Z,890000,False,,,0,,N. Noel STEAL (1 STL),[203457],1610612765.0,DET,,,,Noel,N. Noel,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
90,PT04M29.00S,2023-01-11T00:23:58.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628977,94.92444152431011,51.96078431372549,1610612765,21,15,2023-01-11T00:24:03Z,900000,False,10.0,-5.0,1,right,H. Diallo running finger roll Layup (2 PTS) (K. Hayes 2 AST),"[1628977, 1630165]",1610612765.0,DET,running finger roll,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,1.09,Made,2.0,,,,,,,K. Hayes,1630165.0,2.0,,,,,,,,
