actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
20,PT09M56.00S,2022-11-29T00:13:04.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629001,12.697109067017081,46.81372549019608,1610612755,2,5,2022-11-29T00:13:10Z,200000,False,16.0,67.0,1,left,MISS D. Melton 6' driving floating bank Shot,[1629001],1610612755.0,PHI,driving floating bank,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,6.88,Missed,,,,,,,,,,,,,,,,,,
21,PT09M55.00S,2022-11-29T00:13:06.4Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,2,5,2022-11-29T00:13:06Z,210000,False,,,0,,J. Embiid REBOUND (Off:1 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,20.0,2.0,1.0,1.0,,,,,,,,,,,,,
22,PT09M55.00S,2022-11-29T00:13:08.2Z,1,REGULAR,foul,personal,['2freethrow'],1629631,,,1610612755,2,5,2022-11-29T00:13:19Z,220000,False,,,0,,D. Hunter shooting personal FOUL (1 PF) (Embiid 2 FT),"[1629631, 203954]",1610612737.0,ATL,shooting,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201245.0,1.0,0.0,Embiid,203954.0,,,,,,,,
24,PT09M55.00S,2022-11-29T00:13:31.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203954,,,1610612755,3,5,2022-11-29T00:13:31Z,240000,False,,,0,,J. Embiid Free Throw 1 of 2 (1 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
25,PT09M55.00S,2022-11-29T00:13:46.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203954,,,1610612755,4,5,2022-11-29T00:13:46Z,250000,False,,,0,,J. Embiid Free Throw 2 of 2 (2 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
26,PT09M42.00S,2022-11-29T00:14:00.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,91.93495400788436,58.333333333333336,1610612737,4,7,2022-11-29T00:14:03Z,260000,False,42.0,23.0,1,right,T. Young driving floating bank Jump Shot (2 PTS),[1629027],1610612737.0,ATL,driving floating bank,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,4.78,Made,2.0,,,,,,,,,,,,,,,,,
27,PT09M23.00S,2022-11-29T00:14:19.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,19.267411300919843,49.01960784313725,1610612755,4,7,2022-11-29T00:14:24Z,270000,False,5.0,129.0,1,left,MISS J. Embiid 12' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,12.87,Missed,,,,,,,,,,,,,,,,,,
28,PT09M20.00S,2022-11-29T00:14:22.6Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,4,7,2022-11-29T00:14:24Z,280000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,
29,PT09M09.00S,2022-11-29T00:14:39.3Z,1,REGULAR,foul,technical,['1freethrow'],203954,,,1610612737,4,7,2022-11-29T00:14:49Z,290000,False,,,0,,J. Embiid defensive-3-second technical FOUL (1 Tech),[203954],1610612755.0,PHI,defensive-3-second,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1662.0,0.0,1.0,,,,,,,,,,
30,PT09M09.00S,2022-11-29T00:14:53.9Z,1,REGULAR,freethrow,1 of 1,[],1629027,,,1610612737,4,8,2022-11-29T00:14:53Z,300000,False,,,0,,T. Young technical Free Throw 1 of 1 (3 PTS),[1629027],1610612737.0,ATL,technical,,,Young,T. Young,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
31,PT08M58.00S,2022-11-29T00:15:13.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,93.24901445466492,49.754901960784316,1610612737,4,10,2022-11-29T00:15:19Z,310000,False,-1.0,11.0,1,right,C. Capela reverse Layup (2 PTS),[203991],1610612737.0,ATL,reverse,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.11,Made,2.0,,,,,,,,,,,,,,,,,
32,PT08M45.00S,2022-11-29T00:15:26.2Z,1,REGULAR,3pt,Jump Shot,[],1629001,33.196452036793694,37.00980392156863,1610612755,7,10,2022-11-29T00:15:29Z,320000,False,65.0,260.0,1,left,D. Melton 26' 3PT  (3 PTS) (J. Embiid 1 AST),"[1629001, 203954]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,26.75,Made,3.0,,,,,,,,,,J. Embiid,203954.0,1.0,,,,,
34,PT08M27.00S,2022-11-29T00:15:45.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,94.30026281208936,47.794117647058826,1610612737,7,10,2022-11-29T00:15:50Z,340000,False,-11.0,1.0,1,right,MISS D. Hunter driving finger roll Layup - blocked,"[1629631, 203954]",1610612737.0,ATL,driving finger roll,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,1.11,Missed,,,,,,,,,,,,,,Embiid,203954.0,,,
35,PT08M27.00S,2022-11-29T00:15:45.3Z,1,REGULAR,block,,[],203954,,,1610612737,7,10,2022-11-29T00:15:47Z,350000,False,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
36,PT08M24.00S,2022-11-29T00:15:48.3Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612755,7,10,2022-11-29T00:15:50Z,360000,False,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,
37,PT08M22.00S,2022-11-29T00:15:50.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629003,6.521024967148489,49.26470588235294,1610612755,9,10,2022-11-29T00:15:55Z,370000,False,4.0,9.0,1,left,S. Milton running Layup (2 PTS) (D. Melton 1 AST),"[1629003, 1629001]",1610612755.0,PHI,running,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,0.95,Made,2.0,,,,,,,,,,D. Melton,1629001.0,1.0,,,,,
39,PT08M06.00S,2022-11-29T00:16:06.2Z,1,REGULAR,turnover,lost ball,[],1629027,,,1610612737,9,10,2022-11-29T00:16:11Z,390000,False,,,0,,T. Young lost ball TURNOVER (1 TO),"[1629027, 1629001]",1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Melton,1629001.0
40,PT08M06.00S,2022-11-29T00:16:06.2Z,1,REGULAR,steal,,[],1629001,,,1610612755,9,10,2022-11-29T00:16:08Z,400000,False,,,0,,D. Melton STEAL (1 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M01.00S,2022-11-29T00:16:11.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202699,6.521024967148489,47.05882352941176,1610612755,11,10,2022-11-29T00:16:17Z,410000,False,15.0,9.0,1,left,T. Harris running finger roll Layup (4 PTS) (D. Melton 2 AST),"[202699, 1629001]",1610612755.0,PHI,running finger roll,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,1.71,Made,4.0,,,,,,,,,,D. Melton,1629001.0,2.0,,,,,
43,PT07M45.00S,2022-11-29T00:16:29.2Z,1,REGULAR,foul,personal,['2freethrow'],200782,,,1610612737,11,10,2022-11-29T00:16:53Z,430000,False,,,0,,P. Tucker shooting personal FOUL (1 PF) (Murray 2 FT),"[200782, 1627749]",1610612755.0,PHI,shooting,,,Tucker,P. Tucker,,,,,Restricted Area,0-8 Center,,,,,,,,201245.0,1.0,0.0,Murray,1627749.0,,,,,,,,
45,PT07M45.00S,2022-11-29T00:17:03.9Z,1,REGULAR,freethrow,1 of 2,[],1627749,,,1610612737,11,11,2022-11-29T00:17:03Z,450000,False,,,0,,D. Murray Free Throw 1 of 2 (6 PTS),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
46,PT07M45.00S,2022-11-29T00:17:17.1Z,1,REGULAR,freethrow,2 of 2,[],1627749,,,1610612737,11,12,2022-11-29T00:17:17Z,460000,False,,,0,,D. Murray Free Throw 2 of 2 (7 PTS),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
47,PT07M38.00S,2022-11-29T00:17:25.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203954,11.383048620236531,50.73529411764706,1610612755,11,12,2022-11-29T00:17:29Z,470000,False,-4.0,55.0,1,left,MISS J. Embiid turnaround Hook,[203954],1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,5.46,Missed,,,,,,,,,,,,,,,,,,
48,PT07M34.00S,2022-11-29T00:17:28.0Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,11,12,2022-11-29T00:17:28Z,480000,False,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,47.0,2.0,2.0,0.0,,,,,,,,,,,,,
49,PT07M31.00S,2022-11-29T00:17:31.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629027,65.65374507227332,70.34313725490196,1610612737,11,12,2022-11-29T00:21:39Z,490000,False,102.0,270.0,1,right,MISS T. Young 28' running pullup 3PT,[1629027],1610612737.0,ATL,running pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,28.89,Missed,,,,,,,,,,,,,,,,,,
50,PT07M27.00S,2022-11-29T00:17:35.5Z,1,REGULAR,rebound,offensive,[],1627749,,,1610612737,11,12,2022-11-29T00:21:39Z,500000,False,,,0,,D. Murray REBOUND (Off:1 Def:0),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,49.0,1.0,0.0,1.0,,,,,,,,,,,,,
51,PT07M25.00S,2022-11-29T00:17:37.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629027,88.64980289093299,46.568627450980394,1610612737,11,12,2022-11-29T00:17:42Z,510000,False,-17.0,54.0,1,right,MISS T. Young floating Shot,[1629027],1610612737.0,ATL,floating,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,5.69,Missed,,,,,,,,,,,,,,,,,,
52,PT07M23.00S,2022-11-29T00:17:39.6Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,11,12,2022-11-29T00:17:42Z,520000,False,,,0,,J. Embiid REBOUND (Off:1 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,51.0,3.0,2.0,1.0,,,,,,,,,,,,,
53,PT07M14.00S,2022-11-29T00:17:48.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202699,4.418528252299605,50.49019607843137,1610612755,13,12,2022-11-29T00:17:51Z,530000,False,-2.0,-11.0,1,left,T. Harris DUNK (6 PTS) (J. Embiid 2 AST),"[202699, 203954]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,1.13,Made,6.0,,,,,,,,,,J. Embiid,203954.0,2.0,,,,,
55,PT07M04.00S,2022-11-29T00:17:58.1Z,1,REGULAR,2pt,Jump Shot,[],1627749,84.70762155059133,29.166666666666668,1610612737,13,12,2022-11-29T00:18:02Z,550000,False,-104.0,91.0,1,right,MISS D. Murray 13' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,8-16 Left,13.85,Missed,,,,,,,,,,,,,,,,,,
56,PT07M01.00S,2022-11-29T00:18:01.1Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,13,12,2022-11-29T00:18:02Z,560000,False,,,0,,T. Harris REBOUND (Off:1 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,8-16 Left,,,,55.0,2.0,1.0,1.0,,,,,,,,,,,,,
57,PT06M48.00S,2022-11-29T00:18:14.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,4.418528252299605,42.64705882352941,1610612755,13,12,2022-11-29T00:18:21Z,570000,False,37.0,-11.0,1,left,MISS S. Milton cutting finger roll Layup - blocked,"[1629003, 1628381]",1610612755.0,PHI,cutting finger roll,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,3.84,Missed,,,,,,,,,,,,,,Collins,1628381.0,,,
58,PT06M48.00S,2022-11-29T00:18:14.8Z,1,REGULAR,block,,[],1628381,,,1610612755,13,12,2022-11-29T00:18:17Z,580000,False,,,0,,J. Collins BLOCK (1 BLK),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
59,PT06M45.00S,2022-11-29T00:18:17.8Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,13,12,2022-11-29T00:18:21Z,590000,False,,,0,,J. Collins REBOUND (Off:0 Def:3),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,57.0,3.0,3.0,0.0,,,,,,,,,,,,,
60,PT06M38.00S,2022-11-29T00:18:23.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,93.9060446780552,50.0,1610612737,13,12,2022-11-29T00:18:28Z,600000,False,0.0,5.0,1,right,MISS T. Young driving finger roll Layup,[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,Restricted Area,0-8 Center,0.48,Missed,,,,,,,,,,,,,,,,,,
61,PT06M35.00S,2022-11-29T00:18:26.7Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,13,12,2022-11-29T00:18:26Z,610000,False,,,0,,C. Capela REBOUND (Off:1 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,60.0,2.0,1.0,1.0,,,,,,,,,,,,,
62,PT06M35.00S,2022-11-29T00:18:26.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,94.40999984741211,50.0,1610612737,13,14,2022-11-29T00:18:26Z,620000,False,0.0,0.0,1,right,C. Capela tip Layup (4 PTS),[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
63,PT06M26.00S,2022-11-29T00:18:36.4Z,1,REGULAR,3pt,Jump Shot,[],202699,30.305519053876477,73.52941176470588,1610612755,16,14,2022-11-29T00:18:41Z,630000,False,-118.0,232.0,1,left,T. Harris 26' 3PT  (9 PTS) (D. Melton 3 AST),"[202699, 1629001]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,26.05,Made,9.0,,,,,,,,,,D. Melton,1629001.0,3.0,,,,,
65,PT06M12.00S,2022-11-29T00:18:49.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,83.65637319316689,46.568627450980394,1610612737,16,16,2022-11-29T00:18:53Z,650000,False,-17.0,101.0,1,right,D. Hunter 10' Jump Shot (2 PTS) (T. Young 2 AST),"[1629631, 1629027]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,10.26,Made,2.0,,,,,,,,,,T. Young,1629027.0,2.0,,,,,
67,PT05M49.00S,2022-11-29T00:19:12.9Z,1,REGULAR,2pt,Jump Shot,[],203954,4.418528252299605,76.9607843137255,1610612755,16,16,2022-11-29T00:19:16Z,670000,False,-135.0,-11.0,1,left,MISS J. Embiid 13' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,13.52,Missed,,,,,,,,,,,,,,,,,,
68,PT05M47.00S,2022-11-29T00:19:14.9Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,16,16,2022-11-29T00:19:16Z,680000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Left,,,,67.0,1.0,1.0,0.0,,,,,,,,,,,,,
69,PT05M44.00S,2022-11-29T00:19:18.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628381,94.56307490144546,50.98039215686274,1610612737,16,18,2022-11-29T00:19:23Z,690000,False,5.0,-1.0,1,right,J. Collins running DUNK (2 PTS) (T. Young 3 AST),"[1628381, 1629027]",1610612737.0,ATL,running,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,0.51,Made,2.0,,,,,,,,,,T. Young,1629027.0,3.0,,,,,
71,PT05M29.00S,2022-11-29T00:19:35.8Z,1,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612755,16,18,2022-11-29T00:19:42Z,710000,False,,,0,,J. Collins shooting personal FOUL (1 PF) (Embiid 2 FT),"[1628381, 203954]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,201245.0,1.0,0.0,Embiid,203954.0,,,,,,,,
73,PT05M29.00S,2022-11-29T00:19:44.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,16,18,2022-11-29T00:19:44Z,730000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M29.00S,2022-11-29T00:22:23.9Z,1,REGULAR,substitution,out,[],1629003,,,1610612755,16,18,2022-11-29T00:22:43Z,740000,False,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M29.00S,2022-11-29T00:22:23.9Z,1,REGULAR,substitution,out,[],203991,,,1610612755,16,18,2022-11-29T00:22:43Z,750000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M29.00S,2022-11-29T00:22:23.9Z,1,REGULAR,substitution,out,[],1629027,,,1610612755,16,18,2022-11-29T00:22:43Z,760000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M29.00S,2022-11-29T00:22:23.9Z,1,REGULAR,substitution,in,[],1627788,,,1610612755,16,18,2022-11-29T00:22:43Z,770000,False,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M29.00S,2022-11-29T00:22:23.9Z,1,REGULAR,substitution,in,[],1630235,,,1610612755,16,18,2022-11-29T00:22:43Z,780000,False,,,0,,SUB in: T. Forrest,[1630235],1610612737.0,ATL,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M29.00S,2022-11-29T00:22:23.9Z,1,REGULAR,substitution,in,[],1630168,,,1610612755,16,18,2022-11-29T00:22:43Z,790000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M29.00S,2022-11-29T00:22:53.0Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,17,18,2022-11-29T00:22:53Z,800000,False,,,0,,J. Embiid Free Throw 1 of 2 (3 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
81,PT05M29.00S,2022-11-29T00:23:08.8Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,18,18,2022-11-29T00:23:08Z,810000,False,,,0,,J. Embiid Free Throw 2 of 2 (4 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
82,PT05M10.00S,2022-11-29T00:23:29.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,86.5473061760841,52.20588235294118,1610612737,18,20,2022-11-29T00:23:33Z,820000,False,11.0,74.0,1,right,D. Hunter 7' driving floating Jump Shot (4 PTS) (J. Collins 1 AST),"[1629631, 1628381]",1610612737.0,ATL,driving floating,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,7.48,Made,4.0,,,,,,,,,,J. Collins,1628381.0,1.0,,,,,
84,PT04M57.00S,2022-11-29T00:23:42.8Z,1,REGULAR,turnover,bad pass,[],203954,,,1610612755,18,20,2022-11-29T00:23:47Z,840000,False,,,0,,J. Embiid bad pass TURNOVER (1 TO),"[203954, 1628381]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Collins,1628381.0
