actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
71,PT05M37.00S,2023-03-29T23:58:53.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202681,94.43166885676742,49.26470588235294,1610612742,10,14,2023-03-29T23:59:06Z,710000,False,-4.0,0.0,1,right,K. Irving running finger roll Layup (8 PTS),[202681],1610612742.0,DAL,running finger roll,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,0.37,Made,8.0,,,,,,,,,,,,,,,
72,PT05M37.00S,2023-03-29T23:58:56.0Z,1,REGULAR,foul,personal,['1freethrow'],1630178,,,1610612742,10,14,2023-03-29T23:59:07Z,720000,False,,,0,,T. Maxey shooting personal FOUL (2 PF) (Irving 1 FT),"[1630178, 202681]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1626302.0,,,,,,,,2.0,0.0,Irving,202681.0,,,,,,,,
74,PT05M37.00S,2023-03-29T23:59:15.1Z,1,REGULAR,substitution,out,[],1630178,,,1610612742,10,14,2023-03-29T23:59:35Z,740000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M37.00S,2023-03-29T23:59:15.1Z,1,REGULAR,substitution,in,[],1629001,,,1610612742,10,14,2023-03-29T23:59:35Z,750000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M37.00S,2023-03-29T23:59:35.9Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],202681,,,1610612742,10,15,2023-03-29T23:59:35Z,760000,False,,,0,,K. Irving Free Throw 1 of 1 (9 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
77,PT05M19.00S,2023-03-29T23:59:55.0Z,1,REGULAR,3pt,Jump Shot,[],201935,32.802233902759525,33.088235294117645,1610612755,10,15,2023-03-29T23:59:59Z,770000,False,85.0,256.0,1,left,MISS J. Harden 26' 3PT,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,26.94,Missed,,,,,,,,,,,,,,,,
78,PT05M16.00S,2023-03-29T23:59:58.0Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,10,15,2023-03-29T23:59:59Z,780000,False,,,0,,M. Kleber REBOUND (Off:0 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,77.0,2.0,2.0,0.0,,,,
79,PT05M09.00S,2023-03-30T00:00:04.9Z,1,REGULAR,3pt,Jump Shot,[],1629029,68.41327201051249,25.49019607843137,1610612742,10,18,2023-03-30T00:00:09Z,790000,False,-123.0,244.0,1,right,L. Doncic 27' 3PT step back (5 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,27.34,Made,5.0,,,,,,,,,,,,,,,
80,PT04M48.00S,2023-03-30T00:00:27.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202699,7.440867279894875,52.20588235294118,1610612755,12,18,2023-03-30T00:00:31Z,800000,False,-11.0,17.0,1,left,T. Harris Hook (2 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,2.06,Made,2.0,,,,,,,,,,,,,,,
81,PT04M37.00S,2023-03-30T00:00:38.9Z,1,REGULAR,foul,personal,['2freethrow'],203954,,,1610612742,12,18,2023-03-30T00:00:49Z,810000,False,,,0,,J. Embiid shooting personal FOUL (1 PF) (Irving 2 FT),"[203954, 202681]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,204059.0,,,,,,,,1.0,0.0,Irving,202681.0,,,,,,,,
83,PT04M37.00S,2023-03-30T00:01:09.1Z,1,REGULAR,freethrow,1 of 2,[],202681,,,1610612742,12,19,2023-03-30T00:01:09Z,830000,False,,,0,,K. Irving Free Throw 1 of 2 (10 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
84,PT04M37.00S,2023-03-30T00:01:10.0Z,1,REGULAR,substitution,out,[],200782,,,1610612742,12,19,2023-03-30T00:01:18Z,840000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M37.00S,2023-03-30T00:01:10.0Z,1,REGULAR,substitution,out,[],203501,,,1610612742,12,19,2023-03-30T00:01:18Z,850000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M37.00S,2023-03-30T00:01:10.0Z,1,REGULAR,substitution,in,[],1627777,,,1610612742,12,19,2023-03-30T00:01:18Z,860000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M37.00S,2023-03-30T00:01:10.0Z,1,REGULAR,substitution,in,[],1626174,,,1610612742,12,19,2023-03-30T00:01:18Z,870000,False,,,0,,SUB in: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M37.00S,2023-03-30T00:01:41.7Z,1,REGULAR,freethrow,2 of 2,[],202681,,,1610612742,12,20,2023-03-30T00:01:41Z,880000,False,,,0,,K. Irving Free Throw 2 of 2 (11 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
89,PT04M15.00S,2023-03-30T00:02:04.0Z,1,REGULAR,3pt,Jump Shot,[],201935,33.85348226018397,56.61764705882353,1610612755,12,20,2023-03-30T00:02:09Z,890000,False,-33.0,266.0,1,left,MISS J. Harden 26' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,26.78,Missed,,,,,,,,,,,,,,,,
90,PT04M12.00S,2023-03-30T00:02:07.0Z,1,REGULAR,rebound,defensive,[],202681,,,1610612742,12,20,2023-03-30T00:02:09Z,900000,False,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,89.0,1.0,1.0,0.0,,,,
91,PT04M10.00S,2023-03-30T00:02:11.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629029,93.9060446780552,56.372549019607845,1610612742,12,20,2023-03-30T00:02:17Z,910000,False,32.0,5.0,1,right,MISS L. Doncic running Layup - blocked,"[1629029, 1627777]",1610612742.0,DAL,running,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,3.23,Missed,,,,,,,,,,,,,,,Niang,1627777.0
92,PT04M10.00S,2023-03-30T00:02:11.1Z,1,REGULAR,block,,[],1627777,,,1610612742,12,20,2023-03-30T00:02:14Z,920000,False,,,0,,G. Niang BLOCK (1 BLK),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
