actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-12-22T00:10:31.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-22T00:10:31Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2022-12-22T00:10:33.9Z,1,REGULAR,jumpball,recovered,[],201935,,,1610612755,0,0,2022-12-22T00:10:33Z,40000,False,,,0,,Jump Ball J. Embiid vs. J. Duren: Tip to J. Harden,"[201935, 203954, 1631105]",1610612755.0,PHI,startperiod,J. Harden,201935.0,Harden,J. Harden,Embiid,203954.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2022-12-22T00:10:50.4Z,1,REGULAR,3pt,Jump Shot,[],201935,75.47634691195795,92.40196078431373,1610612755,0,0,2022-12-22T00:11:04Z,70000,False,212.0,178.0,1,right,MISS J. Harden 27' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,27.68,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2022-12-22T00:10:52.4Z,1,REGULAR,rebound,offensive,[],1629001,,,1610612755,0,0,2022-12-22T00:11:39Z,80000,False,,,0,,D. Melton REBOUND (Off:1 Def:0),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M37.00S,2022-12-22T00:10:56.8Z,1,REGULAR,foul,personal,['2freethrow'],1631105,,,1610612755,0,0,2022-12-22T00:11:04Z,90000,False,,,0,,J. Duren shooting personal FOUL (1 PF) (Melton 2 FT),"[1631105, 1629001]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201246.0,1.0,0.0,Melton,1629001.0,,,,,,,,,
11,PT11M37.00S,2022-12-22T00:11:22.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629001,,,1610612755,1,0,2022-12-22T00:11:22Z,110000,False,,,0,,D. Melton Free Throw 1 of 2 (1 PTS),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
12,PT11M37.00S,2022-12-22T00:11:38.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629001,,,1610612755,2,0,2022-12-22T00:11:38Z,120000,False,,,0,,D. Melton Free Throw 2 of 2 (2 PTS),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
14,PT11M20.00S,2022-12-22T00:12:13.0Z,1,REGULAR,3pt,Jump Shot,[],1631093,33.6892247043364,31.127450980392155,1610612765,2,3,2022-12-22T00:12:18Z,140000,False,94.0,264.0,1,left,J. Ivey 28' 3PT  (3 PTS) (J. Duren 1 AST),"[1631093, 1631105]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,28.06,Made,,,,,,,,,,3.0,J. Duren,1631105.0,1.0,,,,,
16,PT11M00.00S,2022-12-22T00:12:32.7Z,1,REGULAR,2pt,Jump Shot,[],203954,93.74178712220763,70.34313725490196,1610612755,2,3,2022-12-22T00:12:39Z,160000,False,102.0,6.0,1,right,MISS J. Embiid 10' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Right,10.19,Missed,,,,,,,,,,,,,,,,,,
17,PT10M59.00S,2022-12-22T00:12:33.7Z,1,REGULAR,rebound,offensive,[],200782,,,1610612755,2,3,2022-12-22T00:12:46Z,170000,False,,,0,,P. Tucker REBOUND (Off:1 Def:0),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Mid-Range,8-16 Right,,,16.0,1.0,0.0,1.0,,,,,,,,,,,,,,
