actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
21,PT10M26.00S,2023-03-12T22:12:57.3Z,1,REGULAR,turnover,lost ball,[],204001,,,1610612764,0,0,2023-03-12T22:13:03Z,200000,False,,,0,,K. Porzingis lost ball TURNOVER (1 TO),"[204001, 202699]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Right,,,,,,,1.0,Harris,202699.0,,,,,,,,,,,
22,PT10M26.00S,2023-03-12T22:12:57.3Z,1,REGULAR,steal,,[],202699,,,1610612755,0,0,2023-03-12T22:12:59Z,210000,False,,,0,,T. Harris STEAL (1 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
23,PT10M19.00S,2023-03-12T22:13:08.1Z,1,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612755,0,0,2023-03-12T22:13:18Z,220000,False,,,0,,D. Gafford shooting personal FOUL (1 PF) (Embiid 2 FT),"[1629655, 203954]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,203591.0,1.0,0.0,Embiid,203954.0,,,,,,
25,PT10M19.00S,2023-03-12T22:13:36.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203954,,,1610612755,1,0,2023-03-12T22:13:36Z,240000,False,,,0,,J. Embiid Free Throw 1 of 2 (1 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
26,PT10M19.00S,2023-03-12T22:13:55.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203954,,,1610612755,2,0,2023-03-12T22:13:55Z,250000,False,,,0,,J. Embiid Free Throw 2 of 2 (2 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
27,PT10M01.00S,2023-03-12T22:14:15.4Z,1,REGULAR,turnover,out-of-bounds,[],1628398,,,1610612764,2,0,2023-03-12T22:14:19Z,260000,False,,,0,,K. Kuzma bad pass out-of-bounds TURNOVER (1 TO),[1628398],1610612764.0,WAS,bad pass,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1.0,,,203591.0,,,,,,,,,,
28,PT09M47.00S,2023-03-12T22:14:33.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203954,11.218791064388967,46.568627450980394,1610612755,2,0,2023-03-12T22:14:37Z,270000,False,17.0,53.0,1,left,MISS J. Embiid driving floating Shot,[203954],1610612755.0,PHI,driving floating,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,5.57,Missed,,,,,,,,,,,,,,,,,,
29,PT09M43.00S,2023-03-12T22:14:37.0Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,2,0,2023-03-12T22:14:37Z,280000,False,,,0,,J. Embiid REBOUND (Off:1 Def:0),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,28.0,1.0,0.0,1.0,,,,,,,,,,,,,,
30,PT09M43.00S,2023-03-12T22:14:36.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203954,5.590000152587891,50.0,1610612755,2,0,2023-03-12T22:14:36Z,290000,False,0.0,0.0,1,left,MISS J. Embiid tip Layup,[203954],1610612755.0,PHI,tip,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
31,PT09M42.00S,2023-03-12T22:14:37.4Z,1,REGULAR,rebound,defensive,[],1628420,,,1610612764,2,0,2023-03-12T22:14:37Z,300000,False,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Mid-Range,8-16 Left,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT09M36.00S,2023-03-12T22:14:44.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,93.08475689881735,46.81372549019608,1610612764,2,0,2023-03-12T22:14:49Z,310000,False,-16.0,13.0,1,right,MISS D. Gafford cutting finger roll Layup,[1629655],1610612764.0,WAS,cutting finger roll,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,,,,,,,,
33,PT09M33.00S,2023-03-12T22:14:47.9Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,2,0,2023-03-12T22:14:49Z,320000,False,,,0,,J. Embiid REBOUND (Off:1 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,32.0,2.0,1.0,1.0,,,,,,,,,,,,,,
34,PT09M30.00S,2023-03-12T22:14:50.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",202699,6.8823915900131425,50.0,1610612755,4,0,2023-03-12T22:14:57Z,330000,False,0.0,12.0,1,left,T. Harris running alley-oop DUNK (2 PTS) (J. Harden 1 AST),"[202699, 201935]",1610612755.0,PHI,running alley-oop,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,1.22,Made,,,,,,,,,,,,,2.0,J. Harden,201935.0,1.0,,
36,PT09M12.00S,2023-03-12T22:15:08.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628398,88.35413929040736,49.26470588235294,1610612764,4,0,2023-03-12T22:15:13Z,350000,False,-4.0,57.0,1,right,MISS K. Kuzma driving Hook,[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,5.71,Missed,,,,,,,,,,,,,,,,,,
37,PT09M10.00S,2023-03-12T22:15:10.2Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,4,0,2023-03-12T22:15:10Z,360000,False,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,36.0,1.0,0.0,1.0,,,,,,,,,,,,,,
38,PT09M08.00S,2023-03-12T22:15:11.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629655,91.63929040735874,49.50980392156863,1610612764,4,2,2023-03-12T22:15:15Z,370000,False,-2.0,26.0,1,right,D. Gafford Layup (2 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,,,,,,,,,2.0,,,,,
39,PT08M53.00S,2023-03-12T22:15:27.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,7.145203679369246,47.549019607843135,1610612755,6,2,2023-03-12T22:15:31Z,380000,False,12.0,15.0,1,left,T. Harris Layup (4 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,1.92,Made,,,,,,,,,,,,,4.0,,,,,
40,PT08M29.00S,2023-03-12T22:15:50.9Z,1,REGULAR,2pt,Jump Shot,[],203078,96.23850197109067,34.06862745098039,1610612764,6,4,2023-03-12T22:15:55Z,390000,False,-80.0,-17.0,1,right,B. Beal 8' pullup Jump Shot (2 PTS),[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,Mid-Range,8-16 Left,8.15,Made,,,,,,,,,,,,,2.0,,,,,
41,PT08M06.00S,2023-03-12T22:16:13.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,17.132063074901453,59.31372549019608,1610612755,6,4,2023-03-12T22:16:17Z,400000,False,-47.0,109.0,1,left,MISS J. Embiid 11' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,11.81,Missed,,,,,,,,,,,,,,,,,,
42,PT08M04.00S,2023-03-12T22:16:15.1Z,1,REGULAR,rebound,offensive,[],200782,,,1610612755,6,4,2023-03-12T22:16:17Z,410000,False,,,0,,P. Tucker REBOUND (Off:1 Def:0),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),8-16 Center,,,41.0,1.0,0.0,1.0,,,,,,,,,,,,,,
43,PT08M03.00S,2023-03-12T22:16:19.1Z,1,REGULAR,turnover,out-of-bounds,[],201935,,,1610612755,6,4,2023-03-12T22:16:27Z,420000,False,,,0,,J. Harden bad pass out-of-bounds TURNOVER (1 TO),[201935],1610612755.0,PHI,bad pass,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,,,,,,,1.0,,,2882.0,,,,,,,,,,
44,PT07M49.00S,2023-03-12T22:16:41.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203078,85.98883048620237,56.61764705882353,1610612764,6,6,2023-03-12T22:16:46Z,430000,False,33.0,79.0,1,right,B. Beal 8' driving floating Jump Shot (4 PTS),[203078],1610612764.0,WAS,driving floating,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,8.58,Made,,,,,,,,,,,,,4.0,,,,,
46,PT07M30.00S,2023-03-12T22:17:00.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,8.065045992115643,48.529411764705884,1610612755,8,6,2023-03-12T22:17:03Z,450000,False,7.0,23.0,1,left,J. Harden driving Layup (2 PTS),[201935],1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,2.44,Made,,,,,,,,,,,,,2.0,,,,,
47,PT07M13.00S,2023-03-12T22:17:17.2Z,1,REGULAR,2pt,Jump Shot,[],204001,83.88633377135349,29.90196078431373,1610612764,8,6,2023-03-12T22:17:20Z,460000,False,-100.0,99.0,1,right,MISS K. Porzingis 14' Jump Shot - blocked,"[204001, 200782]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Left,14.11,Missed,,,,,,,,,,,,,,,,,Tucker,200782.0
48,PT07M13.00S,2023-03-12T22:17:17.2Z,1,REGULAR,block,,[],200782,,,1610612764,8,6,2023-03-12T22:17:19Z,470000,False,,,0,,P. Tucker BLOCK (1 BLK),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
49,PT07M10.00S,2023-03-12T22:17:20.2Z,1,REGULAR,rebound,defensive,[],200782,,,1610612755,8,6,2023-03-12T22:17:20Z,480000,False,,,0,,P. Tucker REBOUND (Off:1 Def:1),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Mid-Range,8-16 Left,,,47.0,2.0,1.0,1.0,,,,,,,,,,,,,,
50,PT07M03.00S,2023-03-12T22:17:27.0Z,1,REGULAR,3pt,Jump Shot,[],1630178,27.77595269382391,87.74509803921569,1610612755,11,6,2023-03-12T22:17:31Z,490000,False,-189.0,209.0,1,left,T. Maxey 28' 3PT  (3 PTS) (J. Embiid 1 AST),"[1630178, 203954]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,28.13,Made,,,,,,,,,,,,,3.0,J. Embiid,203954.0,1.0,,
52,PT07M02.00S,2023-03-12T22:17:34.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,11,6,2023-03-12T22:17:34Z,510000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M41.00S,2023-03-12T22:20:54.7Z,1,REGULAR,foul,offensive,[],203078,,,1610612764,11,6,2023-03-12T22:21:08Z,520000,False,,,0,,B. Beal charge offensive FOUL (1 PF),"[203078, 200782]",1610612764.0,WAS,charge,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2882.0,1.0,0.0,Tucker,200782.0,,,,,,
55,PT06M41.00S,2023-03-12T22:20:54.7Z,1,REGULAR,turnover,offensive foul,[],203078,,,1610612764,11,6,2023-03-12T22:20:54Z,540000,False,,,0,,B. Beal offensive foul TURNOVER (1 TO),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,2882.0,,,,,,,,,,
56,PT06M22.00S,2023-03-12T22:21:26.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203954,14.898160315374511,44.36274509803921,1610612755,13,6,2023-03-12T22:21:31Z,550000,False,28.0,88.0,1,left,J. Embiid 9' Jump Shot (4 PTS) (J. Harden 2 AST),"[203954, 201935]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,9.19,Made,,,,,,,,,,,,,4.0,J. Harden,201935.0,2.0,,
58,PT06M01.00S,2023-03-12T22:21:46.4Z,1,REGULAR,3pt,Jump Shot,[],1628398,88.61695137976346,97.54901960784314,1610612764,13,6,2023-03-12T22:21:50Z,570000,False,238.0,55.0,1,right,MISS K. Kuzma 24' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,24.39,Missed,,,,,,,,,,,,,,,,,,
59,PT05M59.00S,2023-03-12T22:21:48.4Z,1,REGULAR,rebound,defensive,[],200782,,,1610612755,13,6,2023-03-12T22:21:50Z,580000,False,,,0,,P. Tucker REBOUND (Off:1 Def:2),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Right Corner 3,24+ Right,,,58.0,3.0,2.0,1.0,,,,,,,,,,,,,,
60,PT05M54.00S,2023-03-12T22:21:54.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202699,5.699737187910642,49.50980392156863,1610612755,13,6,2023-03-12T22:22:03Z,590000,False,2.0,1.0,1,left,MISS T. Harris running alley-oop Layup,[202699],1610612755.0,PHI,running alley-oop,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,0.27,Missed,,,,,,,,,,,,,,,,,,
61,PT05M52.00S,2023-03-12T22:21:56.2Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,13,6,2023-03-12T22:21:56Z,600000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,60.0,3.0,3.0,0.0,,,,,,,,,,,,,,
62,PT05M44.00S,2023-03-12T22:22:03.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,96.23850197109067,49.01960784313726,1610612764,13,6,2023-03-12T22:22:10Z,610000,False,-5.0,-17.0,1,right,MISS K. Kuzma driving Layup - blocked,"[1628398, 202699]",1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,1.78,Missed,,,,,,,,,,,,,,,,,Harris,202699.0
63,PT05M44.00S,2023-03-12T22:22:03.5Z,1,REGULAR,block,,[],202699,,,1610612764,13,6,2023-03-12T22:22:06Z,620000,False,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
64,PT05M41.00S,2023-03-12T22:22:06.5Z,1,REGULAR,rebound,defensive,[],200782,,,1610612755,13,6,2023-03-12T22:22:10Z,630000,False,,,0,,P. Tucker REBOUND (Off:1 Def:3),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,62.0,4.0,3.0,1.0,,,,,,,,,,,,,,
65,PT05M41.00S,2023-03-12T22:22:11.8Z,1,REGULAR,foul,personal,['2freethrow'],204001,,,1610612755,13,6,2023-03-12T22:22:18Z,640000,False,,,0,,K. Porzingis shooting personal FOUL (1 PF) (Harden 2 FT),"[204001, 201935]",1610612764.0,WAS,shooting,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,,,,2882.0,1.0,0.0,Harden,201935.0,,,,,,
67,PT05M41.00S,2023-03-12T22:22:40.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],201935,,,1610612755,13,6,2023-03-12T22:22:40Z,660000,False,,,0,,MISS J. Harden Free Throw 1 of 2,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
68,PT05M41.00S,2023-03-12T22:22:40.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,13,6,2023-03-12T22:22:40Z,670000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,
69,PT05M41.00S,2023-03-12T22:22:41.8Z,1,REGULAR,substitution,out,[],1628398,,,1610612755,13,6,2023-03-12T22:22:48Z,680000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M41.00S,2023-03-12T22:22:41.8Z,1,REGULAR,substitution,out,[],1629655,,,1610612755,13,6,2023-03-12T22:22:48Z,690000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M41.00S,2023-03-12T22:22:41.8Z,1,REGULAR,substitution,in,[],1630557,,,1610612755,13,6,2023-03-12T22:22:48Z,700000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M41.00S,2023-03-12T22:22:41.8Z,1,REGULAR,substitution,in,[],201959,,,1610612755,13,6,2023-03-12T22:22:48Z,710000,False,,,0,,SUB in: T. Gibson,[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M41.00S,2023-03-12T22:22:40.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],201935,,,1610612755,14,6,2023-03-12T22:24:29Z,720000,False,,,0,,J. Harden Free Throw 2 of 2 (3 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
74,PT05M24.00S,2023-03-12T22:23:26.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,83.88633377135349,38.23529411764706,1610612764,14,6,2023-03-12T22:23:31Z,730000,False,-59.0,99.0,1,right,MISS K. Porzingis 11' driving floating Shot,[204001],1610612764.0,WAS,driving floating,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Center,11.51,Missed,,,,,,,,,,,,,,,,,,
75,PT05M22.00S,2023-03-12T22:23:28.1Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,14,6,2023-03-12T22:23:31Z,740000,False,,,0,,J. Embiid REBOUND (Off:1 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,74.0,3.0,2.0,1.0,,,,,,,,,,,,,,
76,PT05M17.00S,2023-03-12T22:23:33.5Z,1,REGULAR,3pt,Jump Shot,[],203954,32.11235216819975,69.11764705882354,1610612755,14,6,2023-03-12T22:23:38Z,750000,False,-96.0,249.0,1,left,MISS J. Embiid 26' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,26.71,Missed,,,,,,,,,,,,,,,,,,
77,PT05M14.00S,2023-03-12T22:23:36.5Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,14,6,2023-03-12T22:23:38Z,760000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,,
78,PT05M05.00S,2023-03-12T22:23:46.1Z,1,REGULAR,turnover,bad pass,[],1628420,,,1610612764,14,6,2023-03-12T22:23:51Z,770000,False,,,0,,M. Morris bad pass TURNOVER (1 TO),"[1628420, 200782]",1610612764.0,WAS,,,,Morris,M. Morris,,,,,Mid-Range,16-24 Center,,,,,,,1.0,Tucker,200782.0,,,,,,,,,,,
79,PT05M05.00S,2023-03-12T22:23:46.1Z,1,REGULAR,steal,,[],200782,,,1610612755,14,6,2023-03-12T22:23:48Z,780000,False,,,0,,P. Tucker STEAL (1 STL),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
80,PT05M01.00S,2023-03-12T22:23:49.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203954,6.619579500657039,50.0,1610612755,16,6,2023-03-12T22:23:55Z,790000,False,0.0,10.0,1,left,J. Embiid running DUNK (6 PTS) (P. Tucker 1 AST),"[203954, 200782]",1610612755.0,PHI,running,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,0.97,Made,,,,,,,,,,,,,6.0,P. Tucker,200782.0,1.0,,
82,PT04M39.00S,2023-03-12T22:24:19.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,16,6,2023-03-12T22:24:19Z,810000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M39.00S,2023-03-12T22:26:46.3Z,1,REGULAR,substitution,out,[],202699,,,1610612764,16,6,2023-03-12T22:27:08Z,820000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M39.00S,2023-03-12T22:26:46.3Z,1,REGULAR,substitution,in,[],1629667,,,1610612764,16,6,2023-03-12T22:27:08Z,830000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M34.00S,2023-03-12T22:27:23.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203078,93.47897503285151,54.65686274509804,1610612764,16,6,2023-03-12T22:27:31Z,840000,False,23.0,9.0,1,right,MISS B. Beal driving finger roll Layup,[203078],1610612764.0,WAS,driving finger roll,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,2.49,Missed,,,,,,,,,,,,,,,,,,
86,PT04M31.00S,2023-03-12T22:27:26.0Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612755,16,6,2023-03-12T22:27:31Z,850000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,
