actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
81,PT05M04.00S,2023-01-07T00:22:18.7Z,1,REGULAR,substitution,in,[],1629632,,,1610612755,15,9,2023-01-07T00:22:23Z,800000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M04.00S,2023-01-07T00:22:18.7Z,1,REGULAR,substitution,in,[],1627884,,,1610612755,15,9,2023-01-07T00:22:23Z,810000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M04.00S,2023-01-07T00:22:30.3Z,1,REGULAR,substitution,out,[],1630178,,,1610612755,15,9,2023-01-07T00:22:40Z,820000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M04.00S,2023-01-07T00:22:30.3Z,1,REGULAR,substitution,out,[],202699,,,1610612755,15,9,2023-01-07T00:22:40Z,830000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M04.00S,2023-01-07T00:22:30.3Z,1,REGULAR,substitution,in,[],1627777,,,1610612755,15,9,2023-01-07T00:22:40Z,840000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M04.00S,2023-01-07T00:22:30.3Z,1,REGULAR,substitution,in,[],1629003,,,1610612755,15,9,2023-01-07T00:22:40Z,850000,False,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M04.00S,2023-01-07T00:22:15.3Z,1,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,15,9,2023-01-07T00:22:56Z,860000,False,,,0,,MISS J. Harden Free Throw 2 of 2,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
88,PT05M00.00S,2023-01-07T00:22:19.3Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,15,9,2023-01-07T00:22:56Z,870000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,87.0,6.0,5.0,1.0,,,,,,,,,,,,,,
89,PT04M37.00S,2023-01-07T00:23:18.7Z,1,REGULAR,2pt,Jump Shot,[],1630245,91.11366622864652,74.50980392156863,1610612741,15,9,2023-01-07T00:23:24Z,880000,False,123.0,31.0,1,right,MISS A. Dosunmu 12' pullup Shot,[1630245],1610612741.0,CHI,pullup,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Right,12.64,Missed,,,,,,,,,,,,,,,,,,
90,PT04M36.00S,2023-01-07T00:23:19.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,15,9,2023-01-07T00:23:24Z,890000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,8-16 Right,,,89.0,,,,,,,,,,,,,,,,,
92,PT04M20.00S,2023-01-07T00:23:41.3Z,1,REGULAR,3pt,Jump Shot,[],1629001,25.016425755584763,12.5,1610612755,18,9,2023-01-07T00:23:45Z,910000,False,188.0,183.0,1,left,D. Melton 26' 3PT pullup (6 PTS) (P. Tucker 1 AST),"[1629001, 200782]",1610612755.0,PHI,pullup,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,26.18,Made,,,,,,,,,,6.0,P. Tucker,200782.0,1.0,,,,,
94,PT04M07.00S,2023-01-07T00:23:57.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,94.00459921156373,48.774509803921575,1610612741,18,11,2023-01-07T00:24:02Z,930000,False,-6.0,4.0,1,right,D. Jones Jr. cutting Layup (2 PTS) (Z. LaVine 2 AST),"[1627884, 203897]",1610612741.0,CHI,cutting,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,0.72,Made,,,,,,,,,,2.0,Z. LaVine,203897.0,2.0,,,,,
96,PT04M07.00S,2023-01-07T00:24:00.1Z,1,REGULAR,foul,personal,['1freethrow'],1629001,,,1610612741,18,11,2023-01-07T00:24:07Z,950000,False,,,0,,D. Melton shooting personal FOUL (1 PF) (Jones Jr. 1 FT),"[1629001, 1627884]",1610612755.0,PHI,shooting,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1662.0,1.0,0.0,Jones Jr.,1627884.0
98,PT04M07.00S,2023-01-07T00:24:26.0Z,1,REGULAR,freethrow,1 of 1,[],1627884,,,1610612741,18,11,2023-01-07T00:24:27Z,970000,False,,,0,,MISS D. Jones Jr. Free Throw 1 of 1,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
99,PT04M04.00S,2023-01-07T00:24:29.0Z,1,REGULAR,rebound,defensive,[],200782,,,1610612755,18,11,2023-01-07T00:24:27Z,980000,False,,,0,,P. Tucker REBOUND (Off:0 Def:2),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,98.0,2.0,2.0,0.0,,,,,,,,,,,,,,
100,PT03M53.00S,2023-01-07T00:24:37.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200782,14.766754270696453,48.529411764705884,1610612755,18,11,2023-01-07T00:24:41Z,990000,False,7.0,86.0,1,left,MISS P. Tucker 8' floating Shot,[200782],1610612755.0,PHI,floating,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),8-16 Center,8.66,Missed,,,,,,,,,,,,,,,,,,
101,PT03M51.00S,2023-01-07T00:24:39.5Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,18,11,2023-01-07T00:24:41Z,1000000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:6),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,,,100.0,7.0,6.0,1.0,,,,,,,,,,,,,,
102,PT03M49.00S,2023-01-07T00:24:44.9Z,1,REGULAR,foul,personal,['2freethrow'],1627777,,,1610612741,18,11,2023-01-07T00:24:57Z,1010000,False,,,0,,G. Niang shooting personal FOUL (1 PF) (White 2 FT),"[1627777, 1629632]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,1627534.0,1.0,0.0,White,1629632.0
104,PT03M49.00S,2023-01-07T00:25:10.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629632,,,1610612741,18,11,2023-01-07T00:25:27Z,1030000,False,,,0,,MISS C. White Free Throw 1 of 2,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
105,PT03M49.00S,2023-01-07T00:25:10.1Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612741,18,11,2023-01-07T00:25:27Z,1040000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,104.0,,,,,,,,,,,,,,,,,
106,PT03M49.00S,2023-01-07T00:25:10.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629632,,,1610612741,18,11,2023-01-07T00:25:27Z,1050000,False,,,0,,MISS C. White Free Throw 2 of 2,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
107,PT03M43.00S,2023-01-07T00:25:16.1Z,1,REGULAR,rebound,offensive,[],203897,,,1610612741,18,11,2023-01-07T00:25:27Z,1060000,False,,,0,,Z. LaVine REBOUND (Off:1 Def:0),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,106.0,1.0,0.0,1.0,,,,,,,,,,,,,,
108,PT03M37.00S,2023-01-07T00:25:33.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202696,66.27792378449408,54.65686274509804,1610612741,18,14,2023-01-07T00:25:37Z,1070000,False,23.0,264.0,1,right,N. Vucevic 26' 3PT  (7 PTS) (Z. LaVine 3 AST),"[202696, 203897]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,26.55,Made,,,,,,,,,,7.0,Z. LaVine,203897.0,3.0,,,,,
110,PT03M19.00S,2023-01-07T00:25:50.1Z,1,REGULAR,3pt,Jump Shot,[],1627777,26.067674113009204,13.480392156862735,1610612755,21,14,2023-01-07T00:25:53Z,1090000,False,183.0,193.0,1,left,G. Niang 26' 3PT  (3 PTS) (J. Harden 3 AST),"[1627777, 201935]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,26.53,Made,,,,,,,,,,3.0,J. Harden,201935.0,3.0,,,,,
112,PT03M00.00S,2023-01-07T00:26:09.7Z,1,REGULAR,2pt,Jump Shot,[],203897,75.34494086727989,68.13725490196079,1610612741,21,14,2023-01-07T00:26:18Z,1110000,False,91.0,179.0,1,right,MISS Z. LaVine 20' step back Shot,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Right Center,20.09,Missed,,,,,,,,,,,,,,,,,,
113,PT02M57.00S,2023-01-07T00:26:11.9Z,1,REGULAR,rebound,defensive,[],1629003,,,1610612755,21,14,2023-01-07T00:26:11Z,1120000,False,,,0,,S. Milton REBOUND (Off:0 Def:1),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Mid-Range,16-24 Right Center,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,,,
114,PT02M53.00S,2023-01-07T00:26:16.3Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1629003,20.285808147174762,83.82352941176471,1610612755,23,14,2023-01-07T00:26:57Z,1130000,False,-169.0,138.0,1,left,S. Milton 21' running Jump Shot (2 PTS) (J. Harden 4 AST),"[1629003, 201935]",1610612755.0,PHI,running,,,Milton,S. Milton,,,,,Mid-Range,16-24 Left Center,21.84,Made,,,,,,,,,,2.0,J. Harden,201935.0,4.0,,,,,
116,PT02M33.00S,2023-01-07T00:26:36.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,94.26741130091985,48.529411764705884,1610612741,23,16,2023-01-07T00:26:45Z,1150000,False,-7.0,1.0,1,right,N. Vucevic alley-oop Layup (9 PTS) (D. Jones Jr. 1 AST),"[202696, 1627884]",1610612741.0,CHI,alley-oop,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,0.75,Made,,,,,,,,,,9.0,D. Jones Jr.,1627884.0,1.0,,,,,
118,PT02M29.00S,2023-01-07T00:26:43.0Z,1,REGULAR,foul,personal,['2freethrow'],202696,,,1610612755,23,16,2023-01-07T00:26:49Z,1170000,False,,,0,,N. Vucevic shooting personal FOUL (1 PF) (Harden 2 FT),"[202696, 201935]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627534.0,1.0,0.0,Harden,201935.0
120,PT02M29.00S,2023-01-07T00:26:52.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,23,16,2023-01-07T00:26:52Z,1190000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M29.00S,2023-01-07T00:29:09.4Z,1,REGULAR,substitution,out,[],1629001,,,1610612755,23,16,2023-01-07T00:29:34Z,1200000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M29.00S,2023-01-07T00:29:09.4Z,1,REGULAR,substitution,out,[],200782,,,1610612755,23,16,2023-01-07T00:29:34Z,1210000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M29.00S,2023-01-07T00:29:09.4Z,1,REGULAR,substitution,out,[],203897,,,1610612755,23,16,2023-01-07T00:29:34Z,1220000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M29.00S,2023-01-07T00:29:09.4Z,1,REGULAR,substitution,out,[],202696,,,1610612755,23,16,2023-01-07T00:29:34Z,1230000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M29.00S,2023-01-07T00:29:09.4Z,1,REGULAR,substitution,out,[],1630245,,,1610612755,23,16,2023-01-07T00:29:34Z,1240000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M29.00S,2023-01-07T00:29:09.4Z,1,REGULAR,substitution,in,[],1629680,,,1610612755,23,16,2023-01-07T00:29:34Z,1250000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M29.00S,2023-01-07T00:29:09.4Z,1,REGULAR,substitution,in,[],1626149,,,1610612755,23,16,2023-01-07T00:29:34Z,1260000,False,,,0,,SUB in: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M29.00S,2023-01-07T00:29:09.4Z,1,REGULAR,substitution,in,[],203083,,,1610612755,23,16,2023-01-07T00:29:34Z,1270000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M29.00S,2023-01-07T00:29:09.4Z,1,REGULAR,substitution,in,[],201609,,,1610612755,23,16,2023-01-07T00:29:34Z,1280000,False,,,0,,SUB in: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M29.00S,2023-01-07T00:29:09.4Z,1,REGULAR,substitution,in,[],201942,,,1610612755,23,16,2023-01-07T00:29:34Z,1290000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M29.00S,2023-01-07T00:29:46.0Z,1,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,24,16,2023-01-07T00:29:46Z,1300000,False,,,0,,J. Harden Free Throw 1 of 2 (1 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
132,PT02M29.00S,2023-01-07T00:30:02.3Z,1,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,25,16,2023-01-07T00:30:02Z,1310000,False,,,0,,J. Harden Free Throw 2 of 2 (2 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
133,PT02M12.00S,2023-01-07T00:30:21.3Z,1,REGULAR,3pt,Jump Shot,[],1627884,88.48554533508542,95.83333333333333,1610612741,25,19,2023-01-07T00:30:25Z,1320000,False,229.0,56.0,1,right,D. Jones Jr. 3PT  (5 PTS) (C. White 1 AST),"[1627884, 1629632]",1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,Right Corner 3,24+ Right,23.59,Made,,,,,,,,,,5.0,C. White,1629632.0,1.0,,,,,
135,PT01M47.00S,2023-01-07T00:30:45.4Z,1,REGULAR,3pt,Jump Shot,[],201935,33.295006570302235,44.85294117647059,1610612755,25,19,2023-01-07T00:30:51Z,1340000,False,26.0,260.0,1,left,MISS J. Harden 26' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,26.18,Missed,,,,,,,,,,,,,,,,,,
136,PT01M46.00S,2023-01-07T00:30:46.4Z,1,REGULAR,rebound,offensive,[],201935,,,1610612755,25,19,2023-01-07T00:30:51Z,1350000,False,,,0,,J. Harden REBOUND (Off:4 Def:1),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,135.0,5.0,1.0,4.0,,,,,,,,,,,,,,
137,PT01M46.00S,2023-01-07T00:30:57.5Z,1,REGULAR,foul,personal,['2freethrow'],201609,,,1610612755,25,19,2023-01-07T00:31:16Z,1360000,False,,,0,,G. Dragic shooting personal FOUL (1 PF) (Harden 2 FT),"[201609, 201935]",1610612741.0,CHI,shooting,,,Dragic,G. Dragic,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Harden,201935.0
139,PT01M46.00S,2023-01-07T00:31:14.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],201935,,,1610612755,26,19,2023-01-07T00:31:14Z,1380000,False,,,0,,J. Harden Free Throw 1 of 2 (3 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
140,PT01M46.00S,2023-01-07T00:31:29.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],201935,,,1610612755,27,19,2023-01-07T00:31:29Z,1390000,False,,,0,,J. Harden Free Throw 2 of 2 (4 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
141,PT01M30.00S,2023-01-07T00:31:47.8Z,1,REGULAR,3pt,Jump Shot,[],1629632,67.46057818659658,60.049019607843135,1610612741,27,19,2023-01-07T00:31:54Z,1400000,False,50.0,253.0,1,right,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,25.83,Missed,,,,,,,,,,,,,,,,,,
142,PT01M24.00S,2023-01-07T00:31:53.8Z,1,REGULAR,rebound,offensive,[],203083,,,1610612741,27,19,2023-01-07T00:31:54Z,1410000,False,,,0,,A. Drummond REBOUND (Off:1 Def:0),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,141.0,1.0,0.0,1.0,,,,,,,,,,,,,,
143,PT01M24.00S,2023-01-07T00:31:53.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,94.40999984741211,50.0,1610612741,27,21,2023-01-07T00:31:53Z,1420000,False,0.0,0.0,1,right,A. Drummond tip Layup (2 PTS),[203083],1610612741.0,CHI,tip,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,2.0,,,,,,,,
144,PT01M04.00S,2023-01-07T00:32:13.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,14.241130091984232,37.254901960784316,1610612755,27,21,2023-01-07T00:32:17Z,1430000,False,64.0,81.0,1,left,MISS J. Harden 10' step back Shot,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Right,10.34,Missed,,,,,,,,,,,,,,,,,,
145,PT01M02.00S,2023-01-07T00:32:15.7Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,27,21,2023-01-07T00:32:17Z,1440000,False,,,0,,A. Drummond REBOUND (Off:1 Def:1),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),8-16 Right,,,144.0,2.0,1.0,1.0,,,,,,,,,,,,,,
146,PT00M46.30S,2023-01-07T00:32:32.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201609,86.51445466491458,35.78431372549019,1610612741,27,23,2023-01-07T00:32:38Z,1450000,False,-71.0,74.0,1,right,G. Dragic 10' turnaround Jump Shot (2 PTS),[201609],1610612741.0,CHI,turnaround,,,Dragic,G. Dragic,,,,,In The Paint (Non-RA),8-16 Left,10.28,Made,,,,,,,,,,2.0,,,,,,,,
147,PT00M35.00S,2023-01-07T00:32:45.4Z,1,REGULAR,3pt,Jump Shot,[],1627777,32.50657030223391,37.254901960784316,1610612755,30,23,2023-01-07T00:32:49Z,1460000,False,64.0,253.0,1,left,G. Niang 26' 3PT step back (6 PTS) (J. Harden 5 AST),"[1627777, 201935]",1610612755.0,PHI,step back,,,Niang,G. Niang,,,,,Above the Break 3,24+ Center,26.1,Made,,,,,,,,,,6.0,J. Harden,201935.0,5.0,,,,,
149,PT00M25.50S,2023-01-07T00:33:01.6Z,1,REGULAR,foul,personal,[],1626149,,,1610612741,30,23,2023-01-07T00:33:18Z,1480000,False,,,0,,M. Harrell personal FOUL (1 PF),"[1626149, 203083]",1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1627534.0,1.0,0.0,Drummond,203083.0
151,PT00M19.10S,2023-01-07T00:33:29.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,83.09789750328515,46.568627450980394,1610612741,30,25,2023-01-07T00:34:09Z,1500000,False,-17.0,106.0,1,right,D. DeRozan 10' fadeaway Jump Shot (2 PTS),[201942],1610612741.0,CHI,fadeaway,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,10.78,Made,,,,,,,,,,2.0,,,,,,,,
153,PT00M16.50S,2023-01-07T00:33:51.1Z,1,REGULAR,substitution,out,[],1629680,,,1610612755,30,25,2023-01-07T00:33:54Z,1520000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M16.50S,2023-01-07T00:33:51.1Z,1,REGULAR,substitution,in,[],1630178,,,1610612755,30,25,2023-01-07T00:33:54Z,1530000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M01.90S,2023-01-07T00:34:14.5Z,1,REGULAR,3pt,Jump Shot,[],1627777,3.5972404730617598,96.32352941176471,1610612755,30,25,2023-01-07T00:34:20Z,1540000,False,-232.0,-19.0,1,left,MISS G. Niang 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Left Corner 3,24+ Left,23.24,Missed,,,,,,,,,,,,,,,,,,
156,PT00M01.90S,2023-01-07T00:34:14.5Z,1,REGULAR,rebound,defensive,[],201609,,,1610612741,30,25,2023-01-07T00:34:20Z,1550000,False,,,0,,G. Dragic REBOUND (Off:0 Def:1),[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,Left Corner 3,24+ Left,,,155.0,1.0,1.0,0.0,,,,,,,,,,,,,,
157,PT00M00.00S,2023-01-07T00:34:21.4Z,1,REGULAR,period,end,[],0,,,1610612741,30,25,2023-01-07T00:34:21Z,1560000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-01-07T00:37:06.9Z,2,REGULAR,substitution,out,['startperiod'],201935,,,1610612741,30,25,2023-01-07T00:37:14Z,1570000,False,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2023-01-07T00:37:06.9Z,2,REGULAR,substitution,in,['startperiod'],1629680,,,1610612741,30,25,2023-01-07T00:37:14Z,1580000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2023-01-07T00:37:03.6Z,2,REGULAR,period,start,[],0,,,1610612755,30,25,2023-01-07T00:37:15Z,1590000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M44.00S,2023-01-07T00:37:19.4Z,2,REGULAR,2pt,Jump Shot,[],1630178,16.080814717476997,65.93137254901961,1610612755,32,25,2023-01-07T00:37:24Z,1600000,False,-80.0,99.0,1,left,T. Maxey 12' turnaround Jump Shot (10 PTS),[1630178],1610612755.0,PHI,turnaround,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Left,12.69,Made,,,,,,,,,,10.0,,,,,,,,
162,PT11M22.00S,2023-01-07T00:37:40.5Z,2,REGULAR,3pt,Jump Shot,[],1629632,65.09526938239159,35.78431372549019,1610612741,32,25,2023-01-07T00:37:44Z,1610000,False,-71.0,276.0,1,right,MISS C. White 28' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,28.46,Missed,,,,,,,,,,,,,,,,,,
163,PT11M19.00S,2023-01-07T00:37:43.5Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612755,32,25,2023-01-07T00:37:44Z,1620000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Center,,,162.0,1.0,1.0,0.0,,,,,,,,,,,,,,
164,PT11M05.00S,2023-01-07T00:37:57.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,6.8823915900131425,56.372549019607845,1610612755,32,25,2023-01-07T00:38:05Z,1630000,False,-32.0,12.0,1,left,MISS S. Milton driving floating Shot,[1629003],1610612755.0,PHI,driving floating,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,3.42,Missed,,,,,,,,,,,,,,,,,,
166,PT11M02.00S,2023-01-07T00:38:00.6Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,32,25,2023-01-07T00:38:05Z,1650000,False,,,0,,A. Drummond REBOUND (Off:1 Def:2),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,164.0,3.0,2.0,1.0,,,,,,,,,,,,,,
167,PT10M59.00S,2023-01-07T00:38:03.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627884,93.74178712220763,51.22549019607843,1610612741,32,27,2023-01-07T00:38:08Z,1660000,False,6.0,6.0,1,right,D. Jones Jr. running Layup (7 PTS),[1627884],1610612741.0,CHI,running,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,,,,,,7.0,,,,,,,,
168,PT10M42.00S,2023-01-07T00:38:20.7Z,2,REGULAR,3pt,Jump Shot,[],1630178,33.952036793692514,50.49019607843137,1610612755,35,27,2023-01-07T00:38:25Z,1670000,False,-2.0,267.0,1,left,T. Maxey 26' 3PT step back (13 PTS),[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,26.66,Made,,,,,,,,,,13.0,,,,,,,,
