actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-02-16T00:45:47.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-16T00:45:47Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M53.00S,2023-02-16T00:45:53.2Z,1,REGULAR,jumpball,recovered,[],1629636,,,1610612739,0,0,2023-02-16T00:45:53Z,40000,False,,,0,,Jump Ball J. Allen vs. J. Embiid: Tip to D. Garland,"[1629636, 1628386, 203954]",1610612739.0,CLE,startperiod,D. Garland,1629636.0,Garland,D. Garland,Allen,1628386.0,Embiid,203954.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2023-02-16T00:46:07.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,92.46057818659659,53.431372549019606,1610612739,0,0,2023-02-16T00:46:14Z,70000,False,17.0,18.0,1,right,MISS D. Mitchell driving finger roll Layup,[1628378],1610612739.0,CLE,driving finger roll,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2023-02-16T00:46:09.7Z,1,REGULAR,rebound,defensive,[],200782,,,1610612755,0,0,2023-02-16T00:46:14Z,80000,False,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M30.00S,2023-02-16T00:46:17.0Z,1,REGULAR,3pt,Jump Shot,[],202699,18.610381077529567,5.637254901960785,1610612755,3,0,2023-02-16T00:46:22Z,90000,False,222.0,122.0,1,left,T. Harris 25' 3PT  (3 PTS) (J. Harden 1 AST),"[202699, 201935]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,25.33,Made,,,,,3.0,J. Harden,201935.0,1.0,,,,,,,,,,
11,PT11M17.00S,2023-02-16T00:46:29.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,87.20433639947439,34.55882352941176,1610612739,3,2,2023-02-16T00:46:36Z,110000,False,-77.0,68.0,1,right,D. Garland 10' driving floating Jump Shot (2 PTS),[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Left,10.27,Made,,,,,2.0,,,,,,,,,,,,,
12,PT10M50.00S,2023-02-16T00:46:56.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,18.2161629434954,55.392156862745104,1610612755,5,2,2023-02-16T00:47:02Z,120000,False,-27.0,119.0,1,left,J. Embiid 12' pullup Jump Shot (2 PTS) (J. Harden 2 AST),"[203954, 201935]",1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,12.17,Made,,,,,2.0,J. Harden,201935.0,2.0,,,,,,,,,,
14,PT10M25.00S,2023-02-16T00:47:22.1Z,1,REGULAR,3pt,Jump Shot,[],1630596,96.92838370565046,0.49019607843137253,1610612739,5,2,2023-02-16T00:47:29Z,140000,False,-248.0,-24.0,1,right,MISS E. Mobley 24' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Left Corner 3,24+ Left,24.86,Missed,,,,,,,,,,,,,,,,,,
15,PT10M19.00S,2023-02-16T00:47:28.1Z,1,REGULAR,rebound,offensive,[],1628378,,,1610612739,5,2,2023-02-16T00:47:29Z,150000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:0),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Left Corner 3,24+ Left,,,14.0,1.0,0.0,1.0,,,,,,,,,,,,,,
16,PT10M18.00S,2023-02-16T00:47:28.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628378,93.38042049934296,54.65686274509803,1610612739,5,4,2023-02-16T00:47:32Z,160000,False,23.0,10.0,1,right,D. Mitchell Hook (2 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,2.52,Made,,,,,2.0,,,,,,,,,,,,,
