actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
86,PT04M05.00S,2023-02-11T00:25:06.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202699,5.732588699080158,50.245098039215684,1610612755,18,23,2023-02-11T00:25:13Z,850000,False,-1.0,1.0,1,left,T. Harris running DUNK (2 PTS) (T. Maxey 1 AST),"[202699, 1630178]",1610612755.0,PHI,running,,,,,,Restricted Area,0-8 Center,0.18,Made,2.0,Harris,T. Harris,,,,,T. Maxey,1630178.0,1.0,,,,,,,,,,
88,PT03M46.00S,2023-02-11T00:25:29.2Z,1,REGULAR,foul,personal,['2freethrow'],202699,,,1610612752,18,23,2023-02-11T00:25:34Z,870000,False,,,0,,T. Harris shooting personal FOUL (1 PF) (Brunson 2 FT),"[202699, 1628973]",1610612755.0,PHI,shooting,,,,,,Mid-Range,8-16 Center,,,,Harris,T. Harris,,,,,,,,1626302.0,1.0,0.0,Brunson,1628973.0,,,,,
90,PT03M46.00S,2023-02-11T00:26:04.2Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,18,24,2023-02-11T00:26:33Z,890000,False,,,0,,J. Brunson Free Throw 1 of 2 (16 PTS),[1628973],1610612752.0,NYK,,,,,,,,,,Made,16.0,Brunson,J. Brunson,,,,,,,,,,,,,,,,,
91,PT03M46.00S,2023-02-11T00:26:05.1Z,1,REGULAR,substitution,out,[],201935,,,1610612752,18,24,2023-02-11T00:26:09Z,900000,False,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,,,,,,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,
92,PT03M46.00S,2023-02-11T00:26:05.1Z,1,REGULAR,substitution,in,[],1629003,,,1610612752,18,24,2023-02-11T00:26:09Z,910000,False,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,,,,,,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,
93,PT03M46.00S,2023-02-11T00:26:04.2Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,18,24,2023-02-11T00:26:33Z,920000,False,,,0,,MISS J. Brunson Free Throw 2 of 2,[1628973],1610612752.0,NYK,,,,,,,,,,Missed,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,
94,PT03M43.00S,2023-02-11T00:26:07.2Z,1,REGULAR,rebound,defensive,[],200782,,,1610612755,18,24,2023-02-11T00:26:33Z,930000,False,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612755.0,PHI,,,,,,,,,,,,Tucker,P. Tucker,93.0,1.0,1.0,0.0,,,,,,,,,,,,,
95,PT03M33.00S,2023-02-11T00:26:42.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,5.732588699080158,54.65686274509803,1610612755,20,24,2023-02-11T00:26:48Z,940000,False,-23.0,1.0,1,left,J. Embiid driving Layup (11 PTS),[203954],1610612755.0,PHI,driving,,,,,,Restricted Area,0-8 Center,2.33,Made,11.0,Embiid,J. Embiid,,,,,,,,,,,,,,,,,
96,PT03M15.00S,2023-02-11T00:27:00.2Z,1,REGULAR,2pt,Jump Shot,[],203944,82.7365308804205,66.42156862745098,1610612752,20,26,2023-02-11T00:27:05Z,950000,False,82.0,110.0,1,right,J. Randle 13' turnaround fadeaway Jump Shot (7 PTS),[203944],1610612752.0,NYK,turnaround fadeaway,,,,,,Mid-Range,8-16 Right,13.71,Made,7.0,Randle,J. Randle,,,,,,,,,,,,,,,,,
97,PT02M57.00S,2023-02-11T00:27:18.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,5.863994743758213,50.0,1610612755,22,26,2023-02-11T00:27:23Z,960000,False,0.0,3.0,1,left,J. Embiid driving finger roll Layup (13 PTS),[203954],1610612755.0,PHI,driving finger roll,,,,,,Restricted Area,0-8 Center,0.26,Made,13.0,Embiid,J. Embiid,,,,,,,,,,,,,,,,,
98,PT02M40.00S,2023-02-11T00:27:35.6Z,1,REGULAR,3pt,Jump Shot,[],203944,65.78515111695138,47.05882352941176,1610612752,22,26,2023-02-11T00:27:41Z,970000,False,-15.0,269.0,1,right,MISS J. Randle 26' 3PT,[203944],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,26.95,Missed,,Randle,J. Randle,,,,,,,,,,,,,,,,,
99,PT02M36.00S,2023-02-11T00:27:39.6Z,1,REGULAR,rebound,offensive,[],1630193,,,1610612752,22,26,2023-02-11T00:27:41Z,980000,False,,,0,,I. Quickley REBOUND (Off:1 Def:0),[1630193],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,,Quickley,I. Quickley,98.0,1.0,0.0,1.0,,,,,,,,,,,,,
100,PT02M35.00S,2023-02-11T00:27:40.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630193,85.89027595269383,50.98039215686274,1610612752,22,28,2023-02-11T00:27:45Z,990000,False,5.0,80.0,1,right,I. Quickley 8' floating Jump Shot (2 PTS),[1630193],1610612752.0,NYK,floating,,,,,,In The Paint (Non-RA),8-16 Center,8.02,Made,2.0,Quickley,I. Quickley,,,,,,,,,,,,,,,,,
101,PT02M28.00S,2023-02-11T00:27:50.4Z,1,REGULAR,foul,personal,['2freethrow'],203944,,,1610612755,22,28,2023-02-11T00:27:56Z,1000000,False,,,0,,J. Randle shooting personal FOUL (1 PF) (Maxey 2 FT),"[203944, 1630178]",1610612752.0,NYK,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Randle,J. Randle,,,,,,,,1627961.0,1.0,0.0,Maxey,1630178.0,,,,,
103,PT02M28.00S,2023-02-11T00:27:59.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,22,28,2023-02-11T00:27:59Z,1020000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M28.00S,2023-02-11T00:30:29.9Z,1,REGULAR,substitution,out,[],202699,,,1610612755,22,28,2023-02-11T00:30:35Z,1030000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,
105,PT02M28.00S,2023-02-11T00:30:29.9Z,1,REGULAR,substitution,in,[],1627777,,,1610612755,22,28,2023-02-11T00:30:35Z,1040000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,,,,,,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,
106,PT02M28.00S,2023-02-11T00:30:59.1Z,1,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,23,28,2023-02-11T00:30:59Z,1050000,False,,,0,,T. Maxey Free Throw 1 of 2 (3 PTS),[1630178],1610612755.0,PHI,,,,,,,,,,Made,3.0,Maxey,T. Maxey,,,,,,,,,,,,,,,,,
107,PT02M28.00S,2023-02-11T00:31:16.0Z,1,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,24,28,2023-02-11T00:31:16Z,1060000,False,,,0,,T. Maxey Free Throw 2 of 2 (4 PTS),[1630178],1610612755.0,PHI,,,,,,,,,,Made,4.0,Maxey,T. Maxey,,,,,,,,,,,,,,,,,
108,PT02M09.00S,2023-02-11T00:31:35.9Z,1,REGULAR,2pt,Jump Shot,[],203944,85.75886990801577,27.205882352941174,1610612752,24,28,2023-02-11T00:31:40Z,1070000,False,-114.0,81.0,1,right,MISS J. Randle 14' fadeaway Shot,[203944],1610612752.0,NYK,fadeaway,,,,,,Mid-Range,8-16 Left,14.01,Missed,,Randle,J. Randle,,,,,,,,,,,,,,,,,
109,PT02M06.00S,2023-02-11T00:31:38.9Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,24,28,2023-02-11T00:31:40Z,1080000,False,,,0,,J. Embiid REBOUND (Off:0 Def:3),[203954],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Left,,,,Embiid,J. Embiid,108.0,3.0,3.0,0.0,,,,,,,,,,,,,
110,PT02M00.00S,2023-02-11T00:31:49.4Z,1,REGULAR,foul,offensive,[],1630178,,,1610612755,24,28,2023-02-11T00:32:02Z,1090000,False,,,0,,T. Maxey charge offensive FOUL (1 PF),"[1630178, 1628973]",1610612755.0,PHI,charge,,,,,,Restricted Area,0-8 Center,,,,Maxey,T. Maxey,,,,,,,,200832.0,1.0,0.0,Brunson,1628973.0,,,,,
112,PT02M00.00S,2023-02-11T00:31:49.4Z,1,REGULAR,turnover,offensive foul,[],1630178,,,1610612755,24,28,2023-02-11T00:31:49Z,1110000,False,,,0,,T. Maxey offensive foul TURNOVER (1 TO),[1630178],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Maxey,T. Maxey,,,,,,,,200832.0,,,,,1.0,,,,
113,PT01M45.00S,2023-02-11T00:32:23.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629656,67.09921156373193,48.28431372549019,1610612752,24,28,2023-02-11T00:32:28Z,1120000,False,-9.0,257.0,1,right,MISS Q. Grimes 25' 3PT,[1629656],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,25.69,Missed,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,
114,PT01M41.00S,2023-02-11T00:32:27.8Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612752,24,28,2023-02-11T00:32:28Z,1130000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:0),[1628392],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,,Hartenstein,I. Hartenstein,113.0,1.0,0.0,1.0,,,,,,,,,,,,,
115,PT01M41.00S,2023-02-11T00:32:29.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629656,93.38042049934296,49.26470588235294,1610612752,24,30,2023-02-11T00:32:35Z,1140000,False,-4.0,10.0,1,right,Q. Grimes cutting Layup (2 PTS) (I. Hartenstein 1 AST),"[1629656, 1628392]",1610612752.0,NYK,cutting,,,,,,Restricted Area,0-8 Center,1.04,Made,2.0,Grimes,Q. Grimes,,,,,I. Hartenstein,1628392.0,1.0,,,,,,,,,,
117,PT01M41.00S,2023-02-11T00:32:32.5Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203954,,,1610612752,24,30,2023-02-11T00:32:42Z,1160000,False,,,0,,J. Embiid shooting personal FOUL (2 PF) (Grimes 1 FT),"[203954, 1629656]",1610612755.0,PHI,shooting,,,,,,Restricted Area,0-8 Center,,,,Embiid,J. Embiid,,,,,,,,1627961.0,2.0,0.0,Grimes,1629656.0,,,,,
119,PT01M41.00S,2023-02-11T00:33:05.0Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1629656,,,1610612752,24,30,2023-02-11T00:33:06Z,1180000,False,,,0,,MISS Q. Grimes Free Throw 1 of 1,[1629656],1610612752.0,NYK,,,,,,,,,,Missed,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,
120,PT01M37.00S,2023-02-11T00:33:09.0Z,1,REGULAR,rebound,defensive,[],200782,,,1610612755,24,30,2023-02-11T00:33:06Z,1190000,False,,,0,,P. Tucker REBOUND (Off:0 Def:2),[200782],1610612755.0,PHI,,,,,,,,,,,,Tucker,P. Tucker,119.0,2.0,2.0,0.0,,,,,,,,,,,,,
121,PT01M18.00S,2023-02-11T00:33:25.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627777,6.521024967148489,48.529411764705884,1610612755,26,30,2023-02-11T00:35:14Z,1200000,False,7.0,9.0,1,left,G. Niang cutting Layup (2 PTS) (T. Maxey 2 AST),"[1627777, 1630178]",1610612755.0,PHI,cutting,,,,,,Restricted Area,0-8 Center,1.15,Made,2.0,Niang,G. Niang,,,,,T. Maxey,1630178.0,2.0,,,,,,,,,,
123,PT00M54.50S,2023-02-11T00:33:50.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,85.62746386333771,52.20588235294118,1610612752,26,32,2023-02-11T00:33:54Z,1220000,False,11.0,83.0,1,right,J. Brunson 8' driving floating Jump Shot (18 PTS) (Q. Grimes 1 AST),"[1628973, 1629656]",1610612752.0,NYK,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,8.33,Made,18.0,Brunson,J. Brunson,,,,,Q. Grimes,1629656.0,1.0,,,,,,,,,,
125,PT00M44.90S,2023-02-11T00:34:02.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,9.017739816031538,43.872549019607845,1610612755,26,32,2023-02-11T00:34:09Z,1240000,False,31.0,32.0,1,left,MISS J. Embiid driving finger roll Layup,[203954],1610612755.0,PHI,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,4.45,Missed,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,
126,PT00M42.80S,2023-02-11T00:34:04.7Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,26,32,2023-02-11T00:34:04Z,1250000,False,,,0,,J. Embiid REBOUND (Off:1 Def:3),[203954],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Embiid,J. Embiid,125.0,4.0,3.0,1.0,,,,,,,,,,,,,
127,PT00M41.40S,2023-02-11T00:34:06.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,5.863994743758213,52.450980392156865,1610612755,28,32,2023-02-11T00:34:11Z,1260000,False,-12.0,3.0,1,left,J. Embiid Layup (15 PTS),[203954],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,1.26,Made,15.0,Embiid,J. Embiid,,,,,,,,,,,,,,,,,
128,PT00M31.20S,2023-02-11T00:34:22.0Z,1,REGULAR,2pt,Jump Shot,[],1628973,94.1688567674113,66.66666666666666,1610612752,28,34,2023-02-11T00:34:26Z,1270000,False,83.0,2.0,1,right,J. Brunson 8' turnaround fadeaway Jump Shot (20 PTS),[1628973],1610612752.0,NYK,turnaround fadeaway,,,,,,Mid-Range,8-16 Right,8.33,Made,20.0,Brunson,J. Brunson,,,,,,,,,,,,,,,,,
129,PT00M09.70S,2023-02-11T00:34:48.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,8.623521681997373,51.71568627450981,1610612755,28,34,2023-02-11T00:34:54Z,1280000,False,-9.0,29.0,1,left,MISS T. Maxey driving finger roll Layup - blocked,"[1630178, 1628392]",1610612755.0,PHI,driving finger roll,,,,,,Restricted Area,0-8 Center,2.99,Missed,,Maxey,T. Maxey,,,,,,,,,,,,,,,,Hartenstein,1628392.0
130,PT00M09.70S,2023-02-11T00:34:48.6Z,1,REGULAR,block,,[],1628392,,,1610612755,28,34,2023-02-11T00:34:51Z,1290000,False,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,
131,PT00M06.40S,2023-02-11T00:34:51.9Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,28,34,2023-02-11T00:34:54Z,1300000,False,,,0,,J. Brunson REBOUND (Off:1 Def:1),[1628973],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,Brunson,J. Brunson,129.0,2.0,1.0,1.0,,,,,,,,,,,,,
132,PT00M05.70S,2023-02-11T00:34:53.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629656,93.11760840998686,52.69607843137255,1610612752,28,36,2023-02-11T00:34:59Z,1310000,False,13.0,12.0,1,right,Q. Grimes running DUNK (4 PTS) (J. Brunson 2 AST),"[1629656, 1628973]",1610612752.0,NYK,running,,,,,,Restricted Area,0-8 Center,1.82,Made,4.0,Grimes,Q. Grimes,,,,,J. Brunson,1628973.0,2.0,,,,,,,,,,
134,PT00M02.40S,2023-02-11T00:34:58.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629003,34.11629434954008,53.18627450980392,1610612755,28,36,2023-02-11T00:35:06Z,1330000,False,-16.0,268.0,1,left,MISS S. Milton 26' 3PT - blocked,"[1629003, 1629656]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,26.87,Missed,,Milton,S. Milton,,,,,,,,,,,,,,,,Grimes,1629656.0
135,PT00M02.40S,2023-02-11T00:34:58.9Z,1,REGULAR,block,,[],1629656,,,1610612755,28,36,2023-02-11T00:35:02Z,1340000,False,,,0,,Q. Grimes BLOCK (1 BLK),[1629656],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,
136,PT00M02.40S,2023-02-11T00:34:58.9Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,28,36,2023-02-11T00:35:06Z,1350000,False,,,0,,J. Brunson REBOUND (Off:1 Def:2),[1628973],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,,Brunson,J. Brunson,134.0,3.0,2.0,1.0,,,,,,,,,,,,,
137,PT00M00.20S,2023-02-11T00:35:13.2Z,1,REGULAR,3pt,Jump Shot,[],1628973,63.81406044678055,53.92156862745098,1610612752,28,36,2023-02-11T00:38:18Z,1360000,False,20.0,288.0,1,right,MISS J. Brunson 28' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,,,,Above the Break 3,24+ Center,28.83,Missed,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,
138,PT00M00.10S,2023-02-11T00:35:13.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,28,36,2023-02-11T00:35:29Z,1370000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,,,,137.0,,,,,,,,,,,,,,,,
139,PT00M00.00S,2023-02-11T00:35:26.3Z,1,REGULAR,period,end,[],0,,,1610612752,28,36,2023-02-11T00:35:26Z,1380000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2023-02-11T00:36:20.4Z,2,REGULAR,substitution,out,['startperiod'],200782,,,1610612752,28,36,2023-02-11T00:37:37Z,1390000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,,,,,,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2023-02-11T00:36:20.4Z,2,REGULAR,substitution,out,['startperiod'],203954,,,1610612752,28,36,2023-02-11T00:37:37Z,1400000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,,,,,,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2023-02-11T00:36:20.4Z,2,REGULAR,substitution,out,['startperiod'],1629656,,,1610612752,28,36,2023-02-11T00:37:37Z,1410000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,,,,,,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2023-02-11T00:36:20.4Z,2,REGULAR,substitution,out,['startperiod'],1628973,,,1610612752,28,36,2023-02-11T00:37:37Z,1420000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,,,,,,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2023-02-11T00:36:20.4Z,2,REGULAR,substitution,out,['startperiod'],203944,,,1610612752,28,36,2023-02-11T00:37:37Z,1430000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,,,,,,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2023-02-11T00:36:20.4Z,2,REGULAR,substitution,in,['startperiod'],1630194,,,1610612752,28,36,2023-02-11T00:37:37Z,1440000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,,,,,,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2023-02-11T00:36:20.4Z,2,REGULAR,substitution,in,['startperiod'],1627863,,,1610612752,28,36,2023-02-11T00:37:37Z,1450000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,,,,,,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2023-02-11T00:36:20.4Z,2,REGULAR,substitution,in,['startperiod'],1630167,,,1610612752,28,36,2023-02-11T00:37:37Z,1460000,False,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,,,,,,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2023-02-11T00:36:20.4Z,2,REGULAR,substitution,in,['startperiod'],1630540,,,1610612752,28,36,2023-02-11T00:37:37Z,1470000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,,,,,,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2023-02-11T00:36:20.4Z,2,REGULAR,substitution,in,['startperiod'],1629628,,,1610612752,28,36,2023-02-11T00:37:37Z,1480000,False,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2023-02-11T00:37:45.0Z,2,REGULAR,period,start,[],0,,,1610612755,28,36,2023-02-11T00:37:45Z,1490000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT11M47.00S,2023-02-11T00:38:00.5Z,2,REGULAR,foul,personal,['2freethrow'],1630193,,,1610612755,28,36,2023-02-11T00:38:12Z,1500000,False,,,0,,I. Quickley shooting personal FOUL (1 PF) (Milton 2 FT),"[1630193, 1629003]",1610612752.0,NYK,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Quickley,I. Quickley,,,,,,,,200832.0,1.0,0.0,Milton,1629003.0,,,,,
153,PT11M47.00S,2023-02-11T00:38:22.9Z,2,REGULAR,freethrow,1 of 2,[],1629003,,,1610612755,29,36,2023-02-11T00:38:22Z,1520000,False,,,0,,S. Milton Free Throw 1 of 2 (1 PTS),[1629003],1610612755.0,PHI,,,,,,,,,,Made,1.0,Milton,S. Milton,,,,,,,,,,,,,,,,,
154,PT11M47.00S,2023-02-11T00:38:39.1Z,2,REGULAR,freethrow,2 of 2,[],1629003,,,1610612755,30,36,2023-02-11T00:38:39Z,1530000,False,,,0,,S. Milton Free Throw 2 of 2 (2 PTS),[1629003],1610612755.0,PHI,,,,,,,,,,Made,2.0,Milton,S. Milton,,,,,,,,,,,,,,,,,
155,PT11M33.00S,2023-02-11T00:38:55.5Z,2,REGULAR,3pt,Jump Shot,[],1630167,95.22010512483574,3.431372549019608,1610612752,30,36,2023-02-11T00:39:00Z,1540000,False,-233.0,-8.0,1,right,MISS O. Toppin 3PT,[1630167],1610612752.0,NYK,,,,,,,Left Corner 3,24+ Left,23.29,Missed,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,
156,PT11M29.00S,2023-02-11T00:38:59.5Z,2,REGULAR,rebound,defensive,[],1630194,,,1610612755,30,36,2023-02-11T00:39:00Z,1550000,False,,,0,,P. Reed REBOUND (Off:0 Def:1),[1630194],1610612755.0,PHI,,,,,,,Left Corner 3,24+ Left,,,,Reed,P. Reed,155.0,1.0,1.0,0.0,,,,,,,,,,,,,
157,PT11M19.00S,2023-02-11T00:39:08.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627777,8.09789750328515,51.470588235294116,1610612755,32,36,2023-02-11T00:39:11Z,1560000,False,-7.0,24.0,1,left,G. Niang driving floating Jump Shot (4 PTS) (S. Milton 1 AST),"[1627777, 1629003]",1610612755.0,PHI,driving floating,,,,,,Restricted Area,0-8 Center,2.47,Made,4.0,Niang,G. Niang,,,,,S. Milton,1629003.0,1.0,,,,,,,,,,
159,PT11M00.00S,2023-02-11T00:39:27.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,84.44480946123521,50.245098039215684,1610612752,32,36,2023-02-11T00:39:32Z,1580000,False,1.0,94.0,1,right,MISS R. Barrett 9' turnaround fadeaway Shot,[1629628],1610612752.0,NYK,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,9.37,Missed,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,
160,PT10M57.00S,2023-02-11T00:39:30.6Z,2,REGULAR,rebound,defensive,[],1630194,,,1610612755,32,36,2023-02-11T00:39:32Z,1590000,False,,,0,,P. Reed REBOUND (Off:0 Def:2),[1630194],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Reed,P. Reed,159.0,2.0,2.0,0.0,,,,,,,,,,,,,
161,PT10M36.00S,2023-02-11T00:39:52.8Z,2,REGULAR,3pt,Jump Shot,[],1627863,36.08738501971091,30.88235294117647,1610612755,32,36,2023-02-11T00:39:56Z,1600000,False,96.0,287.0,1,left,MISS D. House Jr. 30' step back 3PT,[1627863],1610612755.0,PHI,step back,,,,,,Above the Break 3,24+ Right Center,30.22,Missed,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,
162,PT10M34.00S,2023-02-11T00:39:54.8Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612752,32,36,2023-02-11T00:39:56Z,1610000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,,,,Hartenstein,I. Hartenstein,161.0,2.0,1.0,1.0,,,,,,,,,,,,,
163,PT10M26.00S,2023-02-11T00:40:05.2Z,2,REGULAR,foul,personal,[],1630178,,,1610612752,32,36,2023-02-11T00:40:18Z,1620000,False,,,0,,T. Maxey personal FOUL (2 PF),"[1630178, 1630540]",1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Maxey,T. Maxey,,,,,,,,200832.0,2.0,0.0,McBride,1630540.0,,,,,
165,PT10M14.00S,2023-02-11T00:40:38.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630167,86.02168199737189,44.85294117647059,1610612752,32,38,2023-02-11T00:40:42Z,1640000,False,-26.0,79.0,1,right,O. Toppin 8' driving floating Jump Shot (2 PTS) (I. Quickley 1 AST),"[1630167, 1630193]",1610612752.0,NYK,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,8.3,Made,2.0,Toppin,O. Toppin,,,,,I. Quickley,1630193.0,1.0,,,,,,,,,,
167,PT10M03.00S,2023-02-11T00:40:52.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,12.434296977660972,48.28431372549019,1610612755,34,38,2023-02-11T00:40:56Z,1660000,False,9.0,64.0,1,left,T. Maxey 6' driving floating Jump Shot (6 PTS),[1630178],1610612755.0,PHI,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.5,Made,6.0,Maxey,T. Maxey,,,,,,,,,,,,,,,,,
168,PT10M03.00S,2023-02-11T00:40:56.1Z,2,REGULAR,foul,personal,['1freethrow'],1630167,,,1610612755,34,38,2023-02-11T00:41:02Z,1670000,False,,,0,,O. Toppin shooting personal FOUL (1 PF) (Maxey 1 FT),"[1630167, 1630178]",1610612752.0,NYK,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Toppin,O. Toppin,,,,,,,,200832.0,1.0,0.0,Maxey,1630178.0,,,,,
