actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
87,PT04M18.00S,2022-10-20T23:47:52.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201935,28.170170827858072,18.382352941176478,1610612755,16,21,2022-10-20T23:47:56Z,870000,158.0,212.0,1,left,J. Harden 26' 3PT  (3 PTS) (T. Harris 1 AST),"[201935, 202699]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,26.47,Made,,,,,3.0,T. Harris,202699.0,1.0,,,,,,,,,,
89,PT04M01.00S,2022-10-20T23:48:08.5Z,1,REGULAR,2pt,Jump Shot,[],201572,76.52759526938239,50.73529411764706,1610612749,16,23,2022-10-20T23:48:13Z,890000,4.0,168.0,1,right,B. Lopez 16' Jump Shot (5 PTS) (J. Holiday 3 AST),"[201572, 201950]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,16-24 Center,16.81,Made,,,,,5.0,J. Holiday,201950.0,3.0,,,,,,,,,,
91,PT04M00.00S,2022-10-20T23:48:13.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,16,23,2022-10-20T23:48:13Z,910000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M00.00S,2022-10-20T23:50:48.1Z,1,REGULAR,substitution,out,[],201935,,,1610612755,16,23,2022-10-20T23:51:21Z,920000,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M00.00S,2022-10-20T23:50:48.1Z,1,REGULAR,substitution,out,[],202699,,,1610612755,16,23,2022-10-20T23:51:21Z,930000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M00.00S,2022-10-20T23:50:48.1Z,1,REGULAR,substitution,out,[],201572,,,1610612755,16,23,2022-10-20T23:51:21Z,940000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M00.00S,2022-10-20T23:50:48.1Z,1,REGULAR,substitution,out,[],201950,,,1610612755,16,23,2022-10-20T23:51:21Z,950000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M00.00S,2022-10-20T23:50:48.1Z,1,REGULAR,substitution,in,[],1629001,,,1610612755,16,23,2022-10-20T23:51:21Z,960000,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M00.00S,2022-10-20T23:50:48.1Z,1,REGULAR,substitution,in,[],1627863,,,1610612755,16,23,2022-10-20T23:51:21Z,970000,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M00.00S,2022-10-20T23:50:48.1Z,1,REGULAR,substitution,in,[],202083,,,1610612755,16,23,2022-10-20T23:51:21Z,980000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M00.00S,2022-10-20T23:50:48.1Z,1,REGULAR,substitution,in,[],203507,,,1610612755,16,23,2022-10-20T23:51:21Z,990000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M00.00S,2022-10-20T23:50:48.1Z,1,REGULAR,substitution,out,[],1627777,,,1610612755,16,23,2022-10-20T23:52:06Z,995000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M00.00S,2022-10-20T23:50:48.1Z,1,REGULAR,substitution,in,[],200782,,,1610612755,16,23,2022-10-20T23:52:06Z,997500,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M48.00S,2022-10-20T23:51:51.1Z,1,REGULAR,violation,kicked ball,[],1629670,,,1610612755,16,23,2022-10-20T23:51:55Z,1000000,,,0,,J. Nwora kicked ball VIOLATION,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,1627964.0,,,,,,,,,
103,PT03M34.00S,2022-10-20T23:52:21.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,16.212220762155056,38.725490196078425,1610612755,16,23,2022-10-20T23:52:49Z,1010000,56.0,100.0,1,left,MISS J. Embiid 11' turnaround fadeaway Shot,[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,11.47,Missed,,,,,,,,,,,,,,,,,,
104,PT03M30.00S,2022-10-20T23:52:25.7Z,1,REGULAR,rebound,offensive,[],200782,,,1610612755,16,23,2022-10-20T23:52:28Z,1020000,,,0,,P. Tucker REBOUND (Off:1 Def:0),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),8-16 Center,,,103.0,1.0,0.0,1.0,,,,,,,,,,,,,,
105,PT03M30.00S,2022-10-20T23:52:25.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",200782,5.590000152587891,50.0,1610612755,16,23,2022-10-20T23:53:21Z,1030000,0.0,0.0,1,left,MISS P. Tucker putback Layup,[200782],1610612755.0,PHI,putback,,,Tucker,P. Tucker,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
106,PT03M29.00S,2022-10-20T23:52:26.8Z,1,REGULAR,rebound,offensive,[],200782,,,1610612755,16,23,2022-10-20T23:53:21Z,1040000,,,0,,P. Tucker REBOUND (Off:2 Def:0),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Restricted Area,0-8 Center,,,105.0,2.0,0.0,2.0,,,,,,,,,,,,,,
107,PT03M26.00S,2022-10-20T23:52:29.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,12.66425755584757,39.950980392156865,1610612755,16,23,2022-10-20T23:52:34Z,1050000,50.0,67.0,1,left,MISS J. Embiid 8' Layup - blocked,"[203954, 203507]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Right,8.33,Missed,,,,,,,,,,,,,,,,,Antetokounmpo,203507.0
108,PT03M26.00S,2022-10-20T23:52:29.0Z,1,REGULAR,block,,[],203507,,,1610612755,16,23,2022-10-20T23:52:31Z,1060000,,,0,,G. Antetokounmpo BLOCK (2 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
109,PT03M23.00S,2022-10-20T23:52:32.0Z,1,REGULAR,rebound,defensive,[],202083,,,1610612749,16,23,2022-10-20T23:52:34Z,1070000,,,0,,W. Matthews REBOUND (Off:0 Def:1),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,In The Paint (Non-RA),8-16 Right,,,107.0,1.0,1.0,0.0,,,,,,,,,,,,,,
111,PT03M08.00S,2022-10-20T23:53:05.4Z,1,REGULAR,2pt,Jump Shot,[],201588,78.76149802890933,28.431372549019613,1610612749,16,25,2022-10-20T23:53:09Z,1090000,-108.0,147.0,1,right,G. Hill 18' pullup Jump Shot (2 PTS) (G. Antetokounmpo 2 AST),"[201588, 203507]",1610612749.0,MIL,pullup,,,Hill,G. Hill,,,,,Mid-Range,16-24 Left Center,18.24,Made,,,,,2.0,G. Antetokounmpo,203507.0,2.0,,,,,,,,,,
113,PT02M40.00S,2022-10-20T23:53:32.7Z,1,REGULAR,3pt,Jump Shot,[],203954,32.769382391590014,45.58823529411765,1610612755,19,25,2022-10-20T23:53:46Z,1110000,22.0,256.0,1,left,J. Embiid 25' 3PT step back (9 PTS),[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,25.65,Made,,,,,9.0,,,,,,,,,,,,,
114,PT02M25.00S,2022-10-20T23:53:48.2Z,1,REGULAR,3pt,Jump Shot,[],1626171,92.0335085413929,96.81372549019608,1610612749,19,25,2022-10-20T23:53:52Z,1120000,234.0,22.0,1,right,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Right Corner 3,24+ Right,23.52,Missed,,,,,,,,,,,,,,,,,,
115,PT02M22.00S,2022-10-20T23:53:51.2Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,19,25,2022-10-20T23:53:52Z,1130000,,,0,,J. Embiid REBOUND (Off:1 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Right Corner 3,24+ Right,,,114.0,4.0,3.0,1.0,,,,,,,,,,,,,,
116,PT02M10.00S,2022-10-20T23:54:04.5Z,1,REGULAR,foul,personal,['2freethrow'],203507,,,1610612755,19,25,2022-10-20T23:54:19Z,1140000,,,0,,G. Antetokounmpo shooting personal FOUL (2 PF) (Embiid 2 FT),"[203507, 203954]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1627964.0,2.0,0.0,Embiid,203954.0,,,,,
118,PT02M10.00S,2022-10-20T23:54:35.7Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,20,25,2022-10-20T23:54:35Z,1160000,,,0,,J. Embiid Free Throw 1 of 2 (10 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
119,PT02M10.00S,2022-10-20T23:54:36.8Z,1,REGULAR,substitution,out,[],1626171,,,1610612755,20,25,2022-10-20T23:54:42Z,1170000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M10.00S,2022-10-20T23:54:36.8Z,1,REGULAR,substitution,in,[],201586,,,1610612755,20,25,2022-10-20T23:54:42Z,1180000,,,0,,SUB in: S. Ibaka,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M10.00S,2022-10-20T23:54:56.0Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,21,25,2022-10-20T23:54:56Z,1190000,,,0,,J. Embiid Free Throw 2 of 2 (11 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
122,PT01M54.00S,2022-10-20T23:55:17.2Z,1,REGULAR,3pt,Jump Shot,[],201586,78.10446780551905,93.87254901960785,1610612749,21,25,2022-10-20T23:55:21Z,1200000,219.0,153.0,1,right,MISS S. Ibaka 26' 3PT,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,Above the Break 3,24+ Right Center,26.77,Missed,,,,,,,,,,,,,,,,,,
123,PT01M51.00S,2022-10-20T23:55:20.2Z,1,REGULAR,rebound,defensive,[],1627863,,,1610612755,21,25,2022-10-20T23:55:21Z,1210000,,,0,,D. House Jr. REBOUND (Off:0 Def:1),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Above the Break 3,24+ Right Center,,,122.0,1.0,1.0,0.0,,,,,,,,,,,,,,
124,PT01M45.00S,2022-10-20T23:55:28.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629670,,,1610612755,21,25,2022-10-20T23:55:35Z,1220000,,,0,,J. Nwora shooting personal FOUL (1 PF) (Maxey 2 FT),"[1629670, 1630178]",1610612749.0,MIL,shooting,,,Nwora,J. Nwora,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627962.0,1.0,0.0,Maxey,1630178.0,,,,,
126,PT01M45.00S,2022-10-20T23:55:50.9Z,1,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,21,25,2022-10-20T23:56:20Z,1240000,,,0,,MISS T. Maxey Free Throw 1 of 2,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
127,PT01M45.00S,2022-10-20T23:55:50.9Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612755,21,25,2022-10-20T23:56:20Z,1250000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,126.0,,,,,,,,,,,,,,,,,
128,PT01M45.00S,2022-10-20T23:55:50.9Z,1,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,22,25,2022-10-20T23:56:20Z,1260000,,,0,,T. Maxey Free Throw 2 of 2 (3 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
129,PT01M23.00S,2022-10-20T23:56:30.4Z,1,REGULAR,3pt,Jump Shot,[],1629670,71.53416557161628,73.77450980392157,1610612749,22,25,2022-10-20T23:56:36Z,1270000,119.0,215.0,1,right,MISS J. Nwora 24' step back 3PT,[1629670],1610612749.0,MIL,step back,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Right Center,24.58,Missed,,,,,,,,,,,,,,,,,,
130,PT01M21.00S,2022-10-20T23:56:32.4Z,1,REGULAR,rebound,offensive,[],202083,,,1610612749,22,25,2022-10-20T23:56:36Z,1280000,,,0,,W. Matthews REBOUND (Off:1 Def:1),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,Above the Break 3,24+ Right Center,,,129.0,2.0,1.0,1.0,,,,,,,,,,,,,,
131,PT01M20.00S,2022-10-20T23:56:34.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203507,70.22010512483574,18.627450980392155,1610612749,22,28,2022-10-20T23:56:40Z,1290000,-157.0,227.0,1,right,G. Antetokounmpo 27' 3PT  (8 PTS) (W. Matthews 1 AST),"[203507, 202083]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,27.63,Made,,,,,8.0,W. Matthews,202083.0,1.0,,,,,,,,,,
133,PT01M07.00S,2022-10-20T23:56:46.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,6.619579500657039,47.79411764705882,1610612755,22,28,2022-10-20T23:56:51Z,1310000,11.0,10.0,1,left,MISS D. Melton Layup - blocked,"[1629001, 202083]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,,,Matthews,202083.0
134,PT01M07.00S,2022-10-20T23:56:46.3Z,1,REGULAR,block,,[],202083,,,1610612755,22,28,2022-10-20T23:56:48Z,1320000,,,0,,W. Matthews BLOCK (1 BLK),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
135,PT01M05.00S,2022-10-20T23:56:48.3Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,22,28,2022-10-20T23:56:51Z,1330000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,133.0,4.0,4.0,0.0,,,,,,,,,,,,,,
136,PT00M59.90S,2022-10-20T23:56:54.2Z,1,REGULAR,3pt,Jump Shot,[],202083,81.65243101182654,95.09803921568627,1610612749,22,28,2022-10-20T23:56:59Z,1340000,225.0,120.0,1,right,MISS W. Matthews 25' 3PT,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,Above the Break 3,24+ Right Center,25.54,Missed,,,,,,,,,,,,,,,,,,
137,PT00M57.80S,2022-10-20T23:56:56.3Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,22,28,2022-10-20T23:56:59Z,1350000,,,0,,J. Embiid REBOUND (Off:1 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,136.0,5.0,4.0,1.0,,,,,,,,,,,,,,
138,PT00M44.10S,2022-10-20T23:57:10.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,18.446123521681997,48.774509803921575,1610612755,22,28,2022-10-20T23:57:14Z,1360000,6.0,121.0,1,left,MISS J. Embiid 12' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,12.11,Missed,,,,,,,,,,,,,,,,,,
139,PT00M41.90S,2022-10-20T23:57:13.0Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,22,28,2022-10-20T23:57:14Z,1370000,,,0,,J. Nwora REBOUND (Off:0 Def:1),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,In The Paint (Non-RA),8-16 Center,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,,,
140,PT00M30.30S,2022-10-20T23:57:24.5Z,1,REGULAR,2pt,Jump Shot,[],203507,77.18462549277267,27.941176470588232,1610612749,22,30,2022-10-20T23:57:28Z,1380000,-110.0,162.0,1,right,G. Antetokounmpo 19' pullup Jump Shot (10 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left Center,19.6,Made,,,,,10.0,,,,,,,,,,,,,
141,PT00M06.80S,2022-10-20T23:57:51.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,7.276609724047319,46.32352941176471,1610612755,24,30,2022-10-20T23:57:55Z,1390000,18.0,16.0,1,left,T. Maxey driving finger roll Layup (5 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.43,Made,,,,,5.0,,,,,,,,,,,,,
142,PT00M00.60S,2022-10-20T23:58:03.8Z,1,REGULAR,turnover,bad pass,[],201588,,,1610612749,24,30,2022-10-20T23:58:09Z,1400000,,,0,,G. Hill bad pass TURNOVER (1 TO),"[201588, 200782]",1610612749.0,MIL,,,,Hill,G. Hill,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,1.0,Tucker,200782.0,,
143,PT00M00.60S,2022-10-20T23:58:03.8Z,1,REGULAR,steal,,[],200782,,,1610612755,24,30,2022-10-20T23:58:05Z,1410000,,,0,,P. Tucker STEAL (1 STL),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
144,PT00M00.00S,2022-10-20T23:58:12.7Z,1,REGULAR,period,end,[],0,,,1610612755,24,30,2022-10-20T23:58:12Z,1420000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2022-10-21T00:00:57.6Z,2,REGULAR,substitution,out,['startperiod'],1630178,,,1610612755,24,30,2022-10-21T00:02:05Z,1430000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2022-10-21T00:00:57.6Z,2,REGULAR,substitution,out,['startperiod'],200782,,,1610612755,24,30,2022-10-21T00:02:05Z,1440000,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-10-21T00:00:57.6Z,2,REGULAR,substitution,out,['startperiod'],203954,,,1610612755,24,30,2022-10-21T00:02:05Z,1450000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-10-21T00:00:57.6Z,2,REGULAR,substitution,out,['startperiod'],201588,,,1610612755,24,30,2022-10-21T00:02:05Z,1460000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-10-21T00:00:57.6Z,2,REGULAR,substitution,out,['startperiod'],1629670,,,1610612755,24,30,2022-10-21T00:02:05Z,1470000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-10-21T00:00:57.6Z,2,REGULAR,substitution,out,['startperiod'],203507,,,1610612755,24,30,2022-10-21T00:02:05Z,1480000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-10-21T00:00:57.6Z,2,REGULAR,substitution,in,['startperiod'],201935,,,1610612755,24,30,2022-10-21T00:02:05Z,1490000,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-10-21T00:00:57.6Z,2,REGULAR,substitution,in,['startperiod'],1627777,,,1610612755,24,30,2022-10-21T00:02:05Z,1500000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-10-21T00:00:57.6Z,2,REGULAR,substitution,in,['startperiod'],1630194,,,1610612755,24,30,2022-10-21T00:02:05Z,1510000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-10-21T00:00:57.6Z,2,REGULAR,substitution,in,['startperiod'],201950,,,1610612755,24,30,2022-10-21T00:02:05Z,1520000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-10-21T00:00:57.6Z,2,REGULAR,substitution,in,['startperiod'],1628960,,,1610612755,24,30,2022-10-21T00:02:05Z,1530000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-10-21T00:00:57.6Z,2,REGULAR,substitution,in,['startperiod'],1626171,,,1610612755,24,30,2022-10-21T00:02:05Z,1540000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-10-21T00:01:59.0Z,2,REGULAR,period,start,[],0,,,1610612755,24,30,2022-10-21T00:02:06Z,1550000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M44.00S,2022-10-21T00:02:14.5Z,2,REGULAR,3pt,Jump Shot,[],1629001,10.82457293035479,96.56862745098039,1610612755,27,30,2022-10-21T00:02:19Z,1560000,-233.0,49.0,1,left,D. Melton 3PT  (3 PTS) (D. House Jr. 1 AST),"[1629001, 1627863]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Left Corner 3,24+ Left,23.8,Made,,,,,3.0,D. House Jr.,1627863.0,1.0,,,,,,,,,,
160,PT11M20.00S,2022-10-21T00:02:37.8Z,2,REGULAR,2pt,Jump Shot,[],201950,88.35413929040736,80.63725490196079,1610612749,27,30,2022-10-21T00:02:43Z,1580000,153.0,57.0,1,right,MISS J. Holiday 16' fadeaway Shot,[201950],1610612749.0,MIL,fadeaway,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Right,16.35,Missed,,,,,,,,,,,,,,,,,,
161,PT11M17.00S,2022-10-21T00:02:40.8Z,2,REGULAR,rebound,defensive,[],1630194,,,1610612755,27,30,2022-10-21T00:02:43Z,1590000,,,0,,P. Reed REBOUND (Off:0 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Mid-Range,16-24 Right,,,160.0,1.0,1.0,0.0,,,,,,,,,,,,,,
162,PT11M11.00S,2022-10-21T00:02:46.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629001,17.000657030223394,49.01960784313726,1610612755,29,30,2022-10-21T00:02:55Z,1600000,5.0,107.0,1,left,D. Melton 10' driving floating Jump Shot (5 PTS),[1629001],1610612755.0,PHI,driving floating,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Center,10.74,Made,,,,,5.0,,,,,,,,,,,,,
163,PT10M58.00S,2022-10-21T00:03:00.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,92.42772667542707,49.754901960784316,1610612749,29,32,2022-10-21T00:03:05Z,1610000,-1.0,19.0,1,right,B. Portis cutting finger roll Layup (2 PTS) (J. Holiday 4 AST),"[1626171, 201950]",1610612749.0,MIL,cutting finger roll,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,1.87,Made,,,,,2.0,J. Holiday,201950.0,4.0,,,,,,,,,,
165,PT10M43.00S,2022-10-21T00:03:15.5Z,2,REGULAR,3pt,Jump Shot,[],1629001,9.379106438896187,2.941176470588232,1610612755,29,32,2022-10-21T00:03:19Z,1630000,235.0,36.0,1,left,MISS D. Melton 3PT,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Right Corner 3,24+ Right,23.8,Missed,,,,,,,,,,,,,,,,,,
166,PT10M39.00S,2022-10-21T00:03:19.5Z,2,REGULAR,rebound,defensive,[],201586,,,1610612749,29,32,2022-10-21T00:03:19Z,1640000,,,0,,S. Ibaka REBOUND (Off:0 Def:1),[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,Right Corner 3,24+ Right,,,165.0,1.0,1.0,0.0,,,,,,,,,,,,,,
167,PT10M31.00S,2022-10-21T00:03:29.7Z,2,REGULAR,foul,offensive,[],201586,,,1610612749,29,32,2022-10-21T00:04:00Z,1650000,,,0,,S. Ibaka offensive FOUL (1 PF),"[201586, 201935]",1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,202058.0,1.0,0.0,Harden,201935.0,,,,,
169,PT10M31.00S,2022-10-21T00:03:29.7Z,2,REGULAR,turnover,offensive foul,[],201586,,,1610612749,29,32,2022-10-21T00:04:00Z,1670000,,,0,,S. Ibaka offensive foul TURNOVER (1 TO),[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,202058.0,,,,,1.0,,,,
170,PT10M31.00S,2022-10-21T00:03:41.9Z,2,REGULAR,substitution,out,[],202083,,,1610612755,29,32,2022-10-21T00:03:45Z,1680000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
