actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
417,PT03M39.00S,2023-01-03T01:35:20.1Z,3,REGULAR,foul,personal,['1freethrow'],1626195,,,1610612755,72,70,2023-01-03T01:35:25Z,4130000,False,,,0,,W. Hernangomez shooting personal FOUL (3 PF) (Embiid 1 FT),"[1626195, 203954]",1610612740.0,NOP,shooting,,,Hernangomez,W. Hernangomez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627519.0,3.0,0.0,Embiid,203954.0,,
419,PT03M39.00S,2023-01-03T01:35:29.3Z,3,REGULAR,substitution,out,[],201935,,,1610612755,72,70,2023-01-03T01:35:38Z,4150000,False,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT03M39.00S,2023-01-03T01:35:29.3Z,3,REGULAR,substitution,out,[],200782,,,1610612755,72,70,2023-01-03T01:35:38Z,4160000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT03M39.00S,2023-01-03T01:35:29.3Z,3,REGULAR,substitution,out,[],203468,,,1610612755,72,70,2023-01-03T01:35:38Z,4170000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT03M39.00S,2023-01-03T01:35:29.3Z,3,REGULAR,substitution,in,[],1627777,,,1610612755,72,70,2023-01-03T01:35:38Z,4180000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT03M39.00S,2023-01-03T01:35:29.3Z,3,REGULAR,substitution,in,[],1630178,,,1610612755,72,70,2023-01-03T01:35:38Z,4190000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT03M39.00S,2023-01-03T01:35:29.3Z,3,REGULAR,substitution,in,[],1628984,,,1610612755,72,70,2023-01-03T01:35:38Z,4200000,False,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT03M39.00S,2023-01-03T01:35:51.7Z,3,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,73,70,2023-01-03T01:35:51Z,4210000,False,,,0,,J. Embiid Free Throw 1 of 1 (29 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,29.0,,,,,,,,,,,,,,,,,
426,PT03M29.00S,2023-01-03T01:36:03.4Z,3,REGULAR,3pt,Jump Shot,[],1628984,29.48423127463863,78.43137254901961,1610612740,73,70,2023-01-03T01:36:08Z,4220000,False,-142.0,225.0,1,left,MISS D. Graham 26' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Left Center,26.59,Missed,,,,,,,,,,,,,,,,,,
427,PT03M26.00S,2023-01-03T01:36:06.4Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,73,70,2023-01-03T01:36:08Z,4230000,False,,,0,,J. Embiid REBOUND (Off:1 Def:8),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,,,426.0,9.0,8.0,1.0,,,,,,,,,,,
428,PT03M18.00S,2023-01-03T01:36:13.9Z,3,REGULAR,3pt,Jump Shot,[],1629001,65.62089356110381,45.09803921568627,1610612755,76,70,2023-01-03T01:36:19Z,4240000,False,-25.0,271.0,1,right,D. Melton 27' 3PT  (6 PTS) (J. Embiid 4 AST),"[1629001, 203954]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,27.18,Made,6.0,,,,,,,,J. Embiid,203954.0,4.0,,,,,,,
430,PT02M59.00S,2023-01-03T01:36:33.1Z,3,REGULAR,3pt,Jump Shot,[],1630230,12.401445466491452,96.32352941176471,1610612740,76,70,2023-01-03T01:36:38Z,4260000,False,-232.0,64.0,1,left,MISS N. Marshall 24' 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Left Corner 3,24+ Left,24.03,Missed,,,,,,,,,,,,,,,,,,
431,PT02M56.00S,2023-01-03T01:36:36.1Z,3,REGULAR,rebound,offensive,[],1628984,,,1610612740,76,70,2023-01-03T01:36:38Z,4270000,False,,,0,,D. Graham REBOUND (Off:1 Def:1),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Left Corner 3,24+ Left,,,,,,430.0,2.0,1.0,1.0,,,,,,,,,,,
432,PT02M47.00S,2023-01-03T01:36:45.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626195,7.933639947437584,47.30392156862745,1610612740,76,72,2023-01-03T01:36:49Z,4280000,False,13.0,22.0,1,left,W. Hernangomez Layup (6 PTS) (Z. Williamson 6 AST),"[1626195, 1629627]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,Restricted Area,0-8 Center,2.59,Made,6.0,,,,,,,,Z. Williamson,1629627.0,6.0,,,,,,,
434,PT02M33.00S,2023-01-03T01:37:01.1Z,3,REGULAR,foul,personal,['2freethrow'],1628984,,,1610612755,76,72,2023-01-03T01:37:21Z,4300000,False,,,0,,D. Graham shooting personal FOUL (2 PF) (Melton 2 FT),"[1628984, 1629001]",1610612740.0,NOP,shooting,,,Graham,D. Graham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627519.0,2.0,0.0,Melton,1629001.0,,
436,PT02M33.00S,2023-01-03T01:37:23.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,76,72,2023-01-03T01:37:23Z,4320000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT02M33.00S,2023-01-03T01:39:58.5Z,3,REGULAR,substitution,out,[],1630530,,,1610612755,76,72,2023-01-03T01:40:00Z,4330000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT02M33.00S,2023-01-03T01:39:58.5Z,3,REGULAR,substitution,in,[],1630700,,,1610612755,76,72,2023-01-03T01:40:00Z,4340000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT02M33.00S,2023-01-03T01:40:27.3Z,3,REGULAR,freethrow,1 of 2,[],1629001,,,1610612755,77,72,2023-01-03T01:40:27Z,4350000,False,,,0,,D. Melton Free Throw 1 of 2 (7 PTS),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
440,PT02M33.00S,2023-01-03T01:40:42.6Z,3,REGULAR,freethrow,2 of 2,[],1629001,,,1610612755,78,72,2023-01-03T01:40:42Z,4360000,False,,,0,,D. Melton Free Throw 2 of 2 (8 PTS),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
441,PT02M15.00S,2023-01-03T01:41:03.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,7.670827858081481,51.470588235294116,1610612740,78,74,2023-01-03T01:41:09Z,4370000,False,-7.0,20.0,1,left,N. Marshall driving Layup (2 PTS) (D. Graham 3 AST),"[1630230, 1628984]",1610612740.0,NOP,driving,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,2.1,Made,2.0,,,,,,,,D. Graham,1628984.0,3.0,,,,,,,
443,PT02M15.00S,2023-01-03T01:41:07.7Z,3,REGULAR,foul,personal,['1freethrow'],202699,,,1610612740,78,74,2023-01-03T01:41:13Z,4390000,False,,,0,,T. Harris shooting personal FOUL (1 PF) (Marshall 1 FT),"[202699, 1630230]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2882.0,1.0,0.0,Marshall,1630230.0,,
445,PT02M15.00S,2023-01-03T01:41:14.6Z,3,REGULAR,substitution,out,[],1629001,,,1610612740,78,74,2023-01-03T01:41:18Z,4410000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT02M15.00S,2023-01-03T01:41:14.6Z,3,REGULAR,substitution,in,[],1629003,,,1610612740,78,74,2023-01-03T01:41:18Z,4420000,False,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT02M15.00S,2023-01-03T01:41:33.0Z,3,REGULAR,freethrow,1 of 1,[],1630230,,,1610612740,78,75,2023-01-03T01:41:33Z,4430000,False,,,0,,N. Marshall Free Throw 1 of 1 (3 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
448,PT01M59.00S,2023-01-03T01:41:52.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,91.77069645203679,42.15686274509803,1610612755,78,75,2023-01-03T01:41:55Z,4440000,False,-39.0,25.0,1,right,MISS T. Maxey driving floating bank Shot,[1630178],1610612755.0,PHI,driving floating bank,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,4.64,Missed,,,,,,,,,,,,,,,,,,
449,PT01M57.00S,2023-01-03T01:41:54.0Z,3,REGULAR,rebound,defensive,[],1626195,,,1610612740,78,75,2023-01-03T01:41:55Z,4450000,False,,,0,,W. Hernangomez REBOUND (Off:3 Def:4),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,448.0,7.0,4.0,3.0,,,,,,,,,,,
450,PT01M48.00S,2023-01-03T01:42:02.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,12.401445466491452,44.85294117647059,1610612740,78,75,2023-01-03T01:42:08Z,4460000,False,26.0,64.0,1,left,MISS N. Marshall 6' driving floating Shot,[1630230],1610612740.0,NOP,driving floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,6.91,Missed,,,,,,,,,,,,,,,,,,
451,PT01M48.00S,2023-01-03T01:42:02.2Z,3,REGULAR,rebound,offensive,[],1626195,,,1610612740,78,75,2023-01-03T01:42:08Z,4470000,False,,,0,,W. Hernangomez REBOUND (Off:4 Def:4),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,450.0,8.0,4.0,4.0,,,,,,,,,,,
452,PT01M48.00S,2023-01-03T01:42:05.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626195,8.722076215505908,50.0,1610612740,78,77,2023-01-03T01:43:06Z,4480000,False,0.0,29.0,1,left,W. Hernangomez putback Layup (8 PTS),[1626195],1610612740.0,NOP,putback,,,Hernangomez,W. Hernangomez,,,,,Restricted Area,0-8 Center,2.95,Made,8.0,,,,,,,,,,,,,,,,,
453,PT01M48.00S,2023-01-03T01:42:10.5Z,3,REGULAR,foul,personal,['1freethrow'],1627777,,,1610612740,78,77,2023-01-03T01:42:17Z,4490000,False,,,0,,G. Niang shooting personal FOUL (2 PF) (Hernangomez 1 FT),"[1627777, 1626195]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627541.0,2.0,0.0,Hernangomez,1626195.0,,
455,PT01M48.00S,2023-01-03T01:42:32.7Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1626195,,,1610612740,78,78,2023-01-03T01:42:32Z,4510000,False,,,0,,W. Hernangomez Free Throw 1 of 1 (9 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
456,PT01M35.00S,2023-01-03T01:42:49.6Z,3,REGULAR,2pt,Jump Shot,[],203954,75.34494086727989,45.833333333333336,1610612755,80,78,2023-01-03T01:42:54Z,4520000,False,-21.0,179.0,1,right,J. Embiid 18' pullup Jump Shot (31 PTS) (T. Maxey 2 AST),"[203954, 1630178]",1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,18.05,Made,31.0,,,,,,,,T. Maxey,1630178.0,2.0,,,,,,,
458,PT01M25.00S,2023-01-03T01:42:59.6Z,3,REGULAR,3pt,Jump Shot,[],1630230,13.058475689881732,1.9607843137254974,1610612740,80,81,2023-01-03T01:43:04Z,4540000,False,240.0,70.0,1,left,N. Marshall 25' 3PT  (6 PTS) (Z. Williamson 7 AST),"[1630230, 1629627]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Right Corner 3,24+ Right,25.02,Made,6.0,,,,,,,,Z. Williamson,1629627.0,7.0,,,,,,,
460,PT01M10.00S,2023-01-03T01:43:17.7Z,3,REGULAR,foul,personal,['2freethrow'],1626195,,,1610612755,80,81,2023-01-03T01:43:21Z,4560000,False,,,0,,W. Hernangomez shooting personal FOUL (4 PF) (Embiid 2 FT),"[1626195, 203954]",1610612740.0,NOP,shooting,,,Hernangomez,W. Hernangomez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2882.0,4.0,0.0,Embiid,203954.0,,
462,PT01M10.00S,2023-01-03T01:43:45.6Z,3,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,81,81,2023-01-03T01:43:45Z,4580000,False,,,0,,J. Embiid Free Throw 1 of 2 (32 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,32.0,,,,,,,,,,,,,,,,,
463,PT01M10.00S,2023-01-03T01:43:46.3Z,3,REGULAR,substitution,out,[],1626195,,,1610612755,81,81,2023-01-03T01:43:50Z,4590000,False,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT01M10.00S,2023-01-03T01:43:46.3Z,3,REGULAR,substitution,in,[],202685,,,1610612755,81,81,2023-01-03T01:43:50Z,4600000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT01M10.00S,2023-01-03T01:44:10.8Z,3,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,82,81,2023-01-03T01:44:10Z,4610000,False,,,0,,J. Embiid Free Throw 2 of 2 (33 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,33.0,,,,,,,,,,,,,,,,,
466,PT00M54.50S,2023-01-03T01:44:28.9Z,3,REGULAR,3pt,Jump Shot,[],1628984,24.885019710906704,12.009803921568633,1610612740,82,81,2023-01-03T01:44:35Z,4620000,False,190.0,181.0,1,left,MISS D. Graham 26' step back 3PT,[1628984],1610612740.0,NOP,step back,,,Graham,D. Graham,,,,,Above the Break 3,24+ Right Center,26.27,Missed,,,,,,,,,,,,,,,,,,
467,PT00M51.60S,2023-01-03T01:44:31.8Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,82,81,2023-01-03T01:44:35Z,4630000,False,,,0,,T. Harris REBOUND (Off:0 Def:6),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,466.0,6.0,6.0,0.0,,,,,,,,,,,
468,PT00M38.50S,2023-01-03T01:44:45.0Z,3,REGULAR,2pt,Jump Shot,[],203954,72.84822601839684,50.49019607843137,1610612755,82,81,2023-01-03T01:44:50Z,4640000,False,2.0,203.0,1,right,MISS J. Embiid 20' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,20.27,Missed,,,,,,,,,,,,,,,,,,
469,PT00M36.20S,2023-01-03T01:44:47.3Z,3,REGULAR,rebound,defensive,[],1629627,,,1610612740,82,81,2023-01-03T01:44:50Z,4650000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:6),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,16-24 Center,,,,,,468.0,6.0,6.0,0.0,,,,,,,,,,,
470,PT00M29.30S,2023-01-03T01:44:54.2Z,3,REGULAR,3pt,Jump Shot,[],202685,34.477660972404735,50.0,1610612740,82,81,2023-01-03T01:45:02Z,4660000,False,0.0,272.0,1,left,MISS J. Valanciunas 27' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,27.16,Missed,,,,,,,,,,,,,,,,,,
471,PT00M26.20S,2023-01-03T01:44:57.3Z,3,REGULAR,rebound,defensive,[],1627777,,,1610612755,82,81,2023-01-03T01:45:02Z,4670000,False,,,0,,G. Niang REBOUND (Off:2 Def:2),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Center,,,,,,470.0,4.0,2.0,2.0,,,,,,,,,,,
472,PT00M24.10S,2023-01-03T01:45:00.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630178,94.26741130091985,51.470588235294116,1610612755,84,81,2023-01-03T01:45:09Z,4680000,False,7.0,1.0,1,right,T. Maxey running finger roll Layup (7 PTS) (G. Niang 2 AST),"[1630178, 1627777]",1610612755.0,PHI,running finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,0.75,Made,7.0,,,,,,,,G. Niang,1627777.0,2.0,,,,,,,
474,PT00M24.10S,2023-01-03T01:45:03.9Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202685,,,1610612755,84,81,2023-01-03T01:45:12Z,4700000,False,,,0,,J. Valanciunas shooting personal FOUL (4 PF) (Maxey 1 FT),"[202685, 1630178]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627519.0,4.0,0.0,Maxey,1630178.0,,
476,PT00M24.10S,2023-01-03T01:45:17.9Z,3,REGULAR,substitution,out,[],203954,,,1610612755,84,81,2023-01-03T01:45:47Z,4720000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT00M24.10S,2023-01-03T01:45:17.9Z,3,REGULAR,substitution,out,[],1629627,,,1610612755,84,81,2023-01-03T01:45:47Z,4730000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT00M24.10S,2023-01-03T01:45:17.9Z,3,REGULAR,substitution,in,[],1626149,,,1610612755,84,81,2023-01-03T01:45:47Z,4740000,False,,,0,,SUB in: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT00M24.10S,2023-01-03T01:45:17.9Z,3,REGULAR,substitution,in,[],1629637,,,1610612755,84,81,2023-01-03T01:45:47Z,4750000,False,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT00M24.10S,2023-01-03T01:45:40.6Z,3,REGULAR,substitution,out,[],1627777,,,1610612755,84,81,2023-01-03T01:45:47Z,4760000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT00M24.10S,2023-01-03T01:45:40.6Z,3,REGULAR,substitution,in,[],1629680,,,1610612755,84,81,2023-01-03T01:45:47Z,4770000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT00M24.10S,2023-01-03T01:45:46.5Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1630178,,,1610612755,84,81,2023-01-03T01:45:52Z,4780000,False,,,0,,MISS T. Maxey Free Throw 1 of 1,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
483,PT00M21.60S,2023-01-03T01:45:49.0Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,84,81,2023-01-03T01:45:52Z,4790000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:7),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,482.0,8.0,7.0,1.0,,,,,,,,,,,
484,PT00M03.70S,2023-01-03T01:46:05.5Z,3,REGULAR,3pt,Jump Shot,[],1628984,29.48423127463863,20.833333333333343,1610612740,84,81,2023-01-03T01:46:18Z,4800000,False,146.0,225.0,1,left,MISS D. Graham 26' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Right Center,26.79,Missed,,,,,,,,,,,,,,,,,,
485,PT00M03.70S,2023-01-03T01:46:05.5Z,3,REGULAR,rebound,offensive,[],1630230,,,1610612740,84,81,2023-01-03T01:46:18Z,4810000,False,,,0,,N. Marshall REBOUND (Off:1 Def:2),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,,,,,,484.0,3.0,2.0,1.0,,,,,,,,,,,
486,PT00M00.30S,2023-01-03T01:46:11.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630230,32.37516425755584,82.59803921568627,1610612740,84,81,2023-01-03T01:46:37Z,4820000,False,-163.0,252.0,1,left,MISS N. Marshall 30' 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,30.0,Missed,,,,,,,,,,,,,,,,,,
487,PT00M00.10S,2023-01-03T01:46:11.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,84,81,2023-01-03T01:46:37Z,4830000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,486.0,,,,,,,,,,,,,,
488,PT00M00.00S,2023-01-03T01:46:17.9Z,3,REGULAR,period,end,[],0,,,1610612740,84,81,2023-01-03T01:46:18Z,4840000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2023-01-03T01:46:30.7Z,4,REGULAR,substitution,out,['startperiod'],202699,,,1610612740,84,81,2023-01-03T01:48:45Z,4850000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2023-01-03T01:46:30.7Z,4,REGULAR,substitution,out,['startperiod'],1629680,,,1610612740,84,81,2023-01-03T01:48:45Z,4860000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2023-01-03T01:46:30.7Z,4,REGULAR,substitution,out,['startperiod'],1630700,,,1610612740,84,81,2023-01-03T01:48:45Z,4870000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2023-01-03T01:46:30.7Z,4,REGULAR,substitution,in,['startperiod'],201935,,,1610612740,84,81,2023-01-03T01:48:45Z,4880000,False,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT12M00.00S,2023-01-03T01:46:30.7Z,4,REGULAR,substitution,in,['startperiod'],1627777,,,1610612740,84,81,2023-01-03T01:48:45Z,4890000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2023-01-03T01:46:30.7Z,4,REGULAR,substitution,in,['startperiod'],203468,,,1610612740,84,81,2023-01-03T01:48:45Z,4900000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT12M00.00S,2023-01-03T01:48:55.5Z,4,REGULAR,period,start,[],0,,,1610612740,84,81,2023-01-03T01:48:55Z,4910000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT11M45.00S,2023-01-03T01:49:09.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,18.183311432325894,50.73529411764706,1610612740,84,83,2023-01-03T01:49:15Z,4920000,False,-4.0,118.0,1,left,J. Valanciunas 11' turnaround fadeaway Jump Shot (10 PTS) (D. Graham 4 AST),"[202685, 1628984]",1610612740.0,NOP,turnaround fadeaway,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,11.85,Made,10.0,,,,,,,,D. Graham,1628984.0,4.0,,,,,,,
498,PT11M25.00S,2023-01-03T01:49:29.1Z,4,REGULAR,3pt,Jump Shot,[],201935,69.69448094612352,70.09803921568627,1610612755,87,83,2023-01-03T01:49:35Z,4940000,False,100.0,232.0,1,right,J. Harden 25' 3PT  (19 PTS) (G. Niang 3 AST),"[201935, 1627777]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,25.32,Made,19.0,,,,,,,,G. Niang,1627777.0,3.0,,,,,,,
500,PT11M06.00S,2023-01-03T01:49:51.5Z,4,REGULAR,foul,offensive,[],202685,,,1610612740,87,83,2023-01-03T01:49:58Z,4960000,False,,,0,,J. Valanciunas offensive FOUL (5 PF),"[202685, 1626149]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,2882.0,5.0,0.0,Harrell,1626149.0,,
502,PT11M06.00S,2023-01-03T01:49:51.5Z,4,REGULAR,turnover,offensive foul,[],202685,,,1610612740,87,83,2023-01-03T01:49:51Z,4980000,False,,,0,,J. Valanciunas offensive foul TURNOVER (1 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,1.0,,,,2882.0,,,,,,
503,PT10M56.00S,2023-01-03T01:50:15.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201935,67.06636005256242,39.21568627450981,1610612755,87,83,2023-01-03T01:50:21Z,4990000,False,-54.0,257.0,1,right,MISS J. Harden 26' pullup 3PT,[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,26.27,Missed,,,,,,,,,,,,,,,,,,
