actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
86,PT03M47.00S,2023-04-05T00:18:33.4Z,1,REGULAR,substitution,out,[],201935,,,1610612755,17,16,2023-04-05T00:18:51Z,860000,False,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT03M47.00S,2023-04-05T00:18:33.4Z,1,REGULAR,substitution,out,[],200782,,,1610612755,17,16,2023-04-05T00:18:51Z,870000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M47.00S,2023-04-05T00:18:33.4Z,1,REGULAR,substitution,out,[],1628401,,,1610612755,17,16,2023-04-05T00:18:51Z,880000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M47.00S,2023-04-05T00:18:33.4Z,1,REGULAR,substitution,out,[],1629684,,,1610612755,17,16,2023-04-05T00:18:51Z,890000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M47.00S,2023-04-05T00:18:33.4Z,1,REGULAR,substitution,in,[],1629001,,,1610612755,17,16,2023-04-05T00:18:51Z,900000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M47.00S,2023-04-05T00:18:33.4Z,1,REGULAR,substitution,in,[],1627777,,,1610612755,17,16,2023-04-05T00:18:51Z,910000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M47.00S,2023-04-05T00:18:33.4Z,1,REGULAR,substitution,in,[],1630573,,,1610612755,17,16,2023-04-05T00:18:51Z,920000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M47.00S,2023-04-05T00:18:33.4Z,1,REGULAR,substitution,in,[],1628436,,,1610612755,17,16,2023-04-05T00:18:51Z,930000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M47.00S,2023-04-05T00:19:02.0Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,18,16,2023-04-05T00:19:02Z,940000,False,,,0,,J. Embiid Free Throw 2 of 2 (11 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,
95,PT03M34.00S,2023-04-05T00:19:15.8Z,1,REGULAR,3pt,Jump Shot,[],1627763,69.20170827858082,24.509803921568626,1610612738,18,19,2023-04-05T00:19:21Z,950000,False,-127.0,237.0,1,right,M. Brogdon 26' 3PT pullup (5 PTS),[1627763],1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,,,,,,,Made,5.0,26.91,,,,,,,,,,,
96,PT03M15.00S,2023-04-05T00:19:33.8Z,1,REGULAR,3pt,Jump Shot,[],202699,33.590670170827856,48.03921568627451,1610612755,18,19,2023-04-05T00:19:38Z,960000,False,10.0,263.0,1,left,MISS T. Harris 26' pullup 3PT,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,,,,,,,Missed,,26.35,,,,,,,,,,,
97,PT03M12.00S,2023-04-05T00:19:36.8Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612738,18,19,2023-04-05T00:19:38Z,970000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,,,,,,,,,,96.0,1.0,1.0,0.0,,,,,,,
98,PT03M06.00S,2023-04-05T00:19:43.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627763,91.93495400788436,42.8921568627451,1610612738,18,19,2023-04-05T00:19:50Z,980000,False,-36.0,23.0,1,right,MISS M. Brogdon turnaround Hook,[1627763],1610612738.0,BOS,turnaround,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,,,,,Missed,,4.25,,,,,,,,,,,
99,PT03M04.00S,2023-04-05T00:19:45.9Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,18,19,2023-04-05T00:19:50Z,990000,False,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,98.0,3.0,3.0,0.0,,,,,,,
100,PT02M58.00S,2023-04-05T00:19:51.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202699,5.863994743758213,51.225490196078425,1610612755,18,19,2023-04-05T00:20:08Z,1000000,False,-6.0,3.0,1,left,MISS T. Harris running Layup,[202699],1610612755.0,PHI,running,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,Missed,,0.66,,,,,,,,,,,
101,PT02M53.00S,2023-04-05T00:19:56.5Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,18,19,2023-04-05T00:20:08Z,1010000,False,,,0,,J. Embiid REBOUND (Off:2 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,100.0,5.0,3.0,2.0,,,,,,,
102,PT02M53.00S,2023-04-05T00:19:56.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,5.590000152587891,50.0,1610612755,20,19,2023-04-05T00:19:56Z,1020000,False,0.0,0.0,1,left,J. Embiid putback Layup (13 PTS),[203954],1610612755.0,PHI,putback,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,,,,,,,Made,13.0,0.0,,,,,,,,,,,
103,PT02M43.00S,2023-04-05T00:20:12.0Z,1,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,20,19,2023-04-05T00:20:18Z,1030000,False,,,0,,J. Tatum step out-of-bounds TURNOVER (2 TO),[1628369],1610612738.0,BOS,step,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,2715.0,2.0,,,,,,,,,,,,,,,,,,
104,PT02M43.00S,2023-04-05T00:20:16.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,20,19,2023-04-05T00:20:16Z,1040000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M43.00S,2023-04-05T00:22:55.9Z,1,REGULAR,substitution,out,[],201143,,,1610612755,20,19,2023-04-05T00:23:15Z,1050000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M43.00S,2023-04-05T00:22:55.9Z,1,REGULAR,substitution,in,[],203488,,,1610612755,20,19,2023-04-05T00:23:15Z,1060000,False,,,0,,SUB in: M. Muscala,[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M43.00S,2023-04-05T00:23:21.0Z,1,REGULAR,substitution,out,[],202699,,,1610612755,20,19,2023-04-05T00:23:25Z,1070000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M43.00S,2023-04-05T00:23:21.0Z,1,REGULAR,substitution,in,[],1629667,,,1610612755,20,19,2023-04-05T00:23:25Z,1080000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M25.00S,2023-04-05T00:23:51.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203954,17.427726675427067,63.725490196078425,1610612755,22,19,2023-04-05T00:26:33Z,1090000,False,-69.0,111.0,1,left,J. Embiid 13' pullup Jump Shot (15 PTS),[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,Made,15.0,13.07,,,,,,,,,,,
113,PT02M04.00S,2023-04-05T00:24:11.3Z,1,REGULAR,3pt,Jump Shot,[],1628369,67.62483574244416,28.921568627450984,1610612738,22,19,2023-04-05T00:24:18Z,1110000,False,-105.0,252.0,1,right,MISS J. Tatum 27' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,Missed,,27.3,,,,,,,,,,,
114,PT02M01.00S,2023-04-05T00:24:14.5Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,22,19,2023-04-05T00:24:14Z,1120000,False,,,0,,J. Embiid REBOUND (Off:2 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,113.0,6.0,4.0,2.0,,,,,,,
117,PT01M46.00S,2023-04-05T00:24:29.4Z,1,REGULAR,3pt,Jump Shot,[],1629667,6.915243101182654,99.01960784313727,1610612755,25,19,2023-04-05T00:24:35Z,1130000,False,-245.0,13.0,1,left,J. McDaniels 24' 3PT  (3 PTS) (J. Embiid 1 AST),"[1629667, 203954]",1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,,,,,,,Made,3.0,24.54,,,,,J. Embiid,203954.0,1.0,,,,
119,PT01M30.00S,2023-04-05T00:24:45.2Z,1,REGULAR,3pt,Jump Shot,[],203488,87.99277266754271,5.392156862745098,1610612738,25,19,2023-04-05T00:24:50Z,1150000,False,-223.0,60.0,1,right,MISS M. Muscala 3PT,[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,Left Corner 3,24+ Left,,,,,,,Missed,,23.1,,,,,,,,,,,
120,PT01M28.00S,2023-04-05T00:24:47.2Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612755,25,19,2023-04-05T00:24:50Z,1160000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Left Corner 3,24+ Left,,,,,,,,,,119.0,1.0,1.0,0.0,,,,,,,
121,PT01M18.00S,2023-04-05T00:24:56.8Z,1,REGULAR,2pt,Jump Shot,[],1630178,14.4053876478318,33.57843137254902,1610612755,25,19,2023-04-05T00:25:03Z,1170000,False,82.0,83.0,1,left,MISS T. Maxey 11' floating Shot,[1630178],1610612755.0,PHI,floating,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Right,,,,,,,Missed,,11.67,,,,,,,,,,,
122,PT01M15.00S,2023-04-05T00:24:59.8Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612738,25,19,2023-04-05T00:25:03Z,1180000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:2),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Right,,,,,,,,,,121.0,2.0,2.0,0.0,,,,,,,
123,PT01M05.00S,2023-04-05T00:25:11.3Z,1,REGULAR,turnover,bad pass,[],1627763,,,1610612738,25,19,2023-04-05T00:25:15Z,1190000,False,,,0,,M. Brogdon bad pass TURNOVER (1 TO),"[1627763, 1629001]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Center,,1.0,,,,,,,,,,,,,,,Melton,1629001.0,,
124,PT01M05.00S,2023-04-05T00:25:11.3Z,1,REGULAR,steal,,[],1629001,,,1610612755,25,19,2023-04-05T00:25:13Z,1200000,False,,,0,,D. Melton STEAL (1 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
125,PT00M57.40S,2023-04-05T00:25:19.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630178,7.046649145860711,45.83333333333333,1610612755,25,19,2023-04-05T00:25:24Z,1210000,False,21.0,14.0,1,left,MISS T. Maxey driving Layup,[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,Missed,,2.49,,,,,,,,,,,
126,PT00M55.30S,2023-04-05T00:25:21.3Z,1,REGULAR,rebound,defensive,[],203488,,,1610612738,25,19,2023-04-05T00:25:24Z,1220000,False,,,0,,M. Muscala REBOUND (Off:0 Def:1),[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,Restricted Area,0-8 Center,,,,,,,,,,125.0,1.0,1.0,0.0,,,,,,,
128,PT00M45.50S,2023-04-05T00:25:33.4Z,1,REGULAR,foul,personal,[],1630178,,,1610612738,25,19,2023-04-05T00:25:44Z,1240000,False,,,0,,T. Maxey personal FOUL (1 PF),"[1630178, 1627763]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Left,2715.0,,1.0,0.0,Brogdon,1627763.0,,,,,,,,,,,,,,
130,PT00M45.50S,2023-04-05T00:25:46.9Z,1,REGULAR,substitution,out,[],1630573,,,1610612738,25,19,2023-04-05T00:25:50Z,1260000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT00M45.50S,2023-04-05T00:25:46.9Z,1,REGULAR,substitution,in,[],203935,,,1610612738,25,19,2023-04-05T00:25:50Z,1270000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT00M35.30S,2023-04-05T00:26:05.3Z,1,REGULAR,3pt,Jump Shot,[],1627763,68.41327201051249,65.68627450980392,1610612738,25,19,2023-04-05T00:29:52Z,1280000,False,78.0,244.0,1,right,MISS M. Brogdon 25' pullup 3PT,[1627763],1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,,,,,,,Missed,,25.67,,,,,,,,,,,
133,PT00M33.80S,2023-04-05T00:26:06.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,25,19,2023-04-05T00:26:14Z,1290000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,132.0,,,,,,,,,,
134,PT00M33.80S,2023-04-05T00:26:12.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203954,,,1610612738,25,19,2023-04-05T00:26:20Z,1300000,False,,,0,,J. Embiid loose ball personal FOUL (1 PF) (Tatum 2 FT),"[203954, 1628369]",1610612755.0,PHI,loose ball,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1155.0,,1.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,
136,PT00M33.80S,2023-04-05T00:26:32.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628369,,,1610612738,25,20,2023-04-05T00:26:32Z,1320000,False,,,0,,J. Tatum Free Throw 1 of 2 (8 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,
137,PT00M33.80S,2023-04-05T00:26:40.9Z,1,REGULAR,substitution,out,[],1628436,,,1610612738,25,20,2023-04-05T00:26:45Z,1330000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT00M33.80S,2023-04-05T00:26:40.9Z,1,REGULAR,substitution,in,[],1629684,,,1610612738,25,20,2023-04-05T00:26:45Z,1340000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT00M33.80S,2023-04-05T00:26:32.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628369,,,1610612738,25,20,2023-04-05T00:26:59Z,1350000,False,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
140,PT00M32.00S,2023-04-05T00:26:34.4Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,25,20,2023-04-05T00:26:59Z,1360000,False,,,0,,J. Embiid REBOUND (Off:2 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,139.0,7.0,5.0,2.0,,,,,,,
141,PT00M14.70S,2023-04-05T00:27:18.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,6.652431011826544,54.65686274509803,1610612755,27,20,2023-04-05T00:27:28Z,1370000,False,-23.0,10.0,1,left,J. Embiid driving Layup (17 PTS),[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,Made,17.0,2.54,,,,,,,,,,,
142,PT00M14.70S,2023-04-05T00:27:21.6Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629684,,,1610612755,27,20,2023-04-05T00:27:28Z,1380000,False,,,0,,G. Williams shooting personal FOUL (2 PF) (Embiid 1 FT),"[1629684, 203954]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,1155.0,,2.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,
144,PT00M14.70S,2023-04-05T00:27:49.6Z,1,REGULAR,substitution,out,[],1627777,,,1610612755,27,20,2023-04-05T00:32:33Z,1400000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M14.70S,2023-04-05T00:27:49.6Z,1,REGULAR,substitution,in,[],1627863,,,1610612755,27,20,2023-04-05T00:32:33Z,1410000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M14.70S,2023-04-05T00:28:09.8Z,1,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,28,20,2023-04-05T00:28:09Z,1420000,False,,,0,,J. Embiid Free Throw 1 of 1 (18 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,Made,18.0,,,,,,,,,,,,
147,PT00M04.10S,2023-04-05T00:28:22.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,85.23324572930355,57.84313725490197,1610612738,28,22,2023-04-05T00:28:33Z,1430000,False,39.0,86.0,1,right,M. Brogdon 9' step back Jump Shot (7 PTS),[1627763],1610612738.0,BOS,step back,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Made,7.0,9.48,,,,,,,,,,,
148,PT00M00.00S,2023-04-05T00:28:34.8Z,1,REGULAR,period,end,[],0,,,1610612755,28,22,2023-04-05T00:28:34Z,1440000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2023-04-05T00:28:48.1Z,2,REGULAR,substitution,out,['startperiod'],1630178,,,1610612755,28,22,2023-04-05T00:31:33Z,1450000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2023-04-05T00:28:48.1Z,2,REGULAR,substitution,out,['startperiod'],203954,,,1610612755,28,22,2023-04-05T00:31:33Z,1460000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2023-04-05T00:28:48.1Z,2,REGULAR,substitution,out,['startperiod'],1627863,,,1610612755,28,22,2023-04-05T00:31:33Z,1470000,False,,,0,,SUB out: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2023-04-05T00:28:48.1Z,2,REGULAR,substitution,out,['startperiod'],1628369,,,1610612755,28,22,2023-04-05T00:31:33Z,1480000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2023-04-05T00:28:48.1Z,2,REGULAR,substitution,out,['startperiod'],1629684,,,1610612755,28,22,2023-04-05T00:31:33Z,1490000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2023-04-05T00:28:48.1Z,2,REGULAR,substitution,in,['startperiod'],1627777,,,1610612755,28,22,2023-04-05T00:31:33Z,1500000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-04-05T00:28:48.1Z,2,REGULAR,substitution,in,['startperiod'],1630194,,,1610612755,28,22,2023-04-05T00:31:33Z,1510000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-04-05T00:28:48.1Z,2,REGULAR,substitution,in,['startperiod'],201935,,,1610612755,28,22,2023-04-05T00:31:33Z,1520000,False,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-04-05T00:28:48.1Z,2,REGULAR,substitution,in,['startperiod'],1628436,,,1610612755,28,22,2023-04-05T00:31:33Z,1530000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-04-05T00:28:48.1Z,2,REGULAR,substitution,in,['startperiod'],1628401,,,1610612755,28,22,2023-04-05T00:31:33Z,1540000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2023-04-05T00:32:12.3Z,2,REGULAR,period,start,[],0,,,1610612755,28,22,2023-04-05T00:32:12Z,1550000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M41.00S,2023-04-05T00:32:30.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627777,14.011169513797633,40.44117647058824,1610612755,28,22,2023-04-05T00:32:35Z,1560000,False,48.0,79.0,1,left,MISS G. Niang 9' driving floating Shot,[1627777],1610612755.0,PHI,driving floating,,,Niang,G. Niang,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Missed,,9.25,,,,,,,,,,,
161,PT11M41.00S,2023-04-05T00:32:30.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,28,22,2023-04-05T00:32:35Z,1570000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,160.0,,,,,,,,,,
163,PT11M21.00S,2023-04-05T00:32:57.0Z,2,REGULAR,turnover,lost ball,[],1628401,,,1610612738,28,22,2023-04-05T00:33:02Z,1590000,False,,,0,,D. White lost ball TURNOVER (1 TO),"[1628401, 201935]",1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,8-16 Left,,1.0,,,,,,,,,,,,,,,Harden,201935.0,,
164,PT11M21.00S,2023-04-05T00:32:57.0Z,2,REGULAR,steal,,[],201935,,,1610612755,28,22,2023-04-05T00:32:59Z,1600000,False,,,0,,J. Harden STEAL (1 STL),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
165,PT11M11.00S,2023-04-05T00:33:06.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629001,10.85742444152431,40.44117647058824,1610612755,28,22,2023-04-05T00:33:48Z,1610000,False,48.0,50.0,1,left,MISS D. Melton 6' driving floating Shot,[1629001],1610612755.0,PHI,driving floating,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Missed,,6.89,,,,,,,,,,,
166,PT11M08.00S,2023-04-05T00:33:09.8Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,28,22,2023-04-05T00:33:48Z,1620000,False,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,165.0,2.0,2.0,0.0,,,,,,,
167,PT11M04.00S,2023-04-05T00:33:19.9Z,2,REGULAR,foul,personal,['2freethrow'],1629001,,,1610612738,28,22,2023-04-05T00:33:29Z,1630000,False,,,0,,D. Melton shooting personal FOUL (1 PF) (White 2 FT),"[1629001, 1628401]",1610612755.0,PHI,shooting,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,1155.0,,1.0,0.0,White,1628401.0,,,,,,,,,,,,,,
169,PT11M04.00S,2023-04-05T00:33:48.0Z,2,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,28,23,2023-04-05T00:34:25Z,1650000,False,,,0,,D. White Free Throw 1 of 2 (4 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
170,PT11M04.00S,2023-04-05T00:33:48.0Z,2,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,28,24,2023-04-05T00:34:25Z,1660000,False,,,0,,D. White Free Throw 2 of 2 (5 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
171,PT10M45.00S,2023-04-05T00:34:24.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,7.5722733245729295,57.107843137254896,1610612755,28,24,2023-04-05T00:34:29Z,1670000,False,-36.0,19.0,1,left,MISS J. Harden driving finger roll Layup,[201935],1610612755.0,PHI,driving finger roll,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,Missed,,4.01,,,,,,,,,,,
172,PT10M42.00S,2023-04-05T00:34:27.9Z,2,REGULAR,rebound,defensive,[],203488,,,1610612738,28,24,2023-04-05T00:34:29Z,1680000,False,,,0,,M. Muscala REBOUND (Off:0 Def:2),[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,Restricted Area,0-8 Center,,,,,,,,,,171.0,2.0,2.0,0.0,,,,,,,
