actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
85,PT06M52.00S,2023-02-24T00:47:16.4Z,1,REGULAR,steal,,[],201935,,,1610612755,12,14,2023-02-24T00:47:18Z,850000,False,,,0,,J. Harden STEAL (1 STL),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
86,PT06M36.00S,2023-02-24T00:47:32.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203954,22.125492772667542,47.05882352941176,1610612755,12,14,2023-02-24T00:47:36Z,860000,False,15.0,155.0,1,left,MISS J. Embiid 15' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,15.62,Missed,,,,,,,,,,,,,,,,,,
87,PT06M33.00S,2023-02-24T00:47:35.1Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,12,14,2023-02-24T00:47:36Z,870000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,8-16 Center,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,,
88,PT06M29.00S,2023-02-24T00:47:38.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,65.3580814717477,46.32352941176471,1610612763,12,17,2023-02-24T00:47:44Z,880000,False,-18.0,273.0,1,right,D. Bane 27' 3PT running pullup (8 PTS),[1630217],1610612763.0,MEM,running pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,27.37,Made,,,,,,,,,,,,,8.0,,,,,
89,PT06M11.00S,2023-02-24T00:47:58.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,6.8823915900131425,47.549019607843135,1610612755,12,17,2023-02-24T00:48:02Z,890000,False,12.0,12.0,1,left,MISS T. Maxey driving Layup,[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.73,Missed,,,,,,,,,,,,,,,,,,
90,PT06M08.00S,2023-02-24T00:48:01.0Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,12,17,2023-02-24T00:48:02Z,900000,False,,,0,,J. Morant REBOUND (Off:0 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,89.0,1.0,1.0,0.0,,,,,,,,,,,,,,
91,PT06M03.00S,2023-02-24T00:48:06.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,70.08869908015768,78.43137254901961,1610612763,12,20,2023-02-24T00:48:18Z,910000,False,142.0,229.0,1,right,D. Bane 26' 3PT running pullup (11 PTS) (D. Brooks 2 AST),"[1630217, 1628415]",1610612763.0,MEM,running pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,26.93,Made,,,,,,,,,,,,,11.0,D. Brooks,1628415.0,2.0,,
93,PT05M36.00S,2023-02-24T00:48:31.9Z,1,REGULAR,2pt,Jump Shot,[],201935,14.37253613666229,30.637254901960787,1610612755,12,20,2023-02-24T00:48:36Z,930000,False,97.0,83.0,1,left,MISS J. Harden 12' step back Shot,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,12.73,Missed,,,,,,,,,,,,,,,,,,
94,PT05M33.00S,2023-02-24T00:48:34.9Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,12,20,2023-02-24T00:48:36Z,940000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Right,,,93.0,3.0,3.0,0.0,,,,,,,,,,,,,,
95,PT05M28.00S,2023-02-24T00:48:40.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628415,85.3318002628121,95.34313725490196,1610612763,12,20,2023-02-24T00:49:12Z,950000,False,227.0,85.0,1,right,MISS D. Brooks 24' running 3PT,[1628415],1610612763.0,MEM,running,,,Brooks,D. Brooks,,,,,Right Corner 3,24+ Right,24.23,Missed,,,,,,,,,,,,,,,,,,
96,PT05M25.00S,2023-02-24T00:48:43.4Z,1,REGULAR,rebound,offensive,[],1630214,,,1610612763,12,20,2023-02-24T00:49:03Z,960000,False,,,0,,X. Tillman REBOUND (Off:1 Def:0),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Right Corner 3,24+ Right,,,95.0,1.0,0.0,1.0,,,,,,,,,,,,,,
97,PT05M20.00S,2023-02-24T00:48:48.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630214,93.34756898817345,53.67647058823529,1610612763,12,20,2023-02-24T00:48:53Z,970000,False,18.0,10.0,1,right,MISS X. Tillman cutting Layup - blocked,"[1630214, 203954]",1610612763.0,MEM,cutting,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,2.09,Missed,,,,,Embiid,203954.0,,,,,,,,,,,,
98,PT05M20.00S,2023-02-24T00:48:48.5Z,1,REGULAR,block,,[],203954,,,1610612763,12,20,2023-02-24T00:48:51Z,980000,False,,,0,,J. Embiid BLOCK (2 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
99,PT05M16.00S,2023-02-24T00:48:52.5Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,12,20,2023-02-24T00:48:53Z,990000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,97.0,1.0,1.0,0.0,,,,,,,,,,,,,,
100,PT05M09.00S,2023-02-24T00:49:01.2Z,1,REGULAR,foul,personal,[],1628415,,,1610612755,12,20,2023-02-24T00:49:13Z,1000000,False,,,0,,D. Brooks personal FOUL (2 PF),"[1628415, 203954]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Right,,,,,,,,,2715.0,2.0,0.0,Embiid,203954.0,,,,,,,
102,PT05M09.00S,2023-02-24T00:49:19.5Z,1,REGULAR,substitution,out,[],1628991,,,1610612755,12,20,2023-02-24T00:49:24Z,1020000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M09.00S,2023-02-24T00:49:19.5Z,1,REGULAR,substitution,in,[],1630583,,,1610612755,12,20,2023-02-24T00:49:24Z,1040000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT05M09.00S,2023-02-24T00:49:19.5Z,1,REGULAR,substitution,in,[],1629723,,,1610612755,12,20,2023-02-24T00:49:24Z,1050000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT05M09.00S,2023-02-24T00:49:19.5Z,1,REGULAR,substitution,out,[],1628415,,,1610612755,12,20,2023-02-24T00:51:36Z,1055000,False,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT05M09.00S,2023-02-24T00:49:25.9Z,1,REGULAR,substitution,out,[],202699,,,1610612755,12,20,2023-02-24T00:49:29Z,1060000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT05M09.00S,2023-02-24T00:49:25.9Z,1,REGULAR,substitution,in,[],1627777,,,1610612755,12,20,2023-02-24T00:49:29Z,1070000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT05M06.00S,2023-02-24T00:49:42.0Z,1,REGULAR,turnover,lost ball,[],1629001,,,1610612755,12,20,2023-02-24T00:57:21Z,1080000,False,,,0,,D. Melton lost ball TURNOVER (1 TO),"[1629001, 1629630]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1.0,,,,,Morant,1629630.0
109,PT05M06.00S,2023-02-24T00:49:42.0Z,1,REGULAR,steal,,[],1629630,,,1610612763,12,20,2023-02-24T00:49:44Z,1090000,False,,,0,,J. Morant STEAL (1 STL),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
110,PT05M03.00S,2023-02-24T00:49:46.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629001,,,1610612763,12,20,2023-02-24T00:49:59Z,1100000,False,,,0,,D. Melton personal FOUL (2 PF) (Morant 2 FT),"[1629001, 1629630]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,101283.0,2.0,0.0,Morant,1629630.0,,,,,,,
112,PT05M03.00S,2023-02-24T00:50:11.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629630,,,1610612763,12,20,2023-02-24T00:57:04Z,1120000,False,,,0,,MISS J. Morant Free Throw 1 of 2,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
113,PT05M03.00S,2023-02-24T00:50:11.9Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612763,12,20,2023-02-24T00:57:04Z,1130000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,112.0,,,,,,,,,,,,,,,,,
114,PT05M03.00S,2023-02-24T00:50:16.5Z,1,REGULAR,substitution,out,[],1629001,,,1610612763,12,20,2023-02-24T00:50:22Z,1140000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT05M03.00S,2023-02-24T00:50:16.5Z,1,REGULAR,substitution,in,[],1629667,,,1610612763,12,20,2023-02-24T00:50:22Z,1150000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT05M03.00S,2023-02-24T00:50:11.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629630,,,1610612763,12,21,2023-02-24T00:57:04Z,1160000,False,,,0,,J. Morant Free Throw 2 of 2 (3 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
117,PT04M44.00S,2023-02-24T00:50:54.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,17.394875164257556,58.82352941176471,1610612755,12,21,2023-02-24T00:51:00Z,1170000,False,-44.0,111.0,1,left,MISS J. Embiid 11' step back Shot,[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,11.94,Missed,,,,,,,,,,,,,,,,,,
118,PT04M39.00S,2023-02-24T00:50:59.1Z,1,REGULAR,rebound,offensive,[],1629667,,,1610612755,12,21,2023-02-24T00:51:00Z,1180000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:0),[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,117.0,1.0,0.0,1.0,,,,,,,,,,,,,,
119,PT04M39.00S,2023-02-24T00:50:59.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629667,5.590000152587891,50.0,1610612755,12,21,2023-02-24T00:51:01Z,1190000,False,0.0,0.0,1,left,MISS J. McDaniels tip Layup,[1629667],1610612755.0,PHI,tip,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
120,PT04M39.00S,2023-02-24T00:50:59.3Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,12,21,2023-02-24T00:51:01Z,1200000,False,,,0,,J. Morant REBOUND (Off:0 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,119.0,2.0,2.0,0.0,,,,,,,,,,,,,,
121,PT04M32.00S,2023-02-24T00:51:06.6Z,1,REGULAR,3pt,Jump Shot,[],1630217,65.3580814717477,33.82352941176471,1610612763,12,24,2023-02-24T00:51:22Z,1210000,False,-81.0,273.0,1,right,D. Bane 28' 3PT pullup (14 PTS) (J. Morant 1 AST),"[1630217, 1629630]",1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,28.48,Made,,,,,,,,,,,,,14.0,J. Morant,1629630.0,1.0,,
123,PT04M31.00S,2023-02-24T00:52:01.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,12,24,2023-02-24T00:52:01Z,1220000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT04M31.00S,2023-02-24T00:53:44.1Z,1,REGULAR,substitution,out,[],201935,,,1610612755,12,24,2023-02-24T00:53:59Z,1230000,False,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT04M31.00S,2023-02-24T00:53:44.1Z,1,REGULAR,substitution,in,[],1629003,,,1610612755,12,24,2023-02-24T00:53:59Z,1240000,False,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT04M12.00S,2023-02-24T00:54:51.5Z,1,REGULAR,3pt,Jump Shot,[],1627777,31.061103810775293,74.26470588235294,1610612755,15,24,2023-02-24T00:54:55Z,1250000,False,-121.0,239.0,1,left,G. Niang 26' 3PT  (3 PTS) (S. Milton 1 AST),"[1627777, 1629003]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,26.85,Made,,,,,,,,,,,,,3.0,S. Milton,1629003.0,1.0,,
131,PT03M57.00S,2023-02-24T00:55:08.8Z,1,REGULAR,turnover,out-of-bounds,[],1630214,,,1610612763,15,24,2023-02-24T00:55:12Z,1270000,False,,,0,,X. Tillman bad pass out-of-bounds TURNOVER (1 TO),[1630214],1610612763.0,MEM,bad pass,,,Tillman,X. Tillman,,,,,Mid-Range,16-24 Left Center,,,,,,,,,202035.0,,,,,1.0,,,,,,
132,PT03M46.00S,2023-02-24T00:55:24.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627777,29.221419185282528,16.666666666666657,1610612755,15,24,2023-02-24T00:55:27Z,1280000,False,167.0,222.0,1,left,MISS G. Niang 27' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,27.78,Missed,,,,,,,,,,,,,,,,,,
133,PT03M44.00S,2023-02-24T00:55:26.6Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,15,24,2023-02-24T00:55:26Z,1290000,False,,,0,,J. Morant REBOUND (Off:0 Def:3),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,,,132.0,3.0,3.0,0.0,,,,,,,,,,,,,,
135,PT03M33.00S,2023-02-24T00:55:47.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630178,,,1610612763,15,24,2023-02-24T00:55:54Z,1310000,False,,,0,,T. Maxey personal FOUL (1 PF) (Morant 2 FT),"[1630178, 1629630]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2715.0,1.0,0.0,Morant,1629630.0,,,,,,,
137,PT03M33.00S,2023-02-24T00:56:15.4Z,1,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,15,25,2023-02-24T00:56:15Z,1330000,False,,,0,,J. Morant Free Throw 1 of 2 (4 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,,,,,,,,,,4.0,,,,,
138,PT03M33.00S,2023-02-24T00:56:36.2Z,1,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,15,26,2023-02-24T00:56:36Z,1340000,False,,,0,,J. Morant Free Throw 2 of 2 (5 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,,,,,,,,,,5.0,,,,,
139,PT03M23.00S,2023-02-24T00:56:49.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630214,,,1610612755,15,26,2023-02-24T00:56:56Z,1350000,False,,,0,,X. Tillman shooting personal FOUL (1 PF) (Embiid 2 FT),"[1630214, 203954]",1610612763.0,MEM,shooting,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,202035.0,1.0,0.0,Embiid,203954.0,,,,,,,
141,PT03M23.00S,2023-02-24T00:57:15.2Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,16,26,2023-02-24T00:57:15Z,1370000,False,,,0,,J. Embiid Free Throw 1 of 2 (2 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
142,PT03M23.00S,2023-02-24T00:57:32.1Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,17,26,2023-02-24T00:57:32Z,1380000,False,,,0,,J. Embiid Free Throw 2 of 2 (3 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
143,PT03M12.00S,2023-02-24T00:57:47.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629667,,,1610612763,17,26,2023-02-24T01:07:45Z,1390000,False,,,0,,J. McDaniels personal FOUL (1 PF) (Tillman 2 FT),"[1629667, 1630214]",1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,2715.0,1.0,0.0,Tillman,1630214.0,,,,,,,
145,PT03M12.00S,2023-02-24T00:58:15.0Z,1,REGULAR,freethrow,1 of 2,[],1630214,,,1610612763,17,27,2023-02-24T01:07:40Z,1410000,False,,,0,,X. Tillman Free Throw 1 of 2 (1 PTS),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
146,PT03M12.00S,2023-02-24T00:58:18.0Z,1,REGULAR,substitution,out,[],1629630,,,1610612763,17,27,2023-02-24T00:58:21Z,1420000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT03M12.00S,2023-02-24T00:58:18.0Z,1,REGULAR,substitution,in,[],1626145,,,1610612763,17,27,2023-02-24T00:58:21Z,1430000,False,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT03M12.00S,2023-02-24T00:58:15.0Z,1,REGULAR,freethrow,2 of 2,[],1630214,,,1610612763,17,28,2023-02-24T01:07:40Z,1440000,False,,,0,,X. Tillman Free Throw 2 of 2 (2 PTS),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
149,PT03M03.00S,2023-02-24T00:58:45.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626145,,,1610612755,17,28,2023-02-24T00:58:53Z,1450000,False,,,0,,T. Jones shooting personal FOUL (1 PF) (McDaniels 2 FT),"[1626145, 1629667]",1610612763.0,MEM,shooting,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,2715.0,1.0,0.0,McDaniels,1629667.0,,,,,,,
151,PT03M03.00S,2023-02-24T00:59:08.4Z,1,REGULAR,freethrow,1 of 2,[],1629667,,,1610612755,17,28,2023-02-24T00:59:08Z,1470000,False,,,0,,MISS J. McDaniels Free Throw 1 of 2,[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
152,PT03M03.00S,2023-02-24T00:59:08.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,17,28,2023-02-24T00:59:08Z,1480000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,151.0,,,,,,,,,,,,,,,,,
153,PT03M03.00S,2023-02-24T00:59:20.6Z,1,REGULAR,freethrow,2 of 2,[],1629667,,,1610612755,18,28,2023-02-24T00:59:20Z,1490000,False,,,0,,J. McDaniels Free Throw 2 of 2 (1 PTS),[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
154,PT02M48.00S,2023-02-24T00:59:36.6Z,1,REGULAR,3pt,Jump Shot,[],1630583,89.79960578186596,4.656862745098039,1610612763,18,28,2023-02-24T00:59:41Z,1500000,False,-227.0,43.0,1,right,MISS S. Aldama 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Left Corner 3,24+ Left,23.08,Missed,,,,,,,,,,,,,,,,,,
155,PT02M44.00S,2023-02-24T00:59:40.6Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,18,28,2023-02-24T00:59:41Z,1510000,False,,,0,,J. Embiid REBOUND (Off:0 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Left Corner 3,24+ Left,,,154.0,5.0,5.0,0.0,,,,,,,,,,,,,,
156,PT02M37.00S,2023-02-24T00:59:46.4Z,1,REGULAR,3pt,Jump Shot,[],1629003,5.699737187910642,95.09803921568627,1610612755,18,28,2023-02-24T00:59:50Z,1520000,False,-225.0,1.0,1,left,MISS S. Milton 3PT,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Left Corner 3,24+ Left,22.55,Missed,,,,,,,,,,,,,,,,,,
157,PT02M35.00S,2023-02-24T00:59:48.4Z,1,REGULAR,rebound,defensive,[],1630214,,,1610612763,18,28,2023-02-24T00:59:50Z,1530000,False,,,0,,X. Tillman REBOUND (Off:1 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Left Corner 3,24+ Left,,,156.0,2.0,1.0,1.0,,,,,,,,,,,,,,
158,PT02M29.00S,2023-02-24T00:59:54.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630583,94.3988173455979,1.9607843137254974,1610612763,18,28,2023-02-24T01:00:02Z,1540000,False,-240.0,0.0,1,right,MISS S. Aldama 24' running 3PT,[1630583],1610612763.0,MEM,running,,,Aldama,S. Aldama,,,,,Left Corner 3,24+ Left,24.02,Missed,,,,,,,,,,,,,,,,,,
159,PT02M25.00S,2023-02-24T00:59:58.7Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612755,18,28,2023-02-24T01:00:02Z,1550000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Left Corner 3,24+ Left,,,158.0,1.0,1.0,0.0,,,,,,,,,,,,,,
160,PT02M06.00S,2023-02-24T01:00:18.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,8.853482260183966,39.70588235294118,1610612755,18,28,2023-02-24T01:00:26Z,1560000,False,51.0,31.0,1,left,MISS T. Maxey 6' driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,6.0,Missed,,,,,,,,,,,,,,,,,,
161,PT02M06.00S,2023-02-24T01:00:21.2Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,18,28,2023-02-24T01:00:21Z,1570000,False,,,0,,J. Embiid REBOUND (Off:1 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,160.0,6.0,5.0,1.0,,,,,,,,,,,,,,
162,PT02M06.00S,2023-02-24T01:00:24.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629723,,,1610612755,18,28,2023-02-24T01:00:50Z,1580000,False,,,0,,J. Konchar shooting personal FOUL (1 PF) (Embiid 2 FT),"[1629723, 203954]",1610612763.0,MEM,shooting,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,,,,,,,202035.0,1.0,0.0,Embiid,203954.0,,,,,,,
164,PT02M06.00S,2023-02-24T01:00:51.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203954,,,1610612755,18,28,2023-02-24T01:00:51Z,1600000,False,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
165,PT02M06.00S,2023-02-24T01:00:51.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,18,28,2023-02-24T01:00:51Z,1610000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,164.0,,,,,,,,,,,,,,,,,
166,PT02M06.00S,2023-02-24T01:01:10.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203954,,,1610612755,19,28,2023-02-24T01:01:10Z,1620000,False,,,0,,J. Embiid Free Throw 2 of 2 (4 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,,,,4.0,,,,,
167,PT01M54.00S,2023-02-24T01:01:28.3Z,1,REGULAR,turnover,traveling,[],1630217,,,1610612763,19,28,2023-02-24T01:01:34Z,1630000,False,,,0,,D. Bane traveling TURNOVER (2 TO),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,202035.0,,,,,2.0,,,,,,
168,PT01M36.00S,2023-02-24T01:01:55.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203954,18.183311432325894,56.372549019607845,1610612755,19,28,2023-02-24T01:01:59Z,1640000,False,-32.0,118.0,1,left,MISS J. Embiid 12' step back Shot,[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,12.26,Missed,,,,,,,,,,,,,,,,,,
169,PT01M34.00S,2023-02-24T01:01:57.7Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,19,28,2023-02-24T01:01:59Z,1650000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),8-16 Center,,,168.0,1.0,1.0,0.0,,,,,,,,,,,,,,
