shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
12:00,2,PT12M00.00S,2022-12-11T23:11:31.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-11T23:11:32Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:56,4,PT11M56.00S,2022-12-11T23:11:35.1Z,1,REGULAR,jumpball,recovered,[],1626179,,,1610612766,0,0,2022-12-11T23:11:35Z,40000,False,,,0,,Jump Ball M. Plumlee vs. J. Embiid: Tip to T. Rozier,"[1626179, 203486, 203954]",3,1610612766.0,CHA,startperiod,T. Rozier,1626179.0,Rozier,T. Rozier,Plumlee,203486.0,Embiid,203954.0,,,,,,,,,,,,,,,,,,,,,,
11:44,7,PT11M44.00S,2022-12-11T23:11:46.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,84.05059132720105,35.294117647058826,1610612766,0,0,2022-12-11T23:11:52Z,70000,False,-74.0,97.0,1,right,MISS K. Oubre Jr. 12' pullup Shot,[1626162],12,1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Left,12.2,Missed,,,,,,,,,,,,,,,,,,
11:41,8,PT11M41.00S,2022-12-11T23:11:49.9Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,0,0,2022-12-11T23:11:52Z,80000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1,1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11:24,9,PT11M24.00S,2022-12-11T23:12:06.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,12.697109067017081,46.81372549019608,1610612755,0,0,2022-12-11T23:12:10Z,90000,False,16.0,67.0,1,left,MISS J. Embiid 6' turnaround Shot,[203954],21,1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,6.88,Missed,,,,,,,,,,,,,,,,,,
11:22,10,PT11M22.00S,2022-12-11T23:12:08.7Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,0,0,2022-12-11T23:12:08Z,100000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],25,1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11:13,11,PT11M13.00S,2022-12-11T23:12:17.8Z,1,REGULAR,3pt,Jump Shot,[],1626162,78.9257555847569,8.57843137254902,1610612766,0,0,2022-12-11T23:12:22Z,110000,False,-207.0,146.0,1,right,MISS K. Oubre Jr. 25' 3PT,[1626162],12,1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,25.32,Missed,,,,,,,,,,,,,,,,,,
11:10,12,PT11M10.00S,2022-12-11T23:12:20.8Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,0,0,2022-12-11T23:12:22Z,120000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],12,1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10:53,14,PT10M53.00S,2022-12-11T23:12:50.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,6.783837056504599,55.14705882352941,1610612755,0,0,2022-12-11T23:24:44Z,140000,False,-26.0,11.0,1,left,MISS J. Harden driving floating Shot,[201935],1,1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,2.81,Missed,,,,,,,,,,,,,,,,,,
10:51,15,PT10M51.00S,2022-12-11T23:12:52.1Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,0,0,2022-12-11T23:24:44Z,150000,False,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],25,1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,14.0,2.0,2.0,0.0,,,,,,,,,,,,,,
10:45,16,PT10M45.00S,2022-12-11T23:12:58.1Z,1,REGULAR,3pt,Jump Shot,[],1629667,74.06373193166885,13.725490196078432,1610612766,0,0,2022-12-11T23:13:03Z,160000,False,-181.0,191.0,1,right,MISS J. McDaniels 26' 3PT,[1629667],6,1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,26.36,Missed,,,,,,,,,,,,,,,,,,
10:41,17,PT10M41.00S,2022-12-11T23:13:02.1Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612755,0,0,2022-12-11T23:13:03Z,170000,False,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],8,1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10:26,18,PT10M26.00S,2022-12-11T23:13:19.6Z,1,REGULAR,foul,personal,[],1629667,,,1610612755,0,0,2022-12-11T23:13:25Z,180000,False,,,0,,J. McDaniels personal FOUL (1 PF),"[1629667, 202699]",6,1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,,,,,,,203592.0,1.0,0.0,Harris,202699.0,,,,,,,,,
10:16,20,PT10M16.00S,2022-12-11T23:13:44.6Z,1,REGULAR,2pt,Jump Shot,[],203954,21.895532194480946,49.754901960784316,1610612755,0,0,2022-12-11T23:13:50Z,200000,False,1.0,153.0,1,left,MISS J. Embiid 15' fadeaway Shot,[203954],21,1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,15.33,Missed,,,,,,,,,,,,,,,,,,
10:13,21,PT10M13.00S,2022-12-11T23:13:47.6Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,0,0,2022-12-11T23:13:50Z,210000,False,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],3,1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10:02,22,PT10M02.00S,2022-12-11T23:13:57.8Z,1,REGULAR,3pt,Jump Shot,[],1629023,71.43561103810775,19.852941176470587,1610612766,0,0,2022-12-11T23:14:03Z,220000,False,-151.0,216.0,1,right,MISS P. Washington 26' 3PT,[1629023],25,1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,26.34,Missed,,,,,,,,,,,,,,,,,,
10:01,23,PT10M01.00S,2022-12-11T23:13:58.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,0,0,2022-12-11T23:14:03Z,230000,False,,,0,,TEAM defensive REBOUND,[],,1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,22.0,,,,,,,,,,,,,,,,,
09:45,25,PT09M45.00S,2022-12-11T23:14:23.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,6.521024967148489,45.83333333333333,1610612755,2,0,2022-12-11T23:14:26Z,250000,False,21.0,9.0,1,left,J. Embiid Layup (2 PTS) (D. Melton 1 AST),"[203954, 1629001]",21,1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,2.26,Made,,,,,,,,,,2.0,D. Melton,1629001.0,1.0,,,,,
09:27,27,PT09M27.00S,2022-12-11T23:14:40.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,86.81011826544021,53.67647058823529,1610612766,2,2,2022-12-11T23:14:44Z,270000,False,18.0,71.0,1,right,K. Oubre Jr. 7' pullup Jump Shot (2 PTS) (M. Plumlee 1 AST),"[1626162, 203486]",12,1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.38,Made,,,,,,,,,,2.0,M. Plumlee,203486.0,1.0,,,,,
09:02,29,PT09M02.00S,2022-12-11T23:15:05.9Z,1,REGULAR,3pt,Jump Shot,[],201935,31.488173455978973,34.80392156862745,1610612755,5,2,2022-12-11T23:15:11Z,290000,False,76.0,243.0,1,left,J. Harden 25' 3PT step back (3 PTS),[201935],1,1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,25.51,Made,,,,,,,,,,3.0,,,,,,,,
08:53,30,PT08M53.00S,2022-12-11T23:15:15.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",203486,90.62089356110381,52.450980392156865,1610612766,5,2,2022-12-12T00:21:32Z,300000,False,12.0,36.0,1,right,MISS M. Plumlee running Shot - blocked,"[203486, 1629001]",24,1610612766.0,CHA,running,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,3.78,Missed,,,,,,,,,,,,,,Melton,1629001.0,,,
08:53,31,PT08M53.00S,2022-12-11T23:15:15.0Z,1,REGULAR,block,,[],1629001,,,1610612766,5,2,2022-12-11T23:15:40Z,310000,False,,,0,,D. Melton BLOCK (1 BLK),[1629001],8,1610612755.0,PHI,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
08:49,32,PT08M49.00S,2022-12-11T23:15:19.0Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,5,2,2022-12-11T23:15:19Z,320000,False,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1,1610612755.0,PHI,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,30.0,2.0,2.0,0.0,,,,,,,,,,,,,,
08:47,33,PT08M47.00S,2022-12-11T23:15:21.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],200782,6.521024967148489,95.83333333333334,1610612755,5,2,2022-12-12T00:21:46Z,330000,False,-229.0,9.0,1,left,MISS P. Tucker running 3PT,[200782],17,1610612755.0,PHI,running,,,Tucker,P. Tucker,,,,,Left Corner 3,24+ Left,22.94,Missed,,,,,,,,,,,,,,,,,,
08:44,34,PT08M44.00S,2022-12-11T23:15:24.2Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612766,5,2,2022-12-11T23:15:30Z,340000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1629667],6,1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
08:40,35,PT08M40.00S,2022-12-11T23:15:27.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629667,94.03745072273325,51.71568627450981,1610612766,5,4,2022-12-11T23:15:35Z,350000,False,9.0,4.0,1,right,J. McDaniels running DUNK (2 PTS),[1629667],6,1610612766.0,CHA,running,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,0.93,Made,,,,,,,,,,2.0,,,,,,,,
08:31,36,PT08M31.00S,2022-12-11T23:15:36.6Z,1,REGULAR,2pt,Jump Shot,[],203954,4.812746386333772,24.264705882352942,1610612755,5,4,2022-12-11T23:15:44Z,360000,False,129.0,-7.0,1,left,MISS J. Embiid 12' turnaround fadeaway Shot,[203954],21,1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Right,12.89,Missed,,,,,,,,,,,,,,,,,,
08:28,37,PT08M28.00S,2022-12-11T23:15:39.6Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,5,4,2022-12-11T23:15:44Z,370000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],24,1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Right,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,
