shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
08:25,38,PT08M25.00S,2022-12-11T23:15:44.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626179,91.80354796320631,46.32352941176471,1610612766,5,4,2022-12-12T00:22:06Z,380000,False,-18.0,25.0,1,right,MISS T. Rozier running Layup - blocked,"[1626179, 202699]",3,1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,3.06,Missed,,,,,,,,,,,,,,Harris,202699.0,,,
08:25,39,PT08M25.00S,2022-12-11T23:15:44.1Z,1,REGULAR,block,,[],202699,,,1610612766,5,4,2022-12-11T23:15:47Z,390000,False,,,0,,T. Harris BLOCK (1 BLK),[202699],12,1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
08:25,40,PT08M25.00S,2022-12-11T23:15:44.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,5,4,2022-12-11T23:15:50Z,400000,False,,,0,,TEAM offensive REBOUND,[],,1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,38.0,,,,,,,,,,,,,,,,,
08:22,42,PT08M22.00S,2022-12-11T23:16:04.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626179,89.43823915900131,4.6568627450980395,1610612766,5,7,2022-12-11T23:16:12Z,420000,False,-227.0,47.0,1,right,T. Rozier 3PT step back (3 PTS) (J. McDaniels 1 AST),"[1626179, 1629667]",3,1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,23.15,Made,,,,,,,,,,3.0,J. McDaniels,1629667.0,1.0,,,,,
07:57,43,PT07M57.00S,2022-12-11T23:16:28.9Z,1,REGULAR,3pt,Jump Shot,[],1629001,30.56833114323259,71.07843137254902,1610612755,5,7,2022-12-11T23:16:34Z,430000,False,-105.0,235.0,1,left,MISS D. Melton 25' pullup 3PT,[1629001],8,1610612755.0,PHI,pullup,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,25.74,Missed,,,,,,,,,,,,,,,,,,
07:55,44,PT07M55.00S,2022-12-11T23:16:30.9Z,1,REGULAR,rebound,offensive,[],201935,,,1610612755,5,7,2022-12-11T23:16:34Z,440000,False,,,0,,J. Harden REBOUND (Off:1 Def:2),[201935],1,1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,43.0,3.0,2.0,1.0,,,,,,,,,,,,,,
07:53,45,PT07M53.00S,2022-12-11T23:16:33.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201935,31.750985545335087,24.019607843137255,1610612755,5,7,2022-12-11T23:16:38Z,450000,False,130.0,246.0,1,left,MISS J. Harden 27' 3PT,[201935],1,1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,27.82,Missed,,,,,,,,,,,,,,,,,,
07:49,46,PT07M49.00S,2022-12-11T23:16:37.2Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,5,7,2022-12-11T23:16:38Z,460000,False,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],3,1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,,,45.0,2.0,2.0,0.0,,,,,,,,,,,,,,
07:32,47,PT07M32.00S,2022-12-11T23:16:54.3Z,1,REGULAR,3pt,Jump Shot,[],1626162,94.56307490144546,4.411764705882353,1610612766,5,7,2022-12-11T23:16:58Z,470000,False,-228.0,-1.0,1,right,MISS K. Oubre Jr. 3PT,[1626162],12,1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,22.79,Missed,,,,,,,,,,,,,,,,,,
07:30,48,PT07M30.00S,2022-12-11T23:16:56.3Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,5,7,2022-12-11T23:16:58Z,480000,False,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],21,1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Left Corner 3,24+ Left,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,,
07:25,49,PT07M25.00S,2022-12-11T23:17:01.5Z,1,REGULAR,turnover,bad pass,[],1629001,,,1610612755,5,7,2022-12-11T23:17:06Z,490000,False,,,0,,D. Melton bad pass TURNOVER (1 TO),"[1629001, 203486]",8,1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,1.0,Plumlee,203486.0
07:25,50,PT07M25.00S,2022-12-11T23:17:01.5Z,1,REGULAR,steal,,[],203486,,,1610612766,5,7,2022-12-11T23:17:03Z,500000,False,,,0,,M. Plumlee STEAL (1 STL),[203486],24,1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
07:19,51,PT07M19.00S,2022-12-11T23:17:07.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626162,93.77463863337714,50.245098039215684,1610612766,5,9,2022-12-11T23:17:14Z,510000,False,1.0,6.0,1,right,K. Oubre Jr. running finger roll Layup (4 PTS) (M. Plumlee 2 AST),"[1626162, 203486]",12,1610612766.0,CHA,running finger roll,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,,,,,,4.0,M. Plumlee,203486.0,2.0,,,,,
07:02,53,PT07M02.00S,2022-12-11T23:17:32.3Z,1,REGULAR,3pt,Jump Shot,[],202699,29.6484888304862,22.54901960784314,1610612755,5,9,2022-12-11T23:17:36Z,530000,False,137.0,226.0,1,left,MISS T. Harris 26' 3PT,[202699],12,1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,26.46,Missed,,,,,,,,,,,,,,,,,,
06:59,54,PT06M59.00S,2022-12-11T23:17:35.3Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,5,9,2022-12-11T23:17:36Z,540000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],24,1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,53.0,2.0,2.0,0.0,,,,,,,,,,,,,,
06:51,55,PT06M51.00S,2022-12-11T23:17:43.0Z,1,REGULAR,2pt,Jump Shot,[],1626179,92.32917214191852,78.18627450980392,1610612766,5,11,2022-12-11T23:17:48Z,550000,False,141.0,20.0,1,right,T. Rozier 14' pullup Jump Shot (5 PTS),[1626179],3,1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Right,14.23,Made,,,,,,,,,,5.0,,,,,,,,
06:39,56,PT06M39.00S,2022-12-11T23:17:55.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,13.354139290407357,48.77450980392157,1610612755,5,11,2022-12-11T23:18:01Z,560000,False,6.0,73.0,1,left,MISS J. Embiid 7' driving floating Shot,[203954],21,1610612755.0,PHI,driving floating,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,7.33,Missed,,,,,,,,,,,,,,,,,,
06:39,57,PT06M39.00S,2022-12-11T23:17:55.2Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,5,11,2022-12-11T23:43:52Z,570000,False,,,0,,J. Embiid REBOUND (Off:1 Def:1),[203954],21,1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,56.0,2.0,1.0,1.0,,,,,,,,,,,,,,
06:38,206,PT06M38.00S,2022-12-11T23:17:57.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,9.543363994743759,47.549019607843135,1610612755,5,11,2022-12-11T23:44:02Z,575000,False,12.0,37.0,1,left,MISS J. Embiid tip Layup,[203954],21,1610612755.0,PHI,tip,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,3.92,Missed,,,,,,,,,,,,,,,,,,
06:38,207,PT06M38.00S,2022-12-11T23:17:57.9Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,5,11,2022-12-11T23:44:02Z,577500,False,,,0,,J. Embiid REBOUND (Off:2 Def:1),[203954],21,1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,206.0,3.0,1.0,2.0,,,,,,,,,,,,,,
06:33,58,PT06M33.00S,2022-12-11T23:18:00.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,5.590000152587891,50.0,1610612755,7,11,2022-12-11T23:43:05Z,580000,False,0.0,0.0,1,left,J. Embiid putback Layup (4 PTS),[203954],21,1610612755.0,PHI,putback,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,4.0,,,,,,,,
06:12,59,PT06M12.00S,2022-12-11T23:18:21.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,92.59198423127464,48.03921568627451,1610612766,7,11,2022-12-11T23:18:26Z,590000,False,-10.0,17.0,1,right,MISS J. McDaniels driving finger roll Layup,[1629667],6,1610612766.0,CHA,driving finger roll,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.97,Missed,,,,,,,,,,,,,,,,,,
06:10,60,PT06M10.00S,2022-12-11T23:18:23.5Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,7,11,2022-12-11T23:18:26Z,600000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],12,1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,59.0,2.0,2.0,0.0,,,,,,,,,,,,,,
06:07,61,PT06M07.00S,2022-12-11T23:18:27.2Z,1,REGULAR,turnover,lost ball,[],202699,,,1610612755,7,11,2022-12-11T23:18:33Z,610000,False,,,0,,T. Harris lost ball TURNOVER (1 TO),"[202699, 1629667]",12,1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,McDaniels,1629667.0
06:07,62,PT06M07.00S,2022-12-11T23:18:27.2Z,1,REGULAR,steal,,[],1629667,,,1610612766,7,11,2022-12-11T23:18:29Z,620000,False,,,0,,J. McDaniels STEAL (1 STL),[1629667],6,1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
06:03,63,PT06M03.00S,2022-12-11T23:18:31.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629667,92.72339027595268,49.26470588235294,1610612766,7,13,2022-12-11T23:18:41Z,630000,False,-4.0,16.0,1,right,J. McDaniels running alley-oop Layup (4 PTS) (P. Washington 1 AST),"[1629667, 1629023]",6,1610612766.0,CHA,running alley-oop,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.63,Made,,,,,,,,,,4.0,P. Washington,1629023.0,1.0,,,,,
06:03,65,PT06M03.00S,2022-12-11T23:18:48.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,7,13,2022-12-11T23:18:48Z,650000,False,,,0,,PHI Timeout,[],,1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:03,66,PT06M03.00S,2022-12-11T23:21:04.5Z,1,REGULAR,substitution,out,[],1629667,,,1610612755,7,13,2022-12-11T23:21:12Z,660000,False,,,0,,SUB out: J. McDaniels,[1629667],6,1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
06:03,67,PT06M03.00S,2022-12-11T23:21:04.5Z,1,REGULAR,substitution,in,[],1631121,,,1610612755,7,13,2022-12-11T23:21:12Z,670000,False,,,0,,SUB in: B. McGowens,[1631121],7,1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
05:49,68,PT05M49.00S,2022-12-11T23:21:46.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,11.251642575558476,46.32352941176471,1610612755,7,13,2022-12-11T23:21:50Z,680000,False,18.0,53.0,1,left,MISS T. Harris driving Layup - blocked,"[202699, 203486]",12,1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,5.64,Missed,,,,,,,,,,,,,,Plumlee,203486.0,,,
05:49,69,PT05M49.00S,2022-12-11T23:21:46.6Z,1,REGULAR,block,,[],203486,,,1610612755,7,13,2022-12-11T23:21:49Z,690000,False,,,0,,M. Plumlee BLOCK (1 BLK),[203486],24,1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
05:46,70,PT05M46.00S,2022-12-11T23:21:49.6Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,7,13,2022-12-11T23:21:50Z,700000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:3),[203486],24,1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,68.0,3.0,3.0,0.0,,,,,,,,,,,,,,
05:37,71,PT05M37.00S,2022-12-11T23:21:58.8Z,1,REGULAR,2pt,Jump Shot,[],1629023,77.21747700394218,70.83333333333334,1610612766,7,13,2022-12-11T23:22:03Z,710000,False,104.0,162.0,1,right,MISS P. Washington 19' step back Shot,[1629023],25,1610612766.0,CHA,step back,,,Washington,P. Washington,,,,,Mid-Range,16-24 Right Center,19.24,Missed,,,,,,,,,,,,,,,,,,
05:34,72,PT05M34.00S,2022-12-11T23:22:01.8Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,7,13,2022-12-11T23:22:03Z,720000,False,,,0,,J. Harden REBOUND (Off:1 Def:3),[201935],1,1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Right Center,,,71.0,4.0,3.0,1.0,,,,,,,,,,,,,,
05:29,73,PT05M29.00S,2022-12-11T23:22:07.1Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fastbreak']",203954,11.251642575558476,50.98039215686274,1610612755,9,13,2022-12-11T23:22:12Z,730000,False,-5.0,53.0,1,left,J. Embiid turnaround Hook (6 PTS) (J. Harden 1 AST),"[203954, 201935]",21,1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,5.35,Made,,,,,,,,,,6.0,J. Harden,201935.0,1.0,,,,,
