actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
21,PT10M04.00S,2022-11-08T01:03:14.8Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612756,2,3,2022-11-08T01:03:14Z,210000,,,0,,D. Ayton REBOUND (Off:1 Def:0),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,20.0,1.0,0.0,1.0,,,,,,,,,
22,PT10M04.00S,2022-11-08T01:03:14.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629028,94.40999984741211,50.0,1610612756,2,5,2022-11-08T01:03:14Z,220000,0.0,0.0,1,right,D. Ayton tip Layup (2 PTS),[1629028],1610612756.0,PHX,tip,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
23,PT09M51.00S,2022-11-08T01:03:27.8Z,1,REGULAR,3pt,Jump Shot,[],202699,30.66688567674113,82.59803921568627,1610612755,2,5,2022-11-08T01:03:32Z,230000,-163.0,236.0,1,left,MISS T. Harris 28' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,28.67,Missed,,,,,,,,,,,,,,,,,,
24,PT09M48.00S,2022-11-08T01:03:30.8Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,2,5,2022-11-08T01:03:32Z,240000,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,
25,PT09M40.00S,2022-11-08T01:03:41.2Z,1,REGULAR,turnover,out-of-bounds,[],1626164,,,1610612756,2,5,2022-11-08T01:03:46Z,250000,,,0,,D. Booker bad pass out-of-bounds TURNOVER (1 TO),[1626164],1610612756.0,PHX,bad pass,,,Booker,D. Booker,,,,,Mid-Range,8-16 Right,,,,,,,201638.0,,,,,1.0,,,,,,,,
26,PT09M30.00S,2022-11-08T01:03:55.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630178,20.54862023653088,38.48039215686274,1610612755,4,5,2022-11-08T01:03:59Z,260000,58.0,141.0,1,left,T. Maxey 15' pullup Jump Shot (2 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Center,15.2,Made,2.0,,,,,,,,,,,,,,,,,
28,PT09M13.00S,2022-11-08T01:04:27.4Z,1,REGULAR,2pt,Jump Shot,[],1626164,87.69710906701708,78.92156862745098,1610612756,4,5,2022-11-08T01:04:31Z,280000,145.0,63.0,1,right,MISS D. Booker 15' fadeaway Shot,[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,Mid-Range,8-16 Right,15.78,Missed,,,,,,,,,,,,,,,,,,
29,PT09M10.00S,2022-11-08T01:04:30.4Z,1,REGULAR,rebound,defensive,[],200782,,,1610612755,4,5,2022-11-08T01:04:31Z,290000,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Mid-Range,8-16 Right,,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,
30,PT08M48.00S,2022-11-08T01:04:51.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,18.84034165571616,55.3921568627451,1610612755,4,5,2022-11-08T01:04:56Z,300000,-27.0,125.0,1,left,MISS T. Harris 12' step back Shot,[202699],1610612755.0,PHI,step back,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,12.75,Missed,,,,,,,,,,,,,,,,,,
31,PT08M46.00S,2022-11-08T01:04:53.9Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,4,5,2022-11-08T01:04:53Z,310000,,,0,,J. Embiid REBOUND (Off:1 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,30.0,2.0,1.0,1.0,,,,,,,,,
32,PT08M42.00S,2022-11-08T01:04:58.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630178,3.7286465177398185,57.1078431372549,1610612755,4,5,2022-11-08T01:05:07Z,320000,-36.0,-17.0,1,left,MISS T. Maxey driving reverse Layup - blocked,"[1630178, 1628969]",1610612755.0,PHI,driving reverse,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,3.96,Missed,,,,,,,,,,,,,Bridges,1628969.0,,,,
35,PT08M42.00S,2022-11-08T01:04:58.1Z,1,REGULAR,block,,[],1628969,,,1610612755,4,5,2022-11-08T01:05:07Z,325000,,,0,,M. Bridges BLOCK (1 BLK),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT08M36.00S,2022-11-08T01:05:04.1Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,4,5,2022-11-08T01:05:07Z,330000,,,0,,J. Embiid REBOUND (Off:2 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,32.0,3.0,1.0,2.0,,,,,,,,,
34,PT08M36.00S,2022-11-08T01:05:03.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,5.590000152587891,50.0,1610612755,6,5,2022-11-08T01:05:03Z,340000,0.0,0.0,1,left,J. Embiid putback Layup (4 PTS),[203954],1610612755.0,PHI,putback,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
37,PT08M15.00S,2022-11-08T01:05:37.8Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612756,6,5,2022-11-08T01:05:44Z,360000,,,0,,PHX shot clock Team TURNOVER,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,201638.0,,,,,,,,,,,,,
38,PT07M54.00S,2022-11-08T01:06:11.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203954,8.853482260183966,54.65686274509804,1610612755,6,5,2022-11-08T01:06:17Z,370000,-23.0,31.0,1,left,MISS J. Embiid cutting Layup,[203954],1610612755.0,PHI,cutting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,,,,
39,PT07M54.00S,2022-11-08T01:06:14.8Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,6,5,2022-11-08T01:06:14Z,380000,,,0,,J. Embiid REBOUND (Off:3 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,38.0,4.0,1.0,3.0,,,,,,,,,
40,PT07M54.00S,2022-11-08T01:06:16.1Z,1,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612755,6,5,2022-11-08T01:06:23Z,390000,,,0,,D. Ayton shooting personal FOUL (1 PF) (Embiid 2 FT),"[1629028, 203954]",1610612756.0,PHX,shooting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,201638.0,,,,,,,,,,1.0,0.0,Embiid,203954.0
42,PT07M54.00S,2022-11-08T01:06:42.4Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",203954,,,1610612755,7,5,2022-11-08T01:06:42Z,410000,,,0,,J. Embiid Free Throw 1 of 2 (5 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
43,PT07M54.00S,2022-11-08T01:07:01.8Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",203954,,,1610612755,8,5,2022-11-08T01:07:01Z,420000,,,0,,J. Embiid Free Throw 2 of 2 (6 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
44,PT07M36.00S,2022-11-08T01:07:22.7Z,1,REGULAR,turnover,out-of-bounds,[],101108,,,1610612756,8,5,2022-11-08T01:07:29Z,430000,,,0,,C. Paul bad pass out-of-bounds TURNOVER (1 TO),[101108],1610612756.0,PHX,bad pass,,,Paul,C. Paul,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201638.0,,,,,1.0,,,,,,,,
45,PT07M20.00S,2022-11-08T01:07:44.3Z,1,REGULAR,turnover,bad pass,[],203954,,,1610612755,8,5,2022-11-08T01:07:48Z,440000,,,0,,J. Embiid bad pass TURNOVER (2 TO),"[203954, 1626164]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2.0,Booker,1626164.0,,,,,,
46,PT07M20.00S,2022-11-08T01:07:44.3Z,1,REGULAR,steal,,[],1626164,,,1610612756,8,5,2022-11-08T01:36:37Z,450000,,,0,,D. Booker STEAL (1 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
47,PT07M05.00S,2022-11-08T01:08:01.4Z,1,REGULAR,foul,personal,['2freethrow'],202699,,,1610612756,8,5,2022-11-08T01:08:08Z,460000,,,0,,T. Harris shooting personal FOUL (1 PF) (Ayton 2 FT),"[202699, 1629028]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,1626300.0,,,,,,,,,,1.0,0.0,Ayton,1629028.0
49,PT07M05.00S,2022-11-08T01:08:24.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629028,,,1610612756,8,6,2022-11-08T01:08:24Z,480000,,,0,,D. Ayton Free Throw 1 of 2 (3 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
50,PT07M05.00S,2022-11-08T01:08:26.1Z,1,REGULAR,substitution,out,[],203954,,,1610612756,8,6,2022-11-08T01:08:29Z,490000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M05.00S,2022-11-08T01:08:26.1Z,1,REGULAR,substitution,in,[],1630194,,,1610612756,8,6,2022-11-08T01:08:29Z,500000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M05.00S,2022-11-08T01:08:44.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629028,,,1610612756,8,7,2022-11-08T01:08:44Z,510000,,,0,,D. Ayton Free Throw 2 of 2 (4 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
53,PT06M45.00S,2022-11-08T01:09:06.0Z,1,REGULAR,3pt,Jump Shot,[],202699,8.590670170827863,1.2254901960784252,1610612755,11,7,2022-11-08T01:09:10Z,520000,244.0,28.0,1,left,T. Harris 24' 3PT  (3 PTS) (T. Maxey 2 AST),"[202699, 1630178]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,24.55,Made,3.0,T. Maxey,1630178.0,2.0,,,,,,,,,,,,,,
55,PT06M26.00S,2022-11-08T01:09:25.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,96.23850197109067,38.725490196078425,1610612756,11,9,2022-11-08T01:09:31Z,540000,-56.0,-17.0,1,right,D. Ayton turnaround Jump Shot (6 PTS) (T. Craig 1 AST),"[1629028, 1628470]",1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,5.89,Made,6.0,T. Craig,1628470.0,1.0,,,,,,,,,,,,,,
57,PT06M16.00S,2022-11-08T01:09:38.6Z,1,REGULAR,foul,personal,['2freethrow'],1628969,,,1610612755,11,9,2022-11-08T01:09:44Z,560000,,,0,,M. Bridges shooting personal FOUL (1 PF) (Maxey 2 FT),"[1628969, 1630178]",1610612756.0,PHX,shooting,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201638.0,,,,,,,,,,1.0,0.0,Maxey,1630178.0
59,PT06M16.00S,2022-11-08T01:09:48.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,11,9,2022-11-08T01:09:48Z,580000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M16.00S,2022-11-08T01:13:20.9Z,1,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,11,9,2022-11-08T01:13:20Z,590000,,,0,,MISS T. Maxey Free Throw 1 of 2,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
61,PT06M16.00S,2022-11-08T01:13:20.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,11,9,2022-11-08T01:13:20Z,600000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,
62,PT06M16.00S,2022-11-08T01:13:34.1Z,1,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,12,9,2022-11-08T01:13:34Z,610000,,,0,,T. Maxey Free Throw 2 of 2 (3 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
63,PT06M01.00S,2022-11-08T01:13:51.6Z,1,REGULAR,turnover,bad pass,[],1626164,,,1610612756,12,9,2022-11-08T01:13:57Z,620000,,,0,,D. Booker bad pass TURNOVER (2 TO),"[1626164, 1630194]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,2.0,Reed,1630194.0,,,,,,
64,PT06M01.00S,2022-11-08T01:13:51.6Z,1,REGULAR,steal,,[],1630194,,,1610612755,12,9,2022-11-08T01:13:53Z,630000,,,0,,P. Reed STEAL (1 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
65,PT05M55.00S,2022-11-08T01:13:57.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630194,7.013797634691201,47.30392156862745,1610612755,14,9,2022-11-08T01:14:05Z,640000,13.0,13.0,1,left,P. Reed running reverse Layup (2 PTS) (T. Harris 1 AST),"[1630194, 202699]",1610612755.0,PHI,running reverse,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,1.9,Made,2.0,T. Harris,202699.0,1.0,,,,,,,,,,,,,,
67,PT05M36.00S,2022-11-08T01:14:15.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,94.53022339027595,55.14705882352941,1610612756,14,9,2022-11-08T01:14:20Z,660000,26.0,-1.0,1,right,MISS D. Booker turnaround Shot - blocked,"[1626164, 1629001]",1610612756.0,PHX,turnaround,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,2.57,Missed,,,,,,,,,,,,,Melton,1629001.0,,,,
76,PT05M36.00S,2022-11-08T01:14:15.6Z,1,REGULAR,block,,[],1629001,,,1610612756,14,9,2022-11-08T01:15:06Z,665000,,,0,,D. Melton BLOCK (1 BLK),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
68,PT05M32.00S,2022-11-08T01:14:19.6Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612756,14,9,2022-11-08T01:14:20Z,670000,,,0,,D. Ayton REBOUND (Off:2 Def:0),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,67.0,2.0,0.0,2.0,,,,,,,,,
69,PT05M32.00S,2022-11-08T01:14:19.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,94.40999984741211,50.0,1610612756,14,9,2022-11-08T01:14:19Z,680000,0.0,0.0,1,right,MISS D. Ayton tip Layup,[1629028],1610612756.0,PHX,tip,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
70,PT05M32.00S,2022-11-08T01:14:20.2Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,14,9,2022-11-08T01:14:20Z,690000,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,8-16 Left,,,,,,,,69.0,1.0,1.0,0.0,,,,,,,,,
72,PT05M27.00S,2022-11-08T01:14:42.4Z,1,REGULAR,3pt,Jump Shot,[],1629001,4.911300919842304,95.34313725490196,1610612755,17,9,2022-11-08T01:14:46Z,710000,-227.0,-6.0,1,left,D. Melton 3PT  (3 PTS) (T. Maxey 3 AST),"[1629001, 1630178]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Left Corner 3,24+ Left,22.68,Made,3.0,T. Maxey,1630178.0,3.0,,,,,,,,,,,,,,
74,PT05M13.00S,2022-11-08T01:14:56.9Z,1,REGULAR,2pt,Jump Shot,[],1628969,83.09789750328515,29.65686274509804,1610612756,17,11,2022-11-08T01:18:05Z,730000,-102.0,106.0,1,right,M. Bridges 14' step back Jump Shot (2 PTS) (D. Booker 1 AST),"[1628969, 1626164]",1610612756.0,PHX,step back,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,14.72,Made,2.0,D. Booker,1626164.0,1.0,,,,,,,,,,,,,,
77,PT04M45.00S,2022-11-08T01:15:24.2Z,1,REGULAR,3pt,Jump Shot,[],202699,32.90078843626807,74.26470588235294,1610612755,20,11,2022-11-08T01:15:27Z,750000,-121.0,257.0,1,left,T. Harris 28' 3PT  (6 PTS) (D. Melton 1 AST),"[202699, 1629001]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,28.4,Made,6.0,D. Melton,1629001.0,1.0,,,,,,,,,,,,,,
79,PT04M25.00S,2022-11-08T01:15:43.6Z,1,REGULAR,2pt,Jump Shot,[],1626164,78.76149802890933,36.51960784313726,1610612756,20,13,2022-11-08T01:15:47Z,770000,-67.0,147.0,1,right,D. Booker 16' pullup Jump Shot (2 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left Center,16.18,Made,2.0,,,,,,,,,,,,,,,,,
80,PT04M05.00S,2022-11-08T01:16:03.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,9.510512483574246,57.35294117647059,1610612755,20,13,2022-11-08T01:16:09Z,780000,-37.0,37.0,1,left,MISS T. Maxey driving Layup,[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,5.21,Missed,,,,,,,,,,,,,,,,,,
81,PT04M05.00S,2022-11-08T01:16:06.0Z,1,REGULAR,rebound,offensive,[],1630194,,,1610612755,20,13,2022-11-08T01:16:06Z,790000,,,0,,P. Reed REBOUND (Off:1 Def:0),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,80.0,1.0,0.0,1.0,,,,,,,,,
82,PT04M05.00S,2022-11-08T01:16:09.0Z,1,REGULAR,foul,personal,[],101108,,,1610612755,20,13,2022-11-08T01:16:16Z,800000,,,0,,C. Paul personal FOUL (1 PF),"[101108, 1630194]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,,,,,1830.0,,,,,,,,,,1.0,0.0,Reed,1630194.0
84,PT04M05.00S,2022-11-08T01:16:16.8Z,1,REGULAR,substitution,out,[],200782,,,1610612755,20,13,2022-11-08T01:16:44Z,820000,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M05.00S,2022-11-08T01:16:16.8Z,1,REGULAR,substitution,out,[],1630194,,,1610612755,20,13,2022-11-08T01:16:44Z,830000,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M05.00S,2022-11-08T01:16:16.8Z,1,REGULAR,substitution,out,[],1628470,,,1610612755,20,13,2022-11-08T01:16:44Z,840000,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M05.00S,2022-11-08T01:16:16.8Z,1,REGULAR,substitution,out,[],101108,,,1610612755,20,13,2022-11-08T01:16:44Z,850000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
