shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
12:00,2,PT12M00.00S,2022-12-14T00:10:31.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-14T00:10:31Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:57,4,PT11M57.00S,2022-12-14T00:10:34.4Z,1,REGULAR,jumpball,recovered,[],200782,,,1610612755,0,0,2022-12-14T00:10:34Z,40000,False,,,0,,Jump Ball J. Embiid vs. D. Sabonis: Tip to P. Tucker,"[200782, 203954, 1627734]",17,1610612755.0,PHI,startperiod,P. Tucker,200782.0,Tucker,P. Tucker,Embiid,203954.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
11:39,7,PT11M39.00S,2022-12-14T00:10:51.0Z,1,REGULAR,2pt,Jump Shot,[],203954,94.13600525624179,26.960784313725497,1610612755,2,0,2022-12-14T00:10:57Z,70000,False,-115.0,3.0,1,right,J. Embiid 11' fadeaway Jump Shot (2 PTS) (T. Harris 1 AST),"[203954, 202699]",21,1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,11.52,Made,2.0,T. Harris,202699.0,1.0,,,,,,,,,,,,,,
11:31,9,PT11M31.00S,2022-12-14T00:11:01.2Z,1,REGULAR,foul,personal,[],1629680,,,1610612758,2,0,2022-12-14T00:11:11Z,90000,False,,,0,,M. Thybulle personal FOUL (1 PF),"[1629680, 1628368]",22,1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,Mid-Range,8-16 Left,,,,,,,1628484.0,1.0,0.0,Fox,1628368.0,,,,,,,,,
11:23,11,PT11M23.00S,2022-12-14T00:11:24.1Z,1,REGULAR,foul,personal,[],1629680,,,1610612758,2,0,2022-12-14T00:11:30Z,110000,False,,,0,,M. Thybulle personal FOUL (2 PF),"[1629680, 1628368]",22,1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,,,,,,,1626302.0,2.0,0.0,Fox,1628368.0,,,,,,,,,
11:15,13,PT11M15.00S,2022-12-14T00:11:53.4Z,1,REGULAR,3pt,Jump Shot,[],1631099,28.827201051248352,83.82352941176471,1610612758,2,0,2022-12-14T00:11:59Z,130000,False,-169.0,218.0,1,left,MISS K. Murray 27' 3PT,[1631099],13,1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,27.63,Missed,,,,,,,,,,,,,,,,,,
11:12,14,PT11M12.00S,2022-12-14T00:11:56.4Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,2,0,2022-12-14T00:11:59Z,140000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],12,1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,
11:08,15,PT11M08.00S,2022-12-14T00:12:02.6Z,1,REGULAR,foul,personal,['2freethrow'],1631099,,,1610612755,2,0,2022-12-14T00:12:12Z,150000,False,,,0,,K. Murray shooting personal FOUL (1 PF) (Harden 2 FT),"[1631099, 201935]",13,1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,1626302.0,1.0,0.0,Harden,201935.0,,,,,,,,,
11:08,17,PT11M08.00S,2022-12-14T00:12:31.5Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],201935,,,1610612755,2,0,2022-12-14T00:12:31Z,170000,False,,,0,,MISS J. Harden Free Throw 1 of 2,[201935],1,1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
11:08,18,PT11M08.00S,2022-12-14T00:12:31.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,2,0,2022-12-14T00:12:31Z,180000,False,,,0,,TEAM offensive REBOUND,[],,1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,
11:08,19,PT11M08.00S,2022-12-14T00:12:31.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],201935,,,1610612755,2,0,2022-12-14T00:12:46Z,190000,False,,,0,,MISS J. Harden Free Throw 2 of 2,[201935],1,1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
11:06,20,PT11M06.00S,2022-12-14T00:12:33.5Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,2,0,2022-12-14T00:12:46Z,200000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],10,1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,
10:52,21,PT10M52.00S,2022-12-14T00:13:00.1Z,1,REGULAR,3pt,Jump Shot,[],1628368,21.862680683311424,91.42156862745098,1610612758,2,0,2022-12-14T00:13:08Z,210000,False,-207.0,153.0,1,left,MISS D. Fox 25' 3PT,[1628368],5,1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,25.75,Missed,,,,,,,,,,,,,,,,,,
10:50,22,PT10M50.00S,2022-12-14T00:13:02.1Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,2,0,2022-12-14T00:13:08Z,220000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:1),[1627734],10,1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,21.0,2.0,1.0,1.0,,,,,
10:45,23,PT10M45.00S,2022-12-14T00:13:07.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628989,14.766754270696453,42.40196078431373,1610612758,2,2,2022-12-14T00:13:11Z,230000,False,38.0,86.0,1,left,K. Huerter 9' driving floating Jump Shot (2 PTS) (D. Sabonis 1 AST),"[1628989, 1627734]",9,1610612758.0,SAC,driving floating,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Center,9.43,Made,2.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,,,,,
10:36,25,PT10M36.00S,2022-12-14T00:13:16.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629680,94.66162943495401,53.67647058823529,1610612755,2,2,2022-12-14T00:13:20Z,250000,False,18.0,-2.0,1,right,MISS M. Thybulle alley-oop Layup,[1629680],22,1610612755.0,PHI,alley-oop,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,1.85,Missed,,,,,,,,,,,,,,,,,,
10:33,26,PT10M33.00S,2022-12-14T00:13:19.7Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,2,2,2022-12-14T00:13:20Z,260000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],13,1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,
10:29,27,PT10M29.00S,2022-12-14T00:13:23.1Z,1,REGULAR,turnover,lost ball,[],1628989,,,1610612758,2,2,2022-12-14T00:13:27Z,270000,False,,,0,,K. Huerter lost ball TURNOVER (1 TO),"[1628989, 201935]",9,1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,Harden,201935.0,,
