actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
89,PT05M00.00S,2022-12-20T00:24:47.0Z,1,REGULAR,freethrow,2 of 2,[],202699,,,1610612755,17,8,2022-12-20T00:24:47Z,870000,False,,,0,,T. Harris Free Throw 2 of 2 (10 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
90,PT04M47.00S,2022-12-20T00:25:02.7Z,1,REGULAR,2pt,Jump Shot,[],1627832,89.96386333771353,12.745098039215685,1610612761,17,8,2022-12-20T00:25:07Z,880000,False,-186.0,42.0,1,right,MISS F. VanVleet 19' pullup Shot,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Left,19.09,Missed,,,,,,,,,,,,,,,,,,
91,PT04M45.00S,2022-12-20T00:25:04.7Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,17,8,2022-12-20T00:25:07Z,890000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Left,,,90.0,2.0,2.0,0.0,,,,,,,,,,,,,,
92,PT04M39.00S,2022-12-20T00:25:11.3Z,1,REGULAR,3pt,Jump Shot,[],1629001,9.806176084099869,3.6764705882352944,1610612755,17,8,2022-12-20T00:25:16Z,900000,False,232.0,40.0,1,left,MISS D. Melton 3PT,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Right Corner 3,24+ Right,23.5,Missed,,,,,,,,,,,,,,,,,,
93,PT04M36.00S,2022-12-20T00:25:14.3Z,1,REGULAR,rebound,defensive,[],203920,,,1610612761,17,8,2022-12-20T00:25:16Z,910000,False,,,0,,K. Birch REBOUND (Off:0 Def:1),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,Right Corner 3,24+ Right,,,92.0,1.0,1.0,0.0,,,,,,,,,,,,,,
94,PT04M27.00S,2022-12-20T00:25:23.9Z,1,REGULAR,3pt,Jump Shot,[],1627783,66.44218134034165,27.450980392156865,1610612761,17,8,2022-12-20T00:25:30Z,920000,False,-113.0,263.0,1,right,MISS P. Siakam 28' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,28.6,Missed,,,,,,,,,,,,,,,,,,
95,PT04M25.00S,2022-12-20T00:25:25.9Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,17,8,2022-12-20T00:25:39Z,930000,False,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,94.0,2.0,2.0,0.0,,,,,,,,,,,,,,
97,PT04M24.00S,2022-12-20T00:25:32.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627832,,,1610612755,17,8,2022-12-20T00:30:38Z,950000,False,,,0,,F. VanVleet personal FOUL (2 PF) (Embiid 2 FT),"[1627832, 203954]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202037.0,,,,2.0,0.0,Embiid,203954.0
99,PT04M24.00S,2022-12-20T00:26:03.7Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,18,8,2022-12-20T00:26:03Z,970000,False,,,0,,J. Embiid Free Throw 1 of 2 (6 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
100,PT04M24.00S,2022-12-20T00:26:04.3Z,1,REGULAR,substitution,out,[],201935,,,1610612755,18,8,2022-12-20T00:26:09Z,980000,False,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M24.00S,2022-12-20T00:26:04.3Z,1,REGULAR,substitution,out,[],1628384,,,1610612755,18,8,2022-12-20T00:26:09Z,990000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M24.00S,2022-12-20T00:26:04.3Z,1,REGULAR,substitution,in,[],1629003,,,1610612755,18,8,2022-12-20T00:26:09Z,1000000,False,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M24.00S,2022-12-20T00:26:04.3Z,1,REGULAR,substitution,in,[],1628449,,,1610612755,18,8,2022-12-20T00:26:09Z,1010000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M24.00S,2022-12-20T00:26:27.3Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,19,8,2022-12-20T00:26:27Z,1020000,False,,,0,,J. Embiid Free Throw 2 of 2 (7 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
105,PT04M11.00S,2022-12-20T00:26:45.2Z,1,REGULAR,foul,personal,['2freethrow'],202699,,,1610612761,19,8,2022-12-20T00:26:53Z,1030000,False,,,0,,T. Harris shooting personal FOUL (2 PF) (Siakam 2 FT),"[202699, 1627783]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2003.0,,,,2.0,0.0,Siakam,1627783.0
107,PT04M11.00S,2022-12-20T00:27:17.4Z,1,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,19,9,2022-12-20T00:27:17Z,1050000,False,,,0,,P. Siakam Free Throw 1 of 2 (5 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
108,PT04M11.00S,2022-12-20T00:27:19.3Z,1,REGULAR,substitution,out,[],202699,,,1610612761,19,9,2022-12-20T00:27:21Z,1060000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M11.00S,2022-12-20T00:27:19.3Z,1,REGULAR,substitution,in,[],1627777,,,1610612761,19,9,2022-12-20T00:27:21Z,1070000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M11.00S,2022-12-20T00:27:39.6Z,1,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,19,10,2022-12-20T00:27:39Z,1080000,False,,,0,,P. Siakam Free Throw 2 of 2 (6 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
111,PT03M49.00S,2022-12-20T00:28:04.9Z,1,REGULAR,turnover,traveling,[],200782,,,1610612755,19,10,2022-12-20T00:28:11Z,1090000,False,,,0,,P. Tucker traveling TURNOVER (1 TO),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1.0,,,202037.0,,,,,,,
112,PT03M30.00S,2022-12-20T00:28:35.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203920,92.59198423127464,50.49019607843137,1610612761,19,12,2022-12-20T00:28:40Z,1100000,False,2.0,17.0,1,right,K. Birch cutting DUNK (2 PTS) (F. VanVleet 1 AST),"[203920, 1627832]",1610612761.0,TOR,cutting,,,Birch,K. Birch,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,,,2.0,,,,,F. VanVleet,1627832.0,1.0,,,,
114,PT03M19.00S,2022-12-20T00:28:50.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,19,12,2022-12-20T00:28:50Z,1120000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M05.00S,2022-12-20T00:31:59.2Z,1,REGULAR,2pt,Jump Shot,[],203954,22.026938239159,52.20588235294118,1610612755,19,12,2022-12-20T00:32:04Z,1130000,False,-11.0,155.0,1,left,MISS J. Embiid 15' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,15.5,Missed,,,,,,,,,,,,,,,,,,
116,PT03M03.00S,2022-12-20T00:32:01.2Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,19,12,2022-12-20T00:32:04Z,1140000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Center,,,115.0,1.0,1.0,0.0,,,,,,,,,,,,,,
117,PT03M01.00S,2022-12-20T00:32:05.9Z,1,REGULAR,foul,personal,['2freethrow'],200782,,,1610612761,19,12,2022-12-20T00:32:13Z,1150000,False,,,0,,P. Tucker shooting personal FOUL (1 PF) (Siakam 2 FT),"[200782, 1627783]",1610612755.0,PHI,shooting,,,Tucker,P. Tucker,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,202037.0,,,,1.0,0.0,Siakam,1627783.0
119,PT03M01.00S,2022-12-20T00:32:39.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627783,,,1610612761,19,13,2022-12-20T00:32:39Z,1170000,False,,,0,,P. Siakam Free Throw 1 of 2 (7 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
120,PT03M01.00S,2022-12-20T00:32:43.6Z,1,REGULAR,substitution,out,[],200782,,,1610612761,19,13,2022-12-20T00:32:45Z,1180000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M01.00S,2022-12-20T00:32:43.6Z,1,REGULAR,substitution,in,[],1629680,,,1610612761,19,13,2022-12-20T00:32:45Z,1190000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M01.00S,2022-12-20T00:33:00.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627783,,,1610612761,19,14,2022-12-20T00:33:00Z,1200000,False,,,0,,P. Siakam Free Throw 2 of 2 (8 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
123,PT02M42.00S,2022-12-20T00:33:21.1Z,1,REGULAR,3pt,Jump Shot,[],1629680,9.674770039421814,2.696078431372549,1610612755,19,14,2022-12-20T00:33:27Z,1210000,False,237.0,38.0,1,left,MISS M. Thybulle 3PT,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,Right Corner 3,24+ Right,23.96,Missed,,,,,,,,,,,,,,,,,,
124,PT02M38.00S,2022-12-20T00:33:25.1Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,19,14,2022-12-20T00:33:27Z,1220000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Right Corner 3,24+ Right,,,123.0,2.0,2.0,0.0,,,,,,,,,,,,,,
125,PT02M27.00S,2022-12-20T00:33:35.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,91.93495400788436,50.0,1610612761,19,14,2022-12-20T00:33:52Z,1230000,False,0.0,23.0,1,right,MISS P. Siakam finger roll Layup,[1627783],1610612761.0,TOR,finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.33,Missed,,,,,,,,,,,,,,,,,,
126,PT02M24.00S,2022-12-20T00:33:38.9Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,19,14,2022-12-20T00:33:42Z,1240000,False,,,0,,J. Embiid REBOUND (Off:0 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,125.0,3.0,3.0,0.0,,,,,,,,,,,,,,
127,PT02M21.00S,2022-12-20T00:33:40.8Z,1,REGULAR,turnover,bad pass,[],1629001,,,1610612755,19,14,2022-12-20T01:15:38Z,1250000,False,,,0,,D. Melton bad pass TURNOVER (1 TO),"[1629001, 1628449]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,,,,,1.0,Boucher,1628449.0,,,,,,,,
128,PT02M21.00S,2022-12-20T00:33:40.8Z,1,REGULAR,steal,,[],1628449,,,1610612761,19,14,2022-12-20T00:33:43Z,1260000,False,,,0,,C. Boucher STEAL (1 STL),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
129,PT02M01.00S,2022-12-20T00:34:00.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,91.40932982917214,95.83333333333334,1610612761,19,17,2022-12-20T00:34:09Z,1270000,False,229.0,28.0,1,right,F. VanVleet 3PT  (3 PTS) (K. Birch 1 AST),"[1627832, 203920]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Right Corner 3,24+ Right,23.09,Made,,,,,,,3.0,,,,,K. Birch,203920.0,1.0,,,,
131,PT01M42.00S,2022-12-20T00:34:19.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,10.85742444152431,50.49019607843137,1610612755,19,17,2022-12-20T00:34:24Z,1290000,False,-2.0,50.0,1,left,MISS J. Embiid turnaround bank Shot,[203954],1610612755.0,PHI,turnaround bank,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,4.97,Missed,,,,,,,,,,,,,,,,,,
132,PT01M40.00S,2022-12-20T00:34:21.7Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,19,17,2022-12-20T00:34:21Z,1300000,False,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,,,131.0,1.0,1.0,0.0,,,,,,,,,,,,,,
133,PT01M35.00S,2022-12-20T00:34:27.2Z,1,REGULAR,3pt,Jump Shot,[],1627832,67.23061760840999,54.166666666666664,1610612761,19,17,2022-12-20T00:34:35Z,1310000,False,21.0,256.0,1,right,MISS F. VanVleet 25' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,25.63,Missed,,,,,,,,,,,,,,,,,,
134,PT01M31.00S,2022-12-20T00:34:31.2Z,1,REGULAR,rebound,offensive,[],1630201,,,1610612761,19,17,2022-12-20T00:41:11Z,1320000,False,,,0,,M. Flynn REBOUND (Off:1 Def:0),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Center,,,133.0,1.0,0.0,1.0,,,,,,,,,,,,,,
135,PT01M22.00S,2022-12-20T00:34:39.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630201,92.59198423127464,56.127450980392155,1610612761,19,19,2022-12-20T00:34:50Z,1330000,False,31.0,17.0,1,right,M. Flynn driving floating bank Jump Shot (2 PTS) (P. Siakam 1 AST),"[1630201, 1627783]",1610612761.0,TOR,driving floating bank,,,Flynn,M. Flynn,,,,,Restricted Area,0-8 Center,3.51,Made,,,,,,,2.0,,,,,P. Siakam,1627783.0,1.0,,,,
137,PT01M08.00S,2022-12-20T00:34:54.8Z,1,REGULAR,3pt,Jump Shot,[],1627777,32.14520367936925,68.87254901960785,1610612755,22,19,2022-12-20T00:35:09Z,1350000,False,-94.0,250.0,1,left,G. Niang 26' 3PT  (3 PTS) (M. Thybulle 1 AST),"[1627777, 1629680]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,26.69,Made,,,,,,,3.0,,,,,M. Thybulle,1629680.0,1.0,,,,
139,PT00M47.80S,2022-12-20T00:35:26.4Z,1,REGULAR,2pt,Jump Shot,[],1627832,78.40013140604468,64.70588235294117,1610612761,22,21,2022-12-20T00:35:33Z,1370000,False,74.0,151.0,1,right,F. VanVleet 16' fadeaway Jump Shot (5 PTS),[1627832],1610612761.0,TOR,fadeaway,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Right Center,16.75,Made,,,,,,,5.0,,,,,,,,,,,
140,PT00M39.40S,2022-12-20T00:35:40.4Z,1,REGULAR,turnover,out-of-bounds,[],203954,,,1610612755,22,21,2022-12-20T00:35:47Z,1380000,False,,,0,,J. Embiid bad pass out-of-bounds TURNOVER (2 TO),[203954],1610612755.0,PHI,bad pass,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2.0,,,2003.0,,,,,,,
141,PT00M39.40S,2022-12-20T00:35:43.0Z,1,REGULAR,substitution,out,[],1629001,,,1610612761,22,21,2022-12-20T00:35:52Z,1390000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M39.40S,2022-12-20T00:35:43.0Z,1,REGULAR,substitution,out,[],203954,,,1610612761,22,21,2022-12-20T00:35:52Z,1400000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M39.40S,2022-12-20T00:35:43.0Z,1,REGULAR,substitution,out,[],1627783,,,1610612761,22,21,2022-12-20T00:35:52Z,1410000,False,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M39.40S,2022-12-20T00:35:43.0Z,1,REGULAR,substitution,in,[],1627863,,,1610612761,22,21,2022-12-20T00:35:52Z,1420000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M39.40S,2022-12-20T00:35:43.0Z,1,REGULAR,substitution,in,[],1626149,,,1610612761,22,21,2022-12-20T00:35:52Z,1430000,False,,,0,,SUB in: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M39.40S,2022-12-20T00:35:43.0Z,1,REGULAR,substitution,in,[],1630567,,,1610612761,22,21,2022-12-20T00:35:52Z,1440000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M26.40S,2022-12-20T00:36:15.6Z,1,REGULAR,foul,personal,['2freethrow'],1627863,,,1610612761,22,21,2022-12-20T00:36:26Z,1450000,False,,,0,,D. House Jr. shooting personal FOUL (1 PF) (Boucher 2 FT),"[1627863, 1628449]",1610612755.0,PHI,shooting,,,House Jr.,D. House Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2003.0,,,,1.0,0.0,Boucher,1628449.0
149,PT00M26.40S,2022-12-20T00:36:39.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628449,,,1610612761,22,22,2022-12-20T00:36:39Z,1470000,False,,,0,,C. Boucher Free Throw 1 of 2 (1 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
150,PT00M26.40S,2022-12-20T00:36:52.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628449,,,1610612761,22,23,2022-12-20T00:36:52Z,1480000,False,,,0,,C. Boucher Free Throw 2 of 2 (2 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
151,PT00M07.90S,2022-12-20T00:37:12.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,5.469776609724048,52.69607843137255,1610612755,22,23,2022-12-20T00:37:16Z,1490000,False,-13.0,-1.0,1,left,MISS S. Milton driving Layup,[1629003],1610612755.0,PHI,driving,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,1.35,Missed,,,,,,,,,,,,,,,,,,
152,PT00M06.10S,2022-12-20T00:37:14.0Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,22,23,2022-12-20T00:37:14Z,1500000,False,,,0,,C. Boucher REBOUND (Off:0 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,151.0,2.0,2.0,0.0,,,,,,,,,,,,,,
153,PT00M00.20S,2022-12-20T00:37:20.0Z,1,REGULAR,3pt,Jump Shot,[],1630567,76.69185282522996,92.40196078431373,1610612761,22,23,2022-12-20T00:37:26Z,1510000,False,212.0,167.0,1,right,MISS S. Barnes 26' fadeaway 3PT,[1630567],1610612761.0,TOR,fadeaway,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,26.96,Missed,,,,,,,,,,,,,,,,,,
154,PT00M00.20S,2022-12-20T00:37:20.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,22,23,2022-12-20T00:37:26Z,1520000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Right Center,,,153.0,,,,,,,,,,,,,,,,,
155,PT00M00.00S,2022-12-20T00:37:26.9Z,1,REGULAR,period,end,[],0,,,1610612761,22,23,2022-12-20T00:37:26Z,1530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-12-20T00:37:51.5Z,2,REGULAR,substitution,out,['startperiod'],1627832,,,1610612761,22,23,2022-12-20T00:40:07Z,1540000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-12-20T00:37:51.5Z,2,REGULAR,substitution,out,['startperiod'],203920,,,1610612761,22,23,2022-12-20T00:40:07Z,1550000,False,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-12-20T00:37:51.5Z,2,REGULAR,substitution,in,['startperiod'],1627823,,,1610612761,22,23,2022-12-20T00:40:07Z,1560000,False,,,0,,SUB in: J. Hernangomez,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-12-20T00:37:51.5Z,2,REGULAR,substitution,in,['startperiod'],1628384,,,1610612761,22,23,2022-12-20T00:40:07Z,1570000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-12-20T00:40:17.6Z,2,REGULAR,period,start,[],0,,,1610612755,22,23,2022-12-20T00:40:17Z,1580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-12-20T00:40:22.6Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612755,22,23,2022-12-20T00:44:08Z,1585000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M49.00S,2022-12-20T00:40:27.7Z,2,REGULAR,3pt,Jump Shot,[],1629680,32.802233902759525,41.66666666666667,1610612755,25,23,2022-12-20T00:40:33Z,1590000,False,42.0,256.0,1,left,M. Thybulle 25' 3PT pullup (3 PTS) (S. Milton 1 AST),"[1629680, 1629003]",1610612755.0,PHI,pullup,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Center,25.92,Made,,,,,,,3.0,,,,,S. Milton,1629003.0,1.0,,,,
163,PT11M32.00S,2022-12-20T00:40:44.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,87.33574244415243,51.225490196078425,1610612761,25,23,2022-12-20T00:40:52Z,1610000,False,6.0,67.0,1,right,MISS S. Barnes 6' driving floating Shot,[1630567],1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,6.68,Missed,,,,,,,,,,,,,,,,,,
164,PT11M28.00S,2022-12-20T00:40:47.8Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,25,23,2022-12-20T00:40:47Z,1620000,False,,,0,,C. Boucher REBOUND (Off:1 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,,,163.0,3.0,2.0,1.0,,,,,,,,,,,,,,
165,PT11M28.00S,2022-12-20T00:40:47.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,94.40999984741211,50.0,1610612761,25,25,2022-12-20T00:40:47Z,1630000,False,0.0,0.0,1,right,C. Boucher tip Layup (4 PTS),[1628449],1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,4.0,,,,,,,,,,,
166,PT11M24.00S,2022-12-20T00:40:52.0Z,2,REGULAR,3pt,Jump Shot,[],1627863,31.488173455978973,59.31372549019608,1610612755,28,25,2022-12-20T00:41:24Z,1640000,False,-47.0,243.0,1,left,D. House Jr. 24' 3PT pullup (3 PTS) (S. Milton 2 AST),"[1627863, 1629003]",1610612755.0,PHI,pullup,,,House Jr.,D. House Jr.,,,,,Above the Break 3,24+ Center,24.79,Made,,,,,,,3.0,,,,,S. Milton,1629003.0,2.0,,,,
168,PT11M09.00S,2022-12-20T00:41:06.9Z,2,REGULAR,2pt,Jump Shot,[],1628384,76.69185282522996,64.70588235294117,1610612761,28,25,2022-12-20T00:41:16Z,1660000,False,74.0,167.0,1,right,MISS O. Anunoby 18' step back Shot,[1628384],1610612761.0,TOR,step back,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Right Center,18.21,Missed,,,,,,,,,,,,,,,,,,
169,PT11M07.00S,2022-12-20T00:41:09.7Z,2,REGULAR,rebound,defensive,[],1627863,,,1610612755,28,25,2022-12-20T00:41:09Z,1670000,False,,,0,,D. House Jr. REBOUND (Off:0 Def:1),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Mid-Range,16-24 Right Center,,,168.0,1.0,1.0,0.0,,,,,,,,,,,,,,
170,PT11M02.00S,2022-12-20T00:41:15.2Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fastbreak']",1626149,8.623521681997373,51.225490196078425,1610612755,30,25,2022-12-20T00:41:19Z,1680000,False,-6.0,29.0,1,left,M. Harrell Hook (2 PTS) (D. House Jr. 1 AST),"[1626149, 1627863]",1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,2.92,Made,,,,,,,2.0,,,,,D. House Jr.,1627863.0,1.0,,,,
