actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
262,PT07M17.00S,2022-11-04T23:48:29.9Z,2,REGULAR,2pt,Hook,[],1628973,91.93495400788436,33.57843137254902,1610612752,32,30,2022-11-04T23:48:34Z,2600000,-82.0,23.0,1,right,MISS J. Brunson 8' driving Hook - blocked,"[1628973, 1629001]",1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,,,,,,,,,8.53,Missed,,,,,,,,,Melton,1629001.0
263,PT07M17.00S,2022-11-04T23:48:29.9Z,2,REGULAR,block,,[],1629001,,,1610612752,32,30,2022-11-04T23:48:32Z,2610000,,,0,,D. Melton BLOCK (1 BLK),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
264,PT07M14.00S,2022-11-04T23:48:32.9Z,2,REGULAR,rebound,offensive,[],1628973,,,1610612752,32,30,2022-11-04T23:48:34Z,2620000,,,0,,J. Brunson REBOUND (Off:1 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,262.0,2.0,1.0,1.0,,,,,,
265,PT07M12.00S,2022-11-04T23:48:34.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629628,89.56964520367937,3.9215686274509802,1610612752,32,33,2022-11-04T23:48:43Z,2630000,-230.0,46.0,1,right,R. Barrett 3PT  (8 PTS) (J. Brunson 1 AST),"[1629628, 1628973]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Left Corner 3,24+ Left,,,,,,,,,23.48,Made,,,,,8.0,J. Brunson,1628973.0,1.0,,
267,PT07M02.00S,2022-11-04T23:48:46.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,5.995400788436268,39.705882352941174,1610612755,32,33,2022-11-04T23:48:54Z,2650000,51.0,4.0,1,left,MISS D. Melton driving Layup - blocked,"[1629001, 203095]",1610612755.0,PHI,driving,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,5.16,Missed,,,,,,,,,Fournier,203095.0
268,PT07M02.00S,2022-11-04T23:48:46.4Z,2,REGULAR,block,,[],203095,,,1610612755,32,33,2022-11-04T23:48:52Z,2660000,,,0,,E. Fournier BLOCK (1 BLK),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
269,PT07M02.00S,2022-11-04T23:48:46.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,32,33,2022-11-04T23:48:54Z,2670000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,267.0,,,,,,,,,
271,PT07M02.00S,2022-11-04T23:49:06.9Z,2,REGULAR,substitution,out,[],203095,,,1610612755,32,33,2022-11-04T23:49:17Z,2690000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT07M02.00S,2022-11-04T23:49:06.9Z,2,REGULAR,substitution,in,[],203944,,,1610612755,32,33,2022-11-04T23:49:17Z,2700000,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT07M02.00S,2022-11-04T23:49:19.5Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612755,32,33,2022-11-04T23:49:35Z,2710000,,,0,,TEAM delay-of-game VIOLATION,[],1610612752.0,NYK,,,,,,,,,,,,,,,203054.0,,,,,,,,,,,,,,,,
274,PT06M59.00S,2022-11-04T23:49:25.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629001,28.465834428383708,15.441176470588236,1610612755,35,33,2022-11-04T23:49:30Z,2720000,173.0,215.0,1,left,D. Melton 27' 3PT step back (6 PTS) (T. Maxey 3 AST),"[1629001, 1630178]",1610612755.0,PHI,step back,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,27.59,Made,,,,,6.0,T. Maxey,1630178.0,3.0,,
276,PT06M43.00S,2022-11-04T23:49:41.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,92.72339027595268,53.92156862745098,1610612752,35,35,2022-11-04T23:49:46Z,2740000,20.0,16.0,1,right,J. Brunson driving floating Jump Shot (9 PTS) (M. Robinson 1 AST),"[1628973, 1629011]",1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,,2.52,Made,,,,,9.0,M. Robinson,1629011.0,1.0,,
278,PT06M31.00S,2022-11-04T23:49:53.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200782,15.325229960578188,35.53921568627451,1610612755,37,35,2022-11-04T23:49:57Z,2760000,72.0,92.0,1,left,P. Tucker 11' floating Jump Shot (2 PTS) (T. Maxey 4 AST),"[200782, 1630178]",1610612755.0,PHI,floating,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,11.67,Made,,,,,2.0,T. Maxey,1630178.0,4.0,,
280,PT06M17.00S,2022-11-04T23:50:08.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,86.94152431011827,44.85294117647059,1610612752,37,37,2022-11-04T23:50:11Z,2780000,-26.0,70.0,1,right,R. Barrett 7' driving floating Jump Shot (10 PTS) (J. Brunson 2 AST),"[1629628, 1628973]",1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,7.48,Made,,,,,10.0,J. Brunson,1628973.0,2.0,,
282,PT06M03.00S,2022-11-04T23:50:20.7Z,2,REGULAR,3pt,Jump Shot,[],1630178,33.065045992115635,45.83333333333333,1610612755,37,37,2022-11-04T23:50:31Z,2800000,21.0,258.0,1,left,MISS T. Maxey 25' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,25.91,Missed,,,,,,,,,,
283,PT06M02.00S,2022-11-04T23:50:21.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,37,37,2022-11-04T23:50:31Z,2810000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,282.0,,,,,,,,,
284,PT06M02.00S,2022-11-04T23:50:33.9Z,2,REGULAR,foul,personal,[],1629011,,,1610612755,37,37,2022-11-04T23:51:31Z,2820000,,,0,,M. Robinson loose ball personal FOUL (2 PF),"[1629011, 202699]",1610612752.0,NYK,loose ball,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,203054.0,2.0,0.0,Harris,202699.0,,,,,,,,,,,,
286,PT06M02.00S,2022-11-04T23:50:58.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,37,37,2022-11-04T23:50:58Z,2840000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT05M53.00S,2022-11-04T23:53:35.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202699,4.155716162943495,64.95098039215686,1610612755,39,37,2022-11-04T23:53:42Z,2850000,-75.0,-13.0,1,left,T. Harris 7' pullup Jump Shot (9 PTS),[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,7.6,Made,,,,,9.0,,,,,
290,PT05M24.00S,2022-11-04T23:54:03.4Z,2,REGULAR,3pt,Jump Shot,[],1629629,74.85216819973719,87.99019607843137,1610612752,39,40,2022-11-04T23:54:07Z,2860000,190.0,184.0,1,right,C. Reddish 26' 3PT  (3 PTS) (J. Randle 2 AST),"[1629629, 203944]",1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Right Center,,,,,,,,,26.44,Made,,,,,3.0,J. Randle,203944.0,2.0,,
292,PT05M15.00S,2022-11-04T23:54:16.1Z,2,REGULAR,foul,personal,['2freethrow'],1629629,,,1610612755,39,40,2022-11-04T23:54:24Z,2880000,,,0,,C. Reddish shooting personal FOUL (1 PF) (Maxey 2 FT),"[1629629, 1630178]",1610612752.0,NYK,shooting,,,Reddish,C. Reddish,,,,,In The Paint (Non-RA),0-8 Center,,,,101284.0,1.0,0.0,Maxey,1630178.0,,,,,,,,,,,,
294,PT05M15.00S,2022-11-04T23:54:44.0Z,2,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,40,40,2022-11-04T23:54:44Z,2900000,,,0,,T. Maxey Free Throw 1 of 2 (13 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,Made,,,,,13.0,,,,,
295,PT05M15.00S,2022-11-04T23:55:03.8Z,2,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,41,40,2022-11-04T23:55:03Z,2910000,,,0,,T. Maxey Free Throw 2 of 2 (14 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,Made,,,,,14.0,,,,,
296,PT05M06.00S,2022-11-04T23:55:16.8Z,2,REGULAR,foul,personal,['2freethrow'],200782,,,1610612752,41,40,2022-11-04T23:55:23Z,2920000,,,0,,P. Tucker shooting personal FOUL (2 PF) (Reddish 2 FT),"[200782, 1629629]",1610612755.0,PHI,shooting,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),8-16 Center,,,,203593.0,2.0,0.0,Reddish,1629629.0,,,,,,,,,,,,
298,PT05M06.00S,2022-11-04T23:55:40.0Z,2,REGULAR,freethrow,1 of 2,[],1629629,,,1610612752,41,41,2022-11-04T23:55:40Z,2940000,,,0,,C. Reddish Free Throw 1 of 2 (4 PTS),[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,Made,,,,,4.0,,,,,
299,PT05M06.00S,2022-11-04T23:55:52.2Z,2,REGULAR,freethrow,2 of 2,[],1629629,,,1610612752,41,42,2022-11-04T23:55:52Z,2950000,,,0,,C. Reddish Free Throw 2 of 2 (5 PTS),[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,Made,,,,,5.0,,,,,
300,PT04M54.00S,2022-11-04T23:56:04.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,12.171484888304862,48.28431372549019,1610612755,43,42,2022-11-04T23:56:08Z,2960000,9.0,62.0,1,left,T. Maxey 6' driving floating Jump Shot (16 PTS) (M. Harrell 1 AST),"[1630178, 1626149]",1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,6.25,Made,,,,,16.0,M. Harrell,1626149.0,1.0,,
302,PT04M42.00S,2022-11-04T23:56:17.1Z,2,REGULAR,3pt,Jump Shot,[],1629628,86.28449408672799,97.79411764705883,1610612752,43,42,2022-11-04T23:56:21Z,2980000,239.0,76.0,1,right,MISS R. Barrett 25' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,,,,,,,,,25.09,Missed,,,,,,,,,,
303,PT04M38.00S,2022-11-04T23:56:21.1Z,2,REGULAR,rebound,defensive,[],1626149,,,1610612755,43,42,2022-11-04T23:56:21Z,2990000,,,0,,M. Harrell REBOUND (Off:0 Def:4),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Right Corner 3,24+ Right,,,,,,,,,,,302.0,4.0,4.0,0.0,,,,,,
304,PT04M31.00S,2022-11-04T23:56:27.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,16.376478318002626,36.029411764705884,1610612755,43,42,2022-11-04T23:56:31Z,3000000,70.0,101.0,1,left,MISS T. Maxey 12' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,12.32,Missed,,,,,,,,,,
305,PT04M28.00S,2022-11-04T23:56:30.8Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,43,42,2022-11-04T23:56:31Z,3010000,,,0,,M. Robinson REBOUND (Off:1 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,304.0,2.0,1.0,1.0,,,,,,
306,PT04M24.00S,2022-11-04T23:56:35.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203944,93.11760840998686,48.28431372549019,1610612752,43,44,2022-11-04T23:56:40Z,3020000,-9.0,12.0,1,right,J. Randle running Layup (8 PTS) (J. Brunson 3 AST),"[203944, 1628973]",1610612752.0,NYK,running,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,1.49,Made,,,,,8.0,J. Brunson,1628973.0,3.0,,
308,PT04M11.00S,2022-11-04T23:56:47.9Z,2,REGULAR,3pt,Jump Shot,[],1630178,31.882391590013142,75.0,1610612755,43,44,2022-11-04T23:56:52Z,3040000,-125.0,247.0,1,left,MISS T. Maxey 27' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,27.7,Missed,,,,,,,,,,
309,PT04M08.00S,2022-11-04T23:56:50.9Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612752,43,44,2022-11-04T23:56:52Z,3050000,,,0,,R. Barrett REBOUND (Off:0 Def:6),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,308.0,6.0,6.0,0.0,,,,,,
310,PT04M02.00S,2022-11-04T23:56:56.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,93.64323258869908,51.9607843137255,1610612752,43,46,2022-11-04T23:57:03Z,3060000,10.0,7.0,1,right,R. Barrett running finger roll Layup (12 PTS),[1629628],1610612752.0,NYK,running finger roll,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,,,1.22,Made,,,,,12.0,,,,,
311,PT03M36.00S,2022-11-04T23:57:23.1Z,2,REGULAR,3pt,Jump Shot,[],200782,13.091327201051248,2.696078431372549,1610612755,43,46,2022-11-04T23:57:27Z,3070000,237.0,71.0,1,left,MISS P. Tucker 24' 3PT,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Right Corner 3,24+ Right,,,,,,,,,24.68,Missed,,,,,,,,,,
312,PT03M35.00S,2022-11-04T23:57:26.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,43,46,2022-11-04T23:57:26Z,3080000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,311.0,,,,,,,,,
314,PT03M35.00S,2022-11-04T23:57:30.3Z,2,REGULAR,substitution,out,[],200782,,,1610612755,43,46,2022-11-04T23:57:33Z,3100000,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT03M35.00S,2022-11-04T23:57:30.3Z,2,REGULAR,substitution,in,[],1629680,,,1610612755,43,46,2022-11-04T23:57:33Z,3110000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT03M28.00S,2022-11-04T23:57:50.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629001,14.011169513797633,50.98039215686274,1610612755,43,46,2022-11-04T23:57:57Z,3120000,-5.0,79.0,1,left,MISS D. Melton 7' driving floating Shot,[1629001],1610612755.0,PHI,driving floating,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,7.94,Missed,,,,,,,,,,
317,PT03M25.00S,2022-11-04T23:57:54.8Z,2,REGULAR,rebound,offensive,[],1629001,,,1610612755,43,46,2022-11-04T23:57:54Z,3130000,,,0,,D. Melton REBOUND (Off:3 Def:0),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,316.0,3.0,0.0,3.0,,,,,,
318,PT03M25.00S,2022-11-04T23:57:57.2Z,2,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612755,43,46,2022-11-05T00:00:49Z,3140000,,,0,,M. Robinson shooting personal FOUL (3 PF) (Harrell 2 FT),"[1629011, 1626149]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,203054.0,3.0,0.0,Harrell,1626149.0,,,,,,,,,,,,
346,PT03M25.00S,2022-11-04T23:58:15.6Z,2,REGULAR,substitution,out,[],1629011,,,1610612755,43,46,2022-11-05T00:05:26Z,3155000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT03M25.00S,2022-11-04T23:58:15.6Z,2,REGULAR,substitution,in,[],1628392,,,1610612755,43,46,2022-11-05T00:05:26Z,3157500,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT03M25.00S,2022-11-04T23:58:34.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626149,,,1610612755,44,46,2022-11-05T00:00:15Z,3160000,,,0,,M. Harrell Free Throw 1 of 2 (5 PTS),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,Made,,,,,5.0,,,,,
328,PT03M25.00S,2022-11-04T23:58:34.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1626149,,,1610612755,44,46,2022-11-05T00:00:15Z,3165000,,,0,,MISS M. Harrell Free Throw 2 of 2,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,Missed,,,,,,,,,,
329,PT03M25.00S,2022-11-04T23:58:34.1Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612752,44,46,2022-11-05T00:00:15Z,3167500,,,0,,I. Hartenstein REBOUND (Off:2 Def:5),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,328.0,7.0,5.0,2.0,,,,,,
323,PT03M11.00S,2022-11-04T23:59:28.7Z,2,REGULAR,turnover,lost ball,[],203944,,,1610612752,44,46,2022-11-04T23:59:34Z,3190000,,,0,,J. Randle lost ball TURNOVER (5 TO),"[203944, 1629001]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Left,5.0,Melton,1629001.0,,,,,,,,,,,,,,,,,
324,PT03M11.00S,2022-11-04T23:59:28.7Z,2,REGULAR,steal,,[],1629001,,,1610612755,44,46,2022-11-04T23:59:32Z,3200000,,,0,,D. Melton STEAL (1 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
325,PT03M05.00S,2022-11-04T23:59:37.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626149,7.966491458607096,43.872549019607845,1610612755,46,46,2022-11-04T23:59:44Z,3210000,31.0,22.0,1,left,M. Harrell driving Layup (7 PTS) (D. Melton 6 AST),"[1626149, 1629001]",1610612755.0,PHI,driving,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,,,,,,,,,3.79,Made,,,,,7.0,D. Melton,1629001.0,6.0,,
327,PT03M05.00S,2022-11-04T23:59:44.3Z,2,REGULAR,foul,technical,['1freethrow'],203944,,,1610612752,46,46,2022-11-05T00:00:16Z,3230000,,,0,,J. Randle technical FOUL (1 Tech),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,203593.0,1.0,1.0,,,,,,,,,,,,,,
330,PT03M05.00S,2022-11-05T00:00:28.5Z,2,REGULAR,freethrow,1 of 1,[],1630178,,,1610612752,47,46,2022-11-05T00:00:28Z,3240000,,,0,,T. Maxey technical Free Throw 1 of 1 (17 PTS),[1630178],1610612755.0,PHI,technical,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,Made,,,,,17.0,,,,,
331,PT03M05.00S,2022-11-05T00:00:34.6Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628392,,,1610612755,47,46,2022-11-05T00:00:58Z,3250000,,,0,,I. Hartenstein shooting personal FOUL (1 PF) (Maxey 1 FT),"[1628392, 1630178]",1610612752.0,NYK,shooting,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Left,,,,101284.0,1.0,0.0,Maxey,1630178.0,,,,,,,,,,,,
333,PT03M05.00S,2022-11-05T00:00:58.8Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1626149,,,1610612755,48,46,2022-11-05T00:01:49Z,3270000,,,0,,M. Harrell Free Throw 1 of 1 (8 PTS),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,Made,,,,,8.0,,,,,
334,PT02M52.00S,2022-11-05T00:01:05.6Z,2,REGULAR,3pt,Jump Shot,[],203944,78.79434954007884,5.88235294117647,1610612752,48,49,2022-11-05T00:01:09Z,3280000,-221.0,147.0,1,right,J. Randle 26' 3PT  (11 PTS) (R. Barrett 1 AST),"[203944, 1629628]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,,,,26.5,Made,,,,,11.0,R. Barrett,1629628.0,1.0,,
336,PT02M34.00S,2022-11-05T00:01:26.9Z,2,REGULAR,turnover,out-of-bounds,[],1629001,,,1610612755,48,49,2022-11-05T00:01:44Z,3300000,,,0,,D. Melton bad pass out-of-bounds TURNOVER (1 TO),[1629001],1610612755.0,PHI,bad pass,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Right,1.0,,,203054.0,,,,,,,,,,,,,,,,
337,PT02M34.00S,2022-11-05T00:01:34.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,48,49,2022-11-05T00:01:34Z,3310000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT02M34.00S,2022-11-05T00:04:17.6Z,2,REGULAR,substitution,out,[],1629001,,,1610612752,48,49,2022-11-05T00:04:24Z,3320000,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT02M34.00S,2022-11-05T00:04:17.6Z,2,REGULAR,substitution,in,[],1627777,,,1610612752,48,49,2022-11-05T00:04:24Z,3330000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT02M15.00S,2022-11-05T00:04:44.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628973,92.85479632063075,47.794117647058826,1610612752,48,51,2022-11-05T00:04:51Z,3340000,-11.0,15.0,1,right,J. Brunson driving Layup (11 PTS),[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,,1.84,Made,,,,,11.0,,,,,
343,PT01M57.00S,2022-11-05T00:05:07.4Z,2,REGULAR,foul,offensive,[],202699,,,1610612755,48,51,2022-11-05T00:05:34Z,3350000,,,0,,T. Harris offensive FOUL (1 PF),"[202699, 1629629]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,101284.0,1.0,0.0,Reddish,1629629.0,,,,,,,,,,,,
345,PT01M57.00S,2022-11-05T00:05:07.4Z,2,REGULAR,turnover,offensive foul,[],202699,,,1610612755,48,51,2022-11-05T00:05:07Z,3370000,,,0,,T. Harris offensive foul TURNOVER (2 TO),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,2.0,,,101284.0,,,,,,,,,,,,,,,,
348,PT01M39.00S,2022-11-05T00:05:42.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628973,93.77463863337714,45.34313725490196,1610612752,48,53,2022-11-05T00:05:51Z,3380000,-23.0,6.0,1,right,J. Brunson driving finger roll Layup (13 PTS) (C. Reddish 2 AST),"[1628973, 1629629]",1610612752.0,NYK,driving finger roll,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,,2.41,Made,,,,,13.0,C. Reddish,1629629.0,2.0,,
350,PT01M25.00S,2022-11-05T00:05:56.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,12.828515111695138,51.71568627450981,1610612755,48,53,2022-11-05T00:06:01Z,3400000,-9.0,68.0,1,left,MISS T. Maxey 6' driving floating Shot - blocked,"[1630178, 1629629]",1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,6.86,Missed,,,,,,,,,Reddish,1629629.0
351,PT01M25.00S,2022-11-05T00:05:56.1Z,2,REGULAR,block,,[],1629629,,,1610612755,48,53,2022-11-05T00:05:58Z,3410000,,,0,,C. Reddish BLOCK (1 BLK),[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
352,PT01M22.00S,2022-11-05T00:05:59.1Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612752,48,53,2022-11-05T00:06:01Z,3420000,,,0,,J. Brunson REBOUND (Off:1 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,350.0,3.0,2.0,1.0,,,,,,
353,PT01M22.00S,2022-11-05T00:06:01.2Z,2,REGULAR,foul,personal,['2freethrow'],202699,,,1610612752,48,53,2022-11-05T00:06:11Z,3430000,,,0,,T. Harris shooting personal FOUL (2 PF) (Barrett 2 FT),"[202699, 1629628]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,101284.0,2.0,0.0,Barrett,1629628.0,,,,,,,,,,,,
355,PT01M22.00S,2022-11-05T00:06:28.5Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629628,,,1610612752,48,54,2022-11-05T00:06:50Z,3450000,,,0,,R. Barrett Free Throw 1 of 2 (13 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,Made,,,,,13.0,,,,,
356,PT01M22.00S,2022-11-05T00:06:31.5Z,2,REGULAR,substitution,out,[],1629680,,,1610612752,48,54,2022-11-05T00:06:35Z,3460000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
