actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
534,PT09M42.00S,2022-10-22T23:57:17.6Z,4,REGULAR,3pt,Jump Shot,[],1626196,11.908672798948752,4.6568627450980395,1610612759,82,85,2022-10-22T23:59:01Z,5290000,227.0,59.0,1,left,MISS J. Richardson 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Right Corner 3,24+ Right,23.44,Missed,,,,,,,,,,,,,,,,,,
535,PT09M39.00S,2022-10-22T23:57:20.6Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,82,85,2022-10-22T23:57:23Z,5300000,,,0,,J. Embiid REBOUND (Off:2 Def:9),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Right Corner 3,24+ Right,,,534.0,11.0,9.0,2.0,,,,,,,,,,,,,,
536,PT09M21.00S,2022-10-22T23:57:41.4Z,4,REGULAR,foul,personal,['2freethrow'],1626196,,,1610612755,82,85,2022-10-22T23:57:47Z,5310000,,,0,,J. Richardson shooting personal FOUL (2 PF) (Embiid 2 FT),"[1626196, 203954]",1610612759.0,SAS,shooting,,,Richardson,J. Richardson,,,,,Mid-Range,8-16 Left,,,,,,,,202026.0,2.0,0.0,Embiid,203954.0,,,,,,,,
538,PT09M21.00S,2022-10-22T23:58:13.5Z,4,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,83,85,2022-10-22T23:58:13Z,5330000,,,0,,J. Embiid Free Throw 1 of 2 (29 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,,,,29.0,,,,,
539,PT09M21.00S,2022-10-22T23:58:14.9Z,4,REGULAR,substitution,out,[],1626196,,,1610612755,83,85,2022-10-22T23:58:23Z,5340000,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT09M21.00S,2022-10-22T23:58:14.9Z,4,REGULAR,substitution,out,[],1628380,,,1610612755,83,85,2022-10-22T23:58:23Z,5350000,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT09M21.00S,2022-10-22T23:58:14.9Z,4,REGULAR,substitution,in,[],1629676,,,1610612755,83,85,2022-10-22T23:58:23Z,5360000,,,0,,SUB in: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT09M21.00S,2022-10-22T23:58:14.9Z,4,REGULAR,substitution,in,[],1627751,,,1610612755,83,85,2022-10-22T23:58:23Z,5370000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT09M21.00S,2022-10-22T23:58:41.0Z,4,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,84,85,2022-10-22T23:58:41Z,5380000,,,0,,J. Embiid Free Throw 2 of 2 (30 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,,,,30.0,,,,,
544,PT09M00.00S,2022-10-22T23:59:04.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,13.091327201051248,40.931372549019606,1610612759,84,85,2022-10-22T23:59:12Z,5390000,45.0,71.0,1,left,MISS J. Poeltl 8' driving Hook,[1627751],1610612759.0,SAS,driving,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Right,8.39,Missed,,,,,,,,,,,,,,,,,,
545,PT08M56.00S,2022-10-22T23:59:08.3Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,84,85,2022-10-22T23:59:12Z,5400000,,,0,,J. Embiid REBOUND (Off:2 Def:10),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Right,,,544.0,12.0,10.0,2.0,,,,,,,,,,,,,,
546,PT08M45.00S,2022-10-22T23:59:18.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,92.72339027595268,51.225490196078425,1610612755,86,85,2022-10-22T23:59:26Z,5410000,6.0,16.0,1,right,J. Embiid cutting DUNK (32 PTS) (J. Harden 10 AST),"[203954, 201935]",1610612755.0,PHI,cutting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.7,Made,,,,,,,,,,,,,32.0,J. Harden,201935.0,10.0,,
548,PT08M45.00S,2022-10-22T23:59:24.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,86,85,2022-10-22T23:59:24Z,5430000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT08M21.00S,2022-10-23T00:02:42.2Z,4,REGULAR,2pt,Jump Shot,[],1630170,20.45006570302234,66.66666666666666,1610612759,86,87,2022-10-23T00:02:48Z,5440000,-83.0,140.0,1,left,D. Vassell 16' fadeaway Jump Shot (22 PTS),[1630170],1610612759.0,SAS,fadeaway,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Left Center,16.26,Made,,,,,,,,,,,,,22.0,,,,,
550,PT08M04.00S,2022-10-23T00:03:00.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,94.56307490144546,51.470588235294116,1610612755,88,87,2022-10-23T00:03:06Z,5450000,7.0,-1.0,1,right,J. Embiid cutting DUNK (34 PTS) (J. Harden 11 AST),"[203954, 201935]",1610612755.0,PHI,cutting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,0.75,Made,,,,,,,,,,,,,34.0,J. Harden,201935.0,11.0,,
552,PT07M56.00S,2022-10-23T00:03:08.7Z,4,REGULAR,3pt,Jump Shot,[],203926,29.911300919842315,72.79411764705883,1610612759,88,90,2022-10-23T00:03:16Z,5470000,-114.0,229.0,1,left,D. McDermott 25' 3PT  (9 PTS) (T. Jones 2 AST),"[203926, 1630200]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,25.55,Made,,,,,,,,,,,,,9.0,T. Jones,1630200.0,2.0,,
554,PT07M36.00S,2022-10-23T00:03:27.5Z,4,REGULAR,3pt,Jump Shot,[],203954,90.48948751642575,4.411764705882353,1610612755,88,90,2022-10-23T00:03:32Z,5490000,-228.0,37.0,1,right,MISS J. Embiid 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Left Corner 3,24+ Left,23.09,Missed,,,,,,,,,,,,,,,,,,
555,PT07M33.00S,2022-10-23T00:03:30.5Z,4,REGULAR,rebound,defensive,[],1630170,,,1610612759,88,90,2022-10-23T00:03:32Z,5500000,,,0,,D. Vassell REBOUND (Off:0 Def:3),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Left Corner 3,24+ Left,,,554.0,3.0,3.0,0.0,,,,,,,,,,,,,,
556,PT07M27.00S,2022-10-23T00:03:39.4Z,4,REGULAR,foul,personal,[],1627863,,,1610612759,88,90,2022-10-23T00:03:48Z,5510000,,,0,,D. House Jr. personal FOUL (1 PF),"[1627863, 1630170]",1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,202027.0,1.0,0.0,Vassell,1630170.0,,,,,,,,
558,PT07M27.00S,2022-10-23T00:03:49.7Z,4,REGULAR,substitution,out,[],1630170,,,1610612759,88,90,2022-10-23T00:03:54Z,5530000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT07M27.00S,2022-10-23T00:03:49.7Z,4,REGULAR,substitution,in,[],1629640,,,1610612759,88,90,2022-10-23T00:03:54Z,5540000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT07M27.00S,2022-10-23T00:03:56.1Z,4,REGULAR,substitution,out,[],203954,,,1610612759,88,90,2022-10-23T00:04:02Z,5560000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT07M27.00S,2022-10-23T00:03:56.1Z,4,REGULAR,substitution,in,[],1626149,,,1610612759,88,90,2022-10-23T00:04:02Z,5570000,,,0,,SUB in: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT07M27.00S,2022-10-23T00:03:56.1Z,4,REGULAR,substitution,in,[],1630178,,,1610612759,88,90,2022-10-23T00:04:02Z,5580000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT07M27.00S,2022-10-23T00:03:56.1Z,4,REGULAR,substitution,out,[],1629001,,,1610612759,88,90,2022-10-23T00:04:23Z,5585000,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT07M20.00S,2022-10-23T00:04:20.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203926,5.863994743758213,50.245098039215684,1610612759,88,92,2022-10-23T00:04:36Z,5590000,-1.0,3.0,1,left,D. McDermott cutting Layup (11 PTS) (I. Roby 1 AST),"[203926, 1629676]",1610612759.0,SAS,cutting,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,0.29,Made,,,,,,,,,,,,,11.0,I. Roby,1629676.0,1.0,,
567,PT07M14.00S,2022-10-23T00:04:26.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630178,93.11760840998686,48.529411764705884,1610612755,90,92,2022-10-23T00:04:54Z,5610000,-7.0,12.0,1,right,T. Maxey running finger roll Layup (16 PTS) (J. Harden 12 AST),"[1630178, 201935]",1610612755.0,PHI,running finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,,,,,,,,,16.0,J. Harden,201935.0,12.0,,
569,PT07M05.00S,2022-10-23T00:04:36.3Z,4,REGULAR,3pt,Jump Shot,[],203926,34.37910643889619,44.36274509803921,1610612759,90,95,2022-10-23T00:04:46Z,5630000,28.0,271.0,1,left,D. McDermott 27' 3PT  (14 PTS) (T. Jones 3 AST),"[203926, 1630200]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,27.22,Made,,,,,,,,,,,,,14.0,T. Jones,1630200.0,3.0,,
572,PT06M43.00S,2022-10-23T00:05:11.5Z,4,REGULAR,violation,kicked ball,[],1629676,,,1610612755,90,95,2022-10-23T00:05:16Z,5660000,,,0,,I. Roby kicked ball VIOLATION,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,202027.0,,,,,,,,,,,,
573,PT06M43.00S,2022-10-23T00:05:13.5Z,4,REGULAR,substitution,out,[],1627777,,,1610612755,90,95,2022-10-23T00:05:16Z,5670000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT06M43.00S,2022-10-23T00:05:13.5Z,4,REGULAR,substitution,in,[],202699,,,1610612755,90,95,2022-10-23T00:05:16Z,5680000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT06M33.00S,2022-10-23T00:05:32.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,93.9060446780552,48.03921568627451,1610612755,90,95,2022-10-23T00:05:40Z,5690000,-10.0,5.0,1,right,MISS T. Maxey driving Layup - blocked,"[1630178, 1627751]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.09,Missed,,,,,,,,,,,Poeltl,1627751.0,,,,,,
576,PT06M33.00S,2022-10-23T00:05:32.6Z,4,REGULAR,block,,[],1627751,,,1610612755,90,95,2022-10-23T00:05:34Z,5700000,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
577,PT06M28.00S,2022-10-23T00:05:37.6Z,4,REGULAR,rebound,offensive,[],1626149,,,1610612755,90,95,2022-10-23T00:06:25Z,5710000,,,0,,M. Harrell REBOUND (Off:2 Def:0),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,,,575.0,2.0,0.0,2.0,,,,,,,,,,,,,,
578,PT06M25.00S,2022-10-23T00:05:39.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202699,79.45137976346912,94.36274509803921,1610612755,90,95,2022-10-23T00:05:44Z,5720000,222.0,141.0,1,right,MISS T. Harris 26' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,26.27,Missed,,,,,,,,,,,,,,,,,,
579,PT06M23.00S,2022-10-23T00:05:42.4Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612759,90,95,2022-10-23T00:05:42Z,5730000,,,0,,J. Poeltl REBOUND (Off:2 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,578.0,5.0,3.0,2.0,,,,,,,,,,,,,,
580,PT06M15.00S,2022-10-23T00:05:51.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,4.944152431011826,50.73529411764706,1610612759,90,97,2022-10-23T00:05:59Z,5740000,-4.0,-6.0,1,left,J. Poeltl finger roll Layup (7 PTS) (I. Roby 2 AST),"[1627751, 1629676]",1610612759.0,SAS,finger roll,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,0.7,Made,,,,,,,,,,,,,7.0,I. Roby,1629676.0,2.0,,
582,PT06M14.00S,2022-10-23T00:05:56.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,90,97,2022-10-23T00:05:56Z,5760000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT06M14.00S,2022-10-23T00:08:34.6Z,4,REGULAR,substitution,out,[],1626149,,,1610612755,90,97,2022-10-23T00:08:44Z,5770000,,,0,,SUB out: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT06M14.00S,2022-10-23T00:08:34.6Z,4,REGULAR,substitution,out,[],1627863,,,1610612755,90,97,2022-10-23T00:08:44Z,5780000,,,0,,SUB out: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT06M14.00S,2022-10-23T00:08:34.6Z,4,REGULAR,substitution,in,[],203954,,,1610612755,90,97,2022-10-23T00:08:44Z,5790000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT06M14.00S,2022-10-23T00:08:34.6Z,4,REGULAR,substitution,in,[],200782,,,1610612755,90,97,2022-10-23T00:08:44Z,5800000,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT05M58.00S,2022-10-23T00:09:11.4Z,4,REGULAR,turnover,out-of-bounds,[],1630178,,,1610612755,90,97,2022-10-23T00:09:20Z,5810000,,,0,,T. Maxey step out-of-bounds TURNOVER (3 TO),[1630178],1610612755.0,PHI,step,,,Maxey,T. Maxey,,,,,Left Corner 3,24+ Left,,,,,,,3.0,1628172.0,,,,,,,,,,,,
588,PT05M34.00S,2022-10-23T00:09:43.8Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630200,24.26084099868594,47.549019607843135,1610612759,90,99,2022-10-23T00:09:51Z,5820000,12.0,176.0,1,left,T. Jones 17' pullup Jump Shot (9 PTS),[1630200],1610612759.0,SAS,pullup,,,Jones,T. Jones,,,,,Mid-Range,16-24 Center,17.6,Made,,,,,,,,,,,,,9.0,,,,,
589,PT05M19.00S,2022-10-23T00:09:58.2Z,4,REGULAR,3pt,Jump Shot,[],202699,79.58278580814718,95.58823529411765,1610612755,90,99,2022-10-23T00:10:03Z,5830000,228.0,139.0,1,right,MISS T. Harris 26' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,26.72,Missed,,,,,,,,,,,,,,,,,,
590,PT05M15.00S,2022-10-23T00:10:02.2Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612759,90,99,2022-10-23T00:29:01Z,5840000,,,0,,J. Poeltl REBOUND (Off:2 Def:4),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,589.0,6.0,4.0,2.0,,,,,,,,,,,,,,
591,PT05M10.00S,2022-10-23T00:10:07.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630200,5.469776609724048,51.470588235294116,1610612759,90,99,2022-10-23T00:10:16Z,5850000,-7.0,-1.0,1,left,MISS T. Jones running Layup,[1630200],1610612759.0,SAS,running,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,0.75,Missed,,,,,,,,,,,,,,,,,,
592,PT05M06.00S,2022-10-23T00:10:10.7Z,4,REGULAR,rebound,offensive,[],1627751,,,1610612759,90,99,2022-10-23T00:10:10Z,5860000,,,0,,J. Poeltl REBOUND (Off:3 Def:4),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,591.0,7.0,4.0,3.0,,,,,,,,,,,,,,
593,PT05M06.00S,2022-10-23T00:10:10.7Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627751,5.590000152587891,50.0,1610612759,90,101,2022-10-23T00:10:42Z,5870000,0.0,0.0,1,left,J. Poeltl putback Layup (9 PTS),[1627751],1610612759.0,SAS,putback,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,,,9.0,,,,,
594,PT04M54.00S,2022-10-23T00:10:23.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,81.8166885676741,51.225490196078425,1610612755,90,101,2022-10-23T00:10:28Z,5880000,6.0,118.0,1,right,MISS J. Harden 11' driving floating Shot,[201935],1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,11.86,Missed,,,,,,,,,,,,,,,,,,
595,PT04M51.00S,2022-10-23T00:10:25.9Z,4,REGULAR,rebound,offensive,[],201935,,,1610612755,90,101,2022-10-23T00:10:25Z,5890000,,,0,,J. Harden REBOUND (Off:4 Def:5),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,,,594.0,9.0,5.0,4.0,,,,,,,,,,,,,,
596,PT04M50.00S,2022-10-23T00:10:30.4Z,4,REGULAR,foul,offensive,[],202699,,,1610612755,90,101,2022-10-23T00:10:35Z,5900000,,,0,,T. Harris charge offensive FOUL (1 PF),"[202699, 1627751]",1610612755.0,PHI,charge,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,202027.0,1.0,0.0,Poeltl,1627751.0,,,,,,,,
598,PT04M50.00S,2022-10-23T00:10:30.4Z,4,REGULAR,turnover,offensive foul,[],202699,,,1610612755,90,101,2022-10-23T00:10:30Z,5920000,,,0,,T. Harris offensive foul TURNOVER (1 TO),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,1.0,202027.0,,,,,,,,,,,,
599,PT04M50.00S,2022-10-23T00:10:39.0Z,4,REGULAR,substitution,out,[],1629676,,,1610612759,90,101,2022-10-23T00:10:44Z,5930000,,,0,,SUB out: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT04M50.00S,2022-10-23T00:10:39.0Z,4,REGULAR,substitution,out,[],1630200,,,1610612759,90,101,2022-10-23T00:10:44Z,5940000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT04M50.00S,2022-10-23T00:10:39.0Z,4,REGULAR,substitution,in,[],1630563,,,1610612759,90,101,2022-10-23T00:10:44Z,5950000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT04M50.00S,2022-10-23T00:10:39.0Z,4,REGULAR,substitution,in,[],1630170,,,1610612759,90,101,2022-10-23T00:10:44Z,5960000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT04M42.00S,2022-10-23T00:11:02.4Z,4,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612759,90,101,2022-10-23T00:11:15Z,5970000,,,0,,T. Maxey shooting personal FOUL (3 PF) (Johnson 2 FT),"[1630178, 1629640]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1628172.0,3.0,0.0,Johnson,1629640.0,,,,,,,,
605,PT04M42.00S,2022-10-23T00:11:27.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629640,,,1610612759,90,102,2022-10-23T00:11:44Z,5990000,,,0,,K. Johnson Free Throw 1 of 2 (21 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,,,,,,,,,,21.0,,,,,
606,PT04M42.00S,2022-10-23T00:11:27.6Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629640,,,1610612759,90,102,2022-10-23T00:11:44Z,6000000,,,0,,MISS K. Johnson Free Throw 2 of 2,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
607,PT04M40.00S,2022-10-23T00:11:29.6Z,4,REGULAR,rebound,offensive,[],1627751,,,1610612759,90,102,2022-10-23T00:11:44Z,6010000,,,0,,J. Poeltl REBOUND (Off:4 Def:4),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,606.0,8.0,4.0,4.0,,,,,,,,,,,,,,
608,PT04M37.00S,2022-10-23T00:11:46.1Z,4,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203926,23.209592641261498,33.82352941176471,1610612759,90,102,2022-10-23T00:11:52Z,6020000,81.0,166.0,1,left,MISS D. McDermott 18' pullup Shot,[203926],1610612759.0,SAS,pullup,,,McDermott,D. McDermott,,,,,Mid-Range,16-24 Right Center,18.44,Missed,,,,,,,,,,,,,,,,,,
609,PT04M33.00S,2022-10-23T00:11:50.1Z,4,REGULAR,rebound,offensive,[],1627751,,,1610612759,90,102,2022-10-23T00:11:52Z,6030000,,,0,,J. Poeltl REBOUND (Off:5 Def:4),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Right Center,,,608.0,9.0,4.0,5.0,,,,,,,,,,,,,,
610,PT04M22.00S,2022-10-23T00:12:03.1Z,4,REGULAR,turnover,out-of-bounds,[],1630170,,,1610612759,90,102,2022-10-23T00:12:09Z,6040000,,,0,,D. Vassell bad pass out-of-bounds TURNOVER (1 TO),[1630170],1610612759.0,SAS,bad pass,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,,,,,,,1.0,202026.0,,,,,,,,,,,,
611,PT04M04.00S,2022-10-23T00:12:25.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203954,93.11760840998686,51.470588235294116,1610612755,92,102,2022-10-23T00:12:30Z,6050000,7.0,12.0,1,right,J. Embiid driving Layup (36 PTS) (T. Harris 2 AST),"[203954, 202699]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,,,,,,,,,36.0,T. Harris,202699.0,2.0,,
615,PT03M41.00S,2022-10-23T00:12:58.3Z,4,REGULAR,3pt,Jump Shot,[],1630170,33.03219448094612,51.470588235294116,1610612759,92,102,2022-10-23T00:16:07Z,6090000,-7.0,258.0,1,left,MISS D. Vassell 25' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,25.81,Missed,,,,,,,,,,,,,,,,,,
616,PT03M41.00S,2022-10-23T00:12:58.3Z,4,REGULAR,rebound,offensive,[],1627751,,,1610612759,92,102,2022-10-23T00:16:07Z,6100000,,,0,,J. Poeltl REBOUND (Off:6 Def:4),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Center,,,615.0,10.0,4.0,6.0,,,,,,,,,,,,,,
617,PT03M41.00S,2022-10-23T00:13:01.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,5.590000152587891,50.0,1610612759,92,104,2022-10-23T00:13:01Z,6110000,0.0,0.0,1,left,J. Poeltl putback Layup (11 PTS),[1627751],1610612759.0,SAS,putback,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,,11.0,,,,,
618,PT03M41.00S,2022-10-23T00:13:07.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,92,104,2022-10-23T00:13:07Z,6120000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT03M41.00S,2022-10-23T00:14:04.3Z,4,REGULAR,substitution,out,[],203926,,,1610612755,92,104,2022-10-23T00:14:14Z,6130000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT03M41.00S,2022-10-23T00:14:04.3Z,4,REGULAR,substitution,in,[],1630200,,,1610612755,92,104,2022-10-23T00:14:21Z,6150000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT03M18.00S,2022-10-23T00:14:48.6Z,4,REGULAR,foul,personal,['2freethrow'],1629640,,,1610612755,92,104,2022-10-23T00:14:53Z,6160000,,,0,,K. Johnson shooting personal FOUL (1 PF) (Maxey 2 FT),"[1629640, 1630178]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628172.0,1.0,0.0,Maxey,1630178.0,,,,,,,,
624,PT03M18.00S,2022-10-23T00:15:20.3Z,4,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,93,104,2022-10-23T00:15:20Z,6180000,,,0,,T. Maxey Free Throw 1 of 2 (17 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,,,,,,,17.0,,,,,
