actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-04-06T23:33:08.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-04-06T23:33:08Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-04-06T23:33:10.0Z,1,REGULAR,jumpball,recovered,[],201935,,,1610612755,0,0,2023-04-06T23:33:10Z,40000,False,,,0,,Jump Ball J. Embiid vs. B. Adebayo: Tip to J. Harden,"[201935, 203954, 1628389]",1610612755.0,PHI,startperiod,J. Harden,201935.0,Harden,J. Harden,Embiid,203954.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2023-04-06T23:33:28.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,82.57227332457293,38.23529411764706,1610612755,0,0,2023-04-06T23:33:48Z,70000,False,-59.0,111.0,1,right,MISS J. Embiid 12' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,12.59,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2023-04-06T23:33:30.1Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,0,0,2023-04-06T23:33:32Z,80000,False,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M34.00S,2023-04-06T23:33:33.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629622,6.356767411300922,46.32352941176471,1610612748,0,2,2023-04-06T23:33:38Z,90000,False,18.0,7.0,1,left,M. Strus running Layup (2 PTS) (J. Butler 1 AST),"[1629622, 202710]",1610612748.0,MIA,running,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,1.98,Made,,,,,2.0,J. Butler,202710.0,1.0,,,,,,,,,,
11,PT11M19.00S,2023-04-06T23:33:48.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,94.00459921156373,55.3921568627451,1610612755,0,2,2023-04-06T23:33:53Z,110000,False,27.0,4.0,1,right,MISS T. Harris driving Layup,[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,2.73,Missed,,,,,,,,,,,,,,,,,,
12,PT11M17.00S,2023-04-06T23:33:50.0Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,0,2,2023-04-06T23:33:53Z,120000,False,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M07.00S,2023-04-06T23:33:59.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,17.526281208935615,58.088235294117645,1610612748,0,2,2023-04-06T23:34:49Z,130000,False,-40.0,112.0,1,left,MISS B. Adebayo 11' floating Shot,[1628389],1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,11.93,Missed,,,,,,,,,,,,,,,,,,
14,PT11M05.00S,2023-04-06T23:34:01.5Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,0,2,2023-04-06T23:34:03Z,140000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M51.00S,2023-04-06T23:34:15.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,94.00459921156373,45.09803921568627,1610612755,0,2,2023-04-06T23:34:20Z,150000,False,-25.0,4.0,1,right,MISS J. Harden driving Layup,[201935],1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,2.48,Missed,,,,,,,,,,,,,,,,,,
16,PT10M48.00S,2023-04-06T23:34:18.7Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,0,2,2023-04-06T23:34:20Z,160000,False,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M43.00S,2023-04-06T23:34:23.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,8.722076215505908,52.94117647058824,1610612748,0,2,2023-04-06T23:34:29Z,170000,False,-15.0,29.0,1,left,MISS T. Herro driving Layup - blocked,"[1629639, 1629001]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,3.3,Missed,,,,,,,,,Melton,1629001.0,,,,,,,,
