actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
254,PT06M53.00S,2022-10-24T23:52:55.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630678,94.43166885676742,48.28431372549019,1610612754,43,29,2022-10-24T23:53:01Z,2510000,-9.0,0.0,1,right,T. Taylor running finger roll Layup (2 PTS) (B. Hield 2 AST),"[1630678, 1627741]",1610612754.0,IND,running finger roll,,,Taylor,T. Taylor,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,2.0,B. Hield,1627741.0,2.0,,,,,,,,,,
256,PT06M44.00S,2022-10-24T23:53:08.0Z,2,REGULAR,foul,personal,[],1627741,,,1610612755,43,29,2022-10-24T23:53:13Z,2530000,,,0,,B. Hield personal FOUL (1 PF),"[1627741, 202699]",1610612754.0,IND,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,203177.0,,,1.0,0.0,Harris,202699.0
258,PT06M37.00S,2022-10-24T23:53:30.0Z,2,REGULAR,3pt,Jump Shot,[],202699,11.777266754270697,2.941176470588235,1610612755,46,29,2022-10-24T23:53:33Z,2550000,235.0,58.0,1,left,T. Harris 24' 3PT  (6 PTS) (J. Harden 4 AST),"[202699, 201935]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,24.24,Made,,,,,6.0,J. Harden,201935.0,4.0,,,,,,,,,,
260,PT06M19.00S,2022-10-24T23:53:47.3Z,2,REGULAR,3pt,Jump Shot,[],1629614,67.7562417871222,23.52941176470588,1610612754,46,29,2022-10-24T23:53:55Z,2570000,-132.0,251.0,1,right,MISS A. Nembhard 28' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,28.34,Missed,,,,,,,,,,,,,,,,,,
261,PT06M13.00S,2022-10-24T23:53:53.3Z,2,REGULAR,rebound,offensive,[],1630678,,,1610612754,46,29,2022-10-24T23:53:55Z,2580000,,,0,,T. Taylor REBOUND (Off:1 Def:1),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,Above the Break 3,24+ Left Center,,,260.0,2.0,1.0,1.0,,,,,,,,,,,,,,
262,PT06M13.00S,2022-10-24T23:53:53.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630678,94.40999984741211,50.0,1610612754,46,29,2022-10-24T23:53:53Z,2590000,0.0,0.0,1,right,MISS T. Taylor tip Layup,[1630678],1610612754.0,IND,tip,,,Taylor,T. Taylor,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
263,PT06M12.00S,2022-10-24T23:53:54.3Z,2,REGULAR,rebound,defensive,[],201935,,,1610612755,46,29,2022-10-24T23:53:54Z,2600000,,,0,,J. Harden REBOUND (Off:0 Def:5),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,,,262.0,5.0,5.0,0.0,,,,,,,,,,,,,,
264,PT06M08.00S,2022-10-24T23:53:57.6Z,2,REGULAR,3pt,Jump Shot,[],1630178,31.488173455978973,25.49019607843137,1610612755,46,29,2022-10-24T23:54:05Z,2610000,123.0,243.0,1,left,MISS T. Maxey 27' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,27.26,Missed,,,,,,,,,,,,,,,,,,
265,PT06M06.00S,2022-10-24T23:54:01.5Z,2,REGULAR,rebound,offensive,[],202699,,,1610612755,46,29,2022-10-24T23:54:01Z,2620000,,,0,,T. Harris REBOUND (Off:2 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,264.0,6.0,4.0,2.0,,,,,,,,,,,,,,
267,PT05M53.00S,2022-10-24T23:54:31.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201935,24.392247043363994,34.55882352941176,1610612755,48,29,2022-10-24T23:54:35Z,2640000,77.0,177.0,1,left,J. Harden 19' step back Jump Shot (7 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Mid-Range,16-24 Right Center,19.29,Made,,,,,7.0,,,,,,,,,,,,,
268,PT05M46.00S,2022-10-24T23:54:46.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,48,29,2022-10-24T23:54:46Z,2650000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M41.00S,2022-10-24T23:57:43.6Z,2,REGULAR,3pt,Jump Shot,[],1630188,92.32917214191852,98.0392156862745,1610612754,48,29,2022-10-24T23:57:49Z,2660000,240.0,20.0,1,right,MISS J. Smith 24' 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Right Corner 3,24+ Right,24.1,Missed,,,,,,,,,,,,,,,,,,
270,PT05M37.00S,2022-10-24T23:57:46.9Z,2,REGULAR,rebound,defensive,[],201935,,,1610612755,48,29,2022-10-24T23:57:46Z,2670000,,,0,,J. Harden REBOUND (Off:0 Def:6),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Right Corner 3,24+ Right,,,269.0,6.0,6.0,0.0,,,,,,,,,,,,,,
271,PT05M16.00S,2022-10-24T23:58:08.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202699,7.5722733245729295,60.049019607843135,1610612755,48,29,2022-10-24T23:58:12Z,2680000,-50.0,19.0,1,left,MISS T. Harris driving Layup,[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,5.36,Missed,,,,,,,,,,,,,,,,,,
272,PT05M14.00S,2022-10-24T23:58:10.5Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612754,48,29,2022-10-24T23:58:12Z,2690000,,,0,,J. Smith REBOUND (Off:1 Def:3),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,271.0,4.0,3.0,1.0,,,,,,,,,,,,,,
273,PT05M12.00S,2022-10-24T23:58:13.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,76.95466491458606,9.068627450980392,1610612754,48,32,2022-10-24T23:58:20Z,2700000,-205.0,164.0,1,right,B. Hield 26' 3PT running (9 PTS) (T. Haliburton 5 AST),"[1627741, 1630169]",1610612754.0,IND,running,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,26.24,Made,,,,,9.0,T. Haliburton,1630169.0,5.0,,,,,,,,,,
275,PT04M49.00S,2022-10-24T23:58:35.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,7.30946123521682,49.754901960784316,1610612755,48,32,2022-10-24T23:58:41Z,2720000,1.0,16.0,1,left,MISS M. Harrell cutting Layup - blocked,"[1626149, 1630678]",1610612755.0,PHI,cutting,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,1.62,Missed,,,,,,,,,,,,,Taylor,1630678.0,,,,
276,PT04M49.00S,2022-10-24T23:58:35.8Z,2,REGULAR,block,,[],1630678,,,1610612755,48,32,2022-10-25T00:09:05Z,2730000,,,0,,T. Taylor BLOCK (1 BLK),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
277,PT04M46.00S,2022-10-24T23:58:38.8Z,2,REGULAR,rebound,defensive,[],1630678,,,1610612754,48,32,2022-10-24T23:58:41Z,2740000,,,0,,T. Taylor REBOUND (Off:1 Def:2),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,Restricted Area,0-8 Center,,,275.0,3.0,2.0,1.0,,,,,,,,,,,,,,
278,PT04M44.00S,2022-10-24T23:58:41.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630188,94.30026281208936,49.26470588235294,1610612754,48,34,2022-10-24T23:59:02Z,2750000,-4.0,1.0,1,right,J. Smith running finger roll Layup (7 PTS) (T. Haliburton 6 AST),"[1630188, 1630169]",1610612754.0,IND,running finger roll,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,0.39,Made,,,,,7.0,T. Haliburton,1630169.0,6.0,,,,,,,,,,
280,PT04M44.00S,2022-10-24T23:58:51.8Z,2,REGULAR,timeout,full,['team'],0,,,1610612755,48,34,2022-10-24T23:58:51Z,2770000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT04M44.00S,2022-10-25T00:00:02.6Z,2,REGULAR,substitution,out,[],1630178,,,1610612755,48,34,2022-10-25T00:00:10Z,2780000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT04M44.00S,2022-10-25T00:00:02.6Z,2,REGULAR,substitution,out,[],1626149,,,1610612755,48,34,2022-10-25T00:00:10Z,2790000,,,0,,SUB out: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT04M44.00S,2022-10-25T00:00:02.6Z,2,REGULAR,substitution,in,[],1629001,,,1610612755,48,34,2022-10-25T00:00:10Z,2800000,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT04M44.00S,2022-10-25T00:00:02.6Z,2,REGULAR,substitution,in,[],203954,,,1610612755,48,34,2022-10-25T00:00:10Z,2810000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M25.00S,2022-10-25T00:00:25.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,13.354139290407357,47.794117647058826,1610612755,48,34,2022-10-25T00:00:29Z,2820000,11.0,73.0,1,left,MISS J. Harden 7' driving floating Shot,[201935],1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,7.38,Missed,,,,,,,,,,,,,,,,,,
286,PT04M23.00S,2022-10-25T00:00:28.1Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612754,48,34,2022-10-25T00:00:28Z,2830000,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,,,285.0,2.0,2.0,0.0,,,,,,,,,,,,,,
287,PT04M21.00S,2022-10-25T00:00:33.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630188,94.43166885676742,52.69607843137255,1610612754,48,36,2022-10-25T00:01:51Z,2840000,13.0,0.0,1,right,J. Smith running Layup (9 PTS) (B. Hield 3 AST),"[1630188, 1627741]",1610612754.0,IND,running,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,1.35,Made,,,,,9.0,B. Hield,1627741.0,3.0,,,,,,,,,,
289,PT04M21.00S,2022-10-25T00:00:36.4Z,2,REGULAR,foul,personal,['1freethrow'],203954,,,1610612754,48,36,2022-10-25T00:00:42Z,2860000,,,0,,J. Embiid shooting personal FOUL (2 PF) (Smith 1 FT),"[203954, 1630188]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1148.0,,,2.0,0.0,Smith,1630188.0
291,PT04M21.00S,2022-10-25T00:01:07.1Z,2,REGULAR,freethrow,1 of 1,[],1630188,,,1610612754,48,37,2022-10-25T00:01:07Z,2880000,,,0,,J. Smith Free Throw 1 of 1 (10 PTS),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
292,PT04M10.00S,2022-10-25T00:01:19.0Z,2,REGULAR,3pt,Jump Shot,[],1629001,24.129434954007884,11.029411764705882,1610612755,51,37,2022-10-25T00:11:21Z,2890000,195.0,174.0,1,left,D. Melton 26' 3PT step back (8 PTS) (J. Embiid 2 AST),"[1629001, 203954]",1610612755.0,PHI,step back,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,26.15,Made,,,,,8.0,J. Embiid,203954.0,2.0,,,,,,,,,,
294,PT03M55.00S,2022-10-25T00:01:32.9Z,2,REGULAR,3pt,Jump Shot,[],1630188,90.62089356110381,5.88235294117647,1610612754,51,40,2022-10-25T00:01:36Z,2910000,-221.0,36.0,1,right,J. Smith 3PT  (13 PTS) (T. Haliburton 7 AST),"[1630188, 1630169]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Left Corner 3,24+ Left,22.35,Made,,,,,13.0,T. Haliburton,1630169.0,7.0,,,,,,,,,,
296,PT03M40.00S,2022-10-25T00:01:51.7Z,2,REGULAR,foul,personal,[],1630188,,,1610612755,51,40,2022-10-25T00:01:56Z,2930000,,,0,,J. Smith personal FOUL (1 PF),"[1630188, 203954]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1148.0,,,1.0,0.0,Embiid,203954.0
298,PT03M25.00S,2022-10-25T00:02:26.8Z,2,REGULAR,2pt,Jump Shot,[],201935,18.084756898817346,27.696078431372552,1610612755,53,40,2022-10-25T00:13:46Z,2950000,112.0,117.0,1,left,J. Harden 16' turnaround fadeaway Jump Shot (9 PTS),[201935],1610612755.0,PHI,turnaround fadeaway,,,Harden,J. Harden,,,,,Mid-Range,16-24 Right Center,16.2,Made,,,,,9.0,,,,,,,,,,,,,
299,PT03M18.00S,2022-10-25T00:02:34.5Z,2,REGULAR,3pt,Jump Shot,[],1627741,68.01905387647832,61.51960784313726,1610612754,53,40,2022-10-25T00:02:38Z,2960000,58.0,248.0,1,right,MISS B. Hield 25' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,25.47,Missed,,,,,,,,,,,,,,,,,,
300,PT03M15.00S,2022-10-25T00:02:37.5Z,2,REGULAR,rebound,defensive,[],201935,,,1610612755,53,40,2022-10-25T00:02:38Z,2970000,,,0,,J. Harden REBOUND (Off:0 Def:7),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,299.0,7.0,7.0,0.0,,,,,,,,,,,,,,
301,PT03M04.00S,2022-10-25T00:02:48.4Z,2,REGULAR,3pt,Jump Shot,[],202699,8.492115637319317,98.52941176470588,1610612755,53,40,2022-10-25T00:02:54Z,2980000,-243.0,27.0,1,left,MISS T. Harris 24' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Left Corner 3,24+ Left,24.41,Missed,,,,,,,,,,,,,,,,,,
302,PT03M01.00S,2022-10-25T00:02:51.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,53,40,2022-10-25T00:02:54Z,2990000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Left Corner 3,24+ Left,,,301.0,,,,,,,,,,,,,,,,,
304,PT02M52.00S,2022-10-25T00:03:21.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629001,33.98488830486202,55.14705882352941,1610612755,53,40,2022-10-25T00:03:28Z,3010000,-26.0,267.0,1,left,MISS D. Melton 26' 3PT,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,26.82,Missed,,,,,,,,,,,,,,,,,,
305,PT02M52.00S,2022-10-25T00:03:21.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,53,40,2022-10-25T00:03:28Z,3020000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Center,,,304.0,,,,,,,,,,,,,,,,,
307,PT02M52.00S,2022-10-25T00:03:29.8Z,2,REGULAR,foul,personal,[],203954,,,1610612754,53,40,2022-10-25T00:03:39Z,3040000,,,0,,J. Embiid loose ball personal FOUL (3 PF),"[203954, 1630188]",1610612755.0,PHI,loose ball,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627529.0,,,3.0,0.0,Smith,1630188.0
309,PT02M52.00S,2022-10-25T00:03:41.9Z,2,REGULAR,substitution,out,[],203954,,,1610612754,53,40,2022-10-25T00:03:47Z,3060000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M52.00S,2022-10-25T00:03:41.9Z,2,REGULAR,substitution,in,[],1630194,,,1610612754,53,40,2022-10-25T00:03:47Z,3070000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M41.00S,2022-10-25T00:04:10.1Z,2,REGULAR,turnover,bad pass,[],1630169,,,1610612754,53,40,2022-10-25T00:04:14Z,3080000,,,0,,T. Haliburton bad pass TURNOVER (2 TO),"[1630169, 201935]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,2.0,Harden,201935.0,,,,,,,
312,PT02M41.00S,2022-10-25T00:04:10.1Z,2,REGULAR,steal,,[],201935,,,1610612755,53,40,2022-10-25T00:04:12Z,3090000,,,0,,J. Harden STEAL (2 STL),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
313,PT02M21.00S,2022-10-25T00:04:30.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202699,6.783837056504599,49.50980392156863,1610612755,55,40,2022-10-25T00:04:34Z,3100000,2.0,11.0,1,left,T. Harris driving Layup (8 PTS) (J. Harden 5 AST),"[202699, 201935]",1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,1.16,Made,,,,,8.0,J. Harden,201935.0,5.0,,,,,,,,,,
315,PT02M13.00S,2022-10-25T00:04:38.4Z,2,REGULAR,turnover,bad pass,[],1630169,,,1610612754,55,40,2022-10-25T00:04:41Z,3120000,,,0,,T. Haliburton bad pass TURNOVER (3 TO),"[1630169, 1630194]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,3.0,Reed,1630194.0,,,,,,,
316,PT02M13.00S,2022-10-25T00:04:38.4Z,2,REGULAR,steal,,[],1630194,,,1610612755,55,40,2022-10-25T00:04:40Z,3130000,,,0,,P. Reed STEAL (1 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
317,PT02M07.00S,2022-10-25T00:04:45.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202699,6.915243101182654,47.30392156862745,1610612755,57,40,2022-10-25T00:04:50Z,3140000,13.0,13.0,1,left,T. Harris running Layup (10 PTS) (J. Harden 6 AST),"[202699, 201935]",1610612755.0,PHI,running,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,10.0,J. Harden,201935.0,6.0,,,,,,,,,,
319,PT01M44.00S,2022-10-25T00:05:07.7Z,2,REGULAR,3pt,Jump Shot,[],1630169,64.07687253613666,21.323529411764707,1610612754,57,40,2022-10-25T00:05:14Z,3160000,-143.0,285.0,1,right,MISS T. Haliburton 31' 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,31.92,Missed,,,,,,,,,,,,,,,,,,
320,PT01M40.00S,2022-10-25T00:05:11.7Z,2,REGULAR,rebound,offensive,[],1630678,,,1610612754,57,40,2022-10-25T00:05:27Z,3170000,,,0,,T. Taylor REBOUND (Off:2 Def:2),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,Above the Break 3,24+ Left Center,,,319.0,4.0,2.0,2.0,,,,,,,,,,,,,,
321,PT01M39.00S,2022-10-25T00:05:13.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630678,93.64323258869908,43.872549019607845,1610612754,57,40,2022-10-25T00:05:19Z,3180000,-31.0,7.0,1,right,MISS T. Taylor Layup - blocked,"[1630678, 202699]",1610612754.0,IND,,,,Taylor,T. Taylor,,,,,Restricted Area,0-8 Center,3.15,Missed,,,,,,,,,,,,,Harris,202699.0,,,,
322,PT01M39.00S,2022-10-25T00:05:13.7Z,2,REGULAR,block,,[],202699,,,1610612754,57,40,2022-10-25T00:05:17Z,3190000,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
323,PT01M39.00S,2022-10-25T00:05:13.7Z,2,REGULAR,rebound,offensive,[],1630188,,,1610612754,57,40,2022-10-25T00:05:19Z,3200000,,,0,,J. Smith REBOUND (Off:2 Def:3),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,321.0,5.0,3.0,2.0,,,,,,,,,,,,,,
324,PT01M39.00S,2022-10-25T00:05:24.8Z,2,REGULAR,foul,personal,['2freethrow'],202699,,,1610612754,57,40,2022-10-25T00:05:37Z,3210000,,,0,,T. Harris shooting personal FOUL (2 PF) (Smith 2 FT),"[202699, 1630188]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,203177.0,,,2.0,0.0,Smith,1630188.0
326,PT01M39.00S,2022-10-25T00:05:38.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630188,,,1610612754,57,41,2022-10-25T00:05:38Z,3230000,,,0,,J. Smith Free Throw 1 of 2 (14 PTS),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
327,PT01M39.00S,2022-10-25T00:05:51.6Z,2,REGULAR,substitution,out,[],202699,,,1610612754,57,41,2022-10-25T00:05:59Z,3240000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT01M39.00S,2022-10-25T00:05:51.6Z,2,REGULAR,substitution,in,[],1630178,,,1610612754,57,41,2022-10-25T00:05:59Z,3250000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT01M39.00S,2022-10-25T00:06:10.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630188,,,1610612754,57,42,2022-10-25T00:06:10Z,3260000,,,0,,J. Smith Free Throw 2 of 2 (15 PTS),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
331,PT01M27.00S,2022-10-25T00:06:32.6Z,2,REGULAR,turnover,lost ball,[],1630194,,,1610612755,57,42,2022-10-25T00:06:37Z,3280000,,,0,,P. Reed lost ball TURNOVER (1 TO),"[1630194, 1630188]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,Smith,1630188.0,,,,,,,
332,PT01M27.00S,2022-10-25T00:06:32.6Z,2,REGULAR,steal,,[],1630188,,,1610612754,57,42,2022-10-25T00:06:34Z,3290000,,,0,,J. Smith STEAL (1 STL),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
333,PT01M22.00S,2022-10-25T00:06:36.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629614,92.9862023653088,50.73529411764706,1610612754,57,44,2022-10-25T00:06:41Z,3300000,4.0,13.0,1,right,A. Nembhard running Layup (2 PTS) (B. Hield 4 AST),"[1629614, 1627741]",1610612754.0,IND,running,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,2.0,B. Hield,1627741.0,4.0,,,,,,,,,,
335,PT01M01.00S,2022-10-25T00:07:00.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,7.835085413929041,51.470588235294116,1610612755,59,44,2022-10-25T00:07:04Z,3320000,-7.0,21.0,1,left,D. Melton driving Layup (10 PTS) (J. Harden 7 AST),"[1629001, 201935]",1610612755.0,PHI,driving,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,2.24,Made,,,,,10.0,J. Harden,201935.0,7.0,,,,,,,,,,
337,PT01M01.00S,2022-10-25T00:07:02.6Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627741,,,1610612755,59,44,2022-10-25T00:07:09Z,3340000,,,0,,B. Hield shooting personal FOUL (2 PF) (Melton 1 FT),"[1627741, 1629001]",1610612754.0,IND,shooting,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627529.0,,,2.0,0.0,Melton,1629001.0
339,PT01M01.00S,2022-10-25T00:07:10.8Z,2,REGULAR,substitution,out,[],200782,,,1610612755,59,44,2022-10-25T00:07:22Z,3360000,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT01M01.00S,2022-10-25T00:07:10.8Z,2,REGULAR,substitution,in,[],1627863,,,1610612755,59,44,2022-10-25T00:07:22Z,3370000,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT01M01.00S,2022-10-25T00:07:25.9Z,2,REGULAR,freethrow,1 of 1,[],1629001,,,1610612755,60,44,2022-10-25T00:07:25Z,3380000,,,0,,D. Melton Free Throw 1 of 1 (11 PTS),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
342,PT00M53.90S,2022-10-25T00:07:36.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630188,93.51182654402102,50.0,1610612754,60,46,2022-10-25T00:07:41Z,3390000,0.0,8.0,1,right,J. Smith cutting DUNK (17 PTS) (T. Haliburton 8 AST),"[1630188, 1630169]",1610612754.0,IND,cutting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,0.85,Made,,,,,17.0,T. Haliburton,1630169.0,8.0,,,,,,,,,,
344,PT00M32.50S,2022-10-25T00:08:01.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,6.652431011826544,50.0,1610612755,62,46,2022-10-25T00:08:05Z,3410000,0.0,10.0,1,left,J. Harden driving Layup (11 PTS),[201935],1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,1.0,Made,,,,,11.0,,,,,,,,,,,,,
345,PT00M13.20S,2022-10-25T00:08:21.0Z,2,REGULAR,3pt,Jump Shot,[],1629614,91.80354796320631,3.431372549019608,1610612754,62,46,2022-10-25T00:08:26Z,3420000,-233.0,25.0,1,right,MISS A. Nembhard 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
