actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
175,PT12M00.00S,2022-11-13T01:15:32.3Z,2,REGULAR,substitution,out,['startperiod'],203954,,,1610612737,37,24,2022-11-13T01:15:51Z,1740000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-11-13T01:15:32.3Z,2,REGULAR,substitution,out,['startperiod'],1629027,,,1610612737,37,24,2022-11-13T01:15:51Z,1750000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-11-13T01:15:32.3Z,2,REGULAR,substitution,in,['startperiod'],1630194,,,1610612737,37,24,2022-11-13T01:15:51Z,1760000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-11-13T01:15:32.3Z,2,REGULAR,substitution,in,['startperiod'],1627863,,,1610612737,37,24,2022-11-13T01:15:51Z,1770000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-11-13T01:15:32.3Z,2,REGULAR,substitution,in,['startperiod'],1627749,,,1610612737,37,24,2022-11-13T01:15:51Z,1780000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-11-13T01:15:55.4Z,2,REGULAR,period,start,[],0,,,1610612755,37,24,2022-11-13T01:15:55Z,1790000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT11M47.00S,2022-11-13T01:16:20.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627788,11.383048620236531,42.64705882352941,1610612755,37,24,2022-11-13T04:01:00Z,1795000,False,37.0,55.0,1,left,MISS F. Korkmaz 6' cutting Layup - blocked,"[1627788, 203200]",1610612755.0,PHI,cutting,,,Korkmaz,F. Korkmaz,,,,,In The Paint (Non-RA),0-8 Center,6.58,Missed,,,,,,,,,,,,,,,,,Holiday,203200.0
671,PT11M47.00S,2022-11-13T01:16:20.0Z,2,REGULAR,block,,[],203200,,,1610612755,37,24,2022-11-13T04:01:00Z,1797500,False,,,0,,J. Holiday BLOCK (1 BLK),[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
672,PT11M47.00S,2022-11-13T01:16:20.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,37,24,2022-11-13T04:01:00Z,1798750,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,670.0,,,,,,,
181,PT11M47.00S,2022-11-13T01:16:44.6Z,2,REGULAR,jumpball,recovered,[],1627777,,,1610612755,37,24,2022-11-13T01:18:38Z,1800000,False,,,0,,Jump Ball F. Korkmaz vs. J. Holiday: Tip to G. Niang,"[1627777, 1627788, 203200]",1610612755.0,PHI,heldball,G. Niang,1627777.0,Niang,G. Niang,Korkmaz,1627788.0,Holiday,203200.0,,,,,,,,,,,,,,,,,,,,,,
184,PT11M43.00S,2022-11-13T01:16:45.8Z,2,REGULAR,turnover,bad pass,[],1627777,,,1610612755,37,24,2022-11-13T04:02:48Z,1830000,False,,,0,,G. Niang bad pass TURNOVER (1 TO),"[1627777, 1630552]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,,,,,Johnson,1630552.0,,
185,PT11M43.00S,2022-11-13T01:16:45.8Z,2,REGULAR,steal,,[],1630552,,,1610612737,37,24,2022-11-13T01:16:48Z,1840000,False,,,0,,J. Johnson STEAL (1 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
186,PT11M41.00S,2022-11-13T01:16:50.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630552,94.56307490144546,53.18627450980392,1610612737,37,26,2022-11-13T01:16:56Z,1850000,False,16.0,-1.0,1,right,J. Johnson running DUNK (2 PTS),[1630552],1610612737.0,ATL,running,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,1.6,Made,2.0,,,,,,,,,,,,,,,,,
188,PT11M29.00S,2022-11-13T01:19:18.1Z,2,REGULAR,foul,personal,['2freethrow'],203200,,,1610612755,37,26,2022-11-13T01:19:32Z,1870000,False,,,0,,J. Holiday shooting personal FOUL (1 PF) (Korkmaz 2 FT),"[203200, 1627788]",1610612737.0,ATL,shooting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,202037.0,1.0,0.0,Korkmaz,1627788.0,,,,,,,,,,,,
190,PT11M29.00S,2022-11-13T01:19:44.4Z,2,REGULAR,freethrow,1 of 2,[],1627788,,,1610612755,37,26,2022-11-13T01:19:44Z,1890000,False,,,0,,MISS F. Korkmaz Free Throw 1 of 2,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
191,PT11M29.00S,2022-11-13T01:19:44.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,37,26,2022-11-13T01:19:44Z,1900000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,190.0,,,,,,,
192,PT11M29.00S,2022-11-13T01:19:58.5Z,2,REGULAR,freethrow,2 of 2,[],1627788,,,1610612755,38,26,2022-11-13T01:19:58Z,1910000,False,,,0,,F. Korkmaz Free Throw 2 of 2 (7 PTS),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
193,PT11M14.00S,2022-11-13T01:20:14.3Z,2,REGULAR,3pt,Jump Shot,[],1628988,88.12417871222075,98.0392156862745,1610612737,38,26,2022-11-13T01:20:18Z,1920000,False,240.0,59.0,1,right,MISS A. Holiday 24' 3PT,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Right Corner 3,24+ Right,24.74,Missed,,,,,,,,,,,,,,,,,,
194,PT11M12.00S,2022-11-13T01:20:16.3Z,2,REGULAR,rebound,defensive,[],1627863,,,1610612755,38,26,2022-11-13T01:20:18Z,1930000,False,,,0,,D. House Jr. REBOUND (Off:0 Def:1),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,193.0,1.0,1.0,0.0,,,,
195,PT11M06.00S,2022-11-13T01:20:29.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,38,26,2022-11-13T01:20:29Z,1940000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT11M06.00S,2022-11-13T01:22:58.3Z,2,REGULAR,substitution,out,[],1627777,,,1610612755,38,26,2022-11-13T01:23:20Z,1950000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT11M06.00S,2022-11-13T01:22:58.3Z,2,REGULAR,substitution,out,[],1627788,,,1610612755,38,26,2022-11-13T01:23:20Z,1960000,False,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT11M06.00S,2022-11-13T01:22:58.3Z,2,REGULAR,substitution,in,[],202699,,,1610612755,38,26,2022-11-13T01:23:20Z,1970000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT11M06.00S,2022-11-13T01:22:58.3Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,38,26,2022-11-13T01:23:20Z,1980000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT10M58.00S,2022-11-13T01:23:30.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,6.389618922470433,63.725490196078425,1610612755,38,26,2022-11-13T01:23:34Z,1990000,False,-69.0,8.0,1,left,MISS S. Milton 6' fadeaway Shot,[1629003],1610612755.0,PHI,fadeaway,,,Milton,S. Milton,,,,,In The Paint (Non-RA),0-8 Center,6.9,Missed,,,,,,,,,,,,,,,,,,
201,PT10M56.00S,2022-11-13T01:23:32.3Z,2,REGULAR,rebound,defensive,[],1626163,,,1610612737,38,26,2022-11-13T01:23:34Z,2000000,False,,,0,,F. Kaminsky REBOUND (Off:0 Def:1),[1626163],1610612737.0,ATL,,,,Kaminsky,F. Kaminsky,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,200.0,1.0,1.0,0.0,,,,
202,PT10M31.00S,2022-11-13T01:23:56.5Z,2,REGULAR,2pt,Jump Shot,[],1626163,72.09264126149803,54.41176470588235,1610612737,38,28,2022-11-13T01:24:00Z,2010000,False,22.0,210.0,1,right,F. Kaminsky 21' fadeaway Jump Shot (2 PTS) (J. Holiday 1 AST),"[1626163, 203200]",1610612737.0,ATL,fadeaway,,,Kaminsky,F. Kaminsky,,,,,Mid-Range,16-24 Center,21.1,Made,2.0,,,,,,J. Holiday,203200.0,1.0,,,,,,,,,
204,PT10M18.00S,2022-11-13T01:24:12.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202699,5.863994743758213,45.83333333333333,1610612755,40,28,2022-11-13T01:24:16Z,2030000,False,21.0,3.0,1,left,T. Harris driving Layup (7 PTS) (S. Milton 2 AST),"[202699, 1629003]",1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,2.1,Made,7.0,,,,,,S. Milton,1629003.0,2.0,,,,,,,,,
206,PT10M18.00S,2022-11-13T01:24:15.4Z,2,REGULAR,foul,personal,['1freethrow'],1626163,,,1610612755,40,28,2022-11-13T01:24:22Z,2050000,False,,,0,,F. Kaminsky shooting personal FOUL (1 PF) (Harris 1 FT),"[1626163, 202699]",1610612737.0,ATL,shooting,,,Kaminsky,F. Kaminsky,,,,,Restricted Area,0-8 Center,,,,204059.0,1.0,0.0,Harris,202699.0,,,,,,,,,,,,
208,PT10M18.00S,2022-11-13T01:24:36.1Z,2,REGULAR,freethrow,1 of 1,[],202699,,,1610612755,41,28,2022-11-13T01:24:36Z,2070000,False,,,0,,T. Harris Free Throw 1 of 1 (8 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
209,PT10M00.00S,2022-11-13T01:24:55.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,83.39356110381078,51.9607843137255,1610612737,41,28,2022-11-13T01:25:00Z,2080000,False,10.0,104.0,1,right,MISS D. Murray 10' floating Shot,[1627749],1610612737.0,ATL,floating,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,10.41,Missed,,,,,,,,,,,,,,,,,,
210,PT09M58.00S,2022-11-13T01:24:57.0Z,2,REGULAR,rebound,offensive,[],1627749,,,1610612737,41,28,2022-11-13T01:24:57Z,2090000,False,,,0,,D. Murray REBOUND (Off:1 Def:0),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,209.0,1.0,0.0,1.0,,,,
211,PT09M56.00S,2022-11-13T01:24:59.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627749,83.919185282523,54.90196078431373,1610612737,41,28,2022-11-13T01:25:06Z,2100000,False,25.0,99.0,1,right,MISS D. Murray 10' driving Layup - blocked,"[1627749, 1627863]",1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,10.17,Missed,,,,,,,,,,,,,,,,,House Jr.,1627863.0
212,PT09M56.00S,2022-11-13T01:24:59.0Z,2,REGULAR,block,,[],1627863,,,1610612737,41,28,2022-11-13T01:25:19Z,2110000,False,,,0,,D. House Jr. BLOCK (1 BLK),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
213,PT09M50.00S,2022-11-13T01:25:05.0Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,41,28,2022-11-13T01:25:19Z,2120000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,211.0,1.0,1.0,0.0,,,,
214,PT09M46.00S,2022-11-13T01:25:08.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202699,29.25427069645204,79.65686274509804,1610612755,44,28,2022-11-13T01:25:14Z,2130000,False,-148.0,222.0,1,left,T. Harris 26' 3PT  (11 PTS) (T. Maxey 5 AST),"[202699, 1630178]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,26.74,Made,11.0,,,,,,T. Maxey,1630178.0,5.0,,,,,,,,,
216,PT09M34.00S,2022-11-13T01:25:24.3Z,2,REGULAR,turnover,out-of-bounds,[],1628988,,,1610612737,44,28,2022-11-13T01:25:30Z,2150000,False,,,0,,A. Holiday step out-of-bounds TURNOVER (1 TO),[1628988],1610612737.0,ATL,step,,,Holiday,A. Holiday,,,,,Mid-Range,16-24 Left,,,,202007.0,,,,,,,,1.0,,,,,,,,
217,PT09M20.00S,2022-11-13T01:25:51.0Z,2,REGULAR,turnover,traveling,[],202699,,,1610612755,44,28,2022-11-13T01:25:55Z,2160000,False,,,0,,T. Harris traveling TURNOVER (1 TO),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,204059.0,,,,,,,,1.0,,,,,,,,
218,PT09M10.00S,2022-11-13T01:26:08.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203200,70.25295663600527,25.245098039215684,1610612737,44,28,2022-11-13T01:26:15Z,2170000,False,-124.0,227.0,1,right,MISS J. Holiday 25' 3PT,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,25.87,Missed,,,,,,,,,,,,,,,,,,
219,PT09M08.00S,2022-11-13T01:26:10.9Z,2,REGULAR,rebound,defensive,[],1630194,,,1610612755,44,28,2022-11-13T01:26:15Z,2180000,False,,,0,,P. Reed REBOUND (Off:0 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,218.0,1.0,1.0,0.0,,,,
220,PT09M01.00S,2022-11-13T01:26:18.7Z,2,REGULAR,3pt,Jump Shot,[],1627863,28.597240473061763,76.47058823529412,1610612755,44,28,2022-11-13T01:26:23Z,2190000,False,-132.0,216.0,1,left,MISS D. House Jr. 25' 3PT,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Above the Break 3,24+ Left Center,25.36,Missed,,,,,,,,,,,,,,,,,,
221,PT08M57.00S,2022-11-13T01:26:22.7Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612737,44,28,2022-11-13T01:26:23Z,2200000,False,,,0,,D. Murray REBOUND (Off:1 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,220.0,2.0,1.0,1.0,,,,
222,PT08M50.00S,2022-11-13T01:26:33.3Z,2,REGULAR,foul,personal,[],1630194,,,1610612737,44,28,2022-11-13T01:26:38Z,2210000,False,,,0,,P. Reed personal FOUL (1 PF),"[1630194, 1627749]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Center,,,,202007.0,1.0,0.0,Murray,1627749.0,,,,,,,,,,,,
224,PT08M50.00S,2022-11-13T01:26:44.7Z,2,REGULAR,substitution,out,[],203200,,,1610612737,44,28,2022-11-13T01:26:51Z,2230000,False,,,0,,SUB out: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M50.00S,2022-11-13T01:26:44.7Z,2,REGULAR,substitution,in,[],1629631,,,1610612737,44,28,2022-11-13T01:26:51Z,2240000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M41.00S,2022-11-13T01:27:05.9Z,2,REGULAR,3pt,Jump Shot,[],1629631,94.56307490144546,97.54901960784314,1610612737,44,28,2022-11-13T01:27:12Z,2250000,False,238.0,-1.0,1,right,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Right Corner 3,24+ Right,23.77,Missed,,,,,,,,,,,,,,,,,,
227,PT08M41.00S,2022-11-13T01:27:05.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,44,28,2022-11-13T01:27:12Z,2260000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,226.0,,,,,,,
228,PT08M41.00S,2022-11-13T01:27:13.5Z,2,REGULAR,foul,personal,[],1630194,,,1610612737,44,28,2022-11-13T01:27:22Z,2270000,False,,,0,,P. Reed loose ball personal FOUL (2 PF),"[1630194, 1626163]",1610612755.0,PHI,loose ball,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,202037.0,2.0,0.0,Kaminsky,1626163.0,,,,,,,,,,,,
230,PT08M27.00S,2022-11-13T01:27:44.0Z,2,REGULAR,turnover,bad pass,[],1630552,,,1610612737,44,28,2022-11-13T01:27:50Z,2290000,False,,,0,,J. Johnson bad pass TURNOVER (2 TO),"[1630552, 1627863]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,2.0,,,,,House Jr.,1627863.0,,
231,PT08M27.00S,2022-11-13T01:27:44.0Z,2,REGULAR,steal,,[],1627863,,,1610612755,44,28,2022-11-13T01:27:46Z,2300000,False,,,0,,D. House Jr. STEAL (2 STL),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
232,PT08M22.00S,2022-11-13T01:27:49.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630178,6.521024967148489,47.05882352941176,1610612755,46,28,2022-11-13T01:27:55Z,2310000,False,15.0,9.0,1,left,T. Maxey running reverse Layup (7 PTS) (S. Milton 3 AST),"[1630178, 1629003]",1610612755.0,PHI,running reverse,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.71,Made,7.0,,,,,,S. Milton,1629003.0,3.0,,,,,,,,,
234,PT08M10.00S,2022-11-13T01:28:01.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626163,93.64323258869908,48.28431372549019,1610612737,46,30,2022-11-13T01:28:05Z,2330000,False,-9.0,7.0,1,right,F. Kaminsky Layup (4 PTS) (D. Murray 2 AST),"[1626163, 1627749]",1610612737.0,ATL,,,,Kaminsky,F. Kaminsky,,,,,Restricted Area,0-8 Center,1.13,Made,4.0,,,,,,D. Murray,1627749.0,2.0,,,,,,,,,
236,PT07M55.00S,2022-11-13T01:28:15.1Z,2,REGULAR,3pt,Jump Shot,[],1630178,33.722076215505915,54.166666666666664,1610612755,46,30,2022-11-13T01:28:19Z,2350000,False,-21.0,264.0,1,left,MISS T. Maxey 26' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,26.53,Missed,,,,,,,,,,,,,,,,,,
237,PT07M52.00S,2022-11-13T01:28:18.1Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612737,46,30,2022-11-13T01:28:19Z,2360000,False,,,0,,D. Hunter REBOUND (Off:0 Def:2),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,236.0,2.0,2.0,0.0,,,,
238,PT07M44.00S,2022-11-13T01:28:26.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,84.70762155059133,40.931372549019606,1610612737,46,32,2022-11-13T01:28:30Z,2370000,False,-45.0,91.0,1,right,D. Hunter 10' pullup Jump Shot (2 PTS) (F. Kaminsky 1 AST),"[1629631, 1626163]",1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,10.18,Made,2.0,,,,,,F. Kaminsky,1626163.0,1.0,,,,,,,,,
240,PT07M19.00S,2022-11-13T01:28:51.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202699,6.258212877792378,50.49019607843137,1610612755,48,32,2022-11-13T01:28:55Z,2390000,False,-2.0,6.0,1,left,T. Harris driving Layup (13 PTS),[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,0.68,Made,13.0,,,,,,,,,,,,,,,,,
241,PT07M09.00S,2022-11-13T01:29:04.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,93.64323258869908,52.450980392156865,1610612737,48,34,2022-11-13T01:29:07Z,2400000,False,12.0,7.0,1,right,D. Murray driving finger roll Layup (5 PTS),[1627749],1610612737.0,ATL,driving finger roll,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,1.43,Made,5.0,,,,,,,,,,,,,,,,,
242,PT07M09.00S,2022-11-13T01:29:06.7Z,2,REGULAR,foul,personal,['1freethrow'],1627863,,,1610612737,48,34,2022-11-13T01:29:12Z,2410000,False,,,0,,D. House Jr. shooting personal FOUL (1 PF) (Murray 1 FT),"[1627863, 1627749]",1610612755.0,PHI,shooting,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,,,,202007.0,1.0,0.0,Murray,1627749.0,,,,,,,,,,,,
244,PT07M09.00S,2022-11-13T01:29:16.4Z,2,REGULAR,substitution,out,[],1629003,,,1610612737,48,34,2022-11-13T01:29:39Z,2430000,False,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M09.00S,2022-11-13T01:29:16.4Z,2,REGULAR,substitution,out,[],1627863,,,1610612737,48,34,2022-11-13T01:29:39Z,2440000,False,,,0,,SUB out: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M09.00S,2022-11-13T01:29:16.4Z,2,REGULAR,substitution,out,[],1630194,,,1610612737,48,34,2022-11-13T01:29:39Z,2450000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M09.00S,2022-11-13T01:29:16.4Z,2,REGULAR,substitution,out,[],1626163,,,1610612737,48,34,2022-11-13T01:29:39Z,2460000,False,,,0,,SUB out: F. Kaminsky,[1626163],1610612737.0,ATL,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M09.00S,2022-11-13T01:29:16.4Z,2,REGULAR,substitution,out,[],1630552,,,1610612737,48,34,2022-11-13T01:29:39Z,2470000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M09.00S,2022-11-13T01:29:16.4Z,2,REGULAR,substitution,out,[],1628988,,,1610612737,48,34,2022-11-13T01:29:39Z,2480000,False,,,0,,SUB out: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M09.00S,2022-11-13T01:29:16.4Z,2,REGULAR,substitution,in,[],200782,,,1610612737,48,34,2022-11-13T01:29:39Z,2490000,False,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M09.00S,2022-11-13T01:29:16.4Z,2,REGULAR,substitution,in,[],1629680,,,1610612737,48,34,2022-11-13T01:29:39Z,2500000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M09.00S,2022-11-13T01:29:16.4Z,2,REGULAR,substitution,in,[],203954,,,1610612737,48,34,2022-11-13T01:29:39Z,2510000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M09.00S,2022-11-13T01:29:16.4Z,2,REGULAR,substitution,in,[],1628381,,,1610612737,48,34,2022-11-13T01:29:39Z,2520000,False,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M09.00S,2022-11-13T01:29:16.4Z,2,REGULAR,substitution,in,[],1629027,,,1610612737,48,34,2022-11-13T01:29:39Z,2530000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M09.00S,2022-11-13T01:29:16.4Z,2,REGULAR,substitution,in,[],203991,,,1610612737,48,34,2022-11-13T01:29:39Z,2540000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M09.00S,2022-11-13T01:29:49.5Z,2,REGULAR,freethrow,1 of 1,[],1627749,,,1610612737,48,35,2022-11-13T01:29:49Z,2550000,False,,,0,,D. Murray Free Throw 1 of 1 (6 PTS),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
257,PT06M45.00S,2022-11-13T01:30:14.6Z,2,REGULAR,2pt,Jump Shot,[],203954,21.632720105124836,36.27450980392157,1610612755,50,35,2022-11-13T01:30:18Z,2560000,False,69.0,151.0,1,left,J. Embiid 16' pullup Jump Shot (16 PTS),[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Right Center,16.57,Made,16.0,,,,,,,,,,,,,,,,,
