actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-11-20T00:40:39.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-20T00:40:39Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-11-20T00:40:42.5Z,1,REGULAR,jumpball,recovered,[],1626156,,,1610612750,0,0,2022-11-20T00:40:42Z,40000,False,,,0,,Jump Ball R. Gobert vs. J. Embiid: Tip to D. Russell,"[1626156, 203497, 203954]",1610612750.0,MIN,startperiod,D. Russell,1626156.0,Russell,D. Russell,Gobert,203497.0,Embiid,203954.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2022-11-20T00:40:58.2Z,1,REGULAR,3pt,Jump Shot,[],1626156,67.7562417871222,68.13725490196079,1610612750,0,0,2022-11-20T00:41:06Z,70000,False,91.0,251.0,1,right,MISS D. Russell 26' pullup 3PT,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,26.65,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2022-11-20T00:41:02.2Z,1,REGULAR,rebound,defensive,[],1627863,,,1610612755,0,0,2022-11-20T00:41:06Z,80000,False,,,0,,D. House Jr. REBOUND (Off:0 Def:1),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M23.00S,2022-11-20T00:41:15.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627863,5.338370565045992,46.81372549019608,1610612755,2,0,2022-11-20T00:41:20Z,90000,False,16.0,-2.0,1,left,D. House Jr. cutting Layup (2 PTS) (J. Embiid 1 AST),"[1627863, 203954]",1610612755.0,PHI,cutting,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,1.61,Made,,,,,2.0,J. Embiid,203954.0,1.0,,,,,,,,,,
11,PT11M12.00S,2022-11-20T00:41:27.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,93.64323258869908,50.49019607843137,1610612750,2,2,2022-11-20T00:41:31Z,110000,False,2.0,7.0,1,right,D. Russell cutting Layup (2 PTS) (A. Edwards 1 AST),"[1626156, 1630162]",1610612750.0,MIN,cutting,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,2.0,A. Edwards,1630162.0,1.0,,,,,,,,,,
13,PT10M58.00S,2022-11-20T00:41:40.2Z,1,REGULAR,2pt,Jump Shot,[],203954,10.726018396846255,73.77450980392157,1610612755,2,2,2022-11-20T00:41:45Z,130000,False,-119.0,48.0,1,left,MISS J. Embiid 12' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,12.83,Missed,,,,,,,,,,,,,,,,,,
14,PT10M56.00S,2022-11-20T00:41:42.2Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,2,2,2022-11-20T00:41:45Z,140000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M48.00S,2022-11-20T00:41:51.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,91.5407358738502,62.254901960784316,1610612750,2,2,2022-11-20T00:41:55Z,150000,False,61.0,27.0,1,right,MISS A. Edwards 6' fadeaway Shot,[1630162],1610612750.0,MIN,fadeaway,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,6.7,Missed,,,,,,,,,,,,,,,,,,
16,PT10M45.00S,2022-11-20T00:41:54.0Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612755,2,2,2022-11-20T00:41:55Z,160000,False,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M35.00S,2022-11-20T00:42:03.9Z,1,REGULAR,2pt,Jump Shot,[],1629001,7.966491458607096,25.98039215686275,1610612755,2,2,2022-11-20T00:42:08Z,170000,False,120.0,22.0,1,left,MISS D. Melton 12' pullup Shot,[1629001],1610612755.0,PHI,pullup,,,Melton,D. Melton,,,,,Mid-Range,8-16 Right,12.22,Missed,,,,,,,,,,,,,,,,,,
18,PT10M32.00S,2022-11-20T00:42:06.9Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,2,2,2022-11-20T00:42:08Z,180000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Right,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M22.00S,2022-11-20T00:42:17.1Z,1,REGULAR,3pt,Jump Shot,[],1626157,66.70499342969777,62.254901960784316,1610612750,2,2,2022-11-20T00:42:21Z,190000,False,61.0,260.0,1,right,MISS K. Towns 26' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,26.76,Missed,,,,,,,,,,,,,,,,,,
20,PT10M19.00S,2022-11-20T00:42:20.1Z,1,REGULAR,rebound,defensive,[],1629003,,,1610612755,2,2,2022-11-20T00:42:21Z,200000,False,,,0,,S. Milton REBOUND (Off:0 Def:1),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M10.00S,2022-11-20T00:42:28.6Z,1,REGULAR,3pt,Jump Shot,[],1629003,23.99802890932983,10.294117647058822,1610612755,5,2,2022-11-20T00:42:32Z,210000,False,199.0,173.0,1,left,S. Milton 26' 3PT  (3 PTS) (J. Embiid 2 AST),"[1629003, 203954]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Right Center,26.34,Made,,,,,3.0,J. Embiid,203954.0,2.0,,,,,,,,,,
23,PT09M52.00S,2022-11-20T00:42:47.4Z,1,REGULAR,turnover,bad pass,[],1626157,,,1610612750,5,2,2022-11-20T00:42:52Z,230000,False,,,0,,K. Towns bad pass TURNOVER (1 TO),"[1626157, 1629001]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1.0,Melton,1629001.0,,,,,,,
24,PT09M52.00S,2022-11-20T00:42:47.4Z,1,REGULAR,steal,,[],1629001,,,1610612755,5,2,2022-11-20T00:42:51Z,240000,False,,,0,,D. Melton STEAL (1 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
25,PT09M42.00S,2022-11-20T00:42:57.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627863,5.863994743758213,46.32352941176471,1610612755,5,2,2022-11-20T00:43:02Z,250000,False,18.0,3.0,1,left,MISS D. House Jr. driving reverse Layup,[1627863],1610612755.0,PHI,driving reverse,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,1.86,Missed,,,,,,,,,,,,,,,,,,
26,PT09M40.00S,2022-11-20T00:42:59.3Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,5,2,2022-11-20T00:43:02Z,260000,False,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,25.0,2.0,2.0,0.0,,,,,,,,,,,,,,
27,PT09M26.00S,2022-11-20T00:43:13.3Z,1,REGULAR,3pt,Jump Shot,[],1626156,74.32654402102497,11.76470588235294,1610612750,5,5,2022-11-20T00:43:17Z,270000,False,-191.0,189.0,1,right,D. Russell 26' 3PT  (5 PTS) (A. Edwards 2 AST),"[1626156, 1630162]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,26.87,Made,,,,,5.0,A. Edwards,1630162.0,2.0,,,,,,,,,,
30,PT09M06.00S,2022-11-20T00:43:45.5Z,1,REGULAR,3pt,Jump Shot,[],1629003,27.808804204993432,79.90196078431373,1610612755,8,5,2022-11-20T00:43:50Z,300000,False,-150.0,209.0,1,left,S. Milton 25' 3PT  (6 PTS) (D. Melton 1 AST),"[1629003, 1629001]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Left Center,25.69,Made,,,,,6.0,D. Melton,1629001.0,1.0,,,,,,,,,,
32,PT08M52.00S,2022-11-20T00:44:00.2Z,1,REGULAR,2pt,Jump Shot,[],203497,89.96386333771353,29.65686274509804,1610612750,8,5,2022-11-20T00:44:05Z,320000,False,-102.0,42.0,1,right,MISS R. Gobert 11' turnaround Shot,[203497],1610612750.0,MIN,turnaround,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Left,11.0,Missed,,,,,,,,,,,,,,,,,,
33,PT08M49.00S,2022-11-20T00:44:03.2Z,1,REGULAR,rebound,defensive,[],1629003,,,1610612755,8,5,2022-11-20T00:44:05Z,330000,False,,,0,,S. Milton REBOUND (Off:0 Def:2),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Mid-Range,8-16 Left,,,32.0,2.0,2.0,0.0,,,,,,,,,,,,,,
34,PT08M37.00S,2022-11-20T00:44:14.3Z,1,REGULAR,3pt,Jump Shot,[],1627863,26.49474375821288,85.29411764705883,1610612755,8,5,2022-11-20T00:44:18Z,340000,False,-176.0,197.0,1,left,MISS D. House Jr. 26' 3PT,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Above the Break 3,24+ Left Center,26.42,Missed,,,,,,,,,,,,,,,,,,
35,PT08M34.00S,2022-11-20T00:44:17.3Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,8,5,2022-11-20T00:44:18Z,350000,False,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,34.0,3.0,3.0,0.0,,,,,,,,,,,,,,
36,PT08M17.00S,2022-11-20T00:44:34.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,90.62089356110381,45.83333333333333,1610612750,8,5,2022-11-20T00:44:39Z,360000,False,-21.0,36.0,1,right,MISS K. Towns turnaround Hook,[1626157],1610612750.0,MIN,turnaround,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,4.13,Missed,,,,,,,,,,,,,,,,,,
37,PT08M15.00S,2022-11-20T00:44:36.1Z,1,REGULAR,rebound,defensive,[],200782,,,1610612755,8,5,2022-11-20T00:44:39Z,370000,False,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Restricted Area,0-8 Center,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,
38,PT08M05.00S,2022-11-20T00:44:49.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,6.521024967148489,47.549019607843135,1610612755,10,5,2022-11-20T00:44:55Z,380000,False,12.0,9.0,1,left,J. Embiid driving Layup (2 PTS) (D. Melton 2 AST),"[203954, 1629001]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.51,Made,,,,,2.0,D. Melton,1629001.0,2.0,,,,,,,,,,
40,PT08M05.00S,2022-11-20T00:44:52.5Z,1,REGULAR,foul,personal,['1freethrow'],203497,,,1610612755,10,5,2022-11-20T00:45:04Z,400000,False,,,0,,R. Gobert shooting personal FOUL (1 PF) (Embiid 1 FT),"[203497, 203954]",1610612750.0,MIN,shooting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,201639.0,1.0,0.0,Embiid,203954.0,,
42,PT08M05.00S,2022-11-20T00:45:20.7Z,1,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,11,5,2022-11-20T00:45:20Z,420000,False,,,0,,J. Embiid Free Throw 1 of 1 (3 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
43,PT07M51.00S,2022-11-20T00:45:37.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,81.94809461235218,56.86274509803921,1610612750,11,7,2022-11-20T00:45:41Z,430000,False,34.0,117.0,1,right,A. Edwards 12' pullup Jump Shot (2 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,12.21,Made,,,,,2.0,,,,,,,,,,,,,
44,PT07M39.00S,2022-11-20T00:45:52.6Z,1,REGULAR,foul,offensive,[],200782,,,1610612755,11,7,2022-11-20T00:46:00Z,440000,False,,,0,,P. Tucker offensive FOUL (1 PF),"[200782, 1626156]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,201639.0,1.0,0.0,Russell,1626156.0,,
46,PT07M39.00S,2022-11-20T00:45:52.6Z,1,REGULAR,turnover,offensive foul,[],200782,,,1610612755,11,7,2022-11-20T00:45:52Z,460000,False,,,0,,P. Tucker offensive foul TURNOVER (1 TO),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,,,201639.0,,,,,,
47,PT07M33.00S,2022-11-20T00:46:07.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626157,79.71419185282524,8.57843137254902,1610612750,11,7,2022-11-20T00:46:12Z,470000,False,-207.0,138.0,1,right,MISS K. Towns 24' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,24.9,Missed,,,,,,,,,,,,,,,,,,
48,PT07M30.00S,2022-11-20T00:46:10.5Z,1,REGULAR,rebound,defensive,[],1629003,,,1610612755,11,7,2022-11-20T00:46:12Z,480000,False,,,0,,S. Milton REBOUND (Off:0 Def:3),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Left Center,,,47.0,3.0,3.0,0.0,,,,,,,,,,,,,,
49,PT07M14.00S,2022-11-20T00:46:29.4Z,1,REGULAR,turnover,out-of-bounds,[],203954,,,1610612755,11,7,2022-11-20T00:46:35Z,490000,False,,,0,,J. Embiid lost ball out-of-bounds TURNOVER (1 TO),[203954],1610612755.0,PHI,lost ball,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,,,1627541.0,,,,,,
50,PT07M04.00S,2022-11-20T00:46:42.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,68.9388961892247,88.48039215686273,1610612750,11,7,2022-11-20T00:46:47Z,500000,False,192.0,239.0,1,right,MISS A. Edwards 30' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,30.72,Missed,,,,,,,,,,,,,,,,,,
51,PT07M02.00S,2022-11-20T00:46:44.0Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,11,7,2022-11-20T00:46:47Z,510000,False,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,,,
52,PT06M55.00S,2022-11-20T00:46:51.6Z,1,REGULAR,3pt,Jump Shot,[],1629001,33.590670170827856,69.36274509803921,1610612755,11,7,2022-11-20T00:46:59Z,520000,False,-97.0,263.0,1,left,MISS D. Melton 28' step back 3PT,[1629001],1610612755.0,PHI,step back,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,28.05,Missed,,,,,,,,,,,,,,,,,,
53,PT06M52.00S,2022-11-20T00:46:54.6Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,11,7,2022-11-20T00:46:59Z,530000,False,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,52.0,2.0,2.0,0.0,,,,,,,,,,,,,,
54,PT06M45.00S,2022-11-20T00:47:03.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,93.24901445466492,52.94117647058824,1610612750,11,9,2022-11-20T00:47:17Z,540000,False,15.0,11.0,1,right,A. Edwards driving finger roll Layup (4 PTS),[1630162],1610612750.0,MIN,driving finger roll,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,4.0,,,,,,,,,,,,,
55,PT06M45.00S,2022-11-20T00:47:07.0Z,1,REGULAR,foul,personal,['1freethrow'],203954,,,1610612750,11,9,2022-11-20T00:47:12Z,550000,False,,,0,,J. Embiid shooting personal FOUL (1 PF) (Edwards 1 FT),"[203954, 1630162]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627541.0,1.0,0.0,Edwards,1630162.0,,
57,PT06M45.00S,2022-11-20T00:47:17.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,11,9,2022-11-20T00:50:45Z,570000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M45.00S,2022-11-20T00:49:55.1Z,1,REGULAR,substitution,out,[],1629003,,,1610612750,11,9,2022-11-20T00:50:45Z,580000,False,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M45.00S,2022-11-20T00:49:55.1Z,1,REGULAR,substitution,in,[],1629680,,,1610612750,11,9,2022-11-20T00:50:45Z,590000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M45.00S,2022-11-20T00:50:18.3Z,1,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,11,10,2022-11-20T00:50:18Z,600000,False,,,0,,A. Edwards Free Throw 1 of 1 (5 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
61,PT06M20.00S,2022-11-20T00:50:43.8Z,1,REGULAR,turnover,bad pass,[],1629001,,,1610612755,11,10,2022-11-20T00:50:47Z,610000,False,,,0,,D. Melton bad pass TURNOVER (1 TO),"[1629001, 1626157]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Towns,1626157.0,,,,,,,
62,PT06M20.00S,2022-11-20T00:50:43.8Z,1,REGULAR,steal,,[],1626157,,,1610612750,11,10,2022-11-20T00:55:00Z,620000,False,,,0,,K. Towns STEAL (1 STL),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
63,PT06M16.00S,2022-11-20T00:50:48.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626157,94.1688567674113,50.245098039215684,1610612750,11,12,2022-11-20T00:50:55Z,630000,False,1.0,2.0,1,right,K. Towns running Layup (2 PTS) (D. Russell 1 AST),"[1626157, 1626156]",1610612750.0,MIN,running,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,0.26,Made,,,,,2.0,D. Russell,1626156.0,1.0,,,,,,,,,,
65,PT06M02.00S,2022-11-20T00:51:02.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,15.719448094612352,48.03921568627451,1610612755,13,12,2022-11-20T00:51:06Z,650000,False,10.0,95.0,1,left,J. Embiid 9' turnaround fadeaway Jump Shot (5 PTS),[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,9.58,Made,,,,,5.0,,,,,,,,,,,,,
129,PT05M38.00S,2022-11-20T00:51:19.1Z,1,REGULAR,2pt,Jump Shot,[],1626157,78.26872536136662,49.26470588235294,1610612750,13,12,2022-11-20T01:46:27Z,660000,False,-4.0,152.0,1,right,MISS K. Towns 15' driving floating Shot,[1626157],1610612750.0,MIN,driving floating,,,Towns,K. Towns,,,,,Mid-Range,8-16 Center,15.18,Missed,,,,,,,,,,,,,,,,,,
130,PT05M38.00S,2022-11-20T00:51:19.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,13,12,2022-11-20T00:58:47Z,665000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Mid-Range,8-16 Center,,,129.0,,,,,,,,,,,,,,,,,
67,PT05M38.00S,2022-11-20T00:51:35.7Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612750,13,12,2022-11-20T00:51:40Z,670000,False,,,0,,MIN shot clock Team TURNOVER,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1627541.0,,,,,,
86,PT05M27.00S,2022-11-20T00:51:56.7Z,1,REGULAR,foul,personal,[],203497,,,1610612755,13,12,2022-11-20T00:53:51Z,685000,False,,,0,,R. Gobert personal FOUL (2 PF),"[203497, 203954]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,201639.0,2.0,0.0,Embiid,203954.0,,
70,PT05M27.00S,2022-11-20T00:52:17.7Z,1,REGULAR,substitution,out,[],1626156,,,1610612755,13,12,2022-11-20T00:52:23Z,700000,False,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M27.00S,2022-11-20T00:52:17.7Z,1,REGULAR,substitution,out,[],203497,,,1610612755,13,12,2022-11-20T00:52:23Z,710000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M27.00S,2022-11-20T00:52:17.7Z,1,REGULAR,substitution,in,[],1629162,,,1610612755,13,12,2022-11-20T00:52:23Z,720000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M27.00S,2022-11-20T00:52:17.7Z,1,REGULAR,substitution,in,[],203937,,,1610612755,13,12,2022-11-20T00:52:23Z,730000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M05.00S,2022-11-20T00:52:46.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203954,33.590670170827856,30.14705882352941,1610612755,16,12,2022-11-20T00:52:50Z,770000,False,99.0,263.0,1,left,J. Embiid 28' 3PT  (8 PTS) (D. Melton 3 AST),"[203954, 1629001]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,28.14,Made,,,,,8.0,D. Melton,1629001.0,3.0,,,,,,,,,,
