actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
82,PT05M48.00S,2024-11-16T00:24:31.0Z,1,REGULAR,rebound,defensive,[],1641783,,,1610612753,15,12,2024-11-16T00:30:31Z,820000,False,,,0,,T. da Silva REBOUND (Off:0 Def:3),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Restricted Area,0-8 Center,,,,,,,,,81.0,3.0,3.0,0.0,,,,,,,,
83,PT05M44.00S,2024-11-16T00:24:34.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203484,7.440867279894875,51.9607843137255,1610612753,15,12,2024-11-16T00:24:53Z,830000,False,-10.0,17.0,1,left,MISS K. Caldwell-Pope running Layup,[203484],1610612753.0,ORL,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.0,,,,,,,,,,,,
84,PT05M42.00S,2024-11-16T00:24:36.5Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612755,15,12,2024-11-16T00:24:36Z,840000,False,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,83.0,1.0,1.0,0.0,,,,,,,,
85,PT05M40.00S,2024-11-16T00:24:39.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626162,67.23061760840999,50.98039215686274,1610612755,15,15,2024-11-16T00:24:57Z,850000,False,5.0,256.0,1,right,K. Oubre Jr. 25' 3PT running (5 PTS) (P. George 2 AST),"[1626162, 202331]",1610612755.0,PHI,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,,,,,,Made,5.0,25.55,,,,,,,P. George,202331.0,2.0,,,
87,PT05M10.00S,2024-11-16T00:25:07.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641783,18.610381077529567,38.970588235294116,1610612753,17,15,2024-11-16T00:25:15Z,870000,False,55.0,122.0,1,left,T. da Silva 13' turnaround Jump Shot (2 PTS) (F. Wagner 1 AST),"[1641783, 1630532]",1610612753.0,ORL,turnaround,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,2.0,13.42,,,,,,,F. Wagner,1630532.0,1.0,,,
90,PT04M53.00S,2024-11-16T00:25:32.4Z,1,REGULAR,substitution,out,[],1641783,,,1610612755,17,15,2024-11-16T00:25:40Z,900000,False,,,0,,SUB out: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M53.00S,2024-11-16T00:25:32.4Z,1,REGULAR,substitution,out,[],200768,,,1610612755,17,15,2024-11-16T00:25:40Z,910000,False,,,0,,SUB out: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M53.00S,2024-11-16T00:25:32.4Z,1,REGULAR,substitution,in,[],1628371,,,1610612755,17,15,2024-11-16T00:25:40Z,920000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M53.00S,2024-11-16T00:25:32.4Z,1,REGULAR,substitution,in,[],1630288,,,1610612755,17,15,2024-11-16T00:25:40Z,930000,False,,,0,,SUB in: J. Dowtin Jr.,[1630288],1610612755.0,PHI,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M42.00S,2024-11-16T00:26:05.0Z,1,REGULAR,3pt,Jump Shot,[],202331,68.28186596583443,31.127450980392158,1610612755,17,15,2024-11-16T00:26:11Z,940000,False,-94.0,246.0,1,right,MISS P. George 26' step back 3PT,[202331],1610612755.0,PHI,step back,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.32,,,,,,,,,,,,
95,PT04M40.00S,2024-11-16T00:26:07.0Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,17,15,2024-11-16T00:26:11Z,950000,False,,,0,,F. Wagner REBOUND (Off:1 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,,,,,,,94.0,3.0,2.0,1.0,,,,,,,,
96,PT04M27.00S,2024-11-16T00:26:19.9Z,1,REGULAR,turnover,lost ball,[],1641710,,,1610612753,17,15,2024-11-16T00:26:27Z,960000,False,,,0,,A. Black lost ball TURNOVER (1 TO),"[1641710, 202331]",1610612753.0,ORL,,,,Black,A. Black,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,1.0,George,202331.0
97,PT04M27.00S,2024-11-16T00:26:19.9Z,1,REGULAR,steal,,[],202331,,,1610612755,17,15,2024-11-16T00:26:56Z,970000,False,,,0,,P. George STEAL (3 STL),[202331],1610612755.0,PHI,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
98,PT04M20.00S,2024-11-16T00:26:27.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,92.59198423127464,95.58823529411765,1610612755,17,15,2024-11-16T00:26:32Z,980000,False,228.0,17.0,1,right,MISS K. Oubre Jr. 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,,,,,,Missed,,22.85,,,,,,,,,,,,
99,PT04M18.00S,2024-11-16T00:26:29.9Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,17,15,2024-11-16T00:26:32Z,990000,False,,,0,,F. Wagner REBOUND (Off:1 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Right Corner 3,24+ Right,,,,,,,,,98.0,4.0,3.0,1.0,,,,,,,,
100,PT04M06.00S,2024-11-16T00:26:41.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203484,6.783837056504599,43.627450980392155,1610612753,19,15,2024-11-16T00:26:47Z,1000000,False,32.0,11.0,1,left,K. Caldwell-Pope cutting Layup (2 PTS) (F. Wagner 2 AST),"[203484, 1630532]",1610612753.0,ORL,cutting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,3.38,,,,,,,F. Wagner,1630532.0,2.0,,,
102,PT03M38.00S,2024-11-16T00:27:11.7Z,1,REGULAR,2pt,Jump Shot,[],1628997,70.12155059132719,61.029411764705884,1610612755,19,15,2024-11-16T00:28:18Z,1020000,False,55.0,228.0,1,right,MISS C. Martin 23' Jump Shot,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,Mid-Range,16-24 Center,,,,,,Missed,,23.5,,,,,,,,,,,,
103,PT03M35.00S,2024-11-16T00:27:14.7Z,1,REGULAR,rebound,defensive,[],1628371,,,1610612753,19,15,2024-11-16T00:28:18Z,1030000,False,,,0,,J. Isaac REBOUND (Off:0 Def:1),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Mid-Range,16-24 Center,,,,,,,,,102.0,1.0,1.0,0.0,,,,,,,,
104,PT03M24.00S,2024-11-16T00:27:22.8Z,1,REGULAR,3pt,Jump Shot,[],1630532,32.14520367936925,71.07843137254902,1610612753,22,15,2024-11-16T00:27:34Z,1040000,False,-105.0,250.0,1,left,F. Wagner 27' 3PT pullup (10 PTS),[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,,,,Made,10.0,27.1,,,,,,,,,,,,
105,PT03M15.00S,2024-11-16T00:27:35.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,22,15,2024-11-16T00:27:35Z,1050000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M15.00S,2024-11-16T00:30:02.5Z,1,REGULAR,substitution,out,[],203484,,,1610612755,22,15,2024-11-16T00:30:19Z,1060000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M15.00S,2024-11-16T00:30:02.5Z,1,REGULAR,substitution,out,[],1629048,,,1610612755,22,15,2024-11-16T00:30:19Z,1070000,False,,,0,,SUB out: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M15.00S,2024-11-16T00:30:02.5Z,1,REGULAR,substitution,out,[],1628997,,,1610612755,22,15,2024-11-16T00:30:19Z,1080000,False,,,0,,SUB out: C. Martin,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M15.00S,2024-11-16T00:30:02.5Z,1,REGULAR,substitution,in,[],203914,,,1610612755,22,15,2024-11-16T00:30:19Z,1090000,False,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M15.00S,2024-11-16T00:30:02.5Z,1,REGULAR,substitution,in,[],1629021,,,1610612755,22,15,2024-11-16T00:30:19Z,1100000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M15.00S,2024-11-16T00:30:02.5Z,1,REGULAR,substitution,in,[],201569,,,1610612755,22,15,2024-11-16T00:30:19Z,1110000,False,,,0,,SUB in: E. Gordon,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M01.00S,2024-11-16T00:30:55.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201569,87.33574244415243,48.03921568627451,1610612755,22,15,2024-11-16T00:32:56Z,1120000,False,-10.0,67.0,1,right,MISS E. Gordon 6' driving floating Shot,[201569],1610612755.0,PHI,driving floating,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.72,,,,,,,,,,,,
113,PT02M59.00S,2024-11-16T00:30:57.6Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,22,15,2024-11-16T00:30:59Z,1130000,False,,,0,,F. Wagner REBOUND (Off:1 Def:4),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,112.0,5.0,4.0,1.0,,,,,,,,
114,PT02M52.00S,2024-11-16T00:31:05.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,6.521024967148489,53.18627450980392,1610612753,24,15,2024-11-16T00:33:30Z,1140000,False,-16.0,9.0,1,left,M. Wagner cutting Layup (2 PTS) (F. Wagner 3 AST),"[1629021, 1630532]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.82,,,,,,,F. Wagner,1630532.0,3.0,,,
120,PT02M31.00S,2024-11-16T00:31:49.4Z,1,REGULAR,foul,personal,['1freethrow'],203914,,,1610612755,24,15,2024-11-16T00:45:14Z,1200000,False,,,0,,G. Harris away-from-play personal FOUL (1 PF) (Gordon 1 FT),"[203914, 201569]",1610612753.0,ORL,away-from-play,,,Harris,G. Harris,,,,,Mid-Range,16-24 Center,202007.0,1.0,0.0,Gordon,201569.0,,,,,,,,,,,,,,,
122,PT02M31.00S,2024-11-16T00:32:16.5Z,1,REGULAR,freethrow,1 of 1,[],202331,,,1610612755,24,15,2024-11-16T00:39:28Z,1220000,False,,,0,,MISS P. George away-from-play Free Throw 1 of 1,[202331],1610612755.0,PHI,away-from-play,,,George,P. George,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
126,PT02M31.00S,2024-11-16T00:32:16.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,24,15,2024-11-16T00:33:51Z,1225000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,122.0,,,,,,,,,,,
123,PT02M31.00S,2024-11-16T00:32:28.2Z,1,REGULAR,substitution,out,[],202331,,,1610612755,24,15,2024-11-16T00:33:51Z,1230000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M31.00S,2024-11-16T00:32:28.2Z,1,REGULAR,substitution,in,[],203954,,,1610612755,24,15,2024-11-16T00:33:51Z,1240000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M19.00S,2024-11-16T00:32:49.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203954,86.94152431011827,60.049019607843135,1610612755,24,17,2024-11-16T00:45:14Z,1250000,False,50.0,70.0,1,right,J. Embiid 8' driving floating Jump Shot (10 PTS),[203954],1610612755.0,PHI,driving floating,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Made,10.0,8.63,,,,,,,,,,,,
127,PT02M01.00S,2024-11-16T00:33:12.4Z,1,REGULAR,foul,personal,[],1630288,,,1610612753,24,17,2024-11-16T00:33:38Z,1260000,False,,,0,,J. Dowtin Jr. personal FOUL (1 PF),"[1630288, 1641710]",1610612755.0,PHI,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,Mid-Range,8-16 Right,1627963.0,1.0,0.0,Black,1641710.0,,,,,,,,,,,,,,,
129,PT01M51.00S,2024-11-16T00:33:40.8Z,1,REGULAR,3pt,Jump Shot,[],1629021,33.327858081471746,44.85294117647059,1610612753,24,17,2024-11-16T00:33:46Z,1280000,False,26.0,261.0,1,left,MISS M. Wagner 26' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Center,,,,,,Missed,,26.21,,,,,,,,,,,,
130,PT01M48.00S,2024-11-16T00:33:43.8Z,1,REGULAR,rebound,defensive,[],1627824,,,1610612755,24,17,2024-11-16T00:33:46Z,1290000,False,,,0,,G. Yabusele REBOUND (Off:0 Def:1),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Center,,,,,,,,,129.0,1.0,1.0,0.0,,,,,,,,
131,PT01M32.00S,2024-11-16T00:34:00.6Z,1,REGULAR,turnover,bad pass,[],203954,,,1610612755,24,17,2024-11-16T00:34:05Z,1300000,False,,,0,,J. Embiid bad pass TURNOVER (2 TO),"[203954, 203914]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,2.0,Harris,203914.0
132,PT01M32.00S,2024-11-16T00:34:00.6Z,1,REGULAR,steal,,[],203914,,,1610612753,24,17,2024-11-16T01:37:00Z,1310000,False,,,0,,G. Harris STEAL (1 STL),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
133,PT01M19.00S,2024-11-16T00:34:13.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628371,23.866622864651774,15.441176470588236,1610612753,24,17,2024-11-16T00:34:18Z,1320000,False,173.0,172.0,1,left,MISS J. Isaac 24' 3PT,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,24.37,,,,,,,,,,,,
134,PT01M15.00S,2024-11-16T00:34:17.4Z,1,REGULAR,rebound,defensive,[],1630288,,,1610612755,24,17,2024-11-16T00:34:18Z,1330000,False,,,0,,J. Dowtin Jr. REBOUND (Off:0 Def:1),[1630288],1610612755.0,PHI,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,
135,PT01M11.00S,2024-11-16T00:34:21.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201569,93.64323258869908,44.36274509803921,1610612755,24,19,2024-11-16T00:34:30Z,1340000,False,-28.0,7.0,1,right,E. Gordon running reverse Layup (2 PTS) (J. Dowtin Jr. 1 AST),"[201569, 1630288]",1610612755.0,PHI,running reverse,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,2.91,,,,,,,J. Dowtin Jr.,1630288.0,1.0,,,
137,PT00M58.40S,2024-11-16T00:34:36.6Z,1,REGULAR,foul,personal,[],1626162,,,1610612753,24,19,2024-11-16T00:34:45Z,1360000,False,,,0,,K. Oubre Jr. personal FOUL (1 PF),"[1626162, 1629021]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,1627963.0,1.0,0.0,Wagner,1629021.0,,,,,,,,,,,,,,,
139,PT00M58.40S,2024-11-16T00:34:45.2Z,1,REGULAR,substitution,out,[],1630288,,,1610612753,24,19,2024-11-16T00:34:48Z,1380000,False,,,0,,SUB out: J. Dowtin Jr.,[1630288],1610612755.0,PHI,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M58.40S,2024-11-16T00:34:45.2Z,1,REGULAR,substitution,in,[],1642272,,,1610612753,24,19,2024-11-16T00:34:48Z,1390000,False,,,0,,SUB in: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M58.40S,2024-11-16T00:34:54.3Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,24,19,2024-11-16T00:34:56Z,1400000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M58.40S,2024-11-16T00:34:54.3Z,1,REGULAR,substitution,in,[],1630591,,,1610612753,24,19,2024-11-16T00:34:56Z,1410000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M46.30S,2024-11-16T00:35:12.6Z,1,REGULAR,2pt,Hook,[],1641710,10.463206307490145,68.62745098039215,1610612753,24,19,2024-11-16T00:35:19Z,1420000,False,-93.0,46.0,1,left,MISS A. Black 10' turnaround Hook,[1641710],1610612753.0,ORL,turnaround,,,Black,A. Black,,,,,Mid-Range,8-16 Left,,,,,,Missed,,10.38,,,,,,,,,,,,
144,PT00M44.10S,2024-11-16T00:35:14.8Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,24,19,2024-11-16T00:35:19Z,1430000,False,,,0,,J. Embiid REBOUND (Off:1 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,,,,,,,,,143.0,2.0,1.0,1.0,,,,,,,,
145,PT00M36.20S,2024-11-16T00:35:22.8Z,1,REGULAR,3pt,Jump Shot,[],1642272,93.51182654402102,95.83333333333334,1610612755,24,19,2024-11-16T00:35:29Z,1440000,False,229.0,8.0,1,right,MISS J. McCain 3PT,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Right Corner 3,24+ Right,,,,,,Missed,,22.94,,,,,,,,,,,,
146,PT00M32.90S,2024-11-16T00:35:26.1Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,24,19,2024-11-16T00:35:29Z,1450000,False,,,0,,J. Suggs REBOUND (Off:2 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Right Corner 3,24+ Right,,,,,,,,,145.0,3.0,1.0,2.0,,,,,,,,
147,PT00M30.40S,2024-11-16T00:35:28.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630591,3.3672798948751645,96.81372549019608,1610612753,24,19,2024-11-16T00:41:34Z,1460000,False,-234.0,-21.0,1,left,MISS J. Suggs running pullup 3PT,[1630591],1610612753.0,ORL,running pullup,,,Suggs,J. Suggs,,,,,Left Corner 3,24+ Left,,,,,,Missed,,23.5,,,,,,,,,,,,
148,PT00M27.50S,2024-11-16T00:35:31.5Z,1,REGULAR,rebound,defensive,[],201569,,,1610612755,24,19,2024-11-16T00:35:43Z,1470000,False,,,0,,E. Gordon REBOUND (Off:0 Def:1),[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,Left Corner 3,24+ Left,,,,,,,,,147.0,1.0,1.0,0.0,,,,,,,,
149,PT00M24.20S,2024-11-16T00:35:35.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627824,92.72339027595268,49.01960784313725,1610612755,24,21,2024-11-16T00:35:47Z,1480000,False,-5.0,16.0,1,right,G. Yabusele running DUNK (2 PTS) (J. McCain 2 AST),"[1627824, 1642272]",1610612755.0,PHI,running,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.66,,,,,,,J. McCain,1642272.0,2.0,,,
152,PT00M01.50S,2024-11-16T00:36:23.8Z,1,REGULAR,3pt,Jump Shot,[],1630591,13.66622864651774,3.699448529411765,1610612753,24,21,2024-11-16T00:36:47Z,1510000,False,232.0,76.0,1,left,MISS J. Suggs 24' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Right Corner 3,24+ Right,,,,,,Missed,,24.37,,,,,,,,,,,,
153,PT00M01.50S,2024-11-16T00:36:23.8Z,1,REGULAR,rebound,defensive,[],201569,,,1610612755,24,21,2024-11-16T00:36:47Z,1520000,False,,,0,,E. Gordon REBOUND (Off:0 Def:2),[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,Right Corner 3,24+ Right,,,,,,,,,152.0,2.0,2.0,0.0,,,,,,,,
154,PT00M00.00S,2024-11-16T00:36:52.5Z,1,REGULAR,period,end,[],0,,,1610612755,24,21,2024-11-16T00:36:52Z,1530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-11-16T00:40:06.3Z,2,REGULAR,period,start,[],0,,,1610612753,24,21,2024-11-16T00:40:06Z,1540000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M43.00S,2024-11-16T00:40:22.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,14.536793692509855,42.8921568627451,1610612753,24,21,2024-11-16T00:40:27Z,1550000,False,36.0,84.0,1,left,MISS J. Suggs 9' driving floating Shot,[1630591],1610612753.0,ORL,driving floating,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,9.13,,,,,,,,,,,,
159,PT11M41.00S,2024-11-16T00:40:24.4Z,2,REGULAR,rebound,offensive,[],1629021,,,1610612753,24,21,2024-11-16T00:40:29Z,1560000,False,,,0,,M. Wagner REBOUND (Off:1 Def:0),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,158.0,1.0,0.0,1.0,,,,,,,,
160,PT11M33.00S,2024-11-16T00:40:32.2Z,2,REGULAR,turnover,bad pass,[],1641710,,,1610612753,24,21,2024-11-16T00:40:35Z,1570000,False,,,0,,A. Black bad pass TURNOVER (2 TO),"[1641710, 201569]",1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,2.0,Gordon,201569.0
161,PT11M33.00S,2024-11-16T00:40:32.2Z,2,REGULAR,steal,,[],201569,,,1610612755,24,21,2024-11-16T00:40:34Z,1580000,False,,,0,,E. Gordon STEAL (1 STL),[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
162,PT11M27.00S,2024-11-16T00:40:37.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627824,93.51182654402102,57.107843137254896,1610612755,24,23,2024-11-16T00:40:45Z,1590000,False,36.0,8.0,1,right,G. Yabusele running Layup (4 PTS) (E. Gordon 1 AST),"[1627824, 201569]",1610612755.0,PHI,running,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,3.65,,,,,,,E. Gordon,201569.0,1.0,,,
164,PT11M13.00S,2024-11-16T00:40:52.2Z,2,REGULAR,3pt,Jump Shot,[],1628371,6.1268068331143235,3.9215686274509802,1610612753,24,23,2024-11-16T00:40:58Z,1610000,False,230.0,5.0,1,left,MISS J. Isaac 3PT,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Right Corner 3,24+ Right,,,,,,Missed,,23.05,,,,,,,,,,,,
165,PT11M08.00S,2024-11-16T00:40:57.2Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612755,24,23,2024-11-16T00:40:58Z,1620000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,164.0,2.0,1.0,1.0,,,,,,,,
166,PT10M52.00S,2024-11-16T00:41:15.9Z,2,REGULAR,foul,personal,[],1628371,,,1610612755,24,23,2024-11-16T00:41:47Z,1630000,False,,,0,,J. Isaac personal FOUL (1 PF),"[1628371, 203954]",1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Mid-Range,8-16 Left,1627963.0,1.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,
168,PT10M43.00S,2024-11-16T00:41:45.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642272,91.40932982917214,56.127450980392155,1610612755,24,25,2024-11-16T00:41:51Z,1650000,False,31.0,28.0,1,right,J. McCain driving Layup (2 PTS),[1642272],1610612755.0,PHI,driving,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,4.17,,,,,,,,,,,,
169,PT10M31.00S,2024-11-16T00:41:59.8Z,2,REGULAR,turnover,traveling,[],1629021,,,1610612753,24,25,2024-11-16T00:42:08Z,1660000,False,,,0,,M. Wagner traveling TURNOVER (1 TO),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Mid-Range,8-16 Right,1155.0,,,,,,,,,,,,,,,,,1.0,,
170,PT10M07.00S,2024-11-16T00:42:35.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203954,78.79434954007884,25.735294117647058,1610612755,24,27,2024-11-16T00:42:41Z,1670000,False,-121.0,147.0,1,right,J. Embiid 19' Jump Shot (12 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left Center,,,,,,Made,12.0,19.04,,,,,,,,,,,,
