actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
520,PT08M01.00S,2024-11-11T01:05:47.9Z,4,REGULAR,foul,personal,['2freethrow'],1630215,,,1610612753,98,78,2024-11-11T01:06:17Z,5100000,False,,,0,,J. Butler shooting personal FOUL (3 PF) (Wagner 2 FT),"[1630215, 1629021]",1610612764.0,WAS,shooting,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,,,,1627526.0,3.0,0.0,Wagner,1629021.0,,,,,,,
524,PT08M01.00S,2024-11-11T01:06:34.7Z,4,REGULAR,freethrow,1 of 2,[],1629021,,,1610612753,98,78,2024-11-11T01:06:34Z,5120000,False,,,0,,MISS M. Wagner Free Throw 1 of 2,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
525,PT08M01.00S,2024-11-11T01:06:34.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,98,78,2024-11-11T01:06:34Z,5130000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,524.0,,,,,,,,,,,,,,,,,
527,PT08M01.00S,2024-11-11T01:06:35.5Z,4,REGULAR,substitution,out,[],1630215,,,1610612753,98,78,2024-11-11T01:06:59Z,5150000,False,,,0,,SUB out: J. Butler,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT08M01.00S,2024-11-11T01:06:35.5Z,4,REGULAR,substitution,out,[],202685,,,1610612753,98,78,2024-11-11T01:06:59Z,5160000,False,,,0,,SUB out: J. Valančiūnas,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT08M01.00S,2024-11-11T01:06:35.5Z,4,REGULAR,substitution,in,[],1641783,,,1610612753,98,78,2024-11-11T01:06:59Z,5170000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT08M01.00S,2024-11-11T01:06:35.5Z,4,REGULAR,substitution,in,[],1642267,,,1610612753,98,78,2024-11-11T01:06:59Z,5180000,False,,,0,,SUB in: C. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT08M01.00S,2024-11-11T01:06:35.5Z,4,REGULAR,substitution,in,[],1642259,,,1610612753,98,78,2024-11-11T01:06:59Z,5190000,False,,,0,,SUB in: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT08M01.00S,2024-11-11T01:06:35.5Z,4,REGULAR,substitution,out,[],1628371,,,1610612753,98,78,2024-11-11T01:07:49Z,5195000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT08M01.00S,2024-11-11T01:07:00.7Z,4,REGULAR,freethrow,2 of 2,[],1629021,,,1610612753,99,78,2024-11-11T01:07:00Z,5200000,False,,,0,,M. Wagner Free Throw 2 of 2 (15 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Made,,,,,,,,,,,,,,,15.0,,,
533,PT07M49.00S,2024-11-11T01:07:11.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,9.280551905387648,41.911764705882355,1610612764,99,78,2024-11-11T01:07:19Z,5210000,False,40.0,35.0,1,left,MISS J. Poole driving Layup,[1629673],1610612764.0,WAS,driving,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,5.33,Missed,,,,,,,,,,,,,,,,,,
534,PT07M45.00S,2024-11-11T01:07:15.6Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612753,99,78,2024-11-11T01:07:19Z,5220000,False,,,0,,M. Wagner REBOUND (Off:2 Def:3),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,533.0,5.0,3.0,2.0,,,,,,,,,,,,,,
535,PT07M32.00S,2024-11-11T01:07:28.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641710,91.67214191852825,43.13725490196079,1610612753,101,78,2024-11-11T01:08:04Z,5230000,False,-34.0,26.0,1,right,A. Black driving Layup (10 PTS),[1641710],1610612753.0,ORL,driving,,,Black,A. Black,,,,,Restricted Area,0-8 Center,4.29,Made,,,,,,,,,,,,,,,10.0,,,
537,PT07M32.00S,2024-11-11T01:09:03.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,101,78,2024-11-11T01:09:03Z,5240000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT07M19.00S,2024-11-11T01:10:36.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641731,7.178055190538765,46.568627450980394,1610612764,101,80,2024-11-11T01:10:42Z,5250000,False,17.0,15.0,1,left,B. Coulibaly driving Layup (20 PTS),[1641731],1610612764.0,WAS,driving,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,2.28,Made,,,,,,,,,,,,,,,20.0,,,
539,PT07M06.00S,2024-11-11T01:10:55.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642273,,,1610612753,101,80,2024-11-11T01:11:12Z,5260000,False,,,0,,K. George personal FOUL (5 PF) (Anthony 2 FT),"[1642273, 1630175]",1610612764.0,WAS,,,,George,K. George,,,,,Mid-Range,16-24 Right Center,,,,,,,,,204058.0,5.0,1.0,Anthony,1630175.0,,,,,,,
541,PT07M06.00S,2024-11-11T01:11:25.2Z,4,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,102,80,2024-11-11T01:11:25Z,5280000,False,,,0,,C. Anthony Free Throw 1 of 2 (9 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,,,,,,,,,9.0,,,
542,PT07M06.00S,2024-11-11T01:11:45.3Z,4,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,103,80,2024-11-11T01:11:45Z,5290000,False,,,0,,C. Anthony Free Throw 2 of 2 (10 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,,,,,,,,,10.0,,,
543,PT06M55.00S,2024-11-11T01:11:57.4Z,4,REGULAR,3pt,Jump Shot,[],1642259,5.863994743758213,95.58823529411765,1610612764,103,83,2024-11-11T01:12:03Z,5300000,False,-228.0,3.0,1,left,A. Sarr 3PT  (11 PTS) (B. Coulibaly 6 AST),"[1642259, 1641731]",1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Left Corner 3,24+ Left,22.79,Made,,,,,,,,,,,,,,,11.0,B. Coulibaly,1641731.0,6.0
545,PT06M36.00S,2024-11-11T01:12:20.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642267,,,1610612753,103,83,2024-11-11T01:12:48Z,5320000,False,,,0,,C. Carrington shooting personal FOUL (2 PF) (Black 2 FT),"[1642267, 1641710]",1610612764.0,WAS,shooting,,,Carrington,C. Carrington,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,201638.0,2.0,0.0,Black,1641710.0,,,,,,,
547,PT06M36.00S,2024-11-11T01:12:48.8Z,4,REGULAR,freethrow,1 of 2,[],1641710,,,1610612753,104,83,2024-11-11T01:12:48Z,5340000,False,,,0,,A. Black Free Throw 1 of 2 (11 PTS),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,Made,,,,,,,,,,,,,,,11.0,,,
548,PT06M36.00S,2024-11-11T01:13:05.0Z,4,REGULAR,freethrow,2 of 2,[],1641710,,,1610612753,105,83,2024-11-11T01:13:05Z,5350000,False,,,0,,A. Black Free Throw 2 of 2 (12 PTS),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,Made,,,,,,,,,,,,,,,12.0,,,
549,PT06M11.00S,2024-11-11T01:13:30.6Z,4,REGULAR,3pt,Jump Shot,[],1642259,7.835085413929041,94.85294117647058,1610612764,105,83,2024-11-11T01:13:40Z,5360000,False,-224.0,21.0,1,left,MISS A. Sarr 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Left Corner 3,24+ Left,22.53,Missed,,,,,,,,,,,,,,,,,,
550,PT06M10.00S,2024-11-11T01:13:35.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612764,105,83,2024-11-11T01:13:35Z,5370000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Left Corner 3,24+ Left,,,549.0,,,,,,,,,,,,,,,,,
552,PT05M58.00S,2024-11-11T01:14:00.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1642259,33.065045992115635,36.51960784313725,1610612764,105,83,2024-11-11T01:14:07Z,5390000,False,67.0,258.0,1,left,MISS A. Sarr 26' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Center,26.69,Missed,,,,,,,,,,,,,,,,,,
553,PT05M53.00S,2024-11-11T01:14:05.9Z,4,REGULAR,rebound,defensive,[],1641783,,,1610612753,105,83,2024-11-11T01:14:07Z,5400000,False,,,0,,T. da Silva REBOUND (Off:0 Def:2),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Center,,,552.0,2.0,2.0,0.0,,,,,,,,,,,,,,
554,PT05M35.00S,2024-11-11T01:14:23.1Z,4,REGULAR,3pt,Jump Shot,[],1630175,69.33311432325887,77.69607843137256,1610612753,108,83,2024-11-11T01:14:30Z,5410000,False,138.0,236.0,1,right,C. Anthony 27' 3PT  (13 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Right Center,27.35,Made,,,,,,,,,,,,,,,13.0,,,
555,PT05M29.00S,2024-11-11T01:14:34.2Z,4,REGULAR,foul,personal,['2freethrow'],1641783,,,1610612764,108,83,2024-11-11T01:15:00Z,5420000,False,,,0,,T. da Silva shooting personal FOUL (2 PF) (Poole 2 FT),"[1641783, 1629673]",1610612753.0,ORL,shooting,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1627526.0,2.0,0.0,Poole,1629673.0,,,,,,,
557,PT05M29.00S,2024-11-11T01:15:01.4Z,4,REGULAR,freethrow,1 of 2,[],1629673,,,1610612764,108,84,2024-11-11T01:15:01Z,5440000,False,,,0,,J. Poole Free Throw 1 of 2 (23 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,Made,,,,,,,,,,,,,,,23.0,,,
558,PT05M29.00S,2024-11-11T01:15:22.7Z,4,REGULAR,freethrow,2 of 2,[],1629673,,,1610612764,108,85,2024-11-11T01:15:22Z,5450000,False,,,0,,J. Poole Free Throw 2 of 2 (24 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,Made,,,,,,,,,,,,,,,24.0,,,
566,PT05M29.00S,2024-11-11T01:15:19.9Z,4,REGULAR,substitution,out,[],203914,,,1610612753,108,85,2024-11-11T01:16:42Z,5455000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT05M29.00S,2024-11-11T01:15:19.9Z,4,REGULAR,substitution,in,[],1641724,,,1610612753,108,85,2024-11-11T01:16:42Z,5457500,False,,,0,,SUB in: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT05M14.00S,2024-11-11T01:15:38.5Z,4,REGULAR,3pt,Jump Shot,[],1641724,75.3777923784494,88.23529411764706,1610612753,111,85,2024-11-11T01:15:47Z,5460000,False,191.0,179.0,1,right,J. Howard 26' 3PT  (3 PTS) (A. Black 4 AST),"[1641724, 1641710]",1610612753.0,ORL,,,,Howard,J. Howard,,,,,Above the Break 3,24+ Right Center,26.18,Made,,,,,,,,,,,,,,,3.0,A. Black,1641710.0,4.0
561,PT05M03.00S,2024-11-11T01:15:49.5Z,4,REGULAR,3pt,Jump Shot,[],1629673,30.56833114323259,75.24509803921569,1610612764,111,85,2024-11-11T01:15:56Z,5480000,False,-126.0,235.0,1,left,MISS J. Poole 26' 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,26.66,Missed,,,,,,,,,,,,,,,,,,
562,PT04M57.00S,2024-11-11T01:15:55.5Z,4,REGULAR,rebound,defensive,[],1641783,,,1610612753,111,85,2024-11-11T01:15:56Z,5490000,False,,,0,,T. da Silva REBOUND (Off:0 Def:3),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Left Center,,,561.0,3.0,3.0,0.0,,,,,,,,,,,,,,
563,PT04M49.00S,2024-11-11T01:16:02.5Z,4,REGULAR,3pt,Jump Shot,[],1641783,76.2976346911958,8.823529411764707,1610612753,111,85,2024-11-11T01:16:45Z,5500000,False,-206.0,170.0,1,right,MISS T. da Silva 26' step back 3PT,[1641783],1610612753.0,ORL,step back,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Left Center,26.72,Missed,,,,,,,,,,,,,,,,,,
564,PT04M49.00S,2024-11-11T01:16:02.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612753,111,85,2024-11-11T01:16:09Z,5510000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Left Center,,,563.0,,,,,,,,,,,,,,,,,
565,PT04M49.00S,2024-11-11T01:16:09.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642273,,,1610612753,111,85,2024-11-11T01:16:52Z,5520000,False,,,0,,K. George loose ball personal FOUL (6 PF) (Wagner 2 FT),"[1642273, 1629021]",1610612764.0,WAS,loose ball,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,201638.0,6.0,1.0,Wagner,1629021.0,,,,,,,
570,PT04M49.00S,2024-11-11T01:17:48.0Z,4,REGULAR,substitution,out,[],1641710,,,1610612753,111,85,2024-11-11T01:18:21Z,5550000,False,,,0,,SUB out: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT04M49.00S,2024-11-11T01:17:48.0Z,4,REGULAR,substitution,out,[],1629673,,,1610612753,111,85,2024-11-11T01:18:21Z,5560000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT04M49.00S,2024-11-11T01:17:48.0Z,4,REGULAR,substitution,out,[],1642273,,,1610612753,111,85,2024-11-11T01:18:21Z,5570000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT04M49.00S,2024-11-11T01:17:48.0Z,4,REGULAR,substitution,out,[],1641731,,,1610612753,111,85,2024-11-11T01:18:21Z,5580000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT04M49.00S,2024-11-11T01:17:48.0Z,4,REGULAR,substitution,out,[],1642267,,,1610612753,111,85,2024-11-11T01:18:21Z,5590000,False,,,0,,SUB out: C. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT04M49.00S,2024-11-11T01:17:48.0Z,4,REGULAR,substitution,out,[],1642259,,,1610612753,111,85,2024-11-11T01:18:21Z,5600000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT04M49.00S,2024-11-11T01:17:48.0Z,4,REGULAR,substitution,in,[],202709,,,1610612753,111,85,2024-11-11T01:18:21Z,5610000,False,,,0,,SUB in: C. Joseph,[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT04M49.00S,2024-11-11T01:17:48.0Z,4,REGULAR,substitution,in,[],1630215,,,1610612753,111,85,2024-11-11T01:18:21Z,5620000,False,,,0,,SUB in: J. Butler,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT04M49.00S,2024-11-11T01:17:48.0Z,4,REGULAR,substitution,in,[],1628963,,,1610612753,111,85,2024-11-11T01:18:21Z,5630000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT04M49.00S,2024-11-11T01:17:48.0Z,4,REGULAR,substitution,in,[],1631098,,,1610612753,111,85,2024-11-11T01:18:21Z,5640000,False,,,0,,SUB in: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT04M49.00S,2024-11-11T01:17:48.0Z,4,REGULAR,substitution,in,[],1630264,,,1610612753,111,85,2024-11-11T01:18:21Z,5650000,False,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT04M49.00S,2024-11-11T01:17:48.0Z,4,REGULAR,substitution,in,[],1631116,,,1610612753,111,85,2024-11-11T01:18:21Z,5660000,False,,,0,,SUB in: P. Baldwin Jr.,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT04M49.00S,2024-11-11T01:18:24.0Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629021,,,1610612753,112,85,2024-11-11T01:18:50Z,5670000,False,,,0,,M. Wagner Free Throw 1 of 2 (16 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Made,,,,,,,,,,,,,,,16.0,,,
583,PT04M49.00S,2024-11-11T01:18:24.0Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629021,,,1610612753,112,85,2024-11-11T01:18:50Z,5680000,False,,,0,,MISS M. Wagner Free Throw 2 of 2,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
584,PT04M45.00S,2024-11-11T01:18:28.0Z,4,REGULAR,rebound,defensive,[],1630264,,,1610612764,112,85,2024-11-11T01:18:50Z,5690000,False,,,0,,A. Gill REBOUND (Off:0 Def:1),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,583.0,1.0,1.0,0.0,,,,,,,,,,,,,,
585,PT04M33.00S,2024-11-11T01:18:56.4Z,4,REGULAR,2pt,Jump Shot,[],1631098,7.5722733245729295,69.85294117647058,1610612764,112,85,2024-11-11T01:19:04Z,5700000,False,-99.0,19.0,1,left,MISS J. Davis 10' driving floating Shot,[1631098],1610612764.0,WAS,driving floating,,,Davis,J. Davis,,,,,Mid-Range,8-16 Left,10.1,Missed,,,,,,,,,,,,,,,,,,
586,PT04M31.00S,2024-11-11T01:18:58.4Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612753,112,85,2024-11-11T01:19:04Z,5710000,False,,,0,,M. Wagner REBOUND (Off:2 Def:4),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Mid-Range,8-16 Left,,,585.0,6.0,4.0,2.0,,,,,,,,,,,,,,
587,PT04M26.00S,2024-11-11T01:19:03.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630175,66.96780551905388,55.392156862745104,1610612753,115,85,2024-11-11T01:19:55Z,5720000,False,27.0,258.0,1,right,C. Anthony 25' 3PT running (16 PTS) (C. Joseph 1 AST),"[1630175, 202709]",1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,25.94,Made,,,,,,,,,,,,,,,16.0,C. Joseph,202709.0,1.0
589,PT04M09.00S,2024-11-11T01:19:20.8Z,4,REGULAR,turnover,lost ball,[],1631116,,,1610612764,115,85,2024-11-11T01:19:26Z,5740000,False,,,0,,P. Baldwin Jr. lost ball TURNOVER (1 TO),"[1631116, 202709]",1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,1.0,Joseph,202709.0,,,,
590,PT04M09.00S,2024-11-11T01:19:20.8Z,4,REGULAR,steal,,[],202709,,,1610612753,115,85,2024-11-11T01:19:22Z,5750000,False,,,0,,C. Joseph STEAL (1 STL),[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
591,PT03M51.00S,2024-11-11T01:19:39.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641724,71.96123521681997,80.63725490196079,1610612753,118,85,2024-11-11T01:19:45Z,5760000,False,153.0,211.0,1,right,J. Howard 26' 3PT  (6 PTS) (M. Wagner 2 AST),"[1641724, 1629021]",1610612753.0,ORL,,,,Howard,J. Howard,,,,,Above the Break 3,24+ Right Center,26.08,Made,,,,,,,,,,,,,,,6.0,M. Wagner,1629021.0,2.0
593,PT03M46.00S,2024-11-11T01:19:46.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202709,,,1610612764,118,85,2024-11-11T01:20:06Z,5780000,False,,,0,,C. Joseph take personal FOUL (1 PF) (Butler 2 FT),"[202709, 1630215]",1610612753.0,ORL,take,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Right Center,,,,,,,,,204058.0,1.0,0.0,Butler,1630215.0,,,,,,,
595,PT03M46.00S,2024-11-11T01:19:58.3Z,4,REGULAR,substitution,out,[],1629021,,,1610612764,118,85,2024-11-11T01:20:02Z,5800000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT03M46.00S,2024-11-11T01:19:58.3Z,4,REGULAR,substitution,in,[],1631216,,,1610612764,118,85,2024-11-11T01:20:02Z,5810000,False,,,0,,SUB in: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT03M46.00S,2024-11-11T01:20:11.4Z,4,REGULAR,freethrow,1 of 2,[],1630215,,,1610612764,118,86,2024-11-11T01:20:11Z,5820000,False,,,0,,J. Butler Free Throw 1 of 2 (1 PTS),[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
598,PT03M46.00S,2024-11-11T01:20:24.4Z,4,REGULAR,freethrow,2 of 2,[],1630215,,,1610612764,118,87,2024-11-11T01:20:24Z,5830000,False,,,0,,J. Butler Free Throw 2 of 2 (2 PTS),[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,,,,,,,2.0,,,
599,PT03M28.00S,2024-11-11T01:20:44.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202709,81.42247043363994,49.01960784313725,1610612753,118,87,2024-11-11T01:21:13Z,5840000,False,-5.0,122.0,1,right,MISS C. Joseph 12' fadeaway Shot,[202709],1610612753.0,ORL,fadeaway,,,Joseph,C. Joseph,,,,,In The Paint (Non-RA),8-16 Center,12.22,Missed,,,,,,,,,,,,,,,,,,
600,PT03M25.00S,2024-11-11T01:20:47.7Z,4,REGULAR,rebound,defensive,[],1631116,,,1610612764,118,87,2024-11-11T01:20:50Z,5850000,False,,,0,,P. Baldwin Jr. REBOUND (Off:0 Def:2),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,599.0,2.0,2.0,0.0,,,,,,,,,,,,,,
601,PT03M18.00S,2024-11-11T01:20:55.1Z,4,REGULAR,3pt,Jump Shot,[],1631116,25.312089356110377,82.35294117647058,1610612764,118,87,2024-11-11T01:21:07Z,5860000,False,-162.0,185.0,1,left,MISS P. Baldwin Jr. 24' step back 3PT,[1631116],1610612764.0,WAS,step back,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Above the Break 3,24+ Left Center,24.61,Missed,,,,,,,,,,,,,,,,,,
602,PT03M17.00S,2024-11-11T01:20:56.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612764,118,87,2024-11-11T01:21:07Z,5870000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,601.0,,,,,,,,,,,,,,,,,
603,PT03M17.00S,2024-11-11T01:21:03.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631216,,,1610612764,118,87,2024-11-11T01:21:17Z,5880000,False,,,0,,C. Houstan loose ball personal FOUL (1 PF) (Gill 2 FT),"[1631216, 1630264]",1610612753.0,ORL,loose ball,,,Houstan,C. Houstan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,204058.0,1.0,0.0,Gill,1630264.0,,,,,,,
605,PT03M17.00S,2024-11-11T01:21:27.6Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630264,,,1610612764,118,88,2024-11-11T01:21:27Z,5900000,False,,,0,,A. Gill Free Throw 1 of 2 (1 PTS),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
606,PT03M17.00S,2024-11-11T01:21:27.6Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630264,,,1610612764,118,88,2024-11-11T01:21:48Z,5910000,False,,,0,,MISS A. Gill Free Throw 2 of 2,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
607,PT03M14.00S,2024-11-11T01:21:30.6Z,4,REGULAR,rebound,defensive,[],202709,,,1610612753,118,88,2024-11-11T01:21:48Z,5920000,False,,,0,,C. Joseph REBOUND (Off:0 Def:1),[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,,,,,606.0,1.0,1.0,0.0,,,,,,,,,,,,,,
608,PT03M01.00S,2024-11-11T01:21:57.7Z,4,REGULAR,3pt,Jump Shot,[],202709,86.67871222076215,96.56862745098039,1610612753,118,88,2024-11-11T01:22:19Z,5930000,False,233.0,73.0,1,right,MISS C. Joseph 24' 3PT,[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,Right Corner 3,24+ Right,24.39,Missed,,,,,,,,,,,,,,,,,,
609,PT02M58.00S,2024-11-11T01:22:00.7Z,4,REGULAR,rebound,offensive,[],1630175,,,1610612753,118,88,2024-11-11T01:22:19Z,5940000,False,,,0,,C. Anthony REBOUND (Off:1 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Right Corner 3,24+ Right,,,608.0,2.0,1.0,1.0,,,,,,,,,,,,,,
