actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
49,PT07M02.00S,2024-11-13T00:20:45.8Z,1,REGULAR,rebound,offensive,[],1631217,,,1610612766,15,14,2024-11-13T00:20:51Z,490000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:0),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,48.0,1.0,0.0,1.0,,,,,
50,PT06M59.00S,2024-11-13T00:20:48.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630163,87.46714848883047,47.05882352941176,1610612766,15,16,2024-11-13T00:20:54Z,500000,False,-15.0,65.0,1,right,L. Ball 6' driving floating Jump Shot (10 PTS),[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,6.69,Made,10.0,,,,,,,,,,,,,,,,,
51,PT06M50.00S,2024-11-13T00:20:57.4Z,1,REGULAR,turnover,bad pass,[],1630591,,,1610612753,15,16,2024-11-13T00:21:06Z,510000,False,,,0,,J. Suggs bad pass TURNOVER (1 TO),"[1630591, 1631217]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Diabaté,1631217.0
52,PT06M50.00S,2024-11-13T00:20:57.4Z,1,REGULAR,steal,,[],1631217,,,1610612766,15,16,2024-11-13T00:51:49Z,520000,False,,,0,,M. Diabaté STEAL (1 STL),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
53,PT06M44.00S,2024-11-13T00:21:03.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631217,92.32917214191852,52.69607843137255,1610612766,15,18,2024-11-13T00:21:10Z,530000,False,13.0,20.0,1,right,M. Diabaté running Layup (2 PTS) (L. Ball 2 AST),"[1631217, 1630163]",1610612766.0,CHA,running,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,2.38,Made,2.0,L. Ball,1630163.0,2.0,,,,,,,,,,,,,,
55,PT06M28.00S,2024-11-13T00:21:19.4Z,1,REGULAR,2pt,Jump Shot,[],203484,23.99802890932983,55.88235294117647,1610612753,17,18,2024-11-13T00:21:24Z,550000,False,-29.0,173.0,1,left,K. Caldwell-Pope 17' Jump Shot (2 PTS) (F. Wagner 2 AST),"[203484, 1630532]",1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Center,17.56,Made,2.0,F. Wagner,1630532.0,2.0,,,,,,,,,,,,,,
58,PT06M11.00S,2024-11-13T00:21:36.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,91.5407358738502,59.55882352941176,1610612766,17,18,2024-11-13T00:21:42Z,580000,False,48.0,27.0,1,right,MISS L. Ball driving floating bank Shot,[1630163],1610612766.0,CHA,driving floating bank,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,5.49,Missed,,,,,,,,,,,,,,,,,,
59,PT06M08.00S,2024-11-13T00:21:40.2Z,1,REGULAR,rebound,offensive,[],1631217,,,1610612766,17,18,2024-11-13T00:21:40Z,590000,False,,,0,,M. Diabaté REBOUND (Off:2 Def:0),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,58.0,2.0,0.0,2.0,,,,,
60,PT06M06.00S,2024-11-13T00:21:42.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,71.96123521681997,82.1078431372549,1610612766,17,18,2024-11-13T00:21:48Z,600000,False,161.0,211.0,1,right,MISS L. Ball 26' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,26.52,Missed,,,,,,,,,,,,,,,,,,
61,PT06M01.00S,2024-11-13T00:21:47.2Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,17,18,2024-11-13T00:21:48Z,610000,False,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,60.0,2.0,2.0,0.0,,,,,
62,PT05M53.00S,2024-11-13T00:21:54.9Z,1,REGULAR,3pt,Jump Shot,[],1630591,32.40801576872536,28.676470588235293,1610612753,20,18,2024-11-13T00:21:58Z,620000,False,107.0,252.0,1,left,J. Suggs 27' 3PT  (13 PTS) (K. Caldwell-Pope 1 AST),"[1630591, 203484]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,27.37,Made,13.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,,,,,,,,
64,PT05M39.00S,2024-11-13T00:22:08.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641706,91.40932982917214,45.09803921568628,1610612766,20,18,2024-11-13T00:23:20Z,640000,False,-25.0,28.0,1,right,MISS B. Miller driving finger roll Layup,[1641706],1610612766.0,CHA,driving finger roll,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,3.74,Missed,,,,,,,,,,,,,,,,,,
65,PT05M36.00S,2024-11-13T00:22:11.4Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,20,18,2024-11-13T00:22:17Z,650000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,64.0,1.0,1.0,0.0,,,,,
66,PT05M35.00S,2024-11-13T00:22:13.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630532,5.995400788436268,50.73529411764706,1610612753,22,18,2024-11-13T00:22:33Z,660000,False,-4.0,4.0,1,left,F. Wagner running DUNK (4 PTS) (K. Caldwell-Pope 2 AST),"[1630532, 203484]",1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,0.54,Made,4.0,K. Caldwell-Pope,203484.0,2.0,,,,,,,,,,,,,,
68,PT05M25.00S,2024-11-13T00:22:31.4Z,1,REGULAR,foul,offensive,[],1629684,,,1610612766,22,18,2024-11-13T00:23:10Z,680000,False,,,0,,G. Williams off-the-ball offensive FOUL (1 PF),"[1629684, 203484]",1610612766.0,CHA,off-the-ball,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202056.0,1.0,0.0,Caldwell-Pope,203484.0,,,,,,,,,
70,PT05M25.00S,2024-11-13T00:22:31.4Z,1,REGULAR,turnover,offensive foul,[],1629684,,,1610612766,22,18,2024-11-13T00:22:31Z,700000,False,,,0,,G. Williams offensive foul TURNOVER (1 TO),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202056.0,,,,,,,,,,,1.0,,
71,PT05M25.00S,2024-11-13T00:22:42.6Z,1,REGULAR,substitution,out,[],1630591,,,1610612753,22,18,2024-11-13T00:23:01Z,710000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M25.00S,2024-11-13T00:22:42.6Z,1,REGULAR,substitution,out,[],1641783,,,1610612753,22,18,2024-11-13T00:23:01Z,720000,False,,,0,,SUB out: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M25.00S,2024-11-13T00:22:42.6Z,1,REGULAR,substitution,out,[],1630182,,,1610612753,22,18,2024-11-13T00:23:01Z,730000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M25.00S,2024-11-13T00:22:42.6Z,1,REGULAR,substitution,out,[],1641706,,,1610612753,22,18,2024-11-13T00:23:01Z,740000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M25.00S,2024-11-13T00:22:42.6Z,1,REGULAR,substitution,in,[],1628371,,,1610612753,22,18,2024-11-13T00:23:01Z,750000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M25.00S,2024-11-13T00:22:42.6Z,1,REGULAR,substitution,in,[],1641710,,,1610612753,22,18,2024-11-13T00:23:01Z,760000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M25.00S,2024-11-13T00:22:42.6Z,1,REGULAR,substitution,in,[],1628998,,,1610612753,22,18,2024-11-13T00:23:01Z,770000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M25.00S,2024-11-13T00:22:42.6Z,1,REGULAR,substitution,in,[],203552,,,1610612753,22,18,2024-11-13T00:23:01Z,780000,False,,,0,,SUB in: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M12.00S,2024-11-13T00:23:23.6Z,1,REGULAR,foul,technical,['1freethrow'],1629684,,,1610612753,22,18,2024-11-13T00:23:42Z,790000,False,,,0,,G. Williams defensive-3-second technical FOUL (1 Tech),[1629684],1610612766.0,CHA,defensive-3-second,,,Williams,G. Williams,,,,,,,,,,,,,2530.0,1.0,1.0,,,,,,,,,,,
80,PT05M12.00S,2024-11-13T00:23:43.4Z,1,REGULAR,freethrow,1 of 1,[],203484,,,1610612753,23,18,2024-11-13T00:23:43Z,800000,False,,,0,,K. Caldwell-Pope technical Free Throw 1 of 1 (3 PTS),[203484],1610612753.0,ORL,technical,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
81,PT05M12.00S,2024-11-13T00:23:44.5Z,1,REGULAR,substitution,out,[],1629684,,,1610612753,23,18,2024-11-13T00:23:49Z,810000,False,,,0,,SUB out: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M12.00S,2024-11-13T00:23:44.5Z,1,REGULAR,substitution,in,[],1642275,,,1610612753,23,18,2024-11-13T00:23:49Z,820000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M04.00S,2024-11-13T00:24:03.7Z,1,REGULAR,turnover,out-of-bounds,[],203484,,,1610612753,23,18,2024-11-13T00:24:20Z,830000,False,,,0,,K. Caldwell-Pope bad pass out-of-bounds TURNOVER (1 TO),[203484],1610612753.0,ORL,bad pass,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,,,,2530.0,,,,,,,,,,,1.0,,
84,PT04M49.00S,2024-11-13T00:24:29.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630163,93.38042049934296,56.127450980392155,1610612766,23,18,2024-11-13T00:24:41Z,840000,False,31.0,10.0,1,right,MISS L. Ball driving Layup,[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,3.21,Missed,,,,,,,,,,,,,,,,,,
86,PT04M43.00S,2024-11-13T00:24:35.5Z,1,REGULAR,rebound,offensive,[],1630163,,,1610612766,23,18,2024-11-13T00:24:41Z,860000,False,,,0,,L. Ball REBOUND (Off:1 Def:0),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,84.0,1.0,0.0,1.0,,,,,
