actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
168,PT12M00.00S,2025-02-13T00:33:57.3Z,2,REGULAR,substitution,in,['startperiod'],1630532,,,1610612753,28,20,2025-02-13T00:36:27Z,1650000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2025-02-13T00:33:57.3Z,2,REGULAR,substitution,in,['startperiod'],1630182,,,1610612753,28,20,2025-02-13T00:36:27Z,1660000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2025-02-13T00:33:57.3Z,2,REGULAR,substitution,in,['startperiod'],203901,,,1610612753,28,20,2025-02-13T00:36:27Z,1670000,False,,,0,,SUB in: E. Payton,[203901],1610612766.0,CHA,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2025-02-13T00:33:57.3Z,2,REGULAR,substitution,in,['startperiod'],203994,,,1610612753,28,20,2025-02-13T00:36:27Z,1680000,False,,,0,,SUB in: J. Nurkić,[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2025-02-13T00:36:25.4Z,2,REGULAR,period,start,[],0,,,1610612753,28,20,2025-02-13T00:36:27Z,1690000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M39.00S,2025-02-13T00:36:45.6Z,2,REGULAR,3pt,Jump Shot,[],1641710,6.5703022339027655,3.4083946078431353,1610612753,31,20,2025-02-13T00:37:37Z,1700000,False,233.0,9.0,1,left,A. Black 3PT  (5 PTS) (J. Howard 1 AST),"[1641710, 1641724]",1610612753.0,ORL,,,,Black,A. Black,,,,,Right Corner 3,24+ Right,23.32,Made,5.0,J. Howard,1641724.0,1.0,,,,,,,,,,,,,,
175,PT11M26.00S,2025-02-13T00:36:59.9Z,2,REGULAR,turnover,bad pass,[],203901,,,1610612766,31,20,2025-02-13T00:45:35Z,1720000,False,,,0,,E. Payton bad pass TURNOVER (1 TO),"[203901, 1641724]",1610612766.0,CHA,,,,Payton,E. Payton,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,1.0,Howard,1641724.0,,,,
176,PT11M26.00S,2025-02-13T00:36:59.9Z,2,REGULAR,steal,,[],1641724,,,1610612753,31,20,2025-02-13T00:37:02Z,1730000,False,,,0,,J. Howard STEAL (1 STL),[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
177,PT11M20.00S,2025-02-13T00:37:06.6Z,2,REGULAR,turnover,out-of-bounds,[],1630532,,,1610612753,31,20,2025-02-13T00:38:29Z,1740000,False,,,0,,F. Wagner bad pass out-of-bounds TURNOVER (2 TO),[1630532],1610612753.0,ORL,bad pass,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,200832.0,,,,,,2.0,,,,,,
178,PT11M03.00S,2025-02-13T00:37:32.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629610,86.4651773981603,46.74862132352941,1610612766,31,20,2025-02-13T00:38:56Z,1750000,False,-16.0,75.0,1,right,MISS D. Jeffries 7' driving floating Shot - blocked,"[1629610, 1641724]",1610612766.0,CHA,driving floating,,,Jeffries,D. Jeffries,,,,,In The Paint (Non-RA),0-8 Center,7.65,Missed,,,,,,,,,,Howard,1641724.0,,,,,,,
179,PT11M03.00S,2025-02-13T00:37:32.5Z,2,REGULAR,block,,[],1641724,,,1610612766,31,20,2025-02-13T00:37:35Z,1760000,False,,,0,,J. Howard BLOCK (1 BLK),[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
180,PT11M02.00S,2025-02-13T00:37:33.5Z,2,REGULAR,rebound,defensive,[],1641710,,,1610612753,31,20,2025-02-13T00:38:56Z,1770000,False,,,0,,A. Black REBOUND (Off:0 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,178.0,,1.0,1.0,0.0,,,,,,,,,
181,PT10M56.00S,2025-02-13T00:37:39.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641710,32.54147503285151,69.94485294117646,1610612753,31,20,2025-02-13T00:39:10Z,1780000,False,-100.0,253.0,1,left,MISS A. Black 27' running 3PT,[1641710],1610612753.0,ORL,running,,,Black,A. Black,,,,,Above the Break 3,24+ Left Center,27.23,Missed,,,,,,,,,,,,,,,,,,
182,PT10M54.00S,2025-02-13T00:37:41.4Z,2,REGULAR,rebound,defensive,[],203994,,,1610612766,31,20,2025-02-13T00:39:10Z,1790000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:1),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Left Center,,,,,,,181.0,,1.0,1.0,0.0,,,,,,,,,
183,PT10M47.00S,2025-02-13T00:37:48.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203901,84.62549277266754,51.69270833333333,1610612766,31,20,2025-02-13T00:39:29Z,1800000,False,8.0,92.0,1,right,MISS E. Payton 9' pullup Shot,[203901],1610612766.0,CHA,pullup,,,Payton,E. Payton,,,,,In The Paint (Non-RA),8-16 Center,9.24,Missed,,,,,,,,,,,,,,,,,,
184,PT10M45.00S,2025-02-13T00:37:50.5Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,31,20,2025-02-13T00:39:29Z,1810000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,183.0,,1.0,1.0,0.0,,,,,,,,,
185,PT10M37.00S,2025-02-13T00:37:57.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,16.81997371879106,62.189797794117645,1610612753,33,20,2025-02-13T00:39:47Z,1820000,False,-61.0,106.0,1,left,F. Wagner 12' pullup Jump Shot (4 PTS),[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,12.19,Made,4.0,,,,,,,,,,,,,,,,,
186,PT10M21.00S,2025-02-13T00:38:13.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630182,91.32720105124835,50.306372549019606,1610612766,33,20,2025-02-13T00:40:06Z,1830000,False,2.0,29.0,1,right,MISS J. Green turnaround Shot - blocked,"[1630182, 1641710]",1610612766.0,CHA,turnaround,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.9,Missed,,,,,,,,,,Black,1641710.0,,,,,,,
187,PT10M21.00S,2025-02-13T00:38:13.8Z,2,REGULAR,block,,[],1641710,,,1610612766,33,20,2025-02-13T00:38:16Z,1840000,False,,,0,,A. Black BLOCK (2 BLK),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
188,PT10M20.00S,2025-02-13T00:38:14.8Z,2,REGULAR,rebound,defensive,[],1641783,,,1610612753,33,20,2025-02-13T00:40:06Z,1850000,False,,,0,,T. da Silva REBOUND (Off:0 Def:1),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Restricted Area,0-8 Center,,,,,,,186.0,,1.0,1.0,0.0,,,,,,,,,
189,PT10M16.00S,2025-02-13T00:38:19.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641783,11.169513797634693,58.18780637254902,1610612753,33,20,2025-02-13T00:40:50Z,1860000,False,-41.0,52.0,1,left,MISS T. da Silva 6' running Layup,[1641783],1610612753.0,ORL,running,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,6.66,Missed,,,,,,,,,,,,,,,,,,
190,PT10M15.00S,2025-02-13T00:38:20.9Z,2,REGULAR,rebound,defensive,[],203994,,,1610612766,33,20,2025-02-13T00:40:50Z,1870000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:2),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,189.0,,2.0,2.0,0.0,,,,,,,,,
191,PT10M05.00S,2025-02-13T00:38:28.4Z,2,REGULAR,3pt,Jump Shot,[],1630182,92.11563731931669,96.05545343137256,1610612766,33,23,2025-02-13T00:41:11Z,1880000,False,230.0,22.0,1,right,J. Green 3PT  (5 PTS) (E. Payton 1 AST),"[1630182, 203901]",1610612766.0,CHA,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,23.13,Made,5.0,E. Payton,203901.0,1.0,,,,,,,,,,,,,,
193,PT09M43.00S,2025-02-13T00:38:53.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,11.95795006570303,58.122702205882355,1610612753,33,23,2025-02-13T00:41:30Z,1900000,False,-41.0,60.0,1,left,MISS W. Carter Jr. 7' pullup Shot,[1628976],1610612753.0,ORL,pullup,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.24,Missed,,,,,,,,,,,,,,,,,,
194,PT09M41.00S,2025-02-13T00:38:55.2Z,2,REGULAR,rebound,defensive,[],203994,,,1610612766,33,23,2025-02-13T00:41:30Z,1910000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:3),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,193.0,,3.0,3.0,0.0,,,,,,,,,
195,PT09M22.00S,2025-02-13T00:39:12.3Z,2,REGULAR,3pt,Jump Shot,[],1642275,67.32917214191853,80.88235294117646,1610612766,33,26,2025-02-13T00:41:58Z,1920000,False,154.0,255.0,1,right,T. Salaün 29' 3PT pullup (3 PTS),[1642275],1610612766.0,CHA,pullup,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Right Center,29.78,Made,3.0,,,,,,,,,,,,,,,,,
197,PT09M05.00S,2025-02-13T00:39:31.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,16.162943495400782,38.21231617647059,1610612753,33,26,2025-02-13T00:42:26Z,1940000,False,59.0,99.0,1,left,MISS F. Wagner 11' fadeaway Shot,[1630532],1610612753.0,ORL,fadeaway,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Right,11.55,Missed,,,,,,,,,,,,,,,,,,
198,PT09M03.00S,2025-02-13T00:39:33.5Z,2,REGULAR,rebound,defensive,[],203994,,,1610612766,33,26,2025-02-13T00:42:18Z,1950000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:4),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,197.0,,4.0,4.0,0.0,,,,,,,,,
199,PT08M52.00S,2025-02-13T00:39:43.5Z,2,REGULAR,2pt,Hook,[],203994,90.27595269382391,71.30821078431373,1610612766,33,26,2025-02-13T00:42:46Z,1960000,False,107.0,39.0,1,right,MISS J. Nurkić 11' turnaround Hook,[203994],1610612766.0,CHA,turnaround,,,Nurkić,J. Nurkić,,,,,Mid-Range,8-16 Right,11.34,Missed,,,,,,,,,,,,,,,,,,
200,PT08M51.00S,2025-02-13T00:39:44.5Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,33,26,2025-02-13T00:42:46Z,1970000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Right,,,,,,,199.0,,5.0,4.0,1.0,,,,,,,,,
201,PT08M44.00S,2025-02-13T00:39:50.3Z,2,REGULAR,turnover,lost ball,[],1630532,,,1610612753,33,26,2025-02-13T00:44:25Z,1980000,False,,,0,,F. Wagner lost ball TURNOVER (3 TO),"[1630532, 203994]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,3.0,Nurkić,203994.0,,,,
202,PT08M44.00S,2025-02-13T00:39:50.3Z,2,REGULAR,steal,,[],203994,,,1610612766,33,26,2025-02-13T00:39:52Z,1990000,False,,,0,,J. Nurkić STEAL (1 STL),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
203,PT08M32.00S,2025-02-13T00:40:03.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642275,75.34494086727989,90.19607843137254,1610612766,33,26,2025-02-13T00:45:14Z,2000000,False,201.0,179.0,1,right,MISS T. Salaün 26' 3PT,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Right Center,26.94,Missed,,,,,,,,,,,,,,,,,,
204,PT08M29.00S,2025-02-13T00:40:06.2Z,2,REGULAR,rebound,defensive,[],1641710,,,1610612753,33,26,2025-02-13T00:45:14Z,2010000,False,,,0,,A. Black REBOUND (Off:0 Def:2),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,,,,,,,203.0,,2.0,2.0,0.0,,,,,,,,,
205,PT08M19.00S,2025-02-13T00:40:15.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641710,11.169513797634693,43.359375,1610612753,35,26,2025-02-13T00:46:12Z,2020000,False,33.0,52.0,1,left,A. Black 6' driving Layup (7 PTS) (J. Howard 2 AST),"[1641710, 1641724]",1610612753.0,ORL,driving,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,6.21,Made,7.0,J. Howard,1641724.0,2.0,,,,,,,,,,,,,,
207,PT07M56.00S,2025-02-13T00:40:39.8Z,2,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612766,35,26,2025-02-13T00:46:22Z,2040000,False,,,0,,W. Carter Jr. shooting personal FOUL (1 PF) (Nurkić 2 FT),"[1628976, 203994]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628480.0,,,,,,,,,1.0,0.0,Nurkić,203994.0
209,PT07M56.00S,2025-02-13T00:41:14.7Z,2,REGULAR,freethrow,1 of 2,[],203994,,,1610612766,35,26,2025-02-13T00:46:57Z,2065000,False,,,0,,MISS J. Nurkić Free Throw 1 of 2,[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
210,PT07M56.00S,2025-02-13T00:41:14.7Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612766,35,26,2025-02-13T00:46:57Z,2072500,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,209.0,,,,,,,,,,,,,
217,PT07M56.00S,2025-02-13T00:41:14.7Z,2,REGULAR,freethrow,2 of 2,[],203994,,,1610612766,35,27,2025-02-13T00:46:57Z,2076250,False,,,0,,J. Nurkić Free Throw 2 of 2 (5 PTS),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
211,PT07M56.00S,2025-02-13T00:41:15.6Z,2,REGULAR,substitution,out,[],1641724,,,1610612753,35,27,2025-02-13T00:46:57Z,2080000,False,,,0,,SUB out: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M56.00S,2025-02-13T00:41:15.6Z,2,REGULAR,substitution,out,[],1641783,,,1610612753,35,27,2025-02-13T00:46:57Z,2090000,False,,,0,,SUB out: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M56.00S,2025-02-13T00:41:15.6Z,2,REGULAR,substitution,out,[],1629610,,,1610612753,35,27,2025-02-13T00:46:57Z,2100000,False,,,0,,SUB out: D. Jeffries,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M56.00S,2025-02-13T00:41:15.6Z,2,REGULAR,substitution,in,[],203484,,,1610612753,35,27,2025-02-13T00:46:57Z,2110000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M56.00S,2025-02-13T00:41:15.6Z,2,REGULAR,substitution,in,[],1631094,,,1610612753,35,27,2025-02-13T00:46:57Z,2120000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M56.00S,2025-02-13T00:41:15.6Z,2,REGULAR,substitution,in,[],1641733,,,1610612753,35,27,2025-02-13T00:46:57Z,2130000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M48.00S,2025-02-13T00:41:54.0Z,2,REGULAR,3pt,Jump Shot,[],1641710,33.51264783180025,42.317708333333336,1610612753,35,27,2025-02-13T00:46:50Z,2135000,False,38.0,263.0,1,left,MISS A. Black 26' 3PT,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Center,26.53,Missed,,,,,,,,,,,,,,,,,,
219,PT07M46.00S,2025-02-13T00:41:56.0Z,2,REGULAR,rebound,defensive,[],203994,,,1610612766,35,27,2025-02-13T00:46:50Z,2137500,False,,,0,,J. Nurkić REBOUND (Off:0 Def:5),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Center,,,,,,,218.0,,5.0,5.0,0.0,,,,,,,,,
220,PT07M39.00S,2025-02-13T00:42:01.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630182,94.08672798948751,61.10983455882353,1610612766,35,29,2025-02-13T00:47:28Z,2170000,False,56.0,3.0,1,right,J. Green running Layup (7 PTS) (E. Payton 2 AST),"[1630182, 203901]",1610612766.0,CHA,running,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,5.56,Made,7.0,E. Payton,203901.0,2.0,,,,,,,,,,,,,,
222,PT07M13.00S,2025-02-13T00:42:28.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641710,14.848883048620237,62.2280943627451,1610612753,35,29,2025-02-13T00:47:59Z,2190000,False,-61.0,87.0,1,left,MISS A. Black 10' driving floating Shot,[1641710],1610612753.0,ORL,driving floating,,,Black,A. Black,,,,,In The Paint (Non-RA),8-16 Left,10.64,Missed,,,,,,,,,,,,,,,,,,
223,PT07M11.00S,2025-02-13T00:42:30.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,35,29,2025-02-13T00:47:59Z,2200000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,222.0,,,,,,,,,,,,,
224,PT07M11.00S,2025-02-13T00:42:34.0Z,2,REGULAR,foul,personal,[],1630532,,,1610612766,35,29,2025-02-13T00:48:16Z,2210000,False,,,0,,F. Wagner loose ball personal FOUL (1 PF),"[1630532, 203994]",1610612753.0,ORL,loose ball,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,200832.0,,,,,,,,,1.0,0.0,Nurkić,203994.0
226,PT07M11.00S,2025-02-13T00:42:51.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,35,29,2025-02-13T00:42:51Z,2230000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M11.00S,2025-02-13T00:43:06.5Z,2,REGULAR,substitution,out,[],1641710,,,1610612766,35,29,2025-02-13T00:45:24Z,2240000,False,,,0,,SUB out: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M11.00S,2025-02-13T00:43:06.5Z,2,REGULAR,substitution,out,[],1628976,,,1610612766,35,29,2025-02-13T00:45:24Z,2250000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M11.00S,2025-02-13T00:43:06.5Z,2,REGULAR,substitution,in,[],1630175,,,1610612766,35,29,2025-02-13T00:45:24Z,2260000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M11.00S,2025-02-13T00:43:06.5Z,2,REGULAR,substitution,in,[],1629048,,,1610612766,35,29,2025-02-13T00:45:24Z,2270000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M53.00S,2025-02-13T00:45:51.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,92.06636005256242,50.0,1610612766,35,31,2025-02-13T00:48:36Z,2280000,False,0.0,22.0,1,right,J. Nurkić reverse Layup (7 PTS) (J. Green 1 AST),"[203994, 1630182]",1610612766.0,CHA,reverse,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,2.21,Made,7.0,J. Green,1630182.0,1.0,,,,,,,,,,,,,,
233,PT06M33.00S,2025-02-13T00:46:12.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,12.352168199737193,43.17938112745098,1610612753,35,31,2025-02-13T00:49:07Z,2300000,False,34.0,64.0,1,left,MISS F. Wagner 7' driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,7.22,Missed,,,,,,,,,,,,,,,,,,
234,PT06M29.00S,2025-02-13T00:46:16.6Z,2,REGULAR,rebound,defensive,[],1641733,,,1610612766,35,31,2025-02-13T00:49:00Z,2310000,False,,,0,,N. Smith Jr. REBOUND (Off:0 Def:1),[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,233.0,,1.0,1.0,0.0,,,,,,,,,
235,PT06M10.00S,2025-02-13T00:46:34.3Z,2,REGULAR,foul,personal,['2freethrow'],1631094,,,1610612766,35,31,2025-02-13T00:49:18Z,2320000,False,,,0,,P. Banchero shooting personal FOUL (1 PF) (Nurkić 2 FT),"[1631094, 203994]",1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1626300.0,,,,,,,,,1.0,0.0,Nurkić,203994.0
237,PT06M10.00S,2025-02-13T00:46:59.3Z,2,REGULAR,freethrow,1 of 2,[],203994,,,1610612766,35,32,2025-02-13T00:46:59Z,2340000,False,,,0,,J. Nurkić Free Throw 1 of 2 (8 PTS),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
238,PT06M10.00S,2025-02-13T00:47:05.8Z,2,REGULAR,substitution,out,[],1642275,,,1610612766,35,32,2025-02-13T00:47:12Z,2350000,False,,,0,,SUB out: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M10.00S,2025-02-13T00:47:05.8Z,2,REGULAR,substitution,in,[],1628970,,,1610612766,35,32,2025-02-13T00:47:12Z,2360000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M10.00S,2025-02-13T00:47:24.1Z,2,REGULAR,freethrow,2 of 2,[],203994,,,1610612766,35,33,2025-02-13T00:47:24Z,2370000,False,,,0,,J. Nurkić Free Throw 2 of 2 (9 PTS),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
241,PT05M53.00S,2025-02-13T00:47:43.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630532,12.697109067017081,44.11764705882353,1610612753,37,33,2025-02-13T00:49:35Z,2380000,False,29.0,67.0,1,left,F. Wagner 7' turnaround Hook (6 PTS),[1630532],1610612753.0,ORL,turnaround,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,7.31,Made,6.0,,,,,,,,,,,,,,,,,
242,PT05M41.00S,2025-02-13T00:47:56.2Z,2,REGULAR,3pt,Jump Shot,[],203994,65.39503942181341,70.02527573529412,1610612766,37,33,2025-02-13T00:49:59Z,2390000,False,100.0,273.0,1,right,MISS J. Nurkić 29' 3PT,[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Right Center,29.06,Missed,,,,,,,,,,,,,,,,,,
243,PT05M36.00S,2025-02-13T00:48:01.2Z,2,REGULAR,rebound,offensive,[],203994,,,1610612766,37,33,2025-02-13T00:49:59Z,2400000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:5),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Right Center,,,,,,,242.0,,6.0,5.0,1.0,,,,,,,,,
244,PT05M32.00S,2025-02-13T00:48:07.0Z,2,REGULAR,foul,offensive,[],203994,,,1610612766,37,33,2025-02-13T00:50:17Z,2410000,False,,,0,,J. Nurkić charge offensive FOUL (1 PF),"[203994, 1630175]",1610612766.0,CHA,charge,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1628480.0,,,,,,,,,1.0,0.0,Anthony,1630175.0
246,PT05M32.00S,2025-02-13T00:48:07.0Z,2,REGULAR,turnover,offensive foul,[],203994,,,1610612766,37,33,2025-02-13T00:50:17Z,2430000,False,,,0,,J. Nurkić offensive foul TURNOVER (1 TO),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1628480.0,,,,,,1.0,,,,,,
247,PT05M32.00S,2025-02-13T00:48:13.8Z,2,REGULAR,substitution,out,[],203994,,,1610612753,37,33,2025-02-13T00:48:17Z,2440000,False,,,0,,SUB out: J. Nurkić,[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M32.00S,2025-02-13T00:48:13.8Z,2,REGULAR,substitution,in,[],201959,,,1610612753,37,33,2025-02-13T00:48:17Z,2450000,False,,,0,,SUB in: T. Gibson,[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
