actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
89,PT03M48.00S,2024-11-28T00:24:48.4Z,1,REGULAR,rebound,defensive,[],1641710,,,1610612753,25,18,2024-11-28T00:24:52Z,890000,False,,,0,,A. Black REBOUND (Off:0 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,,,,87.0,1.0,1.0,0.0,,,,,,,,,,,
90,PT03M45.00S,2024-11-28T00:24:51.7Z,1,REGULAR,3pt,Jump Shot,[],203484,93.9060446780552,2.696078431372549,1610612753,28,18,2024-11-28T00:24:59Z,900000,False,-237.0,5.0,1,right,K. Caldwell-Pope 3PT  (6 PTS) (A. Black 1 AST),"[203484, 1641710]",1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,23.65,Made,6.0,,,,,,,A. Black,1641710.0,1.0,,,,,,,,
92,PT03M17.00S,2024-11-28T00:25:22.0Z,1,REGULAR,3pt,Jump Shot,[],1630245,29.77989487516426,22.54901960784314,1610612741,28,18,2024-11-28T00:29:10Z,920000,False,137.0,227.0,1,left,MISS A. Dosunmu 26' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,26.56,Missed,,,,,,,,,,,,,,,,,,
93,PT03M14.00S,2024-11-28T00:25:25.0Z,1,REGULAR,rebound,defensive,[],1628371,,,1610612753,28,18,2024-11-28T00:29:10Z,930000,False,,,0,,J. Isaac REBOUND (Off:0 Def:1),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Right Center,,,,,,92.0,1.0,1.0,0.0,,,,,,,,,,,
94,PT03M03.00S,2024-11-28T00:25:33.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629048,92.59198423127464,49.50980392156863,1610612753,30,18,2024-11-28T00:25:37Z,940000,False,-2.0,17.0,1,right,G. Bitadze cutting Layup (4 PTS) (F. Wagner 2 AST),"[1629048, 1630532]",1610612753.0,ORL,cutting,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,1.73,Made,4.0,,,,,,,F. Wagner,1630532.0,2.0,,,,,,,,
96,PT02M54.00S,2024-11-28T00:25:41.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,7.046649145860711,50.245098039215684,1610612741,30,20,2024-11-28T00:25:46Z,960000,False,-1.0,14.0,1,left,A. Dosunmu driving Layup (9 PTS),[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.38,Made,9.0,,,,,,,,,,,,,,,,,
97,PT02M37.00S,2024-11-28T00:25:59.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641710,92.06636005256242,53.92156862745098,1610612753,30,20,2024-11-28T01:13:52Z,970000,False,20.0,22.0,1,right,MISS A. Black driving floating bank Shot,[1641710],1610612753.0,ORL,driving floating bank,,,Black,A. Black,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,,,,,,,
98,PT02M33.00S,2024-11-28T00:26:03.1Z,1,REGULAR,rebound,defensive,[],1641824,,,1610612741,30,20,2024-11-28T01:13:52Z,980000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:1),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,,,97.0,1.0,1.0,0.0,,,,,,,,,,,
99,PT02M31.00S,2024-11-28T00:26:06.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630245,6.1268068331143235,50.245098039215684,1610612741,30,22,2024-11-28T00:26:35Z,990000,False,-1.0,5.0,1,left,A. Dosunmu running Layup (11 PTS) (L. Ball 2 AST),"[1630245, 1628366]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,0.52,Made,11.0,,,,,,,L. Ball,1628366.0,2.0,,,,,,,,
101,PT02M31.00S,2024-11-28T00:26:13.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,30,22,2024-11-28T00:26:13Z,1010000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M31.00S,2024-11-28T00:26:36.5Z,1,REGULAR,substitution,out,[],203484,,,1610612753,30,22,2024-11-28T00:28:31Z,1020000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M31.00S,2024-11-28T00:26:36.5Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,30,22,2024-11-28T00:28:31Z,1030000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M31.00S,2024-11-28T00:26:36.5Z,1,REGULAR,substitution,out,[],1629048,,,1610612753,30,22,2024-11-28T00:28:31Z,1040000,False,,,0,,SUB out: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M31.00S,2024-11-28T00:26:36.5Z,1,REGULAR,substitution,out,[],1628366,,,1610612753,30,22,2024-11-28T00:28:31Z,1050000,False,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M31.00S,2024-11-28T00:26:36.5Z,1,REGULAR,substitution,out,[],203897,,,1610612753,30,22,2024-11-28T00:28:31Z,1060000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M31.00S,2024-11-28T00:26:36.5Z,1,REGULAR,substitution,out,[],202696,,,1610612753,30,22,2024-11-28T00:28:31Z,1070000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M31.00S,2024-11-28T00:26:36.5Z,1,REGULAR,substitution,in,[],1641783,,,1610612753,30,22,2024-11-28T00:28:31Z,1080000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M31.00S,2024-11-28T00:26:36.5Z,1,REGULAR,substitution,in,[],1629021,,,1610612753,30,22,2024-11-28T00:28:31Z,1090000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M31.00S,2024-11-28T00:26:36.5Z,1,REGULAR,substitution,in,[],1630591,,,1610612753,30,22,2024-11-28T00:28:31Z,1100000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M31.00S,2024-11-28T00:26:36.5Z,1,REGULAR,substitution,in,[],1629632,,,1610612753,30,22,2024-11-28T00:28:31Z,1110000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M31.00S,2024-11-28T00:26:36.5Z,1,REGULAR,substitution,in,[],1630581,,,1610612753,30,22,2024-11-28T00:28:31Z,1120000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M31.00S,2024-11-28T00:26:36.5Z,1,REGULAR,substitution,in,[],1630604,,,1610612753,30,22,2024-11-28T00:28:31Z,1130000,False,,,0,,SUB in: E. Liddell,[1630604],1610612741.0,CHI,,,,Liddell,E. Liddell,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M13.00S,2024-11-28T00:29:14.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,91.67214191852825,49.754901960784316,1610612753,30,22,2024-11-28T00:29:49Z,1140000,False,-1.0,26.0,1,right,MISS M. Wagner finger roll Layup,[1629021],1610612753.0,ORL,finger roll,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,2.58,Missed,,,,,,,,,,,,,,,,,,
117,PT02M10.00S,2024-11-28T00:29:17.1Z,1,REGULAR,rebound,offensive,[],1628371,,,1610612753,30,22,2024-11-28T00:29:17Z,1150000,False,,,0,,J. Isaac REBOUND (Off:1 Def:1),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,,,116.0,2.0,1.0,1.0,,,,,,,,,,,
118,PT02M09.00S,2024-11-28T00:29:18.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628371,92.72339027595268,50.245098039215684,1610612753,32,22,2024-11-28T00:30:12Z,1160000,False,1.0,16.0,1,right,J. Isaac putback Layup (2 PTS),[1628371],1610612753.0,ORL,putback,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,1.59,Made,2.0,,,,,,,,,,,,,,,,,
119,PT01M53.00S,2024-11-28T00:29:34.3Z,1,REGULAR,turnover,lost ball,[],1641824,,,1610612741,32,22,2024-11-28T00:29:50Z,1170000,False,,,0,,M. Buzelis lost ball TURNOVER (1 TO),"[1641824, 1628371]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Isaac,1628371.0,,,,,
120,PT01M53.00S,2024-11-28T00:29:34.3Z,1,REGULAR,steal,,[],1628371,,,1610612753,32,22,2024-11-28T00:29:37Z,1180000,False,,,0,,J. Isaac STEAL (1 STL),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
122,PT01M43.00S,2024-11-28T00:29:44.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628371,94.1688567674113,73.77450980392157,1610612753,32,22,2024-11-28T00:30:53Z,1200000,False,119.0,2.0,1,right,MISS J. Isaac 11' fadeaway Shot,[1628371],1610612753.0,ORL,fadeaway,,,Isaac,J. Isaac,,,,,Mid-Range,8-16 Right,11.89,Missed,,,,,,,,,,,,,,,,,,
123,PT01M38.00S,2024-11-28T00:29:49.7Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,32,22,2024-11-28T00:30:53Z,1210000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Right,,,,,,122.0,1.0,1.0,0.0,,,,,,,,,,,
124,PT01M30.00S,2024-11-28T00:29:57.1Z,1,REGULAR,3pt,Jump Shot,[],1641824,7.046649145860711,94.11764705882352,1610612741,32,22,2024-11-28T00:30:01Z,1220000,False,-221.0,14.0,1,left,MISS M. Buzelis 3PT,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Left Corner 3,24+ Left,22.1,Missed,,,,,,,,,,,,,,,,,,
125,PT01M27.00S,2024-11-28T00:30:00.1Z,1,REGULAR,rebound,defensive,[],1641783,,,1610612753,32,22,2024-11-28T00:30:01Z,1230000,False,,,0,,T. da Silva REBOUND (Off:0 Def:1),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Left Corner 3,24+ Left,,,,,,124.0,1.0,1.0,0.0,,,,,,,,,,,
126,PT01M22.00S,2024-11-28T00:30:05.3Z,1,REGULAR,3pt,Jump Shot,[],1641783,71.30420499342969,17.647058823529413,1610612753,35,22,2024-11-28T00:30:13Z,1240000,False,-162.0,217.0,1,right,T. da Silva 27' 3PT  (3 PTS) (J. Suggs 1 AST),"[1641783, 1630591]",1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Left Center,27.08,Made,3.0,,,,,,,J. Suggs,1630591.0,1.0,,,,,,,,
128,PT01M07.00S,2024-11-28T00:30:20.7Z,1,REGULAR,3pt,Jump Shot,[],1629632,28.728646517739815,79.16666666666666,1610612741,35,25,2024-11-28T00:30:25Z,1260000,False,-146.0,218.0,1,left,C. White 26' 3PT pullup (3 PTS),[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,Above the Break 3,24+ Left Center,26.18,Made,3.0,,,,,,,,,,,,,,,,,
129,PT00M52.30S,2024-11-28T00:30:35.4Z,1,REGULAR,3pt,Jump Shot,[],1629021,92.32917214191852,95.83333333333334,1610612753,38,25,2024-11-28T00:30:39Z,1270000,False,229.0,20.0,1,right,M. Wagner 3PT  (3 PTS) (A. Black 2 AST),"[1629021, 1641710]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Right Corner 3,24+ Right,23.0,Made,3.0,,,,,,,A. Black,1641710.0,2.0,,,,,,,,
131,PT00M40.30S,2024-11-28T00:30:53.8Z,1,REGULAR,turnover,out-of-bounds,[],1629632,,,1610612741,38,25,2024-11-28T00:31:04Z,1290000,False,,,0,,C. White lost ball out-of-bounds TURNOVER (2 TO),[1629632],1610612741.0,CHI,lost ball,,,White,C. White,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,2.0,,,1627962.0,,,,
132,PT00M40.30S,2024-11-28T00:30:57.9Z,1,REGULAR,substitution,out,[],1630245,,,1610612753,38,25,2024-11-28T00:31:10Z,1300000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT00M40.30S,2024-11-28T00:30:57.9Z,1,REGULAR,substitution,out,[],1630604,,,1610612753,38,25,2024-11-28T00:31:10Z,1310000,False,,,0,,SUB out: E. Liddell,[1630604],1610612741.0,CHI,,,,Liddell,E. Liddell,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT00M40.30S,2024-11-28T00:30:57.9Z,1,REGULAR,substitution,in,[],1631207,,,1610612753,38,25,2024-11-28T00:31:10Z,1320000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT00M40.30S,2024-11-28T00:30:57.9Z,1,REGULAR,substitution,in,[],1641763,,,1610612753,38,25,2024-11-28T00:31:10Z,1330000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT00M34.80S,2024-11-28T00:31:23.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630591,89.96386333771353,49.50980392156863,1610612753,38,25,2024-11-28T00:31:31Z,1340000,False,-2.0,42.0,1,right,MISS J. Suggs driving Layup - blocked,"[1630591, 1630581]",1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,4.19,Missed,,Giddey,1630581.0,,,,,,,,,,,,,,,
137,PT00M34.80S,2024-11-28T00:31:23.6Z,1,REGULAR,block,,[],1630581,,,1610612753,38,25,2024-11-28T00:32:45Z,1350000,False,,,0,,J. Giddey BLOCK (1 BLK),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
138,PT00M33.80S,2024-11-28T00:31:24.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,38,25,2024-11-28T00:31:31Z,1360000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,136.0,,,,,,,,,,,,,,
140,PT00M18.80S,2024-11-28T00:31:44.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641763,15.062417871222076,50.245098039215684,1610612741,38,25,2024-11-28T00:32:30Z,1380000,False,-1.0,89.0,1,left,MISS J. Phillips 8' floating Shot,[1641763],1610612741.0,CHI,floating,,,Phillips,J. Phillips,,,,,In The Paint (Non-RA),8-16 Center,8.91,Missed,,,,,,,,,,,,,,,,,,
141,PT00M18.60S,2024-11-28T00:31:44.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,38,25,2024-11-28T00:32:16Z,1390000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,140.0,,,,,,,,,,,,,,
142,PT00M18.60S,2024-11-28T00:31:58.6Z,1,REGULAR,foul,personal,[],1641763,,,1610612753,38,25,2024-11-28T00:32:15Z,1400000,False,,,0,,J. Phillips loose ball personal FOUL (1 PF),"[1641763, 1629021]",1610612741.0,CHI,loose ball,,,Phillips,J. Phillips,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Wagner,1629021.0
144,PT00M10.10S,2024-11-28T00:32:22.5Z,1,REGULAR,violation,kicked ball,[],1631207,,,1610612753,38,25,2024-11-28T00:32:58Z,1420000,False,,,0,,D. Terry kicked ball VIOLATION,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,1627962.0,,,,
145,PT00M01.00S,2024-11-28T00:32:48.8Z,1,REGULAR,3pt,Jump Shot,[],1630591,72.61826544021025,13.23529411764706,1610612753,38,25,2024-11-28T00:33:02Z,1430000,False,-184.0,205.0,1,right,MISS J. Suggs 27' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,27.53,Missed,,,,,,,,,,,,,,,,,,
146,PT00M01.00S,2024-11-28T00:32:48.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,38,25,2024-11-28T00:33:02Z,1440000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,145.0,,,,,,,,,,,,,,
147,PT00M00.00S,2024-11-28T00:33:01.8Z,1,REGULAR,period,end,[],0,,,1610612753,38,25,2024-11-28T00:33:01Z,1450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2024-11-28T00:34:31.4Z,2,REGULAR,substitution,out,['startperiod'],1641824,,,1610612753,38,25,2024-11-28T00:35:23Z,1460000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2024-11-28T00:34:31.4Z,2,REGULAR,substitution,in,['startperiod'],202696,,,1610612753,38,25,2024-11-28T00:35:23Z,1470000,False,,,0,,SUB in: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2024-11-28T00:35:30.0Z,2,REGULAR,period,start,[],0,,,1610612741,38,25,2024-11-28T00:35:30Z,1480000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M41.00S,2024-11-28T00:35:48.5Z,2,REGULAR,3pt,Jump Shot,[],1641763,25.706307490144546,13.480392156862745,1610612741,38,25,2024-11-28T00:35:55Z,1490000,False,183.0,189.0,1,left,MISS J. Phillips 26' 3PT,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Above the Break 3,24+ Right Center,26.29,Missed,,,,,,,,,,,,,,,,,,
153,PT11M36.00S,2024-11-28T00:35:53.5Z,2,REGULAR,rebound,defensive,[],1641710,,,1610612753,38,25,2024-11-28T00:35:55Z,1500000,False,,,0,,A. Black REBOUND (Off:0 Def:2),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,,,,,,152.0,2.0,2.0,0.0,,,,,,,,,,,
154,PT11M22.00S,2024-11-28T00:36:09.3Z,2,REGULAR,foul,personal,['2freethrow'],202696,,,1610612753,38,25,2024-11-28T00:36:22Z,1510000,False,,,0,,N. Vučević shooting personal FOUL (1 PF) (Wagner 2 FT),"[202696, 1629021]",1610612741.0,CHI,shooting,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Wagner,1629021.0
156,PT11M22.00S,2024-11-28T00:36:33.7Z,2,REGULAR,freethrow,1 of 2,[],1629021,,,1610612753,38,25,2024-11-28T00:36:33Z,1530000,False,,,0,,MISS M. Wagner Free Throw 1 of 2,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
157,PT11M22.00S,2024-11-28T00:36:33.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,38,25,2024-11-28T00:36:33Z,1540000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,156.0,,,,,,,,,,,,,,
158,PT11M22.00S,2024-11-28T00:36:48.3Z,2,REGULAR,freethrow,2 of 2,[],1629021,,,1610612753,39,25,2024-11-28T00:36:48Z,1550000,False,,,0,,M. Wagner Free Throw 2 of 2 (4 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
159,PT11M12.00S,2024-11-28T00:37:01.0Z,2,REGULAR,3pt,Jump Shot,[],202696,33.327858081471746,50.73529411764706,1610612741,39,25,2024-11-28T00:37:10Z,1560000,False,-4.0,261.0,1,left,MISS N. Vučević 26' 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,26.08,Missed,,,,,,,,,,,,,,,,,,
160,PT11M10.00S,2024-11-28T00:37:09.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,39,25,2024-11-28T00:37:09Z,1570000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,159.0,,,,,,,,,,,,,,
162,PT11M10.00S,2024-11-28T00:37:28.3Z,2,REGULAR,turnover,out-of-bounds,[],1630581,,,1610612741,39,25,2024-11-28T00:37:41Z,1590000,False,,,0,,J. Giddey bad pass out-of-bounds TURNOVER (2 TO),[1630581],1610612741.0,CHI,bad pass,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,2.0,,,1162.0,,,,
163,PT10M58.00S,2024-11-28T00:37:55.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641710,93.38042049934296,54.166666666666664,1610612753,41,25,2024-11-28T00:37:59Z,1600000,False,21.0,10.0,1,right,A. Black driving Layup (2 PTS) (M. Wagner 1 AST),"[1641710, 1629021]",1610612753.0,ORL,driving,,,Black,A. Black,,,,,Restricted Area,0-8 Center,2.3,Made,2.0,,,,,,,M. Wagner,1629021.0,1.0,,,,,,,,
165,PT10M58.00S,2024-11-28T00:38:02.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,41,25,2024-11-28T00:38:02Z,1620000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT10M58.00S,2024-11-28T00:38:26.8Z,2,REGULAR,substitution,out,[],1631207,,,1610612741,41,25,2024-11-28T00:40:43Z,1630000,False,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT10M58.00S,2024-11-28T00:38:26.8Z,2,REGULAR,substitution,in,[],1629659,,,1610612741,41,25,2024-11-28T00:40:43Z,1640000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612741.0,CHI,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT10M37.00S,2024-11-28T00:41:09.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202696,6.783837056504599,59.068627450980394,1610612741,41,25,2024-11-28T00:41:21Z,1650000,False,-45.0,11.0,1,left,MISS N. Vučević turnaround Hook - blocked,"[202696, 1628371]",1610612741.0,CHI,turnaround,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,4.67,Missed,,Isaac,1628371.0,,,,,,,,,,,,,,,
169,PT10M37.00S,2024-11-28T00:41:09.6Z,2,REGULAR,block,,[],1628371,,,1610612741,41,25,2024-11-28T00:41:13Z,1660000,False,,,0,,J. Isaac BLOCK (1 BLK),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
170,PT10M37.00S,2024-11-28T00:41:09.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,41,25,2024-11-28T00:41:21Z,1670000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,168.0,,,,,,,,,,,,,,
172,PT10M33.00S,2024-11-28T00:41:32.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629632,36.87582128777924,60.29411764705882,1610612741,41,28,2024-11-28T00:41:42Z,1690000,False,-51.0,294.0,1,left,C. White 29' 3PT pullup bank (6 PTS),[1629632],1610612741.0,CHI,pullup bank,,,White,C. White,,,,,Above the Break 3,24+ Center,29.86,Made,6.0,,,,,,,,,,,,,,,,,
173,PT10M14.00S,2024-11-28T00:41:55.6Z,2,REGULAR,foul,personal,[],1629632,,,1610612753,41,28,2024-11-28T00:42:06Z,1700000,False,,,0,,C. White personal FOUL (2 PF),"[1629632, 1630591]",1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,202901.0,2.0,0.0,Suggs,1630591.0
175,PT10M06.00S,2024-11-28T00:42:19.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629021,92.72339027595268,50.0,1610612753,43,28,2024-11-28T00:42:26Z,1720000,False,0.0,16.0,1,right,M. Wagner driving DUNK (6 PTS) (J. Suggs 2 AST),"[1629021, 1630591]",1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,1.59,Made,6.0,,,,,,,J. Suggs,1630591.0,2.0,,,,,,,,
177,PT10M03.00S,2024-11-28T00:42:25.9Z,2,REGULAR,foul,personal,[],1630591,,,1610612741,43,28,2024-11-28T00:42:36Z,1740000,False,,,0,,J. Suggs personal FOUL (1 PF),"[1630591, 1629632]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,White,1629632.0
179,PT10M03.00S,2024-11-28T00:42:35.3Z,2,REGULAR,substitution,out,[],1628371,,,1610612741,43,28,2024-11-28T00:42:46Z,1760000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
