actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-02-22T00:11:00.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-22T00:11:00Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-02-22T00:11:03.1Z,1,REGULAR,jumpball,recovered,[],1628991,,,1610612763,0,0,2025-02-22T00:11:03Z,40000,False,,,0,,Jump Ball Z. Edey vs. W. Carter Jr.: Tip to J. Jackson Jr.,"[1628991, 1641744, 1628976]",1610612763.0,MEM,startperiod,J. Jackson Jr.,1628991.0,Jackson Jr.,J. Jackson Jr.,Edey,1641744.0,Carter Jr.,1628976.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-02-22T00:11:14.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,13.485545335085414,39.46078431372549,1610612763,0,2,2025-02-22T00:11:35Z,70000,False,53.0,74.0,1,left,J. Jackson Jr. 9' turnaround Hook (2 PTS) (J. Morant 1 AST),"[1628991, 1629630]",1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Right,9.11,Made,2.0,J. Morant,1629630.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2025-02-22T00:11:37.6Z,1,REGULAR,3pt,Jump Shot,[],1631094,68.67608409986859,72.54901960784314,1610612753,0,2,2025-02-22T00:11:44Z,90000,False,113.0,242.0,1,right,MISS P. Banchero 26' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,26.69,Missed,,,,,,,,,,,,,,,,,,
10,PT11M18.00S,2025-02-22T00:11:41.6Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,0,2,2025-02-22T00:11:44Z,100000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M10.00S,2025-02-22T00:11:49.4Z,1,REGULAR,2pt,Jump Shot,[],1629630,6.1268068331143235,72.79411764705883,1610612763,0,4,2025-02-22T00:11:57Z,110000,False,-114.0,5.0,1,left,J. Morant 11' turnaround fadeaway Jump Shot (2 PTS),[1629630],1610612763.0,MEM,turnaround fadeaway,,,Morant,J. Morant,,,,,Mid-Range,8-16 Left,11.41,Made,2.0,,,,,,,,,,,,,,,,,
12,PT10M45.00S,2025-02-22T00:12:14.0Z,1,REGULAR,2pt,Jump Shot,[],203484,73.53810775295663,54.166666666666664,1610612753,2,4,2025-02-22T00:12:21Z,120000,False,21.0,196.0,1,right,K. Caldwell-Pope 19' pullup Jump Shot (2 PTS) (P. Banchero 1 AST),"[203484, 1631094]",1610612753.0,ORL,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Center,19.73,Made,2.0,P. Banchero,1631094.0,1.0,,,,,,,,,,,,,,
14,PT10M33.00S,2025-02-22T00:12:28.0Z,1,REGULAR,turnover,out-of-bounds,[],1629630,,,1610612763,2,4,2025-02-22T00:12:37Z,140000,False,,,0,,J. Morant bad pass out-of-bounds TURNOVER (1 TO),[1629630],1610612763.0,MEM,bad pass,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628954.0,1.0,,,,,,,,
15,PT10M16.00S,2025-02-22T00:12:55.4Z,1,REGULAR,turnover,out-of-bounds,[],1628976,,,1610612753,2,4,2025-02-22T00:13:04Z,150000,False,,,0,,W. Carter Jr. lost ball out-of-bounds TURNOVER (1 TO),[1628976],1610612753.0,ORL,lost ball,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,24+ Right,,,,,,,,,,,201638.0,1.0,,,,,,,,
139,PT10M09.00S,2025-02-22T00:13:04.4Z,1,REGULAR,turnover,lost ball,[],1629630,,,1610612763,2,4,2025-02-22T00:32:33Z,170000,False,,,0,,J. Morant lost ball TURNOVER (2 TO),"[1629630, 1630175]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,2.0,Anthony,1630175.0,,,,,,
