actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-02-09T00:10:41.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-09T00:10:41Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-02-09T00:10:45.3Z,1,REGULAR,jumpball,recovered,[],203484,,,1610612753,0,0,2025-02-09T00:10:45Z,40000,False,,,0,,Jump Ball G. Bitadze vs. V. Wembanyama: Tip to K. Caldwell-Pope,"[203484, 1629048, 1641705]",1610612753.0,ORL,startperiod,K. Caldwell-Pope,203484.0,Caldwell-Pope,K. Caldwell-Pope,Bitadze,1629048.0,Wembanyama,1641705.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2025-02-09T00:11:01.8Z,1,REGULAR,3pt,Jump Shot,[],1630532,73.80091984231275,84.55882352941177,1610612753,0,0,2025-02-09T00:11:09Z,70000,False,173.0,194.0,1,right,MISS F. Wagner 25' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,25.97,Missed,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2025-02-09T00:11:06.8Z,1,REGULAR,rebound,defensive,[],203084,,,1610612759,0,0,2025-02-09T00:11:09Z,80000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M24.00S,2025-02-09T00:11:16.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,11.251642575558476,50.245098039215684,1610612759,0,0,2025-02-09T00:22:22Z,90000,False,-1.0,53.0,1,left,MISS H. Barnes driving floating Shot - blocked,"[203084, 1631094]",1610612759.0,SAS,driving floating,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,5.33,Missed,,,,,Banchero,1631094.0,,,,,,,,,,,,
62,PT11M24.00S,2025-02-09T00:11:16.8Z,1,REGULAR,block,,[],1631094,,,1610612759,0,0,2025-02-09T00:21:59Z,95000,False,,,0,,P. Banchero BLOCK (1 BLK),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2025-02-09T00:11:20.8Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,0,0,2025-02-09T00:11:24Z,100000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M18.00S,2025-02-09T00:11:22.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630175,67.62483574244416,63.725490196078425,1610612753,3,0,2025-02-09T00:14:28Z,110000,False,69.0,252.0,1,right,C. Anthony 26' 3PT running (3 PTS) (P. Banchero 1 AST),"[1630175, 1631094]",1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,26.1,Made,,,,,,,3.0,P. Banchero,1631094.0,1.0,,,,,,,,
13,PT10M55.00S,2025-02-09T00:11:45.0Z,1,REGULAR,3pt,Jump Shot,[],1630170,4.944152431011826,4.6568627450980395,1610612759,3,0,2025-02-09T00:11:51Z,130000,False,227.0,-6.0,1,left,MISS D. Vassell 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,22.68,Missed,,,,,,,,,,,,,,,,,,
14,PT10M52.00S,2025-02-09T00:11:48.0Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,3,0,2025-02-09T00:11:51Z,140000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Right Corner 3,24+ Right,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M46.00S,2025-02-09T00:11:54.5Z,1,REGULAR,2pt,Jump Shot,[],1631094,86.15308804204993,75.73529411764706,1610612753,5,0,2025-02-09T00:12:01Z,150000,False,129.0,78.0,1,right,P. Banchero 15' pullup Jump Shot (2 PTS),[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,15.03,Made,,,,,,,2.0,,,,,,,,,,,
16,PT10M27.00S,2025-02-09T00:12:13.1Z,1,REGULAR,3pt,Jump Shot,[],203084,6.258212877792378,95.58823529411765,1610612759,5,3,2025-02-09T00:12:21Z,160000,False,-228.0,6.0,1,left,H. Barnes 3PT  (3 PTS) (D. Fox 1 AST),"[203084, 1628368]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,22.8,Made,,,,,,,3.0,D. Fox,1628368.0,1.0,,,,,,,,
18,PT10M26.00S,2025-02-09T00:12:31.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,5,3,2025-02-09T00:12:31Z,180000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,PT10M15.00S,2025-02-09T00:15:26.3Z,1,REGULAR,2pt,Jump Shot,[],203484,88.38699080157687,78.92156862745098,1610612753,5,3,2025-02-09T00:15:32Z,190000,False,145.0,57.0,1,right,MISS K. Caldwell-Pope 15' pullup Shot,[203484],1610612753.0,ORL,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Right,15.53,Missed,,,,,,,,,,,,,,,,,,
20,PT10M09.00S,2025-02-09T00:15:32.3Z,1,REGULAR,rebound,defensive,[],203084,,,1610612759,5,3,2025-02-09T00:15:32Z,200000,False,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Mid-Range,8-16 Right,,,19.0,2.0,2.0,0.0,,,,,,,,,,,,,,
21,PT10M04.00S,2025-02-09T00:15:36.2Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1628368,6.521024967148489,68.38235294117648,1610612759,5,5,2025-02-09T00:15:45Z,210000,False,-92.0,9.0,1,left,D. Fox 9' running Jump Shot (2 PTS) (C. Paul 1 AST),"[1628368, 101108]",1610612759.0,SAS,running,,,Fox,D. Fox,,,,,Mid-Range,8-16 Left,9.23,Made,,,,,,,2.0,C. Paul,101108.0,1.0,,,,,,,,
23,PT09M55.00S,2025-02-09T00:15:45.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,93.11760840998686,46.81372549019608,1610612753,5,5,2025-02-09T00:15:57Z,230000,False,-16.0,12.0,1,right,MISS F. Wagner driving Layup - blocked,"[1630532, 1641705]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.0,Missed,,,,,Wembanyama,1641705.0,,,,,,,,,,,,
24,PT09M55.00S,2025-02-09T00:15:45.3Z,1,REGULAR,block,,[],1641705,,,1610612753,5,5,2025-02-09T00:15:48Z,240000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
25,PT09M51.00S,2025-02-09T00:15:49.3Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612759,5,5,2025-02-09T00:15:57Z,250000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT09M48.00S,2025-02-09T00:15:52.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],101108,3.7614980289093296,94.85294117647058,1610612759,5,5,2025-02-09T00:16:00Z,260000,False,-224.0,-17.0,1,left,MISS C. Paul running 3PT,[101108],1610612759.0,SAS,running,,,Paul,C. Paul,,,,,Left Corner 3,24+ Left,22.5,Missed,,,,,,,,,,,,,,,,,,
27,PT09M45.00S,2025-02-09T00:15:54.9Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,5,5,2025-02-09T00:15:54Z,270000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Left Corner 3,24+ Left,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,
28,PT09M42.00S,2025-02-09T00:16:01.5Z,1,REGULAR,foul,personal,[],1628368,,,1610612753,5,5,2025-02-09T00:16:21Z,280000,False,,,0,,D. Fox personal FOUL (1 PF),"[1628368, 1630175]",1610612759.0,SAS,,,,Fox,D. Fox,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1627962.0,1.0,0.0,Anthony,1630175.0,,,
30,PT09M31.00S,2025-02-09T00:16:27.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,80.55190538764782,36.88725490196079,1610612753,7,5,2025-02-09T00:16:39Z,300000,False,-66.0,130.0,1,right,C. Anthony 14' pullup Jump Shot (5 PTS) (F. Wagner 1 AST),"[1630175, 1630532]",1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Center,14.59,Made,,,,,,,5.0,F. Wagner,1630532.0,1.0,,,,,,,,
32,PT09M21.00S,2025-02-09T00:16:40.5Z,1,REGULAR,foul,personal,['2freethrow'],1631094,,,1610612759,7,5,2025-02-09T00:16:54Z,320000,False,,,0,,P. Banchero shooting personal FOUL (1 PF) (Wembanyama 2 FT),"[1631094, 1641705]",1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1627962.0,1.0,0.0,Wembanyama,1641705.0,,,
34,PT09M21.00S,2025-02-09T00:17:11.1Z,1,REGULAR,freethrow,1 of 2,[],1641705,,,1610612759,7,6,2025-02-09T00:17:11Z,340000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (1 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
35,PT09M21.00S,2025-02-09T00:17:32.4Z,1,REGULAR,freethrow,2 of 2,[],1641705,,,1610612759,7,7,2025-02-09T00:17:32Z,350000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (2 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
36,PT09M05.00S,2025-02-09T00:17:49.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,88.12417871222075,52.20588235294118,1610612753,7,7,2025-02-09T00:17:57Z,360000,False,11.0,59.0,1,right,MISS F. Wagner 6' driving Layup - blocked,"[1630532, 1641705]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,6.01,Missed,,,,,Wembanyama,1641705.0,,,,,,,,,,,,
37,PT09M05.00S,2025-02-09T00:17:49.0Z,1,REGULAR,block,,[],1641705,,,1610612753,7,7,2025-02-09T00:17:52Z,370000,False,,,0,,V. Wembanyama BLOCK (2 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
38,PT09M01.00S,2025-02-09T00:17:53.0Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612753,7,7,2025-02-09T00:17:57Z,380000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,,,36.0,2.0,1.0,1.0,,,,,,,,,,,,,,
39,PT08M58.00S,2025-02-09T00:17:56.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630175,65.78515111695138,18.872549019607842,1610612753,7,7,2025-02-09T00:18:59Z,390000,False,-156.0,269.0,1,right,MISS C. Anthony 31' pullup 3PT,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,31.08,Missed,,,,,,,,,,,,,,,,,,
40,PT08M55.00S,2025-02-09T00:17:59.5Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,7,7,2025-02-09T00:18:01Z,400000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,
