actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
87,PT06M14.00S,2025-03-07T00:24:19.2Z,1,REGULAR,turnover,bad pass,[],1628989,,,1610612741,13,14,2025-03-07T00:24:24Z,850000,False,,,0,,K. Huerter bad pass TURNOVER (1 TO),"[1628989, 1641724]",1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,,,,,Howard,1641724.0,,
88,PT06M14.00S,2025-03-07T00:24:19.2Z,1,REGULAR,steal,,[],1641724,,,1610612753,13,14,2025-03-07T00:24:21Z,860000,False,,,0,,J. Howard STEAL (1 STL),[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
89,PT06M08.00S,2025-03-07T00:24:25.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641724,92.9862023653088,52.69607843137255,1610612753,15,14,2025-03-07T00:25:16Z,870000,False,13.0,13.0,1,right,J. Howard running finger roll Layup (2 PTS),[1641724],1610612753.0,ORL,running finger roll,,,Howard,J. Howard,,,,,Restricted Area,0-8 Center,1.9,Made,,,,,,,,,,,2.0,,,,,,,
90,PT06M01.00S,2025-03-07T00:24:32.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,5.995400788436268,55.14705882352941,1610612741,15,16,2025-03-07T00:25:28Z,880000,False,-26.0,4.0,1,left,J. Giddey driving finger roll Layup (4 PTS),[1630581],1610612741.0,CHI,driving finger roll,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,2.6,Made,,,,,,,,,,,4.0,,,,,,,
91,PT05M43.00S,2025-03-07T00:24:51.3Z,1,REGULAR,3pt,Jump Shot,[],203484,71.82982917214193,18.38235294117647,1610612753,18,16,2025-03-07T00:24:56Z,890000,False,-158.0,212.0,1,right,K. Caldwell-Pope 26' 3PT pullup (5 PTS),[203484],1610612753.0,ORL,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,26.47,Made,,,,,,,,,,,5.0,,,,,,,
125,PT05M33.00S,2025-03-07T00:24:58.9Z,1,REGULAR,turnover,bad pass,[],1630581,,,1610612741,18,16,2025-03-07T00:29:59Z,895000,False,,,0,,J. Giddey bad pass TURNOVER (1 TO),"[1630581, 203484]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Center,,,,,,,,1.0,,,,,,,,,Caldwell-Pope,203484.0,,
126,PT05M33.00S,2025-03-07T00:24:58.9Z,1,REGULAR,steal,,[],203484,,,1610612753,18,16,2025-03-07T00:29:59Z,897500,False,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
127,PT05M32.00S,2025-03-07T00:25:02.7Z,1,REGULAR,turnover,out-of-bounds,[],203484,,,1610612753,18,16,2025-03-07T00:30:43Z,898750,False,,,0,,K. Caldwell-Pope bad pass out-of-bounds TURNOVER (1 TO),[203484],1610612753.0,ORL,bad pass,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627534.0,1.0,,,,,,,,,,,,
93,PT05M25.00S,2025-03-07T00:25:35.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630188,27.414586070959263,23.03921568627451,1610612741,18,16,2025-03-07T00:30:43Z,910000,False,135.0,205.0,1,left,MISS J. Smith 24' 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,24.55,Missed,,,,,,,,,,,,,,,,,,
94,PT05M22.00S,2025-03-07T00:25:38.2Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,18,16,2025-03-07T00:25:39Z,920000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,93.0,2.0,2.0,0.0,,,,,,,,,,,,,,
95,PT05M11.00S,2025-03-07T00:25:49.9Z,1,REGULAR,3pt,Jump Shot,[],1641724,89.70105124835742,95.34313725490196,1610612753,18,16,2025-03-07T00:25:54Z,930000,False,227.0,44.0,1,right,MISS J. Howard 3PT,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,Right Corner 3,24+ Right,23.1,Missed,,,,,,,,,,,,,,,,,,
96,PT05M08.00S,2025-03-07T00:25:52.9Z,1,REGULAR,rebound,offensive,[],1631094,,,1610612753,18,16,2025-03-07T00:25:54Z,940000,False,,,0,,P. Banchero REBOUND (Off:1 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Right Corner 3,24+ Right,,,95.0,3.0,2.0,1.0,,,,,,,,,,,,,,
97,PT05M07.00S,2025-03-07T00:25:53.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631094,93.24901445466492,51.470588235294116,1610612753,20,16,2025-03-07T00:26:34Z,950000,False,7.0,11.0,1,right,P. Banchero putback Layup (4 PTS),[1631094],1610612753.0,ORL,putback,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.33,Made,,,,,,,,,,,4.0,,,,,,,
98,PT04M56.00S,2025-03-07T00:26:04.7Z,1,REGULAR,3pt,Jump Shot,[],1641824,24.655059132720105,85.29411764705883,1610612741,20,19,2025-03-07T00:26:09Z,960000,False,-176.0,179.0,1,left,M. Buzelis 25' 3PT  (8 PTS) (K. Huerter 1 AST),"[1641824, 1628989]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Left Center,25.16,Made,,,,,,,,,,,8.0,K. Huerter,1628989.0,1.0,,,,
100,PT04M34.00S,2025-03-07T00:26:26.5Z,1,REGULAR,2pt,Jump Shot,[],203484,76.16622864651774,71.56862745098039,1610612753,22,19,2025-03-07T00:26:56Z,980000,False,108.0,172.0,1,right,K. Caldwell-Pope 20' pullup Jump Shot (7 PTS) (P. Banchero 2 AST),"[203484, 1631094]",1610612753.0,ORL,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Right Center,20.26,Made,,,,,,,,,,,7.0,P. Banchero,1631094.0,2.0,,,,
102,PT04M25.00S,2025-03-07T00:26:37.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641724,,,1610612741,22,19,2025-03-07T00:26:47Z,1000000,False,,,0,,J. Howard shooting personal FOUL (1 PF) (Jones 2 FT),"[1641724, 1630200]",1610612753.0,ORL,shooting,,,Howard,J. Howard,,,,,Restricted Area,0-8 Center,,,,,,,200832.0,,1.0,0.0,Jones,1630200.0,,,,,,,,
104,PT04M25.00S,2025-03-07T00:27:03.8Z,1,REGULAR,freethrow,1 of 2,[],1630200,,,1610612741,22,20,2025-03-07T00:27:03Z,1020000,False,,,0,,T. Jones Free Throw 1 of 2 (3 PTS),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,Made,,,,,,,,,,,3.0,,,,,,,
105,PT04M25.00S,2025-03-07T00:27:20.3Z,1,REGULAR,freethrow,2 of 2,[],1630200,,,1610612741,22,21,2025-03-07T00:27:20Z,1030000,False,,,0,,T. Jones Free Throw 2 of 2 (4 PTS),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,Made,,,,,,,,,,,4.0,,,,,,,
106,PT04M13.00S,2025-03-07T00:27:37.2Z,1,REGULAR,3pt,Jump Shot,[],1630175,71.69842312746385,18.137254901960784,1610612753,22,21,2025-03-07T00:27:57Z,1040000,False,-159.0,214.0,1,right,MISS C. Anthony 26' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,26.64,Missed,,,,,,,,,,,,,,,,,,
107,PT04M10.00S,2025-03-07T00:27:43.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,22,21,2025-03-07T00:27:43Z,1050000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Left Center,,,106.0,,,,,,,,,,,,,,,,,
109,PT04M10.00S,2025-03-07T00:27:46.1Z,1,REGULAR,substitution,out,[],1630581,,,1610612753,22,21,2025-03-07T00:28:04Z,1070000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M10.00S,2025-03-07T00:27:46.1Z,1,REGULAR,substitution,out,[],1641824,,,1610612753,22,21,2025-03-07T00:28:04Z,1080000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M10.00S,2025-03-07T00:27:46.1Z,1,REGULAR,substitution,out,[],1630200,,,1610612753,22,21,2025-03-07T00:28:04Z,1090000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M10.00S,2025-03-07T00:27:46.1Z,1,REGULAR,substitution,in,[],1629659,,,1610612753,22,21,2025-03-07T00:28:04Z,1100000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612741.0,CHI,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M10.00S,2025-03-07T00:27:46.1Z,1,REGULAR,substitution,in,[],1641763,,,1610612753,22,21,2025-03-07T00:28:04Z,1110000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M10.00S,2025-03-07T00:27:46.1Z,1,REGULAR,substitution,in,[],1629632,,,1610612753,22,21,2025-03-07T00:28:04Z,1120000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M59.00S,2025-03-07T00:28:13.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630175,85.62746386333771,27.696078431372552,1610612753,22,21,2025-03-07T00:28:19Z,1130000,False,-112.0,83.0,1,right,MISS C. Anthony 13' turnaround fadeaway Shot,[1630175],1610612753.0,ORL,turnaround fadeaway,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Left,13.88,Missed,,,,,,,,,,,,,,,,,,
116,PT03M57.00S,2025-03-07T00:28:15.8Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612741,22,21,2025-03-07T00:28:19Z,1140000,False,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Mid-Range,8-16 Left,,,115.0,1.0,1.0,0.0,,,,,,,,,,,,,,
117,PT03M44.00S,2025-03-07T00:28:29.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641763,4.812746386333772,50.73529411764706,1610612741,22,23,2025-03-07T00:28:35Z,1150000,False,-4.0,-7.0,1,left,J. Phillips DUNK (2 PTS) (J. Smith 2 AST),"[1641763, 1630188]",1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Restricted Area,0-8 Center,0.82,Made,,,,,,,,,,,2.0,J. Smith,1630188.0,2.0,,,,
119,PT03M28.00S,2025-03-07T00:28:44.1Z,1,REGULAR,3pt,Jump Shot,[],203484,89.96386333771353,95.34313725490196,1610612753,22,23,2025-03-07T00:28:51Z,1170000,False,227.0,42.0,1,right,MISS K. Caldwell-Pope 3PT,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,23.05,Missed,,,,,,,,,,,,,,,,,,
120,PT03M25.00S,2025-03-07T00:28:47.1Z,1,REGULAR,rebound,offensive,[],1630175,,,1610612753,22,23,2025-03-07T00:28:51Z,1180000,False,,,0,,C. Anthony REBOUND (Off:1 Def:0),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Right Corner 3,24+ Right,,,119.0,1.0,0.0,1.0,,,,,,,,,,,,,,
121,PT03M22.00S,2025-03-07T00:28:50.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629048,93.77463863337714,50.0,1610612753,24,23,2025-03-07T00:28:54Z,1190000,False,0.0,6.0,1,right,G. Bitadze DUNK (2 PTS) (C. Anthony 1 AST),"[1629048, 1630175]",1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,0.6,Made,,,,,,,,,,,2.0,C. Anthony,1630175.0,1.0,,,,
124,PT03M18.00S,2025-03-07T00:29:06.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,24,23,2025-03-07T00:29:06Z,1220000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M18.00S,2025-03-07T00:31:07.9Z,1,REGULAR,substitution,out,[],203484,,,1610612741,24,23,2025-03-07T00:31:28Z,1230000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M18.00S,2025-03-07T00:31:07.9Z,1,REGULAR,substitution,out,[],1631094,,,1610612741,24,23,2025-03-07T00:31:28Z,1240000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M18.00S,2025-03-07T00:31:07.9Z,1,REGULAR,substitution,out,[],1641724,,,1610612741,24,23,2025-03-07T00:31:28Z,1250000,False,,,0,,SUB out: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M18.00S,2025-03-07T00:31:07.9Z,1,REGULAR,substitution,out,[],1630175,,,1610612741,24,23,2025-03-07T00:31:28Z,1260000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M18.00S,2025-03-07T00:31:07.9Z,1,REGULAR,substitution,in,[],1641710,,,1610612741,24,23,2025-03-07T00:31:28Z,1270000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M18.00S,2025-03-07T00:31:07.9Z,1,REGULAR,substitution,in,[],1641783,,,1610612741,24,23,2025-03-07T00:31:28Z,1280000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT03M18.00S,2025-03-07T00:31:07.9Z,1,REGULAR,substitution,in,[],202709,,,1610612741,24,23,2025-03-07T00:31:28Z,1290000,False,,,0,,SUB in: C. Joseph,[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT03M18.00S,2025-03-07T00:31:07.9Z,1,REGULAR,substitution,in,[],1630532,,,1610612741,24,23,2025-03-07T00:31:28Z,1300000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT03M14.00S,2025-03-07T00:32:03.7Z,1,REGULAR,foul,offensive,[],1630188,,,1610612741,24,23,2025-03-07T00:32:35Z,1310000,False,,,0,,J. Smith off-the-ball offensive FOUL (1 PF),"[1630188, 202709]",1610612741.0,CHI,off-the-ball,,,Smith,J. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,200832.0,,1.0,0.0,Joseph,202709.0,,,,,,,,
138,PT03M14.00S,2025-03-07T00:32:03.7Z,1,REGULAR,turnover,offensive foul,[],1630188,,,1610612741,24,23,2025-03-07T00:32:03Z,1330000,False,,,0,,J. Smith offensive foul TURNOVER (1 TO),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,200832.0,1.0,,,,,,,,,,,,
139,PT03M07.00S,2025-03-07T00:32:28.6Z,1,REGULAR,foul,personal,[],1629659,,,1610612753,24,23,2025-03-07T00:32:51Z,1340000,False,,,0,,T. Horton-Tucker personal FOUL (1 PF),"[1629659, 1630532]",1610612741.0,CHI,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Center,,,,,,,1627534.0,,1.0,0.0,Wagner,1630532.0,,,,,,,,
141,PT02M56.00S,2025-03-07T00:32:50.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630532,87.20433639947439,63.970588235294116,1610612753,24,23,2025-03-07T00:32:54Z,1360000,False,70.0,68.0,1,right,MISS F. Wagner 9' driving floating bank Shot,[1630532],1610612753.0,ORL,driving floating bank,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Right,9.74,Missed,,,,,,,,,,,,,,,,,,
142,PT02M53.00S,2025-03-07T00:32:53.3Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612741,24,23,2025-03-07T00:32:54Z,1370000,False,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Right,,,141.0,1.0,1.0,0.0,,,,,,,,,,,,,,
143,PT02M51.00S,2025-03-07T00:32:55.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641763,6.783837056504599,52.94117647058824,1610612741,24,25,2025-03-07T00:33:04Z,1380000,False,-15.0,11.0,1,left,J. Phillips running Layup (4 PTS) (K. Huerter 2 AST),"[1641763, 1628989]",1610612741.0,CHI,running,,,Phillips,J. Phillips,,,,,Restricted Area,0-8 Center,1.85,Made,,,,,,,,,,,4.0,K. Huerter,1628989.0,2.0,,,,
145,PT02M29.00S,2025-03-07T00:33:17.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629048,94.03745072273325,50.73529411764706,1610612753,26,25,2025-03-07T00:33:22Z,1400000,False,4.0,4.0,1,right,G. Bitadze DUNK (4 PTS) (T. da Silva 1 AST),"[1629048, 1641783]",1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,,,,,,,4.0,T. da Silva,1641783.0,1.0,,,,
147,PT02M23.00S,2025-03-07T00:33:25.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630532,,,1610612741,26,25,2025-03-07T00:33:41Z,1420000,False,,,0,,F. Wagner shooting personal FOUL (1 PF) (Horton-Tucker 2 FT),"[1630532, 1629659]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628480.0,,1.0,0.0,Horton-Tucker,1629659.0,,,,,,,,
149,PT02M23.00S,2025-03-07T00:33:55.7Z,1,REGULAR,freethrow,1 of 2,[],1629659,,,1610612741,26,25,2025-03-07T00:34:16Z,1440000,False,,,0,,MISS T. Horton-Tucker Free Throw 1 of 2,[1629659],1610612741.0,CHI,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
150,PT02M23.00S,2025-03-07T00:33:55.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612741,26,25,2025-03-07T00:34:16Z,1450000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,149.0,,,,,,,,,,,,,,,,,
151,PT02M23.00S,2025-03-07T00:33:55.7Z,1,REGULAR,freethrow,2 of 2,[],1629659,,,1610612741,26,25,2025-03-07T00:34:16Z,1460000,False,,,0,,MISS T. Horton-Tucker Free Throw 2 of 2,[1629659],1610612741.0,CHI,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
152,PT02M22.00S,2025-03-07T00:33:56.7Z,1,REGULAR,rebound,defensive,[],1641783,,,1610612753,26,25,2025-03-07T00:34:33Z,1470000,False,,,0,,T. da Silva REBOUND (Off:0 Def:1),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,151.0,1.0,1.0,0.0,,,,,,,,,,,,,,
153,PT02M11.00S,2025-03-07T00:34:21.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,93.24901445466492,53.431372549019606,1610612753,28,25,2025-03-07T00:34:27Z,1480000,False,17.0,11.0,1,right,F. Wagner reverse Layup (2 PTS) (T. da Silva 2 AST),"[1630532, 1641783]",1610612753.0,ORL,reverse,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.04,Made,,,,,,,,,,,2.0,T. da Silva,1641783.0,2.0,,,,
155,PT01M54.00S,2025-03-07T00:34:37.6Z,1,REGULAR,3pt,Jump Shot,[],1629659,7.046649145860711,96.07843137254902,1610612741,28,28,2025-03-07T00:34:45Z,1500000,False,-230.0,14.0,1,left,T. Horton-Tucker 3PT step back (3 PTS),[1629659],1610612741.0,CHI,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,Left Corner 3,24+ Left,23.08,Made,,,,,,,,,,,3.0,,,,,,,
156,PT01M36.00S,2025-03-07T00:34:56.0Z,1,REGULAR,3pt,Jump Shot,[],202709,76.5604467805519,89.70588235294117,1610612753,28,28,2025-03-07T00:35:01Z,1510000,False,199.0,168.0,1,right,MISS C. Joseph 25' 3PT,[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Right Center,25.99,Missed,,,,,,,,,,,,,,,,,,
157,PT01M32.00S,2025-03-07T00:35:00.0Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612741,28,28,2025-03-07T00:35:01Z,1520000,False,,,0,,K. Huerter REBOUND (Off:0 Def:2),[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,156.0,2.0,2.0,0.0,,,,,,,,,,,,,,
158,PT01M22.00S,2025-03-07T00:35:09.8Z,1,REGULAR,3pt,Jump Shot,[],1629659,11.251642575558476,96.32352941176471,1610612741,28,28,2025-03-07T00:35:15Z,1530000,False,-232.0,53.0,1,left,MISS T. Horton-Tucker pullup 3PT,[1629659],1610612741.0,CHI,pullup,,,Horton-Tucker,T. Horton-Tucker,,,,,Left Corner 3,24+ Left,23.77,Missed,,,,,,,,,,,,,,,,,,
159,PT01M20.00S,2025-03-07T00:35:11.8Z,1,REGULAR,rebound,defensive,[],1641710,,,1610612753,28,28,2025-03-07T00:35:15Z,1540000,False,,,0,,A. Black REBOUND (Off:0 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Left Corner 3,24+ Left,,,158.0,1.0,1.0,0.0,,,,,,,,,,,,,,
160,PT01M02.00S,2025-03-07T00:35:30.7Z,1,REGULAR,3pt,Jump Shot,[],1641710,68.01905387647832,66.91176470588235,1610612753,31,28,2025-03-07T00:35:35Z,1550000,False,85.0,248.0,1,right,A. Black 26' 3PT pullup (3 PTS) (G. Bitadze 1 AST),"[1641710, 1629048]",1610612753.0,ORL,pullup,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,26.21,Made,,,,,,,,,,,3.0,G. Bitadze,1629048.0,1.0,,,,
162,PT00M45.40S,2025-03-07T00:35:49.2Z,1,REGULAR,3pt,Jump Shot,[],1628989,26.231931668856767,81.12745098039215,1610612741,31,31,2025-03-07T00:35:53Z,1570000,False,-156.0,194.0,1,left,K. Huerter 24' 3PT  (3 PTS) (J. Phillips 1 AST),"[1628989, 1641763]",1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,24.88,Made,,,,,,,,,,,3.0,J. Phillips,1641763.0,1.0,,,,
164,PT00M40.70S,2025-03-07T00:35:59.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629632,,,1610612753,31,31,2025-03-07T00:36:10Z,1590000,False,,,0,,C. White personal FOUL (1 PF) (Black 2 FT),"[1629632, 1641710]",1610612741.0,CHI,,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1627534.0,,1.0,0.0,Black,1641710.0,,,,,,,,
166,PT00M40.70S,2025-03-07T00:36:25.8Z,1,REGULAR,freethrow,1 of 2,[],1641710,,,1610612753,31,31,2025-03-07T00:36:53Z,1610000,False,,,0,,MISS A. Black Free Throw 1 of 2,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
167,PT00M40.70S,2025-03-07T00:36:25.8Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612753,31,31,2025-03-07T00:36:53Z,1620000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,166.0,,,,,,,,,,,,,,,,,
168,PT00M40.70S,2025-03-07T00:36:25.8Z,1,REGULAR,freethrow,2 of 2,[],1641710,,,1610612753,31,31,2025-03-07T00:36:53Z,1630000,False,,,0,,MISS A. Black Free Throw 2 of 2,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
169,PT00M39.60S,2025-03-07T00:36:26.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,31,31,2025-03-07T00:36:53Z,1640000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,168.0,,,,,,,,,,,,,,,,,
170,PT00M39.60S,2025-03-07T00:36:49.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630188,,,1610612753,31,31,2025-03-07T00:36:55Z,1650000,False,,,0,,J. Smith loose ball personal FOUL (2 PF) (Bitadze 2 FT),"[1630188, 1629048]",1610612741.0,CHI,loose ball,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,,2.0,0.0,Bitadze,1629048.0,,,,,,,,
172,PT00M39.60S,2025-03-07T00:37:13.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629048,,,1610612753,32,31,2025-03-07T00:37:14Z,1670000,False,,,0,,G. Bitadze Free Throw 1 of 2 (5 PTS),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,Made,,,,,,,,,,,5.0,,,,,,,
173,PT00M39.60S,2025-03-07T00:37:29.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629048,,,1610612753,33,31,2025-03-07T00:37:29Z,1680000,False,,,0,,G. Bitadze Free Throw 2 of 2 (6 PTS),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,Made,,,,,,,,,,,6.0,,,,,,,
