actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-11-24T00:10:26.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-24T00:10:26Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-11-24T00:10:30.3Z,1,REGULAR,jumpball,recovered,[],1631093,,,1610612765,0,0,2024-11-24T00:10:30Z,40000,False,,,0,,Jump Ball J. Duren vs. G. Bitadze: Tip to J. Ivey,"[1631093, 1631105, 1629048]",1610612765.0,DET,startperiod,J. Ivey,1631093.0,Ivey,J. Ivey,Duren,1631105.0,Bitadze,1629048.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2024-11-24T00:10:44.8Z,1,REGULAR,3pt,Jump Shot,[],1627736,68.01905387647832,32.84313725490196,1610612765,0,0,2024-11-24T00:10:50Z,70000,False,-86.0,248.0,1,right,MISS M. Beasley 26' pullup 3PT,[1627736],1610612765.0,DET,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,26.25,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2024-11-24T00:10:48.8Z,1,REGULAR,rebound,defensive,[],1641783,,,1610612753,0,0,2024-11-24T00:10:50Z,80000,False,,,0,,T. da Silva REBOUND (Off:0 Def:1),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M22.00S,2024-11-24T00:11:03.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,8.754927726675426,53.67647058823529,1610612753,0,0,2024-11-24T00:11:09Z,90000,False,-18.0,30.0,1,left,MISS F. Wagner cutting Layup - blocked,"[1630532, 1631105]",1610612753.0,ORL,cutting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.5,Missed,,,,,Duren,1631105.0,,,,,,,,,,,,
10,PT11M22.00S,2024-11-24T00:11:03.2Z,1,REGULAR,block,,[],1631105,,,1610612753,0,0,2024-11-24T00:11:05Z,100000,False,,,0,,J. Duren BLOCK (1 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M19.00S,2024-11-24T00:11:06.2Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,0,0,2024-11-24T00:11:09Z,110000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M12.00S,2024-11-24T00:11:14.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,85.23324572930355,47.549019607843135,1610612765,0,2,2024-11-24T00:11:39Z,120000,False,-12.0,86.0,1,right,T. Harris 8' driving floating Jump Shot (2 PTS) (M. Beasley 1 AST),"[202699, 1627736]",1610612765.0,DET,driving floating,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,8.72,Made,,,,,,,2.0,M. Beasley,1627736.0,1.0,,,,,,,,
13,PT11M12.00S,2024-11-24T00:11:22.7Z,1,REGULAR,foul,personal,['1freethrow'],1641783,,,1610612765,0,2,2024-11-24T00:11:35Z,130000,False,,,0,,T. da Silva shooting personal FOUL (1 PF) (Harris 1 FT),"[1641783, 202699]",1610612753.0,ORL,shooting,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1626301.0,1.0,0.0,Harris,202699.0,,,
15,PT11M12.00S,2024-11-24T00:11:44.5Z,1,REGULAR,freethrow,1 of 1,[],202699,,,1610612765,0,3,2024-11-24T00:11:44Z,150000,False,,,0,,T. Harris Free Throw 1 of 1 (3 PTS),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
16,PT10M50.00S,2024-11-24T00:12:11.9Z,1,REGULAR,turnover,lost ball,[],1630532,,,1610612753,0,3,2024-11-24T00:12:16Z,160000,False,,,0,,F. Wagner lost ball TURNOVER (1 TO),"[1630532, 1631093]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Ivey,1631093.0
