actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-02-26T00:36:05.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-26T00:36:05Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-02-26T00:36:09.6Z,1,REGULAR,jumpball,recovered,[],1628378,,,1610612739,0,0,2025-02-26T00:36:09Z,40000,False,,,0,,Jump Ball J. Allen vs. W. Carter Jr.: Tip to D. Mitchell,"[1628378, 1628386, 1628976]",1610612739.0,CLE,startperiod,D. Mitchell,1628378.0,Mitchell,D. Mitchell,Allen,1628386.0,Carter Jr.,1628976.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2025-02-26T00:36:18.2Z,1,REGULAR,3pt,Jump Shot,[],1629622,33.196452036793694,57.84313725490197,1610612739,0,3,2025-02-26T00:36:45Z,70000,False,-39.0,260.0,1,left,M. Strus 26' 3PT  (3 PTS) (D. Mitchell 1 AST),"[1629622, 1628378]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,26.24,Made,3.0,D. Mitchell,1628378.0,1.0,,,,,,,,,,,,,,
9,PT11M20.00S,2025-02-26T00:36:44.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,87.33574244415243,50.0,1610612753,0,3,2025-02-26T00:37:06Z,90000,False,0.0,67.0,1,right,MISS W. Carter Jr. 6' floating Shot,[1628976],1610612753.0,ORL,floating,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.65,Missed,,,,,,,,,,,,,,,,,,
10,PT11M17.00S,2025-02-26T00:36:47.6Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,0,3,2025-02-26T00:37:01Z,100000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M06.00S,2025-02-26T00:36:58.4Z,1,REGULAR,3pt,Jump Shot,[],1629622,6.521024967148489,97.54901960784314,1610612739,0,6,2025-02-26T00:37:05Z,110000,False,-238.0,9.0,1,left,M. Strus 3PT  (6 PTS) (I. Okoro 1 AST),"[1629622, 1630171]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Left Corner 3,24+ Left,23.79,Made,6.0,I. Okoro,1630171.0,1.0,,,,,,,,,,,,,,
13,PT10M47.00S,2025-02-26T00:37:20.1Z,1,REGULAR,2pt,Jump Shot,[],1631094,91.67214191852825,81.61764705882352,1610612753,0,6,2025-02-26T00:38:12Z,130000,False,158.0,26.0,1,right,MISS P. Banchero 16' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,16.02,Missed,,,,,,,,,,,,,,,,,,
14,PT10M45.00S,2025-02-26T00:37:22.1Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,0,6,2025-02-26T00:38:12Z,140000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:0),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Right,,,,,,,13.0,1.0,0.0,1.0,,,,,,,,,,
15,PT10M44.00S,2025-02-26T00:37:23.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628976,94.40999984741211,50.0,1610612753,0,6,2025-02-26T00:38:39Z,150000,False,0.0,0.0,1,right,MISS W. Carter Jr. tip Layup,[1628976],1610612753.0,ORL,tip,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
16,PT10M43.00S,2025-02-26T00:37:24.6Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,0,6,2025-02-26T00:38:17Z,160000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
