actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-02-11T00:12:28.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-11T00:12:28Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-02-11T00:12:32.2Z,1,REGULAR,jumpball,recovered,[],1630175,,,1610612753,0,0,2025-02-11T00:12:32Z,40000,False,,,0,,Jump Ball G. Bitadze vs. O. Okongwu: Tip to C. Anthony,"[1630175, 1629048, 1630168]",1610612753.0,ORL,startperiod,C. Anthony,1630175.0,Anthony,C. Anthony,Bitadze,1629048.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2025-02-11T00:12:47.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629048,10.381077529566369,50.09957107843137,1610612753,0,0,2025-02-11T00:13:27Z,70000,False,0.0,45.0,1,left,MISS G. Bitadze cutting DUNK - blocked,"[1629048, 1630700]",1610612753.0,ORL,cutting,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,4.51,Missed,Daniels,1630700.0,,,,,,,,,,,,,,,,
8,PT11M43.00S,2025-02-11T00:12:47.3Z,1,REGULAR,block,,[],1630700,,,1610612753,0,0,2025-02-11T00:12:49Z,80000,False,,,0,,D. Daniels BLOCK (1 BLK),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M41.00S,2025-02-11T00:12:49.3Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612737,0,0,2025-02-11T00:13:18Z,90000,False,,,0,,D. Daniels REBOUND (Off:0 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M19.00S,2025-02-11T00:13:09.5Z,1,REGULAR,3pt,Jump Shot,[],1631243,73.64282194480947,84.78094362745098,1610612737,0,3,2025-02-11T00:13:44Z,100000,False,174.0,195.0,1,right,M. Gueye 26' 3PT  (3 PTS) (T. Young 1 AST),"[1631243, 1629027]",1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Right Center,26.15,Made,,,,,,,3.0,T. Young,1629027.0,1.0,,,,,,,,
12,PT11M01.00S,2025-02-11T00:13:29.2Z,1,REGULAR,3pt,Jump Shot,[],203484,7.490144546649148,95.81035539215686,1610612753,0,3,2025-02-11T00:14:00Z,120000,False,-229.0,18.0,1,left,MISS K. Caldwell-Pope 3PT,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,22.98,Missed,,,,,,,,,,,,,,,,,,
13,PT10M58.00S,2025-02-11T00:13:32.2Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,0,3,2025-02-11T00:14:00Z,130000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Left Corner 3,24+ Left,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,
14,PT10M47.00S,2025-02-11T00:13:43.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631243,94.08672798948751,60.14859068627451,1610612737,0,3,2025-02-11T00:14:21Z,140000,False,51.0,3.0,1,right,MISS M. Gueye cutting DUNK,[1631243],1610612737.0,ATL,cutting,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),0-8 Center,5.08,Missed,,,,,,,,,,,,,,,,,,
15,PT10M44.00S,2025-02-11T00:13:46.5Z,1,REGULAR,rebound,defensive,[],203484,,,1610612753,0,3,2025-02-11T00:14:21Z,150000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,
