actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
84,PT05M36.00S,2025-04-08T23:24:40.6Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,14,13,2025-04-08T23:24:43Z,830000,False,,,0,,W. Carter Jr. REBOUND (Off:3 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,83.0,4.0,1.0,3.0,,
85,PT05M35.00S,2025-04-08T23:24:41.2Z,1,REGULAR,turnover,bad pass,[],1628976,,,1610612753,14,13,2025-04-08T23:24:46Z,840000,False,,,0,,W. Carter Jr. bad pass TURNOVER (1 TO),"[1628976, 1630168]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,1.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,,
86,PT05M35.00S,2025-04-08T23:24:41.2Z,1,REGULAR,steal,,[],1630168,,,1610612737,14,13,2025-04-08T23:24:43Z,850000,False,,,0,,O. Okongwu STEAL (2 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
87,PT05M27.00S,2025-04-08T23:24:49.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630700,90.75229960578186,63.23529411764706,1610612737,14,13,2025-04-08T23:25:21Z,860000,False,66.0,34.0,1,right,MISS D. Daniels 7' driving floating bank Shot,[1630700],1610612737.0,ATL,driving floating bank,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,7.46,Missed,,,,,,,,,,,,,,,
88,PT05M24.00S,2025-04-08T23:24:52.9Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,14,13,2025-04-08T23:24:58Z,870000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,87.0,2.0,2.0,0.0,,
89,PT05M10.00S,2025-04-08T23:25:06.6Z,1,REGULAR,3pt,Jump Shot,[],202709,25.18068331143233,16.911764705882355,1610612753,17,13,2025-04-08T23:25:11Z,880000,False,165.0,184.0,1,left,C. Joseph 24' 3PT  (3 PTS) (W. Carter Jr. 1 AST),"[202709, 1628976]",1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Right Center,,,,24.76,Made,3.0,W. Carter Jr.,1628976.0,1.0,,,,,,,,,,,
91,PT04M55.00S,2025-04-08T23:25:21.9Z,1,REGULAR,turnover,lost ball,[],1627747,,,1610612737,17,13,2025-04-08T23:32:41Z,900000,False,,,0,,C. LeVert lost ball TURNOVER (1 TO),"[1627747, 1628976]",1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Center,1.0,Carter Jr.,1628976.0,,,,,,,,,,,,,,,,,
92,PT04M55.00S,2025-04-08T23:25:21.9Z,1,REGULAR,steal,,[],1628976,,,1610612753,17,13,2025-04-08T23:32:41Z,910000,False,,,0,,W. Carter Jr. STEAL (1 STL),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
93,PT04M49.00S,2025-04-08T23:25:28.9Z,1,REGULAR,turnover,out-of-bounds,[],1631094,,,1610612753,17,13,2025-04-08T23:25:37Z,920000,False,,,0,,P. Banchero lost ball out-of-bounds TURNOVER (2 TO),[1631094],1610612753.0,ORL,lost ball,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Center,2.0,,,,,,,,,1148.0,,,,,,,,,,
94,PT04M34.00S,2025-04-08T23:25:50.5Z,1,REGULAR,turnover,lost ball,[],1630700,,,1610612737,17,13,2025-04-08T23:29:45Z,930000,False,,,0,,D. Daniels lost ball TURNOVER (3 TO),"[1630700, 1628976]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Left Center,3.0,Carter Jr.,1628976.0,,,,,,,,,,,,,,,,,
95,PT04M34.00S,2025-04-08T23:25:50.5Z,1,REGULAR,steal,,[],1628976,,,1610612753,17,13,2025-04-08T23:26:43Z,940000,False,,,0,,W. Carter Jr. STEAL (2 STL),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
96,PT04M20.00S,2025-04-08T23:26:04.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631094,10.726018396846255,38.72549019607843,1610612753,19,13,2025-04-08T23:26:11Z,950000,False,56.0,48.0,1,left,P. Banchero 7' driving floating bank Jump Shot (10 PTS),[1631094],1610612753.0,ORL,driving floating bank,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,7.43,Made,10.0,,,,,,,,,,,,,,
97,PT04M05.00S,2025-04-08T23:26:19.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,91.01511169513797,50.0,1610612737,19,15,2025-04-08T23:26:27Z,960000,False,0.0,32.0,1,right,C. LeVert driving Layup (2 PTS) (O. Okongwu 3 AST),"[1627747, 1630168]",1610612737.0,ATL,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,3.2,Made,2.0,O. Okongwu,1630168.0,3.0,,,,,,,,,,,
99,PT03M51.00S,2025-04-08T23:26:36.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627747,,,1610612753,19,15,2025-04-08T23:27:00Z,980000,False,,,0,,C. LeVert personal FOUL (1 PF) (Carter Jr. 2 FT),"[1627747, 1628976]",1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627529.0,1.0,0.0,Carter Jr.,1628976.0,,,,,,
101,PT03M51.00S,2025-04-08T23:27:19.4Z,1,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,19,15,2025-04-08T23:27:19Z,1000000,False,,,0,,MISS W. Carter Jr. Free Throw 1 of 2,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
102,PT03M51.00S,2025-04-08T23:27:19.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,19,15,2025-04-08T23:27:19Z,1010000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,,,,,
103,PT03M51.00S,2025-04-08T23:27:20.6Z,1,REGULAR,substitution,out,[],203484,,,1610612753,19,15,2025-04-08T23:27:46Z,1020000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M51.00S,2025-04-08T23:27:20.6Z,1,REGULAR,substitution,out,[],202709,,,1610612753,19,15,2025-04-08T23:27:46Z,1030000,False,,,0,,SUB out: C. Joseph,[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M51.00S,2025-04-08T23:27:20.6Z,1,REGULAR,substitution,in,[],1641710,,,1610612753,19,15,2025-04-08T23:27:46Z,1040000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M51.00S,2025-04-08T23:27:20.6Z,1,REGULAR,substitution,in,[],1630532,,,1610612753,19,15,2025-04-08T23:27:46Z,1050000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M51.00S,2025-04-08T23:27:56.2Z,1,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,20,15,2025-04-08T23:27:56Z,1060000,False,,,0,,W. Carter Jr. Free Throw 2 of 2 (5 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
108,PT03M31.00S,2025-04-08T23:28:28.2Z,1,REGULAR,substitution,out,[],1630700,,,1610612737,20,15,2025-04-08T23:28:39Z,1070000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M31.00S,2025-04-08T23:28:28.2Z,1,REGULAR,substitution,out,[],1630249,,,1610612737,20,15,2025-04-08T23:28:39Z,1080000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M31.00S,2025-04-08T23:28:28.2Z,1,REGULAR,substitution,in,[],1627777,,,1610612737,20,15,2025-04-08T23:28:39Z,1090000,False,,,0,,SUB in: G. Niang,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M31.00S,2025-04-08T23:28:28.2Z,1,REGULAR,substitution,in,[],1629027,,,1610612737,20,15,2025-04-08T23:28:39Z,1100000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M31.00S,2025-04-08T23:29:02.0Z,1,REGULAR,jumpball,recovered,[],1628976,,,1610612737,20,15,2025-04-08T23:32:08Z,1110000,False,,,0,,Jump Ball W. Carter Jr. vs. T. Mann: Tip to W. Carter Jr.,"[1628976, 1628976, 1629611]",1610612753.0,ORL,heldball,W. Carter Jr.,1628976.0,Carter Jr.,W. Carter Jr.,Carter Jr.,1628976.0,Mann,1629611.0,,,,,,,,,,,,,,,,,,,,,,
115,PT03M31.00S,2025-04-08T23:29:02.0Z,1,REGULAR,turnover,lost ball,[],1629611,,,1610612737,20,15,2025-04-08T23:32:37Z,1140000,False,,,0,,T. Mann lost ball TURNOVER (1 TO),"[1629611, 1628976]",1610612737.0,ATL,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,1.0,Carter Jr.,1628976.0,,,,,,,,,,,,,,,,,
116,PT03M31.00S,2025-04-08T23:29:02.0Z,1,REGULAR,steal,,[],1628976,,,1610612753,20,15,2025-04-08T23:29:02Z,1150000,False,,,0,,W. Carter Jr. STEAL (3 STL),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
117,PT03M28.00S,2025-04-08T23:30:07.2Z,1,REGULAR,jumpball,recovered,[],1630168,,,1610612753,20,15,2025-04-08T23:32:48Z,1160000,False,,,0,,Jump Ball T. Mann vs. W. Carter Jr.: Tip to O. Okongwu,"[1630168, 1629611, 1628976]",1610612737.0,ATL,heldball,O. Okongwu,1630168.0,Okongwu,O. Okongwu,Mann,1629611.0,Carter Jr.,1628976.0,,,,,,,,,,,,,,,,,,,,,,
120,PT03M28.00S,2025-04-08T23:30:07.2Z,1,REGULAR,turnover,lost ball,[],1628976,,,1610612753,20,15,2025-04-08T23:33:04Z,1190000,False,,,0,,W. Carter Jr. lost ball TURNOVER (2 TO),"[1628976, 1629611]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Center,2.0,Mann,1629611.0,,,,,,,,,,,,,,,,,
121,PT03M28.00S,2025-04-08T23:30:07.2Z,1,REGULAR,steal,,[],1629611,,,1610612737,20,15,2025-04-08T23:30:07Z,1200000,False,,,0,,T. Mann STEAL (1 STL),[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
122,PT03M22.00S,2025-04-08T23:30:10.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,74.19513797634691,86.27450980392157,1610612737,20,15,2025-04-08T23:30:16Z,1210000,False,181.0,190.0,1,right,MISS T. Young 26' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,,26.28,Missed,,,,,,,,,,,,,,,
123,PT03M18.00S,2025-04-08T23:30:14.8Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,20,15,2025-04-08T23:30:14Z,1220000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,122.0,3.0,1.0,2.0,,
124,PT03M05.00S,2025-04-08T23:30:27.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630168,89.70105124835742,4.411764705882353,1610612737,20,18,2025-04-08T23:30:32Z,1230000,False,-228.0,44.0,1,right,O. Okongwu 3PT  (8 PTS) (T. Mann 1 AST),"[1630168, 1629611]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Left Corner 3,24+ Left,,,,23.22,Made,8.0,T. Mann,1629611.0,1.0,,,,,,,,,,,
126,PT02M48.00S,2025-04-08T23:30:47.0Z,1,REGULAR,foul,offensive,[],1628976,,,1610612753,20,18,2025-04-08T23:32:08Z,1250000,False,,,0,,W. Carter Jr. off-the-ball offensive FOUL (1 PF),"[1628976, 1629611]",1610612753.0,ORL,off-the-ball,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,1148.0,1.0,0.0,Mann,1629611.0,,,,,,
128,PT02M48.00S,2025-04-08T23:30:47.0Z,1,REGULAR,turnover,offensive foul,[],1628976,,,1610612753,20,18,2025-04-08T23:30:47Z,1270000,False,,,0,,W. Carter Jr. offensive foul TURNOVER (3 TO),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Center,3.0,,,,,,,,,1148.0,,,,,,,,,,
129,PT02M48.00S,2025-04-08T23:31:23.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,20,18,2025-04-08T23:31:23Z,1280000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M48.00S,2025-04-08T23:33:06.1Z,1,REGULAR,substitution,out,[],1631094,,,1610612737,20,18,2025-04-08T23:33:39Z,1290000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M48.00S,2025-04-08T23:33:06.1Z,1,REGULAR,substitution,out,[],1628976,,,1610612737,20,18,2025-04-08T23:33:39Z,1300000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M48.00S,2025-04-08T23:33:06.1Z,1,REGULAR,substitution,out,[],1630168,,,1610612737,20,18,2025-04-08T23:33:39Z,1310000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M48.00S,2025-04-08T23:33:06.1Z,1,REGULAR,substitution,in,[],1630175,,,1610612737,20,18,2025-04-08T23:33:39Z,1320000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M48.00S,2025-04-08T23:33:06.1Z,1,REGULAR,substitution,in,[],1628371,,,1610612737,20,18,2025-04-08T23:33:39Z,1330000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M48.00S,2025-04-08T23:33:06.1Z,1,REGULAR,substitution,in,[],1631243,,,1610612737,20,18,2025-04-08T23:33:39Z,1340000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M22.00S,2025-04-08T23:34:15.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629611,79.71419185282524,92.8921568627451,1610612737,20,18,2025-04-08T23:34:38Z,1350000,False,214.0,138.0,1,right,MISS T. Mann 25' step back 3PT,[1629611],1610612737.0,ATL,step back,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,25.52,Missed,,,,,,,,,,,,,,,
137,PT02M19.00S,2025-04-08T23:34:18.4Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,20,18,2025-04-08T23:34:38Z,1360000,False,,,0,,F. Wagner REBOUND (Off:0 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,136.0,3.0,3.0,0.0,,
138,PT02M06.00S,2025-04-08T23:34:31.1Z,1,REGULAR,3pt,Jump Shot,[],1630532,8.754927726675426,3.9215686274509802,1610612753,23,18,2025-04-08T23:34:35Z,1370000,False,230.0,30.0,1,left,F. Wagner 3PT  (5 PTS) (C. Houstan 1 AST),"[1630532, 1631216]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Right Corner 3,24+ Right,,,,23.23,Made,5.0,C. Houstan,1631216.0,1.0,,,,,,,,,,,
140,PT01M56.00S,2025-04-08T23:34:44.0Z,1,REGULAR,foul,personal,[],1630175,,,1610612737,23,18,2025-04-08T23:34:53Z,1390000,False,,,0,,C. Anthony personal FOUL (1 PF),"[1630175, 1627747]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627529.0,1.0,0.0,LeVert,1627747.0,,,,,,
142,PT01M46.00S,2025-04-08T23:35:15.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,82.21090670170827,51.225490196078425,1610612737,23,20,2025-04-08T23:35:21Z,1410000,False,6.0,115.0,1,right,T. Young 11' driving floating Jump Shot (5 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,,11.49,Made,5.0,,,,,,,,,,,,,,
143,PT01M34.00S,2025-04-08T23:35:30.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631243,,,1610612753,23,20,2025-04-08T23:35:45Z,1420000,False,,,0,,M. Gueye shooting personal FOUL (2 PF) (Isaac 2 FT),"[1631243, 1628371]",1610612737.0,ATL,shooting,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627529.0,2.0,0.0,Isaac,1628371.0,,,,,,
145,PT01M34.00S,2025-04-08T23:35:59.9Z,1,REGULAR,freethrow,1 of 2,[],1628371,,,1610612753,23,20,2025-04-08T23:35:59Z,1440000,False,,,0,,MISS J. Isaac Free Throw 1 of 2,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
146,PT01M34.00S,2025-04-08T23:35:59.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,23,20,2025-04-08T23:35:59Z,1450000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,,,,,
147,PT01M34.00S,2025-04-08T23:36:17.7Z,1,REGULAR,freethrow,2 of 2,[],1628371,,,1610612753,24,20,2025-04-08T23:36:17Z,1460000,False,,,0,,J. Isaac Free Throw 2 of 2 (1 PTS),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
148,PT01M27.00S,2025-04-08T23:36:26.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641710,,,1610612737,24,20,2025-04-08T23:36:37Z,1470000,False,,,0,,A. Black personal FOUL (1 PF) (Young 2 FT),"[1641710, 1629027]",1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,204058.0,1.0,0.0,Young,1629027.0,,,,,,
150,PT01M27.00S,2025-04-08T23:36:57.9Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,24,20,2025-04-08T23:36:57Z,1490000,False,,,0,,MISS T. Young Free Throw 1 of 2,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
151,PT01M27.00S,2025-04-08T23:36:57.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,24,20,2025-04-08T23:36:57Z,1500000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,
152,PT01M27.00S,2025-04-08T23:37:13.4Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,24,21,2025-04-08T23:37:13Z,1510000,False,,,0,,T. Young Free Throw 2 of 2 (6 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
153,PT01M09.00S,2025-04-08T23:37:34.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641710,6.389618922470433,58.333333333333336,1610612753,24,21,2025-04-08T23:37:57Z,1520000,False,-42.0,8.0,1,left,MISS A. Black driving floating bank Shot,[1641710],1610612753.0,ORL,driving floating bank,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,,4.24,Missed,,,,,,,,,,,,,,,
154,PT01M07.00S,2025-04-08T23:37:36.3Z,1,REGULAR,rebound,offensive,[],1628371,,,1610612753,24,21,2025-04-08T23:37:45Z,1530000,False,,,0,,J. Isaac REBOUND (Off:1 Def:0),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,153.0,1.0,0.0,1.0,,
155,PT01M06.00S,2025-04-08T23:37:37.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628371,7.966491458607096,48.77450980392157,1610612753,26,21,2025-04-08T23:37:52Z,1540000,False,6.0,22.0,1,left,J. Isaac putback Layup (3 PTS),[1628371],1610612753.0,ORL,putback,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,2.32,Made,3.0,,,,,,,,,,,,,,
156,PT01M01.00S,2025-04-08T23:37:43.7Z,1,REGULAR,3pt,Jump Shot,[],1627747,72.88107752956637,15.196078431372548,1610612737,26,24,2025-04-08T23:37:58Z,1550000,False,-174.0,202.0,1,right,C. LeVert 26' 3PT  (5 PTS) (T. Young 1 AST),"[1627747, 1629027]",1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,,26.69,Made,5.0,T. Young,1629027.0,1.0,,,,,,,,,,,
158,PT00M56.00S,2025-04-08T23:37:53.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629027,,,1610612753,26,24,2025-04-08T23:38:13Z,1570000,False,,,0,,T. Young personal FOUL (2 PF) (Anthony 2 FT),"[1629027, 1630175]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1627529.0,2.0,0.0,Anthony,1630175.0,,,,,,
160,PT00M56.00S,2025-04-08T23:38:20.1Z,1,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,26,24,2025-04-08T23:38:20Z,1590000,False,,,0,,MISS C. Anthony Free Throw 1 of 2,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
161,PT00M56.00S,2025-04-08T23:38:20.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,26,24,2025-04-08T23:38:20Z,1600000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,,,,
162,PT00M56.00S,2025-04-08T23:38:38.3Z,1,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,27,24,2025-04-08T23:38:38Z,1610000,False,,,0,,C. Anthony Free Throw 2 of 2 (1 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
163,PT00M43.80S,2025-04-08T23:38:51.4Z,1,REGULAR,3pt,Jump Shot,[],1627777,67.09921156373193,59.80392156862745,1610612737,27,27,2025-04-08T23:39:00Z,1620000,False,49.0,257.0,1,right,G. Niang 26' 3PT  (3 PTS) (T. Mann 2 AST),"[1627777, 1629611]",1610612737.0,ATL,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Center,,,,26.14,Made,3.0,T. Mann,1629611.0,2.0,,,,,,,,,,,
165,PT00M36.10S,2025-04-08T23:39:03.5Z,1,REGULAR,3pt,Jump Shot,[],1630532,30.831143232588698,39.46078431372549,1610612753,30,27,2025-04-08T23:39:10Z,1640000,False,53.0,237.0,1,left,F. Wagner 24' 3PT pullup (8 PTS),[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,,24.31,Made,8.0,,,,,,,,,,,,,,
166,PT00M27.80S,2025-04-08T23:39:15.9Z,1,REGULAR,3pt,Jump Shot,[],1627747,92.72339027595268,3.1862745098039214,1610612737,30,30,2025-04-08T23:39:21Z,1650000,False,-234.0,16.0,1,right,C. LeVert 3PT  (8 PTS) (T. Young 2 AST),"[1627747, 1629027]",1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,Left Corner 3,24+ Left,,,,23.46,Made,8.0,T. Young,1629027.0,2.0,,,,,,,,,,,
168,PT00M27.80S,2025-04-08T23:39:20.1Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630175,,,1610612737,30,30,2025-04-08T23:39:33Z,1670000,False,,,0,,C. Anthony shooting personal FOUL (2 PF) (LeVert 1 FT),"[1630175, 1627747]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,Left Corner 3,24+ Left,,,,,,,,,,204058.0,2.0,0.0,LeVert,1627747.0,,,,,,
170,PT00M27.80S,2025-04-08T23:39:37.6Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,30,30,2025-04-08T23:39:44Z,1690000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M27.80S,2025-04-08T23:39:37.6Z,1,REGULAR,substitution,in,[],1630700,,,1610612737,30,30,2025-04-08T23:39:44Z,1700000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT00M27.80S,2025-04-08T23:39:51.7Z,1,REGULAR,freethrow,1 of 1,[],1627747,,,1610612737,30,31,2025-04-08T23:39:51Z,1710000,False,,,0,,C. LeVert Free Throw 1 of 1 (9 PTS),[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
