actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
12,PT11M18.00S,2024-12-20T00:06:45.3Z,1,REGULAR,turnover,bad pass,[],1628392,,,1610612760,2,0,2024-12-20T00:06:58Z,120000,False,,,0,,I. Hartenstein bad pass TURNOVER (1 TO),"[1628392, 1630591]",1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1.0,Suggs,1630591.0,,,,,,,,
13,PT11M18.00S,2024-12-20T00:06:45.3Z,1,REGULAR,steal,,[],1630591,,,1610612753,2,0,2024-12-20T00:06:47Z,130000,False,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
14,PT11M14.00S,2024-12-20T00:06:51.7Z,1,REGULAR,turnover,out-of-bounds,[],1641783,,,1610612753,2,0,2024-12-20T00:07:05Z,140000,False,,,0,,T. da Silva step out-of-bounds TURNOVER (1 TO),[1641783],1610612753.0,ORL,step,,,da Silva,T. da Silva,,,,,Right Corner 3,24+ Right,,,,,,,,,,1.0,,,101284.0,,,,,,,
15,PT10M51.00S,2024-12-20T00:07:22.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628392,7.440867279894875,43.13725490196079,1610612760,2,2,2024-12-20T00:07:29Z,150000,False,34.0,17.0,1,left,I. Hartenstein cutting Layup (2 PTS) (J. Williams 1 AST),"[1628392, 1631114]",1610612760.0,OKC,cutting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,3.85,Made,,,,,,,2.0,,,,,J. Williams,1631114.0,1.0,,,,
17,PT10M23.00S,2024-12-20T00:07:50.8Z,1,REGULAR,3pt,Jump Shot,[],1630591,61.58015768725361,51.470588235294116,1610612753,2,2,2024-12-20T00:07:57Z,170000,False,7.0,309.0,1,right,MISS J. Suggs 30' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,30.87,Missed,,,,,,,,,,,,,,,,,,
18,PT10M23.00S,2024-12-20T00:07:50.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,2,2,2024-12-20T00:07:57Z,180000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Center,,,,,17.0,,,,,,,,,,,,,,,
20,PT10M07.00S,2024-12-20T00:08:12.5Z,1,REGULAR,2pt,Jump Shot,[],1631114,23.47240473061761,36.51960784313725,1610612760,2,2,2024-12-20T00:08:17Z,200000,False,67.0,168.0,1,left,MISS J. Williams 18' step back Shot,[1631114],1610612760.0,OKC,step back,,,Williams,J. Williams,,,,,Mid-Range,16-24 Right Center,18.11,Missed,,,,,,,,,,,,,,,,,,
21,PT10M05.00S,2024-12-20T00:08:14.5Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,2,2,2024-12-20T00:08:17Z,210000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Right Center,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,
22,PT09M57.00S,2024-12-20T00:08:22.5Z,1,REGULAR,3pt,Jump Shot,[],1641783,72.88107752956637,84.06862745098039,1610612753,2,2,2024-12-20T00:08:27Z,220000,False,170.0,202.0,1,right,MISS T. da Silva 26' 3PT,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Right Center,26.45,Missed,,,,,,,,,,,,,,,,,,
23,PT09M53.00S,2024-12-20T00:08:26.5Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,2,2,2024-12-20T00:08:27Z,230000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,
24,PT09M42.00S,2024-12-20T00:08:37.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,12.040078843626807,47.30392156862745,1610612760,2,2,2024-12-20T00:10:48Z,240000,False,13.0,61.0,1,left,MISS S. Gilgeous-Alexander 6' driving floating Shot,[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,6.22,Missed,,,,,,,,,,,,,,,,,,
25,PT09M40.00S,2024-12-20T00:08:39.5Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,2,2,2024-12-20T00:08:42Z,250000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,
26,PT09M36.00S,2024-12-20T00:08:43.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203484,73.01248357424441,16.911764705882355,1610612753,5,2,2024-12-20T00:08:50Z,260000,False,-165.0,201.0,1,right,K. Caldwell-Pope 26' 3PT running (3 PTS) (J. Suggs 1 AST),"[203484, 1630591]",1610612753.0,ORL,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,26.05,Made,,,,,,,3.0,,,,,J. Suggs,1630591.0,1.0,,,,
28,PT09M25.00S,2024-12-20T00:08:54.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,7.30946123521682,52.69607843137255,1610612760,5,4,2024-12-20T00:11:18Z,280000,False,-13.0,16.0,1,left,J. Williams driving Layup (2 PTS) (S. Gilgeous-Alexander 1 AST),"[1631114, 1628983]",1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,,,2.0,,,,,S. Gilgeous-Alexander,1628983.0,1.0,,,,
30,PT09M21.00S,2024-12-20T00:08:58.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641783,93.51182654402102,46.07843137254902,1610612753,7,4,2024-12-20T00:11:31Z,300000,False,-20.0,8.0,1,right,T. da Silva cutting Layup (2 PTS) (J. Suggs 2 AST),"[1641783, 1630591]",1610612753.0,ORL,cutting,,,da Silva,T. da Silva,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,,,2.0,,,,,J. Suggs,1630591.0,2.0,,,,
32,PT09M07.00S,2024-12-20T00:09:13.6Z,1,REGULAR,foul,personal,['2freethrow'],1629048,,,1610612760,7,4,2024-12-20T00:09:33Z,320000,False,,,0,,G. Bitadze shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1629048, 1628983]",1610612753.0,ORL,shooting,,,Bitadze,G. Bitadze,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1627541.0,,,,1.0,0.0,Gilgeous-Alexander,1628983.0
34,PT09M07.00S,2024-12-20T00:09:39.4Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,7,5,2024-12-20T00:09:39Z,340000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (1 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
35,PT09M07.00S,2024-12-20T00:09:53.5Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,7,6,2024-12-20T00:09:53Z,350000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (2 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
37,PT08M45.00S,2024-12-20T00:10:16.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641783,88.78120893561103,41.17647058823529,1610612753,7,6,2024-12-20T00:10:21Z,360000,False,-44.0,53.0,1,right,MISS T. da Silva 6' turnaround Hook,[1641783],1610612753.0,ORL,turnaround,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,6.89,Missed,,,,,,,,,,,,,,,,,,
38,PT08M44.00S,2024-12-20T00:10:17.8Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,7,6,2024-12-20T00:10:21Z,370000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,
39,PT08M38.00S,2024-12-20T00:10:27.8Z,1,REGULAR,foul,personal,['2freethrow'],203484,,,1610612760,7,6,2024-12-20T00:10:56Z,380000,False,,,0,,K. Caldwell-Pope shooting personal FOUL (1 PF) (Hartenstein 2 FT),"[203484, 1628392]",1610612753.0,ORL,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1629183.0,,,,1.0,0.0,Hartenstein,1628392.0
41,PT08M38.00S,2024-12-20T00:10:57.1Z,1,REGULAR,freethrow,1 of 2,[],1628392,,,1610612760,7,7,2024-12-20T00:10:57Z,400000,False,,,0,,I. Hartenstein Free Throw 1 of 2 (3 PTS),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
42,PT08M38.00S,2024-12-20T00:11:10.2Z,1,REGULAR,freethrow,2 of 2,[],1628392,,,1610612760,7,8,2024-12-20T00:11:10Z,410000,False,,,0,,I. Hartenstein Free Throw 2 of 2 (4 PTS),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
43,PT08M29.00S,2024-12-20T00:11:28.6Z,1,REGULAR,turnover,bad pass,[],203484,,,1610612753,7,8,2024-12-20T00:11:33Z,420000,False,,,0,,K. Caldwell-Pope bad pass TURNOVER (1 TO),"[203484, 1628392]",1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1.0,Hartenstein,1628392.0,,,,,,,,
44,PT08M29.00S,2024-12-20T00:11:28.6Z,1,REGULAR,steal,,[],1628392,,,1610612760,7,8,2024-12-20T00:11:30Z,430000,False,,,0,,I. Hartenstein STEAL (1 STL),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
45,PT08M22.00S,2024-12-20T00:11:36.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628392,5.469776609724048,54.90196078431373,1610612760,7,10,2024-12-20T00:13:36Z,440000,False,-25.0,-1.0,1,left,I. Hartenstein cutting Layup (6 PTS) (L. Dort 1 AST),"[1628392, 1629652]",1610612760.0,OKC,cutting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,2.45,Made,,,,,,,6.0,,,,,L. Dort,1629652.0,1.0,,,,
47,PT08M06.00S,2024-12-20T00:11:52.0Z,1,REGULAR,2pt,Jump Shot,[],1630591,85.49605781865965,26.96078431372549,1610612753,9,10,2024-12-20T00:13:57Z,460000,False,-115.0,84.0,1,right,J. Suggs 14' pullup bank Jump Shot (4 PTS) (G. Bitadze 1 AST),"[1630591, 1629048]",1610612753.0,ORL,pullup bank,,,Suggs,J. Suggs,,,,,Mid-Range,8-16 Left,14.25,Made,,,,,,,4.0,,,,,G. Bitadze,1629048.0,1.0,,,,
49,PT07M50.00S,2024-12-20T00:12:07.8Z,1,REGULAR,2pt,Jump Shot,[],1628983,7.30946123521682,86.76470588235294,1610612760,9,12,2024-12-20T00:12:12Z,480000,False,-184.0,16.0,1,left,S. Gilgeous-Alexander 18' pullup Jump Shot (4 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left,18.45,Made,,,,,,,4.0,,,,,,,,,,,
50,PT07M47.00S,2024-12-20T00:12:11.0Z,1,REGULAR,turnover,bad pass,[],1630591,,,1610612753,9,12,2024-12-20T00:12:15Z,490000,False,,,0,,J. Suggs bad pass TURNOVER (1 TO),"[1630591, 1629652]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,,,,,,,,,,1.0,Dort,1629652.0,,,,,,,,
51,PT07M47.00S,2024-12-20T00:12:11.0Z,1,REGULAR,steal,,[],1629652,,,1610612760,9,12,2024-12-20T00:12:13Z,500000,False,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
52,PT07M41.00S,2024-12-20T00:12:17.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,5.995400788436268,47.30392156862745,1610612760,9,14,2024-12-20T00:14:36Z,510000,False,13.0,4.0,1,left,S. Gilgeous-Alexander cutting Layup (6 PTS) (J. Williams 2 AST),"[1628983, 1631114]",1610612760.0,OKC,cutting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.41,Made,,,,,,,6.0,,,,,J. Williams,1631114.0,2.0,,,,
55,PT07M18.00S,2024-12-20T00:12:56.1Z,1,REGULAR,3pt,Jump Shot,[],1630591,66.83639947437582,34.80392156862745,1610612753,12,14,2024-12-20T00:13:01Z,540000,False,-76.0,259.0,1,right,J. Suggs 27' 3PT  (7 PTS) (G. Bitadze 2 AST),"[1630591, 1629048]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,27.01,Made,,,,,,,7.0,,,,,G. Bitadze,1629048.0,2.0,,,,
57,PT07M05.00S,2024-12-20T00:13:08.8Z,1,REGULAR,3pt,Jump Shot,[],1629652,20.844283837056505,91.42156862745098,1610612760,12,14,2024-12-20T00:13:16Z,560000,False,-207.0,143.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,25.19,Missed,,,,,,,,,,,,,,,,,,
58,PT07M01.00S,2024-12-20T00:13:12.8Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,12,14,2024-12-20T00:13:16Z,570000,False,,,0,,J. Suggs REBOUND (Off:1 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,,,,,57.0,2.0,1.0,1.0,,,,,,,,,,,,
59,PT07M00.00S,2024-12-20T00:13:15.4Z,1,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612753,12,14,2024-12-20T00:13:27Z,580000,False,,,0,,L. Dort shooting personal FOUL (1 PF) (Carter Jr. 2 FT),"[1629652, 1628976]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1629183.0,,,,1.0,0.0,Carter Jr.,1628976.0
61,PT07M00.00S,2024-12-20T00:13:51.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1628976,,,1610612753,13,14,2024-12-20T00:17:18Z,600000,False,,,0,,W. Carter Jr. Free Throw 1 of 2 (1 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
62,PT07M00.00S,2024-12-20T00:13:51.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1628976,,,1610612753,14,14,2024-12-20T00:17:18Z,610000,False,,,0,,W. Carter Jr. Free Throw 2 of 2 (2 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
63,PT06M46.00S,2024-12-20T00:14:26.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,13.091327201051248,56.372549019607845,1610612760,14,14,2024-12-20T00:18:20Z,620000,False,-32.0,71.0,1,left,MISS I. Hartenstein 7' cutting Layup,[1628392],1610612760.0,OKC,cutting,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,7.75,Missed,,,,,,,,,,,,,,,,,,
65,PT06M43.00S,2024-12-20T00:14:29.2Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,14,14,2024-12-20T00:14:35Z,640000,False,,,0,,J. Suggs REBOUND (Off:1 Def:2),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,63.0,3.0,2.0,1.0,,,,,,,,,,,,
66,PT06M41.00S,2024-12-20T00:14:34.1Z,1,REGULAR,foul,personal,[],1629652,,,1610612753,14,14,2024-12-20T00:15:26Z,650000,False,,,0,,L. Dort personal FOUL (2 PF),"[1629652, 1629048]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,101284.0,,,,2.0,0.0,Bitadze,1629048.0
68,PT06M41.00S,2024-12-20T00:17:01.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,14,14,2024-12-20T00:17:01Z,670000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M41.00S,2024-12-20T00:17:09.0Z,1,REGULAR,substitution,out,[],1629652,,,1610612753,14,14,2024-12-20T00:17:56Z,680000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M41.00S,2024-12-20T00:17:09.0Z,1,REGULAR,substitution,in,[],1630198,,,1610612753,14,14,2024-12-20T00:17:56Z,690000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M41.00S,2024-12-20T00:18:25.8Z,1,REGULAR,foul,technical,"['team', '1freethrow']",0,,,1610612753,14,14,2024-12-20T00:18:33Z,710000,False,,,0,,TEAM foul technical,[],1610612753.0,ORL,delay,,,,,,,,,,,,,,,,,,,,,,,101284.0,,,,,,,
73,PT06M41.00S,2024-12-20T00:18:34.3Z,1,REGULAR,freethrow,1 of 1,[],1628983,,,1610612753,14,15,2024-12-20T00:18:34Z,720000,False,,,0,,S. Gilgeous-Alexander technical Free Throw 1 of 1 (7 PTS),[1628983],1610612760.0,OKC,technical,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
74,PT06M25.00S,2024-12-20T00:19:00.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,92.46057818659659,57.107843137254896,1610612753,14,15,2024-12-20T00:19:06Z,730000,False,36.0,18.0,1,right,MISS J. Suggs driving Layup,[1630591],1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,4.0,Missed,,,,,,,,,,,,,,,,,,
75,PT06M24.00S,2024-12-20T00:19:02.2Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,14,15,2024-12-20T00:19:02Z,740000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:2),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,74.0,2.0,2.0,0.0,,,,,,,,,,,,
76,PT06M19.00S,2024-12-20T00:19:08.5Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1631114,10.463206307490145,58.82352941176471,1610612760,14,15,2024-12-20T01:25:02Z,750000,False,-44.0,46.0,1,left,MISS J. Williams 6' driving floating Shot - blocked,"[1631114, 1630591]",1610612760.0,OKC,driving floating,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,6.37,Missed,Suggs,1630591.0,,,,,,,,,,,,,,,,
77,PT06M19.00S,2024-12-20T00:19:08.5Z,1,REGULAR,block,,[],1630591,,,1610612760,14,15,2024-12-20T00:19:10Z,760000,False,,,0,,J. Suggs BLOCK (1 BLK),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
78,PT06M19.00S,2024-12-20T00:19:08.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,14,15,2024-12-20T00:19:17Z,770000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,76.0,,,,,,,,,,,,,,,
80,PT06M12.00S,2024-12-20T00:19:34.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641717,33.722076215505915,58.333333333333336,1610612760,14,18,2024-12-20T00:19:39Z,790000,False,-42.0,264.0,1,left,C. Wallace 26' 3PT  (3 PTS) (I. Hartenstein 1 AST),"[1641717, 1628392]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Center,26.78,Made,,,,,,,3.0,,,,,I. Hartenstein,1628392.0,1.0,,,,
82,PT05M44.00S,2024-12-20T00:20:03.7Z,1,REGULAR,3pt,Jump Shot,[],1630591,67.88764783180025,26.225490196078432,1610612753,14,18,2024-12-20T01:40:28Z,810000,False,-119.0,249.0,1,right,MISS J. Suggs 27' step back 3PT - blocked,"[1630591, 1641717]",1610612753.0,ORL,step back,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,27.63,Missed,Wallace,1641717.0,,,,,,,,,,,,,,,,
83,PT05M44.00S,2024-12-20T00:20:03.7Z,1,REGULAR,block,,[],1641717,,,1610612753,14,18,2024-12-20T00:20:06Z,820000,False,,,0,,C. Wallace BLOCK (1 BLK),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
84,PT05M43.00S,2024-12-20T00:20:04.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,14,18,2024-12-20T00:22:01Z,830000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,82.0,,,,,,,,,,,,,,,
85,PT05M43.00S,2024-12-20T00:20:08.1Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612753,14,18,2024-12-20T00:20:17Z,840000,False,,,0,,ORL shot clock Team TURNOVER,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1629183.0,,,,,,,
