actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
19,PT10M39.00S,2025-03-02T23:14:08.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,2,2,2025-03-02T23:14:08Z,190000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,
20,PT10M39.00S,2025-03-02T23:14:19.7Z,1,REGULAR,freethrow,2 of 2,[],1629628,,,1610612761,2,3,2025-03-02T23:14:19Z,200000,False,,,0,,R. Barrett Free Throw 2 of 2 (1 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
21,PT10M27.00S,2025-03-02T23:14:32.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,92.72339027595268,55.14705882352941,1610612753,4,3,2025-03-02T23:14:38Z,210000,False,26.0,16.0,1,right,C. Anthony driving Layup (2 PTS),[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,3.02,Made,2.0,,,,,,,,,,,,,,,,,
22,PT10M20.00S,2025-03-02T23:14:40.1Z,1,REGULAR,3pt,Jump Shot,[],1630193,30.831143232588698,20.098039215686274,1610612761,4,3,2025-03-02T23:14:45Z,220000,False,150.0,237.0,1,left,MISS I. Quickley 28' pullup 3PT,[1630193],1610612761.0,TOR,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,28.05,Missed,,,,,,,,,,,,,,,,,,
23,PT10M17.00S,2025-03-02T23:14:43.1Z,1,REGULAR,rebound,defensive,[],203484,,,1610612753,4,3,2025-03-02T23:14:45Z,230000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,
24,PT10M08.00S,2025-03-02T23:14:54.5Z,1,REGULAR,foul,personal,[],1641711,,,1610612753,4,3,2025-03-02T23:15:04Z,240000,False,,,0,,G. Dick personal FOUL (1 PF),"[1641711, 203484]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Mid-Range,16-24 Right Center,,,,,,,1627963.0,1.0,0.0,Caldwell-Pope,203484.0,,,,,,,,,
26,PT10M02.00S,2025-03-02T23:15:18.3Z,1,REGULAR,2pt,Jump Shot,[],203484,78.66294349540078,23.284313725490197,1610612753,6,3,2025-03-02T23:15:23Z,260000,False,-134.0,148.0,1,right,K. Caldwell-Pope 19' pullup Jump Shot (4 PTS) (W. Carter Jr. 2 AST),"[203484, 1628976]",1610612753.0,ORL,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Left Center,19.95,Made,4.0,W. Carter Jr.,1628976.0,2.0,,,,,,,,,,,,,,
28,PT09M42.00S,2025-03-02T23:15:37.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,6.652431011826544,47.30392156862745,1610612761,6,5,2025-03-02T23:16:00Z,280000,False,13.0,10.0,1,left,J. Poeltl cutting Layup (2 PTS) (R. Barrett 1 AST),"[1627751, 1629628]",1610612761.0,TOR,cutting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.68,Made,2.0,R. Barrett,1629628.0,1.0,,,,,,,,,,,,,,
30,PT09M31.00S,2025-03-02T23:15:48.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,92.46057818659659,47.05882352941176,1610612753,6,5,2025-03-02T23:15:53Z,300000,False,-15.0,18.0,1,right,MISS C. Anthony driving reverse Layup,[1630175],1610612753.0,ORL,driving reverse,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,,,,,,,
31,PT09M29.00S,2025-03-02T23:15:50.2Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,6,5,2025-03-02T23:15:53Z,310000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,30.0,1.0,1.0,0.0,,,,
32,PT09M26.00S,2025-03-02T23:15:57.7Z,1,REGULAR,turnover,out-of-bounds,[],1629628,,,1610612761,6,5,2025-03-02T23:16:31Z,320000,False,,,0,,R. Barrett bad pass out-of-bounds TURNOVER (1 TO),[1629628],1610612761.0,TOR,bad pass,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,,,,,1627963.0,,,,,1.0,,,,,,,,
33,PT09M06.00S,2025-03-02T23:16:24.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630175,86.5473061760841,44.85294117647059,1610612753,6,5,2025-03-02T23:16:50Z,330000,False,-26.0,74.0,1,right,MISS C. Anthony 7' driving floating Shot,[1630175],1610612753.0,ORL,driving floating,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,7.83,Missed,,,,,,,,,,,,,,,,,,
34,PT09M02.00S,2025-03-02T23:16:27.3Z,1,REGULAR,rebound,defensive,[],1641711,,,1610612761,6,5,2025-03-02T23:16:27Z,340000,False,,,0,,G. Dick REBOUND (Off:0 Def:1),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,33.0,1.0,1.0,0.0,,,,
35,PT09M01.00S,2025-03-02T23:16:28.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641711,28.33442838370565,80.63725490196079,1610612761,6,5,2025-03-02T23:17:05Z,350000,False,-153.0,214.0,1,left,MISS G. Dick 26' running 3PT,[1641711],1610612761.0,TOR,running,,,Dick,G. Dick,,,,,Above the Break 3,24+ Left Center,26.3,Missed,,,,,,,,,,,,,,,,,,
36,PT08M58.00S,2025-03-02T23:16:31.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,6,5,2025-03-02T23:16:42Z,360000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,35.0,,,,,,,
38,PT08M46.00S,2025-03-02T23:17:01.1Z,1,REGULAR,foul,personal,[],1630193,,,1610612753,6,5,2025-03-02T23:17:19Z,380000,False,,,0,,I. Quickley personal FOUL (1 PF),"[1630193, 1630175]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Left Center,,,,,,,1146.0,1.0,0.0,Anthony,1630175.0,,,,,,,,,
40,PT08M32.00S,2025-03-02T23:17:36.9Z,1,REGULAR,3pt,Jump Shot,[],1630532,68.9388961892247,20.833333333333336,1610612753,6,5,2025-03-02T23:17:43Z,400000,False,-146.0,239.0,1,right,MISS F. Wagner 28' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,28.04,Missed,,,,,,,,,,,,,,,,,,
41,PT08M30.00S,2025-03-02T23:17:38.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,6,5,2025-03-02T23:17:43Z,410000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,40.0,,,,,,,
43,PT08M18.00S,2025-03-02T23:17:59.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,7.178055190538765,47.05882352941176,1610612761,6,7,2025-03-02T23:18:05Z,430000,False,15.0,15.0,1,left,S. Barnes driving reverse Layup (2 PTS),[1630567],1610612761.0,TOR,driving reverse,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,2.1,Made,2.0,,,,,,,,,,,,,,,,,
44,PT08M06.00S,2025-03-02T23:18:11.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,90.88370565045992,50.98039215686274,1610612753,6,7,2025-03-02T23:18:17Z,440000,False,5.0,33.0,1,right,MISS P. Banchero driving Layup - blocked,"[1631094, 1627751]",1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,3.36,Missed,,,,,,,,,,,,,,,Poeltl,1627751.0,,
45,PT08M06.00S,2025-03-02T23:18:11.0Z,1,REGULAR,block,,[],1627751,,,1610612753,6,7,2025-03-02T23:18:14Z,450000,False,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
46,PT08M02.00S,2025-03-02T23:18:15.0Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,6,7,2025-03-02T23:18:17Z,460000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,44.0,2.0,2.0,0.0,,,,
47,PT08M01.00S,2025-03-02T23:18:16.4Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629628,6.783837056504599,46.81372549019608,1610612761,6,9,2025-03-02T23:18:36Z,470000,False,16.0,11.0,1,left,R. Barrett running DUNK (3 PTS) (S. Barnes 2 AST),"[1629628, 1630567]",1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.95,Made,3.0,S. Barnes,1630567.0,2.0,,,,,,,,,,,,,,
49,PT08M01.00S,2025-03-02T23:18:26.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,6,9,2025-03-02T23:18:26Z,490000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M37.00S,2025-03-02T23:21:37.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,92.72339027595268,46.81372549019608,1610612753,6,9,2025-03-02T23:21:52Z,520000,False,-16.0,16.0,1,right,MISS F. Wagner driving floating Shot,[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,,,
53,PT07M37.00S,2025-03-02T23:21:39.3Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,6,9,2025-03-02T23:21:39Z,530000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,52.0,2.0,1.0,1.0,,,,
54,PT07M37.00S,2025-03-02T23:21:44.0Z,1,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612753,6,9,2025-03-02T23:22:03Z,540000,False,,,0,,J. Poeltl shooting personal FOUL (1 PF) (Carter Jr. 2 FT),"[1627751, 1628976]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,1628481.0,1.0,0.0,Carter Jr.,1628976.0,,,,,,,,,
56,PT07M37.00S,2025-03-02T23:22:12.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628976,,,1610612753,7,9,2025-03-02T23:22:12Z,560000,False,,,0,,W. Carter Jr. Free Throw 1 of 2 (1 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
57,PT07M37.00S,2025-03-02T23:22:24.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628976,,,1610612753,8,9,2025-03-02T23:22:24Z,570000,False,,,0,,W. Carter Jr. Free Throw 2 of 2 (2 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
58,PT07M16.00S,2025-03-02T23:22:48.4Z,1,REGULAR,turnover,traveling,[],1627751,,,1610612761,8,9,2025-03-02T23:22:57Z,580000,False,,,0,,J. Poeltl traveling TURNOVER (1 TO),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1146.0,,,,,1.0,,,,,,,,
59,PT06M57.00S,2025-03-02T23:23:21.4Z,1,REGULAR,turnover,bad pass,[],203484,,,1610612753,8,9,2025-03-02T23:23:26Z,590000,False,,,0,,K. Caldwell-Pope bad pass TURNOVER (2 TO),"[203484, 1630567]",1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,2.0,,,,,,,Barnes,1630567.0
60,PT06M57.00S,2025-03-02T23:23:21.4Z,1,REGULAR,steal,,[],1630567,,,1610612761,8,9,2025-03-02T23:23:24Z,600000,False,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
61,PT06M50.00S,2025-03-02T23:23:28.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629628,26.62614980289093,15.931372549019606,1610612761,8,9,2025-03-02T23:23:34Z,610000,False,170.0,198.0,1,left,MISS R. Barrett 26' 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,26.1,Missed,,,,,,,,,,,,,,,,,,
62,PT06M46.00S,2025-03-02T23:23:32.7Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,8,9,2025-03-02T23:23:34Z,620000,False,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,61.0,1.0,1.0,0.0,,,,
63,PT06M39.00S,2025-03-02T23:23:39.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,92.72339027595268,46.568627450980394,1610612753,10,9,2025-03-02T23:23:51Z,630000,False,-17.0,16.0,1,right,F. Wagner Layup (2 PTS) (P. Banchero 1 AST),"[1630532, 1631094]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.34,Made,2.0,P. Banchero,1631094.0,1.0,,,,,,,,,,,,,,
65,PT06M33.00S,2025-03-02T23:23:51.0Z,1,REGULAR,foul,offensive,[],1630567,,,1610612761,10,9,2025-03-02T23:24:12Z,650000,False,,,0,,S. Barnes offensive FOUL (1 PF),"[1630567, 1630175]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,,1146.0,1.0,0.0,Anthony,1630175.0,,,,,,,,,
67,PT06M33.00S,2025-03-02T23:23:51.0Z,1,REGULAR,turnover,offensive foul,[],1630567,,,1610612761,10,9,2025-03-02T23:23:51Z,670000,False,,,0,,S. Barnes offensive foul TURNOVER (1 TO),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,,1146.0,,,,,1.0,,,,,,,,
68,PT06M33.00S,2025-03-02T23:24:09.4Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,10,9,2025-03-02T23:24:12Z,680000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M33.00S,2025-03-02T23:24:09.4Z,1,REGULAR,substitution,in,[],1641724,,,1610612753,10,9,2025-03-02T23:24:12Z,690000,False,,,0,,SUB in: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M15.00S,2025-03-02T23:24:23.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641724,80.50262812089356,6.372549019607843,1610612753,10,9,2025-03-02T23:24:28Z,700000,False,-218.0,131.0,1,right,MISS J. Howard 25' 3PT,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,Above the Break 3,24+ Left Center,25.43,Missed,,,,,,,,,,,,,,,,,,
71,PT06M10.00S,2025-03-02T23:24:28.1Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612761,10,9,2025-03-02T23:24:28Z,710000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,70.0,1.0,1.0,0.0,,,,
72,PT06M08.00S,2025-03-02T23:24:30.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630193,10.463206307490145,46.32352941176471,1610612761,10,9,2025-03-02T23:24:38Z,720000,False,18.0,46.0,1,left,MISS I. Quickley running Layup - blocked,"[1630193, 1630175]",1610612761.0,TOR,running,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,4.95,Missed,,,,,,,,,,,,,,,Anthony,1630175.0,,
73,PT06M08.00S,2025-03-02T23:24:30.7Z,1,REGULAR,block,,[],1630175,,,1610612761,10,9,2025-03-02T23:24:34Z,730000,False,,,0,,C. Anthony BLOCK (1 BLK),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
74,PT06M08.00S,2025-03-02T23:24:30.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,10,9,2025-03-02T23:24:38Z,740000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,72.0,,,,,,,
76,PT06M08.00S,2025-03-02T23:24:40.3Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,10,9,2025-03-02T23:24:54Z,760000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M08.00S,2025-03-02T23:24:40.3Z,1,REGULAR,substitution,out,[],1630193,,,1610612761,10,9,2025-03-02T23:24:54Z,770000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M08.00S,2025-03-02T23:24:40.3Z,1,REGULAR,substitution,out,[],1627751,,,1610612761,10,9,2025-03-02T23:24:54Z,780000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M08.00S,2025-03-02T23:24:40.3Z,1,REGULAR,substitution,in,[],1642367,,,1610612761,10,9,2025-03-02T23:24:54Z,790000,False,,,0,,SUB in: J. Mogbo,[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M08.00S,2025-03-02T23:24:40.3Z,1,REGULAR,substitution,in,[],1631115,,,1610612761,10,9,2025-03-02T23:24:54Z,800000,False,,,0,,SUB in: O. Robinson,[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M08.00S,2025-03-02T23:24:40.3Z,1,REGULAR,substitution,in,[],1642347,,,1610612761,10,9,2025-03-02T23:24:54Z,810000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M05.00S,2025-03-02T23:25:01.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1641711,6.258212877792378,12.009803921568627,1610612761,10,9,2025-03-02T23:25:07Z,820000,False,190.0,6.0,1,left,MISS G. Dick 19' Jump Shot,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Mid-Range,16-24 Right,19.01,Missed,,,,,,,,,,,,,,,,,,
83,PT06M01.00S,2025-03-02T23:25:05.5Z,1,REGULAR,rebound,offensive,[],1642347,,,1610612761,10,9,2025-03-02T23:25:05Z,830000,False,,,0,,J. Shead REBOUND (Off:1 Def:0),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,82.0,1.0,0.0,1.0,,,,
84,PT05M48.00S,2025-03-02T23:25:18.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642347,25.837713534822605,83.08823529411765,1610612761,10,9,2025-03-02T23:26:51Z,840000,False,-165.0,190.0,1,left,MISS J. Shead 25' pullup 3PT,[1642347],1610612761.0,TOR,pullup,,,Shead,J. Shead,,,,,Above the Break 3,24+ Left Center,25.22,Missed,,,,,,,,,,,,,,,,,,
85,PT05M44.00S,2025-03-02T23:25:22.0Z,1,REGULAR,rebound,offensive,[],1631115,,,1610612761,10,9,2025-03-02T23:33:04Z,850000,False,,,0,,O. Robinson REBOUND (Off:1 Def:0),[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,84.0,1.0,0.0,1.0,,,,
86,PT05M41.00S,2025-03-02T23:25:29.2Z,1,REGULAR,turnover,out-of-bounds,[],1642347,,,1610612761,10,9,2025-03-02T23:25:43Z,860000,False,,,0,,J. Shead lost ball out-of-bounds TURNOVER (1 TO),[1642347],1610612761.0,TOR,lost ball,,,Shead,J. Shead,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628481.0,,,,,1.0,,,,,,,,
87,PT05M19.00S,2025-03-02T23:26:06.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630175,86.02168199737189,68.38235294117648,1610612753,10,9,2025-03-02T23:26:10Z,870000,False,92.0,79.0,1,right,MISS C. Anthony 12' pullup Shot,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Right,12.11,Missed,,,,,,,,,,,,,,,,,,
88,PT05M17.00S,2025-03-02T23:26:08.4Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,10,9,2025-03-02T23:26:10Z,880000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,87.0,1.0,1.0,0.0,,,,
