actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-11T00:11:05.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-11T00:11:05Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-01-11T00:11:08.7Z,1,REGULAR,jumpball,recovered,[],1641748,,,1610612749,0,0,2025-01-11T00:11:08Z,40000,False,,,0,,Jump Ball B. Lopez vs. G. Bitadze: Tip to A. Jackson Jr.,"[1641748, 201572, 1629048]",1610612749.0,MIL,startperiod,A. Jackson Jr.,1641748.0,Jackson Jr.,A. Jackson Jr.,Lopez,201572.0,Bitadze,1629048.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2025-01-11T00:11:21.9Z,1,REGULAR,foul,personal,[],1629048,,,1610612749,0,0,2025-01-11T00:11:36Z,70000,False,,,0,,G. Bitadze personal FOUL (1 PF),"[1629048, 203507]",1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,2005.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,,,,,,
9,PT11M38.00S,2025-01-11T00:11:46.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203507,85.75886990801577,47.30392156862745,1610612749,0,0,2025-01-11T00:11:51Z,90000,False,-13.0,81.0,1,right,MISS G. Antetokounmpo 8' turnaround Hook,[203507],1610612749.0,MIL,turnaround,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.25,Missed,,,,,,,,,,,,,
10,PT11M35.00S,2025-01-11T00:11:49.0Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,0,0,2025-01-11T00:11:49Z,100000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,
11,PT11M27.00S,2025-01-11T00:11:57.4Z,1,REGULAR,turnover,bad pass,[],203484,,,1610612753,0,0,2025-01-11T00:12:06Z,110000,False,,,0,,K. Caldwell-Pope bad pass TURNOVER (1 TO),"[203484, 1627752]",1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Prince,1627752.0,,,,,,
12,PT11M27.00S,2025-01-11T00:11:57.4Z,1,REGULAR,steal,,[],1627752,,,1610612749,0,0,2025-01-11T00:11:59Z,120000,False,,,0,,T. Prince STEAL (1 STL),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M17.00S,2025-01-11T00:12:06.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627752,79.71419185282524,6.61764705882353,1610612749,0,3,2025-01-11T00:12:16Z,130000,False,-217.0,138.0,1,right,T. Prince 25' 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[1627752, 203507]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,,,,,,25.72,Made,,,,,,,,3.0,G. Antetokounmpo,203507.0,1.0,,
14,PT10M58.00S,2025-01-11T00:12:27.2Z,1,REGULAR,3pt,Jump Shot,[],1630175,18.610381077529567,93.87254901960785,1610612753,0,3,2025-01-11T00:12:32Z,140000,False,-219.0,122.0,1,left,MISS C. Anthony 25' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,,,,,,25.12,Missed,,,,,,,,,,,,,
15,PT10M54.00S,2025-01-11T00:12:31.2Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,0,3,2025-01-11T00:12:32Z,150000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,
