actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
29,PT10M18.00S,2024-12-08T23:44:23.1Z,1,REGULAR,steal,,[],203486,,,1610612756,2,2,2024-12-08T23:44:25Z,290000,False,,,0,,M. Plumlee STEAL (1 STL),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
30,PT10M15.00S,2024-12-08T23:44:26.8Z,1,REGULAR,turnover,lost ball,[],203486,,,1610612756,2,2,2024-12-08T23:44:31Z,300000,False,,,0,,M. Plumlee lost ball TURNOVER (1 TO),"[203486, 203484]",1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,Caldwell-Pope,203484.0,,,,,,,,,,,
31,PT10M15.00S,2024-12-08T23:44:26.8Z,1,REGULAR,steal,,[],203484,,,1610612753,2,2,2024-12-08T23:44:28Z,310000,False,,,0,,K. Caldwell-Pope STEAL (2 STL),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
56,PT10M11.00S,2024-12-08T23:44:32.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629048,91.93495400788436,51.470588235294116,1610612753,2,2,2024-12-08T23:47:09Z,317500,False,7.0,23.0,1,right,MISS G. Bitadze running Layup,[1629048],1610612753.0,ORL,running,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,2.44,Missed,,,,,,,,,,,,,,,,,,
57,PT10M10.00S,2024-12-08T23:44:33.8Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612753,2,2,2024-12-08T23:47:09Z,321250,False,,,0,,G. Bitadze REBOUND (Off:1 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,56.0,2.0,1.0,1.0,,,,,,,,,,,,,,
43,PT10M10.00S,2024-12-08T23:44:38.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629048,92.59198423127464,51.9607843137255,1610612753,4,2,2024-12-08T23:47:09Z,325000,False,10.0,17.0,1,right,G. Bitadze tip Layup (2 PTS),[1629048],1610612753.0,ORL,tip,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,1.97,Made,,,,,,,,,,,,,2.0,,,,,
34,PT09M54.00S,2024-12-08T23:44:50.8Z,1,REGULAR,2pt,Jump Shot,[],1626220,21.369908015768726,62.99019607843137,1610612756,4,2,2024-12-08T23:46:16Z,340000,False,-65.0,148.0,1,left,MISS R. O'Neale 16' driving floating Shot,[1626220],1610612756.0,PHX,driving floating,,,O'Neale,R. O'Neale,,,,,Mid-Range,16-24 Left Center,16.2,Missed,,,,,,,,,,,,,,,,,,
35,PT09M54.00S,2024-12-08T23:44:53.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,4,2,2024-12-08T23:44:53Z,350000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Mid-Range,16-24 Left Center,,,34.0,,,,,,,,,,,,,,,,,
37,PT09M47.00S,2024-12-08T23:45:08.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203078,25.837713534822605,61.274509803921575,1610612756,4,2,2024-12-08T23:46:40Z,370000,False,-56.0,190.0,1,left,MISS B. Beal 19' pullup Shot,[203078],1610612756.0,PHX,pullup,,,Beal,B. Beal,,,,,Mid-Range,16-24 Center,19.86,Missed,,,,,,,,,,,,,,,,,,
38,PT09M45.00S,2024-12-08T23:45:10.5Z,1,REGULAR,rebound,defensive,[],1641783,,,1610612753,4,2,2024-12-08T23:45:10Z,380000,False,,,0,,T. da Silva REBOUND (Off:0 Def:1),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Mid-Range,16-24 Center,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,
39,PT09M28.00S,2024-12-08T23:45:27.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,84.1819973718791,42.40196078431372,1610612753,4,2,2024-12-08T23:47:16Z,390000,False,-38.0,96.0,1,right,MISS J. Suggs 10' pullup Shot - blocked,"[1630591, 203486]",1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Center,10.34,Missed,,,,,,,,,,,,,,Plumlee,203486.0,,,
40,PT09M28.00S,2024-12-08T23:45:27.2Z,1,REGULAR,block,,[],203486,,,1610612753,4,2,2024-12-08T23:45:31Z,400000,False,,,0,,M. Plumlee BLOCK (1 BLK),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
41,PT09M26.00S,2024-12-08T23:45:29.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,4,2,2024-12-08T23:46:09Z,410000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,39.0,,,,,,,,,,,,,,,,,
44,PT09M14.00S,2024-12-08T23:45:46.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203486,15.062417871222076,60.5392156862745,1610612756,4,2,2024-12-08T23:47:48Z,430000,False,-53.0,89.0,1,left,MISS M. Plumlee 10' driving floating Shot,[203486],1610612756.0,PHX,driving floating,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,10.35,Missed,,,,,,,,,,,,,,,,,,
45,PT09M12.00S,2024-12-08T23:45:48.7Z,1,REGULAR,rebound,offensive,[],203486,,,1610612756,4,2,2024-12-08T23:46:13Z,440000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:1),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,,,44.0,2.0,1.0,1.0,,,,,,,,,,,,,,
46,PT09M11.00S,2024-12-08T23:45:49.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203486,10.33180026281209,53.18627450980392,1610612756,4,2,2024-12-08T23:48:02Z,450000,False,-16.0,45.0,1,left,MISS M. Plumlee turnaround Hook,[203486],1610612756.0,PHX,turnaround,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,4.73,Missed,,,,,,,,,,,,,,,,,,
47,PT09M09.00S,2024-12-08T23:45:51.5Z,1,REGULAR,rebound,defensive,[],1641783,,,1610612753,4,2,2024-12-08T23:46:18Z,460000,False,,,0,,T. da Silva REBOUND (Off:0 Def:2),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,,,46.0,2.0,2.0,0.0,,,,,,,,,,,,,,
48,PT09M00.00S,2024-12-08T23:46:01.5Z,1,REGULAR,2pt,Jump Shot,[],1628976,88.38699080157687,33.82352941176471,1610612753,6,2,2024-12-08T23:49:30Z,470000,False,-81.0,57.0,1,right,W. Carter Jr. 9' floating Jump Shot (2 PTS) (G. Bitadze 1 AST),"[1628976, 1629048]",1610612753.0,ORL,floating,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Left,9.88,Made,,,,,,,,,,,,,2.0,,,G. Bitadze,1629048.0,1.0
50,PT08M46.00S,2024-12-08T23:46:15.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,8.623521681997373,50.98039215686274,1610612756,6,4,2024-12-09T00:43:06Z,490000,False,-5.0,29.0,1,left,M. Plumlee cutting Layup (2 PTS) (D. Booker 1 AST),"[203486, 1626164]",1610612756.0,PHX,cutting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,2.9,Made,,,,,,,,,,,,,2.0,,,D. Booker,1626164.0,1.0
52,PT08M31.00S,2024-12-08T23:46:30.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641783,92.19776609724047,60.29411764705882,1610612753,8,4,2024-12-08T23:46:36Z,510000,False,51.0,21.0,1,right,T. da Silva driving Layup (2 PTS) (K. Caldwell-Pope 1 AST),"[1641783, 203484]",1610612753.0,ORL,driving,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,5.55,Made,,,,,,,,,,,,,2.0,,,K. Caldwell-Pope,203484.0,1.0
53,PT08M21.00S,2024-12-08T23:46:39.7Z,1,REGULAR,3pt,Jump Shot,[],203078,10.463206307490145,96.32352941176471,1610612756,8,7,2024-12-08T23:46:44Z,520000,False,-232.0,46.0,1,left,B. Beal 3PT  (3 PTS) (D. Booker 2 AST),"[203078, 1626164]",1610612756.0,PHX,,,,Beal,B. Beal,,,,,Left Corner 3,24+ Left,23.61,Made,,,,,,,,,,,,,3.0,,,D. Booker,1626164.0,2.0
55,PT08M00.00S,2024-12-08T23:47:01.5Z,1,REGULAR,3pt,Jump Shot,[],1641783,66.70499342969777,46.568627450980394,1610612753,11,7,2024-12-08T23:47:21Z,540000,False,-17.0,260.0,1,right,T. da Silva 26' 3PT pullup (5 PTS) (G. Bitadze 2 AST),"[1641783, 1629048]",1610612753.0,ORL,pullup,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Center,26.11,Made,,,,,,,,,,,,,5.0,,,G. Bitadze,1629048.0,2.0
58,PT07M34.00S,2024-12-08T23:47:27.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,8.623521681997373,57.59803921568627,1610612756,11,9,2024-12-08T23:47:37Z,550000,False,-38.0,29.0,1,left,T. Jones driving floating bank Jump Shot (4 PTS),[1626145],1610612756.0,PHX,driving floating bank,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,4.76,Made,,,,,,,,,,,,,4.0,,,,,
59,PT07M06.00S,2024-12-08T23:47:54.5Z,1,REGULAR,2pt,Jump Shot,[],1630591,76.03482260183968,47.549019607843135,1610612753,13,9,2024-12-08T23:48:00Z,560000,False,-12.0,173.0,1,right,J. Suggs 17' turnaround fadeaway Jump Shot (4 PTS),[1630591],1610612753.0,ORL,turnaround fadeaway,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Center,17.32,Made,,,,,,,,,,,,,4.0,,,,,
60,PT06M52.00S,2024-12-08T23:48:10.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626145,10.463206307490145,42.15686274509804,1610612756,13,9,2024-12-08T23:48:15Z,570000,False,39.0,46.0,1,left,MISS T. Jones 6' driving Layup - blocked,"[1626145, 1641783]",1610612756.0,PHX,driving,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,6.04,Missed,,,,,,,,,,,,,,da Silva,1641783.0,,,
61,PT06M52.00S,2024-12-08T23:48:10.0Z,1,REGULAR,block,,[],1641783,,,1610612756,13,9,2024-12-08T23:48:13Z,580000,False,,,0,,T. da Silva BLOCK (1 BLK),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
62,PT06M52.00S,2024-12-08T23:48:10.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,13,9,2024-12-08T23:48:15Z,590000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,60.0,,,,,,,,,,,,,,,,,
64,PT06M52.00S,2024-12-08T23:48:20.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,13,9,2024-12-08T23:48:20Z,610000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M52.00S,2024-12-08T23:49:12.0Z,1,REGULAR,substitution,out,[],1628976,,,1610612756,13,9,2024-12-08T23:50:57Z,620000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M52.00S,2024-12-08T23:49:12.0Z,1,REGULAR,substitution,in,[],1631216,,,1610612756,13,9,2024-12-08T23:50:57Z,630000,False,,,0,,SUB in: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M41.00S,2024-12-08T23:51:21.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626220,24.655059132720105,82.84313725490196,1610612756,13,12,2024-12-08T23:51:44Z,640000,False,-164.0,179.0,1,left,R. O'Neale 24' 3PT step back (3 PTS) (D. Booker 3 AST),"[1626220, 1626164]",1610612756.0,PHX,step back,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,24.31,Made,,,,,,,,,,,,,3.0,,,D. Booker,1626164.0,3.0
69,PT06M12.00S,2024-12-08T23:51:50.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629048,92.85479632063075,46.81372549019608,1610612753,13,12,2024-12-08T23:51:56Z,660000,False,-16.0,15.0,1,right,MISS G. Bitadze driving reverse Layup,[1629048],1610612753.0,ORL,driving reverse,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,,
70,PT06M09.00S,2024-12-08T23:51:53.8Z,1,REGULAR,rebound,defensive,[],203486,,,1610612756,13,12,2024-12-08T23:51:56Z,670000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:2),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,69.0,3.0,2.0,1.0,,,,,,,,,,,,,,
71,PT06M02.00S,2024-12-08T23:52:00.7Z,1,REGULAR,2pt,Jump Shot,[],203078,21.02496714848883,69.87591911764706,1610612756,13,14,2024-12-08T23:52:07Z,680000,False,-99.0,145.0,1,left,B. Beal 17' pullup Jump Shot (5 PTS) (T. Jones 1 AST),"[203078, 1626145]",1610612756.0,PHX,pullup,,,Beal,B. Beal,,,,,Mid-Range,16-24 Left Center,17.59,Made,,,,,,,,,,,,,5.0,,,T. Jones,1626145.0,1.0
72,PT05M42.00S,2024-12-08T23:52:20.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629048,93.11760840998686,52.20588235294118,1610612753,13,14,2024-12-09T00:44:58Z,690000,False,11.0,12.0,1,right,MISS G. Bitadze cutting Layup,[1629048],1610612753.0,ORL,cutting,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,1.64,Missed,,,,,,,,,,,,,,,,,,
74,PT05M39.00S,2024-12-08T23:52:23.8Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612756,13,14,2024-12-08T23:52:26Z,710000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,,,
75,PT05M36.00S,2024-12-08T23:52:26.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626145,5.206964520367937,94.36274509803921,1610612756,13,17,2024-12-08T23:52:37Z,720000,False,-222.0,-4.0,1,left,T. Jones 3PT running (7 PTS) (D. Booker 4 AST),"[1626145, 1626164]",1610612756.0,PHX,running,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,22.18,Made,,,,,,,,,,,,,7.0,,,D. Booker,1626164.0,4.0
77,PT05M23.00S,2024-12-08T23:52:42.4Z,1,REGULAR,foul,offensive,[],1630591,,,1610612753,13,17,2024-12-08T23:53:17Z,740000,False,,,0,,J. Suggs charge offensive FOUL (1 PF),"[1630591, 203078]",1610612753.0,ORL,charge,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,202049.0,1.0,0.0,Beal,203078.0,,,,,,
79,PT05M23.00S,2024-12-08T23:52:42.4Z,1,REGULAR,turnover,offensive foul,[],1630591,,,1610612753,13,17,2024-12-08T23:52:42Z,760000,False,,,0,,J. Suggs offensive foul TURNOVER (2 TO),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2.0,,,202049.0,,,,,,,,,,
80,PT05M23.00S,2024-12-08T23:52:49.4Z,1,REGULAR,substitution,out,[],1626220,,,1610612756,13,17,2024-12-08T23:53:11Z,770000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M23.00S,2024-12-08T23:52:49.4Z,1,REGULAR,substitution,out,[],203486,,,1610612756,13,17,2024-12-08T23:53:11Z,780000,False,,,0,,SUB out: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M23.00S,2024-12-08T23:52:49.4Z,1,REGULAR,substitution,in,[],1642345,,,1610612756,13,17,2024-12-08T23:53:11Z,790000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M23.00S,2024-12-08T23:52:49.4Z,1,REGULAR,substitution,in,[],1628960,,,1610612756,13,17,2024-12-08T23:53:11Z,800000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M09.00S,2024-12-08T23:53:18.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626145,6.389618922470433,95.34313725490196,1610612756,13,20,2024-12-08T23:53:32Z,810000,False,-227.0,8.0,1,left,T. Jones 3PT  (10 PTS) (D. Booker 5 AST),"[1626145, 1626164]",1610612756.0,PHX,,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,22.68,Made,,,,,,,,,,,,,10.0,,,D. Booker,1626164.0,5.0
86,PT04M46.00S,2024-12-08T23:53:42.0Z,1,REGULAR,turnover,bad pass,[],1630591,,,1610612753,13,20,2024-12-09T00:09:35Z,830000,False,,,0,,J. Suggs bad pass TURNOVER (3 TO),"[1630591, 1626164]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Left Center,,,,,,,3.0,Booker,1626164.0,,,,,,,,,,,
