actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
2,PT12M00.00S,2024-12-08T23:40:46.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-08T23:40:46Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-12-08T23:40:49.3Z,1,REGULAR,jumpball,recovered,[],203484,,,1610612753,0,0,2024-12-08T23:40:49Z,40000,False,,,0,,Jump Ball G. Bitadze vs. M. Plumlee: Tip to K. Caldwell-Pope,"[203484, 1629048, 203486]",1610612753.0,ORL,startperiod,K. Caldwell-Pope,203484.0,Caldwell-Pope,K. Caldwell-Pope,Bitadze,1629048.0,Plumlee,203486.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2024-12-08T23:41:01.4Z,1,REGULAR,3pt,Jump Shot,[],203484,74.98357424441524,86.02941176470588,1610612753,0,0,2024-12-08T23:41:10Z,70000,False,180.0,183.0,1,right,MISS K. Caldwell-Pope 25' 3PT,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,25.65,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2024-12-08T23:41:08.4Z,1,REGULAR,rebound,defensive,[],203078,,,1610612756,0,0,2024-12-08T23:41:10Z,80000,False,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M37.00S,2024-12-08T23:41:08.3Z,1,REGULAR,turnover,lost ball,[],203078,,,1610612756,0,0,2024-12-08T23:41:16Z,90000,False,,,0,,B. Beal lost ball TURNOVER (1 TO),"[203078, 1630591]",1610612756.0,PHX,,,,Beal,B. Beal,,,,,Mid-Range,16-24 Left Center,,,,,,,1.0,Suggs,1630591.0,,,,,,,,,,,
10,PT11M37.00S,2024-12-08T23:41:08.3Z,1,REGULAR,steal,,[],1630591,,,1610612753,0,0,2024-12-08T23:41:10Z,100000,False,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
11,PT11M33.00S,2024-12-08T23:41:12.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630591,80.76544021024968,28.186274509803923,1610612753,0,0,2024-12-08T23:41:39Z,110000,False,-109.0,128.0,1,right,MISS J. Suggs 16' turnaround fadeaway Shot,[1630591],1610612753.0,ORL,turnaround fadeaway,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Left Center,16.84,Missed,,,,,,,,,,,,,,,,,,
12,PT11M31.00S,2024-12-08T23:41:14.5Z,1,REGULAR,rebound,defensive,[],203486,,,1610612756,0,0,2024-12-08T23:41:14Z,120000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Left Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT11M12.00S,2024-12-08T23:41:49.9Z,1,REGULAR,turnover,bad pass,[],1626220,,,1610612756,0,0,2024-12-08T23:41:54Z,140000,False,,,0,,R. O'Neale bad pass TURNOVER (1 TO),"[1626220, 203484]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Mid-Range,16-24 Center,,,,,,,1.0,Caldwell-Pope,203484.0,,,,,,,,,,,
15,PT11M12.00S,2024-12-08T23:41:49.9Z,1,REGULAR,steal,,[],203484,,,1610612753,0,0,2024-12-08T23:41:51Z,150000,False,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
16,PT11M05.00S,2024-12-08T23:41:57.1Z,1,REGULAR,turnover,bad pass,[],1628976,,,1610612753,0,0,2024-12-08T23:42:01Z,160000,False,,,0,,W. Carter Jr. bad pass TURNOVER (1 TO),"[1628976, 203078]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,Beal,203078.0,,,,,,,,,,,
17,PT11M05.00S,2024-12-08T23:41:57.1Z,1,REGULAR,steal,,[],203078,,,1610612756,0,0,2024-12-08T23:41:59Z,170000,False,,,0,,B. Beal STEAL (1 STL),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
18,PT10M57.00S,2024-12-08T23:42:06.2Z,1,REGULAR,foul,personal,['2freethrow'],1641783,,,1610612756,0,0,2024-12-08T23:42:20Z,180000,False,,,0,,T. da Silva shooting personal FOUL (1 PF) (Jones 2 FT),"[1641783, 1626145]",1610612753.0,ORL,shooting,,,da Silva,T. da Silva,,,,,Mid-Range,8-16 Right,,,,,,,,,,202049.0,1.0,0.0,Jones,1626145.0,,,,,,
20,PT10M57.00S,2024-12-08T23:42:30.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626145,,,1610612756,0,1,2024-12-08T23:42:30Z,200000,False,,,0,,T. Jones Free Throw 1 of 2 (1 PTS),[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
21,PT10M57.00S,2024-12-08T23:42:45.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626145,,,1610612756,0,2,2024-12-08T23:42:45Z,210000,False,,,0,,T. Jones Free Throw 2 of 2 (2 PTS),[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
22,PT10M42.00S,2024-12-08T23:43:05.0Z,1,REGULAR,foul,personal,['2freethrow'],203078,,,1610612753,0,2,2024-12-08T23:43:19Z,220000,False,,,0,,B. Beal shooting personal FOUL (1 PF) (Suggs 2 FT),"[203078, 1630591]",1610612756.0,PHX,shooting,,,Beal,B. Beal,,,,,Mid-Range,8-16 Right,,,,,,,,,,202049.0,1.0,0.0,Suggs,1630591.0,,,,,,
24,PT10M42.00S,2024-12-08T23:43:35.5Z,1,REGULAR,freethrow,1 of 2,[],1630591,,,1610612753,1,2,2024-12-08T23:43:35Z,240000,False,,,0,,J. Suggs Free Throw 1 of 2 (1 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
25,PT10M42.00S,2024-12-08T23:43:57.8Z,1,REGULAR,freethrow,2 of 2,[],1630591,,,1610612753,2,2,2024-12-08T23:43:57Z,250000,False,,,0,,J. Suggs Free Throw 2 of 2 (2 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
26,PT10M29.00S,2024-12-08T23:44:11.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,9.543363994743759,57.35294117647059,1610612756,2,2,2024-12-08T23:44:17Z,260000,False,-37.0,37.0,1,left,MISS T. Jones driving floating Shot,[1626145],1610612756.0,PHX,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.23,Missed,,,,,,,,,,,,,,,,,,
27,PT10M27.00S,2024-12-08T23:44:13.9Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,2,2,2024-12-08T23:44:17Z,270000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,
28,PT10M18.00S,2024-12-08T23:44:23.1Z,1,REGULAR,turnover,lost ball,[],1630591,,,1610612753,2,2,2024-12-08T23:44:27Z,280000,False,,,0,,J. Suggs lost ball TURNOVER (1 TO),"[1630591, 203486]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,Plumlee,203486.0,,,,,,,,,,,
