actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-26T00:11:05.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-26T00:11:05Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-01-26T00:11:08.0Z,1,REGULAR,jumpball,recovered,[],1630591,,,1610612753,0,0,2025-01-26T00:11:08Z,40000,False,,,0,,Jump Ball W. Carter Jr. vs. J. Duren: Tip to J. Suggs,"[1630591, 1628976, 1631105]",1610612753.0,ORL,startperiod,J. Suggs,1630591.0,Suggs,J. Suggs,Carter Jr.,1628976.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2025-01-26T00:11:26.6Z,1,REGULAR,2pt,Jump Shot,[],1630532,17.821944809461236,30.14705882352941,1610612753,0,0,2025-01-26T00:12:03Z,70000,False,99.0,115.0,1,left,MISS F. Wagner 15' turnaround Shot,[1630532],1610612753.0,ORL,turnaround,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Right,15.19,Missed,,,,,,,,,,,,,,,,,,
11,PT11M35.00S,2025-01-26T00:11:29.6Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,0,0,2025-01-26T00:38:00Z,80000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Mid-Range,8-16 Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
8,PT11M35.00S,2025-01-26T00:12:01.1Z,1,REGULAR,jumpball,recovered,[],203484,,,1610612765,0,0,2025-01-26T00:38:00Z,90000,False,,,0,,Jump Ball W. Carter Jr. vs. T. Harris: Tip to K. Caldwell-Pope,"[203484, 1628976, 202699]",1610612753.0,ORL,heldball,K. Caldwell-Pope,203484.0,Caldwell-Pope,K. Caldwell-Pope,Carter Jr.,1628976.0,Harris,202699.0,,,,,,,,,,,,,,,,,,,,,,
145,PT11M35.00S,2025-01-26T00:12:05.3Z,1,REGULAR,turnover,lost ball,[],202699,,,1610612765,0,0,2025-01-26T00:38:25Z,115000,False,,,0,,T. Harris lost ball TURNOVER (1 TO),"[202699, 1628976]",1610612765.0,DET,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,1.0,Carter Jr.,1628976.0,,,,,,,,,,,
146,PT11M35.00S,2025-01-26T00:12:05.3Z,1,REGULAR,steal,,[],1628976,,,1610612753,0,0,2025-01-26T00:38:25Z,117500,False,,,0,,W. Carter Jr. STEAL (1 STL),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M18.00S,2025-01-26T00:12:42.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631094,30.436925098554536,21.323529411764707,1610612753,0,0,2025-01-26T00:38:25Z,130000,False,143.0,234.0,1,left,MISS P. Banchero 27' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,27.41,Missed,,,,,,,,,,,,,,,,,,
14,PT11M15.00S,2025-01-26T00:12:45.0Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,0,0,2025-01-26T00:12:46Z,140000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT11M09.00S,2025-01-26T00:12:51.9Z,1,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612765,0,0,2025-01-26T00:13:04Z,150000,False,,,0,,W. Carter Jr. shooting personal FOUL (1 PF) (Thompson 2 FT),"[1628976, 1641709]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,204058.0,1.0,0.0,Thompson,1641709.0,,,,,,
