actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
88,PT05M28.00S,2025-03-05T00:24:56.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628976,7.408015768725363,50.73529411764706,1610612753,14,13,2025-03-05T00:25:01Z,870000,False,-4.0,17.0,1,left,W. Carter Jr. cutting DUNK (2 PTS) (P. Banchero 1 AST),"[1628976, 1631094]",1610612753.0,ORL,cutting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,1.75,Made,2.0,P. Banchero,1631094.0,1.0,,,,,,,,,,,,,,
90,PT05M04.00S,2025-03-05T00:25:24.8Z,1,REGULAR,turnover,out-of-bounds,[],1642266,,,1610612761,14,13,2025-03-05T00:25:41Z,890000,False,,,0,,J. Walter lost ball out-of-bounds TURNOVER (3 TO),[1642266],1610612761.0,TOR,lost ball,,,Walter,J. Walter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,3.0,,,,,,,202049.0,,,,,,
91,PT04M54.00S,2025-03-05T00:25:43.2Z,1,REGULAR,foul,personal,[],1642347,,,1610612753,14,13,2025-03-05T00:26:02Z,900000,False,,,0,,J. Shead personal FOUL (1 PF),"[1642347, 1628976]",1610612761.0,TOR,,,,Shead,J. Shead,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,202037.0,1.0,0.0,Carter Jr.,1628976.0,,
93,PT04M54.00S,2025-03-05T00:25:58.9Z,1,REGULAR,substitution,out,[],203484,,,1610612753,14,13,2025-03-05T00:26:01Z,920000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M54.00S,2025-03-05T00:25:58.9Z,1,REGULAR,substitution,in,[],1641710,,,1610612753,14,13,2025-03-05T00:26:01Z,930000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M39.00S,2025-03-05T00:26:36.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641724,10.298948751642584,95.83333333333333,1610612753,14,13,2025-03-05T00:26:40Z,950000,False,-229.0,44.0,1,left,MISS J. Howard 3PT,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,Left Corner 3,24+ Left,23.34,Missed,,,,,,,,,,,,,,,,,,
97,PT04M36.00S,2025-03-05T00:26:39.4Z,1,REGULAR,rebound,defensive,[],1642367,,,1610612761,14,13,2025-03-05T00:26:40Z,960000,False,,,0,,J. Mogbo REBOUND (Off:0 Def:1),[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,Left Corner 3,24+ Left,,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,
98,PT04M33.00S,2025-03-05T00:26:41.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1642266,93.87319316688567,48.774509803921575,1610612761,14,15,2025-03-05T00:26:49Z,970000,False,-6.0,5.0,1,right,J. Walter running DUNK (6 PTS) (R. Barrett 3 AST),"[1642266, 1629628]",1610612761.0,TOR,running,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,0.8,Made,6.0,R. Barrett,1629628.0,3.0,,,,,,,,,,,,,,
100,PT04M14.00S,2025-03-05T00:27:01.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,6.619579500657039,50.73529411764706,1610612753,14,15,2025-03-05T00:27:07Z,990000,False,-4.0,10.0,1,left,MISS P. Banchero driving reverse Layup,[1631094],1610612753.0,ORL,driving reverse,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.04,Missed,,,,,,,,,,,,,,,,,,
101,PT04M12.00S,2025-03-05T00:27:03.3Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,14,15,2025-03-05T00:27:03Z,1000000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,100.0,2.0,1.0,1.0,,,,,,,,,
102,PT04M10.00S,2025-03-05T00:27:05.3Z,1,REGULAR,turnover,bad pass,[],1628976,,,1610612753,14,15,2025-03-05T00:27:13Z,1010000,False,,,0,,W. Carter Jr. bad pass TURNOVER (1 TO),"[1628976, 1642266]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,1.0,,,,,Walter,1642266.0,,,,,,,
103,PT04M10.00S,2025-03-05T00:27:05.3Z,1,REGULAR,steal,,[],1642266,,,1610612761,14,15,2025-03-05T00:27:07Z,1020000,False,,,0,,J. Walter STEAL (1 STL),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
104,PT03M58.00S,2025-03-05T00:27:16.7Z,1,REGULAR,turnover,lost ball,[],1631115,,,1610612761,14,15,2025-03-05T00:27:20Z,1030000,False,,,0,,O. Robinson lost ball TURNOVER (1 TO),"[1631115, 1641724]",1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,Mid-Range,16-24 Center,,,,,,,1.0,,,,,Howard,1641724.0,,,,,,,
105,PT03M58.00S,2025-03-05T00:27:16.7Z,1,REGULAR,steal,,[],1641724,,,1610612753,14,15,2025-03-05T00:27:18Z,1040000,False,,,0,,J. Howard STEAL (1 STL),[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
106,PT03M52.00S,2025-03-05T00:27:22.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641783,7.145203679369246,5.14705882352942,1610612753,17,15,2025-03-05T00:27:28Z,1050000,False,224.0,15.0,1,left,T. da Silva 3PT running (3 PTS) (P. Banchero 2 AST),"[1641783, 1631094]",1610612753.0,ORL,running,,,da Silva,T. da Silva,,,,,Right Corner 3,24+ Right,22.48,Made,3.0,P. Banchero,1631094.0,2.0,,,,,,,,,,,,,,
108,PT03M38.00S,2025-03-05T00:27:39.2Z,1,REGULAR,foul,personal,[],1641783,,,1610612761,17,15,2025-03-05T00:28:36Z,1070000,False,,,0,,T. da Silva personal FOUL (1 PF),"[1641783, 1631115]",1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,202037.0,1.0,0.0,Robinson,1631115.0,,
110,PT03M38.00S,2025-03-05T00:27:49.7Z,1,REGULAR,substitution,out,[],1631094,,,1610612761,17,15,2025-03-05T00:28:04Z,1090000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M38.00S,2025-03-05T00:27:49.7Z,1,REGULAR,substitution,out,[],1628976,,,1610612761,17,15,2025-03-05T00:28:04Z,1100000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M38.00S,2025-03-05T00:27:49.7Z,1,REGULAR,substitution,in,[],1628371,,,1610612761,17,15,2025-03-05T00:28:04Z,1110000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M38.00S,2025-03-05T00:27:49.7Z,1,REGULAR,substitution,in,[],1629048,,,1610612761,17,15,2025-03-05T00:28:04Z,1120000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M38.00S,2025-03-05T00:27:49.7Z,1,REGULAR,substitution,out,[],1642266,,,1610612761,17,15,2025-03-05T00:30:52Z,1125000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M38.00S,2025-03-05T00:27:49.7Z,1,REGULAR,substitution,in,[],1630639,,,1610612761,17,15,2025-03-05T00:30:52Z,1127500,False,,,0,,SUB in: A. Lawson,[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M30.00S,2025-03-05T00:28:18.5Z,1,REGULAR,2pt,Jump Shot,[],1642347,80.33837056504599,71.81372549019608,1610612761,17,15,2025-03-05T00:32:49Z,1130000,False,109.0,132.0,1,right,MISS J. Shead 17' driving floating Shot,[1642347],1610612761.0,TOR,driving floating,,,Shead,J. Shead,,,,,Mid-Range,16-24 Right Center,17.15,Missed,,,,,,,,,,,,,,,,,,
115,PT03M30.00S,2025-03-05T00:28:21.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,17,15,2025-03-05T00:28:21Z,1140000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,114.0,,,,,,,,,,,,
116,PT03M30.00S,2025-03-05T00:28:22.2Z,1,REGULAR,turnover,traveling,[],1642347,,,1610612761,17,15,2025-03-05T00:28:49Z,1150000,False,,,0,,J. Shead traveling TURNOVER (1 TO),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Mid-Range,8-16 Right,,,,,,,1.0,,,,,,,202037.0,,,,,,
117,PT03M18.00S,2025-03-05T00:28:38.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641710,33.6892247043364,51.22549019607843,1610612753,17,15,2025-03-05T00:33:05Z,1160000,False,-6.0,264.0,1,left,MISS A. Black 26' pullup 3PT,[1641710],1610612753.0,ORL,pullup,,,Black,A. Black,,,,,Above the Break 3,24+ Center,26.43,Missed,,,,,,,,,,,,,,,,,,
118,PT03M16.00S,2025-03-05T00:28:40.8Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,17,15,2025-03-05T00:28:42Z,1170000,False,,,0,,R. Barrett REBOUND (Off:0 Def:3),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,,,,,,117.0,3.0,3.0,0.0,,,,,,,,,
119,PT03M03.00S,2025-03-05T00:28:53.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642347,85.46320630749014,60.049019607843135,1610612761,17,15,2025-03-05T00:28:59Z,1180000,False,50.0,84.0,1,right,MISS J. Shead 9' driving floating bank Shot,[1642347],1610612761.0,TOR,driving floating bank,,,Shead,J. Shead,,,,,In The Paint (Non-RA),8-16 Center,9.79,Missed,,,,,,,,,,,,,,,,,,
120,PT03M00.00S,2025-03-05T00:28:56.2Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,17,15,2025-03-05T00:28:59Z,1190000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,119.0,1.0,1.0,0.0,,,,,,,,,
122,PT02M49.00S,2025-03-05T00:29:19.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,17,15,2025-03-05T00:29:19Z,1210000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M49.00S,2025-03-05T00:30:58.2Z,1,REGULAR,substitution,out,[],1641724,,,1610612753,17,15,2025-03-05T00:31:57Z,1220000,False,,,0,,SUB out: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M49.00S,2025-03-05T00:30:58.2Z,1,REGULAR,substitution,out,[],1629628,,,1610612753,17,15,2025-03-05T00:31:57Z,1230000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M49.00S,2025-03-05T00:30:58.2Z,1,REGULAR,substitution,out,[],1642347,,,1610612753,17,15,2025-03-05T00:31:57Z,1240000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M49.00S,2025-03-05T00:30:58.2Z,1,REGULAR,substitution,in,[],1630532,,,1610612753,17,15,2025-03-05T00:31:57Z,1250000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M49.00S,2025-03-05T00:30:58.2Z,1,REGULAR,substitution,in,[],1630567,,,1610612753,17,15,2025-03-05T00:31:57Z,1260000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M49.00S,2025-03-05T00:30:58.2Z,1,REGULAR,substitution,in,[],1630193,,,1610612753,17,15,2025-03-05T00:31:57Z,1270000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M39.00S,2025-03-05T00:32:23.7Z,1,REGULAR,3pt,Jump Shot,[],1630532,29.61563731931669,72.79411764705883,1610612753,20,15,2025-03-05T00:34:16Z,1280000,False,-114.0,226.0,1,left,F. Wagner 25' 3PT pullup (5 PTS) (G. Bitadze 1 AST),"[1630532, 1629048]",1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,25.3,Made,5.0,G. Bitadze,1629048.0,1.0,,,,,,,,,,,,,,
133,PT02M16.00S,2025-03-05T00:32:45.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642367,92.95335085413929,45.833333333333336,1610612761,20,15,2025-03-05T00:32:51Z,1300000,False,-21.0,14.0,1,right,MISS J. Mogbo driving Layup - blocked,"[1642367, 1628371]",1610612761.0,TOR,driving,,,Mogbo,J. Mogbo,,,,,Restricted Area,0-8 Center,2.49,Missed,,,,,,,,,,,,,,,,,Isaac,1628371.0
134,PT02M16.00S,2025-03-05T00:32:45.9Z,1,REGULAR,block,,[],1628371,,,1610612761,20,15,2025-03-05T00:32:48Z,1310000,False,,,0,,J. Isaac BLOCK (1 BLK),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
135,PT02M13.00S,2025-03-05T00:32:48.9Z,1,REGULAR,rebound,offensive,[],1631115,,,1610612761,20,15,2025-03-05T00:32:51Z,1320000,False,,,0,,O. Robinson REBOUND (Off:1 Def:0),[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,133.0,1.0,0.0,1.0,,,,,,,,,
136,PT02M12.00S,2025-03-05T00:32:50.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631115,91.72141918528253,50.74678308823529,1610612761,20,15,2025-03-05T00:35:47Z,1330000,False,4.0,25.0,1,right,MISS O. Robinson putback Layup - blocked,"[1631115, 1628371]",1610612761.0,TOR,putback,,,Robinson,O. Robinson,,,,,Restricted Area,0-8 Center,2.56,Missed,,,,,,,,,,,,,,,,,Isaac,1628371.0
137,PT02M12.00S,2025-03-05T00:32:50.1Z,1,REGULAR,block,,[],1628371,,,1610612761,20,15,2025-03-05T00:32:53Z,1340000,False,,,0,,J. Isaac BLOCK (2 BLK),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
138,PT02M12.00S,2025-03-05T00:32:50.1Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,20,15,2025-03-05T00:32:56Z,1350000,False,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,136.0,2.0,2.0,0.0,,,,,,,,,
139,PT02M09.00S,2025-03-05T00:32:53.9Z,1,REGULAR,turnover,lost ball,[],1630532,,,1610612753,20,15,2025-03-05T00:33:03Z,1360000,False,,,0,,F. Wagner lost ball TURNOVER (1 TO),"[1630532, 1630567]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,,,Barnes,1630567.0,,,,,,,
140,PT02M09.00S,2025-03-05T00:32:53.9Z,1,REGULAR,steal,,[],1630567,,,1610612761,20,15,2025-03-05T00:32:55Z,1370000,False,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
141,PT02M06.00S,2025-03-05T00:32:56.7Z,1,REGULAR,turnover,bad pass,[],1631115,,,1610612761,20,15,2025-03-05T00:33:14Z,1380000,False,,,0,,O. Robinson bad pass TURNOVER (2 TO),"[1631115, 1641710]",1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,Above the Break 3,24+ Center,,,,,,,2.0,,,,,Black,1641710.0,,,,,,,
142,PT02M06.00S,2025-03-05T00:32:56.7Z,1,REGULAR,steal,,[],1641710,,,1610612753,20,15,2025-03-05T00:32:59Z,1390000,False,,,0,,A. Black STEAL (1 STL),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
143,PT01M56.00S,2025-03-05T00:33:08.6Z,1,REGULAR,foul,personal,[],1630567,,,1610612753,20,15,2025-03-05T00:33:21Z,1400000,False,,,0,,S. Barnes personal FOUL (1 PF),"[1630567, 1630532]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,202049.0,1.0,0.0,Wagner,1630532.0,,
145,PT01M49.00S,2025-03-05T00:33:39.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630532,7.227332457293031,42.133884803921575,1610612753,20,15,2025-03-05T00:37:11Z,1420000,False,39.0,15.0,1,left,MISS F. Wagner driving bank Hook,[1630532],1610612753.0,ORL,driving bank,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,4.22,Missed,,,,,,,,,,,,,,,,,,
146,PT01M45.00S,2025-03-05T00:33:43.7Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,20,15,2025-03-05T00:33:46Z,1430000,False,,,0,,S. Barnes REBOUND (Off:1 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,145.0,4.0,3.0,1.0,,,,,,,,,
147,PT01M41.00S,2025-03-05T00:33:49.9Z,1,REGULAR,turnover,traveling,[],1630567,,,1610612761,20,15,2025-03-05T00:33:58Z,1440000,False,,,0,,S. Barnes traveling TURNOVER (1 TO),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,,,,,,,1627519.0,,,,,,
148,PT01M24.00S,2025-03-05T00:34:22.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641710,17.789093298291732,93.87254901960785,1610612753,20,15,2025-03-05T00:34:26Z,1450000,False,-219.0,115.0,1,left,MISS A. Black 24' 3PT,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Left Center,24.76,Missed,,,,,,,,,,,,,,,,,,
149,PT01M21.00S,2025-03-05T00:34:25.5Z,1,REGULAR,rebound,defensive,[],1630639,,,1610612761,20,15,2025-03-05T00:34:26Z,1460000,False,,,0,,A. Lawson REBOUND (Off:0 Def:1),[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,Above the Break 3,24+ Left Center,,,,,,,,148.0,1.0,1.0,0.0,,,,,,,,,
150,PT01M14.00S,2025-03-05T00:34:32.4Z,1,REGULAR,3pt,Jump Shot,[],1630193,68.64323258869908,25.735294117647058,1610612761,20,15,2025-03-05T00:34:39Z,1470000,False,-121.0,242.0,1,right,MISS I. Quickley 27' step back 3PT,[1630193],1610612761.0,TOR,step back,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,27.1,Missed,,,,,,,,,,,,,,,,,,
151,PT01M11.00S,2025-03-05T00:34:35.4Z,1,REGULAR,rebound,defensive,[],1628371,,,1610612753,20,15,2025-03-05T00:34:39Z,1480000,False,,,0,,J. Isaac REBOUND (Off:0 Def:1),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Left Center,,,,,,,,150.0,1.0,1.0,0.0,,,,,,,,,
152,PT01M02.00S,2025-03-05T00:34:44.6Z,1,REGULAR,3pt,Jump Shot,[],1630532,29.352825229960573,26.960784313725497,1610612753,20,15,2025-03-05T00:38:18Z,1490000,False,115.0,223.0,1,left,MISS F. Wagner 25' pullup 3PT - blocked,"[1630532, 1630639]",1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,25.14,Missed,,,,,,,,,,,,,,,,,Lawson,1630639.0
153,PT01M02.00S,2025-03-05T00:34:44.6Z,1,REGULAR,block,,[],1630639,,,1610612753,20,15,2025-03-05T00:34:47Z,1500000,False,,,0,,A. Lawson BLOCK (1 BLK),[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
154,PT00M59.30S,2025-03-05T00:34:47.3Z,1,REGULAR,rebound,defensive,[],1630639,,,1610612761,20,15,2025-03-05T00:34:50Z,1510000,False,,,0,,A. Lawson REBOUND (Off:0 Def:2),[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,Above the Break 3,24+ Right Center,,,,,,,,152.0,2.0,2.0,0.0,,,,,,,,,
155,PT00M58.30S,2025-03-05T00:34:50.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630639,94.53022339027595,51.470588235294116,1610612761,20,17,2025-03-05T00:39:04Z,1520000,False,7.0,-1.0,1,right,A. Lawson driving Layup (2 PTS),[1630639],1610612761.0,TOR,driving,,,Lawson,A. Lawson,,,,,Restricted Area,0-8 Center,0.75,Made,2.0,,,,,,,,,,,,,,,,,
157,PT00M58.30S,2025-03-05T00:35:01.9Z,1,REGULAR,violation,defensive goaltending,[],1629048,,,1610612761,20,17,2025-03-05T00:35:08Z,1540000,False,,,0,,G. Bitadze defensive goaltending VIOLATION,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,202049.0,,,,,,
158,PT00M39.40S,2025-03-05T00:35:24.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630193,,,1610612753,20,17,2025-03-05T00:35:33Z,1550000,False,,,0,,I. Quickley shooting personal FOUL (1 PF) (Bitadze 2 FT),"[1630193, 1629048]",1610612761.0,TOR,shooting,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,202049.0,1.0,0.0,Bitadze,1629048.0,,
160,PT00M39.40S,2025-03-05T00:36:01.5Z,1,REGULAR,freethrow,1 of 2,[],1629048,,,1610612753,20,17,2025-03-05T00:36:01Z,1570000,False,,,0,,MISS G. Bitadze Free Throw 1 of 2,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
161,PT00M39.40S,2025-03-05T00:36:01.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,20,17,2025-03-05T00:36:01Z,1580000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,160.0,,,,,,,,,,,,
162,PT00M39.40S,2025-03-05T00:36:02.5Z,1,REGULAR,substitution,out,[],1631115,,,1610612753,20,17,2025-03-05T00:36:07Z,1590000,False,,,0,,SUB out: O. Robinson,[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M39.40S,2025-03-05T00:36:02.5Z,1,REGULAR,substitution,in,[],1627751,,,1610612753,20,17,2025-03-05T00:36:07Z,1600000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M39.40S,2025-03-05T00:36:25.1Z,1,REGULAR,freethrow,2 of 2,[],1629048,,,1610612753,21,17,2025-03-05T00:36:25Z,1610000,False,,,0,,G. Bitadze Free Throw 2 of 2 (1 PTS),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
165,PT00M34.00S,2025-03-05T00:36:33.2Z,1,REGULAR,3pt,Jump Shot,[],1630567,66.14651773981603,45.34313725490197,1610612761,21,17,2025-03-05T00:39:51Z,1620000,False,-23.0,266.0,1,right,MISS S. Barnes 26' pullup 3PT,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,26.67,Missed,,,,,,,,,,,,,,,,,,
166,PT00M31.30S,2025-03-05T00:36:35.9Z,1,REGULAR,rebound,offensive,[],1642367,,,1610612761,21,17,2025-03-05T00:36:52Z,1630000,False,,,0,,J. Mogbo REBOUND (Off:1 Def:1),[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,Above the Break 3,24+ Center,,,,,,,,165.0,2.0,1.0,1.0,,,,,,,,,
168,PT00M27.80S,2025-03-05T00:36:57.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,92.29632063074901,49.01960784313726,1610612761,21,19,2025-03-05T00:37:02Z,1650000,False,-5.0,20.0,1,right,J. Poeltl Layup (4 PTS) (S. Barnes 2 AST),"[1627751, 1630567]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,2.05,Made,4.0,S. Barnes,1630567.0,2.0,,,,,,,,,,,,,,
170,PT00M13.00S,2025-03-05T00:37:16.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630567,,,1610612753,21,19,2025-03-05T00:37:25Z,1670000,False,,,0,,S. Barnes shooting personal FOUL (2 PF) (Wagner 2 FT),"[1630567, 1630532]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202037.0,2.0,0.0,Wagner,1630532.0,,
172,PT00M13.00S,2025-03-05T00:37:48.7Z,1,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,21,19,2025-03-05T00:37:48Z,1690000,False,,,0,,MISS F. Wagner Free Throw 1 of 2,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
