actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
85,PT05M22.00S,2025-03-24T23:24:38.4Z,1,REGULAR,substitution,in,[],1641710,,,1610612747,16,19,2025-03-24T23:24:50Z,830000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M22.00S,2025-03-24T23:24:38.4Z,1,REGULAR,substitution,in,[],1629060,,,1610612747,16,19,2025-03-24T23:24:50Z,840000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M22.00S,2025-03-24T23:24:17.3Z,1,REGULAR,freethrow,3 of 3,['fastbreak'],1629029,,,1610612747,16,19,2025-03-24T23:25:06Z,850000,False,,,0,,MISS L. Dončić Free Throw 3 of 3,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
88,PT05M19.00S,2025-03-24T23:24:20.3Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,16,19,2025-03-24T23:25:06Z,860000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,87.0,3.0,2.0,1.0,,,,,,,,,,,,
89,PT05M05.00S,2025-03-24T23:25:19.4Z,1,REGULAR,3pt,Jump Shot,[],1631216,30.699737187910642,30.392156862745097,1610612753,16,19,2025-03-24T23:25:23Z,870000,False,98.0,236.0,1,left,MISS C. Houstan 25' 3PT,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Right Center,,,25.56,Missed,,,,,,,,,,,,,,,,
90,PT05M02.00S,2025-03-24T23:25:22.4Z,1,REGULAR,rebound,offensive,[],1631216,,,1610612753,16,19,2025-03-24T23:25:23Z,880000,False,,,0,,C. Houstan REBOUND (Off:1 Def:0),[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Right Center,,,,,89.0,1.0,0.0,1.0,,,,,,,,,,,,
91,PT05M00.00S,2025-03-24T23:25:24.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631094,32.14520367936925,37.5,1610612753,16,19,2025-03-24T23:25:53Z,890000,False,62.0,250.0,1,left,MISS P. Banchero 25' step back 3PT,[1631094],1610612753.0,ORL,step back,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,25.74,Missed,,,,,,,,,,,,,,,,
92,PT04M55.00S,2025-03-24T23:25:29.5Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,16,19,2025-03-24T23:25:29Z,900000,False,,,0,,L. Dončić REBOUND (Off:0 Def:3),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Center,,,,,91.0,3.0,3.0,0.0,,,,,,,,,,,,
93,PT04M49.00S,2025-03-24T23:25:35.3Z,1,REGULAR,3pt,Jump Shot,[],1629029,66.83639947437582,74.75490196078431,1610612747,16,22,2025-03-24T23:26:05Z,910000,False,124.0,259.0,1,right,L. Dončić 28' 3PT pullup (9 PTS),[1629029],1610612747.0,LAL,pullup,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,,,28.72,Made,,,,,9.0,,,,,,,,,,,
94,PT04M22.00S,2025-03-24T23:26:02.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631216,10.85742444152431,52.20588235294118,1610612753,18,22,2025-03-24T23:26:44Z,920000,False,-11.0,50.0,1,left,C. Houstan cutting Layup (2 PTS) (A. Black 1 AST),"[1631216, 1641710]",1610612753.0,ORL,cutting,,,Houstan,C. Houstan,,,,,In The Paint (Non-RA),0-8 Center,,,5.08,Made,,,,,2.0,A. Black,1641710.0,1.0,,,,,,,,
96,PT03M58.00S,2025-03-24T23:26:26.5Z,1,REGULAR,3pt,Jump Shot,[],1629029,64.07687253613666,69.85294117647058,1610612747,18,22,2025-03-24T23:26:30Z,940000,False,99.0,285.0,1,right,MISS L. Dončić 30' 3PT,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,,,30.2,Missed,,,,,,,,,,,,,,,,
97,PT03M55.00S,2025-03-24T23:26:29.5Z,1,REGULAR,rebound,defensive,[],203484,,,1610612753,18,22,2025-03-24T23:26:30Z,950000,False,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:1),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,,,,,96.0,2.0,1.0,1.0,,,,,,,,,,,,
99,PT03M44.00S,2025-03-24T23:26:45.5Z,1,REGULAR,substitution,out,[],203484,,,1610612753,18,22,2025-03-24T23:27:04Z,970000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M44.00S,2025-03-24T23:26:45.5Z,1,REGULAR,substitution,out,[],1628976,,,1610612753,18,22,2025-03-24T23:27:04Z,980000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M44.00S,2025-03-24T23:26:45.5Z,1,REGULAR,substitution,out,[],1630559,,,1610612753,18,22,2025-03-24T23:27:04Z,990000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M44.00S,2025-03-24T23:26:45.5Z,1,REGULAR,substitution,out,[],1627827,,,1610612753,18,22,2025-03-24T23:27:04Z,1000000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M44.00S,2025-03-24T23:26:45.5Z,1,REGULAR,substitution,in,[],1628371,,,1610612753,18,22,2025-03-24T23:27:04Z,1010000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M44.00S,2025-03-24T23:26:45.5Z,1,REGULAR,substitution,in,[],203914,,,1610612753,18,22,2025-03-24T23:27:04Z,1020000,False,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M44.00S,2025-03-24T23:26:45.5Z,1,REGULAR,substitution,in,[],1629020,,,1610612753,18,22,2025-03-24T23:27:04Z,1030000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M44.00S,2025-03-24T23:26:45.5Z,1,REGULAR,substitution,in,[],1629216,,,1610612753,18,22,2025-03-24T23:27:04Z,1040000,False,,,0,,SUB in: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M40.00S,2025-03-24T23:27:09.3Z,1,REGULAR,3pt,Jump Shot,[],1631216,15.325229960578188,94.6078431372549,1610612753,21,22,2025-03-24T23:27:13Z,1050000,False,-223.0,92.0,1,left,C. Houstan 24' 3PT  (5 PTS) (A. Black 2 AST),"[1631216, 1641710]",1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Left,,,24.11,Made,,,,,5.0,A. Black,1641710.0,2.0,,,,,,,,
109,PT03M19.00S,2025-03-24T23:27:30.1Z,1,REGULAR,3pt,Jump Shot,[],1629216,82.86793692509855,4.901960784313726,1610612747,21,22,2025-03-24T23:27:35Z,1070000,False,-225.0,109.0,1,right,MISS G. Vincent 25' 3PT,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,,,25.02,Missed,,,,,,,,,,,,,,,,
110,PT03M16.00S,2025-03-24T23:27:33.1Z,1,REGULAR,rebound,offensive,[],1629060,,,1610612747,21,22,2025-03-24T23:27:35Z,1080000,False,,,0,,R. Hachimura REBOUND (Off:1 Def:0),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,,,,,109.0,1.0,0.0,1.0,,,,,,,,,,,,
111,PT03M10.00S,2025-03-24T23:27:39.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629029,79.31997371879106,58.57843137254902,1610612747,21,24,2025-03-24T23:27:45Z,1090000,False,43.0,142.0,1,right,L. Dončić 14' turnaround fadeaway Jump Shot (11 PTS),[1629029],1610612747.0,LAL,turnaround fadeaway,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Center,,,14.82,Made,,,,,11.0,,,,,,,,,,,
113,PT02M53.00S,2025-03-24T23:28:13.1Z,1,REGULAR,foul,personal,[],1629029,,,1610612753,21,24,2025-03-24T23:28:23Z,1110000,False,,,0,,L. Dončić personal FOUL (1 PF),"[1629029, 1631094]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Left Center,1193.0,,,,,,,,,,,,1.0,0.0,Banchero,1631094.0,,,,
115,PT02M53.00S,2025-03-24T23:28:25.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,21,24,2025-03-24T23:28:25Z,1130000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M53.00S,2025-03-24T23:29:29.7Z,1,REGULAR,substitution,out,[],1631216,,,1610612753,21,24,2025-03-24T23:31:10Z,1140000,False,,,0,,SUB out: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M53.00S,2025-03-24T23:29:29.7Z,1,REGULAR,substitution,out,[],1631094,,,1610612753,21,24,2025-03-24T23:31:10Z,1150000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M53.00S,2025-03-24T23:29:29.7Z,1,REGULAR,substitution,out,[],1630692,,,1610612753,21,24,2025-03-24T23:31:10Z,1160000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612747.0,LAL,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M53.00S,2025-03-24T23:29:29.7Z,1,REGULAR,substitution,in,[],1630532,,,1610612753,21,24,2025-03-24T23:31:10Z,1170000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M53.00S,2025-03-24T23:29:29.7Z,1,REGULAR,substitution,in,[],1641783,,,1610612753,21,24,2025-03-24T23:31:10Z,1180000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M53.00S,2025-03-24T23:29:29.7Z,1,REGULAR,substitution,in,[],2544,,,1610612753,21,24,2025-03-24T23:31:10Z,1190000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M42.00S,2025-03-24T23:31:33.5Z,1,REGULAR,3pt,Jump Shot,[],1630532,33.196452036793694,42.15686274509804,1610612753,21,24,2025-03-24T23:33:07Z,1200000,False,39.0,260.0,1,left,MISS F. Wagner 26' pullup 3PT,[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,26.24,Missed,,,,,,,,,,,,,,,,
123,PT02M41.00S,2025-03-24T23:31:34.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,21,24,2025-03-24T23:33:07Z,1210000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Center,,,,,122.0,,,,,,,,,,,,,,,
126,PT02M40.00S,2025-03-24T23:32:10.7Z,1,REGULAR,foul,personal,[],1629020,,,1610612753,21,24,2025-03-24T23:34:26Z,1240000,False,,,0,,J. Vanderbilt personal FOUL (1 PF),"[1629020, 1628371]",1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,101283.0,,,,,,,,,,,,1.0,0.0,Isaac,1628371.0,,,,
128,PT02M39.00S,2025-03-24T23:32:46.4Z,1,REGULAR,foul,personal,[],1629020,,,1610612753,21,24,2025-03-24T23:33:53Z,1260000,False,,,0,,J. Vanderbilt personal FOUL (2 PF),"[1629020, 1630532]",1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,16-24 Right Center,1193.0,,,,,,,,,,,,2.0,0.0,Wagner,1630532.0,,,,
130,PT02M27.00S,2025-03-24T23:33:25.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630532,31.750985545335087,65.44117647058823,1610612753,21,24,2025-03-24T23:34:21Z,1280000,False,-77.0,246.0,1,left,MISS F. Wagner 25' pullup 3PT,[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,25.78,Missed,,,,,,,,,,,,,,,,
131,PT02M26.00S,2025-03-24T23:33:26.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,21,24,2025-03-24T23:33:44Z,1290000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Center,,,,,130.0,,,,,,,,,,,,,,,
132,PT02M26.00S,2025-03-24T23:33:35.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629020,,,1610612753,21,24,2025-03-24T23:34:40Z,1300000,False,,,0,,J. Vanderbilt loose ball personal FOUL (3 PF) (Isaac 2 FT),"[1629020, 1628371]",1610612747.0,LAL,loose ball,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,101283.0,,,,,,,,,,,,3.0,0.0,Isaac,1628371.0,,,,
134,PT02M26.00S,2025-03-24T23:34:07.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628371,,,1610612753,22,24,2025-03-24T23:34:07Z,1320000,False,,,0,,J. Isaac Free Throw 1 of 2 (1 PTS),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
135,PT02M26.00S,2025-03-24T23:34:27.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628371,,,1610612753,23,24,2025-03-24T23:34:27Z,1330000,False,,,0,,J. Isaac Free Throw 2 of 2 (2 PTS),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,
136,PT02M03.00S,2025-03-24T23:34:52.4Z,1,REGULAR,2pt,Layup,[],1629029,87.86136662286465,33.088235294117645,1610612747,23,24,2025-03-24T23:34:59Z,1340000,False,-85.0,62.0,1,right,MISS L. Dončić 10' driving Layup - blocked,"[1629029, 1628371]",1610612747.0,LAL,driving,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Left,,,10.47,Missed,,,,,,,,,,,,,Isaac,1628371.0,,
137,PT02M03.00S,2025-03-24T23:34:52.4Z,1,REGULAR,block,,[],1628371,,,1610612747,23,24,2025-03-24T23:34:54Z,1350000,False,,,0,,J. Isaac BLOCK (1 BLK),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
138,PT02M02.00S,2025-03-24T23:34:53.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,23,24,2025-03-24T23:34:59Z,1360000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Mid-Range,8-16 Left,,,,,136.0,,,,,,,,,,,,,,,
139,PT02M02.00S,2025-03-24T23:35:04.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612747,23,24,2025-03-24T23:35:11Z,1370000,False,,,0,,LAL shot clock Team TURNOVER,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Left Center,101283.0,,,,,,,,,,,,,,,,,,,
140,PT02M02.00S,2025-03-24T23:35:11.4Z,1,REGULAR,substitution,out,[],1629029,,,1610612753,23,24,2025-03-24T23:35:15Z,1380000,False,,,0,,SUB out: L. Dončić,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M02.00S,2025-03-24T23:35:11.4Z,1,REGULAR,substitution,in,[],1630559,,,1610612753,23,24,2025-03-24T23:35:15Z,1390000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M43.00S,2025-03-24T23:35:36.6Z,1,REGULAR,turnover,lost ball,[],1630532,,,1610612753,23,24,2025-03-24T23:35:40Z,1400000,False,,,0,,F. Wagner lost ball TURNOVER (2 TO),"[1630532, 1629216]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Left,,2.0,,,,,,,,,,,,,,,,,Vincent,1629216.0
143,PT01M43.00S,2025-03-24T23:35:36.6Z,1,REGULAR,steal,,[],1629216,,,1610612747,23,24,2025-03-24T23:35:38Z,1410000,False,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
144,PT01M39.00S,2025-03-24T23:35:40.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630559,91.27792378449409,52.450980392156865,1610612747,23,26,2025-03-24T23:35:48Z,1420000,False,12.0,29.0,1,right,A. Reaves running Layup (8 PTS) (L. James 3 AST),"[1630559, 2544]",1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,3.2,Made,,,,,8.0,L. James,2544.0,3.0,,,,,,,,
146,PT01M29.00S,2025-03-24T23:35:49.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,8.754927726675426,50.0,1610612753,25,26,2025-03-24T23:35:59Z,1440000,False,0.0,30.0,1,left,F. Wagner Layup (2 PTS) (A. Black 3 AST),"[1630532, 1641710]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,2.98,Made,,,,,2.0,A. Black,1641710.0,3.0,,,,,,,,
149,PT01M07.00S,2025-03-24T23:36:11.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,86.15308804204993,56.61764705882353,1610612747,25,26,2025-03-25T00:38:35Z,1470000,False,33.0,78.0,1,right,MISS J. Vanderbilt 8' cutting Layup - blocked,"[1629020, 203914]",1610612747.0,LAL,cutting,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),8-16 Center,,,8.45,Missed,,,,,,,,,,,,,Harris,203914.0,,
150,PT01M07.00S,2025-03-24T23:36:11.4Z,1,REGULAR,block,,[],203914,,,1610612747,25,26,2025-03-24T23:36:15Z,1480000,False,,,0,,G. Harris BLOCK (1 BLK),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
151,PT01M03.00S,2025-03-24T23:36:15.4Z,1,REGULAR,rebound,offensive,[],2544,,,1610612747,25,26,2025-03-24T23:44:50Z,1490000,False,,,0,,L. James REBOUND (Off:1 Def:0),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,,,,,149.0,1.0,0.0,1.0,,,,,,,,,,,,
152,PT01M01.00S,2025-03-24T23:36:18.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2544,90.75229960578186,50.98039215686274,1610612747,25,28,2025-03-24T23:36:24Z,1500000,False,5.0,34.0,1,right,L. James cutting Layup (4 PTS) (A. Reaves 3 AST),"[2544, 1630559]",1610612747.0,LAL,cutting,,,James,L. James,,,,,Restricted Area,0-8 Center,,,3.47,Made,,,,,4.0,A. Reaves,1630559.0,3.0,,,,,,,,
154,PT00M38.10S,2025-03-24T23:36:45.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629216,,,1610612753,25,28,2025-03-24T23:37:07Z,1520000,False,,,0,,G. Vincent personal FOUL (1 PF) (Harris 2 FT),"[1629216, 203914]",1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Right,1193.0,,,,,,,,,,,,1.0,0.0,Harris,203914.0,,,,
156,PT00M38.10S,2025-03-24T23:37:17.0Z,1,REGULAR,freethrow,1 of 2,[],203914,,,1610612753,25,28,2025-03-24T23:37:17Z,1540000,False,,,0,,MISS G. Harris Free Throw 1 of 2,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
157,PT00M38.10S,2025-03-24T23:37:17.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,25,28,2025-03-24T23:37:17Z,1550000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,156.0,,,,,,,,,,,,,,,
158,PT00M38.10S,2025-03-24T23:37:40.6Z,1,REGULAR,freethrow,2 of 2,[],203914,,,1610612753,26,28,2025-03-24T23:37:40Z,1560000,False,,,0,,G. Harris Free Throw 2 of 2 (1 PTS),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
159,PT00M30.80S,2025-03-24T23:37:54.0Z,1,REGULAR,3pt,Jump Shot,[],1630559,67.88764783180025,69.6078431372549,1610612747,26,28,2025-03-25T00:38:53Z,1570000,False,98.0,249.0,1,right,MISS A. Reaves 26' step back 3PT,[1630559],1610612747.0,LAL,step back,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,26.8,Missed,,,,,,,,,,,,,,,,
160,PT00M28.50S,2025-03-24T23:37:56.3Z,1,REGULAR,rebound,defensive,[],1641783,,,1610612753,26,28,2025-03-24T23:49:25Z,1580000,False,,,0,,T. da Silva REBOUND (Off:0 Def:1),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Right Center,,,,,159.0,1.0,1.0,0.0,,,,,,,,,,,,
228,PT00M28.10S,2025-03-24T23:37:58.0Z,1,REGULAR,turnover,bad pass,[],1641783,,,1610612753,26,28,2025-03-24T23:49:16Z,1585000,False,,,0,,T. da Silva bad pass TURNOVER (1 TO),"[1641783, 1629060]",1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,,,,,,,Hachimura,1629060.0
229,PT00M28.10S,2025-03-24T23:37:58.0Z,1,REGULAR,steal,,[],1629060,,,1610612747,26,28,2025-03-24T23:48:52Z,1587500,False,,,0,,R. Hachimura STEAL (1 STL),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
161,PT00M25.50S,2025-03-24T23:38:02.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629060,91.14651773981603,50.245098039215684,1610612747,26,30,2025-03-24T23:48:52Z,1590000,False,1.0,31.0,1,right,R. Hachimura driving Layup (2 PTS),[1629060],1610612747.0,LAL,driving,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,3.07,Made,,,,,2.0,,,,,,,,,,,
163,PT00M04.80S,2025-03-24T23:38:26.1Z,1,REGULAR,2pt,Jump Shot,[],1628371,8.409986859395532,91.68964460784314,1610612753,26,30,2025-03-24T23:51:41Z,1610000,False,-208.0,27.0,1,left,MISS J. Isaac 21' Jump Shot,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Mid-Range,16-24 Left,,,21.01,Missed,,,,,,,,,,,,,,,,
164,PT00M02.00S,2025-03-24T23:38:28.9Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,26,30,2025-03-24T23:38:28Z,1620000,False,,,0,,L. James REBOUND (Off:1 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Left Corner 3,24+ Left,,,,,163.0,2.0,1.0,1.0,,,,,,,,,,,,
165,PT00M00.00S,2025-03-24T23:38:35.7Z,1,REGULAR,period,end,[],0,,,1610612747,26,30,2025-03-24T23:38:35Z,1630000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-03-24T23:39:37.3Z,2,REGULAR,substitution,out,['startperiod'],1629020,,,1610612747,26,30,2025-03-24T23:41:07Z,1640000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2025-03-24T23:39:37.3Z,2,REGULAR,substitution,out,['startperiod'],1629216,,,1610612747,26,30,2025-03-24T23:41:07Z,1650000,False,,,0,,SUB out: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2025-03-24T23:39:37.3Z,2,REGULAR,substitution,in,['startperiod'],1629637,,,1610612747,26,30,2025-03-24T23:41:07Z,1660000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2025-03-24T23:39:37.3Z,2,REGULAR,substitution,in,['startperiod'],1642261,,,1610612747,26,30,2025-03-24T23:41:07Z,1670000,False,,,0,,SUB in: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2025-03-24T23:41:24.0Z,2,REGULAR,period,start,[],0,,,1610612747,26,30,2025-03-24T23:41:24Z,1680000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M54.00S,2025-03-24T23:41:28.5Z,2,REGULAR,turnover,lost ball,[],1630559,,,1610612747,26,30,2025-03-24T23:41:34Z,1690000,False,,,0,,A. Reaves lost ball TURNOVER (1 TO),"[1630559, 203914]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Right Center,,1.0,,,,,,,,,,,,,,,,,Harris,203914.0
172,PT11M54.00S,2025-03-24T23:41:28.5Z,2,REGULAR,steal,,[],203914,,,1610612753,26,30,2025-03-24T23:41:30Z,1700000,False,,,0,,G. Harris STEAL (1 STL),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
