actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
182,PT10M41.00S,2025-01-19T23:39:14.6Z,2,REGULAR,foul,personal,[],1631124,,,1610612753,31,30,2025-01-19T23:39:42Z,1740000,False,,,0,,J. Strawther personal FOUL (2 PF),"[1631124, 1628371]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2003.0,2.0,0.0,Isaac,1628371.0
184,PT10M34.00S,2025-01-19T23:39:43.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,12.171484888304862,51.71568627450981,1610612753,33,30,2025-01-19T23:39:47Z,1760000,False,-9.0,62.0,1,left,P. Banchero 6' driving floating Jump Shot (4 PTS),[1631094],1610612753.0,ORL,driving floating,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,6.25,Made,4.0,,,,,,,,,,,,,,,,,
185,PT10M08.00S,2025-01-19T23:40:08.4Z,2,REGULAR,turnover,lost ball,[],1631212,,,1610612743,33,30,2025-01-19T23:40:12Z,1770000,False,,,0,,P. Watson lost ball TURNOVER (1 TO),"[1631212, 1630243]",1610612743.0,DEN,,,,Watson,P. Watson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Queen,1630243.0,,,,,
186,PT10M08.00S,2025-01-19T23:40:08.4Z,2,REGULAR,steal,,[],1630243,,,1610612753,33,30,2025-01-20T01:03:12Z,1780000,False,,,0,,T. Queen STEAL (1 STL),[1630243],1610612753.0,ORL,,,,Queen,T. Queen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
187,PT10M02.00S,2025-01-19T23:40:15.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630243,7.30946123521682,50.73529411764706,1610612753,35,30,2025-01-19T23:40:25Z,1790000,False,-4.0,16.0,1,left,T. Queen running Layup (4 PTS) (P. Banchero 2 AST),"[1630243, 1631094]",1610612753.0,ORL,running,,,Queen,T. Queen,,,,,Restricted Area,0-8 Center,1.66,Made,4.0,,,,,P. Banchero,1631094.0,2.0,,,,,,,,,,
188,PT10M01.00S,2025-01-19T23:40:28.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,35,30,2025-01-19T23:40:28Z,1800000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT10M01.00S,2025-01-19T23:41:44.7Z,2,REGULAR,substitution,out,[],1631094,,,1610612743,35,30,2025-01-19T23:42:55Z,1810000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT10M01.00S,2025-01-19T23:41:44.7Z,2,REGULAR,substitution,in,[],1630175,,,1610612743,35,30,2025-01-19T23:42:55Z,1820000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M44.00S,2025-01-19T23:43:24.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631212,92.59198423127464,64.70588235294117,1610612743,35,30,2025-01-20T00:02:53Z,1830000,False,74.0,17.0,1,right,MISS P. Watson 7' pullup Shot,[1631212],1610612743.0,DEN,pullup,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,7.55,Missed,,,,,,,,,,,,,,,,,,
192,PT09M41.00S,2025-01-19T23:43:27.6Z,2,REGULAR,rebound,defensive,[],1628371,,,1610612753,35,30,2025-01-19T23:43:30Z,1840000,False,,,0,,J. Isaac REBOUND (Off:1 Def:2),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,In The Paint (Non-RA),0-8 Center,,,,191.0,3.0,2.0,1.0,,,,,,,,,,,,,
193,PT09M28.00S,2025-01-19T23:43:40.6Z,2,REGULAR,3pt,Jump Shot,[],1631216,5.469776609724048,96.07843137254902,1610612753,38,30,2025-01-19T23:43:46Z,1850000,False,-230.0,-1.0,1,left,C. Houstan 3PT  (6 PTS) (A. Black 2 AST),"[1631216, 1641710]",1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Left Corner 3,24+ Left,23.04,Made,6.0,,,,,A. Black,1641710.0,2.0,,,,,,,,,,
195,PT09M07.00S,2025-01-19T23:44:02.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631212,92.59198423127464,52.20588235294118,1610612743,38,32,2025-01-19T23:54:32Z,1870000,False,11.0,17.0,1,right,P. Watson Layup (2 PTS) (J. Murray 3 AST),"[1631212, 1627750]",1610612743.0,DEN,,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,2.03,Made,2.0,,,,,J. Murray,1627750.0,3.0,,,,,,,,,,
197,PT08M52.00S,2025-01-19T23:44:16.2Z,2,REGULAR,3pt,Jump Shot,[],1628371,32.40801576872536,41.66666666666667,1610612753,41,32,2025-01-19T23:44:20Z,1890000,False,42.0,252.0,1,left,J. Isaac 25' 3PT  (3 PTS) (A. Black 3 AST),"[1628371, 1641710]",1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Center,25.55,Made,3.0,,,,,A. Black,1641710.0,3.0,,,,,,,,,,
199,PT08M33.00S,2025-01-19T23:44:35.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201599,89.96386333771353,48.03921568627451,1610612743,41,32,2025-01-19T23:44:41Z,1910000,False,-10.0,42.0,1,right,MISS D. Jordan Layup - blocked,"[201599, 1628371]",1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,4.29,Missed,,,,,,,,,Isaac,1628371.0,,,,,,,,
200,PT08M33.00S,2025-01-19T23:44:35.1Z,2,REGULAR,block,,[],1628371,,,1610612743,41,32,2025-01-19T23:44:38Z,1920000,False,,,0,,J. Isaac BLOCK (1 BLK),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
201,PT08M30.00S,2025-01-19T23:44:38.1Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,41,32,2025-01-19T23:44:41Z,1930000,False,,,0,,C. Anthony REBOUND (Off:0 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,199.0,2.0,2.0,0.0,,,,,,,,,,,,,
202,PT08M24.00S,2025-01-19T23:44:44.4Z,2,REGULAR,3pt,Jump Shot,[],1628371,26.62614980289093,17.647058823529413,1610612753,41,32,2025-01-19T23:44:49Z,1940000,False,162.0,198.0,1,left,MISS J. Isaac 25' 3PT,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Right Center,25.55,Missed,,,,,,,,,,,,,,,,,,
203,PT08M20.00S,2025-01-19T23:44:48.4Z,2,REGULAR,rebound,defensive,[],201599,,,1610612743,41,32,2025-01-19T23:44:49Z,1950000,False,,,0,,D. Jordan REBOUND (Off:0 Def:1),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Right Center,,,,202.0,1.0,1.0,0.0,,,,,,,,,,,,,
204,PT08M17.00S,2025-01-19T23:44:51.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631124,68.9388961892247,23.52941176470588,1610612743,41,32,2025-01-19T23:44:56Z,1960000,False,-132.0,239.0,1,right,MISS J. Strawther 27' running 3PT,[1631124],1610612743.0,DEN,running,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Left Center,27.37,Missed,,,,,,,,,,,,,,,,,,
205,PT08M14.00S,2025-01-19T23:44:54.9Z,2,REGULAR,rebound,defensive,[],1628371,,,1610612753,41,32,2025-01-19T23:44:56Z,1970000,False,,,0,,J. Isaac REBOUND (Off:1 Def:3),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Left Center,,,,204.0,4.0,3.0,1.0,,,,,,,,,,,,,
206,PT08M10.00S,2025-01-19T23:45:00.0Z,2,REGULAR,foul,personal,['2freethrow'],201599,,,1610612753,41,32,2025-01-19T23:45:19Z,1980000,False,,,0,,D. Jordan shooting personal FOUL (2 PF) (Black 2 FT),"[201599, 1641710]",1610612743.0,DEN,shooting,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,203593.0,2.0,0.0,Black,1641710.0
208,PT08M10.00S,2025-01-19T23:45:28.6Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1641710,,,1610612753,41,32,2025-01-19T23:45:28Z,2000000,False,,,0,,MISS A. Black Free Throw 1 of 2,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
209,PT08M10.00S,2025-01-19T23:45:28.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,41,32,2025-01-19T23:45:28Z,2010000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,208.0,,,,,,,,,,,,,,,,
210,PT08M10.00S,2025-01-19T23:45:30.2Z,2,REGULAR,substitution,out,[],1631124,,,1610612753,41,32,2025-01-19T23:45:46Z,2020000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M10.00S,2025-01-19T23:45:30.2Z,2,REGULAR,substitution,out,[],1631212,,,1610612753,41,32,2025-01-19T23:45:46Z,2030000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M10.00S,2025-01-19T23:45:30.2Z,2,REGULAR,substitution,in,[],1631128,,,1610612753,41,32,2025-01-19T23:45:46Z,2040000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M10.00S,2025-01-19T23:45:30.2Z,2,REGULAR,substitution,in,[],1629008,,,1610612753,41,32,2025-01-19T23:45:46Z,2050000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M10.00S,2025-01-19T23:45:57.7Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1641710,,,1610612753,42,32,2025-01-19T23:45:57Z,2060000,False,,,0,,A. Black Free Throw 2 of 2 (4 PTS),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
215,PT07M54.00S,2025-01-19T23:46:20.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,92.85479632063075,49.50980392156863,1610612743,42,34,2025-01-19T23:46:25Z,2070000,False,-2.0,15.0,1,right,J. Murray driving finger roll Layup (4 PTS),[1627750],1610612743.0,DEN,driving finger roll,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,1.49,Made,4.0,,,,,,,,,,,,,,,,,
217,PT07M27.00S,2025-01-19T23:47:02.8Z,2,REGULAR,2pt,Jump Shot,[],1630175,24.917871222076215,29.411764705882355,1610612753,42,34,2025-01-19T23:57:01Z,2090000,False,103.0,182.0,1,left,MISS C. Anthony 20' pullup Shot,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Right Center,20.88,Missed,,,,,,,,,,,,,,,,,,
218,PT07M25.00S,2025-01-19T23:47:04.8Z,2,REGULAR,rebound,defensive,[],201599,,,1610612743,42,34,2025-01-19T23:47:12Z,2100000,False,,,0,,D. Jordan REBOUND (Off:0 Def:2),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Mid-Range,16-24 Right Center,,,,217.0,2.0,2.0,0.0,,,,,,,,,,,,,
219,PT07M18.00S,2025-01-19T23:47:12.3Z,2,REGULAR,2pt,Jump Shot,[],1627750,73.66951379763469,32.59803921568628,1610612743,42,36,2025-01-19T23:47:17Z,2110000,False,-87.0,195.0,1,right,J. Murray 21' pullup Jump Shot (6 PTS),[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Mid-Range,16-24 Left Center,21.35,Made,6.0,,,,,,,,,,,,,,,,,
220,PT06M57.00S,2025-01-19T23:47:33.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641710,7.046649145860711,50.245098039215684,1610612753,42,36,2025-01-19T23:47:40Z,2120000,False,-1.0,14.0,1,left,MISS A. Black driving Layup,[1641710],1610612753.0,ORL,driving,,,Black,A. Black,,,,,Restricted Area,0-8 Center,1.38,Missed,,,,,,,,,,,,,,,,,,
221,PT06M55.00S,2025-01-19T23:47:35.9Z,2,REGULAR,rebound,defensive,[],201599,,,1610612743,42,36,2025-01-19T23:47:40Z,2130000,False,,,0,,D. Jordan REBOUND (Off:0 Def:3),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,220.0,3.0,3.0,0.0,,,,,,,,,,,,,
222,PT06M51.00S,2025-01-19T23:47:40.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627750,70.12155059132719,25.49019607843137,1610612743,42,36,2025-01-19T23:59:49Z,2140000,False,-123.0,228.0,1,right,MISS J. Murray 25' running pullup 3PT,[1627750],1610612743.0,DEN,running pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,25.92,Missed,,,,,,,,,,,,,,,,,,
223,PT06M46.00S,2025-01-19T23:47:45.1Z,2,REGULAR,rebound,offensive,[],201599,,,1610612743,42,36,2025-01-19T23:47:49Z,2150000,False,,,0,,D. Jordan REBOUND (Off:1 Def:3),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Left Center,,,,222.0,4.0,3.0,1.0,,,,,,,,,,,,,
224,PT06M46.00S,2025-01-19T23:47:45.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",201599,92.32917214191852,52.94117647058824,1610612743,42,38,2025-01-19T23:47:54Z,2160000,False,15.0,20.0,1,right,D. Jordan putback DUNK (2 PTS),[201599],1610612743.0,DEN,putback,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,2.45,Made,2.0,,,,,,,,,,,,,,,,,
225,PT06M19.00S,2025-01-19T23:48:15.0Z,2,REGULAR,3pt,Jump Shot,[],1628371,10.068988173455978,97.54901960784314,1610612753,45,38,2025-01-20T00:17:21Z,2170000,False,-238.0,42.0,1,left,J. Isaac 24' 3PT  (6 PTS) (C. Anthony 2 AST),"[1628371, 1630175]",1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Left Corner 3,24+ Left,24.14,Made,6.0,,,,,C. Anthony,1630175.0,2.0,,,,,,,,,,
227,PT06M07.00S,2025-01-19T23:48:24.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,92.24704336399473,53.94454656862745,1610612743,45,38,2025-01-19T23:48:41Z,2190000,False,20.0,20.0,1,right,MISS D. Jordan driving DUNK - blocked,"[201599, 1628371]",1610612743.0,DEN,driving,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,2.84,Missed,,,,,,,,,Isaac,1628371.0,,,,,,,,
228,PT06M07.00S,2025-01-19T23:48:24.2Z,2,REGULAR,block,,[],1628371,,,1610612743,45,38,2025-01-19T23:48:28Z,2200000,False,,,0,,J. Isaac BLOCK (2 BLK),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
229,PT06M07.00S,2025-01-19T23:48:24.2Z,2,REGULAR,rebound,offensive,[],1631128,,,1610612743,45,38,2025-01-19T23:48:41Z,2210000,False,,,0,,C. Braun REBOUND (Off:1 Def:0),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,227.0,1.0,0.0,1.0,,,,,,,,,,,,,
230,PT06M07.00S,2025-01-19T23:48:33.9Z,2,REGULAR,foul,personal,['2freethrow'],1631216,,,1610612743,45,38,2025-01-19T23:48:55Z,2220000,False,,,0,,C. Houstan shooting personal FOUL (2 PF) (Braun 2 FT),"[1631216, 1631128]",1610612753.0,ORL,shooting,,,Houstan,C. Houstan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2003.0,2.0,0.0,Braun,1631128.0
232,PT06M07.00S,2025-01-19T23:49:10.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1631128,,,1610612743,45,39,2025-01-19T23:49:10Z,2240000,False,,,0,,C. Braun Free Throw 1 of 2 (5 PTS),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
233,PT06M07.00S,2025-01-19T23:49:12.6Z,2,REGULAR,substitution,out,[],1628371,,,1610612743,45,39,2025-01-19T23:49:31Z,2250000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M07.00S,2025-01-19T23:49:12.6Z,2,REGULAR,substitution,out,[],1631216,,,1610612743,45,39,2025-01-19T23:49:31Z,2260000,False,,,0,,SUB out: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M07.00S,2025-01-19T23:49:12.6Z,2,REGULAR,substitution,out,[],1630243,,,1610612743,45,39,2025-01-19T23:49:31Z,2270000,False,,,0,,SUB out: T. Queen,[1630243],1610612753.0,ORL,,,,Queen,T. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M07.00S,2025-01-19T23:49:12.6Z,2,REGULAR,substitution,out,[],201599,,,1610612743,45,39,2025-01-19T23:49:31Z,2280000,False,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M07.00S,2025-01-19T23:49:12.6Z,2,REGULAR,substitution,out,[],1627750,,,1610612743,45,39,2025-01-19T23:49:31Z,2290000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M07.00S,2025-01-19T23:49:12.6Z,2,REGULAR,substitution,out,[],203932,,,1610612743,45,39,2025-01-19T23:49:31Z,2300000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M07.00S,2025-01-19T23:49:12.6Z,2,REGULAR,substitution,in,[],203484,,,1610612743,45,39,2025-01-19T23:49:31Z,2310000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M07.00S,2025-01-19T23:49:12.6Z,2,REGULAR,substitution,in,[],1628976,,,1610612743,45,39,2025-01-19T23:49:31Z,2320000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M07.00S,2025-01-19T23:49:12.6Z,2,REGULAR,substitution,in,[],1641783,,,1610612743,45,39,2025-01-19T23:49:31Z,2330000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M07.00S,2025-01-19T23:49:12.6Z,2,REGULAR,substitution,in,[],203999,,,1610612743,45,39,2025-01-19T23:49:31Z,2340000,False,,,0,,SUB in: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M07.00S,2025-01-19T23:49:12.6Z,2,REGULAR,substitution,in,[],201566,,,1610612743,45,39,2025-01-19T23:49:31Z,2350000,False,,,0,,SUB in: R. Westbrook,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M07.00S,2025-01-19T23:49:12.6Z,2,REGULAR,substitution,in,[],1631212,,,1610612743,45,39,2025-01-19T23:49:31Z,2360000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M07.00S,2025-01-19T23:49:38.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1631128,,,1610612743,45,40,2025-01-19T23:49:38Z,2370000,False,,,0,,C. Braun Free Throw 2 of 2 (6 PTS),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
246,PT05M57.00S,2025-01-19T23:49:54.8Z,2,REGULAR,3pt,Jump Shot,[],203484,31.750985545335087,52.94117647058824,1610612753,45,40,2025-01-19T23:50:00Z,2380000,False,-15.0,246.0,1,left,MISS K. Caldwell-Pope 24' 3PT,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,24.64,Missed,,,,,,,,,,,,,,,,,,
247,PT05M52.00S,2025-01-19T23:49:59.8Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,45,40,2025-01-19T23:50:00Z,2390000,False,,,0,,N. Jokić REBOUND (Off:0 Def:8),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,,,,246.0,8.0,8.0,0.0,,,,,,,,,,,,,
248,PT05M44.00S,2025-01-19T23:50:10.3Z,2,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612743,45,40,2025-01-19T23:50:22Z,2400000,False,,,0,,W. Carter Jr. shooting personal FOUL (1 PF) (Jokić 2 FT),"[1628976, 203999]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Jokić,203999.0
250,PT05M44.00S,2025-01-19T23:50:36.9Z,2,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,45,41,2025-01-19T23:50:36Z,2420000,False,,,0,,N. Jokić Free Throw 1 of 2 (13 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
251,PT05M44.00S,2025-01-19T23:50:52.2Z,2,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,45,42,2025-01-19T23:50:52Z,2430000,False,,,0,,N. Jokić Free Throw 2 of 2 (14 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
252,PT05M29.00S,2025-01-19T23:51:10.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,9.674770039421814,48.03921568627451,1610612753,45,42,2025-01-19T23:51:21Z,2440000,False,10.0,38.0,1,left,MISS W. Carter Jr. Layup - blocked,"[1628976, 203999]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,3.96,Missed,,,,,,,,,Jokić,203999.0,,,,,,,,
253,PT05M29.00S,2025-01-19T23:51:10.1Z,2,REGULAR,block,,[],203999,,,1610612753,45,42,2025-01-19T23:51:13Z,2450000,False,,,0,,N. Jokić BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
254,PT05M28.00S,2025-01-19T23:51:11.1Z,2,REGULAR,rebound,offensive,[],1641710,,,1610612753,45,42,2025-01-19T23:51:21Z,2460000,False,,,0,,A. Black REBOUND (Off:1 Def:0),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,,252.0,1.0,0.0,1.0,,,,,,,,,,,,,
256,PT05M19.00S,2025-01-19T23:51:45.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1641710,17.16491458607096,79.16666666666666,1610612753,47,42,2025-01-19T23:51:56Z,2480000,False,-146.0,109.0,1,left,A. Black 18' pullup bank Jump Shot (6 PTS) (C. Anthony 3 AST),"[1641710, 1630175]",1610612753.0,ORL,pullup bank,,,Black,A. Black,,,,,Mid-Range,16-24 Left Center,18.2,Made,6.0,,,,,C. Anthony,1630175.0,3.0,,,,,,,,,,
258,PT05M11.00S,2025-01-19T23:51:55.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,92.46057818659659,53.18627450980392,1610612743,47,44,2025-01-20T00:06:59Z,2500000,False,16.0,18.0,1,right,C. Braun cutting Layup (8 PTS) (N. Jokić 3 AST),"[1631128, 203999]",1610612743.0,DEN,cutting,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,2.43,Made,8.0,,,,,N. Jokić,203999.0,3.0,,,,,,,,,,
260,PT05M11.00S,2025-01-19T23:51:59.4Z,2,REGULAR,foul,personal,['1freethrow'],1630175,,,1610612743,47,44,2025-01-19T23:52:07Z,2520000,False,,,0,,C. Anthony shooting personal FOUL (1 PF) (Braun 1 FT),"[1630175, 1631128]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627964.0,1.0,0.0,Braun,1631128.0
262,PT05M11.00S,2025-01-19T23:52:23.1Z,2,REGULAR,freethrow,1 of 1,[],1631128,,,1610612743,47,45,2025-01-19T23:52:23Z,2540000,False,,,0,,C. Braun Free Throw 1 of 1 (9 PTS),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
266,PT04M54.00S,2025-01-19T23:52:41.9Z,2,REGULAR,2pt,Jump Shot,[],203484,19.66162943495401,75.73529411764706,1610612753,47,45,2025-01-19T23:52:53Z,2550000,False,-129.0,132.0,1,left,MISS K. Caldwell-Pope 18' pullup Shot,[203484],1610612753.0,ORL,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Left Center,18.46,Missed,,,,,,,,,,,,,,,,,,
267,PT04M52.00S,2025-01-19T23:52:44.2Z,2,REGULAR,rebound,offensive,[],1630175,,,1610612753,47,45,2025-01-19T23:52:44Z,2560000,False,,,0,,C. Anthony REBOUND (Off:1 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Left Center,,,,266.0,3.0,2.0,1.0,,,,,,,,,,,,,
268,PT04M50.00S,2025-01-19T23:52:46.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630175,6.258212877792378,52.69607843137255,1610612753,49,45,2025-01-20T00:07:43Z,2570000,False,-13.0,6.0,1,left,C. Anthony tip Layup (2 PTS),[1630175],1610612753.0,ORL,tip,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,1.49,Made,2.0,,,,,,,,,,,,,,,,,
