actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-02-05T00:10:30.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-02-05T00:10:30Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-02-05T00:10:33.0Z,1,REGULAR,jumpball,recovered,[],1630163,,,1610612766,0,0,2022-02-05T00:10:33Z,40000,,,0,,Jump Ball M. Plumlee vs. J. Allen: Tip to L. Ball,"[1630163, 203486, 1628386]",1610612766.0,CHA,startperiod,L. Ball,1630163.0,Ball,L. Ball,Plumlee,203486.0,Allen,1628386.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2022-02-05T00:10:45.1Z,1,REGULAR,3pt,Jump Shot,[],1626179,93.9060446780552,3.431372549019608,1610612766,0,0,2022-02-05T00:10:49Z,70000,-233.0,5.0,1,right,MISS T. Rozier 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2022-02-05T00:10:49.1Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,0,0,2022-02-05T00:10:49Z,80000,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M32.00S,2022-02-05T00:10:57.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,7.966491458607096,49.26470588235294,1610612739,0,2,2022-02-05T00:11:02Z,90000,4.0,22.0,1,left,J. Allen cutting DUNK (2 PTS) (C. Osman 1 AST),"[1628386, 1626224]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,2.27,Made,,,,,2.0,C. Osman,1626224.0,1.0,,,,,,,,,,,
11,PT11M11.00S,2022-02-05T00:11:17.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,93.64323258869908,53.67647058823529,1610612766,0,2,2022-02-05T00:11:27Z,110000,18.0,7.0,1,right,MISS L. Ball reverse Layup,[1630163],1610612766.0,CHA,reverse,,,Ball,L. Ball,,,,,1.98,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M09.00S,2022-02-05T00:11:19.9Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,0,2,2022-02-05T00:11:27Z,120000,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
13,PT10M56.00S,2022-02-05T00:11:35.8Z,1,REGULAR,foul,personal,[],1630163,,,1610612739,0,2,2022-02-05T00:11:58Z,130000,,,0,,L. Ball personal FOUL (1 PF),"[1630163, 1628386]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,101283.0,1.0,0.0,Allen,1628386.0,,,,,,
15,PT10M46.00S,2022-02-05T00:12:04.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629164,8.229303547963205,49.754901960784316,1610612739,0,2,2022-02-05T00:12:12Z,150000,1.0,25.0,1,left,MISS B. Goodwin driving Layup,[1629164],1610612739.0,CLE,driving,,,Goodwin,B. Goodwin,,,,,2.49,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M43.00S,2022-02-05T00:12:07.5Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,0,2,2022-02-05T00:12:12Z,160000,,,0,,J. Allen REBOUND (Off:1 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,15.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
17,PT10M42.00S,2022-02-05T00:12:09.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,6.389618922470433,47.794117647058826,1610612739,0,4,2022-02-05T00:12:15Z,170000,11.0,8.0,1,left,J. Allen driving Layup (4 PTS),[1628386],1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,1.34,Made,,,,,4.0,,,,,,,,,,,,,,
18,PT10M29.00S,2022-02-05T00:12:25.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,84.57621550591328,49.754901960784316,1610612766,2,4,2022-02-05T00:12:36Z,180000,-1.0,92.0,1,right,L. Ball 9' pullup Jump Shot (2 PTS),[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,9.25,Made,,,,,2.0,,,,,,,,,,,,,,
19,PT10M29.00S,2022-02-05T00:12:27.3Z,1,REGULAR,foul,personal,['1freethrow'],1630171,,,1610612766,2,4,2022-02-05T00:12:43Z,190000,,,0,,I. Okoro shooting personal FOUL (1 PF) (Ball 1 FT),"[1630171, 1630163]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,,,,,,,,,,,201245.0,1.0,0.0,Ball,1630163.0,,,,,,
21,PT10M29.00S,2022-02-05T00:12:58.2Z,1,REGULAR,freethrow,1 of 1,[],1630163,,,1610612766,3,4,2022-02-05T00:12:58Z,210000,,,0,,L. Ball Free Throw 1 of 1 (3 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
22,PT10M14.00S,2022-02-05T00:13:15.8Z,1,REGULAR,3pt,Jump Shot,[],1626224,30.305519053876477,74.75490196078431,1610612739,3,4,2022-02-05T00:13:21Z,220000,-124.0,232.0,1,left,MISS C. Osman 26' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,26.33,Missed,,,,,,,,,,,,,,,,,,,
23,PT10M12.00S,2022-02-05T00:13:17.8Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,3,4,2022-02-05T00:13:21Z,230000,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
24,PT10M10.00S,2022-02-05T00:13:22.4Z,1,REGULAR,foul,personal,[],1626224,,,1610612766,3,4,2022-02-05T00:13:49Z,240000,,,0,,C. Osman take personal FOUL (1 PF),"[1626224, 1628970]",1610612739.0,CLE,take,,,Osman,C. Osman,,,,,,,,,,,,,,,2005.0,1.0,0.0,Bridges,1628970.0,,,,,,
26,PT09M58.00S,2022-02-05T00:13:52.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,87.59855453350855,50.245098039215684,1610612766,3,4,2022-02-05T00:13:59Z,260000,1.0,64.0,1,right,MISS G. Hayward 6' floating Shot,[202330],1610612766.0,CHA,floating,,,Hayward,G. Hayward,,,,,6.41,Missed,,,,,,,,,,,,,,,,,,,
27,PT09M56.00S,2022-02-05T00:13:53.8Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,3,4,2022-02-05T00:13:53Z,270000,,,0,,J. Allen REBOUND (Off:1 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,26.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
