actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
18,PT10M29.00S,2022-03-10T00:11:55.5Z,1,REGULAR,steal,,[],1628369,,,1610612738,3,4,2022-03-10T00:11:57Z,180000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
19,PT10M23.00S,2022-03-10T00:12:01.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,92.72339027595268,52.94117647058824,1610612738,3,4,2022-03-10T00:12:10Z,190000,15.0,16.0,1,right,MISS J. Brown running Layup - blocked,"[1627759, 1628970]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,2.17,Missed,,,,,,,,,,,,Bridges,1628970.0,,,,,,
20,PT10M23.00S,2022-03-10T00:12:01.1Z,1,REGULAR,block,,[],1628970,,,1610612738,3,4,2022-03-10T00:12:04Z,200000,,,0,,M. Bridges BLOCK (1 BLK),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
21,PT10M17.00S,2022-03-10T00:12:07.1Z,1,REGULAR,rebound,offensive,[],203935,,,1610612738,3,4,2022-03-10T00:12:10Z,210000,,,0,,M. Smart REBOUND (Off:1 Def:0),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,19.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
22,PT10M17.00S,2022-03-10T00:12:07.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203935,94.40999984741211,50.0,1610612738,3,6,2022-03-10T00:12:07Z,220000,0.0,0.0,1,right,M. Smart putback Layup (2 PTS),[203935],1610612738.0,BOS,putback,,,Smart,M. Smart,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
23,PT10M03.00S,2022-03-10T00:12:21.0Z,1,REGULAR,3pt,Jump Shot,[],1629023,30.305519053876477,67.64705882352942,1610612766,6,6,2022-03-10T00:15:56Z,230000,-88.0,232.0,1,left,P. Washington 24' 3PT pullup (3 PTS),[1629023],1610612766.0,CHA,pullup,,,Washington,P. Washington,,,,,24.86,Made,,,,,3.0,,,,,,,,,,,,,,
24,PT09M47.00S,2022-03-10T00:12:37.8Z,1,REGULAR,2pt,Jump Shot,[],201143,80.76544021024968,71.32352941176471,1610612738,6,8,2022-03-10T00:12:41Z,240000,107.0,128.0,1,right,A. Horford 16' Jump Shot (2 PTS) (J. Brown 2 AST),"[201143, 1627759]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,16.68,Made,,,,,2.0,J. Brown,1627759.0,2.0,,,,,,,,,,,
26,PT09M36.00S,2022-03-10T00:12:53.3Z,1,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612766,6,8,2022-03-10T00:13:12Z,260000,,,0,,R. Williams III shooting personal FOUL (1 PF) (Ball 2 FT),"[1629057, 1630163]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Ball,1630163.0,
28,PT09M36.00S,2022-03-10T00:13:23.6Z,1,REGULAR,freethrow,1 of 2,[],1630163,,,1610612766,7,8,2022-03-10T00:13:23Z,280000,,,0,,L. Ball Free Throw 1 of 2 (1 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
29,PT09M36.00S,2022-03-10T00:13:42.2Z,1,REGULAR,freethrow,2 of 2,[],1630163,,,1610612766,8,8,2022-03-10T00:13:42Z,290000,,,0,,L. Ball Free Throw 2 of 2 (2 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
30,PT09M23.00S,2022-03-10T00:13:56.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,81.42247043363994,40.68627450980392,1610612738,8,8,2022-03-10T00:16:51Z,300000,-47.0,122.0,1,right,MISS J. Tatum 13' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,13.07,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M21.00S,2022-03-10T00:13:58.5Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,8,8,2022-03-10T00:13:58Z,310000,,,0,,R. Williams III REBOUND (Off:1 Def:0),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,30.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
32,PT09M18.00S,2022-03-10T00:14:01.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,89.17542706964521,4.411764705882353,1610612738,8,8,2022-03-10T00:14:06Z,320000,-228.0,49.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.32,Missed,,,,,,,,,,,,,,,,,,,
33,PT09M15.00S,2022-03-10T00:14:04.3Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,8,8,2022-03-10T00:14:04Z,330000,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,32.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
34,PT09M09.00S,2022-03-10T00:14:10.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,6.915243101182654,49.754901960784316,1610612766,10,8,2022-03-10T00:14:17Z,340000,1.0,13.0,1,left,M. Plumlee alley-oop DUNK (2 PTS) (L. Ball 1 AST),"[203486, 1630163]",1610612766.0,CHA,alley-oop,,,Plumlee,M. Plumlee,,,,,1.26,Made,,,,,2.0,L. Ball,1630163.0,1.0,,,,,,,,,,,
36,PT08M49.00S,2022-03-10T00:14:30.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,92.9862023653088,48.529411764705884,1610612738,10,10,2022-03-10T00:14:35Z,360000,-7.0,13.0,1,right,R. Williams III alley-oop DUNK (4 PTS) (M. Smart 2 AST),"[1629057, 203935]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,1.53,Made,,,,,4.0,M. Smart,203935.0,2.0,,,,,,,,,,,
38,PT08M35.00S,2022-03-10T00:14:44.1Z,1,REGULAR,3pt,Jump Shot,[],1630163,26.363337713534822,86.02941176470588,1610612766,10,10,2022-03-10T00:14:48Z,380000,-180.0,195.0,1,left,MISS L. Ball 26' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,,
39,PT08M33.00S,2022-03-10T00:14:46.1Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,10,10,2022-03-10T00:14:48Z,390000,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,38.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
40,PT08M27.00S,2022-03-10T00:14:53.1Z,1,REGULAR,3pt,Jump Shot,[],1628369,88.38699080157687,96.07843137254902,1610612738,10,10,2022-03-10T00:14:58Z,400000,230.0,57.0,1,right,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,23.73,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M24.00S,2022-03-10T00:14:55.4Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,10,10,2022-03-10T00:14:55Z,410000,,,0,,R. Williams III REBOUND (Off:2 Def:0),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,40.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
42,PT08M23.00S,2022-03-10T00:14:57.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628369,94.03745072273325,51.225490196078425,1610612738,10,12,2022-03-10T00:15:04Z,420000,6.0,4.0,1,right,J. Tatum alley-oop DUNK (4 PTS) (M. Smart 3 AST),"[1628369, 203935]",1610612738.0,BOS,alley-oop,,,Tatum,J. Tatum,,,,,0.7,Made,,,,,4.0,M. Smart,203935.0,3.0,,,,,,,,,,,
44,PT08M23.00S,2022-03-10T00:15:05.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,10,12,2022-03-10T00:15:05Z,440000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M04.00S,2022-03-10T00:18:17.0Z,1,REGULAR,turnover,bad pass,[],1630163,,,1610612766,10,12,2022-03-10T00:18:20Z,450000,,,0,,L. Ball bad pass TURNOVER (2 TO),"[1630163, 201143]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,2.0,Horford,201143.0,,,,,,,,
46,PT08M04.00S,2022-03-10T00:18:17.0Z,1,REGULAR,steal,,[],201143,,,1610612738,10,12,2022-03-10T00:18:19Z,460000,,,0,,A. Horford STEAL (1 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M56.00S,2022-03-10T00:18:24.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,90.48948751642575,37.00980392156863,1610612738,10,12,2022-03-10T00:20:16Z,470000,-65.0,37.0,1,right,MISS J. Tatum 7' driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,7.47,Missed,,,,,,,,,,,,,,,,,,,
48,PT07M55.00S,2022-03-10T00:18:25.7Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,10,12,2022-03-10T00:18:28Z,480000,,,0,,M. Plumlee REBOUND (Off:0 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,47.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
49,PT07M55.00S,2022-03-10T00:18:30.1Z,1,REGULAR,foul,personal,[],203935,,,1610612766,10,12,2022-03-10T00:22:00Z,490000,,,0,,M. Smart take personal FOUL (1 PF),"[203935, 1630163]",1610612738.0,BOS,take,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Ball,1630163.0,
51,PT07M51.00S,2022-03-10T00:18:52.1Z,1,REGULAR,foul,personal,[],1627759,,,1610612766,10,12,2022-03-10T00:19:03Z,510000,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 1630163]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Ball,1630163.0,
53,PT07M43.00S,2022-03-10T00:19:20.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630163,12.959921156373195,48.28431372549019,1610612766,10,12,2022-03-10T00:21:29Z,530000,9.0,69.0,1,left,MISS L. Ball 6' driving Hook,[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,6.98,Missed,,,,,,,,,,,,,,,,,,,
54,PT07M41.00S,2022-03-10T00:19:22.4Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,10,12,2022-03-10T00:19:24Z,540000,,,0,,R. Williams III REBOUND (Off:2 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,53.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
55,PT07M26.00S,2022-03-10T00:19:36.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,90.62089356110381,52.450980392156865,1610612738,10,12,2022-03-10T00:19:43Z,550000,12.0,36.0,1,right,MISS M. Smart driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,3.78,Missed,,,,,,,,,,,,,,,,,,,
56,PT07M23.00S,2022-03-10T00:19:40.2Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,10,12,2022-03-10T00:19:40Z,560000,,,0,,R. Williams III REBOUND (Off:3 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,55.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
57,PT07M23.00S,2022-03-10T00:19:40.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,94.40999984741211,50.0,1610612738,10,12,2022-03-10T00:19:40Z,570000,0.0,0.0,1,right,MISS R. Williams III tip Layup,[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
58,PT07M22.00S,2022-03-10T00:19:41.3Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,10,12,2022-03-10T00:19:41Z,580000,,,0,,R. Williams III REBOUND (Off:4 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,57.0,5.0,1.0,4.0,,,,,,,,,,,,,,,
59,PT07M21.00S,2022-03-10T00:19:42.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628369,94.69448094612353,50.73529411764706,1610612738,10,14,2022-03-10T00:19:45Z,590000,4.0,-3.0,1,right,J. Tatum DUNK (6 PTS) (R. Williams III 1 AST),"[1628369, 1629057]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,0.45,Made,,,,,6.0,R. Williams III,1629057.0,1.0,,,,,,,,,,,
61,PT07M07.00S,2022-03-10T00:19:55.9Z,1,REGULAR,3pt,Jump Shot,[],1629023,28.86005256241787,23.284313725490197,1610612766,10,14,2022-03-10T00:20:00Z,610000,134.0,219.0,1,left,MISS P. Washington 25' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,,
62,PT07M04.00S,2022-03-10T00:19:58.9Z,1,REGULAR,rebound,offensive,[],1630163,,,1610612766,10,14,2022-03-10T00:20:00Z,620000,,,0,,L. Ball REBOUND (Off:1 Def:0),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,61.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
63,PT07M01.00S,2022-03-10T00:20:02.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626179,23.078186596583443,87.25490196078431,1610612766,10,14,2022-03-10T00:22:52Z,630000,-186.0,164.0,1,left,MISS T. Rozier 24' pullup 3PT,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,24.85,Missed,,,,,,,,,,,,,,,,,,,
64,PT06M58.00S,2022-03-10T00:20:05.3Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,10,14,2022-03-10T00:20:05Z,640000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
65,PT06M43.00S,2022-03-10T00:20:19.6Z,1,REGULAR,2pt,Jump Shot,[],1627759,76.42904073587385,57.59803921568627,1610612738,10,16,2022-03-10T00:23:34Z,650000,38.0,169.0,1,right,J. Brown 17' pullup Jump Shot (2 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,17.33,Made,,,,,2.0,,,,,,,,,,,,,,
66,PT06M32.00S,2022-03-10T00:20:31.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,5.206964520367937,52.94117647058824,1610612766,12,16,2022-03-10T00:23:52Z,660000,-15.0,-4.0,1,left,T. Rozier cutting Layup (5 PTS) (M. Plumlee 2 AST),"[1626179, 203486]",1610612766.0,CHA,cutting,,,Rozier,T. Rozier,,,,,1.51,Made,,,,,5.0,M. Plumlee,203486.0,2.0,,,,,,,,,,,
68,PT06M16.00S,2022-03-10T00:20:47.4Z,1,REGULAR,turnover,bad pass,[],1629057,,,1610612738,12,16,2022-03-10T00:27:45Z,680000,,,0,,R. Williams III bad pass TURNOVER (1 TO),"[1629057, 1626179]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,1.0,Rozier,1626179.0,,,,,,,,
69,PT06M16.00S,2022-03-10T00:20:47.4Z,1,REGULAR,steal,,[],1626179,,,1610612766,12,16,2022-03-10T00:20:49Z,690000,,,0,,T. Rozier STEAL (1 STL),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M11.00S,2022-03-10T00:20:51.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630163,6.521024967148489,50.49019607843137,1610612766,14,16,2022-03-10T00:25:38Z,700000,-2.0,9.0,1,left,L. Ball running alley-oop DUNK (4 PTS) (T. Rozier 1 AST),"[1630163, 1626179]",1610612766.0,CHA,running alley-oop,,,Ball,L. Ball,,,,,0.91,Made,,,,,4.0,T. Rozier,1626179.0,1.0,,,,,,,,,,,
72,PT05M57.00S,2022-03-10T00:21:05.5Z,1,REGULAR,3pt,Jump Shot,[],201143,92.59198423127464,2.696078431372549,1610612738,14,16,2022-03-10T00:21:09Z,720000,-237.0,17.0,1,right,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,23.71,Missed,,,,,,,,,,,,,,,,,,,
73,PT05M55.00S,2022-03-10T00:21:08.2Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,14,16,2022-03-10T00:21:08Z,730000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
74,PT05M42.00S,2022-03-10T00:21:20.8Z,1,REGULAR,3pt,Jump Shot,[],1629023,3.3672798948751645,96.81372549019608,1610612766,17,16,2022-03-10T00:21:26Z,740000,-234.0,-21.0,1,left,P. Washington 3PT  (6 PTS) (T. Rozier 2 AST),"[1629023, 1626179]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,23.5,Made,,,,,6.0,T. Rozier,1626179.0,2.0,,,,,,,,,,,
76,PT05M17.00S,2022-03-10T00:21:45.7Z,1,REGULAR,2pt,Jump Shot,[],1628369,74.50722733245729,75.75827205882352,1610612738,17,16,2022-03-10T00:21:55Z,760000,129.0,187.0,1,right,MISS J. Tatum 22' Jump Shot,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,22.71,Missed,,,,,,,,,,,,,,,,,,,
77,PT05M12.00S,2022-03-10T00:21:50.7Z,1,REGULAR,rebound,offensive,[],1627759,,,1610612738,17,16,2022-03-10T00:22:25Z,770000,,,0,,J. Brown REBOUND (Off:1 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,76.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
78,PT05M12.00S,2022-03-10T00:21:56.2Z,1,REGULAR,foul,personal,['2freethrow'],1628970,,,1610612738,17,16,2022-03-10T00:22:17Z,780000,,,0,,M. Bridges shooting personal FOUL (1 PF) (Brown 2 FT),"[1628970, 1627759]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Brown,1627759.0,
80,PT05M12.00S,2022-03-10T00:22:20.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1627759,,,1610612738,17,16,2022-03-10T00:22:20Z,800000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
81,PT05M12.00S,2022-03-10T00:22:20.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,17,16,2022-03-10T00:22:20Z,810000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,
82,PT05M12.00S,2022-03-10T00:22:23.2Z,1,REGULAR,substitution,out,[],1630163,,,1610612738,17,16,2022-03-10T00:22:47Z,820000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M12.00S,2022-03-10T00:22:23.2Z,1,REGULAR,substitution,out,[],1629023,,,1610612738,17,16,2022-03-10T00:22:47Z,830000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M12.00S,2022-03-10T00:22:23.2Z,1,REGULAR,substitution,out,[],201143,,,1610612738,17,16,2022-03-10T00:22:47Z,840000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M12.00S,2022-03-10T00:22:23.2Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,17,16,2022-03-10T00:22:47Z,850000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M12.00S,2022-03-10T00:22:23.2Z,1,REGULAR,substitution,in,[],1626162,,,1610612738,17,16,2022-03-10T00:22:47Z,860000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M12.00S,2022-03-10T00:22:23.2Z,1,REGULAR,substitution,in,[],1628998,,,1610612738,17,16,2022-03-10T00:22:47Z,870000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M12.00S,2022-03-10T00:22:23.2Z,1,REGULAR,substitution,in,[],1629684,,,1610612738,17,16,2022-03-10T00:22:47Z,880000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M12.00S,2022-03-10T00:22:23.2Z,1,REGULAR,substitution,in,[],1628401,,,1610612738,17,16,2022-03-10T00:22:47Z,890000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M12.00S,2022-03-10T00:22:49.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1627759,,,1610612738,17,17,2022-03-10T00:22:49Z,900000,,,0,,J. Brown Free Throw 2 of 2 (3 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
91,PT04M58.00S,2022-03-10T00:23:08.0Z,1,REGULAR,violation,kicked ball,[],203935,,,1610612766,17,17,2022-03-10T00:23:13Z,910000,,,0,,M. Smart kicked ball VIOLATION,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,1626302.0,,,,,
