actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-01-11T00:10:44.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-11T00:10:44Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2022-01-11T00:10:49.3Z,1,REGULAR,jumpball,recovered,[],1626179,,,1610612766,0,0,2022-01-11T00:10:49Z,40000,,,0,,Jump Ball M. Plumlee vs. B. Portis: Tip to T. Rozier,"[1626179, 203486, 1626171]",1610612766.0,CHA,startperiod,T. Rozier,1626179.0,Rozier,T. Rozier,Plumlee,203486.0,Portis,1626171.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2022-01-11T00:11:07.2Z,1,REGULAR,3pt,Jump Shot,[],1630163,29.38567674113009,83.82352941176471,1610612766,0,0,2022-01-11T00:11:15Z,70000,-169.0,224.0,1,left,MISS L. Ball 28' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,28.04,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M29.00S,2022-01-11T00:11:14.2Z,1,REGULAR,rebound,offensive,[],203486,,,1610612766,0,0,2022-01-11T00:11:15Z,80000,,,0,,M. Plumlee REBOUND (Off:1 Def:0),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
9,PT11M29.00S,2022-01-11T00:11:13.8Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203486,5.590000152587891,50.0,1610612766,2,0,2022-01-11T00:11:40Z,90000,0.0,0.0,1,left,M. Plumlee tip DUNK (2 PTS),[203486],1610612766.0,CHA,tip,,,Plumlee,M. Plumlee,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
10,PT11M11.00S,2022-01-11T00:11:33.0Z,1,REGULAR,3pt,Jump Shot,[],203114,81.2910643889619,5.147058823529411,1610612749,2,0,2022-01-11T00:11:38Z,100000,-224.0,123.0,1,right,MISS K. Middleton 25' step back 3PT,[203114],1610612749.0,MIL,step back,,,Middleton,K. Middleton,,,,,25.6,Missed,,,,,,,,,,,,,,,,,,,
11,PT11M08.00S,2022-01-11T00:11:36.0Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,2,0,2022-01-11T00:11:38Z,110000,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
12,PT11M01.00S,2022-01-11T00:11:42.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,6.389618922470433,52.450980392156865,1610612766,2,0,2022-01-11T00:11:47Z,120000,-12.0,8.0,1,left,MISS M. Bridges driving reverse Layup,[1628970],1610612766.0,CHA,driving reverse,,,Bridges,M. Bridges,,,,,1.45,Missed,,,,,,,,,,,,,,,,,,,
13,PT10M59.00S,2022-01-11T00:11:44.2Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,2,0,2022-01-11T00:11:47Z,130000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
14,PT10M51.00S,2022-01-11T00:11:51.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,93.24901445466492,51.9607843137255,1610612749,2,2,2022-01-11T00:11:56Z,140000,10.0,11.0,1,right,G. Antetokounmpo DUNK (2 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,1.47,Made,,,,,2.0,,,,,,,,,,,,,,
15,PT10M36.00S,2022-01-11T00:12:06.8Z,1,REGULAR,2pt,Jump Shot,[],202330,27.94021024967148,54.166666666666664,1610612766,4,2,2022-01-11T00:12:11Z,150000,-21.0,210.0,1,left,G. Hayward 21' Jump Shot (2 PTS) (M. Plumlee 1 AST),"[202330, 203486]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,21.11,Made,,,,,2.0,M. Plumlee,203486.0,1.0,,,,,,,,,,,
17,PT10M22.00S,2022-01-11T00:12:21.6Z,1,REGULAR,3pt,Jump Shot,[],203507,69.46452036793693,71.56862745098039,1610612749,4,2,2022-01-11T00:12:26Z,170000,108.0,235.0,1,right,MISS G. Antetokounmpo 25' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,25.81,Missed,,,,,,,,,,,,,,,,,,,
