actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,value,stealPlayerName,stealPersonId
184,PT09M51.00S,2021-12-09T00:46:29.4Z,2,REGULAR,rebound,offensive,[],1630550,,,1610612766,28,28,2021-12-09T00:46:34Z,1800000,,,0,,J. Thor REBOUND (Off:2 Def:0),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,183.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
185,PT09M51.00S,2021-12-09T00:46:32.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630550,92.72339027595268,49.50980392156863,1610612766,30,28,2021-12-09T00:52:39Z,1810000,-2.0,16.0,1,right,J. Thor putback Layup (4 PTS),[1630550],1610612766.0,CHA,putback,,,Thor,J. Thor,,,,,1.61,Made,,,,,4.0,,,,,,,,,,,,,,
186,PT09M51.00S,2021-12-09T00:46:34.2Z,2,REGULAR,foul,personal,['1freethrow'],203083,,,1610612766,30,28,2021-12-09T00:46:42Z,1820000,,,0,,A. Drummond shooting personal FOUL (1 PF) (Thor 1 FT),"[203083, 1630550]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,,,,,,,,,,,1204.0,1.0,0.0,Thor,1630550.0,,,,,,
188,PT09M51.00S,2021-12-09T00:46:51.7Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1630550,,,1610612766,31,28,2021-12-09T00:46:51Z,1840000,,,0,,J. Thor Free Throw 1 of 1 (5 PTS),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
189,PT09M40.00S,2021-12-09T00:47:03.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203083,8.492115637319317,50.245098039215684,1610612755,31,30,2021-12-09T00:47:11Z,1850000,-1.0,27.0,1,left,A. Drummond alley-oop DUNK (4 PTS) (S. Milton 1 AST),"[203083, 1629003]",1610612755.0,PHI,alley-oop,,,Drummond,A. Drummond,,,,,2.73,Made,,,,,4.0,S. Milton,1629003.0,1.0,,,,,,,,,,,
191,PT09M34.00S,2021-12-09T00:47:10.1Z,2,REGULAR,turnover,bad pass,[],1629023,,,1610612766,31,30,2021-12-09T00:47:16Z,1870000,,,0,,P. Washington bad pass TURNOVER (1 TO),"[1629023, 1629680]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,1.0,,,,Thybulle,1629680.0
192,PT09M34.00S,2021-12-09T00:47:10.1Z,2,REGULAR,steal,,[],1629680,,,1610612755,31,30,2021-12-09T00:47:11Z,1880000,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M30.00S,2021-12-09T00:47:13.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629680,7.5722733245729295,52.94117647058824,1610612755,31,32,2021-12-09T00:53:25Z,1890000,-15.0,19.0,1,left,M. Thybulle running Layup (4 PTS),[1629680],1610612755.0,PHI,running,,,Thybulle,M. Thybulle,,,,,2.38,Made,,,,,4.0,,,,,,,,,,,,,,
194,PT09M15.00S,2021-12-09T00:47:28.0Z,2,REGULAR,3pt,Jump Shot,[],1630550,72.61826544021025,19.11764705882353,1610612766,31,32,2021-12-09T00:47:33Z,1900000,-154.0,205.0,1,right,MISS J. Thor 25' 3PT,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,,
196,PT09M13.00S,2021-12-09T00:47:30.0Z,2,REGULAR,rebound,defensive,[],1627788,,,1610612755,31,32,2021-12-09T00:47:33Z,1910000,,,0,,F. Korkmaz REBOUND (Off:0 Def:2),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,194.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
197,PT09M07.00S,2021-12-09T00:47:36.6Z,2,REGULAR,3pt,Jump Shot,[],1627777,7.835085413929041,5.147058823529411,1610612755,31,35,2021-12-09T00:47:41Z,1920000,224.0,21.0,1,left,G. Niang 3PT  (5 PTS) (A. Drummond 2 AST),"[1627777, 203083]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,22.53,Made,,,,,5.0,A. Drummond,203083.0,2.0,,,,,,,,,,,
199,PT09M06.00S,2021-12-09T00:47:41.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,31,35,2021-12-09T00:47:41Z,1940000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M06.00S,2021-12-09T00:50:15.0Z,2,REGULAR,substitution,out,[],1629023,,,1610612766,31,35,2021-12-09T00:50:23Z,1950000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M06.00S,2021-12-09T00:50:15.0Z,2,REGULAR,substitution,in,[],1626162,,,1610612766,31,35,2021-12-09T00:50:23Z,1960000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M47.00S,2021-12-09T00:50:49.5Z,2,REGULAR,3pt,Jump Shot,[],1628970,78.13731931668858,8.57843137254902,1610612766,31,35,2021-12-09T00:50:54Z,1970000,-207.0,153.0,1,right,MISS M. Bridges 25' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,,
203,PT08M44.00S,2021-12-09T00:50:52.5Z,2,REGULAR,rebound,defensive,[],1629003,,,1610612755,31,35,2021-12-09T00:50:54Z,1980000,,,0,,S. Milton REBOUND (Off:0 Def:3),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,202.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
204,PT08M33.00S,2021-12-09T00:51:03.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203083,6.783837056504599,49.754901960784316,1610612755,31,37,2021-12-09T00:51:09Z,1990000,1.0,11.0,1,left,A. Drummond alley-oop DUNK (6 PTS) (S. Milton 2 AST),"[203083, 1629003]",1610612755.0,PHI,alley-oop,,,Drummond,A. Drummond,,,,,1.14,Made,,,,,6.0,S. Milton,1629003.0,2.0,,,,,,,,,,,
206,PT08M19.00S,2021-12-09T00:51:17.0Z,2,REGULAR,3pt,Jump Shot,[],1630547,69.72733245729303,20.833333333333336,1610612766,31,37,2021-12-09T00:51:22Z,2010000,-146.0,232.0,1,right,MISS J. Bouknight 27' 3PT,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,27.41,Missed,,,,,,,,,,,,,,,,,,,
207,PT08M17.00S,2021-12-09T00:51:19.0Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,31,37,2021-12-09T00:51:22Z,2020000,,,0,,A. Drummond REBOUND (Off:1 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,206.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
208,PT08M09.00S,2021-12-09T00:51:31.1Z,2,REGULAR,foul,personal,[],1630547,,,1610612755,31,37,2021-12-09T00:51:40Z,2030000,,,0,,J. Bouknight personal FOUL (1 PF),"[1630547, 1627788]",1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,1662.0,1.0,0.0,Korkmaz,1627788.0,,,,,,
210,PT08M09.00S,2021-12-09T00:51:37.6Z,2,REGULAR,substitution,out,[],1630550,,,1610612755,31,37,2021-12-09T00:51:41Z,2050000,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M09.00S,2021-12-09T00:51:37.6Z,2,REGULAR,substitution,in,[],202330,,,1610612755,31,37,2021-12-09T00:51:41Z,2060000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M01.00S,2021-12-09T00:52:01.9Z,2,REGULAR,foul,personal,['2freethrow'],1628970,,,1610612755,31,37,2021-12-09T00:52:37Z,2070000,,,0,,M. Bridges shooting personal FOUL (1 PF) (Drummond 2 FT),"[1628970, 203083]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,,,,,,,,,,,202026.0,1.0,0.0,Drummond,203083.0,,,,,,
214,PT08M01.00S,2021-12-09T00:52:26.8Z,2,REGULAR,freethrow,1 of 2,[],203083,,,1610612755,31,38,2021-12-09T00:52:26Z,2090000,,,0,,A. Drummond Free Throw 1 of 2 (7 PTS),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
215,PT08M01.00S,2021-12-09T00:52:27.5Z,2,REGULAR,substitution,out,[],1630547,,,1610612755,31,38,2021-12-09T00:52:39Z,2100000,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M01.00S,2021-12-09T00:52:27.5Z,2,REGULAR,substitution,out,[],1629003,,,1610612755,31,38,2021-12-09T00:52:39Z,2110000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M01.00S,2021-12-09T00:52:27.5Z,2,REGULAR,substitution,in,[],1630208,,,1610612755,31,38,2021-12-09T00:52:39Z,2120000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M01.00S,2021-12-09T00:52:27.5Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,31,38,2021-12-09T00:52:39Z,2130000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M01.00S,2021-12-09T00:52:57.3Z,2,REGULAR,freethrow,2 of 2,[],203083,,,1610612755,31,39,2021-12-09T00:52:57Z,2140000,,,0,,A. Drummond Free Throw 2 of 2 (8 PTS),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
220,PT07M51.00S,2021-12-09T00:53:11.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,31,39,2021-12-09T00:53:11Z,2150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M43.00S,2021-12-09T00:53:35.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628970,93.77463863337714,48.529411764705884,1610612766,33,39,2021-12-09T00:53:45Z,2160000,-7.0,6.0,1,right,M. Bridges driving DUNK (5 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,0.95,Made,,,,,5.0,,,,,,,,,,,,,,
222,PT07M26.00S,2021-12-09T00:53:52.4Z,2,REGULAR,3pt,Jump Shot,[],1627788,30.831143232588698,78.92156862745098,1610612755,33,39,2021-12-09T00:53:57Z,2170000,-145.0,237.0,1,left,MISS F. Korkmaz 27' 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,27.79,Missed,,,,,,,,,,,,,,,,,,,
223,PT07M25.00S,2021-12-09T00:53:53.4Z,2,REGULAR,rebound,offensive,[],203083,,,1610612755,33,39,2021-12-09T00:53:57Z,2180000,,,0,,A. Drummond REBOUND (Off:2 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,222.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
224,PT07M25.00S,2021-12-09T00:53:56.9Z,2,REGULAR,foul,personal,[],1630208,,,1610612755,33,39,2021-12-09T00:54:22Z,2190000,,,0,,N. Richards personal FOUL (1 PF),"[1630208, 1630178]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,1662.0,1.0,1.0,Maxey,1630178.0,,,,,,
226,PT07M25.00S,2021-12-09T00:54:15.7Z,2,REGULAR,substitution,out,[],1627777,,,1610612755,33,39,2021-12-09T00:54:22Z,2210000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M25.00S,2021-12-09T00:54:15.7Z,2,REGULAR,substitution,in,[],202699,,,1610612755,33,39,2021-12-09T00:54:22Z,2220000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M19.00S,2021-12-09T00:54:37.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202699,12.828515111695138,3.6764705882352944,1610612755,33,39,2021-12-09T00:54:43Z,2230000,232.0,68.0,1,left,MISS T. Harris 24' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,24.14,Missed,,,,,,,,,,,,,,,,,,,
229,PT07M15.00S,2021-12-09T00:54:41.7Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612766,33,39,2021-12-09T00:54:43Z,2240000,,,0,,K. Oubre Jr. REBOUND (Off:2 Def:5),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,228.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
230,PT07M12.00S,2021-12-09T00:54:43.9Z,2,REGULAR,turnover,bad pass,[],1626162,,,1610612766,33,39,2021-12-09T00:54:48Z,2250000,,,0,,K. Oubre Jr. bad pass TURNOVER (2 TO),"[1626162, 203083]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,2.0,,,,Drummond,203083.0
231,PT07M12.00S,2021-12-09T00:54:43.9Z,2,REGULAR,steal,,[],203083,,,1610612755,33,39,2021-12-09T00:54:45Z,2260000,,,0,,A. Drummond STEAL (1 STL),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M06.00S,2021-12-09T00:54:52.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,33,39,2021-12-09T00:54:52Z,2270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M06.00S,2021-12-09T00:54:58.2Z,2,REGULAR,substitution,out,[],203083,,,1610612755,33,39,2021-12-09T00:55:17Z,2280000,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M06.00S,2021-12-09T00:54:58.2Z,2,REGULAR,substitution,out,[],1627788,,,1610612755,33,39,2021-12-09T00:55:17Z,2290000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M06.00S,2021-12-09T00:54:58.2Z,2,REGULAR,substitution,in,[],203552,,,1610612755,33,39,2021-12-09T00:55:17Z,2300000,,,0,,SUB in: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M06.00S,2021-12-09T00:54:58.2Z,2,REGULAR,substitution,in,[],203954,,,1610612755,33,39,2021-12-09T00:55:17Z,2310000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M52.00S,2021-12-09T00:55:35.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203954,6.389618922470433,50.98039215686274,1610612755,33,41,2021-12-09T00:56:38Z,2320000,-5.0,8.0,1,left,J. Embiid DUNK (9 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,0.9,Made,,,,,9.0,,,,,,,,,,,,,,
238,PT06M46.00S,2021-12-09T00:55:44.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,91.80354796320631,50.49019607843137,1610612766,33,41,2021-12-09T01:04:41Z,2330000,2.0,25.0,1,right,MISS C. Martin driving finger roll Layup,[1628998],1610612766.0,CHA,driving finger roll,,,Martin,C. Martin,,,,,2.46,Missed,,,,,,,,,,,,,,,,,,,
239,PT06M44.00S,2021-12-09T00:55:46.8Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,33,41,2021-12-09T01:04:41Z,2340000,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,238.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
277,PT06M41.00S,2021-12-09T00:56:01.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629680,10.561760840998687,42.892156862745104,1610612755,33,41,2021-12-09T01:06:48Z,2355000,36.0,47.0,1,left,MISS M. Thybulle running Layup,[1629680],1610612755.0,PHI,running,,,Thybulle,M. Thybulle,,,,,5.87,Missed,,,,,,,,,,,,,,,,,,,
278,PT06M40.00S,2021-12-09T00:56:02.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,33,41,2021-12-09T01:06:13Z,2362500,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,277.0,,,,,,,,,,,,,,,,,,
242,PT06M40.00S,2021-12-09T00:56:17.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,33,41,2021-12-09T01:06:22Z,2370000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M40.00S,2021-12-09T00:57:23.4Z,2,REGULAR,instantreplay,challenge,[],0,,,1610612766,33,41,2021-12-09T01:06:32Z,2380000,,,0,,,[],1610612766.0,CHA,overturned,,,,,,,,,,,,,,,,,,,1662.0,,,,,,,,No Foul on G. Hayward,,
245,PT06M40.00S,2021-12-09T00:59:47.9Z,2,REGULAR,jumpball,recovered,[],202330,,,1610612766,33,41,2021-12-09T00:59:47Z,2400000,,,0,,Jump Ball N. Richards vs. J. Embiid: Tip to G. Hayward,"[202330, 1630208, 203954]",1610612766.0,CHA,challenge,G. Hayward,202330.0,Hayward,G. Hayward,Richards,1630208.0,Embiid,203954.0,,,,,,,,,,,,,,,,,,,,,
248,PT06M28.00S,2021-12-09T00:59:55.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630208,94.03745072273325,53.92156862745098,1610612766,35,41,2021-12-09T01:00:00Z,2430000,20.0,4.0,1,right,N. Richards DUNK (6 PTS) (G. Hayward 2 AST),"[1630208, 202330]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,1.99,Made,,,,,6.0,G. Hayward,202330.0,2.0,,,,,,,,,,,
250,PT06M01.00S,2021-12-09T01:00:20.9Z,2,REGULAR,3pt,Jump Shot,[],1630178,8.754927726675426,97.54901960784314,1610612755,35,44,2021-12-09T01:00:26Z,2450000,-238.0,30.0,1,left,T. Maxey 3PT  (3 PTS) (S. Curry 4 AST),"[1630178, 203552]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,23.96,Made,,,,,3.0,S. Curry,203552.0,4.0,,,,,,,,,,,
252,PT05M40.00S,2021-12-09T01:00:43.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,91.5407358738502,52.69607843137255,1610612766,37,44,2021-12-09T01:01:52Z,2470000,13.0,27.0,1,right,G. Hayward driving floating Jump Shot (12 PTS),[202330],1610612766.0,CHA,driving floating,,,Hayward,G. Hayward,,,,,3.02,Made,,,,,12.0,,,,,,,,,,,,,,
253,PT05M15.00S,2021-12-09T01:01:07.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203954,8.09789750328515,50.98039215686274,1610612755,37,44,2021-12-09T01:09:08Z,2480000,-5.0,24.0,1,left,MISS J. Embiid Hook,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,2.41,Missed,,,,,,,,,,,,,,,,,,,
254,PT05M15.00S,2021-12-09T01:01:07.7Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,37,44,2021-12-09T01:11:32Z,2490000,,,0,,N. Richards REBOUND (Off:0 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,253.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
255,PT05M05.00S,2021-12-09T01:01:18.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628970,92.19776609724047,47.794117647058826,1610612766,39,44,2021-12-09T01:12:12Z,2500000,-11.0,21.0,1,right,M. Bridges driving Layup (7 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,2.35,Made,,,,,7.0,,,,,,,,,,,,,,
256,PT04M56.00S,2021-12-09T01:01:31.8Z,2,REGULAR,foul,personal,[],202330,,,1610612755,39,44,2021-12-09T01:01:35Z,2510000,,,0,,G. Hayward take personal FOUL (1 PF),"[202330, 203954]",1610612766.0,CHA,take,,,Hayward,G. Hayward,,,,,,,,,,,,,,,1204.0,1.0,0.0,Embiid,203954.0,,,,,,
258,PT04M56.00S,2021-12-09T01:01:38.5Z,2,REGULAR,substitution,out,[],1630208,,,1610612755,39,44,2021-12-09T01:01:45Z,2530000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M56.00S,2021-12-09T01:01:38.5Z,2,REGULAR,substitution,in,[],1629023,,,1610612755,39,44,2021-12-09T01:01:45Z,2540000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M56.00S,2021-12-09T01:01:57.3Z,2,REGULAR,substitution,out,[],1629680,,,1610612755,39,44,2021-12-09T01:02:04Z,2550000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M56.00S,2021-12-09T01:01:57.3Z,2,REGULAR,substitution,in,[],201980,,,1610612755,39,44,2021-12-09T01:02:04Z,2560000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M48.00S,2021-12-09T01:02:05.4Z,2,REGULAR,turnover,bad pass,[],1630178,,,1610612755,39,44,2021-12-09T01:02:10Z,2570000,,,0,,T. Maxey bad pass TURNOVER (1 TO),"[1630178, 1626162]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,1.0,,,,Oubre Jr.,1626162.0
263,PT04M48.00S,2021-12-09T01:02:05.4Z,2,REGULAR,steal,,[],1626162,,,1610612766,39,44,2021-12-09T01:02:07Z,2580000,,,0,,K. Oubre Jr. STEAL (2 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M45.00S,2021-12-09T01:02:10.7Z,2,REGULAR,turnover,out-of-bounds,[],1628970,,,1610612766,39,44,2021-12-09T01:13:38Z,2590000,,,0,,M. Bridges bad pass out-of-bounds TURNOVER (2 TO),[1628970],1610612766.0,CHA,bad pass,,,Bridges,M. Bridges,,,,,,,,,,,,,,,1204.0,,,,,2.0,,,,,
265,PT04M25.00S,2021-12-09T01:02:33.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201980,9.674770039421814,98.0392156862745,1610612755,39,44,2021-12-09T01:02:38Z,2600000,-240.0,38.0,1,left,MISS D. Green 24' 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,24.33,Missed,,,,,,,,,,,,,,,,,,,
266,PT04M23.00S,2021-12-09T01:02:35.5Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,39,44,2021-12-09T01:17:21Z,2610000,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,265.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
267,PT04M16.00S,2021-12-09T01:02:44.5Z,2,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612766,39,44,2021-12-09T01:02:54Z,2620000,,,0,,T. Maxey shooting personal FOUL (1 PF) (Hayward 2 FT),"[1630178, 202330]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,,,,,,,,,,,1662.0,1.0,0.0,Hayward,202330.0,,,,,,
269,PT04M16.00S,2021-12-09T01:03:09.7Z,2,REGULAR,freethrow,1 of 2,[],202330,,,1610612766,40,44,2021-12-09T01:03:09Z,2640000,,,0,,G. Hayward Free Throw 1 of 2 (13 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,Made,,,,,13.0,,,,,,,,,,,,,,
270,PT04M16.00S,2021-12-09T01:03:22.5Z,2,REGULAR,freethrow,2 of 2,[],202330,,,1610612766,41,44,2021-12-09T01:03:22Z,2650000,,,0,,G. Hayward Free Throw 2 of 2 (14 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,Made,,,,,14.0,,,,,,,,,,,,,,
271,PT03M55.00S,2021-12-09T01:03:44.5Z,2,REGULAR,turnover,bad pass,[],1630178,,,1610612755,41,44,2021-12-09T01:03:51Z,2660000,,,0,,T. Maxey bad pass TURNOVER (2 TO),"[1630178, 1628998]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,2.0,,,,Martin,1628998.0
272,PT03M55.00S,2021-12-09T01:03:44.5Z,2,REGULAR,steal,,[],1628998,,,1610612766,41,44,2021-12-09T01:03:46Z,2670000,,,0,,C. Martin STEAL (1 STL),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M51.00S,2021-12-09T01:03:48.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626162,92.32917214191852,51.470588235294116,1610612766,43,44,2021-12-09T01:16:40Z,2680000,7.0,20.0,1,right,K. Oubre Jr. running DUNK (7 PTS) (C. Martin 3 AST),"[1626162, 1628998]",1610612766.0,CHA,running,,,Oubre Jr.,K. Oubre Jr.,,,,,2.1,Made,,,,,7.0,C. Martin,1628998.0,3.0,,,,,,,,,,,
275,PT03M51.00S,2021-12-09T01:03:52.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612755,43,44,2021-12-09T01:03:52Z,2700000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M27.00S,2021-12-09T01:05:58.2Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612755,43,44,2021-12-09T01:06:07Z,2710000,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,1204.0,,,,,,,,,,
