actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
94,PT04M01.00S,2021-10-25T23:24:03.1Z,1,REGULAR,3pt,Jump Shot,[],203953,94.03745072273325,3.6764705882352944,1610612738,25,17,2021-10-25T23:24:12Z,930000,-232.0,4.0,1,right,J. Parker 3PT  (3 PTS) (J. Brown 1 AST),"[203953, 1627759]",1610612738.0,BOS,,,,Parker,J. Parker,,,,,23.16,Made,3.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,
96,PT03M44.00S,2021-10-25T23:24:20.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202397,15.982260183968464,41.17647058823529,1610612766,27,17,2021-10-25T23:24:25Z,950000,44.0,98.0,1,left,I. Smith 10' pullup Jump Shot (2 PTS),[202397],1610612766.0,CHA,pullup,,,Smith,I. Smith,,,,,10.72,Made,2.0,,,,,,,,,,,,,,,,,
97,PT03M32.00S,2021-10-25T23:24:33.5Z,1,REGULAR,3pt,Jump Shot,[],203953,91.27792378449409,3.431372549019608,1610612738,27,20,2021-10-25T23:24:36Z,960000,-233.0,29.0,1,right,J. Parker 3PT  (6 PTS) (J. Richardson 1 AST),"[203953, 1626196]",1610612738.0,BOS,,,,Parker,J. Parker,,,,,23.47,Made,6.0,J. Richardson,1626196.0,1.0,,,,,,,,,,,,,,
99,PT03M15.00S,2021-10-25T23:24:49.7Z,1,REGULAR,2pt,Jump Shot,[],1629667,5.601182654402102,72.05882352941177,1610612766,27,20,2021-10-25T23:24:54Z,980000,-110.0,0.0,1,left,MISS J. McDaniels 11' Jump Shot,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,11.03,Missed,,,,,,,,,,,,,,,,,,
100,PT03M11.00S,2021-10-25T23:24:53.1Z,1,REGULAR,rebound,defensive,[],203953,,,1610612738,27,20,2021-10-25T23:24:53Z,990000,,,0,,J. Parker REBOUND (Off:0 Def:1),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,99.0,1.0,1.0,0.0,,,,,,
101,PT03M09.00S,2021-10-25T23:24:55.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626196,75.24638633377135,10.294117647058822,1610612738,27,20,2021-10-25T23:25:00Z,1000000,-199.0,180.0,1,right,MISS J. Richardson 26' 3PT,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,26.81,Missed,,,,,,,,,,,,,,,,,,
102,PT03M07.00S,2021-10-25T23:24:57.7Z,1,REGULAR,rebound,defensive,[],202397,,,1610612766,27,20,2021-10-25T23:25:00Z,1010000,,,0,,I. Smith REBOUND (Off:0 Def:1),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,101.0,1.0,1.0,0.0,,,,,,
103,PT02M55.00S,2021-10-25T23:25:09.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202397,13.748357424441524,51.71568627450981,1610612766,29,20,2021-10-25T23:25:16Z,1020000,-9.0,77.0,1,left,I. Smith 7' turnaround fadeaway Jump Shot (4 PTS),[202397],1610612766.0,CHA,turnaround fadeaway,,,Smith,I. Smith,,,,,7.72,Made,4.0,,,,,,,,,,,,,,,,,
104,PT02M55.00S,2021-10-25T23:25:20.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,29,20,2021-10-25T23:25:20Z,1030000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M55.00S,2021-10-25T23:25:21.4Z,1,REGULAR,substitution,out,[],1626162,,,1610612738,29,20,2021-10-25T23:27:47Z,1040000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M55.00S,2021-10-25T23:25:21.4Z,1,REGULAR,substitution,out,[],203486,,,1610612738,29,20,2021-10-25T23:27:47Z,1050000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M55.00S,2021-10-25T23:25:21.4Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,29,20,2021-10-25T23:27:47Z,1060000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M55.00S,2021-10-25T23:25:21.4Z,1,REGULAR,substitution,in,[],1630208,,,1610612738,29,20,2021-10-25T23:27:47Z,1070000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M55.00S,2021-10-25T23:25:21.4Z,1,REGULAR,substitution,in,[],202330,,,1610612738,29,20,2021-10-25T23:27:47Z,1080000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M55.00S,2021-10-25T23:25:21.4Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,29,20,2021-10-25T23:27:47Z,1090000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M38.00S,2021-10-25T23:28:22.2Z,1,REGULAR,3pt,Jump Shot,[],1630202,91.80354796320631,97.30392156862744,1610612738,29,23,2021-10-25T23:28:28Z,1100000,237.0,25.0,1,right,P. Pritchard 3PT  (3 PTS) (J. Tatum 2 AST),"[1630202, 1628369]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,23.78,Made,3.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,,,
113,PT02M16.00S,2021-10-25T23:28:44.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629667,13.485545335085414,35.049019607843135,1610612766,31,23,2021-10-25T23:28:53Z,1120000,75.0,74.0,1,left,J. McDaniels 10' Jump Shot (2 PTS),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,10.54,Made,2.0,,,,,,,,,,,,,,,,,
114,PT02M07.00S,2021-10-25T23:28:56.6Z,1,REGULAR,foul,personal,['2freethrow'],1628998,,,1610612738,31,23,2021-10-25T23:29:13Z,1130000,,,0,,C. Martin shooting personal FOUL (1 PF) (Tatum 2 FT),"[1628998, 1628369]",1610612766.0,CHA,shooting,,,Martin,C. Martin,,,,,,,,,,,2004.0,,,,,,,,1.0,0.0,Tatum,1628369.0,,
116,PT02M07.00S,2021-10-25T23:29:20.7Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,31,24,2021-10-25T23:29:20Z,1150000,,,0,,J. Tatum Free Throw 1 of 2 (3 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
117,PT02M07.00S,2021-10-25T23:29:35.6Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,31,25,2021-10-25T23:29:35Z,1160000,,,0,,J. Tatum Free Throw 2 of 2 (4 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
118,PT01M54.00S,2021-10-25T23:29:52.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630208,13.354139290407357,40.931372549019606,1610612766,33,25,2021-10-25T23:30:09Z,1170000,45.0,73.0,1,left,N. Richards 8' Hook (2 PTS) (G. Hayward 1 AST),"[1630208, 202330]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,8.59,Made,2.0,G. Hayward,202330.0,1.0,,,,,,,,,,,,,,
120,PT01M42.00S,2021-10-25T23:30:04.4Z,1,REGULAR,3pt,Jump Shot,[],1629684,68.15045992115637,64.95098039215686,1610612738,33,28,2021-10-25T23:30:11Z,1190000,75.0,247.0,1,right,G. Williams 25' 3PT  (3 PTS) (J. Tatum 3 AST),"[1629684, 1628369]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,25.8,Made,3.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,,,,
122,PT01M25.00S,2021-10-25T23:30:21.0Z,1,REGULAR,2pt,Jump Shot,[],202397,22.421156373193167,59.068627450980394,1610612766,33,28,2021-10-25T23:30:25Z,1210000,-45.0,158.0,1,left,MISS I. Smith 16' Jump Shot,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,16.47,Missed,,,,,,,,,,,,,,,,,,
124,PT01M22.00S,2021-10-25T23:30:24.0Z,1,REGULAR,rebound,defensive,[],1630202,,,1610612738,33,28,2021-10-25T23:30:25Z,1230000,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,122.0,2.0,1.0,1.0,,,,,,
125,PT01M20.00S,2021-10-25T23:30:25.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203953,93.77463863337714,49.26470588235294,1610612738,33,30,2021-10-25T23:30:33Z,1240000,-4.0,6.0,1,right,J. Parker DUNK (8 PTS) (P. Pritchard 1 AST),"[203953, 1630202]",1610612738.0,BOS,,,,Parker,J. Parker,,,,,0.7,Made,8.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,,,,
127,PT01M00.00S,2021-10-25T23:30:46.5Z,1,REGULAR,3pt,Jump Shot,[],1628998,24.129434954007884,87.74509803921569,1610612766,33,30,2021-10-25T23:30:59Z,1260000,-189.0,174.0,1,left,MISS C. Martin 25' 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,25.69,Missed,,,,,,,,,,,,,,,,,,
128,PT00M57.20S,2021-10-25T23:30:49.3Z,1,REGULAR,rebound,defensive,[],1626196,,,1610612738,33,30,2021-10-25T23:30:49Z,1270000,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,127.0,1.0,1.0,0.0,,,,,,
129,PT00M49.90S,2021-10-25T23:30:57.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,67.23061760840999,35.78431372549019,1610612738,33,30,2021-10-25T23:31:20Z,1280000,-71.0,256.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.52,Missed,,,,,,,,,,,,,,,,,,
130,PT00M49.90S,2021-10-25T23:30:57.5Z,1,REGULAR,rebound,defensive,[],202397,,,1610612766,33,30,2021-10-25T23:31:10Z,1290000,,,0,,I. Smith REBOUND (Off:0 Def:2),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,129.0,2.0,2.0,0.0,,,,,,
131,PT00M43.30S,2021-10-25T23:31:04.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202397,6.652431011826544,45.588235294117645,1610612766,33,30,2021-10-25T23:31:17Z,1300000,22.0,10.0,1,left,MISS I. Smith running Layup,[202397],1610612766.0,CHA,running,,,Smith,I. Smith,,,,,2.43,Missed,,,,,,,,,,,,,,,,,,
132,PT00M39.50S,2021-10-25T23:31:08.0Z,1,REGULAR,rebound,offensive,[],202330,,,1610612766,33,30,2021-10-25T23:31:08Z,1310000,,,0,,G. Hayward REBOUND (Off:1 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,131.0,2.0,1.0,1.0,,,,,,
197,PT00M39.50S,2021-10-25T23:31:06.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', '2ndchance']",202330,6.1268068331143235,52.69607843137255,1610612766,33,30,2021-10-25T23:40:44Z,1315000,-13.0,5.0,1,left,MISS G. Hayward Layup,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,1.44,Missed,,,,,,,,,,,,,,,,,,
198,PT00M39.50S,2021-10-25T23:31:06.0Z,1,REGULAR,rebound,offensive,[],202330,,,1610612766,33,30,2021-10-25T23:40:32Z,1317500,,,0,,G. Hayward REBOUND (Off:2 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,197.0,3.0,1.0,2.0,,,,,,
133,PT00M39.50S,2021-10-25T23:31:08.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', '2ndchance']",202330,5.590000152587891,50.0,1610612766,33,30,2021-10-25T23:40:32Z,1320000,0.0,0.0,1,left,MISS G. Hayward tip Layup,[202330],1610612766.0,CHA,tip,,,Hayward,G. Hayward,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
134,PT00M38.60S,2021-10-25T23:31:08.9Z,1,REGULAR,rebound,defensive,[],203953,,,1610612738,33,30,2021-10-25T23:31:28Z,1330000,,,0,,J. Parker REBOUND (Off:0 Def:2),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,133.0,2.0,2.0,0.0,,,,,,
135,PT00M27.70S,2021-10-25T23:31:20.5Z,1,REGULAR,3pt,Jump Shot,[],203953,66.17936925098554,42.40196078431372,1610612738,33,33,2021-10-25T23:31:24Z,1340000,-38.0,265.0,1,right,J. Parker 26' 3PT  (11 PTS),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,26.81,Made,11.0,,,,,,,,,,,,,,,,,
136,PT00M03.30S,2021-10-25T23:31:48.0Z,1,REGULAR,2pt,Jump Shot,[],202397,26.888961892247043,29.901960784313726,1610612766,33,33,2021-10-25T23:31:54Z,1350000,100.0,200.0,1,left,MISS I. Smith 22' Jump Shot,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,22.41,Missed,,,,,,,,,,,,,,,,,,
137,PT00M00.80S,2021-10-25T23:31:50.6Z,1,REGULAR,rebound,defensive,[],1626196,,,1610612738,33,33,2021-10-25T23:31:50Z,1360000,,,0,,J. Richardson REBOUND (Off:0 Def:2),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,136.0,2.0,2.0,0.0,,,,,,
138,PT00M00.00S,2021-10-25T23:31:56.0Z,1,REGULAR,period,end,[],0,,,1610612738,33,33,2021-10-25T23:31:56Z,1370000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2021-10-25T23:32:01.7Z,2,REGULAR,substitution,out,['startperiod'],1629667,,,1610612738,33,33,2021-10-25T23:34:35Z,1380000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2021-10-25T23:32:01.7Z,2,REGULAR,substitution,out,['startperiod'],1626196,,,1610612738,33,33,2021-10-25T23:34:35Z,1390000,,,0,,SUB out: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2021-10-25T23:32:01.7Z,2,REGULAR,substitution,in,['startperiod'],1628970,,,1610612738,33,33,2021-10-25T23:34:35Z,1400000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2021-10-25T23:32:01.7Z,2,REGULAR,substitution,in,['startperiod'],203935,,,1610612738,33,33,2021-10-25T23:34:35Z,1410000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2021-10-25T23:34:33.4Z,2,REGULAR,period,start,[],0,,,1610612766,33,33,2021-10-25T23:34:36Z,1420000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT11M45.00S,2021-10-25T23:34:48.1Z,2,REGULAR,3pt,Jump Shot,[],1628970,27.808804204993432,21.568627450980394,1610612766,33,33,2021-10-25T23:34:52Z,1430000,142.0,209.0,1,left,MISS M. Bridges 25' step back 3PT,[1628970],1610612766.0,CHA,step back,,,Bridges,M. Bridges,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,
145,PT11M41.00S,2021-10-25T23:34:50.7Z,2,REGULAR,rebound,defensive,[],203953,,,1610612738,33,33,2021-10-25T23:34:50Z,1440000,,,0,,J. Parker REBOUND (Off:0 Def:3),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,144.0,3.0,3.0,0.0,,,,,,
146,PT11M26.00S,2021-10-25T23:35:06.5Z,2,REGULAR,2pt,Jump Shot,[],203953,90.75229960578186,20.588235294117645,1610612738,33,33,2021-10-25T23:35:11Z,1450000,-147.0,34.0,1,right,MISS J. Parker 15' fadeaway Shot,[203953],1610612738.0,BOS,fadeaway,,,Parker,J. Parker,,,,,15.11,Missed,,,,,,,,,,,,,,,,,,
147,PT11M22.00S,2021-10-25T23:35:10.5Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,33,33,2021-10-25T23:35:11Z,1460000,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,146.0,2.0,2.0,0.0,,,,,,
148,PT11M18.00S,2021-10-25T23:35:18.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,5.863994743758213,44.11764705882353,1610612766,33,33,2021-10-25T23:35:25Z,1470000,29.0,3.0,1,left,MISS M. Bridges driving Layup - blocked,"[1628970, 203953]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,2.95,Missed,,,,,,,Parker,203953.0,,,,,,,,,,
218,PT11M18.00S,2021-10-25T23:35:18.0Z,2,REGULAR,block,,[],203953,,,1610612766,33,33,2021-10-25T23:43:12Z,1475000,,,0,,J. Parker BLOCK (1 BLK),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,
149,PT11M18.00S,2021-10-25T23:35:18.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,33,33,2021-10-25T23:43:12Z,1480000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,148.0,,,,,,,,,
150,PT11M18.00S,2021-10-25T23:35:22.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,33,33,2021-10-25T23:35:22Z,1490000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT11M18.00S,2021-10-25T23:35:23.4Z,2,REGULAR,substitution,out,[],202397,,,1610612766,33,33,2021-10-25T23:35:29Z,1500000,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M18.00S,2021-10-25T23:35:23.4Z,2,REGULAR,substitution,in,[],1630163,,,1610612766,33,33,2021-10-25T23:35:29Z,1510000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
153,PT11M18.00S,2021-10-25T23:35:41.0Z,2,REGULAR,foul,offensive,[],1630208,,,1610612766,33,33,2021-10-25T23:36:05Z,1520000,,,0,,N. Richards offensive FOUL (1 PF),"[1630208, 1629684]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,2005.0,,,,,,,,1.0,0.0,Williams,1629684.0,,
155,PT11M18.00S,2021-10-25T23:35:41.0Z,2,REGULAR,turnover,offensive foul,[],1630208,,,1610612766,33,33,2021-10-25T23:35:41Z,1540000,,,0,,N. Richards offensive foul TURNOVER (1 TO),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,2005.0,1.0,,,,,,,,,,,,
156,PT11M06.00S,2021-10-25T23:36:02.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628369,76.82325886990802,51.470588235294116,1610612738,33,35,2021-10-25T23:36:08Z,1550000,7.0,165.0,1,right,J. Tatum 16' Jump Shot (6 PTS) (G. Williams 1 AST),"[1628369, 1629684]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,16.56,Made,6.0,G. Williams,1629684.0,1.0,,,,,,,,,,,,,,
158,PT10M46.00S,2021-10-25T23:36:30.3Z,2,REGULAR,foul,personal,[],1630202,,,1610612766,33,35,2021-10-25T23:36:44Z,1570000,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 1630163]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,2004.0,,,,,,,,1.0,0.0,Ball,1630163.0,,
160,PT10M37.00S,2021-10-25T23:36:48.9Z,2,REGULAR,3pt,Jump Shot,[],202330,31.488173455978973,34.31372549019608,1610612766,36,35,2021-10-25T23:36:55Z,1590000,78.0,243.0,1,left,G. Hayward 25' 3PT  (4 PTS) (L. Ball 4 AST),"[202330, 1630163]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,25.58,Made,4.0,L. Ball,1630163.0,4.0,,,,,,,,,,,,,,
162,PT10M24.00S,2021-10-25T23:37:01.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,81.15965834428384,52.94117647058824,1610612738,36,37,2021-10-25T23:37:08Z,1610000,15.0,125.0,1,right,J. Tatum 12' fadeaway Jump Shot (8 PTS) (M. Smart 1 AST),"[1628369, 203935]",1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,12.55,Made,8.0,M. Smart,203935.0,1.0,,,,,,,,,,,,,,
164,PT10M08.00S,2021-10-25T23:37:16.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630208,5.863994743758213,49.754901960784316,1610612766,38,37,2021-10-25T23:37:20Z,1630000,1.0,3.0,1,left,N. Richards DUNK (4 PTS) (G. Hayward 2 AST),"[1630208, 202330]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,0.29,Made,4.0,G. Hayward,202330.0,2.0,,,,,,,,,,,,,,
166,PT09M48.00S,2021-10-25T23:37:36.7Z,2,REGULAR,2pt,Jump Shot,[],1628369,86.41590013140605,17.892156862745097,1610612738,38,39,2021-10-25T23:37:43Z,1650000,-161.0,75.0,1,right,J. Tatum 17' pullup Jump Shot (10 PTS) (G. Williams 2 AST),"[1628369, 1629684]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,17.72,Made,10.0,G. Williams,1629684.0,2.0,,,,,,,,,,,,,,
168,PT09M27.00S,2021-10-25T23:37:57.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,6.389618922470433,53.431372549019606,1610612766,40,39,2021-10-25T23:38:01Z,1670000,-17.0,8.0,1,left,M. Bridges driving Layup (5 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,1.88,Made,5.0,,,,,,,,,,,,,,,,,
169,PT09M19.00S,2021-10-25T23:38:08.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,40,39,2021-10-25T23:38:08Z,1680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT09M19.00S,2021-10-25T23:38:11.5Z,2,REGULAR,substitution,out,[],1630208,,,1610612738,40,39,2021-10-25T23:38:27Z,1690000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,
171,PT09M19.00S,2021-10-25T23:38:11.5Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,40,39,2021-10-25T23:38:27Z,1700000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
172,PT09M19.00S,2021-10-25T23:38:11.5Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,40,39,2021-10-25T23:38:27Z,1710000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
173,PT09M19.00S,2021-10-25T23:38:11.5Z,2,REGULAR,substitution,in,[],1626162,,,1610612738,40,39,2021-10-25T23:38:27Z,1720000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
174,PT09M19.00S,2021-10-25T23:38:11.5Z,2,REGULAR,substitution,in,[],203471,,,1610612738,40,39,2021-10-25T23:38:27Z,1730000,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
175,PT09M19.00S,2021-10-25T23:38:11.5Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,40,39,2021-10-25T23:38:27Z,1740000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
176,PT09M10.00S,2021-10-25T23:38:39.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203953,93.51182654402102,50.98039215686274,1610612738,40,41,2021-10-25T23:38:45Z,1750000,5.0,8.0,1,right,J. Parker DUNK (13 PTS) (M. Smart 2 AST),"[203953, 203935]",1610612738.0,BOS,,,,Parker,J. Parker,,,,,0.98,Made,13.0,M. Smart,203935.0,2.0,,,,,,,,,,,,,,
178,PT08M59.00S,2021-10-25T23:38:51.4Z,2,REGULAR,3pt,Jump Shot,[],1628998,6.521024967148489,96.32352941176471,1610612766,43,41,2021-10-25T23:38:55Z,1770000,-232.0,9.0,1,left,C. Martin 3PT  (3 PTS) (L. Ball 5 AST),"[1628998, 1630163]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,23.18,Made,3.0,L. Ball,1630163.0,5.0,,,,,,,,,,,,,,
180,PT08M46.00S,2021-10-25T23:39:04.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.24901445466492,42.15686274509804,1610612738,43,43,2021-10-25T23:39:10Z,1790000,-39.0,11.0,1,right,J. Brown Layup (6 PTS) (D. Schroder 1 AST),"[1627759, 203471]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,4.07,Made,6.0,D. Schroder,203471.0,1.0,,,,,,,,,,,,,,
181,PT08M41.00S,2021-10-25T23:39:09.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,27.020367936925098,13.970588235294118,1610612766,43,43,2021-10-25T23:39:15Z,1800000,180.0,201.0,1,left,MISS L. Ball 27' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,27.03,Missed,,,,,,,,,,,,,,,,,,
182,PT08M37.00S,2021-10-25T23:39:13.6Z,2,REGULAR,rebound,defensive,[],203953,,,1610612738,43,43,2021-10-25T23:39:15Z,1810000,,,0,,J. Parker REBOUND (Off:0 Def:4),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,181.0,4.0,4.0,0.0,,,,,,
