actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-03-25T23:10:44.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-25T23:10:44Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2022-03-25T23:10:47.2Z,1,REGULAR,jumpball,recovered,[],1626220,,,1610612762,0,0,2022-03-25T23:10:47Z,40000,,,0,,Jump Ball R. Gobert vs. M. Plumlee: Tip to R. O'Neale,"[1626220, 203497, 203486]",1610612762.0,UTA,startperiod,R. O'Neale,1626220.0,O'Neale,R. O'Neale,Gobert,203497.0,Plumlee,203486.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2022-03-25T23:11:06.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,92.85479632063075,47.05882352941176,1610612762,0,2,2022-03-25T23:11:12Z,70000,-15.0,15.0,1,right,R. Gobert DUNK (2 PTS) (D. Mitchell 1 AST),"[203497, 1628378]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,2.08,Made,2.0,D. Mitchell,1628378.0,1.0,,,,,,,,,,,,,,,
9,PT11M21.00S,2022-03-25T23:11:25.8Z,1,REGULAR,foul,personal,['2freethrow'],203497,,,1610612766,0,2,2022-03-25T23:11:38Z,90000,,,0,,R. Gobert shooting personal FOUL (1 PF) (Plumlee 2 FT),"[203497, 203486]",1610612762.0,UTA,shooting,,,Gobert,R. Gobert,,,,,,,,,,,200832.0,1.0,0.0,Plumlee,203486.0,,,,,,,,,,
11,PT11M21.00S,2022-03-25T23:11:50.7Z,1,REGULAR,freethrow,1 of 2,[],203486,,,1610612766,0,2,2022-03-25T23:11:50Z,110000,,,0,,MISS M. Plumlee Free Throw 1 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M21.00S,2022-03-25T23:11:50.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,0,2,2022-03-25T23:11:50Z,120000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,
13,PT11M21.00S,2022-03-25T23:12:06.4Z,1,REGULAR,freethrow,2 of 2,[],203486,,,1610612766,1,2,2022-03-25T23:12:06Z,130000,,,0,,M. Plumlee Free Throw 2 of 2 (1 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
14,PT11M06.00S,2022-03-25T23:12:22.2Z,1,REGULAR,3pt,Jump Shot,[],1626220,69.72733245729303,75.24509803921569,1610612762,1,2,2022-03-25T23:12:29Z,140000,126.0,232.0,1,right,MISS R. O'Neale 26' 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,26.42,Missed,,,,,,,,,,,,,,,,,,,
15,PT11M02.00S,2022-03-25T23:12:26.2Z,1,REGULAR,rebound,offensive,[],1627823,,,1610612762,1,2,2022-03-25T23:12:29Z,150000,,,0,,J. Hernangomez REBOUND (Off:1 Def:0),[1627823],1610612762.0,UTA,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,14.0,1.0,0.0,1.0,,,,,,
16,PT10M56.00S,2022-03-25T23:12:33.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628378,68.67608409986859,70.09803921568627,1610612762,1,5,2022-03-25T23:12:38Z,160000,100.0,242.0,1,right,D. Mitchell 26' 3PT  (3 PTS) (J. Hernangomez 1 AST),"[1628378, 1627823]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,26.19,Made,3.0,J. Hernangomez,1627823.0,1.0,,,,,,,,,,,,,,,
