actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
87,PT05M36.00S,2022-02-26T00:22:23.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626149,93.9060446780552,47.549019607843135,1610612766,18,6,2022-02-26T00:29:27Z,860000,-12.0,5.0,1,right,M. Harrell putback Layup (2 PTS),[1626149],1610612766.0,CHA,putback,,,Harrell,M. Harrell,,,,,1.32,Made,,,,,,,,,2.0,,,,,,,,,
88,PT05M20.00S,2022-02-26T00:22:38.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,10.988830486202366,61.76470588235294,1610612761,18,8,2022-02-26T00:22:45Z,870000,-59.0,51.0,1,left,G. Trent Jr. 7' Jump Shot (4 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,7.77,Made,,,,,,,,,4.0,,,,,,,,,
89,PT05M08.00S,2022-02-26T00:22:51.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,92.72339027595268,51.71568627450981,1610612766,20,8,2022-02-26T00:22:58Z,880000,9.0,16.0,1,right,M. Harrell Layup (4 PTS) (T. Rozier 2 AST),"[1626149, 1626179]",1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,1.81,Made,,,,,,,,,4.0,T. Rozier,1626179.0,2.0,,,,,,
91,PT04M43.00S,2022-02-26T00:23:16.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,12.959921156373195,47.30392156862745,1610612761,20,10,2022-02-26T00:23:20Z,900000,13.0,69.0,1,left,G. Trent Jr. 7' floating Jump Shot (6 PTS),[1629018],1610612761.0,TOR,floating,,,Trent Jr.,G. Trent Jr.,,,,,7.06,Made,,,,,,,,,6.0,,,,,,,,,
92,PT04M36.00S,2022-02-26T00:23:24.9Z,1,REGULAR,turnover,out-of-bounds,[],1626162,,,1610612766,20,10,2022-02-26T00:23:33Z,910000,,,0,,K. Oubre Jr. lost ball out-of-bounds TURNOVER (1 TO),[1626162],1610612766.0,CHA,lost ball,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,200833.0,1.0,,,,,,,,,,,,
93,PT04M29.00S,2022-02-26T00:23:38.4Z,1,REGULAR,foul,personal,[],1626162,,,1610612761,20,10,2022-02-26T00:23:48Z,920000,,,0,,K. Oubre Jr. personal FOUL (1 PF),"[1626162, 1627832]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,201640.0,,,,,,,,1.0,0.0,VanVleet,1627832.0,,
95,PT04M29.00S,2022-02-26T00:23:53.3Z,1,REGULAR,substitution,out,[],1626179,,,1610612761,20,10,2022-02-26T00:23:56Z,940000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M29.00S,2022-02-26T00:23:53.3Z,1,REGULAR,substitution,in,[],1630163,,,1610612761,20,10,2022-02-26T00:23:56Z,950000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M24.00S,2022-02-26T00:24:13.6Z,1,REGULAR,foul,personal,['2freethrow'],1628970,,,1610612761,20,10,2022-02-26T00:24:19Z,960000,,,0,,M. Bridges shooting personal FOUL (1 PF) (Achiuwa 2 FT),"[1628970, 1630173]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,,,,,,,1627541.0,,,,,,,,1.0,0.0,Achiuwa,1630173.0,,
99,PT04M24.00S,2022-02-26T00:24:41.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630173,,,1610612761,20,10,2022-02-26T00:24:41Z,980000,,,0,,MISS P. Achiuwa Free Throw 1 of 2,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,Missed,,,,,,,,,,,,,,,,,,
100,PT04M24.00S,2022-02-26T00:24:41.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,20,10,2022-02-26T00:24:41Z,990000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,
101,PT04M24.00S,2022-02-26T00:24:42.3Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,20,10,2022-02-26T00:24:46Z,1000000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M24.00S,2022-02-26T00:24:42.3Z,1,REGULAR,substitution,in,[],201152,,,1610612761,20,10,2022-02-26T00:24:46Z,1010000,,,0,,SUB in: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M24.00S,2022-02-26T00:25:05.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630173,,,1610612761,20,11,2022-02-26T00:25:05Z,1020000,,,0,,P. Achiuwa Free Throw 2 of 2 (1 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
104,PT04M07.00S,2022-02-26T00:25:25.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,20,11,2022-02-26T00:25:25Z,1030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M07.00S,2022-02-26T00:25:35.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,20,11,2022-02-26T00:25:35Z,1040000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M05.00S,2022-02-26T00:28:29.3Z,1,REGULAR,3pt,Jump Shot,[],1626162,78.13731931668858,91.17647058823529,1610612766,23,11,2022-02-26T00:28:34Z,1050000,206.0,153.0,1,right,K. Oubre Jr. 25' 3PT  (3 PTS) (L. Ball 1 AST),"[1626162, 1630163]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,25.65,Made,,,,,,,,,3.0,L. Ball,1630163.0,1.0,,,,,,
111,PT03M50.00S,2022-02-26T00:28:43.4Z,1,REGULAR,3pt,Jump Shot,[],1627832,32.933639947437584,31.862745098039213,1610612761,23,11,2022-02-26T00:28:47Z,1070000,91.0,257.0,1,left,MISS F. VanVleet 27' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,27.26,Missed,,,,,,,,,,,,,,,,,,
112,PT03M48.00S,2022-02-26T00:28:45.4Z,1,REGULAR,rebound,defensive,[],1626149,,,1610612766,23,11,2022-02-26T00:28:47Z,1080000,,,0,,M. Harrell REBOUND (Off:1 Def:1),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,111.0,2.0,1.0,1.0,,,,,,,,,,,,,,
113,PT03M37.00S,2022-02-26T00:28:57.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,23,11,2022-02-26T00:28:58Z,1090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M37.00S,2022-02-26T00:29:01.2Z,1,REGULAR,substitution,out,[],1628970,,,1610612766,23,11,2022-02-26T00:29:04Z,1100000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M37.00S,2022-02-26T00:29:01.2Z,1,REGULAR,substitution,in,[],1630550,,,1610612766,23,11,2022-02-26T00:29:04Z,1110000,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M27.00S,2022-02-26T00:29:31.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,90.48948751642575,49.754901960784316,1610612766,23,11,2022-02-26T00:29:40Z,1120000,-1.0,37.0,1,right,MISS M. Harrell cutting Layup - blocked,"[1626149, 1627832]",1610612766.0,CHA,cutting,,,Harrell,M. Harrell,,,,,3.69,Missed,,,,,,,,,,,,,,,,,VanVleet,1627832.0
248,PT03M27.00S,2022-02-26T00:29:31.8Z,1,REGULAR,block,,[],1627832,,,1610612766,23,11,2022-02-26T00:51:33Z,1125000,,,0,,F. VanVleet BLOCK (2 BLK),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M27.00S,2022-02-26T00:29:31.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,23,11,2022-02-26T00:29:40Z,1130000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,116.0,,,,,,,,,,,,,,,,,
118,PT03M27.00S,2022-02-26T00:29:38.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,23,11,2022-02-26T00:29:38Z,1140000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M27.00S,2022-02-26T00:29:39.3Z,1,REGULAR,substitution,out,[],1627832,,,1610612761,23,11,2022-02-26T00:29:44Z,1150000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M27.00S,2022-02-26T00:29:39.3Z,1,REGULAR,substitution,in,[],1627783,,,1610612761,23,11,2022-02-26T00:29:44Z,1160000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M17.00S,2022-02-26T00:29:58.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201152,7.703679369250986,50.98039215686274,1610612761,23,13,2022-02-26T00:30:04Z,1170000,-5.0,20.0,1,left,T. Young cutting Layup (2 PTS) (G. Trent Jr. 1 AST),"[201152, 1629018]",1610612761.0,TOR,cutting,,,Young,T. Young,,,,,2.05,Made,,,,,,,,,2.0,G. Trent Jr.,1629018.0,1.0,,,,,,
123,PT03M06.00S,2022-02-26T00:30:08.3Z,1,REGULAR,3pt,Jump Shot,[],1628998,91.14651773981603,3.6764705882352944,1610612766,26,13,2022-02-26T00:30:12Z,1190000,-232.0,31.0,1,right,C. Martin 3PT  (3 PTS) (M. Harrell 1 AST),"[1628998, 1626149]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,23.36,Made,,,,,,,,,3.0,M. Harrell,1626149.0,1.0,,,,,,
125,PT02M53.00S,2022-02-26T00:30:21.7Z,1,REGULAR,2pt,Jump Shot,[],1629018,25.969119579500656,45.588235294117645,1610612761,26,13,2022-02-26T00:30:27Z,1210000,22.0,192.0,1,left,MISS G. Trent Jr. 19' pullup Shot,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,19.29,Missed,,,,,,,,,,,,,,,,,,
126,PT02M50.00S,2022-02-26T00:30:24.7Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,26,13,2022-02-26T00:30:27Z,1220000,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,125.0,2.0,2.0,0.0,,,,,,,,,,,,,,
127,PT02M37.00S,2022-02-26T00:30:37.9Z,1,REGULAR,turnover,bad pass,[],1630163,,,1610612766,26,13,2022-02-26T00:30:42Z,1230000,,,0,,L. Ball bad pass TURNOVER (2 TO),"[1630163, 1627783]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,2.0,Siakam,1627783.0,,,,,,,,,,
128,PT02M37.00S,2022-02-26T00:30:37.9Z,1,REGULAR,steal,,[],1627783,,,1610612761,26,13,2022-02-26T00:30:39Z,1240000,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M36.00S,2022-02-26T00:30:43.6Z,1,REGULAR,foul,personal,[],1626149,,,1610612761,26,13,2022-02-26T00:31:13Z,1250000,,,0,,M. Harrell take personal FOUL (1 PF),"[1626149, 1627783]",1610612766.0,CHA,take,,,Harrell,M. Harrell,,,,,,,,,,,201640.0,,,,,,,,1.0,0.0,Siakam,1627783.0,,
131,PT02M17.00S,2022-02-26T00:31:22.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627783,5.601182654402102,50.49019607843137,1610612761,26,13,2022-02-26T00:31:30Z,1270000,-2.0,0.0,1,left,MISS P. Siakam driving Layup,[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,0.25,Missed,,,,,,,,,,,,,,,,,,
132,PT02M15.00S,2022-02-26T00:31:24.6Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612761,26,13,2022-02-26T00:31:30Z,1280000,,,0,,P. Achiuwa REBOUND (Off:1 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,131.0,2.0,1.0,1.0,,,,,,,,,,,,,,
133,PT02M14.00S,2022-02-26T00:31:25.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630173,6.915243101182654,51.225490196078425,1610612761,26,13,2022-02-26T00:31:33Z,1290000,-6.0,13.0,1,left,MISS P. Achiuwa Layup,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,1.39,Missed,,,,,,,,,,,,,,,,,,
134,PT02M12.00S,2022-02-26T00:31:27.2Z,1,REGULAR,rebound,offensive,[],1628449,,,1610612761,26,13,2022-02-26T00:31:42Z,1300000,,,0,,C. Boucher REBOUND (Off:1 Def:0),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,133.0,1.0,0.0,1.0,,,,,,,,,,,,,,
135,PT02M11.00S,2022-02-26T00:31:28.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628449,6.915243101182654,50.0,1610612761,26,15,2022-02-26T00:31:36Z,1310000,0.0,13.0,1,left,C. Boucher Layup (2 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,1.25,Made,,,,,,,,,2.0,,,,,,,,,
136,PT02M04.00S,2022-02-26T00:31:46.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,80.89684625492772,58.333333333333336,1610612766,26,15,2022-02-26T00:31:50Z,1320000,42.0,127.0,1,right,MISS L. Ball 13' floating Shot,[1630163],1610612766.0,CHA,floating,,,Ball,L. Ball,,,,,13.38,Missed,,,,,,,,,,,,,,,,,,
137,PT02M03.00S,2022-02-26T00:31:48.4Z,1,REGULAR,rebound,offensive,[],1626149,,,1610612766,26,15,2022-02-26T00:31:48Z,1330000,,,0,,M. Harrell REBOUND (Off:2 Def:1),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,136.0,3.0,1.0,2.0,,,,,,,,,,,,,,
138,PT01M59.00S,2022-02-26T00:31:54.2Z,1,REGULAR,foul,offensive,[],1628998,,,1610612766,26,15,2022-02-26T00:32:03Z,1340000,,,0,,C. Martin charge offensive FOUL (1 PF),"[1628998, 1630173]",1610612766.0,CHA,charge,,,Martin,C. Martin,,,,,,,,,,,1627541.0,,,,,,,,1.0,0.0,Achiuwa,1630173.0,,
140,PT01M59.00S,2022-02-26T00:31:54.2Z,1,REGULAR,turnover,offensive foul,[],1628998,,,1610612766,26,15,2022-02-26T00:31:54Z,1360000,,,0,,C. Martin offensive foul TURNOVER (1 TO),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,1627541.0,1.0,,,,,,,,,,,,
141,PT01M47.00S,2022-02-26T00:32:25.4Z,1,REGULAR,turnover,out-of-bounds,[],201152,,,1610612761,26,15,2022-02-26T00:32:33Z,1370000,,,0,,T. Young bad pass out-of-bounds TURNOVER (1 TO),[201152],1610612761.0,TOR,bad pass,,,Young,T. Young,,,,,,,,,,,200833.0,1.0,,,,,,,,,,,,
142,PT01M34.00S,2022-02-26T00:32:44.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630550,70.12155059132719,21.07843137254902,1610612766,26,15,2022-02-26T00:32:54Z,1380000,-145.0,228.0,1,right,MISS J. Thor 27' 3PT,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,27.03,Missed,,,,,,,,,,,,,,,,,,
143,PT01M30.00S,2022-02-26T00:32:48.9Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,26,15,2022-02-26T00:32:54Z,1390000,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,142.0,2.0,2.0,0.0,,,,,,,,,,,,,,
144,PT01M27.00S,2022-02-26T00:32:51.9Z,1,REGULAR,turnover,bad pass,[],1627783,,,1610612761,26,15,2022-02-26T00:33:33Z,1400000,,,0,,P. Siakam bad pass TURNOVER (1 TO),"[1627783, 1630550]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,1.0,Thor,1630550.0,,,,,,,,,,
145,PT01M27.00S,2022-02-26T00:32:51.9Z,1,REGULAR,steal,,[],1630550,,,1610612766,26,15,2022-02-26T00:33:33Z,1410000,,,0,,J. Thor STEAL (1 STL),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M18.00S,2022-02-26T00:33:00.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,66.70499342969777,55.88235294117647,1610612766,26,15,2022-02-26T00:33:05Z,1420000,29.0,260.0,1,right,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,
147,PT01M15.00S,2022-02-26T00:33:03.7Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,26,15,2022-02-26T00:33:05Z,1430000,,,0,,P. Siakam REBOUND (Off:0 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,146.0,3.0,3.0,0.0,,,,,,,,,,,,,,
148,PT01M10.00S,2022-02-26T00:33:10.8Z,1,REGULAR,foul,offensive,[],1628449,,,1610612761,26,15,2022-02-26T00:33:20Z,1440000,,,0,,C. Boucher charge offensive FOUL (1 PF),"[1628449, 1628998]",1610612761.0,TOR,charge,,,Boucher,C. Boucher,,,,,,,,,,,200833.0,,,,,,,,1.0,0.0,Martin,1628998.0,,
150,PT01M10.00S,2022-02-26T00:33:10.8Z,1,REGULAR,turnover,offensive foul,[],1628449,,,1610612761,26,15,2022-02-26T00:33:10Z,1460000,,,0,,C. Boucher offensive foul TURNOVER (1 TO),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,200833.0,1.0,,,,,,,,,,,,
151,PT00M50.00S,2022-02-26T00:33:47.6Z,1,REGULAR,turnover,out-of-bounds,[],1628998,,,1610612766,26,15,2022-02-26T00:33:52Z,1470000,,,0,,C. Martin bad pass out-of-bounds TURNOVER (2 TO),[1628998],1610612766.0,CHA,bad pass,,,Martin,C. Martin,,,,,,,,,,,1627541.0,2.0,,,,,,,,,,,,
152,PT00M32.40S,2022-02-26T00:34:15.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627783,7.703679369250986,50.0,1610612761,26,17,2022-02-26T00:34:19Z,1480000,0.0,20.0,1,left,P. Siakam driving Layup (2 PTS),[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,1.99,Made,,,,,,,,,2.0,,,,,,,,,
153,PT00M14.90S,2022-02-26T00:34:38.2Z,1,REGULAR,foul,personal,['2freethrow'],201152,,,1610612766,26,17,2022-02-26T00:34:47Z,1490000,,,0,,T. Young shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[201152, 1626162]",1610612761.0,TOR,shooting,,,Young,T. Young,,,,,,,,,,,201640.0,,,,,,,,1.0,0.0,Oubre Jr.,1626162.0,,
155,PT00M14.90S,2022-02-26T00:35:03.3Z,1,REGULAR,freethrow,1 of 2,[],1626162,,,1610612766,27,17,2022-02-26T00:35:03Z,1510000,,,0,,K. Oubre Jr. Free Throw 1 of 2 (4 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Made,,,,,,,,,4.0,,,,,,,,,
156,PT00M14.90S,2022-02-26T00:35:04.1Z,1,REGULAR,substitution,out,[],1630163,,,1610612766,27,17,2022-02-26T00:35:13Z,1520000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M14.90S,2022-02-26T00:35:04.1Z,1,REGULAR,substitution,out,[],1628449,,,1610612766,27,17,2022-02-26T00:35:13Z,1530000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M14.90S,2022-02-26T00:35:04.1Z,1,REGULAR,substitution,in,[],1629023,,,1610612766,27,17,2022-02-26T00:35:13Z,1540000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M14.90S,2022-02-26T00:35:04.1Z,1,REGULAR,substitution,in,[],1627832,,,1610612766,27,17,2022-02-26T00:35:13Z,1550000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M14.90S,2022-02-26T00:35:24.0Z,1,REGULAR,freethrow,2 of 2,[],1626162,,,1610612766,28,17,2022-02-26T00:35:24Z,1560000,,,0,,K. Oubre Jr. Free Throw 2 of 2 (5 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
161,PT00M00.90S,2022-02-26T00:35:45.2Z,1,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612761,28,17,2022-02-26T00:35:52Z,1570000,,,0,,P. Washington shooting personal FOUL (1 PF) (Siakam 2 FT),"[1629023, 1627783]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,,,,,,,201640.0,,,,,,,,1.0,0.0,Siakam,1627783.0,,
163,PT00M00.90S,2022-02-26T00:36:08.5Z,1,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,28,18,2022-02-26T00:36:08Z,1590000,,,0,,P. Siakam Free Throw 1 of 2 (3 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,,,,,,,,,3.0,,,,,,,,,
164,PT00M00.90S,2022-02-26T00:36:29.1Z,1,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,28,19,2022-02-26T00:36:29Z,1600000,,,0,,P. Siakam Free Throw 2 of 2 (4 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,,,,,,,,,4.0,,,,,,,,,
165,PT00M00.00S,2022-02-26T00:36:35.4Z,1,REGULAR,3pt,Jump Shot,[],1629023,29.911300919842315,42.64705882352941,1610612766,28,19,2022-02-26T00:37:00Z,1610000,-37.0,606.0,1,right,MISS P. Washington 60' running 3PT,[1629023],1610612766.0,CHA,running,,,Washington,P. Washington,,,,,60.74,Missed,,,,,,,,,,,,,,,,,,
166,PT00M00.00S,2022-02-26T00:36:35.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,28,19,2022-02-26T00:37:00Z,1620000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,165.0,,,,,,,,,,,,,,,,,
167,PT00M00.00S,2022-02-26T00:36:42.2Z,1,REGULAR,period,end,[],0,,,1610612766,28,19,2022-02-26T00:36:42Z,1630000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-02-26T00:37:14.0Z,2,REGULAR,substitution,out,['startperiod'],1628998,,,1610612766,28,19,2022-02-26T00:39:06Z,1640000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-02-26T00:37:14.0Z,2,REGULAR,substitution,out,['startperiod'],1629018,,,1610612766,28,19,2022-02-26T00:39:06Z,1650000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-02-26T00:37:14.0Z,2,REGULAR,substitution,in,['startperiod'],1630163,,,1610612766,28,19,2022-02-26T00:39:06Z,1660000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-02-26T00:37:14.0Z,2,REGULAR,substitution,in,['startperiod'],1630625,,,1610612766,28,19,2022-02-26T00:39:06Z,1670000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-02-26T00:39:19.6Z,2,REGULAR,period,start,[],0,,,1610612761,28,19,2022-02-26T00:39:19Z,1680000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M42.00S,2022-02-26T00:39:36.7Z,2,REGULAR,3pt,Jump Shot,[],1627832,30.436925098554536,71.07843137254902,1610612761,28,22,2022-02-26T00:39:41Z,1690000,-105.0,234.0,1,left,F. VanVleet 25' 3PT  (3 PTS) (T. Young 1 AST),"[1627832, 201152]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,25.63,Made,,,,,,,,,3.0,T. Young,201152.0,1.0,,,,,,
175,PT11M25.00S,2022-02-26T00:39:53.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626149,92.9862023653088,51.470588235294116,1610612766,30,22,2022-02-26T00:40:00Z,1710000,7.0,13.0,1,right,M. Harrell cutting DUNK (6 PTS) (L. Ball 2 AST),"[1626149, 1630163]",1610612766.0,CHA,cutting,,,Harrell,M. Harrell,,,,,1.53,Made,,,,,,,,,6.0,L. Ball,1630163.0,2.0,,,,,,
177,PT11M14.00S,2022-02-26T00:40:04.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,13.748357424441524,50.49019607843137,1610612761,30,24,2022-02-26T00:40:09Z,1730000,-2.0,77.0,1,left,P. Achiuwa 7' floating Jump Shot (3 PTS) (F. VanVleet 1 AST),"[1630173, 1627832]",1610612761.0,TOR,floating,,,Achiuwa,P. Achiuwa,,,,,7.67,Made,,,,,,,,,3.0,F. VanVleet,1627832.0,1.0,,,,,,
