actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
20,PT10M24.00S,2022-01-06T00:13:07.4Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612765,7,5,2022-01-06T00:13:10Z,200000,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,
21,PT10M11.00S,2022-01-06T00:13:18.7Z,1,REGULAR,3pt,Jump Shot,[],1626168,6.1268068331143235,96.07843137254902,1610612765,7,5,2022-01-06T00:13:24Z,210000,-230.0,5.0,1,left,MISS T. Lyles 3PT,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,23.05,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M09.00S,2022-01-06T00:13:20.7Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,7,5,2022-01-06T00:13:24Z,220000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,
23,PT09M59.00S,2022-01-06T00:13:31.1Z,1,REGULAR,3pt,Jump Shot,[],1630163,65.91655716162943,20.34313725490196,1610612766,10,5,2022-01-06T00:13:37Z,230000,-148.0,268.0,1,right,L. Ball 30' 3PT  (6 PTS) (G. Hayward 1 AST),"[1630163, 202330]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,30.62,Made,6.0,G. Hayward,202330.0,1.0,,,,,,,,,,,,,,,
25,PT09M40.00S,2022-01-06T00:13:50.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,6.258212877792378,48.529411764705884,1610612765,10,5,2022-01-06T00:14:24Z,250000,7.0,6.0,1,left,MISS T. Lyles driving Layup,[1626168],1610612765.0,DET,driving,,,Lyles,T. Lyles,,,,,0.97,Missed,,,,,,,,,,,,,,,,,,,
26,PT09M36.00S,2022-01-06T00:13:54.1Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,10,5,2022-01-06T00:13:55Z,260000,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,
27,PT09M32.00S,2022-01-06T00:13:57.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626179,67.49342969776609,37.745098039215684,1610612766,13,5,2022-01-06T00:14:44Z,270000,-61.0,253.0,1,right,T. Rozier 26' 3PT pullup (3 PTS),[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,26.04,Made,3.0,,,,,,,,,,,,,,,,,,
28,PT09M17.00S,2022-01-06T00:14:13.6Z,1,REGULAR,3pt,Jump Shot,[],1630595,8.09789750328515,95.09803921568627,1610612765,13,5,2022-01-06T00:14:19Z,280000,-225.0,24.0,1,left,MISS C. Cunningham 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,22.67,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M14.00S,2022-01-06T00:14:16.6Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,13,5,2022-01-06T00:14:19Z,290000,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,28.0,1.0,1.0,0.0,,,,,,
30,PT08M52.00S,2022-01-06T00:14:38.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,93.11760840998686,54.166666666666664,1610612766,13,5,2022-01-06T00:15:47Z,300000,21.0,12.0,1,right,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,2.41,Missed,,,,,,,,,,,,,,,,,,,
31,PT08M49.00S,2022-01-06T00:14:40.7Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,13,5,2022-01-06T00:14:40Z,310000,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,
32,PT08M38.00S,2022-01-06T00:14:50.9Z,1,REGULAR,2pt,Jump Shot,[],1628977,13.61695137976347,67.8921568627451,1610612765,13,5,2022-01-06T00:16:13Z,320000,-89.0,75.0,1,left,MISS H. Diallo 11' driving floating Shot,[1628977],1610612765.0,DET,driving floating,,,Diallo,H. Diallo,,,,,11.71,Missed,,,,,,,,,,,,,,,,,,,
33,PT08M36.00S,2022-01-06T00:14:52.9Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,13,5,2022-01-06T00:14:58Z,330000,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,32.0,2.0,2.0,0.0,,,,,,
34,PT08M33.00S,2022-01-06T00:14:56.9Z,1,REGULAR,turnover,bad pass,[],1628970,,,1610612766,13,5,2022-01-06T00:15:13Z,340000,,,0,,M. Bridges bad pass TURNOVER (1 TO),"[1628970, 1630165]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,1.0,Hayes,1630165.0,,,
35,PT08M33.00S,2022-01-06T00:14:56.9Z,1,REGULAR,steal,,[],1630165,,,1610612765,13,5,2022-01-06T00:15:00Z,350000,,,0,,K. Hayes STEAL (1 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT08M30.00S,2022-01-06T00:15:04.6Z,1,REGULAR,foul,personal,[],203486,,,1610612765,13,5,2022-01-06T00:15:09Z,360000,,,0,,M. Plumlee personal FOUL (1 PF),"[203486, 1630180]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,1628485.0,1.0,0.0,Bey,1630180.0,,,,,,,,,,
38,PT08M22.00S,2022-01-06T00:15:27.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630595,6.1268068331143235,55.392156862745104,1610612765,13,7,2022-01-06T00:16:58Z,380000,-27.0,5.0,1,left,C. Cunningham cutting Layup (2 PTS) (K. Hayes 2 AST),"[1630595, 1630165]",1610612765.0,DET,cutting,,,Cunningham,C. Cunningham,,,,,2.75,Made,2.0,K. Hayes,1630165.0,2.0,,,,,,,,,,,,,,,
40,PT08M09.00S,2022-01-06T00:15:40.9Z,1,REGULAR,3pt,Jump Shot,[],1630163,72.22404730617609,83.82352941176471,1610612766,13,7,2022-01-06T00:15:55Z,400000,169.0,209.0,1,right,MISS L. Ball 26' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,26.85,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M06.00S,2022-01-06T00:15:43.9Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612765,13,7,2022-01-06T00:15:55Z,410000,,,0,,T. Lyles REBOUND (Off:0 Def:2),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,40.0,2.0,2.0,0.0,,,,,,
42,PT07M55.00S,2022-01-06T00:16:02.5Z,1,REGULAR,turnover,out-of-bounds,[],1626168,,,1610612765,13,7,2022-01-06T00:17:27Z,420000,,,0,,T. Lyles bad pass out-of-bounds TURNOVER (1 TO),[1626168],1610612765.0,DET,bad pass,,,Lyles,T. Lyles,,,,,,,,,,,201640.0,,,,,,,,,1.0,,,,,
43,PT07M44.00S,2022-01-06T00:16:14.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202330,66.04796320630749,49.26470588235294,1610612766,13,7,2022-01-06T00:16:21Z,430000,-4.0,267.0,1,right,MISS G. Hayward 26' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,26.66,Missed,,,,,,,,,,,,,,,,,,,
44,PT07M41.00S,2022-01-06T00:16:17.7Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,13,7,2022-01-06T00:16:17Z,440000,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,43.0,1.0,1.0,0.0,,,,,,
45,PT07M32.00S,2022-01-06T00:16:26.5Z,1,REGULAR,3pt,Jump Shot,[],1630180,33.327858081471746,48.77450980392157,1610612765,13,7,2022-01-06T00:18:13Z,450000,6.0,261.0,1,left,MISS S. Bey 26' pullup 3PT,[1630180],1610612765.0,DET,pullup,,,Bey,S. Bey,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,,
46,PT07M29.00S,2022-01-06T00:16:29.5Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,13,7,2022-01-06T00:16:32Z,460000,,,0,,M. Plumlee REBOUND (Off:0 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,45.0,3.0,3.0,0.0,,,,,,
47,PT07M18.00S,2022-01-06T00:16:40.6Z,1,REGULAR,3pt,Jump Shot,[],1628970,67.7562417871222,62.745098039215684,1610612766,16,7,2022-01-06T00:16:46Z,470000,64.0,251.0,1,right,M. Bridges 25' 3PT  (7 PTS) (T. Rozier 2 AST),"[1628970, 1626179]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,25.86,Made,7.0,T. Rozier,1626179.0,2.0,,,,,,,,,,,,,,,
49,PT07M10.00S,2022-01-06T00:16:55.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,16,7,2022-01-06T00:17:01Z,490000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT06M56.00S,2022-01-06T00:20:09.0Z,1,REGULAR,3pt,Jump Shot,[],1630180,29.25427069645204,75.49019607843137,1610612765,16,7,2022-01-06T00:20:15Z,500000,-127.0,222.0,1,left,MISS S. Bey 25' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,,
51,PT06M53.00S,2022-01-06T00:20:12.0Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,16,7,2022-01-06T00:20:15Z,510000,,,0,,M. Plumlee REBOUND (Off:0 Def:4),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,50.0,4.0,4.0,0.0,,,,,,
52,PT06M43.00S,2022-01-06T00:20:21.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,93.9060446780552,47.794117647058826,1610612766,18,7,2022-01-06T00:20:29Z,520000,-11.0,5.0,1,right,M. Plumlee cutting Layup (2 PTS) (L. Ball 1 AST),"[203486, 1630163]",1610612766.0,CHA,cutting,,,Plumlee,M. Plumlee,,,,,1.2,Made,2.0,L. Ball,1630163.0,1.0,,,,,,,,,,,,,,,
54,PT06M35.00S,2022-01-06T00:20:33.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,18,7,2022-01-06T00:20:33Z,540000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M25.00S,2022-01-06T00:20:54.8Z,1,REGULAR,2pt,Jump Shot,[],1626168,8.360709592641262,69.36274509803921,1610612765,18,7,2022-01-06T00:21:25Z,550000,-97.0,26.0,1,left,MISS T. Lyles 10' floating Shot,[1626168],1610612765.0,DET,floating,,,Lyles,T. Lyles,,,,,10.03,Missed,,,,,,,,,,,,,,,,,,,
56,PT06M23.00S,2022-01-06T00:20:56.8Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,18,7,2022-01-06T00:21:02Z,560000,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,55.0,1.0,1.0,0.0,,,,,,
57,PT06M09.00S,2022-01-06T00:21:10.9Z,1,REGULAR,turnover,lost ball,[],203486,,,1610612766,18,7,2022-01-06T00:21:19Z,570000,,,0,,M. Plumlee lost ball TURNOVER (1 TO),"[203486, 1630180]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,1.0,Bey,1630180.0,,,
58,PT06M09.00S,2022-01-06T00:21:10.9Z,1,REGULAR,steal,,[],1630180,,,1610612765,18,7,2022-01-06T00:21:13Z,580000,,,0,,S. Bey STEAL (1 STL),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M04.00S,2022-01-06T00:21:15.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630180,6.258212877792378,50.73529411764706,1610612765,18,9,2022-01-06T00:22:16Z,590000,-4.0,6.0,1,left,S. Bey running DUNK (5 PTS) (C. Cunningham 1 AST),"[1630180, 1630595]",1610612765.0,DET,running,,,Bey,S. Bey,,,,,0.73,Made,5.0,C. Cunningham,1630595.0,1.0,,,,,,,,,,,,,,,
61,PT05M55.00S,2022-01-06T00:21:24.6Z,1,REGULAR,turnover,bad pass,[],1630163,,,1610612766,18,9,2022-01-06T00:21:31Z,610000,,,0,,L. Ball bad pass TURNOVER (1 TO),"[1630163, 1630165]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,1.0,Hayes,1630165.0,,,
62,PT05M55.00S,2022-01-06T00:21:24.6Z,1,REGULAR,steal,,[],1630165,,,1610612765,18,9,2022-01-06T00:24:11Z,620000,,,0,,K. Hayes STEAL (2 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT05M54.00S,2022-01-06T00:21:31.6Z,1,REGULAR,foul,personal,['2freethrow'],1626179,,,1610612765,18,9,2022-01-06T00:21:42Z,630000,,,0,,T. Rozier shooting personal FOUL (1 PF) (Diallo 2 FT),"[1626179, 1628977]",1610612766.0,CHA,shooting,,,Rozier,T. Rozier,,,,,,,,,,,1628485.0,1.0,0.0,Diallo,1628977.0,,,,,,,,,,
65,PT05M54.00S,2022-01-06T00:21:59.4Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628977,,,1610612765,18,10,2022-01-06T00:22:25Z,650000,,,0,,H. Diallo Free Throw 1 of 2 (1 PTS),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
66,PT05M54.00S,2022-01-06T00:22:00.9Z,1,REGULAR,substitution,out,[],203486,,,1610612765,18,10,2022-01-06T00:22:07Z,660000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M54.00S,2022-01-06T00:22:00.9Z,1,REGULAR,substitution,in,[],1629023,,,1610612765,18,10,2022-01-06T00:22:07Z,670000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M54.00S,2022-01-06T00:21:59.4Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628977,,,1610612765,18,10,2022-01-06T00:22:25Z,680000,,,0,,MISS H. Diallo Free Throw 2 of 2,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
69,PT05M51.00S,2022-01-06T00:22:02.4Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,18,10,2022-01-06T00:22:25Z,690000,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,68.0,1.0,1.0,0.0,,,,,,
70,PT05M49.00S,2022-01-06T00:22:28.9Z,1,REGULAR,violation,kicked ball,[],1630165,,,1610612766,18,10,2022-01-06T00:22:38Z,700000,,,0,,K. Hayes kicked ball VIOLATION,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,1627961.0,,,,,,,,,,,,,,
71,PT05M41.00S,2022-01-06T00:22:48.4Z,1,REGULAR,foul,offensive,[],202330,,,1610612766,18,10,2022-01-06T00:22:58Z,710000,,,0,,G. Hayward offensive FOUL (2 PF),"[202330, 1630165]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,201640.0,2.0,0.0,Hayes,1630165.0,,,,,,,,,,
73,PT05M41.00S,2022-01-06T00:22:48.4Z,1,REGULAR,turnover,offensive foul,[],202330,,,1610612766,18,10,2022-01-06T00:22:48Z,730000,,,0,,G. Hayward offensive foul TURNOVER (1 TO),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,201640.0,,,,,,,,,1.0,,,,,
74,PT05M23.00S,2022-01-06T00:23:18.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630595,29.6484888304862,26.96078431372549,1610612765,18,13,2022-01-06T00:23:25Z,740000,115.0,226.0,1,left,C. Cunningham 25' 3PT  (5 PTS) (S. Bey 1 AST),"[1630595, 1630180]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,25.38,Made,5.0,S. Bey,1630180.0,1.0,,,,,,,,,,,,,,,
76,PT05M22.00S,2022-01-06T00:23:25.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,18,13,2022-01-06T00:23:25Z,760000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M22.00S,2022-01-06T00:23:26.6Z,1,REGULAR,substitution,out,[],1626179,,,1610612766,18,13,2022-01-06T00:26:19Z,770000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M22.00S,2022-01-06T00:23:26.6Z,1,REGULAR,substitution,out,[],202330,,,1610612766,18,13,2022-01-06T00:26:19Z,780000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M22.00S,2022-01-06T00:23:26.6Z,1,REGULAR,substitution,in,[],1626162,,,1610612766,18,13,2022-01-06T00:26:19Z,790000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M22.00S,2022-01-06T00:23:26.6Z,1,REGULAR,substitution,in,[],1628998,,,1610612766,18,13,2022-01-06T00:26:19Z,800000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M11.00S,2022-01-06T00:26:31.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629023,93.64323258869908,50.0,1610612766,20,13,2022-01-06T00:26:52Z,810000,0.0,7.0,1,right,P. Washington cutting DUNK (2 PTS) (L. Ball 2 AST),"[1629023, 1630163]",1610612766.0,CHA,cutting,,,Washington,P. Washington,,,,,0.73,Made,2.0,L. Ball,1630163.0,2.0,,,,,,,,,,,,,,,
83,PT04M59.00S,2022-01-06T00:26:43.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630165,9.806176084099869,53.431372549019606,1610612765,20,13,2022-01-06T00:27:10Z,830000,-17.0,40.0,1,left,MISS K. Hayes driving Layup - blocked,"[1630165, 1630163]",1610612765.0,DET,driving,,,Hayes,K. Hayes,,,,,4.33,Missed,,,,,,,,,,,,,,,,,Ball,1630163.0,
84,PT04M59.00S,2022-01-06T00:26:43.6Z,1,REGULAR,block,,[],1630163,,,1610612765,20,13,2022-01-06T00:26:46Z,840000,,,0,,L. Ball BLOCK (1 BLK),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M56.00S,2022-01-06T00:26:46.6Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,20,13,2022-01-06T00:26:57Z,850000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,83.0,1.0,1.0,0.0,,,,,,
86,PT04M46.00S,2022-01-06T00:26:56.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,93.77463863337714,49.26470588235294,1610612766,22,13,2022-01-06T00:27:37Z,860000,-4.0,6.0,1,right,M. Bridges driving Layup (9 PTS) (L. Ball 3 AST),"[1628970, 1630163]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,0.7,Made,9.0,L. Ball,1630163.0,3.0,,,,,,,,,,,,,,,
88,PT04M37.00S,2022-01-06T00:27:05.0Z,1,REGULAR,3pt,Jump Shot,[],1630595,33.98488830486202,52.69607843137255,1610612765,22,16,2022-01-06T00:28:03Z,880000,-13.0,267.0,1,left,C. Cunningham 26' 3PT pullup (8 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,26.73,Made,8.0,,,,,,,,,,,,,,,,,,
89,PT04M25.00S,2022-01-06T00:27:20.2Z,1,REGULAR,foul,personal,['2freethrow'],1630165,,,1610612766,22,16,2022-01-06T00:27:40Z,890000,,,0,,K. Hayes shooting personal FOUL (2 PF) (Bridges 2 FT),"[1630165, 1628970]",1610612765.0,DET,shooting,,,Hayes,K. Hayes,,,,,,,,,,,1627961.0,2.0,0.0,Bridges,1628970.0,,,,,,,,,,
91,PT04M25.00S,2022-01-06T00:27:41.4Z,1,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,23,16,2022-01-06T00:27:41Z,910000,,,0,,M. Bridges Free Throw 1 of 2 (10 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
92,PT04M25.00S,2022-01-06T00:27:42.3Z,1,REGULAR,substitution,out,[],1630165,,,1610612766,23,16,2022-01-06T00:27:55Z,920000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M25.00S,2022-01-06T00:27:42.3Z,1,REGULAR,substitution,out,[],1626168,,,1610612766,23,16,2022-01-06T00:27:55Z,930000,,,0,,SUB out: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
