actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
178,PT10M05.00S,2022-01-03T00:38:27.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,7.30946123521682,55.88235294117647,1610612766,32,38,2022-01-03T00:43:03Z,1750000,-29.0,16.0,1,left,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,3.36,Missed,,,,,,,,,,,,,,,,,,
179,PT10M03.00S,2022-01-03T00:38:29.6Z,2,REGULAR,rebound,defensive,[],101108,,,1610612756,32,38,2022-01-03T00:43:03Z,1760000,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,178.0,1.0,1.0,0.0,,,,,,,,,,
180,PT09M58.00S,2022-01-03T00:38:33.4Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1628969,91.27792378449409,90.68627450980392,1610612756,32,38,2022-01-03T00:43:49Z,1770000,203.0,29.0,1,right,MISS M. Bridges 20' running Shot,[1628969],1610612756.0,PHX,running,,,Bridges,M. Bridges,,,,,20.55,Missed,,,,,,,,,,,,,,,,,,
181,PT09M57.00S,2022-01-03T00:38:34.4Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,32,38,2022-01-03T00:43:49Z,1780000,,,0,,G. Hayward REBOUND (Off:1 Def:4),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,180.0,5.0,4.0,1.0,,,,,,,,,,
182,PT09M51.00S,2022-01-03T00:38:40.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,5.863994743758213,49.01960784313725,1610612766,34,38,2022-01-03T00:44:49Z,1790000,5.0,3.0,1,left,J. McDaniels running finger roll Layup (2 PTS) (G. Hayward 1 AST),"[1629667, 202330]",1610612766.0,CHA,running finger roll,,,McDaniels,J. McDaniels,,,,,0.55,Made,2.0,G. Hayward,202330.0,1.0,,,,,,,,,,,,,,
184,PT09M51.00S,2022-01-03T00:38:47.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,34,38,2022-01-03T00:38:47Z,1810000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M51.00S,2022-01-03T00:38:57.8Z,2,REGULAR,substitution,out,[],202397,,,1610612756,34,38,2022-01-03T00:41:30Z,1820000,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M51.00S,2022-01-03T00:38:57.8Z,2,REGULAR,substitution,in,[],1630163,,,1610612756,34,38,2022-01-03T00:41:30Z,1830000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M32.00S,2022-01-03T00:42:06.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,92.06636005256242,47.30392156862745,1610612756,34,38,2022-01-03T00:54:04Z,1840000,-13.0,22.0,1,right,MISS C. Payne driving Layup,[1626166],1610612756.0,PHX,driving,,,Payne,C. Payne,,,,,2.59,Missed,,,,,,,,,,,,,,,,,,
190,PT09M31.00S,2022-01-03T00:42:07.0Z,2,REGULAR,rebound,offensive,[],1630188,,,1610612756,34,38,2022-01-03T00:54:04Z,1860000,,,0,,J. Smith REBOUND (Off:1 Def:4),[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,188.0,5.0,4.0,1.0,,,,,,,,,,
191,PT09M30.00S,2022-01-03T00:42:10.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630188,91.80354796320631,50.98039215686274,1610612756,34,38,2022-01-03T00:54:22Z,1870000,5.0,25.0,1,right,MISS J. Smith putback DUNK - blocked,"[1630188, 1626162]",1610612756.0,PHX,putback,,,Smith,J. Smith,,,,,2.5,Missed,,,,,,,,,,,,Oubre Jr.,1626162.0,,,,,
192,PT09M30.00S,2022-01-03T00:42:10.5Z,2,REGULAR,block,,[],1626162,,,1610612756,34,38,2022-01-03T00:42:13Z,1880000,,,0,,K. Oubre Jr. BLOCK (1 BLK),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M29.00S,2022-01-03T00:42:11.5Z,2,REGULAR,rebound,offensive,[],1630188,,,1610612756,34,38,2022-01-03T00:54:22Z,1890000,,,0,,J. Smith REBOUND (Off:2 Def:4),[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,191.0,6.0,4.0,2.0,,,,,,,,,,
194,PT09M27.00S,2022-01-03T00:42:21.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630188,94.40999984741211,50.0,1610612756,34,40,2022-01-03T00:54:32Z,1900000,0.0,0.0,1,right,J. Smith putback Layup (8 PTS),[1630188],1610612756.0,PHX,putback,,,Smith,J. Smith,,,,,0.0,Made,8.0,,,,,,,,,,,,,,,,,
195,PT09M15.00S,2022-01-03T00:42:23.5Z,2,REGULAR,3pt,Jump Shot,[],202330,9.543363994743759,3.6764705882352944,1610612766,34,40,2022-01-03T00:45:33Z,1910000,232.0,37.0,1,left,MISS G. Hayward 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,23.46,Missed,,,,,,,,,,,,,,,,,,
196,PT09M14.00S,2022-01-03T00:42:24.5Z,2,REGULAR,rebound,defensive,[],203901,,,1610612756,34,40,2022-01-03T00:45:33Z,1920000,,,0,,E. Payton REBOUND (Off:0 Def:1),[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,195.0,1.0,1.0,0.0,,,,,,,,,,
197,PT09M07.00S,2022-01-03T00:42:28.5Z,2,REGULAR,3pt,Jump Shot,[],1626166,67.23061760840999,26.47058823529412,1610612756,34,43,2022-01-03T00:43:28Z,1930000,-118.0,256.0,1,right,C. Payne 28' 3PT  (5 PTS) (C. Paul 7 AST),"[1626166, 101108]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,28.13,Made,5.0,C. Paul,101108.0,7.0,,,,,,,,,,,,,,
199,PT08M54.00S,2022-01-03T00:42:41.3Z,2,REGULAR,3pt,Jump Shot,[],1626162,28.86005256241787,23.03921568627451,1610612766,34,43,2022-01-03T00:42:45Z,1950000,135.0,219.0,1,left,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,25.7,Missed,,,,,,,,,,,,,,,,,,
200,PT08M50.00S,2022-01-03T00:42:45.3Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612756,34,43,2022-01-03T00:42:45Z,1960000,,,0,,J. Smith REBOUND (Off:2 Def:5),[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,199.0,7.0,5.0,2.0,,,,,,,,,,
201,PT08M35.00S,2022-01-03T00:43:00.1Z,2,REGULAR,3pt,Jump Shot,[],1626166,73.01248357424441,16.176470588235293,1610612756,34,43,2022-01-03T00:43:10Z,1970000,-169.0,201.0,1,right,MISS C. Payne 26' 3PT,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,26.28,Missed,,,,,,,,,,,,,,,,,,
202,PT08M32.00S,2022-01-03T00:43:03.1Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612766,34,43,2022-01-03T00:43:10Z,1980000,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,201.0,2.0,1.0,1.0,,,,,,,,,,
203,PT08M15.00S,2022-01-03T00:43:20.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629667,15.193823915900131,54.166666666666664,1610612766,34,43,2022-01-03T00:43:24Z,1990000,-21.0,90.0,1,left,MISS J. McDaniels 9' turnaround Shot,[1629667],1610612766.0,CHA,turnaround,,,McDaniels,J. McDaniels,,,,,9.27,Missed,,,,,,,,,,,,,,,,,,
204,PT08M13.00S,2022-01-03T00:43:22.1Z,2,REGULAR,rebound,defensive,[],203901,,,1610612756,34,43,2022-01-03T00:43:22Z,2000000,,,0,,E. Payton REBOUND (Off:0 Def:2),[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,203.0,2.0,2.0,0.0,,,,,,,,,,
205,PT08M07.00S,2022-01-03T00:43:27.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203901,92.06636005256242,41.17647058823529,1610612756,34,43,2022-01-03T00:49:53Z,2010000,-44.0,22.0,1,right,MISS E. Payton driving Layup,[203901],1610612756.0,PHX,driving,,,Payton,E. Payton,,,,,4.93,Missed,,,,,,,,,,,,,,,,,,
206,PT08M05.00S,2022-01-03T00:43:30.2Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,34,43,2022-01-03T00:43:30Z,2020000,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,205.0,2.0,2.0,0.0,,,,,,,,,,
207,PT07M52.00S,2022-01-03T00:43:43.1Z,2,REGULAR,3pt,Jump Shot,[],1628970,28.86005256241787,21.323529411764707,1610612766,34,43,2022-01-03T00:43:47Z,2030000,143.0,219.0,1,left,MISS M. Bridges 26' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,26.16,Missed,,,,,,,,,,,,,,,,,,
208,PT07M49.00S,2022-01-03T00:43:46.1Z,2,REGULAR,rebound,defensive,[],203901,,,1610612756,34,43,2022-01-03T00:43:47Z,2040000,,,0,,E. Payton REBOUND (Off:0 Def:3),[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,207.0,3.0,3.0,0.0,,,,,,,,,,
209,PT07M39.00S,2022-01-03T00:43:57.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,93.38042049934296,41.911764705882355,1610612756,34,45,2022-01-03T00:44:01Z,2050000,-40.0,10.0,1,right,J. Smith Layup (10 PTS) (C. Payne 2 AST),"[1630188, 1626166]",1610612756.0,PHX,,,,Smith,J. Smith,,,,,4.15,Made,10.0,C. Payne,1626166.0,2.0,,,,,,,,,,,,,,
211,PT07M39.00S,2022-01-03T00:44:01.4Z,2,REGULAR,foul,personal,['1freethrow'],1628970,,,1610612756,34,45,2022-01-03T00:44:14Z,2070000,,,0,,M. Bridges shooting personal FOUL (1 PF) (Smith 1 FT),"[1628970, 1630188]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Smith,1630188.0
213,PT07M39.00S,2022-01-03T00:44:15.4Z,2,REGULAR,substitution,out,[],1629667,,,1610612756,34,45,2022-01-03T00:44:53Z,2090000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M39.00S,2022-01-03T00:44:15.4Z,2,REGULAR,substitution,out,[],202330,,,1610612756,34,45,2022-01-03T00:44:53Z,2100000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M39.00S,2022-01-03T00:44:15.4Z,2,REGULAR,substitution,out,[],203901,,,1610612756,34,45,2022-01-03T00:44:53Z,2110000,,,0,,SUB out: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M39.00S,2022-01-03T00:44:15.4Z,2,REGULAR,substitution,in,[],1628998,,,1610612756,34,45,2022-01-03T00:44:53Z,2120000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M39.00S,2022-01-03T00:44:15.4Z,2,REGULAR,substitution,in,[],1626179,,,1610612756,34,45,2022-01-03T00:44:53Z,2130000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M39.00S,2022-01-03T00:44:15.4Z,2,REGULAR,substitution,in,[],1629661,,,1610612756,34,45,2022-01-03T00:44:53Z,2140000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M39.00S,2022-01-03T00:44:38.3Z,2,REGULAR,freethrow,1 of 1,[],1630188,,,1610612756,34,46,2022-01-03T00:44:38Z,2150000,,,0,,J. Smith Free Throw 1 of 1 (11 PTS),[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
220,PT07M27.00S,2022-01-03T00:44:51.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,6.389618922470433,49.26470588235294,1610612766,34,46,2022-01-03T00:44:55Z,2160000,4.0,8.0,1,left,MISS L. Ball driving Layup,[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,0.85,Missed,,,,,,,,,,,,,,,,,,
221,PT07M24.00S,2022-01-03T00:44:54.5Z,2,REGULAR,rebound,defensive,[],101108,,,1610612756,34,46,2022-01-03T00:44:55Z,2170000,,,0,,C. Paul REBOUND (Off:0 Def:2),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,220.0,2.0,2.0,0.0,,,,,,,,,,
222,PT07M23.00S,2022-01-03T00:44:57.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",101108,92.9862023653088,46.07843137254902,1610612756,34,46,2022-01-03T00:53:15Z,2180000,-20.0,13.0,1,right,MISS C. Paul running reverse Layup,[101108],1610612756.0,PHX,running reverse,,,Paul,C. Paul,,,,,2.37,Missed,,,,,,,,,,,,,,,,,,
223,PT07M21.00S,2022-01-03T00:44:59.2Z,2,REGULAR,rebound,offensive,[],1628969,,,1610612756,34,46,2022-01-03T00:53:15Z,2190000,,,0,,M. Bridges REBOUND (Off:1 Def:1),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,222.0,2.0,1.0,1.0,,,,,,,,,,
224,PT07M19.00S,2022-01-03T00:45:03.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1628969,94.40999984741211,50.0,1610612756,34,48,2022-01-03T00:45:08Z,2200000,0.0,0.0,1,right,M. Bridges putback Layup (5 PTS),[1628969],1610612756.0,PHX,putback,,,Bridges,M. Bridges,,,,,0.0,Made,5.0,,,,,,,,,,,,,,,,,
225,PT07M19.00S,2022-01-03T00:45:07.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,34,48,2022-01-03T00:45:07Z,2210000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M09.00S,2022-01-03T00:48:08.5Z,2,REGULAR,foul,personal,['2freethrow'],1629661,,,1610612766,34,48,2022-01-03T00:48:18Z,2220000,,,0,,C. Johnson shooting personal FOUL (1 PF) (Bridges 2 FT),"[1629661, 1628970]",1610612756.0,PHX,shooting,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,1628485.0,1.0,0.0,Bridges,1628970.0
228,PT07M09.00S,2022-01-03T00:48:37.3Z,2,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,35,48,2022-01-03T00:48:37Z,2240000,,,0,,M. Bridges Free Throw 1 of 2 (3 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
229,PT07M09.00S,2022-01-03T00:48:50.4Z,2,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,36,48,2022-01-03T00:48:50Z,2250000,,,0,,M. Bridges Free Throw 2 of 2 (4 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
230,PT06M58.00S,2022-01-03T00:49:04.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,89.30683311432325,46.32352941176471,1610612756,36,48,2022-01-03T00:49:12Z,2260000,-18.0,48.0,1,right,MISS M. Bridges driving floating Shot,[1628969],1610612756.0,PHX,driving floating,,,Bridges,M. Bridges,,,,,5.14,Missed,,,,,,,,,,,,,,,,,,
231,PT06M52.00S,2022-01-03T00:49:09.3Z,2,REGULAR,rebound,offensive,[],1630188,,,1610612756,36,48,2022-01-03T00:49:09Z,2270000,,,0,,J. Smith REBOUND (Off:3 Def:5),[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,230.0,8.0,5.0,3.0,,,,,,,,,,
232,PT06M52.00S,2022-01-03T00:49:09.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,94.40999984741211,50.0,1610612756,36,48,2022-01-03T00:49:09Z,2280000,0.0,0.0,1,right,MISS J. Smith tip Layup,[1630188],1610612756.0,PHX,tip,,,Smith,J. Smith,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
233,PT06M51.00S,2022-01-03T00:49:10.2Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,36,48,2022-01-03T00:49:10Z,2290000,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,232.0,2.0,2.0,0.0,,,,,,,,,,
234,PT06M39.00S,2022-01-03T00:49:22.1Z,2,REGULAR,3pt,Jump Shot,[],1626179,7.5722733245729295,96.32352941176471,1610612766,36,48,2022-01-03T00:49:25Z,2300000,-232.0,19.0,1,left,MISS T. Rozier 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,23.24,Missed,,,,,,,,,,,,,,,,,,
235,PT06M37.00S,2022-01-03T00:49:24.1Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612756,36,48,2022-01-03T00:49:25Z,2310000,,,0,,J. Smith REBOUND (Off:3 Def:6),[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,234.0,9.0,6.0,3.0,,,,,,,,,,
236,PT06M31.00S,2022-01-03T00:49:29.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628969,93.11760840998686,48.529411764705884,1610612756,36,50,2022-01-03T00:49:33Z,2320000,-7.0,12.0,1,right,M. Bridges alley-oop DUNK (7 PTS) (C. Payne 3 AST),"[1628969, 1626166]",1610612756.0,PHX,alley-oop,,,Bridges,M. Bridges,,,,,1.43,Made,7.0,C. Payne,1626166.0,3.0,,,,,,,,,,,,,,
238,PT06M26.00S,2022-01-03T00:49:39.2Z,2,REGULAR,turnover,out-of-bounds,[],1628998,,,1610612766,36,50,2022-01-03T00:49:45Z,2340000,,,0,,C. Martin step out-of-bounds TURNOVER (1 TO),[1628998],1610612766.0,CHA,step,,,Martin,C. Martin,,,,,,,,,,,,,,,1.0,,,,,1627529.0,,,,
239,PT06M26.00S,2022-01-03T00:49:43.1Z,2,REGULAR,substitution,out,[],1628970,,,1610612756,36,50,2022-01-03T00:49:58Z,2350000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M26.00S,2022-01-03T00:49:43.1Z,2,REGULAR,substitution,out,[],1626166,,,1610612756,36,50,2022-01-03T00:49:58Z,2360000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M26.00S,2022-01-03T00:49:43.1Z,2,REGULAR,substitution,in,[],203486,,,1610612756,36,50,2022-01-03T00:49:58Z,2370000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M26.00S,2022-01-03T00:49:43.1Z,2,REGULAR,substitution,in,[],1626164,,,1610612756,36,50,2022-01-03T00:49:58Z,2380000,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M13.00S,2022-01-03T00:50:16.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628969,87.46714848883047,61.51960784313726,1610612756,36,52,2022-01-03T00:50:20Z,2390000,58.0,65.0,1,right,M. Bridges 8' fadeaway Jump Shot (9 PTS) (C. Paul 8 AST),"[1628969, 101108]",1610612756.0,PHX,fadeaway,,,Bridges,M. Bridges,,,,,8.71,Made,9.0,C. Paul,101108.0,8.0,,,,,,,,,,,,,,
245,PT06M01.00S,2022-01-03T00:50:29.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630163,9.149145860709593,36.029411764705884,1610612766,36,52,2022-01-03T00:50:32Z,2410000,70.0,34.0,1,left,MISS L. Ball 7' driving Hook,[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,7.75,Missed,,,,,,,,,,,,,,,,,,
246,PT05M59.00S,2022-01-03T00:50:31.0Z,2,REGULAR,rebound,defensive,[],101108,,,1610612756,36,52,2022-01-03T00:50:32Z,2420000,,,0,,C. Paul REBOUND (Off:0 Def:3),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,245.0,3.0,3.0,0.0,,,,,,,,,,
247,PT05M56.00S,2022-01-03T00:50:34.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629661,92.06636005256242,3.6764705882352944,1610612756,36,55,2022-01-03T00:58:34Z,2430000,-232.0,22.0,1,right,C. Johnson 3PT running (8 PTS) (C. Paul 9 AST),"[1629661, 101108]",1610612756.0,PHX,running,,,Johnson,C. Johnson,,,,,23.27,Made,8.0,C. Paul,101108.0,9.0,,,,,,,,,,,,,,
249,PT05M32.00S,2022-01-03T00:50:57.8Z,2,REGULAR,3pt,Jump Shot,[],1628998,8.229303547963205,2.941176470588235,1610612766,36,55,2022-01-03T00:51:01Z,2450000,235.0,25.0,1,left,MISS C. Martin 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,23.66,Missed,,,,,,,,,,,,,,,,,,
250,PT05M30.00S,2022-01-03T00:51:00.1Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612756,36,55,2022-01-03T00:51:00Z,2460000,,,0,,J. Smith REBOUND (Off:3 Def:7),[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,249.0,10.0,7.0,3.0,,,,,,,,,,
251,PT05M26.00S,2022-01-03T00:51:04.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630188,93.51182654402102,54.65686274509803,1610612756,36,55,2022-01-03T00:59:33Z,2470000,23.0,8.0,1,right,MISS J. Smith running Layup,[1630188],1610612756.0,PHX,running,,,Smith,J. Smith,,,,,2.48,Missed,,,,,,,,,,,,,,,,,,
252,PT05M23.00S,2022-01-03T00:51:07.1Z,2,REGULAR,rebound,defensive,[],1628998,,,1610612766,36,55,2022-01-03T00:51:07Z,2480000,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,251.0,2.0,2.0,0.0,,,,,,,,,,
253,PT05M22.00S,2022-01-03T00:51:11.4Z,2,REGULAR,foul,personal,[],101108,,,1610612766,36,55,2022-01-03T00:51:19Z,2490000,,,0,,C. Paul personal FOUL (1 PF),"[101108, 1628998]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,1628485.0,1.0,0.0,Martin,1628998.0
255,PT05M22.00S,2022-01-03T00:51:19.9Z,2,REGULAR,substitution,out,[],1630188,,,1610612766,36,55,2022-01-03T00:51:31Z,2510000,,,0,,SUB out: J. Smith,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M22.00S,2022-01-03T00:51:19.9Z,2,REGULAR,substitution,in,[],202687,,,1610612766,36,55,2022-01-03T00:51:31Z,2520000,,,0,,SUB in: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M17.00S,2022-01-03T00:51:49.0Z,2,REGULAR,foul,personal,[],1626164,,,1610612766,36,55,2022-01-03T00:51:56Z,2530000,,,0,,D. Booker personal FOUL (2 PF),"[1626164, 1630163]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,1628485.0,2.0,0.0,Ball,1630163.0
259,PT05M17.00S,2022-01-03T00:51:59.9Z,2,REGULAR,substitution,out,[],1626162,,,1610612766,36,55,2022-01-03T00:52:07Z,2550000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M17.00S,2022-01-03T00:51:59.9Z,2,REGULAR,substitution,in,[],202330,,,1610612766,36,55,2022-01-03T00:52:07Z,2560000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M11.00S,2022-01-03T00:52:20.2Z,2,REGULAR,turnover,bad pass,[],1630163,,,1610612766,36,55,2022-01-03T00:52:26Z,2570000,,,0,,L. Ball bad pass TURNOVER (1 TO),"[1630163, 101108]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,1.0,Paul,101108.0,,,,,,,
262,PT05M11.00S,2022-01-03T00:52:20.2Z,2,REGULAR,steal,,[],101108,,,1610612756,36,55,2022-01-03T00:52:22Z,2580000,,,0,,C. Paul STEAL (1 STL),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M08.00S,2022-01-03T00:52:25.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626164,93.11760840998686,54.166666666666664,1610612756,36,55,2022-01-03T00:52:32Z,2590000,21.0,12.0,1,right,MISS D. Booker running Layup - blocked,"[1626164, 1626179]",1610612756.0,PHX,running,,,Booker,D. Booker,,,,,2.41,Missed,,,,,,,,,,,,Rozier,1626179.0,,,,,
264,PT05M08.00S,2022-01-03T00:52:25.9Z,2,REGULAR,block,,[],1626179,,,1610612756,36,55,2022-01-03T00:52:28Z,2600000,,,0,,T. Rozier BLOCK (1 BLK),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M08.00S,2022-01-03T00:52:25.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,36,55,2022-01-03T00:52:32Z,2610000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,263.0,,,,,,,,,,,,,
