actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
176,PT10M52.00S,2022-03-21T23:38:12.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,19,24,2022-03-21T23:38:12Z,1710000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,175.0,,,,,,,,,,,,,,
184,PT10M52.00S,2022-03-21T23:38:16.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,19,24,2022-03-21T23:39:13Z,1715000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT10M52.00S,2022-03-21T23:38:23.7Z,2,REGULAR,substitution,out,[],1626162,,,1610612766,19,24,2022-03-21T23:38:43Z,1720000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT10M52.00S,2022-03-21T23:38:23.7Z,2,REGULAR,substitution,in,[],1628998,,,1610612766,19,24,2022-03-21T23:38:43Z,1730000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT10M50.00S,2022-03-21T23:38:44.1Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",202738,7.966491458607096,29.411764705882355,1610612766,21,24,2022-03-21T23:41:26Z,1740000,103.0,22.0,1,left,I. Thomas 10' pullup Jump Shot (4 PTS) (L. Ball 2 AST),"[202738, 1630163]",1610612766.0,CHA,pullup,,,Thomas,I. Thomas,,,,,10.53,Made,4.0,L. Ball,1630163.0,2.0,,,,,,,,,,,,,,,
181,PT10M50.00S,2022-03-21T23:38:52.8Z,2,REGULAR,foul,personal,['1freethrow'],1627820,,,1610612766,21,24,2022-03-21T23:39:04Z,1760000,,,0,,T. Wallace shooting personal FOUL (1 PF) (Thomas 1 FT),"[1627820, 202738]",1610612740.0,NOP,shooting,,,Wallace,T. Wallace,,,,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Thomas,202738.0,
183,PT10M50.00S,2022-03-21T23:39:05.4Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",202738,,,1610612766,22,24,2022-03-21T23:39:05Z,1780000,,,0,,I. Thomas Free Throw 1 of 1 (5 PTS),[202738],1610612766.0,CHA,,,,Thomas,I. Thomas,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
185,PT10M39.00S,2022-03-21T23:39:21.5Z,2,REGULAR,foul,personal,[],202738,,,1610612740,22,24,2022-03-21T23:39:33Z,1790000,,,0,,I. Thomas personal FOUL (1 PF),"[202738, 1627820]",1610612766.0,CHA,,,,Thomas,I. Thomas,,,,,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Wallace,1627820.0,
187,PT10M27.00S,2022-03-21T23:39:48.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,91.80354796320631,46.07843137254902,1610612740,22,24,2022-03-21T23:39:53Z,1810000,-20.0,25.0,1,right,MISS T. Murphy III driving Layup,[1630530],1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,3.14,Missed,,,,,,,,,,,,,,,,,,,
188,PT10M24.00S,2022-03-21T23:39:52.3Z,2,REGULAR,rebound,offensive,[],202685,,,1610612740,22,24,2022-03-21T23:39:52Z,1820000,,,0,,J. Valanciunas REBOUND (Off:2 Def:7),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,187.0,9.0,7.0,2.0,,,,,,,,,,,
189,PT10M24.00S,2022-03-21T23:39:52.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,94.40999984741211,50.0,1610612740,22,26,2022-03-21T23:39:52Z,1830000,0.0,0.0,1,right,J. Valanciunas tip Layup (8 PTS),[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,0.0,Made,8.0,,,,,,,,,,,,,,,,,,
190,PT10M15.00S,2022-03-21T23:40:01.5Z,2,REGULAR,3pt,Jump Shot,[],202738,30.305519053876477,31.127450980392158,1610612766,25,26,2022-03-21T23:42:42Z,1840000,94.0,232.0,1,left,I. Thomas 25' 3PT pullup (8 PTS) (L. Ball 3 AST),"[202738, 1630163]",1610612766.0,CHA,pullup,,,Thomas,I. Thomas,,,,,25.08,Made,8.0,L. Ball,1630163.0,3.0,,,,,,,,,,,,,,,
192,PT09M51.00S,2022-03-21T23:40:25.7Z,2,REGULAR,2pt,Jump Shot,[],202685,92.46057818659659,22.794117647058822,1610612740,25,28,2022-03-21T23:40:29Z,1860000,-136.0,18.0,1,right,J. Valanciunas 13' Jump Shot (10 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,13.72,Made,10.0,,,,,,,,,,,,,,,,,,
193,PT09M33.00S,2022-03-21T23:40:45.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,6.915243101182654,46.32352941176471,1610612766,27,28,2022-03-21T23:40:50Z,1870000,18.0,13.0,1,left,M. Harrell cutting Layup (5 PTS) (J. McDaniels 1 AST),"[1626149, 1629667]",1610612766.0,CHA,cutting,,,Harrell,M. Harrell,,,,,2.22,Made,5.0,J. McDaniels,1629667.0,1.0,,,,,,,,,,,,,,,
195,PT09M33.00S,2022-03-21T23:40:57.6Z,2,REGULAR,foul,personal,['1freethrow'],1627820,,,1610612766,27,28,2022-03-21T23:41:08Z,1890000,,,0,,T. Wallace shooting personal FOUL (2 PF) (Harrell 1 FT),"[1627820, 1626149]",1610612740.0,NOP,shooting,,,Wallace,T. Wallace,,,,,,,,,,,,,,,,,,,,1627961.0,2.0,0.0,Harrell,1626149.0,
197,PT09M33.00S,2022-03-21T23:41:10.9Z,2,REGULAR,substitution,out,[],1627820,,,1610612766,27,28,2022-03-21T23:41:14Z,1910000,,,0,,SUB out: T. Wallace,[1627820],1610612740.0,NOP,,,,Wallace,T. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M33.00S,2022-03-21T23:41:10.9Z,2,REGULAR,substitution,in,[],1629637,,,1610612766,27,28,2022-03-21T23:41:14Z,1920000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M33.00S,2022-03-21T23:41:34.3Z,2,REGULAR,freethrow,1 of 1,[],1626149,,,1610612766,28,28,2022-03-21T23:41:34Z,1930000,,,0,,M. Harrell Free Throw 1 of 1 (6 PTS),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
200,PT09M13.00S,2022-03-21T23:41:55.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,92.85479632063075,52.69607843137255,1610612740,28,30,2022-03-21T23:42:00Z,1940000,13.0,15.0,1,right,N. Marshall cutting Layup (6 PTS) (J. Valanciunas 1 AST),"[1630230, 202685]",1610612740.0,NOP,cutting,,,Marshall,N. Marshall,,,,,2.0,Made,6.0,J. Valanciunas,202685.0,1.0,,,,,,,,,,,,,,,
202,PT08M59.00S,2022-03-21T23:42:09.9Z,2,REGULAR,turnover,lost ball,[],1629667,,,1610612766,28,30,2022-03-21T23:42:13Z,1960000,,,0,,J. McDaniels lost ball TURNOVER (1 TO),"[1629667, 1630530]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,1.0,Murphy III,1630530.0,,,,,,
203,PT08M59.00S,2022-03-21T23:42:09.9Z,2,REGULAR,steal,,[],1630530,,,1610612740,28,30,2022-03-21T23:42:12Z,1970000,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M50.00S,2022-03-21T23:42:18.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202685,69.33311432325887,70.34313725490196,1610612740,28,30,2022-03-21T23:42:23Z,1980000,102.0,236.0,1,right,MISS J. Valanciunas 25' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,,
205,PT08M47.00S,2022-03-21T23:42:21.4Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,28,30,2022-03-21T23:42:23Z,1990000,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,204.0,2.0,2.0,0.0,,,,,,,,,,,
206,PT08M44.00S,2022-03-21T23:42:33.5Z,2,REGULAR,foul,personal,['2freethrow'],202685,,,1610612766,28,30,2022-03-21T23:42:56Z,2000000,,,0,,J. Valanciunas shooting personal FOUL (1 PF) (McDaniels 2 FT),"[202685, 1629667]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,McDaniels,1629667.0,
208,PT08M44.00S,2022-03-21T23:42:59.7Z,2,REGULAR,freethrow,1 of 2,[],1629667,,,1610612766,29,30,2022-03-21T23:42:59Z,2020000,,,0,,J. McDaniels Free Throw 1 of 2 (1 PTS),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
209,PT08M44.00S,2022-03-21T23:43:11.0Z,2,REGULAR,freethrow,2 of 2,[],1629667,,,1610612766,30,30,2022-03-21T23:43:11Z,2030000,,,0,,J. McDaniels Free Throw 2 of 2 (2 PTS),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
210,PT08M24.00S,2022-03-21T23:43:32.6Z,2,REGULAR,3pt,Jump Shot,[],1630530,89.04402102496715,97.05882352941177,1610612740,30,33,2022-03-21T23:45:14Z,2040000,235.0,50.0,1,right,T. Murphy III 24' 3PT  (3 PTS) (J. Valanciunas 2 AST),"[1630530, 202685]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,24.07,Made,3.0,J. Valanciunas,202685.0,2.0,,,,,,,,,,,,,,,
212,PT08M12.00S,2022-03-21T23:43:44.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626149,8.229303547963205,50.98039215686274,1610612766,30,33,2022-03-21T23:43:49Z,2060000,-5.0,25.0,1,left,MISS M. Harrell DUNK - blocked,"[1626149, 202685]",1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,2.54,Missed,,,,,,,,,Valanciunas,202685.0,,,,,,,,,
213,PT08M12.00S,2022-03-21T23:43:44.6Z,2,REGULAR,block,,[],202685,,,1610612766,30,33,2022-03-21T23:43:47Z,2070000,,,0,,J. Valanciunas BLOCK (2 BLK),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M09.00S,2022-03-21T23:43:47.6Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,30,33,2022-03-21T23:43:49Z,2080000,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,212.0,1.0,1.0,0.0,,,,,,,,,,,
215,PT08M06.00S,2022-03-21T23:43:49.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630230,92.85479632063075,46.32352941176471,1610612740,30,35,2022-03-21T23:43:56Z,2090000,-18.0,15.0,1,right,N. Marshall running reverse Layup (8 PTS) (T. Murphy III 2 AST),"[1630230, 1630530]",1610612740.0,NOP,running reverse,,,Marshall,N. Marshall,,,,,2.36,Made,8.0,T. Murphy III,1630530.0,2.0,,,,,,,,,,,,,,,
217,PT08M06.00S,2022-03-21T23:43:56.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,30,35,2022-03-21T23:43:56Z,2110000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M06.00S,2022-03-21T23:43:57.5Z,2,REGULAR,substitution,out,[],1630163,,,1610612766,30,35,2022-03-21T23:46:46Z,2120000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M06.00S,2022-03-21T23:43:57.5Z,2,REGULAR,substitution,out,[],1626149,,,1610612766,30,35,2022-03-21T23:46:46Z,2130000,,,0,,SUB out: M. Harrell,[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M06.00S,2022-03-21T23:43:57.5Z,2,REGULAR,substitution,out,[],1629667,,,1610612766,30,35,2022-03-21T23:46:46Z,2140000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M06.00S,2022-03-21T23:43:57.5Z,2,REGULAR,substitution,in,[],1628970,,,1610612766,30,35,2022-03-21T23:46:46Z,2150000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M06.00S,2022-03-21T23:43:57.5Z,2,REGULAR,substitution,in,[],203486,,,1610612766,30,35,2022-03-21T23:46:46Z,2160000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M06.00S,2022-03-21T23:43:57.5Z,2,REGULAR,substitution,in,[],1626179,,,1610612766,30,35,2022-03-21T23:46:46Z,2170000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M48.00S,2022-03-21T23:47:04.0Z,2,REGULAR,turnover,lost ball,[],202738,,,1610612766,30,35,2022-03-21T23:47:07Z,2180000,,,0,,I. Thomas lost ball TURNOVER (1 TO),"[202738, 1628984]",1610612766.0,CHA,,,,Thomas,I. Thomas,,,,,,,,,,,,,,,,,1.0,Graham,1628984.0,,,,,,
225,PT07M48.00S,2022-03-21T23:47:04.0Z,2,REGULAR,steal,,[],1628984,,,1610612740,30,35,2022-03-21T23:47:06Z,2190000,,,0,,D. Graham STEAL (1 STL),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M32.00S,2022-03-21T23:47:19.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629637,91.93495400788436,47.05882352941176,1610612740,30,35,2022-03-21T23:48:54Z,2200000,-15.0,23.0,1,right,MISS J. Hayes cutting DUNK - blocked,"[1629637, 203486]",1610612740.0,NOP,cutting,,,Hayes,J. Hayes,,,,,2.75,Missed,,,,,,,,,Plumlee,203486.0,,,,,,,,,
227,PT07M32.00S,2022-03-21T23:47:19.3Z,2,REGULAR,block,,[],203486,,,1610612740,30,35,2022-03-21T23:47:21Z,2210000,,,0,,M. Plumlee BLOCK (1 BLK),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M28.00S,2022-03-21T23:47:23.3Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,30,35,2022-03-21T23:47:23Z,2220000,,,0,,M. Plumlee REBOUND (Off:1 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,226.0,4.0,3.0,1.0,,,,,,,,,,,
229,PT07M26.00S,2022-03-21T23:47:25.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628998,6.258212877792378,49.754901960784316,1610612766,32,35,2022-03-21T23:49:22Z,2230000,1.0,6.0,1,left,C. Martin running DUNK (2 PTS) (M. Plumlee 1 AST),"[1628998, 203486]",1610612766.0,CHA,running,,,Martin,C. Martin,,,,,0.64,Made,2.0,M. Plumlee,203486.0,1.0,,,,,,,,,,,,,,,
231,PT07M19.00S,2022-03-21T23:47:32.5Z,2,REGULAR,3pt,Jump Shot,[],1630530,73.14388961892247,81.12745098039215,1610612740,32,38,2022-03-21T23:47:37Z,2250000,156.0,200.0,1,right,T. Murphy III 25' 3PT  (6 PTS) (D. Graham 1 AST),"[1630530, 1628984]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,25.33,Made,6.0,D. Graham,1628984.0,1.0,,,,,,,,,,,,,,,
233,PT06M57.00S,2022-03-21T23:47:55.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202738,11.383048620236531,45.09803921568628,1610612766,32,38,2022-03-21T23:48:02Z,2270000,25.0,55.0,1,left,MISS I. Thomas driving floating Shot,[202738],1610612766.0,CHA,driving floating,,,Thomas,I. Thomas,,,,,5.98,Missed,,,,,,,,,,,,,,,,,,,
234,PT06M53.00S,2022-03-21T23:47:57.8Z,2,REGULAR,rebound,defensive,[],1628984,,,1610612740,32,38,2022-03-21T23:47:57Z,2280000,,,0,,D. Graham REBOUND (Off:0 Def:1),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,233.0,1.0,1.0,0.0,,,,,,,,,,,
235,PT06M50.00S,2022-03-21T23:48:01.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630530,92.9862023653088,46.568627450980394,1610612740,32,38,2022-03-21T23:48:10Z,2290000,-17.0,13.0,1,right,MISS T. Murphy III running Layup - blocked,"[1630530, 1628998]",1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,2.18,Missed,,,,,,,,,Martin,1628998.0,,,,,,,,,
236,PT06M50.00S,2022-03-21T23:48:01.2Z,2,REGULAR,block,,[],1628998,,,1610612740,32,38,2022-03-21T23:48:03Z,2300000,,,0,,C. Martin BLOCK (1 BLK),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M47.00S,2022-03-21T23:48:04.2Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,32,38,2022-03-21T23:48:10Z,2310000,,,0,,M. Plumlee REBOUND (Off:1 Def:4),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,235.0,5.0,4.0,1.0,,,,,,,,,,,
238,PT06M40.00S,2022-03-21T23:48:10.8Z,2,REGULAR,3pt,Jump Shot,[],202738,5.338370565045992,96.56862745098039,1610612766,35,38,2022-03-21T23:48:17Z,2320000,-233.0,-2.0,1,left,I. Thomas 3PT  (11 PTS) (M. Plumlee 2 AST),"[202738, 203486]",1610612766.0,CHA,,,,Thomas,I. Thomas,,,,,23.28,Made,11.0,M. Plumlee,203486.0,2.0,,,,,,,,,,,,,,,
240,PT06M18.00S,2022-03-21T23:48:33.1Z,2,REGULAR,3pt,Jump Shot,[],1630230,67.36202365308804,23.774509803921568,1610612740,35,38,2022-03-21T23:48:40Z,2340000,-131.0,254.0,1,right,MISS N. Marshall 28' 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,28.61,Missed,,,,,,,,,,,,,,,,,,,
241,PT06M14.00S,2022-03-21T23:48:37.1Z,2,REGULAR,rebound,defensive,[],1628998,,,1610612766,35,38,2022-03-21T23:48:40Z,2350000,,,0,,C. Martin REBOUND (Off:0 Def:3),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,240.0,3.0,3.0,0.0,,,,,,,,,,,
242,PT06M06.00S,2022-03-21T23:48:46.2Z,2,REGULAR,3pt,Jump Shot,[],202738,5.601182654402102,95.83333333333334,1610612766,35,38,2022-03-21T23:48:50Z,2360000,-229.0,0.0,1,left,MISS I. Thomas 3PT,[202738],1610612766.0,CHA,,,,Thomas,I. Thomas,,,,,22.92,Missed,,,,,,,,,,,,,,,,,,,
243,PT06M02.00S,2022-03-21T23:48:48.7Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,35,38,2022-03-21T23:48:48Z,2370000,,,0,,J. Valanciunas REBOUND (Off:2 Def:8),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,242.0,10.0,8.0,2.0,,,,,,,,,,,
244,PT05M47.00S,2022-03-21T23:49:04.8Z,2,REGULAR,2pt,Jump Shot,[],202685,87.46714848883047,12.5,1610612740,35,38,2022-03-21T23:49:08Z,2380000,-188.0,65.0,1,right,MISS J. Valanciunas 19' Jump Shot,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,19.85,Missed,,,,,,,,,,,,,,,,,,,
245,PT05M44.00S,2022-03-21T23:49:07.8Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,35,38,2022-03-21T23:49:08Z,2390000,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,244.0,2.0,2.0,0.0,,,,,,,,,,,
246,PT05M31.00S,2022-03-21T23:49:20.7Z,2,REGULAR,3pt,Jump Shot,[],1626179,7.5722733245729295,96.56862745098039,1610612766,35,38,2022-03-21T23:51:12Z,2400000,-233.0,19.0,1,left,MISS T. Rozier 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,23.35,Missed,,,,,,,,,,,,,,,,,,,
247,PT05M28.00S,2022-03-21T23:49:23.7Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612740,35,38,2022-03-21T23:49:30Z,2410000,,,0,,J. Hayes REBOUND (Off:1 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,246.0,2.0,1.0,1.0,,,,,,,,,,,
248,PT05M26.00S,2022-03-21T23:49:39.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,35,38,2022-03-21T23:49:39Z,2420000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M26.00S,2022-03-21T23:50:01.7Z,2,REGULAR,substitution,out,[],202738,,,1610612740,35,38,2022-03-21T23:52:26Z,2430000,,,0,,SUB out: I. Thomas,[202738],1610612766.0,CHA,,,,Thomas,I. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M26.00S,2022-03-21T23:50:01.7Z,2,REGULAR,substitution,out,[],1628984,,,1610612740,35,38,2022-03-21T23:52:26Z,2440000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M26.00S,2022-03-21T23:50:01.7Z,2,REGULAR,substitution,out,[],1630230,,,1610612740,35,38,2022-03-21T23:52:26Z,2450000,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M26.00S,2022-03-21T23:50:01.7Z,2,REGULAR,substitution,out,[],202685,,,1610612740,35,38,2022-03-21T23:52:26Z,2460000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M26.00S,2022-03-21T23:50:01.7Z,2,REGULAR,substitution,out,[],1630530,,,1610612740,35,38,2022-03-21T23:52:26Z,2470000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M26.00S,2022-03-21T23:50:01.7Z,2,REGULAR,substitution,in,[],1629023,,,1610612740,35,38,2022-03-21T23:52:26Z,2480000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M26.00S,2022-03-21T23:50:01.7Z,2,REGULAR,substitution,in,[],203468,,,1610612740,35,38,2022-03-21T23:52:26Z,2490000,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M26.00S,2022-03-21T23:50:01.7Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,35,38,2022-03-21T23:52:26Z,2500000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M26.00S,2022-03-21T23:50:01.7Z,2,REGULAR,substitution,in,[],1630631,,,1610612740,35,38,2022-03-21T23:52:26Z,2510000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M26.00S,2022-03-21T23:50:01.7Z,2,REGULAR,substitution,in,[],1626195,,,1610612740,35,38,2022-03-21T23:52:26Z,2520000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M17.00S,2022-03-21T23:52:40.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,35,38,2022-03-21T23:52:40Z,2530000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M10.00S,2022-03-21T23:52:57.1Z,2,REGULAR,turnover,out-of-bounds,[],1626195,,,1610612740,35,38,2022-03-21T23:53:03Z,2540000,,,0,,W. Hernangomez bad pass out-of-bounds TURNOVER (1 TO),[1626195],1610612740.0,NOP,bad pass,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,1.0,,,1627961.0,,,,,
261,PT04M52.00S,2022-03-21T23:53:23.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,6.1268068331143235,96.32352941176471,1610612766,35,38,2022-03-21T23:54:18Z,2550000,-232.0,5.0,1,left,MISS T. Rozier 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,23.17,Missed,,,,,,,,,,,,,,,,,,,
262,PT04M49.00S,2022-03-21T23:53:26.1Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612740,35,38,2022-03-21T23:53:27Z,2560000,,,0,,J. Hayes REBOUND (Off:1 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,261.0,3.0,2.0,1.0,,,,,,,,,,,
263,PT04M39.00S,2022-03-21T23:53:35.3Z,2,REGULAR,2pt,Jump Shot,[],203468,83.65637319316689,26.715686274509803,1610612740,35,40,2022-03-21T23:55:20Z,2570000,-116.0,101.0,1,right,C. McCollum 15' driving floating Jump Shot (8 PTS),[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,15.42,Made,8.0,,,,,,,,,,,,,,,,,,
264,PT04M20.00S,2022-03-21T23:53:54.0Z,2,REGULAR,3pt,Jump Shot,[],1628970,5.732588699080158,96.81372549019608,1610612766,38,40,2022-03-21T23:53:57Z,2580000,-234.0,1.0,1,left,M. Bridges 3PT step back (7 PTS),[1628970],1610612766.0,CHA,step back,,,Bridges,M. Bridges,,,,,23.41,Made,7.0,,,,,,,,,,,,,,,,,,
