actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
173,PT00M38.70S,2022-02-13T00:35:02.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628991,,,1610612766,12,31,2022-02-13T00:35:20Z,1710000,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (Bouknight 2 FT),"[1628991, 1630547]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,204058.0,,,,1.0,0.0,Bouknight,1630547.0,,,
175,PT00M38.70S,2022-02-13T00:35:33.9Z,1,REGULAR,freethrow,1 of 2,[],1630547,,,1610612766,13,31,2022-02-13T00:35:33Z,1730000,,,0,,J. Bouknight Free Throw 1 of 2 (3 PTS),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
176,PT00M38.70S,2022-02-13T00:35:48.3Z,1,REGULAR,freethrow,2 of 2,[],1630547,,,1610612766,14,31,2022-02-13T00:35:48Z,1740000,,,0,,J. Bouknight Free Throw 2 of 2 (4 PTS),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
177,PT00M29.50S,2022-02-13T00:35:59.1Z,1,REGULAR,3pt,Jump Shot,[],1628991,68.15045992115637,23.52941176470588,1610612763,14,34,2022-02-13T00:36:03Z,1750000,-132.0,247.0,1,right,J. Jackson Jr. 28' 3PT  (3 PTS) (T. Jones 1 AST),"[1628991, 1626145]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,28.02,Made,3.0,,,,,,,,,T. Jones,1626145.0,1.0,,,,,,,
179,PT00M17.30S,2022-02-13T00:36:17.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629634,,,1610612766,14,34,2022-02-13T00:36:40Z,1770000,,,0,,B. Clarke personal FOUL (1 PF) (Rozier 2 FT),"[1629634, 1626179]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,204058.0,,,,1.0,0.0,Rozier,1626179.0,,,
181,PT00M17.30S,2022-02-13T00:36:42.8Z,1,REGULAR,freethrow,1 of 2,[],1626179,,,1610612766,14,34,2022-02-13T00:36:42Z,1790000,,,0,,MISS T. Rozier Free Throw 1 of 2,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,Missed,,,,,,,,,,,,,,,,,,,
182,PT00M17.30S,2022-02-13T00:36:42.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,14,34,2022-02-13T00:36:42Z,1800000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,181.0,,,,,,,,,,,,,,,,,
183,PT00M17.30S,2022-02-13T00:36:59.7Z,1,REGULAR,freethrow,2 of 2,[],1626179,,,1610612766,15,34,2022-02-13T00:36:59Z,1810000,,,0,,T. Rozier Free Throw 2 of 2 (5 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
184,PT00M10.70S,2022-02-13T00:37:09.0Z,1,REGULAR,turnover,bad pass,[],1630217,,,1610612763,15,34,2022-02-13T00:37:14Z,1820000,,,0,,D. Bane bad pass TURNOVER (2 TO),"[1630217, 1626162]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,2.0,Oubre Jr.,1626162.0,,,,,,,,,,,
185,PT00M10.70S,2022-02-13T00:37:09.0Z,1,REGULAR,steal,,[],1626162,,,1610612766,15,34,2022-02-13T00:37:10Z,1830000,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT00M06.50S,2022-02-13T00:37:13.2Z,1,REGULAR,turnover,lost ball,[],1626162,,,1610612766,15,34,2022-02-13T00:37:16Z,1840000,,,0,,K. Oubre Jr. lost ball TURNOVER (1 TO),"[1626162, 1629634]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,1.0,Clarke,1629634.0,,,,,,,,,,,
187,PT00M06.50S,2022-02-13T00:37:13.2Z,1,REGULAR,steal,,[],1629634,,,1610612763,15,34,2022-02-13T00:47:18Z,1850000,,,0,,B. Clarke STEAL (1 STL),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT00M04.30S,2022-02-13T00:37:19.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626162,,,1610612763,15,34,2022-02-13T00:37:25Z,1860000,,,0,,K. Oubre Jr. personal FOUL (1 PF) (Bane 2 FT),"[1626162, 1630217]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,202058.0,,,,1.0,0.0,Bane,1630217.0,,,
190,PT00M04.30S,2022-02-13T00:37:46.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630217,,,1610612763,15,35,2022-02-13T00:37:46Z,1880000,,,0,,D. Bane Free Throw 1 of 2 (10 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
191,PT00M04.30S,2022-02-13T00:37:46.8Z,1,REGULAR,substitution,out,[],1630547,,,1610612763,15,35,2022-02-13T00:37:53Z,1890000,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT00M04.30S,2022-02-13T00:37:46.8Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,15,35,2022-02-13T00:37:53Z,1900000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT00M04.30S,2022-02-13T00:37:46.8Z,1,REGULAR,substitution,in,[],1630163,,,1610612763,15,35,2022-02-13T00:37:53Z,1910000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT00M04.30S,2022-02-13T00:37:46.8Z,1,REGULAR,substitution,in,[],203937,,,1610612763,15,35,2022-02-13T00:37:53Z,1920000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT00M04.30S,2022-02-13T00:38:06.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630217,,,1610612763,15,36,2022-02-13T00:38:06Z,1930000,,,0,,D. Bane Free Throw 2 of 2 (11 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
196,PT00M00.00S,2022-02-13T00:38:16.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,12.434296977660972,50.245098039215684,1610612766,15,36,2022-02-13T00:38:42Z,1940000,-1.0,64.0,1,left,MISS L. Ball 6' floating Shot,[1630163],1610612766.0,CHA,floating,,,Ball,L. Ball,,,,,6.44,Missed,,,,,,,,,,,,,,,,,,,
197,PT00M00.00S,2022-02-13T00:38:16.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,15,36,2022-02-13T00:38:42Z,1950000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,196.0,,,,,,,,,,,,,,,,,
198,PT00M00.00S,2022-02-13T00:38:46.9Z,1,REGULAR,period,end,[],0,,,1610612766,15,36,2022-02-13T00:38:46Z,1960000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT12M00.00S,2022-02-13T00:38:50.9Z,2,REGULAR,substitution,out,['startperiod'],1630163,,,1610612766,15,36,2022-02-13T00:41:05Z,1970000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT12M00.00S,2022-02-13T00:38:50.9Z,2,REGULAR,substitution,out,['startperiod'],203937,,,1610612766,15,36,2022-02-13T00:41:05Z,1980000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT12M00.00S,2022-02-13T00:38:50.9Z,2,REGULAR,substitution,in,['startperiod'],1630547,,,1610612766,15,36,2022-02-13T00:41:05Z,1990000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT12M00.00S,2022-02-13T00:38:50.9Z,2,REGULAR,substitution,in,['startperiod'],1628991,,,1610612766,15,36,2022-02-13T00:41:05Z,2000000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT12M00.00S,2022-02-13T00:40:56.9Z,2,REGULAR,period,start,[],0,,,1610612766,15,36,2022-02-13T00:41:06Z,2010000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT11M39.00S,2022-02-13T00:41:18.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,7.30946123521682,50.0,1610612766,17,36,2022-02-13T00:41:22Z,2020000,0.0,16.0,1,left,M. Harrell cutting Layup (4 PTS) (T. Rozier 1 AST),"[1626149, 1626179]",1610612766.0,CHA,cutting,,,Harrell,M. Harrell,,,,,1.62,Made,4.0,,,,,,,,,T. Rozier,1626179.0,1.0,,,,,,,
206,PT11M39.00S,2022-02-13T00:41:20.3Z,2,REGULAR,foul,personal,['1freethrow'],1628991,,,1610612766,17,36,2022-02-13T00:41:27Z,2040000,,,0,,J. Jackson Jr. shooting personal FOUL (2 PF) (Harrell 1 FT),"[1628991, 1626149]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,1627964.0,,,,2.0,0.0,Harrell,1626149.0,,,
208,PT11M39.00S,2022-02-13T00:41:48.0Z,2,REGULAR,freethrow,1 of 1,[],1626149,,,1610612766,17,36,2022-02-13T00:41:50Z,2060000,,,0,,MISS M. Harrell Free Throw 1 of 1,[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
209,PT11M37.00S,2022-02-13T00:41:50.0Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,17,36,2022-02-13T00:41:50Z,2070000,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,208.0,1.0,1.0,0.0,,,,,,,,,,,,,,
210,PT11M22.00S,2022-02-13T00:42:05.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,91.80354796320631,55.392156862745104,1610612763,17,36,2022-02-13T00:42:10Z,2080000,27.0,25.0,1,right,MISS B. Clarke driving Layup - blocked,"[1629634, 1629023]",1610612763.0,MEM,driving,,,Clarke,B. Clarke,,,,,3.65,Missed,,,,,,,,,,,,,,,,,Washington,1629023.0,
241,PT11M22.00S,2022-02-13T00:42:05.3Z,2,REGULAR,block,,[],1629023,,,1610612763,17,36,2022-02-13T00:48:54Z,2085000,,,0,,P. Washington BLOCK (2 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT11M20.00S,2022-02-13T00:42:07.3Z,2,REGULAR,rebound,defensive,[],1626149,,,1610612766,17,36,2022-02-13T00:42:10Z,2090000,,,0,,M. Harrell REBOUND (Off:1 Def:2),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,210.0,3.0,2.0,1.0,,,,,,,,,,,,,,
212,PT11M14.00S,2022-02-13T00:42:13.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630547,7.703679369250986,48.77450980392157,1610612766,17,36,2022-02-13T00:42:16Z,2100000,6.0,20.0,1,left,MISS J. Bouknight driving Layup,[1630547],1610612766.0,CHA,driving,,,Bouknight,J. Bouknight,,,,,2.08,Missed,,,,,,,,,,,,,,,,,,,
213,PT11M12.00S,2022-02-13T00:42:15.3Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,17,36,2022-02-13T00:42:16Z,2110000,,,0,,J. Konchar REBOUND (Off:0 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,212.0,2.0,2.0,0.0,,,,,,,,,,,,,,
214,PT11M07.00S,2022-02-13T00:42:20.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628991,69.72733245729303,16.666666666666664,1610612763,17,36,2022-02-13T00:42:25Z,2120000,-167.0,232.0,1,right,MISS J. Jackson Jr. 28' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,28.58,Missed,,,,,,,,,,,,,,,,,,,
215,PT11M03.00S,2022-02-13T00:42:24.2Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612766,17,36,2022-02-13T00:42:25Z,2130000,,,0,,T. Rozier REBOUND (Off:2 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,214.0,4.0,2.0,2.0,,,,,,,,,,,,,,
216,PT10M59.00S,2022-02-13T00:42:31.3Z,2,REGULAR,foul,offensive,[],1630547,,,1610612766,17,36,2022-02-13T00:43:45Z,2140000,,,0,,J. Bouknight charge offensive FOUL (1 PF),"[1630547, 1630217]",1610612766.0,CHA,charge,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,202058.0,,,,1.0,0.0,Bane,1630217.0,,,
218,PT10M59.00S,2022-02-13T00:42:31.3Z,2,REGULAR,turnover,offensive foul,[],1630547,,,1610612766,17,36,2022-02-13T00:42:31Z,2160000,,,0,,J. Bouknight offensive foul TURNOVER (1 TO),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,1.0,,,202058.0,,,,,,,,,,
219,PT10M42.00S,2022-02-13T00:43:02.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630217,74.06373193166885,86.27450980392157,1610612763,17,39,2022-02-13T00:43:06Z,2170000,181.0,191.0,1,right,D. Bane 26' 3PT  (14 PTS) (T. Jones 2 AST),"[1630217, 1626145]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,26.36,Made,14.0,,,,,,,,,T. Jones,1626145.0,2.0,,,,,,,
221,PT10M33.00S,2022-02-13T00:43:12.3Z,2,REGULAR,turnover,lost ball,[],1626179,,,1610612766,17,39,2022-02-13T00:43:26Z,2190000,,,0,,T. Rozier lost ball TURNOVER (1 TO),"[1626179, 1630217]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,1.0,Bane,1630217.0,,,,,,,,,,,
222,PT10M33.00S,2022-02-13T00:43:12.3Z,2,REGULAR,steal,,[],1630217,,,1610612763,17,39,2022-02-13T00:43:14Z,2200000,,,0,,D. Bane STEAL (2 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT10M33.00S,2022-02-13T00:43:17.2Z,2,REGULAR,foul,personal,[],1626149,,,1610612763,17,39,2022-02-13T00:43:32Z,2210000,,,0,,M. Harrell take personal FOUL (1 PF),"[1626149, 1630217]",1610612766.0,CHA,take,,,Harrell,M. Harrell,,,,,,,,,,,,,,,202058.0,,,,1.0,0.0,Bane,1630217.0,,,
225,PT10M33.00S,2022-02-13T00:43:36.0Z,2,REGULAR,foul,technical,['1freethrow'],1626179,,,1610612763,17,39,2022-02-13T00:50:12Z,2230000,,,0,,T. Rozier technical FOUL (1 Tech),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,202058.0,,,,1.0,1.0,,,,,
226,PT10M33.00S,2022-02-13T00:43:56.7Z,2,REGULAR,instantreplay,request,[],0,,,1610612763,17,39,2022-02-13T01:27:57Z,2240000,,,0,,,[],,,stands,,,,,,,,,,,,,,,,,,,202058.0,,,,,,,,,,
227,PT10M33.00S,2022-02-13T00:45:10.7Z,2,REGULAR,freethrow,1 of 1,[],1630217,,,1610612763,17,40,2022-02-13T00:45:10Z,2250000,,,0,,D. Bane technical Free Throw 1 of 1 (15 PTS),[1630217],1610612763.0,MEM,technical,,,Bane,D. Bane,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
228,PT10M21.00S,2022-02-13T00:45:30.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628991,74.58935611038108,85.04901960784314,1610612763,17,43,2022-02-13T00:45:35Z,2260000,175.0,186.0,1,right,J. Jackson Jr. 25' 3PT  (6 PTS) (D. Bane 3 AST),"[1628991, 1630217]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,25.58,Made,6.0,,,,,,,,,D. Bane,1630217.0,3.0,,,,,,,
230,PT10M03.00S,2022-02-13T00:45:48.4Z,2,REGULAR,3pt,Jump Shot,[],1629023,22.683968462549277,88.48039215686273,1610612766,20,43,2022-02-13T00:45:52Z,2280000,-192.0,161.0,1,left,P. Washington 25' 3PT  (3 PTS) (T. Rozier 2 AST),"[1629023, 1626179]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,25.07,Made,3.0,,,,,,,,,T. Rozier,1626179.0,2.0,,,,,,,
232,PT09M48.00S,2022-02-13T00:46:02.8Z,2,REGULAR,3pt,Jump Shot,[],1628991,79.84559789750328,91.66666666666666,1610612763,20,43,2022-02-13T00:46:07Z,2300000,208.0,137.0,1,right,MISS J. Jackson Jr. 24' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,24.93,Missed,,,,,,,,,,,,,,,,,,,
233,PT09M46.00S,2022-02-13T00:46:05.4Z,2,REGULAR,rebound,defensive,[],1626149,,,1610612766,20,43,2022-02-13T00:46:05Z,2310000,,,0,,M. Harrell REBOUND (Off:1 Def:3),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,232.0,4.0,3.0,1.0,,,,,,,,,,,,,,
234,PT09M35.00S,2022-02-13T00:46:17.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,10.5946123521682,39.46078431372549,1610612766,22,43,2022-02-13T00:46:21Z,2320000,53.0,47.0,1,left,T. Rozier 7' floating Jump Shot (7 PTS),[1626179],1610612766.0,CHA,floating,,,Rozier,T. Rozier,,,,,7.07,Made,7.0,,,,,,,,,,,,,,,,,,
235,PT09M20.00S,2022-02-13T00:46:31.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626145,92.46057818659659,48.03921568627451,1610612763,22,43,2022-02-13T00:48:36Z,2330000,-10.0,18.0,1,right,MISS T. Jones Layup - blocked,"[1626145, 1629023]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,2.08,Missed,,,,,,,,,,,,,,,,,Washington,1629023.0,
236,PT09M20.00S,2022-02-13T00:46:31.2Z,2,REGULAR,block,,[],1629023,,,1610612763,22,43,2022-02-13T00:46:33Z,2340000,,,0,,P. Washington BLOCK (3 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT09M18.00S,2022-02-13T00:46:33.2Z,2,REGULAR,rebound,defensive,[],1630547,,,1610612766,22,43,2022-02-13T00:46:35Z,2350000,,,0,,J. Bouknight REBOUND (Off:0 Def:3),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,235.0,3.0,3.0,0.0,,,,,,,,,,,,,,
238,PT09M16.00S,2022-02-13T00:46:35.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630547,6.258212877792378,49.754901960784316,1610612766,24,43,2022-02-13T00:46:42Z,2360000,1.0,6.0,1,left,J. Bouknight running finger roll Layup (6 PTS),[1630547],1610612766.0,CHA,running finger roll,,,Bouknight,J. Bouknight,,,,,0.64,Made,6.0,,,,,,,,,,,,,,,,,,
240,PT09M16.00S,2022-02-13T00:46:43.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,24,43,2022-02-13T00:46:43Z,2370000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT09M01.00S,2022-02-13T00:49:54.6Z,2,REGULAR,3pt,Jump Shot,[],1630217,84.83902759526939,97.05882352941177,1610612763,24,43,2022-02-13T00:49:58Z,2380000,235.0,90.0,1,right,MISS D. Bane 25' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,25.19,Missed,,,,,,,,,,,,,,,,,,,
243,PT08M59.00S,2022-02-13T00:49:56.6Z,2,REGULAR,rebound,defensive,[],1626149,,,1610612766,24,43,2022-02-13T00:49:58Z,2390000,,,0,,M. Harrell REBOUND (Off:1 Def:4),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,242.0,5.0,4.0,1.0,,,,,,,,,,,,,,
244,PT08M43.00S,2022-02-13T00:50:11.9Z,2,REGULAR,3pt,Jump Shot,[],1629023,8.229303547963205,4.411764705882353,1610612766,24,43,2022-02-13T00:50:15Z,2400000,228.0,25.0,1,left,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,22.93,Missed,,,,,,,,,,,,,,,,,,,
245,PT08M41.00S,2022-02-13T00:50:14.6Z,2,REGULAR,rebound,offensive,[],1630547,,,1610612766,24,43,2022-02-13T00:50:14Z,2410000,,,0,,J. Bouknight REBOUND (Off:1 Def:3),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,244.0,4.0,3.0,1.0,,,,,,,,,,,,,,
246,PT08M40.00S,2022-02-13T00:50:15.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630547,6.258212877792378,50.245098039215684,1610612766,24,43,2022-02-13T00:50:19Z,2420000,-1.0,6.0,1,left,MISS J. Bouknight Layup - blocked,"[1630547, 1628991]",1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,0.64,Missed,,,,,,,,,,,,,,,,,Jackson Jr.,1628991.0,
247,PT08M40.00S,2022-02-13T00:50:15.0Z,2,REGULAR,block,,[],1628991,,,1610612766,24,43,2022-02-13T00:50:17Z,2430000,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT08M38.00S,2022-02-13T00:50:17.0Z,2,REGULAR,rebound,defensive,[],1626145,,,1610612763,24,43,2022-02-13T00:50:19Z,2440000,,,0,,T. Jones REBOUND (Off:0 Def:2),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,246.0,2.0,2.0,0.0,,,,,,,,,,,,,,
249,PT08M28.00S,2022-02-13T00:50:28.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,91.14651773981603,51.9607843137255,1610612763,24,45,2022-02-13T00:50:32Z,2450000,10.0,31.0,1,right,J. Jackson Jr. Hook (8 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,3.22,Made,8.0,,,,,,,,,,,,,,,,,,
250,PT08M15.00S,2022-02-13T00:50:40.0Z,2,REGULAR,3pt,Jump Shot,[],1626179,28.465834428383708,77.94117647058823,1610612766,24,45,2022-02-13T00:50:44Z,2460000,-140.0,215.0,1,left,MISS T. Rozier 25' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,25.65,Missed,,,,,,,,,,,,,,,,,,,
251,PT08M13.00S,2022-02-13T00:50:42.0Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,24,45,2022-02-13T00:50:44Z,2470000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,250.0,3.0,2.0,1.0,,,,,,,,,,,,,,
252,PT08M03.00S,2022-02-13T00:50:53.0Z,2,REGULAR,3pt,Jump Shot,[],1628991,73.9323258869908,84.80392156862744,1610612763,24,48,2022-02-13T00:50:57Z,2480000,174.0,193.0,1,right,J. Jackson Jr. 25' 3PT  (11 PTS) (D. Bane 4 AST),"[1628991, 1630217]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,25.95,Made,11.0,,,,,,,,,D. Bane,1630217.0,4.0,,,,,,,
254,PT08M02.00S,2022-02-13T00:51:00.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,24,48,2022-02-13T00:51:00Z,2500000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT08M02.00S,2022-02-13T00:52:28.0Z,2,REGULAR,substitution,out,[],1626149,,,1610612766,24,48,2022-02-13T00:53:46Z,2510000,,,0,,SUB out: M. Harrell,[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT08M02.00S,2022-02-13T00:52:28.0Z,2,REGULAR,substitution,out,[],1629023,,,1610612766,24,48,2022-02-13T00:53:46Z,2520000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT08M02.00S,2022-02-13T00:52:28.0Z,2,REGULAR,substitution,out,[],1630547,,,1610612766,24,48,2022-02-13T00:53:46Z,2530000,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT08M02.00S,2022-02-13T00:52:28.0Z,2,REGULAR,substitution,out,[],1629634,,,1610612766,24,48,2022-02-13T00:53:46Z,2540000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT08M02.00S,2022-02-13T00:52:28.0Z,2,REGULAR,substitution,out,[],1629723,,,1610612766,24,48,2022-02-13T00:53:46Z,2550000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT08M02.00S,2022-02-13T00:52:28.0Z,2,REGULAR,substitution,in,[],203486,,,1610612766,24,48,2022-02-13T00:53:46Z,2560000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT08M02.00S,2022-02-13T00:52:28.0Z,2,REGULAR,substitution,in,[],1628970,,,1610612766,24,48,2022-02-13T00:53:46Z,2570000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
