actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
182,PT09M57.00S,2021-11-27T00:39:06.5Z,2,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,34,33,2021-11-27T00:39:06Z,1760000,,,0,,M. Bridges Free Throw 2 of 2 (2 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
183,PT09M50.00S,2021-11-27T00:39:10.3Z,2,REGULAR,foul,personal,['2freethrow'],1628970,,,1610612750,34,33,2021-11-27T00:39:17Z,1770000,,,0,,M. Bridges shooting personal FOUL (1 PF) (Reid 2 FT),"[1628970, 1629675]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,,,,,,,,,,,1628480.0,,,,,,1.0,0.0,Reid,1629675.0
185,PT09M50.00S,2021-11-27T00:39:35.3Z,2,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,34,34,2021-11-27T00:39:35Z,1790000,,,0,,N. Reid Free Throw 1 of 2 (3 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
186,PT09M50.00S,2021-11-27T00:39:53.3Z,2,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,34,35,2021-11-27T00:39:53Z,1800000,,,0,,N. Reid Free Throw 2 of 2 (4 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
187,PT09M34.00S,2021-11-27T00:40:11.4Z,2,REGULAR,2pt,Jump Shot,[],202330,77.7431011826544,30.14705882352941,1610612766,36,35,2021-11-27T00:40:17Z,1810000,-99.0,157.0,1,right,G. Hayward 18' step back Jump Shot (7 PTS),[202330],1610612766.0,CHA,step back,,,Hayward,G. Hayward,,,,,18.55,Made,,,,,7.0,,,,,,,,,,,,,
188,PT09M12.00S,2021-11-27T00:40:32.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,7.703679369250986,50.49019607843137,1610612750,36,35,2021-11-27T00:40:39Z,1820000,-2.0,20.0,1,left,MISS N. Reid driving Layup,[1629675],1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,2.01,Missed,,,,,,,,,,,,,,,,,,
189,PT09M11.00S,2021-11-27T00:40:33.3Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,36,35,2021-11-27T00:40:39Z,1830000,,,0,,G. Hayward REBOUND (Off:0 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,188.0,2.0,2.0,0.0,,,,,,,,,,,,,,
190,PT09M08.00S,2021-11-27T00:40:38.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202330,92.85479632063075,52.450980392156865,1610612766,38,35,2021-11-27T00:40:54Z,1840000,12.0,15.0,1,right,G. Hayward running Layup (9 PTS),[202330],1610612766.0,CHA,running,,,Hayward,G. Hayward,,,,,1.92,Made,,,,,9.0,,,,,,,,,,,,,
191,PT09M08.00S,2021-11-27T00:40:42.2Z,2,REGULAR,foul,personal,['1freethrow'],1630183,,,1610612766,38,35,2021-11-27T00:40:53Z,1850000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Hayward 1 FT),"[1630183, 202330]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,1628480.0,,,,,,1.0,0.0,Hayward,202330.0
193,PT09M08.00S,2021-11-27T00:41:06.8Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],202330,,,1610612766,39,35,2021-11-27T00:41:06Z,1870000,,,0,,G. Hayward Free Throw 1 of 1 (10 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
194,PT08M58.00S,2021-11-27T00:41:17.3Z,2,REGULAR,3pt,Jump Shot,[],1630183,24.78646517739816,11.519607843137255,1610612750,39,35,2021-11-27T00:41:25Z,1880000,192.0,180.0,1,left,MISS J. McDaniels 26' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,26.38,Missed,,,,,,,,,,,,,,,,,,
195,PT08M58.00S,2021-11-27T00:41:17.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,39,35,2021-11-27T00:41:25Z,1890000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,194.0,,,,,,,,,,,,,,,,,
196,PT08M58.00S,2021-11-27T00:41:23.3Z,2,REGULAR,foul,personal,[],1629675,,,1610612766,39,35,2021-11-27T00:41:33Z,1900000,,,0,,N. Reid loose ball personal FOUL (2 PF),"[1629675, 1628970]",1610612750.0,MIN,loose ball,,,Reid,N. Reid,,,,,,,,,,,,,,,1162.0,,,,,,2.0,0.0,Bridges,1628970.0
198,PT08M58.00S,2021-11-27T00:41:31.0Z,2,REGULAR,substitution,out,[],1627736,,,1610612766,39,35,2021-11-27T00:41:34Z,1920000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M58.00S,2021-11-27T00:41:31.0Z,2,REGULAR,substitution,in,[],1630162,,,1610612766,39,35,2021-11-27T00:41:34Z,1930000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M46.00S,2021-11-27T00:41:45.3Z,2,REGULAR,3pt,Jump Shot,[],1626162,72.09264126149803,79.16666666666666,1610612766,42,35,2021-11-27T00:41:51Z,1940000,146.0,210.0,1,right,K. Oubre Jr. 25' 3PT step back (10 PTS),[1626162],1610612766.0,CHA,step back,,,Oubre Jr.,K. Oubre Jr.,,,,,25.55,Made,,,,,10.0,,,,,,,,,,,,,
201,PT08M30.00S,2021-11-27T00:42:00.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,6.1268068331143235,56.61764705882353,1610612750,42,35,2021-11-27T00:42:05Z,1950000,-33.0,5.0,1,left,MISS D. Russell driving Layup - blocked,"[1626156, 202330]",1610612750.0,MIN,driving,,,Russell,D. Russell,,,,,3.35,Missed,,,,,,,,,,,,,Hayward,202330.0,,,,
202,PT08M30.00S,2021-11-27T00:42:00.3Z,2,REGULAR,block,,[],202330,,,1610612750,42,35,2021-11-27T00:42:02Z,1960000,,,0,,G. Hayward BLOCK (1 BLK),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M28.00S,2021-11-27T00:42:02.3Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,42,35,2021-11-27T00:42:05Z,1970000,,,0,,G. Hayward REBOUND (Off:0 Def:3),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,201.0,3.0,3.0,0.0,,,,,,,,,,,,,,
204,PT08M26.00S,2021-11-27T00:42:05.1Z,2,REGULAR,turnover,bad pass,[],202330,,,1610612766,42,35,2021-11-27T00:42:10Z,1980000,,,0,,G. Hayward bad pass TURNOVER (3 TO),"[202330, 1627752]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,3.0,Prince,1627752.0,,,,,,
205,PT08M26.00S,2021-11-27T00:42:05.1Z,2,REGULAR,steal,,[],1627752,,,1610612750,42,35,2021-11-27T00:42:07Z,1990000,,,0,,T. Prince STEAL (2 STL),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M20.00S,2021-11-27T00:42:10.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626156,18.74178712220762,97.05882352941177,1610612750,42,35,2021-11-27T00:42:17Z,2000000,-235.0,124.0,1,left,MISS D. Russell 26' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,26.58,Missed,,,,,,,,,,,,,,,,,,
207,PT08M16.00S,2021-11-27T00:42:14.9Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,42,35,2021-11-27T00:42:17Z,2010000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,206.0,1.0,1.0,0.0,,,,,,,,,,,,,,
208,PT08M16.00S,2021-11-27T00:42:19.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626179,95.48291721419186,3.6764705882352944,1610612766,45,35,2021-11-27T00:50:36Z,2020000,-232.0,-10.0,1,right,T. Rozier 3PT running (10 PTS) (G. Hayward 3 AST),"[1626179, 202330]",1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,23.18,Made,,,,,10.0,G. Hayward,202330.0,3.0,,,,,,,,,,
210,PT08M16.00S,2021-11-27T00:42:28.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,45,35,2021-11-27T00:42:28Z,2040000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M16.00S,2021-11-27T00:43:39.4Z,2,REGULAR,substitution,out,[],1629675,,,1610612750,45,35,2021-11-27T00:45:03Z,2050000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M16.00S,2021-11-27T00:43:39.4Z,2,REGULAR,substitution,in,[],1626157,,,1610612750,45,35,2021-11-27T00:45:03Z,2060000,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M55.00S,2021-11-27T00:45:33.4Z,2,REGULAR,3pt,Jump Shot,[],1627752,28.728646517739815,23.284313725490197,1610612750,45,35,2021-11-27T00:45:44Z,2070000,134.0,218.0,1,left,MISS T. Prince 25' 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,25.53,Missed,,,,,,,,,,,,,,,,,,
214,PT07M47.00S,2021-11-27T00:45:41.4Z,2,REGULAR,rebound,offensive,[],1630183,,,1610612750,45,35,2021-11-27T00:45:44Z,2080000,,,0,,J. McDaniels REBOUND (Off:2 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,213.0,4.0,2.0,2.0,,,,,,,,,,,,,,
215,PT07M47.00S,2021-11-27T00:45:41.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630183,5.590000152587891,50.0,1610612750,45,37,2021-11-27T00:51:21Z,2090000,0.0,0.0,1,left,J. McDaniels tip Layup (2 PTS),[1630183],1610612750.0,MIN,tip,,,McDaniels,J. McDaniels,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,
216,PT07M37.00S,2021-11-27T00:45:51.5Z,2,REGULAR,2pt,Jump Shot,[],1626162,80.6340341655716,70.34313725490196,1610612766,47,37,2021-11-27T00:45:57Z,2100000,102.0,130.0,1,right,K. Oubre Jr. 16' step back Jump Shot (12 PTS),[1626162],1610612766.0,CHA,step back,,,Oubre Jr.,K. Oubre Jr.,,,,,16.47,Made,,,,,12.0,,,,,,,,,,,,,
217,PT07M20.00S,2021-11-27T00:46:09.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,7.966491458607096,50.0,1610612750,47,39,2021-11-27T00:46:13Z,2110000,0.0,22.0,1,left,A. Edwards cutting Layup (4 PTS) (K. Towns 2 AST),"[1630162, 1626157]",1610612750.0,MIN,cutting,,,Edwards,A. Edwards,,,,,2.24,Made,,,,,4.0,K. Towns,1626157.0,2.0,,,,,,,,,,
219,PT07M05.00S,2021-11-27T00:46:23.8Z,2,REGULAR,3pt,Jump Shot,[],1626162,70.38436268068331,20.833333333333336,1610612766,47,39,2021-11-27T00:46:30Z,2130000,-146.0,226.0,1,right,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,26.89,Missed,,,,,,,,,,,,,,,,,,
220,PT07M03.00S,2021-11-27T00:46:25.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,47,39,2021-11-27T00:46:30Z,2140000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,219.0,,,,,,,,,,,,,,,,,
221,PT07M03.00S,2021-11-27T00:46:29.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,47,39,2021-11-27T00:46:29Z,2150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M03.00S,2021-11-27T00:46:30.8Z,2,REGULAR,substitution,out,[],1628970,,,1610612750,47,39,2021-11-27T00:46:43Z,2160000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M03.00S,2021-11-27T00:46:30.8Z,2,REGULAR,substitution,out,[],1626156,,,1610612750,47,39,2021-11-27T00:46:43Z,2170000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M03.00S,2021-11-27T00:46:30.8Z,2,REGULAR,substitution,out,[],1627752,,,1610612750,47,39,2021-11-27T00:46:43Z,2180000,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M03.00S,2021-11-27T00:46:30.8Z,2,REGULAR,substitution,in,[],1629023,,,1610612750,47,39,2021-11-27T00:46:43Z,2190000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M03.00S,2021-11-27T00:46:30.8Z,2,REGULAR,substitution,in,[],1629162,,,1610612750,47,39,2021-11-27T00:46:43Z,2200000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M03.00S,2021-11-27T00:46:30.8Z,2,REGULAR,substitution,in,[],1629006,,,1610612750,47,39,2021-11-27T00:46:43Z,2210000,,,0,,SUB in: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M47.00S,2021-11-27T00:47:05.1Z,2,REGULAR,foul,personal,[],1626162,,,1610612750,47,39,2021-11-27T00:47:13Z,2220000,,,0,,K. Oubre Jr. personal FOUL (2 PF),"[1626162, 1629162]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,1198.0,,,,,,2.0,0.0,McLaughlin,1629162.0
230,PT06M45.00S,2021-11-27T00:47:26.8Z,2,REGULAR,turnover,double dribble,[],1630162,,,1610612750,47,39,2021-11-27T00:47:36Z,2240000,,,0,,A. Edwards double dribble TURNOVER (2 TO),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,1198.0,2.0,,,,,,,,
231,PT06M25.00S,2021-11-27T00:48:02.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626179,80.76544021024968,27.696078431372552,1610612766,47,39,2021-11-27T00:48:08Z,2250000,-112.0,128.0,1,right,MISS T. Rozier 17' step back Shot,[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,17.0,Missed,,,,,,,,,,,,,,,,,,
232,PT06M22.00S,2021-11-27T00:48:05.3Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,47,39,2021-11-27T00:48:08Z,2260000,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,231.0,2.0,2.0,0.0,,,,,,,,,,,,,,
233,PT06M15.00S,2021-11-27T00:48:12.0Z,2,REGULAR,3pt,Jump Shot,[],1630183,9.937582128777924,3.6764705882352944,1610612750,47,39,2021-11-27T00:48:15Z,2270000,232.0,41.0,1,left,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,23.52,Missed,,,,,,,,,,,,,,,,,,
234,PT06M13.00S,2021-11-27T00:48:14.0Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612766,47,39,2021-11-27T00:48:15Z,2280000,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,233.0,2.0,2.0,0.0,,,,,,,,,,,,,,
235,PT06M07.00S,2021-11-27T00:48:23.4Z,2,REGULAR,foul,personal,[],1630183,,,1610612766,47,39,2021-11-27T00:48:30Z,2290000,,,0,,J. McDaniels personal FOUL (2 PF),"[1630183, 1626179]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,1198.0,,,,,,2.0,0.0,Rozier,1626179.0
237,PT06M07.00S,2021-11-27T00:48:29.0Z,2,REGULAR,substitution,out,[],1626179,,,1610612766,47,39,2021-11-27T00:48:38Z,2310000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M07.00S,2021-11-27T00:48:29.0Z,2,REGULAR,substitution,out,[],202330,,,1610612766,47,39,2021-11-27T00:48:38Z,2320000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M07.00S,2021-11-27T00:48:29.0Z,2,REGULAR,substitution,out,[],1630183,,,1610612766,47,39,2021-11-27T00:48:38Z,2330000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M07.00S,2021-11-27T00:48:29.0Z,2,REGULAR,substitution,in,[],1629667,,,1610612766,47,39,2021-11-27T00:48:38Z,2340000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M07.00S,2021-11-27T00:48:29.0Z,2,REGULAR,substitution,in,[],1630163,,,1610612766,47,39,2021-11-27T00:48:38Z,2350000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M07.00S,2021-11-27T00:48:29.0Z,2,REGULAR,substitution,in,[],1627736,,,1610612766,47,39,2021-11-27T00:48:38Z,2360000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M57.00S,2021-11-27T00:48:56.1Z,2,REGULAR,3pt,Jump Shot,[],1629667,68.41327201051249,64.95098039215686,1610612766,50,39,2021-11-27T00:49:01Z,2370000,75.0,244.0,1,right,J. McDaniels 25' 3PT  (9 PTS) (P. Washington 1 AST),"[1629667, 1629023]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,25.56,Made,,,,,9.0,P. Washington,1629023.0,1.0,,,,,,,,,,
245,PT05M46.00S,2021-11-27T00:49:07.4Z,2,REGULAR,3pt,Jump Shot,[],1627736,7.440867279894875,3.431372549019608,1610612750,50,42,2021-11-27T00:49:11Z,2390000,233.0,17.0,1,left,M. Beasley 3PT  (12 PTS) (J. McLaughlin 2 AST),"[1627736, 1629162]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,23.34,Made,,,,,12.0,J. McLaughlin,1629162.0,2.0,,,,,,,,,,
247,PT05M36.00S,2021-11-27T00:49:16.7Z,2,REGULAR,3pt,Jump Shot,[],1626162,87.72996057818659,3.9215686274509802,1610612766,53,42,2021-11-27T00:49:20Z,2410000,-230.0,63.0,1,right,K. Oubre Jr. 3PT  (15 PTS) (L. Ball 7 AST),"[1626162, 1630163]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,23.88,Made,,,,,15.0,L. Ball,1630163.0,7.0,,,,,,,,,,
249,PT05M20.00S,2021-11-27T00:49:37.3Z,2,REGULAR,foul,personal,[],1629023,,,1610612750,53,42,2021-11-27T00:49:46Z,2430000,,,0,,P. Washington personal FOUL (1 PF),"[1629023, 1626157]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,1198.0,,,,,,1.0,0.0,Towns,1626157.0
251,PT05M17.00S,2021-11-27T00:49:59.1Z,2,REGULAR,3pt,Jump Shot,[],1629162,23.73521681997372,87.00980392156863,1610612750,53,42,2021-11-27T00:50:03Z,2450000,-185.0,171.0,1,left,MISS J. McLaughlin 25' 3PT,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,25.17,Missed,,,,,,,,,,,,,,,,,,
252,PT05M14.00S,2021-11-27T00:50:02.1Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,53,42,2021-11-27T00:50:03Z,2460000,,,0,,J. McDaniels REBOUND (Off:2 Def:4),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,251.0,6.0,4.0,2.0,,,,,,,,,,,,,,
253,PT05M01.00S,2021-11-27T00:50:18.3Z,2,REGULAR,violation,kicked ball,[],1626157,,,1610612766,53,42,2021-11-27T00:50:25Z,2470000,,,0,,K. Towns kicked ball VIOLATION,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,1162.0,,,,,,,,,
254,PT04M54.00S,2021-11-27T00:50:34.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,92.46057818659659,50.98039215686274,1610612766,55,42,2021-11-27T00:56:11Z,2480000,5.0,18.0,1,right,L. Ball driving reverse Layup (2 PTS),[1630163],1610612766.0,CHA,driving reverse,,,Ball,L. Ball,,,,,1.9,Made,,,,,2.0,,,,,,,,,,,,,
255,PT04M42.00S,2021-11-27T00:50:46.7Z,2,REGULAR,3pt,Jump Shot,[],1630162,32.670827858081466,51.470588235294116,1610612750,55,42,2021-11-27T00:56:37Z,2490000,-7.0,255.0,1,left,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,
256,PT04M39.00S,2021-11-27T00:50:49.7Z,2,REGULAR,rebound,defensive,[],1628998,,,1610612766,55,42,2021-11-27T00:50:51Z,2500000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,255.0,1.0,1.0,0.0,,,,,,,,,,,,,,
257,PT04M28.00S,2021-11-27T00:51:01.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,91.40932982917214,54.166666666666664,1610612766,57,42,2021-11-27T00:51:06Z,2510000,21.0,28.0,1,right,L. Ball driving Layup (4 PTS),[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,3.51,Made,,,,,4.0,,,,,,,,,,,,,
258,PT04M07.00S,2021-11-27T00:51:21.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629006,8.492115637319317,53.67647058823529,1610612750,57,44,2021-11-27T00:51:25Z,2520000,-18.0,27.0,1,left,J. Okogie reverse Layup (2 PTS) (J. McLaughlin 3 AST),"[1629006, 1629162]",1610612750.0,MIN,reverse,,,Okogie,J. Okogie,,,,,3.29,Made,,,,,2.0,J. McLaughlin,1629162.0,3.0,,,,,,,,,,
260,PT03M56.00S,2021-11-27T00:51:39.2Z,2,REGULAR,foul,offensive,[],1630163,,,1610612766,57,44,2021-11-27T00:51:48Z,2540000,,,0,,L. Ball offensive FOUL (1 PF),"[1630163, 1627736]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,1198.0,,,,,,1.0,0.0,Beasley,1627736.0
262,PT03M56.00S,2021-11-27T00:51:39.2Z,2,REGULAR,turnover,offensive foul,[],1630163,,,1610612766,57,44,2021-11-27T00:51:39Z,2560000,,,0,,L. Ball offensive foul TURNOVER (2 TO),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,1198.0,2.0,,,,,,,,
263,PT03M56.00S,2021-11-27T00:51:48.7Z,2,REGULAR,substitution,out,[],1628998,,,1610612750,57,44,2021-11-27T00:52:07Z,2570000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
264,PT03M56.00S,2021-11-27T00:51:48.7Z,2,REGULAR,substitution,out,[],1629162,,,1610612750,57,44,2021-11-27T00:52:07Z,2580000,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,
265,PT03M56.00S,2021-11-27T00:51:48.7Z,2,REGULAR,substitution,in,[],1628970,,,1610612750,57,44,2021-11-27T00:52:07Z,2590000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
266,PT03M56.00S,2021-11-27T00:51:48.7Z,2,REGULAR,substitution,in,[],1626156,,,1610612750,57,44,2021-11-27T00:52:07Z,2600000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
267,PT03M41.00S,2021-11-27T00:52:27.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627736,7.440867279894875,49.50980392156863,1610612750,57,46,2021-11-27T00:58:07Z,2610000,2.0,17.0,1,left,M. Beasley driving Layup (14 PTS) (K. Towns 3 AST),"[1627736, 1626157]",1610612750.0,MIN,driving,,,Beasley,M. Beasley,,,,,1.76,Made,,,,,14.0,K. Towns,1626157.0,3.0,,,,,,,,,,
268,PT03M37.00S,2021-11-27T00:52:32.5Z,2,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,57,46,2021-11-27T00:52:39Z,2620000,,,0,,L. Ball bad pass out-of-bounds TURNOVER (3 TO),[1630163],1610612766.0,CHA,bad pass,,,Ball,L. Ball,,,,,,,,,,,,,,,1628480.0,3.0,,,,,,,,
300,PT03M37.00S,2021-11-27T00:52:45.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,57,46,2021-11-27T00:58:44Z,2625000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M23.00S,2021-11-27T00:52:57.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,9.806176084099869,96.07843137254902,1610612750,57,46,2021-11-27T00:53:03Z,2630000,-230.0,40.0,1,left,MISS M. Beasley 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,23.38,Missed,,,,,,,,,,,,,,,,,,
270,PT03M21.00S,2021-11-27T00:52:59.8Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612750,57,46,2021-11-27T00:53:03Z,2640000,,,0,,K. Towns REBOUND (Off:2 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,269.0,3.0,1.0,2.0,,,,,,,,,,,,,,
