actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
93,PT04M19.00S,2022-01-24T00:25:33.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628970,91.93495400788436,47.549019607843135,1610612766,14,14,2022-01-24T00:28:03Z,920000,-12.0,23.0,1,right,M. Bridges running alley-oop DUNK (6 PTS) (T. Rozier 2 AST),"[1628970, 1626179]",1610612766.0,CHA,running alley-oop,,,Bridges,M. Bridges,,,,,2.63,Made,6.0,T. Rozier,1626179.0,2.0,,,,,,,,,,,,,,,
95,PT04M12.00S,2022-01-24T00:25:44.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,14,14,2022-01-24T00:25:44Z,940000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M12.00S,2022-01-24T00:27:32.7Z,1,REGULAR,substitution,out,[],1626179,,,1610612737,14,14,2022-01-24T00:28:24Z,950000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M12.00S,2022-01-24T00:27:32.7Z,1,REGULAR,substitution,out,[],1628989,,,1610612737,14,14,2022-01-24T00:28:24Z,960000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M12.00S,2022-01-24T00:27:32.7Z,1,REGULAR,substitution,in,[],1626162,,,1610612737,14,14,2022-01-24T00:28:24Z,970000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M12.00S,2022-01-24T00:27:32.7Z,1,REGULAR,substitution,in,[],1626153,,,1610612737,14,14,2022-01-24T00:28:24Z,980000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M57.00S,2022-01-24T00:28:52.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,6.652431011826544,52.69607843137255,1610612737,14,16,2022-01-24T00:28:58Z,990000,-13.0,10.0,1,left,J. Collins reverse Layup (4 PTS),[1628381],1610612737.0,ATL,reverse,,,Collins,J. Collins,,,,,1.68,Made,4.0,,,,,,,,,,,,,,,,,,
101,PT03M45.00S,2022-01-24T00:29:05.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,89.96386333771353,53.18627450980392,1610612766,16,16,2022-01-24T00:29:09Z,1000000,16.0,42.0,1,right,L. Ball driving Layup (4 PTS),[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,4.47,Made,4.0,,,,,,,,,,,,,,,,,,
102,PT03M19.00S,2022-01-24T00:29:31.3Z,1,REGULAR,3pt,Jump Shot,[],1629027,28.86005256241787,20.588235294117645,1610612737,16,19,2022-01-24T00:29:35Z,1010000,147.0,219.0,1,left,T. Young 26' 3PT  (6 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,26.37,Made,6.0,,,,,,,,,,,,,,,,,,
103,PT02M58.00S,2022-01-24T00:29:51.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,93.64323258869908,50.0,1610612766,16,19,2022-01-24T00:31:36Z,1020000,0.0,7.0,1,right,MISS M. Bridges driving Layup - blocked,"[1628970, 1629631]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,0.73,Missed,,,,,,,,,,,,,,,Hunter,1629631.0,,,
132,PT02M58.00S,2022-01-24T00:29:51.4Z,1,REGULAR,block,,[],1629631,,,1610612766,16,19,2022-01-24T00:33:17Z,1022500,,,0,,D. Hunter BLOCK (1 BLK),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M58.00S,2022-01-24T00:29:51.4Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,16,19,2022-01-24T00:33:17Z,1025000,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,,,
104,PT02M45.00S,2022-01-24T00:30:09.8Z,1,REGULAR,foul,personal,[],1628998,,,1610612737,16,19,2022-01-24T00:35:33Z,1030000,,,0,,C. Martin personal FOUL (1 PF),"[1628998, 1629027]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,1627962.0,,1.0,0.0,Young,1629027.0,,,,,
107,PT02M45.00S,2022-01-24T00:30:20.4Z,1,REGULAR,substitution,out,[],1628381,,,1610612737,16,19,2022-01-24T00:30:24Z,1050000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M45.00S,2022-01-24T00:30:20.4Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,16,19,2022-01-24T00:30:24Z,1060000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M39.00S,2022-01-24T00:30:30.4Z,1,REGULAR,3pt,Jump Shot,[],1629027,24.655059132720105,13.23529411764706,1610612737,16,22,2022-01-24T00:30:35Z,1070000,184.0,179.0,1,left,T. Young 25' 3PT  (9 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,25.68,Made,9.0,,,,,,,,,,,,,,,,,,
110,PT02M28.00S,2022-01-24T00:30:42.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,89.83245729303549,50.49019607843137,1610612766,18,22,2022-01-24T00:30:47Z,1080000,2.0,43.0,1,right,M. Bridges Layup (8 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,4.32,Made,8.0,,,,,,,,,,,,,,,,,,
111,PT02M19.00S,2022-01-24T00:30:51.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,9.674770039421814,48.77450980392157,1610612737,18,24,2022-01-24T00:35:02Z,1090000,6.0,38.0,1,left,D. Hunter driving floating Jump Shot (4 PTS) (T. Young 2 AST),"[1629631, 1629027]",1610612737.0,ATL,driving floating,,,Hunter,D. Hunter,,,,,3.89,Made,4.0,T. Young,1629027.0,2.0,,,,,,,,,,,,,,,
112,PT02M03.00S,2022-01-24T00:31:06.7Z,1,REGULAR,3pt,Jump Shot,[],1630163,73.01248357424441,81.12745098039215,1610612766,18,24,2022-01-24T00:31:10Z,1100000,156.0,201.0,1,right,MISS L. Ball 25' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,25.43,Missed,,,,,,,,,,,,,,,,,,,
113,PT02M01.00S,2022-01-24T00:31:08.7Z,1,REGULAR,rebound,defensive,[],201568,,,1610612737,18,24,2022-01-24T00:31:10Z,1110000,,,0,,D. Gallinari REBOUND (Off:0 Def:2),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,112.0,2.0,2.0,0.0,,,,,,,,,,,
114,PT01M47.00S,2022-01-24T00:31:23.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,8.229303547963205,47.05882352941176,1610612737,18,26,2022-01-24T00:31:27Z,1120000,15.0,25.0,1,left,T. Young floating Jump Shot (11 PTS),[1629027],1610612737.0,ATL,floating,,,Young,T. Young,,,,,2.89,Made,11.0,,,,,,,,,,,,,,,,,,
115,PT01M42.00S,2022-01-24T00:31:28.6Z,1,REGULAR,turnover,bad pass,[],1630163,,,1610612766,18,26,2022-01-24T00:31:33Z,1130000,,,0,,L. Ball bad pass TURNOVER (3 TO),"[1630163, 1626153]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,3.0,,,,,,,Wright,1626153.0,
116,PT01M42.00S,2022-01-24T00:31:28.6Z,1,REGULAR,steal,,[],1626153,,,1610612737,18,26,2022-01-24T00:31:30Z,1140000,,,0,,D. Wright STEAL (1 STL),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M36.00S,2022-01-24T00:31:33.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201568,7.046649145860711,50.0,1610612737,18,28,2022-01-24T00:31:43Z,1150000,0.0,14.0,1,left,D. Gallinari cutting DUNK (2 PTS) (D. Wright 1 AST),"[201568, 1626153]",1610612737.0,ATL,cutting,,,Gallinari,D. Gallinari,,,,,1.37,Made,2.0,D. Wright,1626153.0,1.0,,,,,,,,,,,,,,,
119,PT01M14.00S,2022-01-24T00:31:55.4Z,1,REGULAR,3pt,Jump Shot,[],1628970,65.91655716162943,50.245098039215684,1610612766,18,28,2022-01-24T00:37:02Z,1170000,1.0,268.0,1,right,MISS M. Bridges 26' step back 3PT,[1628970],1610612766.0,CHA,step back,,,Bridges,M. Bridges,,,,,26.79,Missed,,,,,,,,,,,,,,,,,,,
120,PT01M12.00S,2022-01-24T00:31:57.4Z,1,REGULAR,rebound,defensive,[],201568,,,1610612737,18,28,2022-01-24T00:31:59Z,1180000,,,0,,D. Gallinari REBOUND (Off:0 Def:3),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,119.0,3.0,3.0,0.0,,,,,,,,,,,
121,PT01M05.00S,2022-01-24T00:32:05.7Z,1,REGULAR,3pt,Jump Shot,[],1629027,25.969119579500656,14.705882352941178,1610612737,18,28,2022-01-24T00:32:13Z,1190000,176.0,192.0,1,left,MISS T. Young 26' 3PT - blocked,"[1629027, 1628998]",1610612737.0,ATL,,,,Young,T. Young,,,,,26.05,Missed,,,,,,,,,,,,,,,Martin,1628998.0,,,
122,PT01M05.00S,2022-01-24T00:32:05.7Z,1,REGULAR,block,,[],1628998,,,1610612737,18,28,2022-01-24T00:32:07Z,1200000,,,0,,C. Martin BLOCK (1 BLK),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M02.00S,2022-01-24T00:32:08.7Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,18,28,2022-01-24T00:32:13Z,1210000,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,121.0,1.0,1.0,0.0,,,,,,,,,,,
124,PT00M59.20S,2022-01-24T00:32:11.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,92.06636005256242,55.88235294117647,1610612766,20,28,2022-01-24T00:32:18Z,1220000,29.0,22.0,1,right,K. Oubre Jr. cutting Layup (2 PTS) (C. Martin 2 AST),"[1626162, 1628998]",1610612766.0,CHA,cutting,,,Oubre Jr.,K. Oubre Jr.,,,,,3.68,Made,2.0,C. Martin,1628998.0,2.0,,,,,,,,,,,,,,,
126,PT00M43.80S,2022-01-24T00:32:41.4Z,1,REGULAR,foul,personal,[],1628998,,,1610612737,20,28,2022-01-24T00:32:50Z,1240000,,,0,,C. Martin personal FOUL (2 PF),"[1628998, 201568]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,204058.0,,2.0,0.0,Gallinari,201568.0,,,,,
128,PT00M43.80S,2022-01-24T00:32:50.8Z,1,REGULAR,substitution,out,[],1628998,,,1610612737,20,28,2022-01-24T00:33:00Z,1260000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT00M43.80S,2022-01-24T00:32:50.8Z,1,REGULAR,substitution,out,[],1629631,,,1610612737,20,28,2022-01-24T00:33:00Z,1270000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT00M43.80S,2022-01-24T00:32:50.8Z,1,REGULAR,substitution,in,[],1626179,,,1610612737,20,28,2022-01-24T00:33:00Z,1280000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT00M43.80S,2022-01-24T00:32:50.8Z,1,REGULAR,substitution,in,[],1628995,,,1610612737,20,28,2022-01-24T00:33:00Z,1290000,,,0,,SUB in: K. Knox II,[1628995],1610612737.0,ATL,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT00M34.70S,2022-01-24T00:33:17.1Z,1,REGULAR,3pt,Jump Shot,[],1629027,30.17411300919842,26.715686274509803,1610612737,20,28,2022-01-24T00:33:22Z,1300000,116.0,231.0,1,left,MISS T. Young 25' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,25.88,Missed,,,,,,,,,,,,,,,,,,,
134,PT00M32.10S,2022-01-24T00:33:19.7Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,20,28,2022-01-24T00:33:22Z,1310000,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,,,
135,PT00M24.40S,2022-01-24T00:33:28.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629027,,,1610612766,20,28,2022-01-24T00:33:38Z,1320000,,,0,,T. Young shooting personal FOUL (1 PF) (Ball 2 FT),"[1629027, 1630163]",1610612737.0,ATL,shooting,,,Young,T. Young,,,,,,,,,,,,,,,204058.0,,1.0,0.0,Ball,1630163.0,,,,,
137,PT00M24.40S,2022-01-24T00:33:54.8Z,1,REGULAR,freethrow,1 of 2,[],1630163,,,1610612766,21,28,2022-01-24T00:33:54Z,1340000,,,0,,L. Ball Free Throw 1 of 2 (5 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
138,PT00M24.40S,2022-01-24T00:34:01.5Z,1,REGULAR,substitution,out,[],1629027,,,1610612766,21,28,2022-01-24T00:34:04Z,1350000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT00M24.40S,2022-01-24T00:34:01.5Z,1,REGULAR,substitution,in,[],101150,,,1610612766,21,28,2022-01-24T00:34:04Z,1360000,,,0,,SUB in: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M24.40S,2022-01-24T00:34:13.8Z,1,REGULAR,freethrow,2 of 2,[],1630163,,,1610612766,22,28,2022-01-24T00:34:13Z,1370000,,,0,,L. Ball Free Throw 2 of 2 (6 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
141,PT00M03.20S,2022-01-24T00:34:38.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],101150,5.469776609724048,64.2156862745098,1610612737,22,30,2022-01-24T00:34:42Z,1380000,-71.0,-1.0,1,left,L. Williams 7' Layup (2 PTS) (D. Wright 2 AST),"[101150, 1626153]",1610612737.0,ATL,,,,Williams,L. Williams,,,,,7.11,Made,2.0,D. Wright,1626153.0,2.0,,,,,,,,,,,,,,,
143,PT00M00.00S,2022-01-24T00:34:47.1Z,1,REGULAR,3pt,Jump Shot,[],1630163,51.98751642575559,40.19607843137255,1610612766,22,30,2022-01-24T00:34:52Z,1400000,-49.0,399.0,1,right,MISS L. Ball 40' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,40.18,Missed,,,,,,,,,,,,,,,,,,,
144,PT00M00.00S,2022-01-24T00:34:47.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,22,30,2022-01-24T00:34:52Z,1410000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,143.0,,,,,,,,,,,,,,
145,PT00M00.00S,2022-01-24T00:34:53.7Z,1,REGULAR,period,end,[],0,,,1610612766,22,30,2022-01-24T00:34:53Z,1420000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-01-24T00:36:08.0Z,2,REGULAR,substitution,out,['startperiod'],1628970,,,1610612766,22,30,2022-01-24T00:37:28Z,1430000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-01-24T00:36:08.0Z,2,REGULAR,substitution,out,['startperiod'],1630163,,,1610612766,22,30,2022-01-24T00:37:28Z,1440000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-01-24T00:36:08.0Z,2,REGULAR,substitution,in,['startperiod'],202397,,,1610612766,22,30,2022-01-24T00:37:28Z,1450000,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-01-24T00:36:08.0Z,2,REGULAR,substitution,in,['startperiod'],203486,,,1610612766,22,30,2022-01-24T00:37:28Z,1460000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-01-24T00:37:31.0Z,2,REGULAR,period,start,[],0,,,1610612737,22,30,2022-01-24T00:37:31Z,1470000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M44.00S,2022-01-24T00:37:46.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201568,15.193823915900131,57.84313725490197,1610612737,22,30,2022-01-24T00:37:51Z,1480000,-39.0,90.0,1,left,MISS D. Gallinari 9' step back Shot,[201568],1610612737.0,ATL,step back,,,Gallinari,D. Gallinari,,,,,9.84,Missed,,,,,,,,,,,,,,,,,,,
153,PT11M42.00S,2022-01-24T00:37:48.7Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,22,30,2022-01-24T00:37:48Z,1490000,,,0,,O. Okongwu REBOUND (Off:1 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,152.0,1.0,0.0,1.0,,,,,,,,,,,
154,PT11M41.00S,2022-01-24T00:37:49.4Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630168,6.783837056504599,51.225490196078425,1610612737,22,30,2022-01-24T00:37:54Z,1500000,-6.0,11.0,1,left,MISS O. Okongwu Hook,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,1.28,Missed,,,,,,,,,,,,,,,,,,,
155,PT11M40.00S,2022-01-24T00:37:50.4Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,22,30,2022-01-24T00:37:54Z,1510000,,,0,,M. Plumlee REBOUND (Off:1 Def:6),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,154.0,7.0,6.0,1.0,,,,,,,,,,,
156,PT11M23.00S,2022-01-24T00:38:07.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,89.30683311432325,51.470588235294116,1610612766,22,30,2022-01-24T00:38:10Z,1520000,7.0,48.0,1,right,MISS T. Rozier Layup,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,4.86,Missed,,,,,,,,,,,,,,,,,,,
157,PT11M21.00S,2022-01-24T00:38:09.2Z,2,REGULAR,rebound,defensive,[],1626153,,,1610612737,22,30,2022-01-24T00:38:10Z,1530000,,,0,,D. Wright REBOUND (Off:0 Def:1),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,156.0,1.0,1.0,0.0,,,,,,,,,,,
158,PT11M18.00S,2022-01-24T00:38:13.2Z,2,REGULAR,foul,personal,['2freethrow'],202397,,,1610612737,22,30,2022-01-24T00:38:25Z,1540000,,,0,,I. Smith shooting personal FOUL (1 PF) (Wright 2 FT),"[202397, 1626153]",1610612766.0,CHA,shooting,,,Smith,I. Smith,,,,,,,,,,,,,,,1627962.0,,1.0,0.0,Wright,1626153.0,,,,,
160,PT11M18.00S,2022-01-24T00:38:35.3Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1626153,,,1610612737,22,30,2022-01-24T00:38:35Z,1560000,,,0,,MISS D. Wright Free Throw 1 of 2,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,Missed,,,,,,,,,,,,,,,,,,,
161,PT11M18.00S,2022-01-24T00:38:35.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,22,30,2022-01-24T00:38:35Z,1570000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,160.0,,,,,,,,,,,,,,
162,PT11M18.00S,2022-01-24T00:38:49.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1626153,,,1610612737,22,31,2022-01-24T00:38:49Z,1580000,,,0,,D. Wright Free Throw 2 of 2 (1 PTS),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
163,PT10M58.00S,2022-01-24T00:39:11.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,93.11760840998686,54.166666666666664,1610612766,24,31,2022-01-24T00:39:20Z,1590000,21.0,12.0,1,right,P. Washington Layup (2 PTS) (M. Plumlee 2 AST),"[1629023, 203486]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,2.41,Made,2.0,M. Plumlee,203486.0,2.0,,,,,,,,,,,,,,,
165,PT10M40.00S,2022-01-24T00:39:27.9Z,2,REGULAR,3pt,Jump Shot,[],1626153,27.283180026281208,81.12745098039215,1610612737,24,31,2022-01-24T00:39:55Z,1610000,-156.0,204.0,1,left,MISS D. Wright 25' 3PT,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,,
166,PT10M38.00S,2022-01-24T00:39:30.4Z,2,REGULAR,rebound,defensive,[],202397,,,1610612766,24,31,2022-01-24T00:39:30Z,1620000,,,0,,I. Smith REBOUND (Off:0 Def:1),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,165.0,1.0,1.0,0.0,,,,,,,,,,,
167,PT10M28.00S,2022-01-24T00:39:40.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,91.80354796320631,52.94117647058824,1610612766,26,31,2022-01-24T00:39:58Z,1630000,15.0,25.0,1,right,K. Oubre Jr. Layup (4 PTS) (I. Smith 1 AST),"[1626162, 202397]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,2.86,Made,4.0,I. Smith,202397.0,1.0,,,,,,,,,,,,,,,
169,PT10M14.00S,2022-01-24T00:39:54.3Z,2,REGULAR,3pt,Jump Shot,[],201568,23.866622864651774,12.254901960784313,1610612737,26,31,2022-01-24T00:40:01Z,1650000,189.0,172.0,1,left,MISS D. Gallinari 25' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,25.52,Missed,,,,,,,,,,,,,,,,,,,
170,PT10M14.00S,2022-01-24T00:39:54.3Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612766,26,31,2022-01-24T00:40:01Z,1660000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,169.0,1.0,1.0,0.0,,,,,,,,,,,
171,PT10M04.00S,2022-01-24T00:40:04.3Z,2,REGULAR,3pt,Jump Shot,[],1626162,70.12155059132719,23.52941176470588,1610612766,26,31,2022-01-24T00:40:08Z,1670000,-132.0,228.0,1,right,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,26.4,Missed,,,,,,,,,,,,,,,,,,,
172,PT10M02.00S,2022-01-24T00:40:06.3Z,2,REGULAR,rebound,defensive,[],101150,,,1610612737,26,31,2022-01-24T00:40:08Z,1680000,,,0,,L. Williams REBOUND (Off:0 Def:1),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,171.0,1.0,1.0,0.0,,,,,,,,,,,
173,PT09M58.00S,2022-01-24T00:40:16.1Z,2,REGULAR,foul,personal,[],203486,,,1610612737,26,31,2022-01-24T00:46:33Z,1690000,,,0,,M. Plumlee personal FOUL (2 PF),"[203486, 201568]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,1627962.0,,2.0,0.0,Gallinari,201568.0,,,,,
175,PT09M50.00S,2022-01-24T00:40:42.6Z,2,REGULAR,2pt,Jump Shot,[],101150,9.280551905387648,69.6078431372549,1610612737,26,31,2022-01-24T00:41:58Z,1710000,-98.0,35.0,1,left,MISS L. Williams 10' fadeaway Shot,[101150],1610612737.0,ATL,fadeaway,,,Williams,L. Williams,,,,,10.4,Missed,,,,,,,,,,,,,,,,,,,
176,PT09M47.00S,2022-01-24T00:40:45.6Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612766,26,31,2022-01-24T00:40:48Z,1720000,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,175.0,1.0,1.0,0.0,,,,,,,,,,,
177,PT09M44.00S,2022-01-24T00:40:48.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626179,91.01511169513797,52.69607843137255,1610612766,26,31,2022-01-24T00:42:53Z,1730000,13.0,32.0,1,right,MISS T. Rozier running Layup - blocked,"[1626179, 201568]",1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,3.47,Missed,,,,,,,,,,,,,,,Gallinari,201568.0,,,
178,PT09M44.00S,2022-01-24T00:40:48.7Z,2,REGULAR,block,,[],201568,,,1610612766,26,31,2022-01-24T00:40:50Z,1740000,,,0,,D. Gallinari BLOCK (1 BLK),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT09M41.00S,2022-01-24T00:40:51.7Z,2,REGULAR,rebound,offensive,[],202397,,,1610612766,26,31,2022-01-24T00:40:53Z,1750000,,,0,,I. Smith REBOUND (Off:1 Def:1),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,177.0,2.0,1.0,1.0,,,,,,,,,,,
180,PT09M39.00S,2022-01-24T00:40:52.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202397,87.86136662286465,52.20588235294118,1610612766,26,31,2022-01-24T00:41:02Z,1760000,11.0,62.0,1,right,MISS I. Smith 6' Jump Shot,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,6.26,Missed,,,,,,,,,,,,,,,,,,,
