actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
379,PT08M23.00S,2021-11-01T00:24:56.3Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,67,70,2021-11-01T00:25:14Z,3690000,,,0,,J. Nurkic REBOUND (Off:4 Def:8),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,378.0,,,,,,,,,,,12.0,8.0,4.0,,,,
380,PT08M15.00S,2021-11-01T00:25:20.6Z,3,REGULAR,3pt,Jump Shot,[],203496,70.12155059132719,17.401960784313726,1610612757,67,70,2021-11-01T00:25:25Z,3700000,-163.0,228.0,1,right,MISS R. Covington 28' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,28.06,Missed,,,,,,,,,,,,,,,,,,
381,PT08M12.00S,2021-11-01T00:25:23.6Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,67,70,2021-11-01T00:25:25Z,3710000,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,380.0,,,,,,,,,,,4.0,4.0,0.0,,,,
382,PT08M03.00S,2021-11-01T00:25:32.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,14.799605781865965,48.77450980392157,1610612766,69,70,2021-11-01T00:33:50Z,3720000,6.0,87.0,1,left,L. Ball 8' driving floating Jump Shot (18 PTS) (M. Bridges 7 AST),"[1630163, 1628970]",1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,8.68,Made,,18.0,M. Bridges,1628970.0,7.0,,,,,,,,,,,,,
384,PT07M54.00S,2021-11-01T00:25:44.0Z,3,REGULAR,foul,personal,['2freethrow'],1626179,,,1610612757,69,70,2021-11-01T00:25:53Z,3740000,,,0,,T. Rozier shooting personal FOUL (1 PF) (Nurkic 2 FT),"[1626179, 203994]",1610612766.0,CHA,shooting,,,Rozier,T. Rozier,,,,,,,,,,,,203592.0,1.0,0.0,Nurkic,203994.0,,,,,,,,
386,PT07M54.00S,2021-11-01T00:26:11.6Z,3,REGULAR,freethrow,1 of 2,[],203994,,,1610612757,69,71,2021-11-01T00:26:11Z,3760000,,,0,,J. Nurkic Free Throw 1 of 2 (8 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,,8.0,,,,,,,,,,,,,,,,
387,PT07M54.00S,2021-11-01T00:26:25.4Z,3,REGULAR,freethrow,2 of 2,[],203994,,,1610612757,69,72,2021-11-01T00:26:25Z,3770000,,,0,,J. Nurkic Free Throw 2 of 2 (9 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,,9.0,,,,,,,,,,,,,,,,
388,PT07M36.00S,2021-11-01T00:26:45.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,17.0335085413929,52.20588235294118,1610612766,69,72,2021-11-01T00:26:52Z,3780000,-11.0,108.0,1,left,MISS M. Bridges 10' fadeaway Shot,[1628970],1610612766.0,CHA,fadeaway,,,Bridges,M. Bridges,,,,,10.82,Missed,,,,,,,,,,,,,,,,,,
389,PT07M31.00S,2021-11-01T00:26:50.9Z,3,REGULAR,rebound,defensive,[],203081,,,1610612757,69,72,2021-11-01T00:26:52Z,3790000,,,0,,D. Lillard REBOUND (Off:0 Def:4),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,388.0,,,,,,,,,,,4.0,4.0,0.0,,,,
390,PT07M28.00S,2021-11-01T00:26:52.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,80.76544021024968,5.88235294117647,1610612757,69,72,2021-11-01T00:27:01Z,3800000,-221.0,128.0,1,right,MISS N. Powell 25' 3PT,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,25.52,Missed,,,,,,,,,,,,,,,,,,
391,PT07M24.00S,2021-11-01T00:26:56.6Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612766,69,72,2021-11-01T00:27:01Z,3810000,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,390.0,,,,,,,,,,,2.0,2.0,0.0,,,,
392,PT07M20.00S,2021-11-01T00:27:00.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626179,26.757555847568987,83.33333333333334,1610612766,72,72,2021-11-01T00:27:05Z,3820000,-167.0,199.0,1,left,T. Rozier 25' 3PT  (14 PTS) (L. Ball 3 AST),"[1626179, 1630163]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,25.96,Made,,14.0,L. Ball,1630163.0,3.0,,,,,,,,,,,,,
394,PT07M19.00S,2021-11-01T00:27:07.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,72,72,2021-11-01T00:27:07Z,3840000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT07M19.00S,2021-11-01T00:28:27.5Z,3,REGULAR,substitution,out,[],203496,,,1610612757,72,72,2021-11-01T00:29:47Z,3850000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
396,PT07M19.00S,2021-11-01T00:28:27.5Z,3,REGULAR,substitution,out,[],203994,,,1610612757,72,72,2021-11-01T00:29:47Z,3860000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
397,PT07M19.00S,2021-11-01T00:28:27.5Z,3,REGULAR,substitution,in,[],203469,,,1610612757,72,72,2021-11-01T00:29:47Z,3870000,,,0,,SUB in: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,
398,PT07M19.00S,2021-11-01T00:28:27.5Z,3,REGULAR,substitution,in,[],1626204,,,1610612757,72,72,2021-11-01T00:29:47Z,3880000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,
399,PT07M04.00S,2021-11-01T00:30:16.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,72,72,2021-11-01T00:30:16Z,3890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT06M53.00S,2021-11-01T00:30:42.6Z,3,REGULAR,3pt,Jump Shot,[],203469,92.72339027595268,3.6764705882352944,1610612757,72,72,2021-11-01T00:30:46Z,3900000,-232.0,16.0,1,right,MISS C. Zeller 3PT,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,23.21,Missed,,,,,,,,,,,,,,,,,,
401,PT06M51.00S,2021-11-01T00:30:45.4Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,72,72,2021-11-01T00:30:45Z,3910000,,,0,,M. Bridges REBOUND (Off:0 Def:5),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,400.0,,,,,,,,,,,5.0,5.0,0.0,,,,
402,PT06M37.00S,2021-11-01T00:30:59.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203486,7.5722733245729295,49.50980392156863,1610612766,74,72,2021-11-01T00:31:12Z,3920000,2.0,19.0,1,left,M. Plumlee Layup (4 PTS) (L. Ball 4 AST),"[203486, 1630163]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,1.89,Made,,4.0,L. Ball,1630163.0,4.0,,,,,,,,,,,,,
405,PT06M23.00S,2021-11-01T00:31:20.1Z,3,REGULAR,3pt,Jump Shot,[],203468,94.43166885676742,96.32352941176471,1610612757,74,72,2021-11-01T00:31:32Z,3950000,232.0,0.0,1,right,MISS C. McCollum 3PT,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,
406,PT06M23.00S,2021-11-01T00:31:26.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612757,74,72,2021-11-01T00:31:26Z,3960000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,405.0,,,,,,,,,,,,,,,,,
407,PT06M23.00S,2021-11-01T00:31:27.7Z,3,REGULAR,foul,personal,[],1628970,,,1610612757,74,72,2021-11-01T00:31:37Z,3970000,,,0,,M. Bridges loose ball personal FOUL (4 PF),"[1628970, 203469]",1610612766.0,CHA,loose ball,,,Bridges,M. Bridges,,,,,,,,,,,,1148.0,4.0,0.0,Zeller,203469.0,,,,,,,,
409,PT06M23.00S,2021-11-01T00:31:35.3Z,3,REGULAR,substitution,out,[],1628970,,,1610612757,74,72,2021-11-01T00:31:50Z,3990000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
410,PT06M23.00S,2021-11-01T00:31:35.3Z,3,REGULAR,substitution,out,[],1626181,,,1610612757,74,72,2021-11-01T00:31:50Z,4000000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M23.00S,2021-11-01T00:31:35.3Z,3,REGULAR,substitution,in,[],1626162,,,1610612757,74,72,2021-11-01T00:31:50Z,4010000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M23.00S,2021-11-01T00:31:35.3Z,3,REGULAR,substitution,in,[],1629642,,,1610612757,74,72,2021-11-01T00:31:50Z,4020000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M15.00S,2021-11-01T00:31:54.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,74,72,2021-11-01T00:31:54Z,4030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT06M09.00S,2021-11-01T00:32:12.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629642,69.46452036793693,21.568627450980394,1610612757,74,72,2021-11-01T00:32:18Z,4040000,-142.0,235.0,1,right,MISS N. Little 27' 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,27.42,Missed,,,,,,,,,,,,,,,,,,
415,PT06M06.00S,2021-11-01T00:32:15.5Z,3,REGULAR,rebound,offensive,[],203469,,,1610612757,74,72,2021-11-01T00:32:18Z,4050000,,,0,,C. Zeller REBOUND (Off:2 Def:2),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,414.0,,,,,,,,,,,4.0,2.0,2.0,,,,
416,PT06M05.00S,2021-11-01T00:32:18.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203081,73.9323258869908,85.04901960784314,1610612757,74,72,2021-11-01T00:32:26Z,4060000,175.0,193.0,1,right,MISS D. Lillard 26' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,26.03,Missed,,,,,,,,,,,,,,,,,,
417,PT06M02.00S,2021-11-01T00:32:21.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612757,74,72,2021-11-01T00:32:26Z,4070000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,416.0,,,,,,,,,,,,,,,,,
418,PT06M02.00S,2021-11-01T00:32:26.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,74,72,2021-11-01T00:32:26Z,4080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M02.00S,2021-11-01T00:32:32.4Z,3,REGULAR,substitution,out,[],203486,,,1610612757,74,72,2021-11-01T00:32:36Z,4090000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
420,PT06M02.00S,2021-11-01T00:32:32.4Z,3,REGULAR,substitution,in,[],1629023,,,1610612757,74,72,2021-11-01T00:32:36Z,4100000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
421,PT06M01.00S,2021-11-01T00:32:49.4Z,3,REGULAR,turnover,bad pass,[],1629642,,,1610612757,74,72,2021-11-01T00:32:56Z,4110000,,,0,,N. Little bad pass TURNOVER (1 TO),"[1629642, 1626179]",1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,1.0,,,,Rozier,1626179.0,,
422,PT06M01.00S,2021-11-01T00:32:49.4Z,3,REGULAR,steal,,[],1626179,,,1610612766,74,72,2021-11-01T00:32:51Z,4120000,,,0,,T. Rozier STEAL (1 STL),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M58.00S,2021-11-01T00:32:56.1Z,3,REGULAR,foul,offensive,[],1626179,,,1610612766,74,72,2021-11-01T00:33:06Z,4130000,,,0,,T. Rozier charge offensive FOUL (2 PF),"[1626179, 203081]",1610612766.0,CHA,charge,,,Rozier,T. Rozier,,,,,,,,,,,,203592.0,2.0,0.0,Lillard,203081.0,,,,,,,,
425,PT05M58.00S,2021-11-01T00:32:56.1Z,3,REGULAR,turnover,offensive foul,[],1626179,,,1610612766,74,72,2021-11-01T00:32:56Z,4150000,,,0,,T. Rozier offensive foul TURNOVER (3 TO),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,203592.0,,,,,3.0,,,,,,,
426,PT05M44.00S,2021-11-01T00:33:31.8Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203081,92.19776609724047,32.1078431372549,1610612757,74,72,2021-11-01T00:33:40Z,4160000,-89.0,21.0,1,right,MISS D. Lillard 9' fadeaway Shot,[203081],1610612757.0,POR,fadeaway,,,Lillard,D. Lillard,,,,,9.19,Missed,,,,,,,,,,,,,,,,,,
427,PT05M43.00S,2021-11-01T00:33:32.8Z,3,REGULAR,rebound,offensive,[],1626204,,,1610612757,74,72,2021-11-01T00:33:40Z,4170000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:2),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,426.0,,,,,,,,,,,3.0,2.0,1.0,,,,
428,PT05M43.00S,2021-11-01T00:33:35.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626204,91.40932982917214,52.450980392156865,1610612757,74,74,2021-11-01T00:33:46Z,4180000,12.0,28.0,1,right,L. Nance Jr. Layup (4 PTS),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,3.09,Made,,4.0,,,,,,,,,,,,,,,,
429,PT05M43.00S,2021-11-01T00:33:39.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,74,74,2021-11-01T00:33:39Z,4190000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT05M43.00S,2021-11-01T00:35:14.3Z,3,REGULAR,substitution,out,[],202330,,,1610612766,74,74,2021-11-01T00:36:19Z,4200000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
431,PT05M43.00S,2021-11-01T00:35:14.3Z,3,REGULAR,substitution,in,[],1628998,,,1610612766,74,74,2021-11-01T00:36:19Z,4210000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
432,PT05M25.00S,2021-11-01T00:36:48.4Z,3,REGULAR,3pt,Jump Shot,[],1630163,15.982260183968464,3.431372549019608,1610612766,77,74,2021-11-01T00:36:54Z,4220000,233.0,98.0,1,left,L. Ball 25' 3PT step back (21 PTS),[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,25.25,Made,,21.0,,,,,,,,,,,,,,,,
433,PT05M04.00S,2021-11-01T00:37:09.1Z,3,REGULAR,3pt,Jump Shot,[],203081,67.36202365308804,41.42156862745098,1610612757,77,74,2021-11-01T00:37:16Z,4230000,-43.0,254.0,1,right,MISS D. Lillard 25' step back 3PT - blocked,"[203081, 1628998]",1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,25.79,Missed,,,,,,,,,,,,,,,,,Martin,1628998.0
434,PT05M04.00S,2021-11-01T00:37:09.1Z,3,REGULAR,block,,[],1628998,,,1610612757,77,74,2021-11-01T00:37:14Z,4240000,,,0,,C. Martin BLOCK (1 BLK),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
435,PT04M58.00S,2021-11-01T00:37:15.1Z,3,REGULAR,rebound,defensive,[],1630163,,,1610612766,77,74,2021-11-01T00:37:16Z,4250000,,,0,,L. Ball REBOUND (Off:1 Def:4),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,433.0,,,,,,,,,,,5.0,4.0,1.0,,,,
436,PT04M57.00S,2021-11-01T00:37:16.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629023,33.590670170827856,37.5,1610612766,80,74,2021-11-01T00:37:26Z,4260000,62.0,263.0,1,left,P. Washington 27' 3PT  (7 PTS) (L. Ball 5 AST),"[1629023, 1630163]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,27.06,Made,,7.0,L. Ball,1630163.0,5.0,,,,,,,,,,,,,
438,PT04M40.00S,2021-11-01T00:37:32.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,84.83902759526939,36.76470588235294,1610612757,80,76,2021-11-01T01:27:31Z,4280000,-66.0,90.0,1,right,C. McCollum 11' driving floating Jump Shot (13 PTS) (D. Lillard 10 AST),"[203468, 203081]",1610612757.0,POR,driving floating,,,McCollum,C. McCollum,,,,,11.17,Made,,13.0,D. Lillard,203081.0,10.0,,,,,,,,,,,,,
440,PT04M30.00S,2021-11-01T00:37:43.6Z,3,REGULAR,3pt,Jump Shot,[],1630163,34.247700394218136,62.254901960784316,1610612766,80,76,2021-11-01T00:37:50Z,4300000,-61.0,269.0,1,left,MISS L. Ball 27' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,27.63,Missed,,,,,,,,,,,,,,,,,,
441,PT04M27.00S,2021-11-01T00:37:47.0Z,3,REGULAR,rebound,offensive,[],1628998,,,1610612766,80,76,2021-11-01T00:37:47Z,4310000,,,0,,C. Martin REBOUND (Off:2 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,440.0,,,,,,,,,,,4.0,2.0,2.0,,,,
442,PT04M20.00S,2021-11-01T00:37:53.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628998,6.521024967148489,96.81372549019608,1610612766,80,76,2021-11-01T00:37:59Z,4320000,-234.0,9.0,1,left,MISS C. Martin 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,23.43,Missed,,,,,,,,,,,,,,,,,,
443,PT04M15.00S,2021-11-01T00:37:58.8Z,3,REGULAR,rebound,defensive,[],1626204,,,1610612757,80,76,2021-11-01T00:37:59Z,4330000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:3),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,442.0,,,,,,,,,,,4.0,3.0,1.0,,,,
444,PT04M10.00S,2021-11-01T00:38:03.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203468,72.09264126149803,19.852941176470587,1610612757,80,76,2021-11-01T00:38:10Z,4340000,-151.0,210.0,1,right,MISS C. McCollum 25' pullup 3PT,[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,
445,PT04M08.00S,2021-11-01T00:38:05.3Z,3,REGULAR,rebound,defensive,[],1626162,,,1610612766,80,76,2021-11-01T00:38:10Z,4350000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:2),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,444.0,,,,,,,,,,,2.0,2.0,0.0,,,,
446,PT04M05.00S,2021-11-01T00:38:08.8Z,3,REGULAR,turnover,lost ball,[],1626162,,,1610612766,80,76,2021-11-01T00:38:14Z,4360000,,,0,,K. Oubre Jr. lost ball TURNOVER (1 TO),"[1626162, 1626204]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,1.0,,,,Nance Jr.,1626204.0,,
447,PT04M05.00S,2021-11-01T00:38:08.8Z,3,REGULAR,steal,,[],1626204,,,1610612757,80,76,2021-11-01T00:52:32Z,4370000,,,0,,L. Nance Jr. STEAL (1 STL),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,
448,PT04M01.00S,2021-11-01T00:38:12.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626204,92.59198423127464,49.754901960784316,1610612757,80,78,2021-11-01T00:38:17Z,4380000,-1.0,17.0,1,right,L. Nance Jr. DUNK (6 PTS) (C. McCollum 5 AST),"[1626204, 203468]",1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,1.71,Made,,6.0,C. McCollum,203468.0,5.0,,,,,,,,,,,,,
450,PT03M55.00S,2021-11-01T00:38:19.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,7.703679369250986,50.73529411764706,1610612766,80,78,2021-11-01T00:38:23Z,4400000,-4.0,20.0,1,left,MISS L. Ball Layup,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,2.02,Missed,,,,,,,,,,,,,,,,,,
451,PT03M52.00S,2021-11-01T00:38:21.9Z,3,REGULAR,rebound,defensive,[],203469,,,1610612757,80,78,2021-11-01T00:38:21Z,4410000,,,0,,C. Zeller REBOUND (Off:2 Def:3),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,450.0,,,,,,,,,,,5.0,3.0,2.0,,,,
452,PT03M44.00S,2021-11-01T00:38:29.3Z,3,REGULAR,2pt,Jump Shot,[],203468,74.06373193166885,51.470588235294116,1610612757,80,80,2021-11-01T00:38:33Z,4420000,7.0,191.0,1,right,C. McCollum 19' pullup Jump Shot (15 PTS),[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,19.14,Made,,15.0,,,,,,,,,,,,,,,,
453,PT03M28.00S,2021-11-01T00:38:47.6Z,3,REGULAR,foul,personal,['2freethrow'],1626204,,,1610612766,80,80,2021-11-01T00:38:54Z,4430000,,,0,,L. Nance Jr. shooting personal FOUL (2 PF) (Oubre Jr. 2 FT),"[1626204, 1626162]",1610612757.0,POR,shooting,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,1148.0,2.0,0.0,Oubre Jr.,1626162.0,,,,,,,,
455,PT03M28.00S,2021-11-01T00:39:14.7Z,3,REGULAR,freethrow,1 of 2,[],1626162,,,1610612766,80,80,2021-11-01T00:39:14Z,4450000,,,0,,MISS K. Oubre Jr. Free Throw 1 of 2,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,
456,PT03M28.00S,2021-11-01T00:39:14.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,80,80,2021-11-01T00:39:14Z,4460000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,455.0,,,,,,,,,,,,,,,,,
457,PT03M28.00S,2021-11-01T00:39:15.6Z,3,REGULAR,substitution,out,[],1630163,,,1610612766,80,80,2021-11-01T00:39:36Z,4470000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
458,PT03M28.00S,2021-11-01T00:39:15.6Z,3,REGULAR,substitution,out,[],1626179,,,1610612766,80,80,2021-11-01T00:39:36Z,4480000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
459,PT03M28.00S,2021-11-01T00:39:15.6Z,3,REGULAR,substitution,out,[],203468,,,1610612766,80,80,2021-11-01T00:39:36Z,4490000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
460,PT03M28.00S,2021-11-01T00:39:15.6Z,3,REGULAR,substitution,in,[],202397,,,1610612766,80,80,2021-11-01T00:39:36Z,4500000,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
461,PT03M28.00S,2021-11-01T00:39:15.6Z,3,REGULAR,substitution,in,[],202330,,,1610612766,80,80,2021-11-01T00:39:36Z,4510000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
462,PT03M28.00S,2021-11-01T00:39:15.6Z,3,REGULAR,substitution,in,[],1629014,,,1610612766,80,80,2021-11-01T00:39:36Z,4520000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,
463,PT03M28.00S,2021-11-01T00:39:37.8Z,3,REGULAR,freethrow,2 of 2,[],1626162,,,1610612766,81,80,2021-11-01T00:39:37Z,4530000,,,0,,K. Oubre Jr. Free Throw 2 of 2 (11 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Made,,11.0,,,,,,,,,,,,,,,,
464,PT03M17.00S,2021-11-01T00:39:47.9Z,3,REGULAR,3pt,Jump Shot,[],1629014,67.49342969776609,36.76470588235294,1610612757,81,80,2021-11-01T00:39:51Z,4540000,-66.0,253.0,1,right,MISS A. Simons 26' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,26.16,Missed,,,,,,,,,,,,,,,,,,
465,PT03M16.00S,2021-11-01T00:39:48.9Z,3,REGULAR,rebound,defensive,[],1628998,,,1610612766,81,80,2021-11-01T00:39:51Z,4550000,,,0,,C. Martin REBOUND (Off:2 Def:3),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,464.0,,,,,,,,,,,5.0,3.0,2.0,,,,
466,PT03M04.00S,2021-11-01T00:40:01.8Z,3,REGULAR,2pt,Jump Shot,[],202397,22.946780551905388,49.01960784313725,1610612766,83,80,2021-11-01T00:40:05Z,4560000,5.0,163.0,1,left,I. Smith 16' pullup Jump Shot (2 PTS) (K. Oubre Jr. 3 AST),"[202397, 1626162]",1610612766.0,CHA,pullup,,,Smith,I. Smith,,,,,16.33,Made,,2.0,K. Oubre Jr.,1626162.0,3.0,,,,,,,,,,,,,
