actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
359,PT10M46.00S,2022-03-06T01:18:25.6Z,3,REGULAR,3pt,Jump Shot,[],203926,68.9388961892247,31.61764705882353,1610612759,65,66,2022-03-06T01:18:32Z,3550000,-92.0,239.0,1,right,D. McDermott 25' 3PT pullup (7 PTS) (J. Poeltl 2 AST),"[203926, 1627751]",1610612759.0,SAS,pullup,,,McDermott,D. McDermott,,,,,,,25.65,Made,,,,,,,,,7.0,J. Poeltl,1627751.0,2.0,,,,,
360,PT10M46.00S,2022-03-06T01:18:30.8Z,3,REGULAR,foul,personal,['1freethrow'],1628970,,,1610612759,65,66,2022-03-06T01:18:37Z,3560000,,,0,,M. Bridges shooting personal FOUL (2 PF) (McDermott 1 FT),"[1628970, 203926]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,202049.0,,,,,,,,2.0,0.0,McDermott,203926.0,,,,,,,,,
363,PT10M46.00S,2022-03-06T01:18:55.7Z,3,REGULAR,freethrow,1 of 1,[],203926,,,1610612759,65,67,2022-03-06T01:18:55Z,3580000,,,0,,D. McDermott Free Throw 1 of 1 (8 PTS),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,Made,,,,,,,,,8.0,,,,,,,,
364,PT10M26.00S,2022-03-06T01:19:19.9Z,3,REGULAR,3pt,Jump Shot,[],1626179,21.107095926412615,92.15686274509804,1610612766,65,67,2022-03-06T01:19:27Z,3590000,-211.0,146.0,1,left,MISS T. Rozier 25' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,25.64,Missed,,,,,,,,,,,,,,,,,
365,PT10M24.00S,2022-03-06T01:19:21.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612759,65,67,2022-03-06T01:19:27Z,3600000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,364.0,,,,,,,,,,,,,,,,
366,PT10M24.00S,2022-03-06T01:19:28.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,65,67,2022-03-06T01:19:28Z,3610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT10M08.00S,2022-03-06T01:19:53.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,92.9862023653088,55.63725490196079,1610612759,65,67,2022-03-06T01:19:59Z,3620000,28.0,13.0,1,right,MISS D. Murray driving finger roll Layup,[1627749],1610612759.0,SAS,driving finger roll,,,Murray,D. Murray,,,,,,,3.12,Missed,,,,,,,,,,,,,,,,,
369,PT10M05.00S,2022-03-06T01:19:56.3Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,65,67,2022-03-06T01:19:59Z,3640000,,,0,,M. Plumlee REBOUND (Off:0 Def:7),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,367.0,7.0,7.0,0.0,,,,,,,,,,,,,
370,PT10M04.00S,2022-03-06T01:19:59.2Z,3,REGULAR,foul,personal,['2freethrow'],203926,,,1610612766,65,67,2022-03-06T01:20:11Z,3650000,,,0,,D. McDermott shooting personal FOUL (2 PF) (Bridges 2 FT),"[203926, 1628970]",1610612759.0,SAS,shooting,,,McDermott,D. McDermott,,,,,201638.0,,,,,,,,2.0,0.0,Bridges,1628970.0,,,,,,,,,
372,PT10M04.00S,2022-03-06T01:20:24.4Z,3,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,66,67,2022-03-06T01:20:41Z,3670000,,,0,,M. Bridges Free Throw 1 of 2 (3 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,,,,,,,,,3.0,,,,,,,,
373,PT10M04.00S,2022-03-06T01:20:24.4Z,3,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,66,67,2022-03-06T01:20:41Z,3680000,,,0,,MISS M. Bridges Free Throw 2 of 2,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Missed,,,,,,,,,,,,,,,,,
374,PT10M02.00S,2022-03-06T01:20:26.4Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612759,66,67,2022-03-06T01:20:41Z,3690000,,,0,,D. Murray REBOUND (Off:1 Def:4),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,373.0,5.0,4.0,1.0,,,,,,,,,,,,,
375,PT09M47.00S,2022-03-06T01:20:54.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,84.1819973718791,45.09803921568628,1610612759,66,67,2022-03-06T01:20:58Z,3700000,-25.0,96.0,1,right,MISS J. Poeltl 9' turnaround Hook,[1627751],1610612759.0,SAS,turnaround,,,Poeltl,J. Poeltl,,,,,,,9.93,Missed,,,,,,,,,,,,,,,,,
376,PT09M45.00S,2022-03-06T01:20:56.5Z,3,REGULAR,rebound,defensive,[],1630163,,,1610612766,66,67,2022-03-06T01:20:58Z,3710000,,,0,,L. Ball REBOUND (Off:0 Def:6),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,375.0,6.0,6.0,0.0,,,,,,,,,,,,,
377,PT09M40.00S,2022-03-06T01:21:02.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630163,7.30946123521682,47.05882352941176,1610612766,66,67,2022-03-06T01:21:08Z,3720000,15.0,16.0,1,left,MISS L. Ball driving Layup - blocked,"[1630163, 1627751]",1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,,,2.19,Missed,,,,,,,,,,,,,Poeltl,1627751.0,,,
378,PT09M40.00S,2022-03-06T01:21:02.0Z,3,REGULAR,block,,[],1627751,,,1610612766,66,67,2022-03-06T01:21:04Z,3730000,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT09M37.00S,2022-03-06T01:21:05.0Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,66,67,2022-03-06T01:21:08Z,3740000,,,0,,K. Johnson REBOUND (Off:2 Def:4),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,377.0,6.0,4.0,2.0,,,,,,,,,,,,,
380,PT09M33.00S,2022-03-06T01:21:08.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629640,92.46057818659659,54.90196078431373,1610612759,66,69,2022-03-06T01:21:18Z,3750000,25.0,18.0,1,right,K. Johnson driving Layup (28 PTS) (D. Murray 6 AST),"[1629640, 1627749]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,,,3.06,Made,,,,,,,,,28.0,D. Murray,1627749.0,6.0,,,,,
382,PT09M08.00S,2022-03-06T01:21:32.8Z,3,REGULAR,3pt,Jump Shot,[],1630163,5.732588699080158,3.431372549019608,1610612766,69,69,2022-03-06T01:21:37Z,3770000,233.0,1.0,1,left,L. Ball 3PT  (16 PTS) (M. Bridges 2 AST),"[1630163, 1628970]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,23.28,Made,,,,,,,,,16.0,M. Bridges,1628970.0,2.0,,,,,
384,PT08M55.00S,2022-03-06T01:21:46.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,88.51839684625493,50.73529411764706,1610612759,69,71,2022-03-06T01:21:50Z,3790000,4.0,55.0,1,right,D. Vassell driving finger roll Layup (9 PTS) (J. Poeltl 3 AST),"[1630170, 1627751]",1610612759.0,SAS,driving finger roll,,,Vassell,D. Vassell,,,,,,,5.55,Made,,,,,,,,,9.0,J. Poeltl,1627751.0,3.0,,,,,
386,PT08M31.00S,2022-03-06T01:22:10.8Z,3,REGULAR,3pt,Jump Shot,[],1628970,5.338370565045992,4.6568627450980395,1610612766,69,71,2022-03-06T01:22:17Z,3810000,227.0,-2.0,1,left,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,22.67,Missed,,,,,,,,,,,,,,,,,
387,PT08M26.00S,2022-03-06T01:22:15.8Z,3,REGULAR,rebound,offensive,[],1630163,,,1610612766,69,71,2022-03-06T01:22:17Z,3820000,,,0,,L. Ball REBOUND (Off:1 Def:6),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,386.0,7.0,6.0,1.0,,,,,,,,,,,,,
388,PT08M25.00S,2022-03-06T01:22:16.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630163,5.863994743758213,50.73529411764706,1610612766,71,71,2022-03-06T01:22:20Z,3830000,-4.0,3.0,1,left,L. Ball Layup (18 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,0.45,Made,,,,,,,,,18.0,,,,,,,,
389,PT08M10.00S,2022-03-06T01:22:30.4Z,3,REGULAR,3pt,Jump Shot,[],1630170,73.66951379763469,16.666666666666664,1610612759,71,71,2022-03-06T01:22:35Z,3840000,-167.0,195.0,1,right,MISS D. Vassell 25' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,25.65,Missed,,,,,,,,,,,,,,,,,
390,PT08M07.00S,2022-03-06T01:22:33.4Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,71,71,2022-03-06T01:22:35Z,3850000,,,0,,M. Plumlee REBOUND (Off:0 Def:8),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,389.0,8.0,8.0,0.0,,,,,,,,,,,,,
391,PT07M59.00S,2022-03-06T01:22:42.8Z,3,REGULAR,3pt,Jump Shot,[],1626179,4.155716162943495,3.1862745098039214,1610612766,74,71,2022-03-06T01:22:46Z,3860000,234.0,-13.0,1,left,T. Rozier 3PT  (16 PTS) (M. Bridges 3 AST),"[1626179, 1628970]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,23.45,Made,,,,,,,,,16.0,M. Bridges,1628970.0,3.0,,,,,
393,PT07M58.00S,2022-03-06T01:22:47.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,74,71,2022-03-06T01:22:47Z,3880000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT07M45.00S,2022-03-06T01:25:53.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,94.56307490144546,54.41176470588235,1610612759,74,73,2022-03-06T01:25:57Z,3890000,22.0,-1.0,1,right,D. Murray driving Layup (9 PTS),[1627749],1610612759.0,SAS,driving,,,Murray,D. Murray,,,,,,,2.21,Made,,,,,,,,,9.0,,,,,,,,
395,PT07M45.00S,2022-03-06T01:25:55.8Z,3,REGULAR,foul,personal,['1freethrow'],1630163,,,1610612759,74,73,2022-03-06T01:26:01Z,3900000,,,0,,L. Ball shooting personal FOUL (2 PF) (Murray 1 FT),"[1630163, 1627749]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,201638.0,,,,,,,,2.0,0.0,Murray,1627749.0,,,,,,,,,
397,PT07M45.00S,2022-03-06T01:26:20.1Z,3,REGULAR,freethrow,1 of 1,[],1627749,,,1610612759,74,74,2022-03-06T01:26:20Z,3920000,,,0,,D. Murray Free Throw 1 of 1 (10 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,Made,,,,,,,,,10.0,,,,,,,,
398,PT07M36.00S,2022-03-06T01:26:31.8Z,3,REGULAR,turnover,bad pass,[],1630163,,,1610612766,74,74,2022-03-06T01:26:38Z,3930000,,,0,,L. Ball bad pass TURNOVER (2 TO),"[1630163, 1627749]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,2.0,,,,,,,,,,,,,,,,,Murray,1627749.0,
399,PT07M36.00S,2022-03-06T01:26:31.8Z,3,REGULAR,steal,,[],1627749,,,1610612759,74,74,2022-03-06T01:26:34Z,3940000,,,0,,D. Murray STEAL (3 STL),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT07M32.00S,2022-03-06T01:26:36.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627749,92.59198423127464,52.450980392156865,1610612759,74,74,2022-03-06T01:26:44Z,3950000,12.0,17.0,1,right,MISS D. Murray driving Layup,[1627749],1610612759.0,SAS,driving,,,Murray,D. Murray,,,,,,,2.11,Missed,,,,,,,,,,,,,,,,,
401,PT07M30.00S,2022-03-06T01:26:38.1Z,3,REGULAR,rebound,defensive,[],1630163,,,1610612766,74,74,2022-03-06T01:26:38Z,3960000,,,0,,L. Ball REBOUND (Off:1 Def:7),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,400.0,8.0,7.0,1.0,,,,,,,,,,,,,
402,PT07M24.00S,2022-03-06T01:26:44.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,6.783837056504599,48.77450980392157,1610612766,74,74,2022-03-06T01:26:50Z,3970000,6.0,11.0,1,left,MISS L. Ball driving finger roll Layup - blocked,"[1630163, 1627751]",1610612766.0,CHA,driving finger roll,,,Ball,L. Ball,,,,,,,1.28,Missed,,,,,,,,,,,,,Poeltl,1627751.0,,,
403,PT07M24.00S,2022-03-06T01:26:44.4Z,3,REGULAR,block,,[],1627751,,,1610612766,74,74,2022-03-06T01:26:49Z,3980000,,,0,,J. Poeltl BLOCK (2 BLK),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT07M24.00S,2022-03-06T01:26:44.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,74,74,2022-03-06T01:26:50Z,3990000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,402.0,,,,,,,,,,,,,,,,
405,PT07M24.00S,2022-03-06T01:26:51.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,74,74,2022-03-06T01:26:51Z,4000000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT07M24.00S,2022-03-06T01:26:51.9Z,3,REGULAR,substitution,out,[],1629023,,,1610612766,74,74,2022-03-06T01:26:56Z,4010000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT07M24.00S,2022-03-06T01:26:51.9Z,3,REGULAR,substitution,in,[],1628998,,,1610612766,74,74,2022-03-06T01:26:56Z,4020000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT07M18.00S,2022-03-06T01:27:11.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626179,27.283180026281208,80.63725490196079,1610612766,77,74,2022-03-06T01:27:16Z,4030000,-153.0,204.0,1,left,T. Rozier 25' 3PT  (19 PTS) (M. Bridges 4 AST),"[1626179, 1628970]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,25.51,Made,,,,,,,,,19.0,M. Bridges,1628970.0,4.0,,,,,
410,PT06M54.00S,2022-03-06T01:27:35.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,87.07293035479631,46.07843137254902,1610612759,77,76,2022-03-06T01:27:41Z,4050000,-20.0,69.0,1,right,D. Murray 7' pullup Jump Shot (12 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,,,7.17,Made,,,,,,,,,12.0,,,,,,,,
411,PT06M38.00S,2022-03-06T01:27:52.1Z,3,REGULAR,turnover,lost ball,[],1630163,,,1610612766,77,76,2022-03-06T01:27:56Z,4060000,,,0,,L. Ball lost ball TURNOVER (3 TO),"[1630163, 1627751]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,3.0,,,,,,,,,,,,,,,,,Poeltl,1627751.0,
412,PT06M38.00S,2022-03-06T01:27:52.1Z,3,REGULAR,steal,,[],1627751,,,1610612759,77,76,2022-03-06T01:27:54Z,4070000,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M34.00S,2022-03-06T01:27:56.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630170,72.09264126149803,16.666666666666664,1610612759,77,79,2022-03-06T01:28:02Z,4080000,-167.0,210.0,1,right,D. Vassell 26' 3PT  (12 PTS) (D. Murray 7 AST),"[1630170, 1627749]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,26.8,Made,,,,,,,,,12.0,D. Murray,1627749.0,7.0,,,,,
415,PT06M06.00S,2022-03-06T01:28:24.2Z,3,REGULAR,3pt,Jump Shot,[],1626179,21.895532194480946,90.93137254901961,1610612766,80,79,2022-03-06T01:28:28Z,4100000,-205.0,153.0,1,left,T. Rozier 25' 3PT  (22 PTS) (C. Martin 3 AST),"[1626179, 1628998]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,25.57,Made,,,,,,,,,22.0,C. Martin,1628998.0,3.0,,,,,
417,PT05M55.00S,2022-03-06T01:28:37.3Z,3,REGULAR,foul,personal,['2freethrow'],1628998,,,1610612759,80,79,2022-03-06T01:28:44Z,4120000,,,0,,C. Martin shooting personal FOUL (2 PF) (Murray 2 FT),"[1628998, 1627749]",1610612766.0,CHA,shooting,,,Martin,C. Martin,,,,,1363.0,,,,,,,,2.0,0.0,Murray,1627749.0,,,,,,,,,
419,PT05M55.00S,2022-03-06T01:29:02.1Z,3,REGULAR,freethrow,1 of 2,[],1627749,,,1610612759,80,80,2022-03-06T01:29:02Z,4140000,,,0,,D. Murray Free Throw 1 of 2 (13 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,Made,,,,,,,,,13.0,,,,,,,,
420,PT05M55.00S,2022-03-06T01:29:03.0Z,3,REGULAR,substitution,out,[],1630163,,,1610612759,80,80,2022-03-06T01:29:14Z,4150000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT05M55.00S,2022-03-06T01:29:03.0Z,3,REGULAR,substitution,out,[],203486,,,1610612759,80,80,2022-03-06T01:29:14Z,4160000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT05M55.00S,2022-03-06T01:29:03.0Z,3,REGULAR,substitution,in,[],1626162,,,1610612759,80,80,2022-03-06T01:29:14Z,4170000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M55.00S,2022-03-06T01:29:03.0Z,3,REGULAR,substitution,in,[],1626149,,,1610612759,80,80,2022-03-06T01:29:14Z,4180000,,,0,,SUB in: M. Harrell,[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT05M55.00S,2022-03-06T01:29:30.7Z,3,REGULAR,freethrow,2 of 2,[],1627749,,,1610612759,80,81,2022-03-06T01:29:30Z,4190000,,,0,,D. Murray Free Throw 2 of 2 (14 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,Made,,,,,,,,,14.0,,,,,,,,
425,PT05M32.00S,2022-03-06T01:29:54.7Z,3,REGULAR,3pt,Jump Shot,[],1626162,4.812746386333772,97.54901960784314,1610612766,80,81,2022-03-06T01:30:03Z,4200000,-238.0,-7.0,1,left,MISS K. Oubre Jr. 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,23.78,Missed,,,,,,,,,,,,,,,,,
426,PT05M27.00S,2022-03-06T01:29:59.7Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,80,81,2022-03-06T01:37:02Z,4210000,,,0,,K. Johnson REBOUND (Off:2 Def:5),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,425.0,7.0,5.0,2.0,,,,,,,,,,,,,
464,PT05M27.00S,2022-03-06T01:29:58.9Z,3,REGULAR,turnover,lost ball,[],1629640,,,1610612759,80,81,2022-03-06T01:37:24Z,4215000,,,0,,K. Johnson lost ball TURNOVER (2 TO),"[1629640, 1626162]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,2.0,,,,,,,,,,,,,,,,,Oubre Jr.,1626162.0,
465,PT05M27.00S,2022-03-06T01:29:58.9Z,3,REGULAR,steal,,[],1626162,,,1610612766,80,81,2022-03-06T01:36:20Z,4217500,,,0,,K. Oubre Jr. STEAL (3 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT05M26.00S,2022-03-06T01:30:03.2Z,3,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612766,80,81,2022-03-06T01:30:10Z,4220000,,,0,,J. Poeltl shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[1627751, 1626162]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,1363.0,,,,,,,,1.0,0.0,Oubre Jr.,1626162.0,,,,,,,,,
429,PT05M26.00S,2022-03-06T01:30:29.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1626162,,,1610612766,81,81,2022-03-06T01:36:20Z,4240000,,,0,,K. Oubre Jr. Free Throw 1 of 2 (8 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,,,,,,,,,8.0,,,,,,,,
430,PT05M26.00S,2022-03-06T01:30:30.8Z,3,REGULAR,substitution,out,[],203926,,,1610612766,81,81,2022-03-06T01:30:39Z,4250000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT05M26.00S,2022-03-06T01:30:30.8Z,3,REGULAR,substitution,out,[],1627751,,,1610612766,81,81,2022-03-06T01:30:39Z,4260000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT05M26.00S,2022-03-06T01:30:30.8Z,3,REGULAR,substitution,in,[],1629022,,,1610612766,81,81,2022-03-06T01:30:39Z,4270000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT05M26.00S,2022-03-06T01:30:30.8Z,3,REGULAR,substitution,in,[],1628380,,,1610612766,81,81,2022-03-06T01:30:39Z,4280000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT05M26.00S,2022-03-06T01:30:44.5Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1626162,,,1610612766,82,81,2022-03-06T01:36:20Z,4290000,,,0,,K. Oubre Jr. Free Throw 2 of 2 (9 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,,,,,,,,,9.0,,,,,,,,
435,PT05M16.00S,2022-03-06T01:30:57.4Z,3,REGULAR,3pt,Jump Shot,[],1628380,66.5735873850197,50.49019607843137,1610612759,82,84,2022-03-06T01:31:10Z,4300000,2.0,262.0,1,right,Z. Collins 26' 3PT  (3 PTS) (D. Murray 8 AST),"[1628380, 1627749]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,26.17,Made,,,,,,,,,3.0,D. Murray,1627749.0,8.0,,,,,
437,PT05M13.00S,2022-03-06T01:31:07.5Z,3,REGULAR,foul,technical,['1freethrow'],1626179,,,1610612766,82,84,2022-03-06T01:31:17Z,4320000,,,0,,T. Rozier technical FOUL (1 Tech),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,1363.0,,,,,,,,1.0,1.0,,,,,,,,,,,
438,PT05M13.00S,2022-03-06T01:31:29.7Z,3,REGULAR,freethrow,1 of 1,[],1627749,,,1610612766,82,85,2022-03-06T01:31:29Z,4330000,,,0,,D. Murray technical Free Throw 1 of 1 (15 PTS),[1627749],1610612759.0,SAS,technical,,,Murray,D. Murray,,,,,,,,Made,,,,,,,,,15.0,,,,,,,,
439,PT05M13.00S,2022-03-06T01:31:31.3Z,3,REGULAR,substitution,out,[],1627749,,,1610612766,82,85,2022-03-06T01:31:41Z,4340000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT05M13.00S,2022-03-06T01:31:31.3Z,3,REGULAR,substitution,out,[],1630170,,,1610612766,82,85,2022-03-06T01:31:41Z,4350000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT05M13.00S,2022-03-06T01:31:31.3Z,3,REGULAR,substitution,in,[],1630563,,,1610612766,82,85,2022-03-06T01:31:41Z,4360000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT05M13.00S,2022-03-06T01:31:31.3Z,3,REGULAR,substitution,in,[],1630200,,,1610612766,82,85,2022-03-06T01:31:41Z,4370000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT05M02.00S,2022-03-06T01:31:57.3Z,3,REGULAR,3pt,Jump Shot,[],1628970,21.369908015768726,8.823529411764707,1610612766,85,85,2022-03-06T01:32:01Z,4380000,206.0,148.0,1,left,M. Bridges 25' 3PT  (6 PTS) (T. Rozier 6 AST),"[1628970, 1626179]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,25.38,Made,,,,,,,,,6.0,T. Rozier,1626179.0,6.0,,,,,
445,PT04M47.00S,2022-03-06T01:32:10.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,88.12417871222075,50.0,1610612759,85,85,2022-03-06T01:32:15Z,4400000,0.0,59.0,1,right,MISS K. Johnson driving Layup,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,,,5.91,Missed,,,,,,,,,,,,,,,,,
446,PT04M45.00S,2022-03-06T01:32:13.1Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,85,85,2022-03-06T01:32:13Z,4410000,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,445.0,2.0,2.0,0.0,,,,,,,,,,,,,
447,PT04M35.00S,2022-03-06T01:32:25.5Z,3,REGULAR,foul,personal,['2freethrow'],1628380,,,1610612766,85,85,2022-03-06T01:32:32Z,4420000,,,0,,Z. Collins shooting personal FOUL (2 PF) (Harrell 2 FT),"[1628380, 1626149]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,201638.0,,,,,,,,2.0,0.0,Harrell,1626149.0,,,,,,,,,
