actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
89,PT03M51.00S,2021-11-20T00:25:59.7Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,15,13,2021-11-20T00:26:01Z,880000,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,88.0,2.0,2.0,0.0,,,,,,,,,,
90,PT03M44.00S,2021-11-20T00:26:06.7Z,1,REGULAR,3pt,Jump Shot,[],1630163,31.882391590013142,63.23529411764706,1610612766,18,13,2021-11-20T00:26:11Z,890000,-66.0,247.0,1,left,L. Ball 25' 3PT  (7 PTS) (T. Rozier 1 AST),"[1630163, 1626179]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,25.59,Made,7.0,,,,,,,,,,,,,T. Rozier,1626179.0,1.0,,,
92,PT03M30.00S,2021-11-20T00:26:23.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628970,,,1610612754,18,13,2021-11-20T00:26:34Z,910000,,,0,,M. Bridges personal FOUL (2 PF) (Brogdon 2 FT),"[1628970, 1627763]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,201245.0,,,,,,,,2.0,0.0,Brogdon,1627763.0,,,,,,
94,PT03M30.00S,2021-11-20T00:26:40.2Z,1,REGULAR,freethrow,1 of 2,[],1627763,,,1610612754,18,14,2021-11-20T00:26:40Z,930000,,,0,,M. Brogdon Free Throw 1 of 2 (5 PTS),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
95,PT03M30.00S,2021-11-20T00:26:41.1Z,1,REGULAR,substitution,out,[],1628970,,,1610612754,18,14,2021-11-20T00:26:46Z,940000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M30.00S,2021-11-20T00:26:41.1Z,1,REGULAR,substitution,in,[],1628998,,,1610612754,18,14,2021-11-20T00:26:46Z,950000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M30.00S,2021-11-20T00:26:56.2Z,1,REGULAR,freethrow,2 of 2,[],1627763,,,1610612754,18,15,2021-11-20T00:26:56Z,960000,,,0,,M. Brogdon Free Throw 2 of 2 (6 PTS),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
98,PT03M07.00S,2021-11-20T00:27:24.0Z,1,REGULAR,foul,personal,['2freethrow'],203200,,,1610612766,18,15,2021-11-20T00:27:32Z,970000,,,0,,J. Holiday shooting personal FOUL (1 PF) (Martin 2 FT),"[203200, 1628998]",1610612754.0,IND,shooting,,,Holiday,J. Holiday,,,,,,,,203593.0,,,,,,,,1.0,0.0,Martin,1628998.0,,,,,,
100,PT03M07.00S,2021-11-20T00:27:46.1Z,1,REGULAR,freethrow,1 of 2,[],1628998,,,1610612766,18,15,2021-11-20T00:27:46Z,990000,,,0,,MISS C. Martin Free Throw 1 of 2,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,Missed,,,,,,,,,,,,,,,,,,,
101,PT03M07.00S,2021-11-20T00:27:46.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,18,15,2021-11-20T00:27:46Z,1000000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,
102,PT03M07.00S,2021-11-20T00:27:47.0Z,1,REGULAR,substitution,out,[],1626179,,,1610612766,18,15,2021-11-20T00:27:51Z,1010000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M07.00S,2021-11-20T00:27:47.0Z,1,REGULAR,substitution,in,[],202330,,,1610612766,18,15,2021-11-20T00:27:51Z,1020000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M07.00S,2021-11-20T00:28:04.2Z,1,REGULAR,freethrow,2 of 2,[],1628998,,,1610612766,19,15,2021-11-20T00:28:04Z,1030000,,,0,,C. Martin Free Throw 2 of 2 (1 PTS),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
105,PT02M49.00S,2021-11-20T00:28:23.8Z,1,REGULAR,3pt,Jump Shot,[],1628470,92.72339027595268,97.54901960784314,1610612754,19,15,2021-11-20T00:28:29Z,1040000,238.0,16.0,1,right,MISS T. Craig 3PT,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,23.82,Missed,,,,,,,,,,,,,,,,,,,
106,PT02M46.00S,2021-11-20T00:28:26.8Z,1,REGULAR,rebound,offensive,[],1626167,,,1610612754,19,15,2021-11-20T00:28:29Z,1050000,,,0,,M. Turner REBOUND (Off:1 Def:0),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,105.0,1.0,0.0,1.0,,,,,,,,,,
107,PT02M44.00S,2021-11-20T00:28:29.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203200,93.38042049934296,52.94117647058824,1610612754,19,17,2021-11-20T00:28:37Z,1060000,15.0,10.0,1,right,J. Holiday driving Layup (5 PTS) (M. Turner 1 AST),"[203200, 1626167]",1610612754.0,IND,driving,,,Holiday,J. Holiday,,,,,1.76,Made,5.0,,,,,,,,,,,,,M. Turner,1626167.0,1.0,,,
109,PT02M37.00S,2021-11-20T00:28:36.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,7.30946123521682,50.49019607843137,1610612766,19,17,2021-11-20T00:29:01Z,1080000,-2.0,16.0,1,left,MISS C. Martin running Layup,[1628998],1610612766.0,CHA,running,,,Martin,C. Martin,,,,,1.64,Missed,,,,,,,,,,,,,,,,,,,
110,PT02M37.00S,2021-11-20T00:28:36.6Z,1,REGULAR,rebound,offensive,[],1628998,,,1610612766,19,17,2021-11-20T00:28:43Z,1090000,,,0,,C. Martin REBOUND (Off:1 Def:0),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,109.0,1.0,0.0,1.0,,,,,,,,,,
111,PT02M27.00S,2021-11-20T00:28:46.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630163,7.835085413929041,74.01960784313727,1610612766,21,17,2021-11-20T00:28:51Z,1100000,-120.0,21.0,1,left,L. Ball 12' step back Jump Shot (9 PTS) (N. Richards 2 AST),"[1630163, 1630208]",1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,12.19,Made,9.0,,,,,,,,,,,,,N. Richards,1630208.0,2.0,,,
112,PT02M26.00S,2021-11-20T00:28:50.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,21,17,2021-11-20T00:28:50Z,1110000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M26.00S,2021-11-20T00:30:09.3Z,1,REGULAR,substitution,out,[],1626167,,,1610612754,21,17,2021-11-20T00:31:43Z,1120000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M26.00S,2021-11-20T00:30:09.3Z,1,REGULAR,substitution,in,[],1627734,,,1610612754,21,17,2021-11-20T00:31:43Z,1130000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M26.00S,2021-11-20T00:30:09.3Z,1,REGULAR,substitution,out,[],1627763,,,1610612754,21,17,2021-11-20T00:32:26Z,1135000,,,0,,SUB out: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M26.00S,2021-11-20T00:30:09.3Z,1,REGULAR,substitution,in,[],1630537,,,1610612754,21,17,2021-11-20T00:32:26Z,1137500,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M10.00S,2021-11-20T00:32:05.8Z,1,REGULAR,3pt,Jump Shot,[],203200,89.43823915900131,2.941176470588235,1610612754,21,17,2021-11-20T00:32:10Z,1140000,-235.0,47.0,1,right,MISS J. Holiday 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,23.99,Missed,,,,,,,,,,,,,,,,,,,
117,PT02M06.00S,2021-11-20T00:32:09.8Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,21,17,2021-11-20T00:32:10Z,1150000,,,0,,L. Ball REBOUND (Off:1 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,116.0,2.0,1.0,1.0,,,,,,,,,,
118,PT02M02.00S,2021-11-20T00:32:13.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630208,6.1268068331143235,51.470588235294116,1610612766,21,17,2021-11-20T00:33:06Z,1160000,-7.0,5.0,1,left,MISS N. Richards running Layup - blocked,"[1630208, 1627734]",1610612766.0,CHA,running,,,Richards,N. Richards,,,,,0.9,Missed,,,,,,,,,,,,,,,,,Sabonis,1627734.0,
137,PT02M02.00S,2021-11-20T00:32:13.3Z,1,REGULAR,block,,[],1627734,,,1610612766,21,17,2021-11-20T00:36:05Z,1165000,,,0,,D. Sabonis BLOCK (1 BLK),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M57.00S,2021-11-20T00:32:18.3Z,1,REGULAR,rebound,defensive,[],1630537,,,1610612754,21,17,2021-11-20T00:32:20Z,1170000,,,0,,C. Duarte REBOUND (Off:0 Def:1),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,,
122,PT01M47.00S,2021-11-20T00:32:27.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,92.85479632063075,50.0,1610612754,21,19,2021-11-20T00:32:34Z,1180000,0.0,15.0,1,right,D. Sabonis Layup (2 PTS) (C. Duarte 1 AST),"[1627734, 1630537]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,1.47,Made,2.0,,,,,,,,,,,,,C. Duarte,1630537.0,1.0,,,
124,PT01M45.00S,2021-11-20T00:32:32.8Z,1,REGULAR,foul,personal,['2freethrow'],1630537,,,1610612766,21,19,2021-11-20T00:32:44Z,1200000,,,0,,C. Duarte shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[1630537, 1626162]",1610612754.0,IND,shooting,,,Duarte,C. Duarte,,,,,,,,201245.0,,,,,,,,1.0,0.0,Oubre Jr.,1626162.0,,,,,,
126,PT01M45.00S,2021-11-20T00:32:57.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1626162,,,1610612766,22,19,2021-11-20T00:33:14Z,1220000,,,0,,K. Oubre Jr. Free Throw 1 of 2 (3 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
127,PT01M45.00S,2021-11-20T00:32:57.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1626162,,,1610612766,22,19,2021-11-20T00:33:14Z,1230000,,,0,,MISS K. Oubre Jr. Free Throw 2 of 2,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
128,PT01M42.00S,2021-11-20T00:33:00.2Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612754,22,19,2021-11-20T00:33:14Z,1240000,,,0,,T. Craig REBOUND (Off:0 Def:2),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,127.0,2.0,2.0,0.0,,,,,,,,,,
129,PT01M28.00S,2021-11-20T00:33:26.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,89.43823915900131,49.754901960784316,1610612754,22,21,2021-11-20T00:33:30Z,1250000,-1.0,47.0,1,right,D. Sabonis Hook (4 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,4.68,Made,4.0,,,,,,,,,,,,,,,,,,
130,PT01M08.00S,2021-11-20T00:33:47.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,22,21,2021-11-20T00:33:47Z,1260000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M08.00S,2021-11-20T00:34:17.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627734,,,1610612766,22,21,2021-11-20T00:35:20Z,1270000,,,0,,D. Sabonis personal FOUL (1 PF) (Richards 2 FT),"[1627734, 1630208]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,101283.0,,,,,,,,1.0,0.0,Richards,1630208.0,,,,,,
133,PT01M08.00S,2021-11-20T00:35:08.7Z,1,REGULAR,instantreplay,request,[],0,,,1610612766,22,21,2021-11-20T00:35:43Z,1290000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shooter
134,PT01M08.00S,2021-11-20T00:35:43.8Z,1,REGULAR,freethrow,1 of 2,[],1630208,,,1610612766,23,21,2021-11-20T00:35:43Z,1300000,,,0,,N. Richards Free Throw 1 of 2 (1 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
135,PT01M08.00S,2021-11-20T00:35:43.8Z,1,REGULAR,freethrow,2 of 2,[],1630208,,,1610612766,23,21,2021-11-20T00:36:08Z,1310000,,,0,,MISS N. Richards Free Throw 2 of 2,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,Missed,,,,,,,,,,,,,,,,,,,
136,PT01M06.00S,2021-11-20T00:35:45.8Z,1,REGULAR,rebound,defensive,[],203200,,,1610612754,23,21,2021-11-20T00:36:08Z,1320000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,135.0,1.0,1.0,0.0,,,,,,,,,,
138,PT00M54.50S,2021-11-20T00:36:11.0Z,1,REGULAR,3pt,Jump Shot,[],203200,67.49342969776609,43.13725490196079,1610612754,23,21,2021-11-20T00:36:16Z,1330000,-34.0,253.0,1,right,MISS J. Holiday 25' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,25.54,Missed,,,,,,,,,,,,,,,,,,,
139,PT00M51.90S,2021-11-20T00:36:13.6Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,23,21,2021-11-20T00:36:16Z,1340000,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,
140,PT00M47.10S,2021-11-20T00:36:22.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630537,,,1610612766,23,21,2021-11-20T00:36:30Z,1350000,,,0,,C. Duarte personal FOUL (2 PF) (Hayward 2 FT),"[1630537, 202330]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,203593.0,,,,,,,,2.0,0.0,Hayward,202330.0,,,,,,
142,PT00M47.10S,2021-11-20T00:36:44.2Z,1,REGULAR,freethrow,1 of 2,[],202330,,,1610612766,24,21,2021-11-20T00:36:44Z,1370000,,,0,,G. Hayward Free Throw 1 of 2 (3 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
143,PT00M47.10S,2021-11-20T00:36:45.6Z,1,REGULAR,substitution,out,[],1630537,,,1610612766,24,21,2021-11-20T00:36:49Z,1380000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M47.10S,2021-11-20T00:36:45.6Z,1,REGULAR,substitution,in,[],1627747,,,1610612766,24,21,2021-11-20T00:36:49Z,1390000,,,0,,SUB in: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M47.10S,2021-11-20T00:37:00.5Z,1,REGULAR,freethrow,2 of 2,[],202330,,,1610612766,25,21,2021-11-20T00:37:00Z,1400000,,,0,,G. Hayward Free Throw 2 of 2 (4 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
146,PT00M33.20S,2021-11-20T00:37:22.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630208,,,1610612754,25,21,2021-11-20T00:37:33Z,1410000,,,0,,N. Richards shooting personal FOUL (1 PF) (Sabonis 2 FT),"[1630208, 1627734]",1610612766.0,CHA,shooting,,,Richards,N. Richards,,,,,,,,101283.0,,,,,,,,1.0,0.0,Sabonis,1627734.0,,,,,,
148,PT00M33.20S,2021-11-20T00:37:45.3Z,1,REGULAR,freethrow,1 of 2,[],1627734,,,1610612754,25,22,2021-11-20T00:38:13Z,1430000,,,0,,D. Sabonis Free Throw 1 of 2 (5 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
149,PT00M33.20S,2021-11-20T00:37:47.0Z,1,REGULAR,substitution,out,[],1630208,,,1610612754,25,22,2021-11-20T00:37:54Z,1440000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M33.20S,2021-11-20T00:37:47.0Z,1,REGULAR,substitution,in,[],1629667,,,1610612754,25,22,2021-11-20T00:37:54Z,1450000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M33.20S,2021-11-20T00:37:45.3Z,1,REGULAR,freethrow,2 of 2,[],1627734,,,1610612754,25,22,2021-11-20T00:38:13Z,1460000,,,0,,MISS D. Sabonis Free Throw 2 of 2,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
152,PT00M30.90S,2021-11-20T00:37:47.6Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,25,22,2021-11-20T00:38:13Z,1470000,,,0,,L. Ball REBOUND (Off:1 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,151.0,3.0,2.0,1.0,,,,,,,,,,
153,PT00M10.60S,2021-11-20T00:38:32.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,5.995400788436268,50.0,1610612766,25,22,2021-11-20T00:38:39Z,1480000,0.0,4.0,1,left,MISS L. Ball driving Layup,[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,0.39,Missed,,,,,,,,,,,,,,,,,,,
154,PT00M07.80S,2021-11-20T00:38:34.9Z,1,REGULAR,rebound,offensive,[],202330,,,1610612766,25,22,2021-11-20T00:38:39Z,1490000,,,0,,G. Hayward REBOUND (Off:1 Def:0),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,153.0,1.0,0.0,1.0,,,,,,,,,,
155,PT00M06.80S,2021-11-20T00:38:37.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203200,,,1610612766,25,22,2021-11-20T00:38:47Z,1500000,,,0,,J. Holiday shooting personal FOUL (2 PF) (Hayward 2 FT),"[203200, 202330]",1610612754.0,IND,shooting,,,Holiday,J. Holiday,,,,,,,,101283.0,,,,,,,,2.0,0.0,Hayward,202330.0,,,,,,
157,PT00M06.80S,2021-11-20T00:39:05.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202330,,,1610612766,26,22,2021-11-20T00:39:05Z,1520000,,,0,,G. Hayward Free Throw 1 of 2 (5 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
158,PT00M06.80S,2021-11-20T00:39:05.9Z,1,REGULAR,substitution,out,[],1628470,,,1610612766,26,22,2021-11-20T00:39:10Z,1530000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M06.80S,2021-11-20T00:39:05.9Z,1,REGULAR,substitution,in,[],1629103,,,1610612766,26,22,2021-11-20T00:39:10Z,1540000,,,0,,SUB in: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M06.80S,2021-11-20T00:39:22.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202330,,,1610612766,27,22,2021-11-20T00:39:22Z,1550000,,,0,,G. Hayward Free Throw 2 of 2 (6 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
161,PT00M00.00S,2021-11-20T00:39:37.4Z,1,REGULAR,period,end,[],0,,,1610612754,27,22,2021-11-20T00:39:37Z,1560000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2021-11-20T00:39:45.0Z,2,REGULAR,substitution,out,['startperiod'],1630163,,,1610612754,27,22,2021-11-20T00:42:11Z,1570000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2021-11-20T00:39:45.0Z,2,REGULAR,substitution,out,['startperiod'],1628998,,,1610612754,27,22,2021-11-20T00:42:11Z,1580000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2021-11-20T00:39:45.0Z,2,REGULAR,substitution,out,['startperiod'],203200,,,1610612754,27,22,2021-11-20T00:42:11Z,1590000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2021-11-20T00:39:45.0Z,2,REGULAR,substitution,in,['startperiod'],1626179,,,1610612754,27,22,2021-11-20T00:42:11Z,1600000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-11-20T00:39:45.0Z,2,REGULAR,substitution,in,['startperiod'],203486,,,1610612754,27,22,2021-11-20T00:42:11Z,1610000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-11-20T00:39:45.0Z,2,REGULAR,substitution,in,['startperiod'],1627763,,,1610612754,27,22,2021-11-20T00:42:11Z,1620000,,,0,,SUB in: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-11-20T00:42:12.9Z,2,REGULAR,period,start,[],0,,,1610612754,27,22,2021-11-20T00:42:12Z,1630000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M45.00S,2021-11-20T00:42:26.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,93.11760840998686,50.245098039215684,1610612754,27,24,2021-11-20T00:42:49Z,1640000,1.0,12.0,1,right,C. LeVert driving Layup (2 PTS),[1627747],1610612754.0,IND,driving,,,LeVert,C. LeVert,,,,,1.23,Made,2.0,,,,,,,,,,,,,,,,,,
170,PT11M28.00S,2021-11-20T00:42:43.5Z,2,REGULAR,3pt,Jump Shot,[],1626162,6.258212877792378,2.941176470588235,1610612766,27,24,2021-11-20T00:42:47Z,1650000,235.0,6.0,1,left,MISS K. Oubre Jr. 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,23.54,Missed,,,,,,,,,,,,,,,,,,,
171,PT11M26.00S,2021-11-20T00:42:45.5Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612754,27,24,2021-11-20T00:42:47Z,1660000,,,0,,C. LeVert REBOUND (Off:0 Def:4),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,170.0,4.0,4.0,0.0,,,,,,,,,,
172,PT11M19.00S,2021-11-20T00:42:53.1Z,2,REGULAR,2pt,Jump Shot,[],1627747,75.90341655716163,40.931372549019606,1610612754,27,26,2021-11-20T00:43:21Z,1670000,-45.0,174.0,1,right,C. LeVert 17' pullup Jump Shot (4 PTS),[1627747],1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,17.98,Made,4.0,,,,,,,,,,,,,,,,,,
173,PT10M58.00S,2021-11-20T00:43:13.6Z,2,REGULAR,3pt,Jump Shot,[],1626162,32.14520367936925,54.65686274509803,1610612766,30,26,2021-11-20T00:43:18Z,1680000,-23.0,250.0,1,left,K. Oubre Jr. 25' 3PT  (6 PTS) (M. Plumlee 1 AST),"[1626162, 203486]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,25.08,Made,6.0,,,,,,,,,,,,,M. Plumlee,203486.0,1.0,,,
175,PT10M37.00S,2021-11-20T00:43:34.3Z,2,REGULAR,turnover,lost ball,[],1627734,,,1610612754,30,26,2021-11-20T00:43:40Z,1700000,,,0,,D. Sabonis lost ball TURNOVER (2 TO),"[1627734, 203486]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,2.0,Plumlee,203486.0,,,,,,,,,,,,,,
176,PT10M37.00S,2021-11-20T00:43:34.3Z,2,REGULAR,steal,,[],203486,,,1610612766,30,26,2021-11-20T00:43:35Z,1710000,,,0,,M. Plumlee STEAL (1 STL),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT10M33.00S,2021-11-20T00:43:39.1Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202330,5.206964520367937,49.50980392156863,1610612766,32,26,2021-11-20T00:44:43Z,1720000,2.0,-4.0,1,left,G. Hayward running DUNK (8 PTS) (J. McDaniels 1 AST),"[202330, 1629667]",1610612766.0,CHA,running,,,Hayward,G. Hayward,,,,,0.44,Made,8.0,,,,,,,,,,,,,J. McDaniels,1629667.0,1.0,,,
179,PT10M33.00S,2021-11-20T00:43:43.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,32,26,2021-11-20T00:43:43Z,1740000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
