actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-03-09T00:11:04.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-09T00:11:04Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-03-09T00:11:06.3Z,1,REGULAR,jumpball,recovered,[],202681,,,1610612751,0,0,2022-03-09T00:11:06Z,40000,,,0,,Jump Ball A. Drummond vs. M. Plumlee: Tip to K. Irving,"[202681, 203083, 203486]",1610612751.0,BKN,startperiod,K. Irving,202681.0,Irving,K. Irving,Drummond,203083.0,Plumlee,203486.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2022-03-09T00:11:19.8Z,1,REGULAR,3pt,Jump Shot,[],203552,28.465834428383708,77.20588235294117,1610612751,0,0,2022-03-09T00:11:26Z,70000,-136.0,215.0,1,left,MISS S. Curry 25' 3PT,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2022-03-09T00:11:25.8Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,0,0,2022-03-09T00:11:26Z,80000,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M28.00S,2022-03-09T00:11:35.2Z,1,REGULAR,3pt,Jump Shot,[],1628970,91.14651773981603,96.56862745098039,1610612766,0,0,2022-03-09T00:11:40Z,90000,233.0,31.0,1,right,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,23.48,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M25.00S,2022-03-09T00:11:38.2Z,1,REGULAR,rebound,defensive,[],203083,,,1610612751,0,0,2022-03-09T00:11:40Z,100000,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
11,PT11M13.00S,2022-03-09T00:11:49.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,8.886333771353483,38.48039215686275,1610612751,0,2,2022-03-09T00:11:55Z,110000,58.0,31.0,1,left,B. Brown 6' cutting Layup (2 PTS) (K. Irving 1 AST),"[1628971, 202681]",1610612751.0,BKN,cutting,,,Brown,B. Brown,,,,,6.54,Made,,,,,2.0,K. Irving,202681.0,1.0,,,,,,,,,,,
13,PT11M00.00S,2022-03-09T00:12:07.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,0,2,2022-03-09T00:12:07Z,130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,PT10M51.00S,2022-03-09T00:12:26.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,81.68528252299606,45.09803921568628,1610612766,2,2,2022-03-09T00:12:31Z,140000,-25.0,120.0,1,right,L. Ball 12' floating Jump Shot (2 PTS) (P. Washington 1 AST),"[1630163, 1629023]",1610612766.0,CHA,floating,,,Ball,L. Ball,,,,,12.22,Made,,,,,2.0,P. Washington,1629023.0,1.0,,,,,,,,,,,
16,PT10M28.00S,2022-03-09T00:12:48.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,6.258212877792378,55.392156862745104,1610612751,2,2,2022-03-09T00:13:41Z,160000,-27.0,6.0,1,left,MISS B. Brown floating Shot,[1628971],1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,2.77,Missed,,,,,,,,,,,,,,,,,,,
17,PT10M26.00S,2022-03-09T00:12:50.6Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,2,2,2022-03-09T00:13:41Z,170000,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,16.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
18,PT10M23.00S,2022-03-09T00:12:58.8Z,1,REGULAR,foul,personal,[],1628971,,,1610612766,2,2,2022-03-09T00:13:15Z,180000,,,0,,B. Brown personal FOUL (1 PF),"[1628971, 1630163]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,203177.0,1.0,0.0,Ball,1630163.0,,,,,,
20,PT10M17.00S,2022-03-09T00:13:20.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,90.62089356110381,50.49019607843137,1610612766,2,2,2022-03-09T00:13:30Z,200000,2.0,36.0,1,right,MISS M. Plumlee Layup - blocked,"[203486, 203083]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,3.58,Missed,,,,,,,,,,,,,,Drummond,203083.0,,,,
21,PT10M17.00S,2022-03-09T00:13:20.7Z,1,REGULAR,block,,[],203083,,,1610612766,2,2,2022-03-09T00:13:23Z,210000,,,0,,A. Drummond BLOCK (1 BLK),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
22,PT10M14.00S,2022-03-09T00:13:23.7Z,1,REGULAR,rebound,defensive,[],203552,,,1610612751,2,2,2022-03-09T00:13:30Z,220000,,,0,,S. Curry REBOUND (Off:0 Def:1),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
23,PT10M14.00S,2022-03-09T00:13:24.5Z,1,REGULAR,turnover,bad pass,[],203552,,,1610612751,2,2,2022-03-09T00:13:33Z,230000,,,0,,S. Curry bad pass TURNOVER (1 TO),"[203552, 1626179]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,1.0,Rozier,1626179.0,
24,PT10M14.00S,2022-03-09T00:13:24.5Z,1,REGULAR,steal,,[],1626179,,,1610612766,2,2,2022-03-09T00:13:28Z,240000,,,0,,T. Rozier STEAL (1 STL),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
26,PT10M10.00S,2022-03-09T00:13:49.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626179,94.1688567674113,50.245098039215684,1610612766,4,2,2022-03-09T00:14:00Z,260000,1.0,2.0,1,right,T. Rozier running DUNK (2 PTS),[1626179],1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,0.26,Made,,,,,2.0,,,,,,,,,,,,,,
27,PT10M10.00S,2022-03-09T00:13:49.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,4,2,2022-03-09T00:14:33Z,270000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT10M10.00S,2022-03-09T00:15:39.8Z,1,REGULAR,substitution,out,[],203083,,,1610612751,4,2,2022-03-09T00:15:56Z,280000,,,0,,SUB out: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT10M10.00S,2022-03-09T00:15:39.8Z,1,REGULAR,substitution,in,[],1629651,,,1610612751,4,2,2022-03-09T00:15:56Z,290000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M48.00S,2022-03-09T00:16:52.7Z,1,REGULAR,2pt,Jump Shot,[],201142,25.837713534822605,34.068627450980394,1610612751,4,4,2022-03-09T00:16:56Z,300000,80.0,190.0,1,left,K. Durant 20' pullup Jump Shot (2 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,20.64,Made,,,,,2.0,,,,,,,,,,,,,,
31,PT09M31.00S,2022-03-09T00:17:12.1Z,1,REGULAR,turnover,traveling,[],1628970,,,1610612766,4,4,2022-03-09T00:17:17Z,310000,,,0,,M. Bridges traveling TURNOVER (1 TO),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,1162.0,,,,,,,1.0,,,
32,PT09M11.00S,2022-03-09T00:17:40.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202681,29.517082785808146,75.24509803921569,1610612751,4,7,2022-03-09T00:17:46Z,320000,-126.0,225.0,1,left,K. Irving 25' 3PT  (3 PTS) (K. Durant 1 AST),"[202681, 201142]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,25.8,Made,,,,,3.0,K. Durant,201142.0,1.0,,,,,,,,,,,
